id,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,item5,num5,limit_time,sale,money_id,name,rebate_show,describe
16,41,1,111240,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,716,礼包,999%+,"恭喜通关12-40,我们为您准备了超值礼包，帮助您快速通关~"
17,41,1,111320,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,717,礼包,999%+,"恭喜通关13-20,我们为您准备了超值礼包，帮助您快速通关~"
18,41,1,111340,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,718,礼包,999%+,"恭喜通关13-40,我们为您准备了超值礼包，帮助您快速通关~"
19,41,1,111420,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,719,礼包,999%+,"恭喜通关14-20,我们为您准备了超值礼包，帮助您快速通关~"
20,41,1,111440,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,720,礼包,999%+,"恭喜通关14-40,我们为您准备了超值礼包，帮助您快速通关~"
21,41,1,111520,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,721,礼包,999%+,"恭喜通关15-20,我们为您准备了超值礼包，帮助您快速通关~"
22,41,1,111540,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,722,礼包,999%+,"恭喜通关15-40,我们为您准备了超值礼包，帮助您快速通关~"
23,41,1,111620,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,723,礼包,999%+,"恭喜通关16-20,我们为您准备了超值礼包，帮助您快速通关~"
24,41,1,111640,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,724,礼包,999%+,"恭喜通关16-40,我们为您准备了超值礼包，帮助您快速通关~"
25,41,1,111720,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,725,礼包,999%+,"恭喜通关17-20,我们为您准备了超值礼包，帮助您快速通关~"
26,41,1,111740,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,726,礼包,999%+,"恭喜通关17-40,我们为您准备了超值礼包，帮助您快速通关~"
27,41,1,111820,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,727,礼包,999%+,"恭喜通关18-20,我们为您准备了超值礼包，帮助您快速通关~"
28,41,1,111840,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,728,礼包,999%+,"恭喜通关18-40,我们为您准备了超值礼包，帮助您快速通关~"
29,41,1,111920,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,729,礼包,999%+,"恭喜通关19-20,我们为您准备了超值礼包，帮助您快速通关~"
30,41,1,111940,1,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,730,礼包,999%+,"恭喜通关19-40,我们为您准备了超值礼包，帮助您快速通关~"
31,41,1,112030,1,0,60210080,1,13000002,60,0,0,0,0,0,0,7200,68,731,礼包,999%+,"恭喜通关20-30,我们为您准备了超值礼包，帮助您快速通关~"
32,41,1,112060,1,0,60310080,1,13000002,60,0,0,0,0,0,0,7200,68,732,礼包,999%+,"恭喜通关20-60,我们为您准备了超值礼包，帮助您快速通关~"
33,81,50,0,0,0,91000002,3280,13000002,240,60310050,1,0,0,0,0,7200,328,801,礼包,700%+,"恭喜通过试炼之塔50层,我们为您准备了超值礼包，帮助您快速通关~"
34,81,100,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,802,礼包,700%+,"恭喜通过试炼之塔100层,我们为您准备了超值礼包，帮助您快速通关~"
35,81,150,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,803,礼包,700%+,"恭喜通过试炼之塔150层,我们为您准备了超值礼包，帮助您快速通关~"
36,81,200,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,804,礼包,700%+,"恭喜通过试炼之塔200层,我们为您准备了超值礼包，帮助您快速通关~"
37,81,250,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,805,礼包,700%+,"恭喜通过试炼之塔250层,我们为您准备了超值礼包，帮助您快速通关~"
38,81,300,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,806,礼包,700%+,"恭喜通过试炼之塔300层,我们为您准备了超值礼包，帮助您快速通关~"
39,81,350,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,807,礼包,700%+,"恭喜通过试炼之塔350层,我们为您准备了超值礼包，帮助您快速通关~"
40,81,400,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,808,礼包,700%+,"恭喜通过试炼之塔400层,我们为您准备了超值礼包，帮助您快速通关~"
41,84,30,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,821,礼包,700%+,"恭喜通过怒涛神殿30层,我们为您准备了超值礼包，帮助您快速通关~"
42,84,60,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,822,礼包,700%+,"恭喜通过怒涛神殿60层,我们为您准备了超值礼包，帮助您快速通关~"
43,84,90,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,823,礼包,700%+,"恭喜通过怒涛神殿90层,我们为您准备了超值礼包，帮助您快速通关~"
44,84,120,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,824,礼包,700%+,"恭喜通过怒涛神殿120层,我们为您准备了超值礼包，帮助您快速通关~"
45,84,150,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,825,礼包,700%+,"恭喜通过怒涛神殿150层,我们为您准备了超值礼包，帮助您快速通关~"
46,84,180,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,826,礼包,700%+,"恭喜通过怒涛神殿180层,我们为您准备了超值礼包，帮助您快速通关~"
47,84,210,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,827,礼包,700%+,"恭喜通过怒涛神殿210层,我们为您准备了超值礼包，帮助您快速通关~"
48,84,240,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,828,礼包,700%+,"恭喜通过怒涛神殿240层,我们为您准备了超值礼包，帮助您快速通关~"
49,84,270,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,829,礼包,700%+,"恭喜通过怒涛神殿270层,我们为您准备了超值礼包，帮助您快速通关~"
50,84,300,1,0,0,91000002,68000,30100001,2,0,0,0,0,0,0,7200,68,830,礼包,700%+,"恭喜通过怒涛神殿300层,我们为您准备了超值礼包，帮助您快速通关~"
51,84,30,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,841,礼包,700%+,"恭喜通过圣炎巢穴30层,我们为您准备了超值礼包，帮助您快速通关~"
52,84,60,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,842,礼包,700%+,"恭喜通过圣炎巢穴60层,我们为您准备了超值礼包，帮助您快速通关~"
53,84,90,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,843,礼包,700%+,"恭喜通过圣炎巢穴90层,我们为您准备了超值礼包，帮助您快速通关~"
54,84,120,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,844,礼包,700%+,"恭喜通过圣炎巢穴120层,我们为您准备了超值礼包，帮助您快速通关~"
55,84,150,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,845,礼包,700%+,"恭喜通过圣炎巢穴150层,我们为您准备了超值礼包，帮助您快速通关~"
56,84,180,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,846,礼包,700%+,"恭喜通过圣炎巢穴180层,我们为您准备了超值礼包，帮助您快速通关~"
57,84,210,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,847,礼包,700%+,"恭喜通过圣炎巢穴210层,我们为您准备了超值礼包，帮助您快速通关~"
58,84,240,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,848,礼包,700%+,"恭喜通过圣炎巢穴240层,我们为您准备了超值礼包，帮助您快速通关~"
59,84,270,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,849,礼包,700%+,"恭喜通过圣炎巢穴270层,我们为您准备了超值礼包，帮助您快速通关~"
60,84,300,2,0,0,91000002,68000,30100002,2,0,0,0,0,0,0,7200,68,850,礼包,700%+,"恭喜通过圣炎巢穴300层,我们为您准备了超值礼包，帮助您快速通关~"
61,84,30,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,861,礼包,700%+,"恭喜通过暗雷冥域30层,我们为您准备了超值礼包，帮助您快速通关~"
62,84,60,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,862,礼包,700%+,"恭喜通过暗雷冥域60层,我们为您准备了超值礼包，帮助您快速通关~"
63,84,90,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,863,礼包,700%+,"恭喜通过暗雷冥域90层,我们为您准备了超值礼包，帮助您快速通关~"
64,84,120,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,864,礼包,700%+,"恭喜通过暗雷冥域120层,我们为您准备了超值礼包，帮助您快速通关~"
65,84,150,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,865,礼包,700%+,"恭喜通过暗雷冥域150层,我们为您准备了超值礼包，帮助您快速通关~"
66,84,180,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,866,礼包,700%+,"恭喜通过暗雷冥域180层,我们为您准备了超值礼包，帮助您快速通关~"
67,84,210,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,867,礼包,700%+,"恭喜通过暗雷冥域210层,我们为您准备了超值礼包，帮助您快速通关~"
68,84,240,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,868,礼包,700%+,"恭喜通过暗雷冥域240层,我们为您准备了超值礼包，帮助您快速通关~"
69,84,270,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,869,礼包,700%+,"恭喜通过暗雷冥域270层,我们为您准备了超值礼包，帮助您快速通关~"
70,84,300,3,0,0,91000002,68000,30100003,2,0,0,0,0,0,0,7200,68,870,礼包,700%+,"恭喜通过暗雷冥域300层,我们为您准备了超值礼包，帮助您快速通关~"
71,84,30,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,881,礼包,700%+,"恭喜通过翠蓝秘境30层,我们为您准备了超值礼包，帮助您快速通关~"
72,84,60,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,882,礼包,700%+,"恭喜通过翠蓝秘境60层,我们为您准备了超值礼包，帮助您快速通关~"
73,84,90,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,883,礼包,700%+,"恭喜通过翠蓝秘境90层,我们为您准备了超值礼包，帮助您快速通关~"
74,84,120,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,884,礼包,700%+,"恭喜通过翠蓝秘境120层,我们为您准备了超值礼包，帮助您快速通关~"
75,84,150,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,885,礼包,700%+,"恭喜通过翠蓝秘境150层,我们为您准备了超值礼包，帮助您快速通关~"
76,84,180,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,886,礼包,700%+,"恭喜通过翠蓝秘境180层,我们为您准备了超值礼包，帮助您快速通关~"
77,84,210,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,887,礼包,700%+,"恭喜通过翠蓝秘境210层,我们为您准备了超值礼包，帮助您快速通关~"
78,84,240,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,888,礼包,700%+,"恭喜通过翠蓝秘境240层,我们为您准备了超值礼包，帮助您快速通关~"
79,84,270,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,889,礼包,700%+,"恭喜通过翠蓝秘境270层,我们为您准备了超值礼包，帮助您快速通关~"
80,84,300,4,0,0,91000002,68000,30100004,2,0,0,0,0,0,0,7200,68,890,礼包,700%+,"恭喜通过翠蓝秘境300层,我们为您准备了超值礼包，帮助您快速通关~"
81,1,20,0,0,0,11101202,1,0,0,0,0,0,0,0,0,7200,6,901,礼包,999%+,"恭喜达到20级,我们为您准备了超值礼包，帮助您快速通关~"
82,1,30,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,902,礼包,999%+,"恭喜达到30级,我们为您准备了超值礼包，帮助您快速通关~"
83,1,40,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,903,礼包,999%+,"恭喜达到40级,我们为您准备了超值礼包，帮助您快速通关~"
84,1,50,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,904,礼包,999%+,"恭喜达到50级,我们为您准备了超值礼包，帮助您快速通关~"
85,1,60,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,905,礼包,999%+,"恭喜达到60级,我们为您准备了超值礼包，帮助您快速通关~"
86,1,70,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,906,礼包,999%+,"恭喜达到70级,我们为您准备了超值礼包，帮助您快速通关~"
87,1,80,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,907,礼包,999%+,"恭喜达到80级,我们为您准备了超值礼包，帮助您快速通关~"
88,1,90,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,908,礼包,999%+,"恭喜达到90级,我们为您准备了超值礼包，帮助您快速通关~"
89,1,100,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,909,礼包,999%+,"恭喜达到100级,我们为您准备了超值礼包，帮助您快速通关~"
90,1,110,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,910,礼包,999%+,"恭喜达到110级,我们为您准备了超值礼包，帮助您快速通关~"
91,1,120,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,911,礼包,999%+,"恭喜达到120级,我们为您准备了超值礼包，帮助您快速通关~"
92,1,130,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,912,礼包,999%+,"恭喜达到130级,我们为您准备了超值礼包，帮助您快速通关~"
93,1,140,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,913,礼包,999%+,"恭喜达到140级,我们为您准备了超值礼包，帮助您快速通关~"
94,1,150,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,914,礼包,999%+,"恭喜达到150级,我们为您准备了超值礼包，帮助您快速通关~"
95,1,160,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,915,礼包,999%+,"恭喜达到160级,我们为您准备了超值礼包，帮助您快速通关~"
96,1,170,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,916,礼包,999%+,"恭喜达到170级,我们为您准备了超值礼包，帮助您快速通关~"
97,1,180,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,917,礼包,999%+,"恭喜达到180级,我们为您准备了超值礼包，帮助您快速通关~"
98,1,190,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,918,礼包,999%+,"恭喜达到190级,我们为您准备了超值礼包，帮助您快速通关~"
99,1,200,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,919,礼包,999%+,"恭喜达到200级,我们为您准备了超值礼包，帮助您快速通关~"
100,1,210,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,920,礼包,999%+,"恭喜达到210级,我们为您准备了超值礼包，帮助您快速通关~"
101,1,220,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,921,礼包,999%+,"恭喜达到220级,我们为您准备了超值礼包，帮助您快速通关~"
102,1,230,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,922,礼包,999%+,"恭喜达到230级,我们为您准备了超值礼包，帮助您快速通关~"
103,1,240,0,0,0,13000002,60,0,0,0,0,0,0,0,0,7200,6,923,礼包,999%+,"恭喜达到240级,我们为您准备了超值礼包，帮助您快速通关~"
104,41,1,110228,1,0,42010001,10,0,0,0,0,0,0,0,0,7200,6,733,礼包,999%+,"恭喜通关2-28,我们为您准备了超值礼包，帮助您快速通关~"
