city,name,png,map,prestige1,item11,num11,item12,num12,item13,num13,prestige2,item21,num21,item22,num22,item23,num23,prestige3,item31,num31,item32,num32,item33,num33,prestige4,item41,num41,item42,num42,item43,num43,prestige5,item51,num51,item52,num52,item53,num53,build1,x1,y1,rev1,build2,x2,y2,rev2,build3,x3,y3,rev3,build4,x4,y4,rev4,build5,x5,y5,rev5,build6,x6,y6,rev6,build7,x7,y7,rev7
1011,南昌,5254,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2001,398,362,0,1003,540,455,0,3004,548,266,0,1001,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,潘阳,5248,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2003,398,362,0,1002,540,455,0,2002,548,266,0,1002,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,余杭,5254,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1007,398,362,0,2004,540,455,0,1004,548,266,0,1004,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,东阳,5253,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2007,398,362,0,2009,540,455,0,2002,548,266,0,2009,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,会稽,5263,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1005,281,415,0,3005,323,298,0,3005,494,207,1,3002,684,510,0,3005,790,303,0,2003,853,403,1,0,0,0,0
1016,吴郡,5249,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3002,398,362,0,3006,540,455,0,1008,548,266,0,1002,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,建邺东,5258,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3003,398,362,0,1001,540,455,0,1004,548,266,0,2010,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,建邺,5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,柴桑南,5253,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1001,398,362,0,2007,540,455,0,3002,548,266,0,3006,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,庐江,5255,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1008,398,362,0,2010,540,455,0,1001,548,266,0,3007,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,柴桑,5251,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2001,398,362,0,3005,540,455,0,1003,548,266,0,3006,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,黄州,5243,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1004,398,362,0,1007,540,455,0,2003,548,266,0,3008,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,合肥,5250,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1005,398,362,0,2006,540,455,0,1001,548,266,0,3010,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,广陵,5253,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1010,398,362,0,3009,540,455,0,2006,548,266,0,3008,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,扬州,5263,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2010,281,415,0,1010,323,298,0,1002,494,207,1,1008,684,510,0,3009,790,303,0,2009,853,403,1,0,0,0,0
1026,临淮,5247,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1010,398,362,0,2010,540,455,0,3008,548,266,0,2001,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,曲阿,5250,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2008,398,362,0,3001,540,455,0,3004,548,266,0,3003,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,淮阴,5253,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3005,398,362,0,1005,540,455,0,2006,548,266,0,1005,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,彭城,5262,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3002,281,415,0,2003,323,298,0,1005,494,207,1,2003,684,510,0,3004,790,303,0,3004,853,403,1,0,0,0,0
1030,灵璧,5250,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3009,398,362,0,3003,540,455,0,3006,548,266,0,1005,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,下蔡,5249,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3004,398,362,0,3002,540,455,0,2008,548,266,0,3006,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,武平,5264,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2001,281,415,0,2004,323,298,0,2001,494,207,1,2001,684,510,0,3008,790,303,0,2010,853,403,1,0,0,0,0
1033,小沛,5248,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1003,398,362,0,2006,540,455,0,1001,548,266,0,2002,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,下邳,5242,1002,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3005,252,400,0,2005,339,321,0,3001,501,224,0,1008,689,468,1,2009,795,406,1,0,0,0,0,0,0,0,0
1035,东海,5264,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3001,281,415,0,2004,323,298,0,2010,494,207,1,3006,684,510,0,2006,790,303,0,2004,853,403,1,0,0,0,0
1036,利城,5254,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1001,398,362,0,3006,540,455,0,3002,548,266,0,3006,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,蓬莱,5251,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1009,398,362,0,2003,540,455,0,1007,548,266,0,1006,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,北海,5248,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1007,398,362,0,3001,540,455,0,1001,548,266,0,2005,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,任城,5258,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1008,398,362,0,1006,540,455,0,1007,548,266,0,1003,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,博阳,5253,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3002,398,362,0,2001,540,455,0,1010,548,266,0,2001,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,泰山,5263,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2010,281,415,0,1004,323,298,0,2009,494,207,1,3004,684,510,0,1008,790,303,0,1004,853,403,1,0,0,0,0
1042,钜平,5250,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1001,398,362,0,2005,540,455,0,3004,548,266,0,2007,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,济南,5264,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3003,281,415,0,2005,323,298,0,3007,494,207,1,2007,684,510,0,3008,790,303,0,3002,853,403,1,0,0,0,0
1044,光州,5262,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1010,281,415,0,1003,323,298,0,2002,494,207,1,2004,684,510,0,1005,790,303,0,1001,853,403,1,0,0,0,0
1045,汝阴,5248,1002,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1002,252,400,0,1006,339,321,0,3008,501,224,0,3005,689,468,1,2004,795,406,1,0,0,0,0,0,0,0,0
1046,东郡,5254,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2004,398,362,0,2001,540,455,0,3001,548,266,0,1008,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,济北,5243,1002,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3008,252,400,0,2006,339,321,0,2007,501,224,0,1005,689,468,1,2006,795,406,1,0,0,0,0,0,0,0,0
1048,新都,5262,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2001,281,415,0,1005,323,298,0,3003,494,207,1,1001,684,510,0,2001,790,303,0,1010,853,403,1,0,0,0,0
1049,河间,5247,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1007,398,362,0,2005,540,455,0,3005,548,266,0,1006,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,辽西,5249,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3004,398,362,0,2010,540,455,0,1002,548,266,0,1010,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,辽东,5248,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1001,398,362,0,3002,540,455,0,3006,548,266,0,3009,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,范阳,5254,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1007,398,362,0,1008,540,455,0,1010,548,266,0,1009,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,涿郡,5264,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2004,281,415,0,2003,323,298,0,1003,494,207,1,2006,684,510,0,1010,790,303,0,1004,853,403,1,0,0,0,0
1054,任丘,5255,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2003,398,362,0,2004,540,455,0,3003,548,266,0,3008,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,高阳,5247,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2010,398,362,0,1008,540,455,0,1010,548,266,0,1006,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,南皮,5254,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2007,398,362,0,2010,540,455,0,1005,548,266,0,2007,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,平原,5248,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2010,398,362,0,2004,540,455,0,3007,548,266,0,3008,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,阳平,5249,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3009,398,362,0,1004,540,455,0,1001,548,266,0,2010,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,巨鹿,5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,魏郡,5248,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3008,398,362,0,1002,540,455,0,1001,548,266,0,1005,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,邺城,5263,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2010,281,415,0,2005,323,298,0,3007,494,207,1,3006,684,510,0,3001,790,303,0,1007,853,403,1,0,0,0,0
1062,黎阳,5247,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3003,398,362,0,3008,540,455,0,1001,548,266,0,1008,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,石邑,5258,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3005,398,362,0,1007,540,455,0,3002,548,266,0,1001,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,邯郸,5250,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2009,398,362,0,1007,540,455,0,3008,548,266,0,3007,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,上党,5248,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3008,398,362,0,2007,540,455,0,3001,548,266,0,3001,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,河内,5255,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1004,398,362,0,1003,540,455,0,2005,548,266,0,2010,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,白马,5258,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1007,398,362,0,2002,540,455,0,1007,548,266,0,1001,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,乌巢,5263,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3001,281,415,0,2008,323,298,0,3009,494,207,1,1002,684,510,0,1008,790,303,0,3007,853,403,1,0,0,0,0
1069,平丘,5251,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2001,398,362,0,2004,540,455,0,2001,548,266,0,3009,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,延津,5247,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1010,398,362,0,1004,540,455,0,1007,548,266,0,3005,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,官渡,5250,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1010,398,362,0,1003,540,455,0,1006,548,266,0,1008,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,中牟,5264,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1004,281,415,0,2010,323,298,0,1001,494,207,1,1007,684,510,0,3009,790,303,0,1009,853,403,1,0,0,0,0
1073,洛阳,5262,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2006,281,415,0,3007,323,298,0,3002,494,207,1,1001,684,510,0,3005,790,303,0,2005,853,403,1,0,0,0,0
1074,汜水关,5247,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2001,398,362,0,1002,540,455,0,2009,548,266,0,1003,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,荣阳,5264,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1003,281,415,0,3001,323,298,0,2008,494,207,1,2004,684,510,0,1003,790,303,0,2005,853,403,1,0,0,0,0
1076,虎牢关,5248,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3005,398,362,0,1001,540,455,0,2005,548,266,0,3007,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,陈留,5248,1002,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1006,252,400,0,3006,339,321,0,3008,501,224,0,3008,689,468,1,1002,795,406,1,0,0,0,0,0,0,0,0
1078,许昌,5264,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3008,281,415,0,3001,323,298,0,1001,494,207,1,3006,684,510,0,1001,790,303,0,2002,853,403,1,0,0,0,0
1079,河东,5243,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1006,398,362,0,2006,540,455,0,1004,548,266,0,1002,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,弘农,5258,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2003,398,362,0,2010,540,455,0,2004,548,266,0,2007,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,河西,5250,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1001,398,362,0,1007,540,455,0,2009,548,266,0,2002,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,函谷南,5253,1008,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,1004,398,362,0,2003,540,455,0,3004,548,266,0,1010,709,349,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,函谷关,5263,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2007,281,415,0,2003,323,298,0,3007,494,207,1,2001,684,510,0,3006,790,303,0,1003,853,403,1,0,0,0,0
1084,定军山,5242,1002,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,2001,252,400,0,1008,339,321,0,1006,501,224,0,3008,689,468,1,3002,795,406,1,0,0,0,0,0,0,0,0
1085,长安,5264,1005,100,91000001,10000,0,0,0,0,200,91000001,50000,0,0,0,0,300,91000001,100000,0,0,0,0,400,91000001,200000,0,0,0,0,500,91000001,350000,0,0,0,0,3008,281,415,0,2005,323,298,0,1002,494,207,1,2006,684,510,0,3008,790,303,0,3005,853,403,1,0,0,0,0
