id,event_id,office,storyid,spyid,type,prop,itemname,propexp,currency,currencynum,rebate,chance,png,name,txt,desc
100210,3,2,0,76,1,81900021,神器进阶石,5,91000002,150,2,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100211,3,2,0,75,1,76000002,女儿红,20,91000002,60,3,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100212,3,2,0,76,1,76000002,女儿红,20,91000002,60,1,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100213,3,2,0,75,1,76000003,杜康,20,91000002,200,3,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100214,3,2,0,76,1,76000003,杜康,20,91000002,200,1,100,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100215,3,2,0,75,1,76000004,青梅,10,91000002,300,3,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100216,3,2,0,76,1,76000004,青梅,10,91000002,300,1,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100217,3,2,0,75,1,76000005,竹叶青,3,91000002,300,3,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100218,3,2,0,76,1,76000005,竹叶青,3,91000002,300,1,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100219,3,2,0,75,1,76000006,兰生酒,1,91000002,300,3,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100220,3,2,0,76,1,76000006,兰生酒,1,91000002,300,1,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100301,3,3,0,75,1,72000001,煎鸡蛋,10,91000002,150,5,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100302,3,3,0,76,1,72000001,煎鸡蛋,10,91000002,150,2,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100303,3,3,0,75,1,72000002,肉包子,5,91000002,150,5,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100304,3,3,0,76,1,72000002,肉包子,5,91000002,150,2,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100305,3,3,0,75,1,72000003,烤牛排,5,91000002,225,5,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100306,3,3,0,76,1,72000003,烤牛排,5,91000002,225,2,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100307,3,3,0,75,1,72000004,大闸蟹,5,91000002,300,5,200,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100308,3,3,0,76,1,72000004,大闸蟹,5,91000002,300,2,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100309,3,3,0,75,1,81900021,神器进阶石,5,91000002,150,5,1600,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100310,3,3,0,76,1,81900021,神器进阶石,5,91000002,150,2,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100311,3,3,0,75,1,76000002,女儿红,20,91000002,60,3,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100312,3,3,0,76,1,76000002,女儿红,20,91000002,60,1,100,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100313,3,3,0,75,1,76000003,杜康,20,91000002,200,3,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100314,3,3,0,76,1,76000003,杜康,20,91000002,200,1,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100315,3,3,0,75,1,76000004,青梅,10,91000002,300,3,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100316,3,3,0,76,1,76000004,青梅,10,91000002,300,1,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100317,3,3,0,75,1,76000005,竹叶青,3,91000002,300,3,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100318,3,3,0,76,1,76000005,竹叶青,3,91000002,300,1,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100319,3,3,0,75,1,76000006,兰生酒,1,91000002,300,3,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100320,3,3,0,76,1,76000006,兰生酒,1,91000002,300,1,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100401,3,4,0,75,1,72000001,煎鸡蛋,10,91000002,150,5,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100402,3,4,0,76,1,72000001,煎鸡蛋,10,91000002,150,2,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100403,3,4,0,75,1,72000002,肉包子,5,91000002,150,5,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100404,3,4,0,76,1,72000002,肉包子,5,91000002,150,2,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100405,3,4,0,75,1,72000003,烤牛排,5,91000002,225,5,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100406,3,4,0,76,1,72000003,烤牛排,5,91000002,225,2,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100407,3,4,0,75,1,72000004,大闸蟹,5,91000002,300,5,200,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100408,3,4,0,76,1,72000004,大闸蟹,5,91000002,300,2,100,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100409,3,4,0,75,1,81900021,神器进阶石,5,91000002,150,5,1600,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100410,3,4,0,76,1,81900021,神器进阶石,5,91000002,150,2,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100411,3,4,0,75,1,76000002,女儿红,20,91000002,60,3,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100412,3,4,0,76,1,76000002,女儿红,20,91000002,60,1,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100413,3,4,0,75,1,76000003,杜康,20,91000002,200,3,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100414,3,4,0,76,1,76000003,杜康,20,91000002,200,1,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100415,3,4,0,75,1,76000004,青梅,10,91000002,300,3,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100416,3,4,0,76,1,76000004,青梅,10,91000002,300,1,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100417,3,4,0,75,1,76000005,竹叶青,3,91000002,300,3,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100418,3,4,0,76,1,76000005,竹叶青,3,91000002,300,1,100,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100419,3,4,0,75,1,76000006,兰生酒,1,91000002,300,3,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100420,3,4,0,76,1,76000006,兰生酒,1,91000002,300,1,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100501,3,5,0,75,1,72000001,煎鸡蛋,10,91000002,150,5,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100502,3,5,0,76,1,72000001,煎鸡蛋,10,91000002,150,2,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100503,3,5,0,75,1,72000002,肉包子,5,91000002,150,5,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100504,3,5,0,76,1,72000002,肉包子,5,91000002,150,2,100,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100505,3,5,0,75,1,72000003,烤牛排,5,91000002,225,5,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100506,3,5,0,76,1,72000003,烤牛排,5,91000002,225,2,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100507,3,5,0,75,1,72000004,大闸蟹,5,91000002,300,5,200,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100508,3,5,0,76,1,72000004,大闸蟹,5,91000002,300,2,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100509,3,5,0,75,1,81900021,神器进阶石,5,91000002,150,5,1600,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100510,3,5,0,76,1,81900021,神器进阶石,5,91000002,150,2,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100511,3,5,0,75,1,76000002,女儿红,20,91000002,60,3,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100512,3,5,0,76,1,76000002,女儿红,20,91000002,60,1,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100513,3,5,0,75,1,76000003,杜康,20,91000002,200,3,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100514,3,5,0,76,1,76000003,杜康,20,91000002,200,1,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100515,3,5,0,75,1,76000004,青梅,10,91000002,300,3,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100516,3,5,0,76,1,76000004,青梅,10,91000002,300,1,100,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100517,3,5,0,75,1,76000005,竹叶青,3,91000002,300,3,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100518,3,5,0,76,1,76000005,竹叶青,3,91000002,300,1,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100519,3,5,0,75,1,76000006,兰生酒,1,91000002,300,3,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100520,3,5,0,76,1,76000006,兰生酒,1,91000002,300,1,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100601,3,6,0,75,1,72000001,煎鸡蛋,10,91000002,150,5,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100602,3,6,0,76,1,72000001,煎鸡蛋,10,91000002,150,2,100,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100603,3,6,0,75,1,72000002,肉包子,5,91000002,150,5,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100604,3,6,0,76,1,72000002,肉包子,5,91000002,150,2,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100605,3,6,0,75,1,72000003,烤牛排,5,91000002,225,5,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100606,3,6,0,76,1,72000003,烤牛排,5,91000002,225,2,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100607,3,6,0,75,1,72000004,大闸蟹,5,91000002,300,5,200,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100608,3,6,0,76,1,72000004,大闸蟹,5,91000002,300,2,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100609,3,6,0,75,1,81900021,神器进阶石,5,91000002,150,5,1600,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100610,3,6,0,76,1,81900021,神器进阶石,5,91000002,150,2,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100611,3,6,0,75,1,76000002,女儿红,20,91000002,60,3,400,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100612,3,6,0,76,1,76000002,女儿红,20,91000002,60,1,100,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100613,3,6,0,75,1,76000003,杜康,20,91000002,200,3,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100614,3,6,0,76,1,76000003,杜康,20,91000002,200,1,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100615,3,6,0,75,1,76000004,青梅,10,91000002,300,3,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100616,3,6,0,76,1,76000004,青梅,10,91000002,300,1,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100617,3,6,0,75,1,76000005,竹叶青,3,91000002,300,3,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100618,3,6,0,76,1,76000005,竹叶青,3,91000002,300,1,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100619,3,6,0,75,1,76000006,兰生酒,1,91000002,300,3,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100620,3,6,0,76,1,76000006,兰生酒,1,91000002,300,1,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100701,3,7,0,75,1,72000001,煎鸡蛋,10,91000002,150,5,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100702,3,7,0,76,1,72000001,煎鸡蛋,10,91000002,150,2,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100703,3,7,0,75,1,72000002,肉包子,5,91000002,150,5,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100704,3,7,0,76,1,72000002,肉包子,5,91000002,150,2,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100705,3,7,0,75,1,72000003,烤牛排,5,91000002,225,5,400,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100706,3,7,0,76,1,72000003,烤牛排,5,91000002,225,2,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100707,3,7,0,75,1,72000004,大闸蟹,5,91000002,300,5,200,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100708,3,7,0,76,1,72000004,大闸蟹,5,91000002,300,2,100,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100709,3,7,0,75,1,81900021,神器进阶石,5,91000002,150,5,1600,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100710,3,7,0,76,1,81900021,神器进阶石,5,91000002,150,2,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100711,3,7,0,75,1,76000002,女儿红,20,91000002,60,3,400,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
100712,3,7,0,76,1,76000002,女儿红,20,91000002,60,1,100,1301,小玉,抱歉...总是说一些不合时宜的奇怪话，这次我们就老老实实做买卖吧。,简单点，买卖的方式简单点。看看这货色，再看看这价格，你还有理由拒绝吗？
100713,3,7,0,75,1,76000003,杜康,20,91000002,200,3,400,1301,小玉,来来来，我给你瞧个大宝贝！,怎么样，是不是有种眼前一亮的感觉？
100714,3,7,0,76,1,76000003,杜康,20,91000002,200,1,100,1301,小玉,瞧一瞧，看一看，上好的货物，寻觅有缘人啦。,你还以为是你选择了这些货物吗？其实，是它们选择了你。
100715,3,7,0,75,1,76000004,青梅,10,91000002,300,3,400,1301,小玉,我可不是什么奇怪的家伙，我是“他们”派来帮助你的。,你问我“他们”是谁？暂时还不能告诉你，总之这是最高机密。
100716,3,7,0,76,1,76000004,青梅,10,91000002,300,1,100,1301,小玉,来得不早也不晚，不上也不下，不多也不少，恰好正在时空的奇点。,实不相瞒，我可是来自异世界的商人……当然，信不信由你。
