levelid,firstitem1,num1,firstitem2,num2,firstitem3,num3,firstitem4,num4,firstitem5,num5,firstitem6,num6,teamexp,heroexp,icon1,icon2,icon3,icon4,icon5,icon6,item1,item2,item3,item4,item5,item6,bossicon1,icon7
110202,91000041,900,91000001,1900,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230002,23230001,23000002,76000001,0,0
110203,91000041,900,91000001,1900,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,11200601,81400601,23110002,23110001,23000002,76000001,0,0
110204,91000041,1800,91000001,3800,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120002,23120001,23000002,76000001,0,0
110205,91000041,900,91000001,2000,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130002,23130001,23000002,12300101,0,0
110206,91000041,900,91000001,2000,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000002,23000001,0,0,0,0
110207,91000041,900,91000001,2000,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310002,23310001,0,0,0,0
110208,91000041,1800,91000001,52000,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320002,23320001,0,0,0,0
110209,91000041,900,91000001,2100,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330002,23330001,0,0,0,0
110210,91000041,900,91000001,2200,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210002,23210001,0,0,0,0
110211,91000041,900,91000001,2200,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220002,23220001,0,0,0,0
110212,91000041,1800,91000001,4400,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230002,23230001,0,0,0,0
110213,91000041,900,91000001,2200,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110002,23110001,0,0,0,0
110214,91000041,900,91000001,2200,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120002,23120001,0,0,0,0
110215,91000041,900,91000001,2200,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130002,23130001,0,0,0,0
110216,91000041,1800,91000001,4400,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000003,23000002,0,0,0,0
110217,91000041,900,91000001,2300,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310003,23310002,0,76000002,0,0
110218,91000041,900,91000001,2300,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320003,23320002,0,76000002,0,0
110219,91000041,900,91000001,2300,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330003,23330002,0,76000002,0,0
110220,91000041,1800,91000001,4800,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210003,23210002,23000004,76000002,0,0
110221,91000041,900,91000001,2400,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220003,23220002,23000004,76000002,0,0
110222,91000041,900,91000001,2400,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230003,23230002,23000004,76000002,0,0
110223,91000041,900,91000001,2400,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110003,23110002,23000004,76000002,0,0
110224,91000041,1800,91000001,5000,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120003,23120002,23000004,76000002,0,0
110225,91000041,900,91000001,2500,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130003,23130002,23000004,76000002,0,0
110226,91000041,900,91000001,2500,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000004,23000003,0,0,0,0
110227,91000041,900,91000001,2500,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310003,23310002,0,0,0,0
110228,91000041,1800,91000001,5000,91000005,600,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320003,23320002,0,0,0,0
110301,91000041,900,91000001,2500,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330003,23330002,0,0,0,0
110302,91000041,900,91000001,2500,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210003,23210002,0,0,0,0
110303,91000041,900,91000001,2500,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220003,23220002,0,0,0,0
110304,91000041,1800,91000001,5000,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230003,23230002,0,0,0,0
110305,91000041,900,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110003,23110002,0,0,0,0
110306,91000041,900,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120003,23120002,0,0,0,0
110307,91000041,900,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130003,23130002,0,0,0,0
110308,91000041,1800,91000001,5300,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000005,23000004,0,0,0,0
110309,91000041,960,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310004,23310003,0,0,0,0
110310,91000041,960,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320004,23320003,0,0,0,0
110311,91000041,960,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330004,23330003,0,0,0,0
110312,91000041,2040,91000001,5300,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210004,23210003,0,0,0,0
110313,91000041,1020,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220004,23220003,0,0,0,0
110314,91000041,1020,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230004,23230003,0,0,0,0
110315,91000041,1020,91000001,2600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110004,23110003,0,0,0,0
110316,91000041,2040,91000001,5400,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120004,23120003,0,0,0,0
110317,91000041,1020,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130004,23130003,0,0,0,0
110318,91000041,1020,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000006,23000005,0,0,0,0
110319,91000041,1020,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310004,23310003,0,0,0,0
110320,91000041,2160,91000001,5400,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320004,23320003,0,0,0,0
110321,91000041,1080,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330004,23330003,0,0,0,0
110322,91000041,1080,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210004,23210003,0,0,0,0
110323,91000041,1080,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220004,23220003,0,0,0,0
110324,91000041,2160,91000001,5400,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230004,23230003,0,0,0,0
110325,91000041,1080,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110004,23110003,0,0,0,0
110326,91000041,1080,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120004,23120003,0,0,0,0
110327,91000041,1080,91000001,2700,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130004,23130003,0,0,0,0
110328,91000041,2280,91000001,5600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000007,23000006,0,0,0,0
110329,91000041,1140,91000001,2800,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310005,23310004,0,0,0,0
110330,91000041,1140,91000001,2800,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320005,23320004,0,0,0,0
110331,91000041,1140,91000001,2800,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330005,23330004,0,0,0,0
110332,91000041,2400,91000001,5600,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210005,23210004,0,0,0,0
110333,91000041,1200,91000001,2800,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220005,23220004,0,0,0,0
110334,91000041,1200,91000001,2900,91000005,800,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230005,23230004,0,0,0,0
110335,91000041,1200,91000001,2900,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110005,23110004,0,0,0,0
110336,91000041,2520,91000001,5900,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120005,23120004,0,0,0,0
110401,91000041,1260,91000001,2900,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130005,23130004,0,0,0,0
110402,91000041,1320,91000001,2900,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000008,23000007,0,0,0,0
110403,91000041,1320,91000001,2900,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310005,23310004,0,0,0,0
110404,91000041,2640,91000001,5900,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320005,23320004,0,0,0,0
110405,91000041,1320,91000001,3000,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330005,23330004,0,0,0,0
110406,91000041,1320,91000001,3000,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210005,23210004,0,0,0,0
110407,91000041,1380,91000001,3000,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220005,23220004,0,0,0,0
110408,91000041,2880,91000001,6000,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230005,23230004,0,0,0,0
110409,91000041,1440,91000001,3000,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110005,23110004,0,0,0,0
110410,91000041,1500,91000001,3100,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120005,23120004,0,0,0,0
110411,91000041,1500,91000001,3100,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130005,23130004,0,0,0,0
110412,91000041,3000,91000001,6200,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000009,23000008,0,0,0,0
110413,91000041,1500,91000001,3100,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310006,23310005,0,0,0,0
110414,91000041,1560,91000001,3100,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320006,23320005,0,0,0,0
110415,91000041,1560,91000001,3100,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330006,23330005,0,0,0,0
110416,91000041,3240,91000001,6500,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210006,23210005,0,0,0,0
110417,91000041,1620,91000001,3200,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220006,23220005,0,0,0,0
110418,91000041,1680,91000001,3200,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230006,23230005,0,0,0,0
110419,91000041,1680,91000001,3200,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110006,23110005,0,0,0,0
110420,91000041,3480,91000001,6500,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120006,23120005,0,0,0,0
110421,91000041,1740,91000001,3200,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130006,23130005,0,0,0,0
110422,91000041,1800,91000001,3300,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000010,23000009,0,0,0,0
110423,91000041,1800,91000001,3300,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310006,23310005,0,0,0,0
110424,91000041,3600,91000001,6600,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320006,23320005,0,0,0,0
110425,91000041,1800,91000001,3300,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330006,23330005,0,0,0,0
110426,91000041,1860,91000001,3400,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210006,23210005,0,0,0,0
110427,91000041,1860,91000001,3400,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220006,23220005,0,0,0,0
110428,91000041,3840,91000001,6800,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230006,23230005,0,0,0,0
110429,91000041,1920,91000001,3400,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110006,23110005,0,0,0,0
110430,91000041,1980,91000001,3400,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120006,23120005,0,0,0,0
110431,91000041,1980,91000001,3400,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130006,23130005,0,0,0,0
110432,91000041,4080,91000001,7100,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000011,23000010,0,0,0,0
110433,91000041,2040,91000001,3500,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310006,23310005,0,0,0,0
110434,91000041,2100,91000001,3500,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320006,23320005,0,0,0,0
110435,91000041,2100,91000001,3500,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330006,23330005,0,0,0,0
110436,91000041,4320,91000001,7100,91000005,1000,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210006,23210005,0,0,0,0
110501,91000041,2160,91000001,3500,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130006,23130005,0,0,0,0
110502,91000041,2220,91000001,3600,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000011,23000010,0,0,0,0
110503,91000041,2220,91000001,3600,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310007,23310006,0,0,0,0
110504,91000041,4560,91000001,7200,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320007,23320006,0,0,0,0
110505,91000041,2280,91000001,3600,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330007,23330006,0,0,0,0
110506,91000041,2340,91000001,3600,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210007,23210006,0,0,0,0
110507,91000041,2340,91000001,3600,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220007,23220006,0,0,0,0
110508,91000041,4680,91000001,7200,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230007,23230006,0,0,0,0
110509,91000041,2340,91000001,3600,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110007,23110006,0,0,0,0
110510,91000041,2340,91000001,3600,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120007,23120006,0,0,0,0
110511,91000041,2340,91000001,3600,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130007,23130006,0,0,0,0
110512,91000041,4800,91000001,7400,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110513,91000041,2400,91000001,3700,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23310007,23310006,0,0,0,0
110514,91000041,2460,91000001,3700,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23320007,23320006,0,0,0,0
110515,91000041,2460,91000001,3700,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23330007,23330006,0,0,0,0
110516,91000041,5040,91000001,7700,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23210007,23210006,0,0,0,0
110517,91000041,2520,91000001,3800,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23220007,23220006,0,0,0,0
110518,91000041,2580,91000001,3800,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23230007,23230006,0,0,0,0
110519,91000041,2580,91000001,3800,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23110007,23110006,0,0,0,0
110520,91000041,5280,91000001,7700,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23120007,23120006,0,0,0,0
110521,91000041,2640,91000001,3800,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23130007,23130006,0,0,0,0
110522,91000041,2700,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110523,91000041,2700,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110524,91000041,5520,91000001,7900,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110525,91000041,2760,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110526,91000041,2880,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110527,91000041,2880,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110528,91000041,5880,91000001,8000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110529,91000041,2940,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110530,91000041,3000,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110531,91000041,3000,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110532,91000041,6120,91000001,8000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110533,91000041,3060,91000001,4000,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110534,91000041,3120,91000001,4100,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110535,91000041,3120,91000001,4100,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110536,91000041,6480,91000001,8300,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110537,91000041,3240,91000001,4100,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110538,91000041,3300,91000001,4300,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110539,91000041,3300,91000001,4300,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110540,91000041,6720,91000001,8500,91000005,1200,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110601,91000041,3360,91000001,4300,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110602,91000041,3420,91000001,4300,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110603,91000041,3420,91000001,4300,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110604,91000041,7080,91000001,8600,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110605,91000041,3540,91000001,4300,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110606,91000041,3600,91000001,4300,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110607,91000041,3600,91000001,4300,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110608,91000041,7320,91000001,8600,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110609,91000041,3660,91000001,4300,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110610,91000041,3780,91000001,4400,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110611,91000041,3780,91000001,4400,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110612,91000041,7560,91000001,8900,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110613,91000041,3840,91000001,4400,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110614,91000041,3840,91000001,4400,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
110615,91000041,3840,91000001,4400,91000005,1400,0,0,0,0,0,0,0,0,100001,100001,100001,100001,100001,100001,91000005,81400601,23000012,23000011,0,0,0,0
