ID,hero_id,talent_icon,talent_name,talent_id,talent_lv,cost_item1,cost_num1,cost_item2,cost_num2,return_type1,return_value1,return_type2,return_value2,attribute_type1,attribute_addvalue1,attribute_type2,attribute_addvalue2,attribute_type3,attribute_addvalue3,skill_id,skill_lv
21,1002,1001,双巧手,100201,2,42100204,6,42000001,6,42100204,4,42000001,4,7,7500,29,7500,99,1417616,500002,2
22,1002,1001,双巧手,100201,3,42100204,6,42000001,6,42100204,10,42000001,10,7,13300,29,13200,99,2510949,500003,3
23,1002,1001,双巧手,100201,4,42100204,6,42000001,6,42100204,16,42000001,16,7,20500,29,20300,99,3860633,500004,4
24,1002,1001,双巧手,100201,5,0,0,0,0,42100204,22,42000001,22,7,29000,29,28800,99,5466666,500005,5
25,1002,1001,双巧手,100202,0,42100204,1,42000001,1,42100204,0,42000001,0,0,0,0,0,99,0,0,0
26,1002,1001,双巧手,100202,1,42100204,3,42000001,3,42100204,1,42000001,1,8,1300,10,2800,99,580633,600001,1
27,1002,1001,双巧手,100202,2,42100204,6,42000001,6,42100204,4,42000001,4,8,3100,10,6900,99,1417616,600002,2
28,1002,1001,双巧手,100202,3,42100204,6,42000001,6,42100204,10,42000001,10,8,5600,10,12200,99,2510949,600003,3
29,1002,1001,双巧手,100202,4,42100204,6,42000001,6,42100204,16,42000001,16,8,8600,10,18700,99,3860633,600004,4
30,1002,1001,双巧手,100202,5,0,0,0,0,42100204,22,42000001,22,8,12100,10,26500,99,5466666,600005,5
31,1002,1001,双巧手,100203,0,42100204,1,42000001,1,42100204,0,42000001,0,0,0,0,0,99,0,0,0
32,1002,1001,双巧手,100203,1,42100204,3,42000001,3,42100204,1,42000001,1,30,2200,6,58100,99,580633,700001,1
33,1002,1001,双巧手,100203,2,42100204,6,42000001,6,42100204,4,42000001,4,30,5300,6,141800,99,1417616,700002,2
34,1002,1001,双巧手,100203,3,42100204,6,42000001,6,42100204,10,42000001,10,30,9400,6,251100,99,2510949,700003,3
35,1002,1001,双巧手,100203,4,42100204,6,42000001,6,42100204,16,42000001,16,30,14400,6,386100,99,3860633,700004,4
36,1002,1001,双巧手,100203,5,0,0,0,0,42100204,22,42000001,22,30,20400,6,546700,99,5466666,700005,5
37,1003,1001,双巧手,100301,0,42100304,1,42000001,1,42100304,0,42000001,0,0,0,0,0,99,0,0,0
38,1003,1001,双巧手,100301,1,42100304,3,42000001,3,42100304,1,42000001,1,7,5400,29,5500,99,1045139,500001,1
39,1003,1001,双巧手,100301,2,42100304,6,42000001,6,42100304,4,42000001,4,7,13200,29,13400,99,2551709,500002,2
40,1003,1001,双巧手,100301,3,42100304,6,42000001,6,42100304,10,42000001,10,7,23300,29,23700,99,4519709,500003,3
41,1003,1001,双巧手,100301,4,42100304,6,42000001,6,42100304,16,42000001,16,7,35900,29,36400,99,6949139,500004,4
42,1003,1001,双巧手,100301,5,0,0,0,0,42100304,22,42000001,22,7,50800,29,51500,99,9840000,500005,5
43,1003,1001,双巧手,100302,0,42100304,1,42000001,1,42100304,0,42000001,0,0,0,0,0,99,0,0,0
44,1003,1001,双巧手,100302,1,42100304,3,42000001,3,42100304,1,42000001,1,8,2300,10,4500,99,1045139,600001,1
45,1003,1001,双巧手,100302,2,42100304,6,42000001,6,42100304,4,42000001,4,8,5600,10,11100,99,2551709,600002,2
46,1003,1001,双巧手,100302,3,42100304,6,42000001,6,42100304,10,42000001,10,8,10000,10,19700,99,4519709,600003,3
47,1003,1001,双巧手,100302,4,42100304,6,42000001,6,42100304,16,42000001,16,8,15400,10,30200,99,6949139,600004,4
48,1003,1001,双巧手,100302,5,0,0,0,0,42100304,22,42000001,22,8,21700,10,42800,99,9840000,600005,5
49,1003,1001,双巧手,100303,0,42100304,1,42000001,1,42100304,0,42000001,0,0,0,0,0,99,0,0,0
50,1003,1001,双巧手,100303,1,42100304,3,42000001,3,42100304,1,42000001,1,30,4500,6,108300,99,1045139,700001,1
51,1003,1001,双巧手,100303,2,42100304,6,42000001,6,42100304,4,42000001,4,30,11000,6,264500,99,2551709,700002,2
52,1003,1001,双巧手,100303,3,42100304,6,42000001,6,42100304,10,42000001,10,30,19400,6,468500,99,4519709,700003,3
53,1003,1001,双巧手,100303,4,42100304,6,42000001,6,42100304,16,42000001,16,30,29900,6,720300,99,6949139,700004,4
54,1003,1001,双巧手,100303,5,0,0,0,0,42100304,22,42000001,22,30,42300,6,1020000,99,9840000,700005,5
55,1004,1001,双巧手,100401,0,42100404,1,42000001,1,42100404,0,42000001,0,0,0,0,0,99,0,0,0
56,1004,1001,双巧手,100401,1,42100404,3,42000001,3,42100404,1,42000001,1,7,10000,29,11700,99,1045139,500001,1
57,1004,1001,双巧手,100401,2,42100404,6,42000001,6,42100404,4,42000001,4,7,24400,29,28600,99,2551709,500002,2
58,1004,1001,双巧手,100401,3,42100404,6,42000001,6,42100404,10,42000001,10,7,43200,29,50600,99,4519709,500003,3
59,1004,1001,双巧手,100401,4,42100404,6,42000001,6,42100404,16,42000001,16,7,66400,29,77800,99,6949139,500004,4
60,1004,1001,双巧手,100401,5,0,0,0,0,42100404,22,42000001,22,7,94100,29,110100,99,9840000,500005,5
61,1004,1001,双巧手,100402,0,42100404,1,42000001,1,42100404,0,42000001,0,0,0,0,0,99,0,0,0
62,1004,1001,双巧手,100402,1,42100404,3,42000001,3,42100404,1,42000001,1,8,1400,10,2700,99,1045139,600001,1
63,1004,1001,双巧手,100402,2,42100404,6,42000001,6,42100404,4,42000001,4,8,3400,10,6700,99,2551709,600002,2
64,1004,1001,双巧手,100402,3,42100404,6,42000001,6,42100404,10,42000001,10,8,5900,10,11800,99,4519709,600003,3
65,1004,1001,双巧手,100402,4,42100404,6,42000001,6,42100404,16,42000001,16,8,9100,10,18200,99,6949139,600004,4
66,1004,1001,双巧手,100402,5,0,0,0,0,42100404,22,42000001,22,8,13000,10,25800,99,9840000,600005,5
67,1004,1001,双巧手,100403,0,42100404,1,42000001,1,42100404,0,42000001,0,0,0,0,0,99,0,0,0
68,1004,1001,双巧手,100403,1,42100404,3,42000001,3,42100404,1,42000001,1,30,1700,6,73000,99,1045139,700001,1
69,1004,1001,双巧手,100403,2,42100404,6,42000001,6,42100404,4,42000001,4,30,4200,6,178300,99,2551709,700002,2
70,1004,1001,双巧手,100403,3,42100404,6,42000001,6,42100404,10,42000001,10,30,7400,6,315700,99,4519709,700003,3
71,1004,1001,双巧手,100403,4,42100404,6,42000001,6,42100404,16,42000001,16,30,11400,6,485500,99,6949139,700004,4
72,1004,1001,双巧手,100403,5,0,0,0,0,42100404,22,42000001,22,30,16200,6,687400,99,9840000,700005,5
73,1005,1001,双巧手,100501,0,42100504,1,42000001,1,42100504,0,42000001,0,0,0,0,0,99,0,0,0
74,1005,1001,双巧手,100501,1,42100504,3,42000001,3,42100504,1,42000001,1,7,6300,6,20700,99,580633,500001,1
75,1005,1001,双巧手,100501,2,42100504,6,42000001,6,42100504,4,42000001,4,7,15500,6,50500,99,1417616,500002,2
76,1005,1001,双巧手,100501,3,42100504,6,42000001,6,42100504,10,42000001,10,7,27400,6,89400,99,2510949,500003,3
77,1005,1001,双巧手,100501,4,42100504,6,42000001,6,42100504,16,42000001,16,7,42200,6,137500,99,3860633,500004,4
78,1005,1001,双巧手,100501,5,0,0,0,0,42100504,22,42000001,22,7,59700,6,194700,99,5466666,500005,5
79,1005,1001,双巧手,100502,0,42100504,1,42000001,1,42100504,0,42000001,0,0,0,0,0,99,0,0,0
80,1005,1001,双巧手,100502,1,42100504,3,42000001,3,42100504,1,42000001,1,8,1100,10,1700,99,580633,600001,1
81,1005,1001,双巧手,100502,2,42100504,6,42000001,6,42100504,4,42000001,4,8,2600,10,4100,99,1417616,600002,2
82,1005,1001,双巧手,100502,3,42100504,6,42000001,6,42100504,10,42000001,10,8,4600,10,7300,99,2510949,600003,3
83,1005,1001,双巧手,100502,4,42100504,6,42000001,6,42100504,16,42000001,16,8,7000,10,11200,99,3860633,600004,4
84,1005,1001,双巧手,100502,5,0,0,0,0,42100504,22,42000001,22,8,10000,10,15900,99,5466666,600005,5
85,1005,1001,双巧手,100503,0,42100504,1,42000001,1,42100504,0,42000001,0,0,0,0,0,99,0,0,0
86,1005,1001,双巧手,100503,1,42100504,3,42000001,3,42100504,1,42000001,1,30,800,6,20700,99,580633,700001,1
87,1005,1001,双巧手,100503,2,42100504,6,42000001,6,42100504,4,42000001,4,30,2100,6,50500,99,1417616,700002,2
88,1005,1001,双巧手,100503,3,42100504,6,42000001,6,42100504,10,42000001,10,30,3700,6,89400,99,2510949,700003,3
89,1005,1001,双巧手,100503,4,42100504,6,42000001,6,42100504,16,42000001,16,30,5600,6,137500,99,3860633,700004,4
90,1005,1001,双巧手,100503,5,0,0,0,0,42100504,22,42000001,22,30,8000,6,194700,99,5466666,700005,5
91,1006,1001,双巧手,100601,0,42100604,1,42000001,1,42100604,0,42000001,0,0,0,0,0,99,0,0,0
92,1006,1001,双巧手,100601,1,42100604,3,42000001,3,42100604,1,42000001,1,7,5900,9,16100,99,696759,500001,1
93,1006,1001,双巧手,100601,2,42100604,6,42000001,6,42100604,4,42000001,4,7,14500,9,39200,99,1701139,500002,2
94,1006,1001,双巧手,100601,3,42100604,6,42000001,6,42100604,10,42000001,10,7,25600,9,69500,99,3013139,500003,3
95,1006,1001,双巧手,100601,4,42100604,6,42000001,6,42100604,16,42000001,16,7,39400,9,106800,99,4632759,500004,4
96,1006,1001,双巧手,100601,5,0,0,0,0,42100604,22,42000001,22,7,55800,9,151300,99,6560000,500005,5
97,1006,1001,双巧手,100602,0,42100604,1,42000001,1,42100604,0,42000001,0,0,0,0,0,99,0,0,0
98,1006,1001,双巧手,100602,1,42100604,3,42000001,3,42100604,1,42000001,1,8,900,10,2200,99,696759,600001,1
99,1006,1001,双巧手,100602,2,42100604,6,42000001,6,42100604,4,42000001,4,8,2100,10,5300,99,1701139,600002,2
100,1006,1001,双巧手,100602,3,42100604,6,42000001,6,42100604,10,42000001,10,8,3700,10,9300,99,3013139,600003,3
101,1006,1001,双巧手,100602,4,42100604,6,42000001,6,42100604,16,42000001,16,8,5700,10,14300,99,4632759,600004,4
102,1006,1001,双巧手,100602,5,0,0,0,0,42100604,22,42000001,22,8,8000,10,20300,99,6560000,600005,5
103,1006,1001,双巧手,100603,0,42100604,1,42000001,1,42100604,0,42000001,0,0,0,0,0,99,0,0,0
104,1006,1001,双巧手,100603,1,42100604,3,42000001,3,42100604,1,42000001,1,30,900,6,45000,99,696759,700001,1
105,1006,1001,双巧手,100603,2,42100604,6,42000001,6,42100604,4,42000001,4,30,2200,6,109800,99,1701139,700002,2
106,1006,1001,双巧手,100603,3,42100604,6,42000001,6,42100604,10,42000001,10,30,3800,6,194400,99,3013139,700003,3
107,1006,1001,双巧手,100603,4,42100604,6,42000001,6,42100604,16,42000001,16,30,5900,6,299000,99,4632759,700004,4
108,1006,1001,双巧手,100603,5,0,0,0,0,42100604,22,42000001,22,30,8300,6,423300,99,6560000,700005,5
109,1007,1001,双巧手,100701,0,42100704,1,42000001,1,42100704,0,42000001,0,0,0,0,0,99,0,0,0
110,1007,1001,双巧手,100701,1,42100704,3,42000001,3,42100704,1,42000001,1,7,4200,9,10800,99,483860,500001,1
111,1007,1001,双巧手,100701,2,42100704,6,42000001,6,42100704,4,42000001,4,7,10200,9,26400,99,1181346,500002,2
112,1007,1001,双巧手,100701,3,42100704,6,42000001,6,42100704,10,42000001,10,7,18000,9,46700,99,2092457,500003,3
113,1007,1001,双巧手,100701,4,42100704,6,42000001,6,42100704,16,42000001,16,7,27700,9,71800,99,3217194,500004,4
114,1007,1001,双巧手,100701,5,0,0,0,0,42100704,22,42000001,22,7,39200,9,101700,99,4555555,500005,5
115,1007,1001,双巧手,100702,0,42100704,1,42000001,1,42100704,0,42000001,0,0,0,0,0,99,0,0,0
116,1007,1001,双巧手,100702,1,42100704,3,42000001,3,42100704,1,42000001,1,8,600,10,1600,99,483860,600001,1
117,1007,1001,双巧手,100702,2,42100704,6,42000001,6,42100704,4,42000001,4,8,1500,10,3900,99,1181346,600002,2
118,1007,1001,双巧手,100702,3,42100704,6,42000001,6,42100704,10,42000001,10,8,2700,10,7000,99,2092457,600003,3
119,1007,1001,双巧手,100702,4,42100704,6,42000001,6,42100704,16,42000001,16,8,4200,10,10700,99,3217194,600004,4
120,1007,1001,双巧手,100702,5,0,0,0,0,42100704,22,42000001,22,8,5900,10,15200,99,4555555,600005,5
121,1007,1001,双巧手,100703,0,42100704,1,42000001,1,42100704,0,42000001,0,0,0,0,0,99,0,0,0
122,1007,1001,双巧手,100703,1,42100704,3,42000001,3,42100704,1,42000001,1,30,600,6,31600,99,483860,700001,1
123,1007,1001,双巧手,100703,2,42100704,6,42000001,6,42100704,4,42000001,4,30,1500,6,77000,99,1181346,700002,2
124,1007,1001,双巧手,100703,3,42100704,6,42000001,6,42100704,10,42000001,10,30,2700,6,136500,99,2092457,700003,3
125,1007,1001,双巧手,100703,4,42100704,6,42000001,6,42100704,16,42000001,16,30,4200,6,209800,99,3217194,700004,4
126,1007,1001,双巧手,100703,5,0,0,0,0,42100704,22,42000001,22,30,5900,6,297100,99,4555555,700005,5
127,1008,1001,双巧手,100801,0,42100804,1,42000001,1,42100804,0,42000001,0,0,0,0,0,99,0,0,0
128,1008,1001,双巧手,100801,1,42100804,3,42000001,3,42100804,1,42000001,1,7,6500,29,7600,99,696759,500001,1
129,1008,1001,双巧手,100801,2,42100804,6,42000001,6,42100804,4,42000001,4,7,15900,29,18500,99,1701139,500002,2
130,1008,1001,双巧手,100801,3,42100804,6,42000001,6,42100804,10,42000001,10,7,28200,29,32700,99,3013139,500003,3
131,1008,1001,双巧手,100801,4,42100804,6,42000001,6,42100804,16,42000001,16,7,43300,29,50300,99,4632759,500004,4
132,1008,1001,双巧手,100801,5,0,0,0,0,42100804,22,42000001,22,7,61300,29,71200,99,6560000,500005,5
133,1008,1001,双巧手,100802,0,42100804,1,42000001,1,42100804,0,42000001,0,0,0,0,0,99,0,0,0
134,1008,1001,双巧手,100802,1,42100804,3,42000001,3,42100804,1,42000001,1,8,1000,10,2100,99,696759,600001,1
135,1008,1001,双巧手,100802,2,42100804,6,42000001,6,42100804,4,42000001,4,8,2500,10,5100,99,1701139,600002,2
136,1008,1001,双巧手,100802,3,42100804,6,42000001,6,42100804,10,42000001,10,8,4400,10,9000,99,3013139,600003,3
137,1008,1001,双巧手,100802,4,42100804,6,42000001,6,42100804,16,42000001,16,8,6700,10,13800,99,4632759,600004,4
138,1008,1001,双巧手,100802,5,0,0,0,0,42100804,22,42000001,22,8,9500,10,19500,99,6560000,600005,5
139,1008,1001,双巧手,100803,0,42100804,1,42000001,1,42100804,0,42000001,0,0,0,0,0,99,0,0,0
140,1008,1001,双巧手,100803,1,42100804,3,42000001,3,42100804,1,42000001,1,30,1300,6,49000,99,696759,700001,1
141,1008,1001,双巧手,100803,2,42100804,6,42000001,6,42100804,4,42000001,4,30,3100,6,119500,99,1701139,700002,2
142,1008,1001,双巧手,100803,3,42100804,6,42000001,6,42100804,10,42000001,10,30,5600,6,211700,99,3013139,700003,3
143,1008,1001,双巧手,100803,4,42100804,6,42000001,6,42100804,16,42000001,16,30,8500,6,325500,99,4632759,700004,4
144,1008,1001,双巧手,100803,5,0,0,0,0,42100804,22,42000001,22,30,12100,6,460900,99,6560000,700005,5
145,1009,1001,双巧手,100901,0,42100904,1,42000001,1,42100904,0,42000001,0,0,0,0,0,99,0,0,0
146,1009,1001,双巧手,100901,1,42100904,3,42000001,3,42100904,1,42000001,1,7,10000,29,11900,99,1045139,500001,1
147,1009,1001,双巧手,100901,2,42100904,6,42000001,6,42100904,4,42000001,4,7,24500,29,29000,99,2551709,500002,2
148,1009,1001,双巧手,100901,3,42100904,6,42000001,6,42100904,10,42000001,10,7,43400,29,51300,99,4519709,500003,3
149,1009,1001,双巧手,100901,4,42100904,6,42000001,6,42100904,16,42000001,16,7,66800,29,78900,99,6949139,500004,4
150,1009,1001,双巧手,100901,5,0,0,0,0,42100904,22,42000001,22,7,94500,29,111700,99,9840000,500005,5
151,1009,1001,双巧手,100902,0,42100904,1,42000001,1,42100904,0,42000001,0,0,0,0,0,99,0,0,0
152,1009,1001,双巧手,100902,1,42100904,3,42000001,3,42100904,1,42000001,1,8,1300,10,2600,99,1045139,600001,1
153,1009,1001,双巧手,100902,2,42100904,6,42000001,6,42100904,4,42000001,4,8,3100,10,6400,99,2551709,600002,2
154,1009,1001,双巧手,100902,3,42100904,6,42000001,6,42100904,10,42000001,10,8,5500,10,11400,99,4519709,600003,3
155,1009,1001,双巧手,100902,4,42100904,6,42000001,6,42100904,16,42000001,16,8,8500,10,17500,99,6949139,600004,4
156,1009,1001,双巧手,100902,5,0,0,0,0,42100904,22,42000001,22,8,12100,10,24800,99,9840000,600005,5
157,1009,1001,双巧手,100903,0,42100904,1,42000001,1,42100904,0,42000001,0,0,0,0,0,99,0,0,0
158,1009,1001,双巧手,100903,1,42100904,3,42000001,3,42100904,1,42000001,1,30,1700,6,71400,99,1045139,700001,1
159,1009,1001,双巧手,100903,2,42100904,6,42000001,6,42100904,4,42000001,4,30,4000,6,174400,99,2551709,700002,2
160,1009,1001,双巧手,100903,3,42100904,6,42000001,6,42100904,10,42000001,10,30,7200,6,308800,99,4519709,700003,3
161,1009,1001,双巧手,100903,4,42100904,6,42000001,6,42100904,16,42000001,16,30,11000,6,474800,99,6949139,700004,4
162,1009,1001,双巧手,100903,5,0,0,0,0,42100904,22,42000001,22,30,15600,6,672400,99,9840000,700005,5
163,1010,1001,双巧手,101001,0,42101004,1,42000001,1,42101004,0,42000001,0,0,0,0,0,99,0,0,0
164,1010,1001,双巧手,101001,1,42101004,3,42000001,3,42101004,1,42000001,1,7,2500,6,27500,99,483860,500001,1
165,1010,1001,双巧手,101001,2,42101004,6,42000001,6,42101004,4,42000001,4,7,6100,6,67100,99,1181346,500002,2
166,1010,1001,双巧手,101001,3,42101004,6,42000001,6,42101004,10,42000001,10,7,10900,6,118900,99,2092457,500003,3
167,1010,1001,双巧手,101001,4,42101004,6,42000001,6,42101004,16,42000001,16,7,16700,6,182700,99,3217194,500004,4
168,1010,1001,双巧手,101001,5,0,0,0,0,42101004,22,42000001,22,7,23700,6,258800,99,4555555,500005,5
169,1010,1001,双巧手,101002,0,42101004,1,42000001,1,42101004,0,42000001,0,0,0,0,0,99,0,0,0
170,1010,1001,双巧手,101002,1,42101004,3,42000001,3,42101004,1,42000001,1,8,1700,10,2100,99,483860,600001,1
171,1010,1001,双巧手,101002,2,42101004,6,42000001,6,42101004,4,42000001,4,8,4300,10,5100,99,1181346,600002,2
172,1010,1001,双巧手,101002,3,42101004,6,42000001,6,42101004,10,42000001,10,8,7600,10,9000,99,2092457,600003,3
173,1010,1001,双巧手,101002,4,42101004,6,42000001,6,42101004,16,42000001,16,8,11600,10,13900,99,3217194,600004,4
174,1010,1001,双巧手,101002,5,0,0,0,0,42101004,22,42000001,22,8,16500,10,19700,99,4555555,600005,5
175,1010,1001,双巧手,101003,0,42101004,1,42000001,1,42101004,0,42000001,0,0,0,0,0,99,0,0,0
176,1010,1001,双巧手,101003,1,42101004,3,42000001,3,42101004,1,42000001,1,30,1200,6,27500,99,483860,700001,1
177,1010,1001,双巧手,101003,2,42101004,6,42000001,6,42101004,4,42000001,4,30,2900,6,67100,99,1181346,700002,2
178,1010,1001,双巧手,101003,3,42101004,6,42000001,6,42101004,10,42000001,10,30,5200,6,118900,99,2092457,700003,3
179,1010,1001,双巧手,101003,4,42101004,6,42000001,6,42101004,16,42000001,16,30,7900,6,182700,99,3217194,700004,4
180,1010,1001,双巧手,101003,5,0,0,0,0,42101004,22,42000001,22,30,11200,6,258800,99,4555555,700005,5
181,1011,1001,双巧手,101101,0,42101104,1,42000001,1,42101104,0,42000001,0,0,0,0,0,99,0,0,0
182,1011,1001,双巧手,101101,1,42101104,3,42000001,3,42101104,1,42000001,1,7,4500,9,12400,99,580633,500001,1
183,1011,1001,双巧手,101101,2,42101104,6,42000001,6,42101104,4,42000001,4,7,11000,9,30200,99,1417616,500002,2
184,1011,1001,双巧手,101101,3,42101104,6,42000001,6,42101104,10,42000001,10,7,19500,9,53500,99,2510949,500003,3
185,1011,1001,双巧手,101101,4,42101104,6,42000001,6,42101104,16,42000001,16,7,30000,9,82300,99,3860633,500004,4
186,1011,1001,双巧手,101101,5,0,0,0,0,42101104,22,42000001,22,7,42500,9,116500,99,5466666,500005,5
187,1011,1001,双巧手,101102,0,42101104,1,42000001,1,42101104,0,42000001,0,0,0,0,0,99,0,0,0
188,1011,1001,双巧手,101102,1,42101104,3,42000001,3,42101104,1,42000001,1,8,800,10,2400,99,580633,600001,1
189,1011,1001,双巧手,101102,2,42101104,6,42000001,6,42101104,4,42000001,4,8,2100,10,5800,99,1417616,600002,2
190,1011,1001,双巧手,101102,3,42101104,6,42000001,6,42101104,10,42000001,10,8,3600,10,10200,99,2510949,600003,3
191,1011,1001,双巧手,101102,4,42101104,6,42000001,6,42101104,16,42000001,16,8,5600,10,15700,99,3860633,600004,4
192,1011,1001,双巧手,101102,5,0,0,0,0,42101104,22,42000001,22,8,7900,10,22200,99,5466666,600005,5
193,1011,1001,双巧手,101103,0,42101104,1,42000001,1,42101104,0,42000001,0,0,0,0,0,99,0,0,0
194,1011,1001,双巧手,101103,1,42101104,3,42000001,3,42101104,1,42000001,1,30,900,6,38600,99,580633,700001,1
195,1011,1001,双巧手,101103,2,42101104,6,42000001,6,42101104,4,42000001,4,30,2100,6,94200,99,1417616,700002,2
196,1011,1001,双巧手,101103,3,42101104,6,42000001,6,42101104,10,42000001,10,30,3700,6,166900,99,2510949,700003,3
197,1011,1001,双巧手,101103,4,42101104,6,42000001,6,42101104,16,42000001,16,30,5700,6,256600,99,3860633,700004,4
198,1011,1001,双巧手,101103,5,0,0,0,0,42101104,22,42000001,22,30,8100,6,363300,99,5466666,700005,5
199,2001,1001,双巧手,200101,0,42200104,1,42000001,1,42200104,0,42000001,0,0,0,0,0,99,0,0,0
200,2001,1001,双巧手,200101,1,42200104,3,42000001,3,42200104,1,42000001,1,7,3800,6,39000,99,696759,500001,1
201,2001,1001,双巧手,200101,2,42200104,6,42000001,6,42200104,4,42000001,4,7,9200,6,95100,99,1701139,500002,2
202,2001,1001,双巧手,200101,3,42200104,6,42000001,6,42200104,10,42000001,10,7,16300,6,168500,99,3013139,500003,3
203,2001,1001,双巧手,200101,4,42200104,6,42000001,6,42200104,16,42000001,16,7,25100,6,259100,99,4632759,500004,4
204,2001,1001,双巧手,200101,5,0,0,0,0,42200104,22,42000001,22,7,35500,6,366800,99,6560000,500005,5
205,2001,1001,双巧手,200102,0,42200104,1,42000001,1,42200104,0,42000001,0,0,0,0,0,99,0,0,0
206,2001,1001,双巧手,200102,1,42200104,3,42000001,3,42200104,1,42000001,1,8,2600,10,3100,99,696759,600001,1
207,2001,1001,双巧手,200102,2,42200104,6,42000001,6,42200104,4,42000001,4,8,6300,10,7500,99,1701139,600002,2
208,2001,1001,双巧手,200102,3,42200104,6,42000001,6,42200104,10,42000001,10,8,11200,10,13200,99,3013139,600003,3
209,2001,1001,双巧手,200102,4,42200104,6,42000001,6,42200104,16,42000001,16,8,17200,10,20400,99,4632759,600004,4
210,2001,1001,双巧手,200102,5,0,0,0,0,42200104,22,42000001,22,8,24400,10,28800,99,6560000,600005,5
211,2001,1001,双巧手,200103,0,42200104,1,42000001,1,42200104,0,42000001,0,0,0,0,0,99,0,0,0
212,2001,1001,双巧手,200103,1,42200104,3,42000001,3,42200104,1,42000001,1,30,1600,6,39000,99,696759,700001,1
213,2001,1001,双巧手,200103,2,42200104,6,42000001,6,42200104,4,42000001,4,30,3800,6,95100,99,1701139,700002,2
214,2001,1001,双巧手,200103,3,42200104,6,42000001,6,42200104,10,42000001,10,30,6700,6,168500,99,3013139,700003,3
215,2001,1001,双巧手,200103,4,42200104,6,42000001,6,42200104,16,42000001,16,30,10400,6,259100,99,4632759,700004,4
216,2001,1001,双巧手,200103,5,0,0,0,0,42200104,22,42000001,22,30,14700,6,366800,99,6560000,700005,5
217,2002,1001,双巧手,200201,0,42200204,1,42000001,1,42200204,0,42000001,0,0,0,0,0,99,0,0,0
218,2002,1001,双巧手,200201,1,42200204,3,42000001,3,42200204,1,42000001,1,7,5700,29,5700,99,1045139,500001,1
219,2002,1001,双巧手,200201,2,42200204,6,42000001,6,42200204,4,42000001,4,7,13800,29,13900,99,2551709,500002,2
220,2002,1001,双巧手,200201,3,42200204,6,42000001,6,42200204,10,42000001,10,7,24500,29,24600,99,4519709,500003,3
221,2002,1001,双巧手,200201,4,42200204,6,42000001,6,42200204,16,42000001,16,7,37700,29,37900,99,6949139,500004,4
222,2002,1001,双巧手,200201,5,0,0,0,0,42200204,22,42000001,22,7,53400,29,53600,99,9840000,500005,5
223,2002,1001,双巧手,200202,0,42200204,1,42000001,1,42200204,0,42000001,0,0,0,0,0,99,0,0,0
