ID,levelID,mapfile,mapeffect,index1,index2,index3,index4,index5
43,110303,Item01,yudi,1030301,1030302,1030303,1030304,1030303
44,110304,Item01,yudi,1030401,1030402,1030403,1030404,1030403
45,110305,Item01,yudi,1030501,1030501,1030502,1030503,1030502
46,110306,Item01,yudi,1030601,1030601,1030602,1030603,1030603
47,110307,Item01,yudi,1030701,1030701,1030702,1030702,1030703
48,110308,Item01,yudi,1030801,1030802,1030803,1030804,1030803
49,110309,Item01,yudi,1030901,1030902,1030903,1030904,1030903
50,110310,Item01,yudi,1031001,1031002,1031003,1031004,1031004
51,110311,Item01,yudi,1031101,1031102,1031103,1031103,1031104
52,110312,Item01,yudi,1031201,1031202,1031203,1031204,1031203
53,110313,Item01,yudi,1031301,1031302,1031303,1031303,1031304
54,110314,Item01,yudi,1031401,1031402,1031403,1031403,1031403
55,110315,Item01,yudi,1031501,1031502,1031503,1031503,1031503
56,110316,Item01,yudi,1031601,1031602,1031603,1031604,1031604
57,110317,Item01,yudi,1031701,1031701,1031702,1031703,1031702
58,110318,Item01,yudi,1031801,1031802,1031803,1031803,1031803
59,110319,Item01,yudi,1031901,1031901,1031902,1031903,1031902
60,110320,Item01,yudi,1032001,1032002,1032003,1032004,1032005
61,110321,Item01,yudi,1032101,1032102,1032103,1032103,1032103
62,110322,Item01,yudi,1032201,1032202,1032203,1032203,1032203
63,110323,Item01,yudi,1032301,1032302,1032303,1032304,1032304
64,110324,Item01,yudi,1032401,1032402,1032403,1032404,1032405
65,110325,Item01,yudi,1032501,1032502,1032503,1032504,1032503
66,110326,Item01,yudi,1032601,1032601,1032602,1032602,1032603
67,110327,Item01,yudi,1032701,1032702,1032703,1032704,1032704
68,110328,Item01,yudi,1032801,1032802,1032803,1032804,1032805
69,110329,Item01,yudi,1032901,1032901,1032902,1032903,1032903
70,110330,Item01,yudi,1033001,1033001,1033002,1033003,1033003
71,110331,Item01,yudi,1033101,1033101,1033102,1033103,1033102
72,110332,Item01,yudi,1033201,1033202,1033203,1033204,1033203
73,110333,Item01,yudi,1033301,1033302,1033303,1033304,1033303
74,110334,Item01,yudi,1033401,1033401,1033402,1033403,1033404
75,110335,Item01,yudi,1033501,1033502,1033503,1033504,1033505
76,110336,Item01,yudi,1033601,1033602,1033603,1033604,1033605
77,110401,Volcano01,0,1040101,1040101,1040102,1040103,1040103
78,110402,Volcano01,0,1040201,1040201,1040202,1040203,1040202
79,110403,Volcano01,0,1040301,1040302,1040303,1040303,1040303
80,110404,Volcano01,0,1040401,1040401,1040402,1040403,1040404
81,110405,Volcano01,0,1040501,1040502,1040503,1040504,1040505
82,110406,Volcano01,0,1040601,1040602,1040603,1040604,1040605
83,110407,Volcano01,0,1040701,1040702,1040703,1040703,1040704
84,110408,Volcano01,0,1040801,1040802,1040803,1040804,1040805
85,110409,Volcano01,0,1040901,1040901,1040902,1040902,1040903
86,110410,Volcano01,0,1041001,1041001,1041002,1041003,1041004
87,110411,Volcano01,0,1041101,1041101,1041102,1041103,1041103
88,110412,Volcano01,0,1041201,1041201,1041202,1041203,1041204
89,110413,Volcano01,0,1041301,1041302,1041303,1041303,1041304
90,110414,Volcano01,0,1041401,1041402,1041403,1041404,1041405
91,110415,Volcano01,0,1041501,1041502,1041503,1041503,1041504
92,110416,Volcano01,0,1041601,1041602,1041603,1041604,1041604
93,110417,Volcano01,0,1041701,1041702,1041703,1041703,1041704
94,110418,Volcano01,0,1041801,1041802,1041803,1041804,1041805
95,110419,Volcano01,0,1041901,1041902,1041903,1041904,1041904
96,110420,Volcano01,0,1042001,1042002,1042003,1042004,1042005
97,110421,Volcano01,0,1042101,1042102,1042103,1042101,1042104
98,110422,Volcano01,0,1042201,1042202,1042203,1042203,1042203
99,110423,Volcano01,0,1042301,1042302,1042303,1042304,1042304
100,110424,Volcano01,0,1042401,1042402,1042403,1042404,1042405
101,110425,Volcano01,0,1042501,1042502,1042503,1042504,1042505
102,110426,Volcano01,0,1042601,1042602,1042603,1042604,1042605
103,110427,Volcano01,0,1042701,1042702,1042703,1042704,1042705
104,110428,Volcano01,0,1042801,1042802,1042803,1042804,1042805
105,110429,Volcano01,0,1042901,1042902,1042903,1042903,1042903
106,110430,Volcano01,0,1043001,1043002,1043003,1043004,1043003
107,110431,Volcano01,0,1043101,1043102,1043103,1043103,1043103
108,110432,Volcano01,0,1043201,1043202,1043203,1043204,1043205
109,110433,Volcano01,0,1043301,1043301,1043302,1043303,1043302
110,110434,Volcano01,0,1043401,1043401,1043402,1043403,1043402
111,110435,Volcano01,0,1043501,1043502,1043503,1043504,1043505
112,110436,Volcano01,0,1043601,1043602,1043603,1043604,1043605
113,110501,Snowfield01,xue,1050101,1050101,1050102,1050103,1050102
114,110502,Snowfield01,xue,1050201,1050202,1050203,1050204,1050203
115,110503,Snowfield01,xue,1050301,1050302,1050303,1050303,1050304
116,110504,Snowfield01,xue,1050401,1050402,1050403,1050404,1050405
117,110505,Snowfield01,xue,1050501,1050502,1050503,1050503,1050503
118,110506,Snowfield01,xue,1050601,1050602,1050603,1050604,1050603
119,110507,Snowfield01,xue,1050701,1050702,1050703,1050704,1050704
120,110508,Snowfield01,xue,1050801,1050802,1050803,1050804,1050803
121,110509,Snowfield01,xue,1050901,1050902,1050903,1050903,1050903
122,110510,Snowfield01,xue,1051001,1051002,1051003,1051004,1051003
123,110511,Snowfield01,xue,1051101,1051102,1051103,1051103,1051103
124,110512,Snowfield01,xue,1051201,1051202,1051203,1051204,1051204
125,110513,Snowfield01,xue,1051301,1051301,1051302,1051303,1051302
126,110514,Snowfield01,xue,1051401,1051402,1051403,1051403,1051403
127,110515,Snowfield01,xue,1051501,1051501,1051502,1051503,1051502
128,110516,Snowfield01,xue,1051601,1051602,1051603,1051604,1051605
129,110517,Snowfield01,xue,1051701,1051702,1051703,1051703,1051703
130,110518,Snowfield01,xue,1051801,1051802,1051803,1051804,1051803
131,110519,Snowfield01,xue,1051901,1051902,1051903,1051904,1051904
132,110520,Snowfield01,xue,1052001,1052002,1052003,1052004,1052005
133,110521,Snowfield01,xue,1052101,1052101,1052102,1052103,1052104
134,110522,Snowfield01,xue,1052201,1052201,1052202,1052203,1052204
135,110523,Snowfield01,xue,1052301,1052301,1052302,1052303,1052303
136,110524,Snowfield01,xue,1052401,1052402,1052403,1052404,1052405
137,110525,Snowfield01,xue,1052501,1052501,1052502,1052503,1052504
138,110526,Snowfield01,xue,1052601,1052601,1052602,1052603,1052604
139,110527,Snowfield01,xue,1052701,1052701,1052702,1052703,1052704
140,110528,Snowfield01,xue,1052801,1052802,1052803,1052804,1052803
141,110529,Snowfield01,xue,1052901,1052901,1052902,1052903,1052904
142,110530,Snowfield01,xue,1053001,1053001,1053002,1053003,1053004
143,110531,Snowfield01,xue,1053101,1053101,1053102,1053103,1053104
144,110532,Snowfield01,xue,1053201,1053202,1053203,1053204,1053205
145,110533,Snowfield01,xue,1053301,1053301,1053302,1053303,1053304
146,110534,Snowfield01,xue,1053401,1053401,1053402,1053403,1053402
147,110535,Snowfield01,xue,1053501,1053501,1053502,1053503,1053502
148,110536,Snowfield01,xue,1053601,1053602,1053603,1053604,1053603
149,110537,Snowfield01,xue,1053701,1053701,1053702,1053703,1053702
150,110538,Snowfield01,xue,1053801,1053801,1053802,1053803,1053802
151,110539,Snowfield01,xue,1053901,1053902,1053903,1053904,1053905
152,110540,Snowfield01,xue,1054001,1054002,1054003,1054004,1054005
153,110601,Volcano01,0,1060101,1060102,1060103,1060103,1060103
154,110602,Volcano01,0,1060201,1060202,1060203,1060204,1060203
155,110603,Volcano01,0,1060301,1060302,1060303,1060304,1060303
156,110604,Volcano01,0,1060401,1060402,1060403,1060404,1060403
157,110605,Volcano01,0,1060501,1060502,1060503,1060504,1060503
158,110606,Volcano01,0,1060601,1060602,1060603,1060604,1060603
159,110607,Volcano01,0,1060701,1060702,1060703,1060704,1060704
160,110608,Volcano01,0,1060801,1060802,1060803,1060804,1060804
161,110609,Volcano01,0,1060901,1060902,1060903,1060904,1060903
162,110610,Volcano01,0,1061001,1061002,1061003,1061003,1061004
163,110611,Volcano01,0,1061101,1061102,1061103,1061103,1061103
164,110612,Volcano01,0,1061201,1061202,1061203,1061204,1061204
165,110613,Volcano01,0,1061301,1061302,1061303,1061303,1061304
166,110614,Volcano01,0,1061401,1061402,1061403,1061404,1061403
167,110615,Volcano01,0,1061501,1061502,1061503,1061503,1061504
168,110616,Volcano01,0,1061601,1061602,1061603,1061604,1061605
169,110617,Volcano01,0,1061701,1061702,1061703,1061704,1061703
170,110618,Volcano01,0,1061801,1061802,1061803,1061804,1061803
171,110619,Volcano01,0,1061901,1061901,1061902,1061903,1061903
172,110620,Volcano01,0,1062001,1062002,1062003,1062003,1062004
173,110621,Volcano01,0,1062101,1062101,1062102,1062103,1062102
174,110622,Volcano01,0,1062201,1062202,1062203,1062204,1062204
175,110623,Volcano01,0,1062301,1062301,1062302,1062302,1062303
176,110624,Volcano01,0,1062401,1062402,1062403,1062404,1062405
177,110625,Volcano01,0,1062501,1062502,1062503,1062504,1062504
178,110626,Volcano01,0,1062601,1062601,1062602,1062602,1062603
179,110627,Volcano01,0,1062701,1062702,1062703,1062704,1062704
180,110628,Volcano01,0,1062801,1062802,1062803,1062804,1062805
181,110629,Volcano01,0,1062901,1062901,1062902,1062903,1062902
182,110630,Volcano01,0,1063001,1063002,1063003,1063004,1063004
183,110631,Volcano01,0,1063101,1063101,1063102,1063103,1063102
184,110632,Volcano01,0,1063201,1063202,1063203,1063204,1063205
185,110633,Volcano01,0,1063301,1063302,1063303,1063304,1063304
186,110634,Volcano01,0,1063401,1063402,1063403,1063404,1063403
187,110635,Volcano01,0,1063501,1063502,1063503,1063504,1063505
188,110636,Volcano01,0,1063601,1063602,1063603,1063604,1063605
189,110637,Volcano01,0,1063701,1063702,1063703,1063704,1063703
190,110638,Volcano01,0,1063801,1063802,1063803,1063803,1063804
191,110639,Volcano01,0,1063901,1063902,1063903,1063904,1063905
192,110640,Volcano01,0,1064001,1064001,1064002,1064003,1064004
193,110701,Item01,yudi,1070101,1070102,1070103,1070104,1070105
194,110702,Item01,yudi,1070201,1070202,1070203,1070204,1070205
195,110703,Item01,yudi,1070301,1070302,1070303,1070304,1070305
196,110704,Item01,yudi,1070401,1070402,1070403,1070404,1070405
197,110705,Item01,yudi,1070501,1070502,1070503,1070504,1070505
198,110706,Item01,yudi,1070601,1070602,1070603,1070604,1070605
199,110707,Item01,yudi,1070701,1070702,1070703,1070704,1070705
200,110708,Item01,yudi,1070801,1070802,1070803,1070804,1070805
201,110709,Item01,yudi,1070901,1070902,1070903,1070904,1070905
202,110710,Item01,yudi,1071001,1071002,1071003,1071004,1071005
203,110711,Item01,yudi,1071101,1071102,1071103,1071104,1071105
204,110712,Item01,yudi,1071201,1071202,1071203,1071204,1071205
205,110713,Item01,yudi,1071301,1071302,1071303,1071304,1071305
206,110714,Item01,yudi,1071401,1071402,1071403,1071404,1071405
207,110715,Item01,yudi,1071501,1071502,1071503,1071504,1071505
208,110716,Item01,yudi,1071601,1071602,1071603,1071604,1071605
209,110717,Item01,yudi,1071701,1071702,1071703,1071704,1071705
210,110718,Item01,yudi,1071801,1071802,1071803,1071804,1071805
211,110719,Item01,yudi,1071901,1071902,1071903,1071904,1071905
212,110720,Item01,yudi,1072001,1072002,1072003,1072004,1072005
213,110721,Item01,yudi,1072101,1072102,1072103,1072104,1072105
214,110722,Item01,yudi,1072201,1072202,1072203,1072204,1072205
215,110723,Item01,yudi,1072301,1072302,1072303,1072304,1072305
216,110724,Item01,yudi,1072401,1072402,1072403,1072404,1072405
217,110725,Item01,yudi,1072501,1072502,1072503,1072504,1072505
218,110726,Item01,yudi,1072601,1072602,1072603,1072604,1072605
219,110727,Item01,yudi,1072701,1072702,1072703,1072704,1072705
220,110728,Item01,yudi,1072801,1072802,1072803,1072804,1072805
221,110729,Item01,yudi,1072901,1072902,1072903,1072904,1072905
222,110730,Item01,yudi,1073001,1073002,1073003,1073004,1073005
223,110731,Item01,yudi,1073101,1073102,1073103,1073104,1073105
224,110732,Item01,yudi,1073201,1073202,1073203,1073204,1073205
225,110733,Item01,yudi,1073301,1073302,1073303,1073304,1073305
226,110734,Item01,yudi,1073401,1073402,1073403,1073404,1073405
227,110735,Item01,yudi,1073501,1073502,1073503,1073504,1073505
228,110736,Item01,yudi,1073601,1073602,1073603,1073604,1073605
229,110737,Item01,yudi,1073701,1073702,1073703,1073704,1073705
230,110738,Item01,yudi,1073801,1073802,1073803,1073804,1073805
231,110739,Item01,yudi,1073901,1073902,1073903,1073904,1073905
232,110740,Item01,yudi,1074001,1074002,1074003,1074004,1074005
233,110801,Snowfield01,xue,1080101,1080102,1080103,1080104,1080105
234,110802,Snowfield01,xue,1080201,1080202,1080203,1080204,1080205
235,110803,Snowfield01,xue,1080301,1080302,1080303,1080304,1080305
236,110804,Snowfield01,xue,1080401,1080402,1080403,1080404,1080405
237,110805,Snowfield01,xue,1080501,1080502,1080503,1080504,1080505
238,110806,Snowfield01,xue,1080601,1080602,1080603,1080604,1080605
239,110807,Snowfield01,xue,1080701,1080702,1080703,1080704,1080705
240,110808,Snowfield01,xue,1080801,1080802,1080803,1080804,1080805
241,110809,Snowfield01,xue,1080901,1080902,1080903,1080904,1080905
242,110810,Snowfield01,xue,1081001,1081002,1081003,1081004,1081005
243,110811,Snowfield01,xue,1081101,1081102,1081103,1081104,1081105
244,110812,Snowfield01,xue,1081201,1081202,1081203,1081204,1081205
245,110813,Snowfield01,xue,1081301,1081302,1081303,1081304,1081305
246,110814,Snowfield01,xue,1081401,1081402,1081403,1081404,1081405
247,110815,Snowfield01,xue,1081501,1081502,1081503,1081504,1081505
248,110816,Snowfield01,xue,1081601,1081602,1081603,1081604,1081605
249,110817,Snowfield01,xue,1081701,1081702,1081703,1081704,1081705
250,110818,Snowfield01,xue,1081801,1081802,1081803,1081804,1081805
251,110819,Snowfield01,xue,1081901,1081902,1081903,1081904,1081905
252,110820,Snowfield01,xue,1082001,1082002,1082003,1082004,1082005
253,110821,Snowfield01,xue,1082101,1082102,1082103,1082104,1082105
254,110822,Snowfield01,xue,1082201,1082202,1082203,1082204,1082205
255,110823,Snowfield01,xue,1082301,1082302,1082303,1082304,1082305
256,110824,Snowfield01,xue,1082401,1082402,1082403,1082404,1082405
257,110825,Snowfield01,xue,1082501,1082502,1082503,1082504,1082505
258,110826,Snowfield01,xue,1082601,1082602,1082603,1082604,1082605
259,110827,Snowfield01,xue,1082701,1082702,1082703,1082704,1082705
260,110828,Snowfield01,xue,1082801,1082802,1082803,1082804,1082805
261,110829,Snowfield01,xue,1082901,1082902,1082903,1082904,1082905
262,110830,Snowfield01,xue,1083001,1083002,1083003,1083004,1083005
263,110831,Snowfield01,xue,1083101,1083102,1083103,1083104,1083105
264,110832,Snowfield01,xue,1083201,1083202,1083203,1083204,1083205
265,110833,Snowfield01,xue,1083301,1083302,1083303,1083304,1083305
266,110834,Snowfield01,xue,1083401,1083402,1083403,1083404,1083405
267,110835,Snowfield01,xue,1083501,1083502,1083503,1083504,1083505
268,110836,Snowfield01,xue,1083601,1083602,1083603,1083604,1083605
269,110837,Snowfield01,xue,1083701,1083702,1083703,1083704,1083705
270,110838,Snowfield01,xue,1083801,1083802,1083803,1083804,1083805
271,110839,Snowfield01,xue,1083901,1083902,1083903,1083904,1083905
272,110840,Snowfield01,xue,1084001,1084002,1084003,1084004,1084005
273,110901,Volcano01,0,1090101,1090102,1090103,1090104,1090105
274,110902,Volcano01,0,1090201,1090202,1090203,1090204,1090205
275,110903,Volcano01,0,1090301,1090302,1090303,1090304,1090305
276,110904,Volcano01,0,1090401,1090402,1090403,1090404,1090405
277,110905,Volcano01,0,1090501,1090502,1090503,1090504,1090505
278,110906,Volcano01,0,1090601,1090602,1090603,1090604,1090605
279,110907,Volcano01,0,1090701,1090702,1090703,1090704,1090705
280,110908,Volcano01,0,1090801,1090802,1090803,1090804,1090805
281,110909,Volcano01,0,1090901,1090902,1090903,1090904,1090905
282,110910,Volcano01,0,1091001,1091002,1091003,1091004,1091005
283,110911,Volcano01,0,1091101,1091102,1091103,1091104,1091105
284,110912,Volcano01,0,1091201,1091202,1091203,1091204,1091205
285,110913,Volcano01,0,1091301,1091302,1091303,1091304,1091305
286,110914,Volcano01,0,1091401,1091402,1091403,1091404,1091405
287,110915,Volcano01,0,1091501,1091502,1091503,1091504,1091505
288,110916,Volcano01,0,1091601,1091602,1091603,1091604,1091605
289,110917,Volcano01,0,1091701,1091702,1091703,1091704,1091705
290,110918,Volcano01,0,1091801,1091802,1091803,1091804,1091805
291,110919,Volcano01,0,1091901,1091902,1091903,1091904,1091905
292,110920,Volcano01,0,1092001,1092002,1092003,1092004,1092005
293,110921,Volcano01,0,1092101,1092102,1092103,1092104,1092105
294,110922,Volcano01,0,1092201,1092202,1092203,1092204,1092205
295,110923,Volcano01,0,1092301,1092302,1092303,1092304,1092305
296,110924,Volcano01,0,1092401,1092402,1092403,1092404,1092405
297,110925,Volcano01,0,1092501,1092502,1092503,1092504,1092505
298,110926,Volcano01,0,1092601,1092602,1092603,1092604,1092605
299,110927,Volcano01,0,1092701,1092702,1092703,1092704,1092705
300,110928,Volcano01,0,1092801,1092802,1092803,1092804,1092805
301,110929,Volcano01,0,1092901,1092902,1092903,1092904,1092905
302,110930,Volcano01,0,1093001,1093002,1093003,1093004,1093005
303,110931,Volcano01,0,1093101,1093102,1093103,1093104,1093105
304,110932,Volcano01,0,1093201,1093202,1093203,1093204,1093205
305,110933,Volcano01,0,1093301,1093302,1093303,1093304,1093305
306,110934,Volcano01,0,1093401,1093402,1093403,1093404,1093405
307,110935,Volcano01,0,1093501,1093502,1093503,1093504,1093505
308,110936,Volcano01,0,1093601,1093602,1093603,1093604,1093605
309,110937,Volcano01,0,1093701,1093702,1093703,1093704,1093705
310,110938,Volcano01,0,1093801,1093802,1093803,1093804,1093805
311,110939,Volcano01,0,1093901,1093902,1093903,1093904,1093905
312,110940,Volcano01,0,1094001,1094002,1094003,1094004,1094005
313,111001,Item01,yudi,1100101,1100102,1100103,1100104,1100105
314,111002,Item01,yudi,1100201,1100202,1100203,1100204,1100205
315,111003,Item01,yudi,1100301,1100302,1100303,1100304,1100305
316,111004,Item01,yudi,1100401,1100402,1100403,1100404,1100405
317,111005,Item01,yudi,1100501,1100502,1100503,1100504,1100505
318,111006,Item01,yudi,1100601,1100602,1100603,1100604,1100605
319,111007,Item01,yudi,1100701,1100702,1100703,1100704,1100705
320,111008,Item01,yudi,1100801,1100802,1100803,1100804,1100805
321,111009,Item01,yudi,1100901,1100902,1100903,1100904,1100905
322,111010,Item01,yudi,1101001,1101002,1101003,1101004,1101005
323,111011,Item01,yudi,1101101,1101102,1101103,1101104,1101105
324,111012,Item01,yudi,1101201,1101202,1101203,1101204,1101205
325,111013,Item01,yudi,1101301,1101302,1101303,1101304,1101305
326,111014,Item01,yudi,1101401,1101402,1101403,1101404,1101405
327,111015,Item01,yudi,1101501,1101502,1101503,1101504,1101505
328,111016,Item01,yudi,1101601,1101602,1101603,1101604,1101605
329,111017,Item01,yudi,1101701,1101702,1101703,1101704,1101705
330,111018,Item01,yudi,1101801,1101802,1101803,1101804,1101805
331,111019,Item01,yudi,1101901,1101902,1101903,1101904,1101905
332,111020,Item01,yudi,1102001,1102002,1102003,1102004,1102005
333,111021,Item01,yudi,1102101,1102102,1102103,1102104,1102105
334,111022,Item01,yudi,1102201,1102202,1102203,1102204,1102205
335,111023,Item01,yudi,1102301,1102302,1102303,1102304,1102305
336,111024,Item01,yudi,1102401,1102402,1102403,1102404,1102405
337,111025,Item01,yudi,1102501,1102502,1102503,1102504,1102505
338,111026,Item01,yudi,1102601,1102602,1102603,1102604,1102605
339,111027,Item01,yudi,1102701,1102702,1102703,1102704,1102705
340,111028,Item01,yudi,1102801,1102802,1102803,1102804,1102805
341,111029,Item01,yudi,1102901,1102902,1102903,1102904,1102905
342,111030,Item01,yudi,1103001,1103002,1103003,1103004,1103005
343,111031,Item01,yudi,1103101,1103102,1103103,1103104,1103105
344,111032,Item01,yudi,1103201,1103202,1103203,1103204,1103205
345,111033,Item01,yudi,1103301,1103302,1103303,1103304,1103305
346,111034,Item01,yudi,1103401,1103402,1103403,1103404,1103405
347,111035,Item01,yudi,1103501,1103502,1103503,1103504,1103505
348,111036,Item01,yudi,1103601,1103602,1103603,1103604,1103605
349,111037,Item01,yudi,1103701,1103702,1103703,1103704,1103705
350,111038,Item01,yudi,1103801,1103802,1103803,1103804,1103805
351,111039,Item01,yudi,1103901,1103902,1103903,1103904,1103905
352,111040,Item01,yudi,1104001,1104002,1104003,1104004,1104005
353,111101,Snowfield01,xue,1110101,1110102,1110103,1110104,1110105
354,111102,Snowfield01,xue,1110201,1110202,1110203,1110204,1110205
355,111103,Snowfield01,xue,1110301,1110302,1110303,1110304,1110305
356,111104,Snowfield01,xue,1110401,1110402,1110403,1110404,1110405
357,111105,Snowfield01,xue,1110501,1110502,1110503,1110504,1110505
358,111106,Snowfield01,xue,1110601,1110602,1110603,1110604,1110605
359,111107,Snowfield01,xue,1110701,1110702,1110703,1110704,1110705
360,111108,Snowfield01,xue,1110801,1110802,1110803,1110804,1110805
361,111109,Snowfield01,xue,1110901,1110902,1110903,1110904,1110905
362,111110,Snowfield01,xue,1111001,1111002,1111003,1111004,1111005
363,111111,Snowfield01,xue,1111101,1111102,1111103,1111104,1111105
364,111112,Snowfield01,xue,1111201,1111202,1111203,1111204,1111205
365,111113,Snowfield01,xue,1111301,1111302,1111303,1111304,1111305
366,111114,Snowfield01,xue,1111401,1111402,1111403,1111404,1111405
367,111115,Snowfield01,xue,1111501,1111502,1111503,1111504,1111505
368,111116,Snowfield01,xue,1111601,1111602,1111603,1111604,1111605
369,111117,Snowfield01,xue,1111701,1111702,1111703,1111704,1111705
370,111118,Snowfield01,xue,1111801,1111802,1111803,1111804,1111805
371,111119,Snowfield01,xue,1111901,1111902,1111903,1111904,1111905
372,111120,Snowfield01,xue,1112001,1112002,1112003,1112004,1112005
373,111121,Snowfield01,xue,1112101,1112102,1112103,1112104,1112105
374,111122,Snowfield01,xue,1112201,1112202,1112203,1112204,1112205
375,111123,Snowfield01,xue,1112301,1112302,1112303,1112304,1112305
376,111124,Snowfield01,xue,1112401,1112402,1112403,1112404,1112405
377,111125,Snowfield01,xue,1112501,1112502,1112503,1112504,1112505
378,111126,Snowfield01,xue,1112601,1112602,1112603,1112604,1112605
379,111127,Snowfield01,xue,1112701,1112702,1112703,1112704,1112705
380,111128,Snowfield01,xue,1112801,1112802,1112803,1112804,1112805
381,111129,Snowfield01,xue,1112901,1112902,1112903,1112904,1112905
382,111130,Snowfield01,xue,1113001,1113002,1113003,1113004,1113005
383,111131,Snowfield01,xue,1113101,1113102,1113103,1113104,1113105
384,111132,Snowfield01,xue,1113201,1113202,1113203,1113204,1113205
385,111133,Snowfield01,xue,1113301,1113302,1113303,1113304,1113305
386,111134,Snowfield01,xue,1113401,1113402,1113403,1113404,1113405
387,111135,Snowfield01,xue,1113501,1113502,1113503,1113504,1113505
388,111136,Snowfield01,xue,1113601,1113602,1113603,1113604,1113605
389,111137,Snowfield01,xue,1113701,1113702,1113703,1113704,1113705
390,111138,Snowfield01,xue,1113801,1113802,1113803,1113804,1113805
391,111139,Snowfield01,xue,1113901,1113902,1113903,1113904,1113905
392,111140,Snowfield01,xue,1114001,1114002,1114003,1114004,1114005
393,111201,Volcano01,0,1120101,1120102,1120103,1120104,1120105
394,111202,Volcano01,0,1120201,1120202,1120203,1120204,1120205
395,111203,Volcano01,0,1120301,1120302,1120303,1120304,1120305
396,111204,Volcano01,0,1120401,1120402,1120403,1120404,1120405
397,111205,Volcano01,0,1120501,1120502,1120503,1120504,1120505
398,111206,Volcano01,0,1120601,1120602,1120603,1120604,1120605
399,111207,Volcano01,0,1120701,1120702,1120703,1120704,1120705
400,111208,Volcano01,0,1120801,1120802,1120803,1120804,1120805
401,111209,Volcano01,0,1120901,1120902,1120903,1120904,1120905
402,111210,Volcano01,0,1121001,1121002,1121003,1121004,1121005
403,111211,Volcano01,0,1121101,1121102,1121103,1121104,1121105
404,111212,Volcano01,0,1121201,1121202,1121203,1121204,1121205
405,111213,Volcano01,0,1121301,1121302,1121303,1121304,1121305
406,111214,Volcano01,0,1121401,1121402,1121403,1121404,1121405
407,111215,Volcano01,0,1121501,1121502,1121503,1121504,1121505
408,111216,Volcano01,0,1121601,1121602,1121603,1121604,1121605
409,111217,Volcano01,0,1121701,1121702,1121703,1121704,1121705
410,111218,Volcano01,0,1121801,1121802,1121803,1121804,1121805
411,111219,Volcano01,0,1121901,1121902,1121903,1121904,1121905
412,111220,Volcano01,0,1122001,1122002,1122003,1122004,1122005
413,111221,Volcano01,0,1122101,1122102,1122103,1122104,1122105
414,111222,Volcano01,0,1122201,1122202,1122203,1122204,1122205
415,111223,Volcano01,0,1122301,1122302,1122303,1122304,1122305
416,111224,Volcano01,0,1122401,1122402,1122403,1122404,1122405
