id,pub_tpye,pub_name,cards_vip_min,cards_vip_max,pay_pub_type,pay_item,pay_item_num,drop_cards_num,drop_group1,drop_group_id1,drop_group2,drop_group_id2,drop_group3,drop_group_id3,drop_group4,chance,certain_times_drop_type,additem_type,additem_num
70,70001,次元召唤-钻石-单抽,0,18,1001,91000002,5000,1,100001,1,100002,0,100003,0,100004,5169,30,0,0
71,70002,次元召唤-钻石-单抽,0,18,1001,91000002,5000,1,100001,0,100002,1,100003,0,100004,4370,30,0,0
72,70003,次元召唤-钻石-单抽,0,18,1001,91000002,5000,1,100001,0,100002,0,100003,1,100004,461,30,0,0
73,70004,次元召唤-钻石-10抽,0,18,1002,91000002,45000,10,100001,7,100002,3,100003,0,100004,2000,30,0,0
74,70005,次元召唤-钻石-10抽,0,18,1002,91000002,45000,10,100001,6,100002,4,100003,0,100004,2000,30,0,0
75,70006,次元召唤-钻石-10抽,0,18,1002,91000002,45000,10,100001,5,100002,5,100003,0,100004,3000,30,0,0
76,70007,次元召唤-钻石-10抽,0,18,1002,91000002,45000,10,100001,6,100002,3,100003,1,100004,1261,30,0,0
77,70008,次元召唤-钻石-10抽,0,18,1002,91000002,45000,10,100001,5,100002,3,100003,2,100004,1150,30,0,0
78,70009,次元召唤-钻石-10抽,0,18,1002,91000002,45000,10,100001,4,100002,3,100003,3,100004,589,30,0,0
79,70101,次元召唤-钻石-单抽,0,18,1003,91000002,5000,1,101001,1,101002,0,101003,0,101004,5169,30,0,0
80,70102,次元召唤-钻石-单抽,0,18,1003,91000002,5000,1,101001,0,101002,1,101003,0,101004,4370,30,0,0
81,70103,次元召唤-钻石-单抽,0,18,1003,91000002,5000,1,101001,0,101002,0,101003,1,101004,461,30,0,0
82,70104,次元召唤-钻石-10抽,0,18,1004,91000002,45000,10,101001,7,101002,3,101003,0,101004,2000,30,0,0
83,70105,次元召唤-钻石-10抽,0,18,1004,91000002,45000,10,101001,6,101002,4,101003,0,101004,2000,30,0,0
84,70106,次元召唤-钻石-10抽,0,18,1004,91000002,45000,10,101001,5,101002,5,101003,0,101004,3000,30,0,0
85,70107,次元召唤-钻石-10抽,0,18,1004,91000002,45000,10,101001,6,101002,3,101003,1,101004,1261,30,0,0
86,70108,次元召唤-钻石-10抽,0,18,1004,91000002,45000,10,101001,5,101002,3,101003,2,101004,1150,30,0,0
87,70109,次元召唤-钻石-10抽,0,18,1004,91000002,45000,10,101001,4,101002,3,101003,3,101004,589,30,0,0
88,70201,次元召唤-钻石-单抽,0,18,1005,91000002,5000,1,100001,1,100002,0,100003,0,101005,5169,30,0,0
89,70202,次元召唤-钻石-单抽,0,18,1005,91000002,5000,1,100001,0,100002,1,100003,0,101005,4370,30,0,0
90,70203,次元召唤-钻石-单抽,0,18,1005,91000002,5000,1,100001,0,100002,0,100003,1,101005,461,30,0,0
91,70204,次元召唤-钻石-10抽,0,18,1006,91000002,45000,10,100001,7,100002,3,100003,0,101005,2000,30,0,0
92,70205,次元召唤-钻石-10抽,0,18,1006,91000002,45000,10,100001,6,100002,4,100003,0,101005,2000,30,0,0
93,70206,次元召唤-钻石-10抽,0,18,1006,91000002,45000,10,100001,5,100002,5,100003,0,101005,3000,30,0,0
94,70207,次元召唤-钻石-10抽,0,18,1006,91000002,45000,10,100001,6,100002,3,100003,1,101005,1261,30,0,0
95,70208,次元召唤-钻石-10抽,0,18,1006,91000002,45000,10,100001,5,100002,3,100003,2,101005,1150,30,0,0
96,70209,次元召唤-钻石-10抽,0,18,1006,91000002,45000,10,100001,4,100002,3,100003,3,101005,589,30,0,0
97,70301,后宫-免费-单抽,0,18,117,0,0,1,1017,1,1018,0,1018,0,1018,1,5,0,0
98,70302,后宫-免费-单抽,0,18,117,0,0,1,1017,1,1018,0,1018,0,1018,1,5,0,0
99,70303,后宫-钻石-单抽,0,18,17,91000002,5000,1,1017,1,1018,0,1018,0,1018,1,5,0,0
100,70304,后宫-钻石-单抽,0,18,17,91000002,5000,1,1017,1,1018,0,1018,0,1018,1,5,0,0
101,70305,后宫-钻石-5连抽-小R,0,3,19,91000002,23000,5,1017,4,1018,1,1019,0,0,1,0,0,0
102,70306,后宫-钻石-5连抽-小R,0,3,19,91000002,23000,5,1017,3,1018,1,1019,1,0,1,0,0,0
103,70307,后宫-钻石-5连抽-中R,4,9,19,91000002,23000,5,1017,4,1018,1,1019,0,0,1,0,0,0
104,70308,后宫-钻石-5连抽-中R,4,9,19,91000002,23000,5,1017,3,1018,1,1019,1,0,1,0,0,0
105,70309,后宫-钻石-5连抽-大R,10,18,19,91000002,23000,5,1017,4,1018,1,1019,0,0,1,0,0,0
106,70310,后宫-钻石-5连抽-大R,10,18,19,91000002,23000,5,1017,3,1018,1,1019,1,0,1,0,0,0
