drop_id,drop_group,item_id,role_name,drop_name,drop_cards_num,chance,alert,haveitem,havechance,wishchance,time_generals_notice
271,100001,11201501,兽人驯兽师,绿色全卡组,1,1,0,0,0,0,0
272,100001,11301301,灵俑护卫,绿色全卡组,1,1,0,0,0,0,0
273,100001,11301401,灵俑英豪,绿色全卡组,1,1,0,0,0,0,0
274,100001,11401301,自然之力,绿色全卡组,1,1,0,0,0,0,0
275,100001,11401401,绿盟武士,绿色全卡组,1,1,0,0,0,0,0
276,100002,11101201,北境之锤,蓝色全卡组,1,1,0,0,0,0,0
277,100002,11101301,剑咏吟游,蓝色全卡组,1,1,0,0,0,0,0
278,100002,11101401,狩魔鹰眼,蓝色全卡组,1,1,0,0,0,0,0
279,100002,11101501,魔导女爵,蓝色全卡组,1,1,0,0,0,0,0
280,100002,11201101,黑寡妇,蓝色全卡组,1,1,0,0,0,0,0
281,100002,11201201,图腾之怒,蓝色全卡组,1,1,0,0,0,0,0
282,100002,11201301,符文猎手,蓝色全卡组,1,1,0,0,0,0,0
283,100002,11301001,裁决判官,蓝色全卡组,1,1,0,0,0,0,0
284,100002,11301101,瞬杀罗刹,蓝色全卡组,1,1,0,0,0,0,0
285,100002,11301201,崇邪外道,蓝色全卡组,1,1,0,0,0,0,0
286,100002,11401001,贯天之箭,蓝色全卡组,1,1,0,0,0,0,0
287,100002,11401101,持戒护法,蓝色全卡组,1,1,0,0,0,0,0
288,100002,11401201,密林智者,蓝色全卡组,1,1,0,0,0,0,0
289,100003,11100101,天命骑士,紫色全卡组,1,5000,0,0,0,0,1
290,100003,11100201,水占巫女,紫色全卡组,1,5000,0,0,0,0,1
291,100003,11100301,天谴毒师,紫色全卡组,1,5000,0,0,0,0,1
292,100003,11100401,漫游灾星,紫色全卡组,1,5000,0,0,0,0,1
293,100003,11100501,不落之壁,紫色全卡组,1,5000,0,0,0,0,1
294,100003,11100601,贵族之刃,紫色全卡组,1,5000,0,0,0,0,1
295,100003,11100701,惩戒骑士,紫色全卡组,1,5000,0,0,0,0,1
296,100003,11100801,仙铃信使,紫色全卡组,1,5000,0,0,0,0,1
297,100003,11100901,绝影柔弓,紫色全卡组,1,5000,0,0,0,0,1
298,100003,11101001,奇想学徒,紫色全卡组,1,5000,0,0,0,0,1
299,100003,11101101,诸海之灾,紫色全卡组,1,5000,0,0,0,0,1
300,100003,11101202,北境之锤,紫色全卡组,1,5000,0,0,0,0,0
301,100003,11101302,剑咏吟游,紫色全卡组,1,5000,0,0,0,0,0
302,100003,11101402,狩魔鹰眼,紫色全卡组,1,5000,0,0,0,0,0
303,100003,11101502,魔导女爵,紫色全卡组,1,5000,0,0,0,0,0
304,100003,11101801,关羽,紫色全卡组,1,5000,0,0,0,0,1
305,100003,11200101,狂刃怒兽,紫色全卡组,1,5000,0,0,0,0,1
306,100003,11200201,熔炉铁皇,紫色全卡组,1,5000,0,0,0,0,1
307,100003,11200301,燎原暗箭,紫色全卡组,1,5000,0,0,0,0,1
308,100003,11200401,炎魂祭司,紫色全卡组,1,5000,0,0,0,0,1
309,100003,11200501,独行骑手,紫色全卡组,1,5000,0,0,0,0,1
310,100003,11200601,街头霸王,紫色全卡组,1,5000,0,0,0,0,1
311,100003,11200701,胜利之矛,紫色全卡组,1,5000,0,0,0,0,1
312,100003,11200801,圣焰王女,紫色全卡组,1,0,0,0,0,0,1
313,100003,11200901,林中女巫,紫色全卡组,1,5000,0,0,0,0,1
314,100003,11201001,刀锋龙卷,紫色全卡组,1,5000,0,0,0,0,1
315,100003,11201102,黑寡妇,紫色全卡组,1,5000,0,0,0,0,0
316,100003,11201202,图腾之怒,紫色全卡组,1,5000,0,0,0,0,0
317,100003,11201302,符文猎手,紫色全卡组,1,5000,0,0,0,0,0
318,100003,11201601,峰峦霸主,紫色全卡组,1,5000,0,0,0,0,1
319,100003,11300101,不朽剑魔,紫色全卡组,1,5000,0,0,0,0,1
320,100003,11300201,猎魂巫妖,紫色全卡组,1,5000,0,0,0,0,1
321,100003,11300301,古代圣王,紫色全卡组,1,5000,0,0,0,0,1
322,100003,11300401,月之暗面,紫色全卡组,1,5000,0,0,0,0,1
323,100003,11300501,龙王之手,紫色全卡组,1,5000,0,0,0,0,1
324,100003,11300601,禁军射手,紫色全卡组,1,5000,0,0,0,0,1
325,100003,11300701,鬼面金刚,紫色全卡组,1,5000,0,0,0,0,1
326,100003,11300801,叛逆修罗,紫色全卡组,1,5000,0,0,0,0,1
327,100003,11300901,即身罗汉,紫色全卡组,1,5000,0,0,0,0,1
328,100003,11301002,裁决判官,紫色全卡组,1,5000,0,0,0,0,0
329,100003,11301102,瞬杀罗刹,紫色全卡组,1,5000,0,0,0,0,0
330,100003,11301202,崇邪外道,紫色全卡组,1,5000,0,0,0,0,0
331,100003,11400101,神愈之光,紫色全卡组,1,5000,0,0,0,0,1
332,100003,11400201,秘教刺客,紫色全卡组,1,5000,0,0,0,0,1
333,100003,11400301,野性猎手,紫色全卡组,1,5000,0,0,0,0,1
334,100003,11400401,魔城巫后,紫色全卡组,1,5000,0,0,0,0,1
335,100003,11400501,永恒之树,紫色全卡组,1,5000,0,0,0,0,1
336,100003,11400601,疾行神将,紫色全卡组,1,5000,0,0,0,0,1
337,100003,11400701,绝世剑舞,紫色全卡组,1,5000,0,0,0,0,1
338,100003,11400801,放浪狂战,紫色全卡组,1,5000,0,0,0,0,1
339,100003,11400901,缚法游人,紫色全卡组,1,5000,0,0,0,0,1
340,100003,11401002,贯天之箭,紫色全卡组,1,5000,0,0,0,0,0
341,100003,11401102,持戒护法,紫色全卡组,1,5000,0,0,0,0,0
342,100003,11401202,密林智者,紫色全卡组,1,5000,0,0,0,0,0
343,100003,11401501,秘法精灵,紫色全卡组,1,5000,0,0,0,0,0
344,100003,11500101,降魔之剑,紫色全卡组,1,1000,0,0,0,0,1
345,100003,11500201,永劫双生,紫色全卡组,1,0,0,0,0,0,1
346,100003,11500301,至尊伟力,紫色全卡组,1,1000,0,0,0,0,1
347,100003,11500401,焚烈圣炎,紫色全卡组,1,1000,0,0,0,0,1
348,100003,11500601,宙斯,紫色全卡组,1,1000,0,0,0,0,1
349,100003,11600101,魔域斗罗,紫色全卡组,1,1000,0,0,0,0,1
350,100003,11600201,全视之眼,紫色全卡组,1,1000,0,0,0,0,1
351,100003,11600301,乱咒法皇,紫色全卡组,1,0,0,0,0,0,1
352,100004,11500701,齐天大圣,紫色全卡组,1,60,0,0,0,0,2
353,100004,11100101,天命骑士,紫色全卡组,1,300,0,0,0,0,1
354,100004,11100201,水占巫女,紫色全卡组,1,300,0,0,0,0,1
355,100004,11100301,天谴毒师,紫色全卡组,1,300,0,0,0,0,1
356,100004,11100401,漫游灾星,紫色全卡组,1,300,0,0,0,0,1
357,100004,11100501,不落之壁,紫色全卡组,1,300,0,0,0,0,1
358,100004,11100601,贵族之刃,紫色全卡组,1,300,0,0,0,0,1
359,100004,11100701,惩戒骑士,紫色全卡组,1,300,0,0,0,0,1
360,100004,11100801,仙铃信使,紫色全卡组,1,300,0,0,0,0,1
