id,lv,needlv,txt,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,skill,item1,num1,item2,num2,item3,num3,return_type1,return_value1,return_type2,return_value2
100401,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42100404,1,42000001,2,0,0,0,0,0,0
100401,1,30,领主达到30级,29,8400,0,0,0,0,99,840000,0,42100404,3,42000001,6,0,0,42100404,1,42000001,2
100401,2,40,领主达到40级,29,16900,0,0,0,0,99,1690000,0,42100404,6,42000001,12,0,0,42100404,4,42000001,8
100401,3,50,领主达到50级,29,37400,0,0,0,0,99,3740000,0,42100404,6,42000001,22,0,0,42100404,10,42000001,20
100401,4,60,领主达到60级,29,68100,0,0,0,0,99,6810000,0,42100404,6,42000001,33,0,0,42100404,16,42000001,42
100401,5,0,0,29,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42100404,22,42000001,75
100501,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42100504,1,42000001,1,0,0,0,0,0,0
100501,1,30,领主达到30级,7,3700,0,0,0,0,99,370000,0,42100504,3,42000001,2,0,0,42100504,1,42000001,1
100501,2,40,领主达到40级,7,7500,0,0,0,0,99,750000,0,42100504,6,42000001,5,0,0,42100504,4,42000001,3
100501,3,50,领主达到50级,7,16600,0,0,0,0,99,1660000,0,42100504,6,42000001,10,0,0,42100504,10,42000001,8
100501,4,60,领主达到60级,7,30300,0,0,0,0,99,3030000,0,42100504,6,42000001,16,0,0,42100504,16,42000001,18
100501,5,0,0,7,48000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42100504,22,42000001,34
100601,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42100604,1,42000001,1,0,0,0,0,0,0
100601,1,30,领主达到30级,9,11200,0,0,0,0,99,560000,0,42100604,3,42000001,3,0,0,42100604,1,42000001,1
100601,2,40,领主达到40级,9,22500,0,0,0,0,99,1125000,0,42100604,6,42000001,8,0,0,42100604,4,42000001,4
100601,3,50,领主达到50级,9,49900,0,0,0,0,99,2495000,0,42100604,6,42000001,15,0,0,42100604,10,42000001,12
100601,4,60,领主达到60级,9,90800,0,0,0,0,99,4540000,0,42100604,6,42000001,25,0,0,42100604,16,42000001,27
100601,5,0,0,9,144000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42100604,22,42000001,52
100701,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42100704,1,42000001,1,0,0,0,0,0,0
100701,1,30,领主达到30级,9,5000,0,0,0,0,99,250000,0,42100704,3,42000001,1,0,0,42100704,1,42000001,1
100701,2,40,领主达到40级,9,10000,0,0,0,0,99,500000,0,42100704,6,42000001,3,0,0,42100704,4,42000001,2
100701,3,50,领主达到50级,9,22200,0,0,0,0,99,1110000,0,42100704,6,42000001,6,0,0,42100704,10,42000001,5
100701,4,60,领主达到60级,9,40300,0,0,0,0,99,2015000,0,42100704,6,42000001,10,0,0,42100704,16,42000001,11
100701,5,0,0,9,64000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42100704,22,42000001,21
100801,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42100804,1,42000001,1,0,0,0,0,0,0
100801,1,30,领主达到30级,29,5600,0,0,0,0,99,560000,0,42100804,3,42000001,3,0,0,42100804,1,42000001,1
100801,2,40,领主达到40级,29,11200,0,0,0,0,99,1120000,0,42100804,6,42000001,8,0,0,42100804,4,42000001,4
100801,3,50,领主达到50级,29,24900,0,0,0,0,99,2490000,0,42100804,6,42000001,15,0,0,42100804,10,42000001,12
100801,4,60,领主达到60级,29,45400,0,0,0,0,99,4540000,0,42100804,6,42000001,25,0,0,42100804,16,42000001,27
100801,5,0,0,29,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42100804,22,42000001,52
100901,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42100904,1,42000001,2,0,0,0,0,0,0
100901,1,30,领主达到30级,29,8400,0,0,0,0,99,840000,0,42100904,3,42000001,6,0,0,42100904,1,42000001,2
100901,2,40,领主达到40级,29,16900,0,0,0,0,99,1690000,0,42100904,6,42000001,12,0,0,42100904,4,42000001,8
100901,3,50,领主达到50级,29,37400,0,0,0,0,99,3740000,0,42100904,6,42000001,22,0,0,42100904,10,42000001,20
100901,4,60,领主达到60级,29,68100,0,0,0,0,99,6810000,0,42100904,6,42000001,33,0,0,42100904,16,42000001,42
100901,5,0,0,29,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42100904,22,42000001,75
101001,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42101004,1,42000001,1,0,0,0,0,0,0
101001,1,30,领主达到30级,7,2500,0,0,0,0,99,250000,0,42101004,3,42000001,1,0,0,42101004,1,42000001,1
101001,2,40,领主达到40级,7,5000,0,0,0,0,99,500000,0,42101004,6,42000001,3,0,0,42101004,4,42000001,2
101001,3,50,领主达到50级,7,11100,0,0,0,0,99,1110000,0,42101004,6,42000001,6,0,0,42101004,10,42000001,5
101001,4,60,领主达到60级,7,20200,0,0,0,0,99,2020000,0,42101004,6,42000001,10,0,0,42101004,16,42000001,11
101001,5,0,0,7,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42101004,22,42000001,21
101101,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42101104,1,42000001,1,0,0,0,0,0,0
101101,1,30,领主达到30级,9,7500,0,0,0,0,99,375000,0,42101104,3,42000001,2,0,0,42101104,1,42000001,1
101101,2,40,领主达到40级,9,15000,0,0,0,0,99,750000,0,42101104,6,42000001,5,0,0,42101104,4,42000001,3
101101,3,50,领主达到50级,9,33200,0,0,0,0,99,1660000,0,42101104,6,42000001,10,0,0,42101104,10,42000001,8
101101,4,60,领主达到60级,9,60500,0,0,0,0,99,3025000,0,42101104,6,42000001,16,0,0,42101104,16,42000001,18
101101,5,0,0,9,96000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42101104,22,42000001,34
200101,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42200104,1,42000001,1,0,0,0,0,0,0
200101,1,30,领主达到30级,7,5600,0,0,0,0,99,560000,0,42200104,3,42000001,3,0,0,42200104,1,42000001,1
200101,2,40,领主达到40级,7,11200,0,0,0,0,99,1120000,0,42200104,6,42000001,8,0,0,42200104,4,42000001,4
200101,3,50,领主达到50级,7,24900,0,0,0,0,99,2490000,0,42200104,6,42000001,15,0,0,42200104,10,42000001,12
200101,4,60,领主达到60级,7,45400,0,0,0,0,99,4540000,0,42200104,6,42000001,25,0,0,42200104,16,42000001,27
200101,5,0,0,7,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42200104,22,42000001,52
200201,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42200204,1,42000001,2,0,0,0,0,0,0
200201,1,30,领主达到30级,29,8400,0,0,0,0,99,840000,0,42200204,3,42000001,6,0,0,42200204,1,42000001,2
200201,2,40,领主达到40级,29,16900,0,0,0,0,99,1690000,0,42200204,6,42000001,12,0,0,42200204,4,42000001,8
200201,3,50,领主达到50级,29,37400,0,0,0,0,99,3740000,0,42200204,6,42000001,22,0,0,42200204,10,42000001,20
200201,4,60,领主达到60级,29,68100,0,0,0,0,99,6810000,0,42200204,6,42000001,33,0,0,42200204,16,42000001,42
200201,5,0,0,29,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42200204,22,42000001,75
200301,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42200304,1,42000001,1,0,0,0,0,0,0
200301,1,30,领主达到30级,29,5600,0,0,0,0,99,560000,0,42200304,3,42000001,3,0,0,42200304,1,42000001,1
200301,2,40,领主达到40级,29,11200,0,0,0,0,99,1120000,0,42200304,6,42000001,8,0,0,42200304,4,42000001,4
200301,3,50,领主达到50级,29,24900,0,0,0,0,99,2490000,0,42200304,6,42000001,15,0,0,42200304,10,42000001,12
200301,4,60,领主达到60级,29,45400,0,0,0,0,99,4540000,0,42200304,6,42000001,25,0,0,42200304,16,42000001,27
200301,5,0,0,29,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42200304,22,42000001,52
200401,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42200404,1,42000001,1,0,0,0,0,0,0
200401,1,30,领主达到30级,29,2100,0,0,0,0,99,210000,0,42200404,3,42000001,1,0,0,42200404,1,42000001,1
200401,2,40,领主达到40级,29,4200,0,0,0,0,99,420000,0,42200404,6,42000001,3,0,0,42200404,4,42000001,2
200401,3,50,领主达到50级,29,9200,0,0,0,0,99,920000,0,42200404,6,42000001,6,0,0,42200404,10,42000001,5
200401,4,60,领主达到60级,29,16800,0,0,0,0,99,1680000,0,42200404,6,42000001,9,0,0,42200404,16,42000001,11
200401,5,0,0,29,26700,0,0,0,0,99,2670000,0,0,0,0,0,0,0,42200404,22,42000001,20
200501,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42200504,1,42000001,1,0,0,0,0,0,0
200501,1,30,领主达到30级,7,5600,0,0,0,0,99,560000,0,42200504,3,42000001,3,0,0,42200504,1,42000001,1
200501,2,40,领主达到40级,7,11200,0,0,0,0,99,1120000,0,42200504,6,42000001,8,0,0,42200504,4,42000001,4
200501,3,50,领主达到50级,7,24900,0,0,0,0,99,2490000,0,42200504,6,42000001,15,0,0,42200504,10,42000001,12
200501,4,60,领主达到60级,7,45400,0,0,0,0,99,4540000,0,42200504,6,42000001,25,0,0,42200504,16,42000001,27
200501,5,0,0,7,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42200504,22,42000001,52
200601,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42200604,1,42000001,1,0,0,0,0,0,0
200601,1,30,领主达到30级,7,2100,0,0,0,0,99,210000,0,42200604,3,42000001,1,0,0,42200604,1,42000001,1
200601,2,40,领主达到40级,7,4200,0,0,0,0,99,420000,0,42200604,6,42000001,3,0,0,42200604,4,42000001,2
200601,3,50,领主达到50级,7,9200,0,0,0,0,99,920000,0,42200604,6,42000001,6,0,0,42200604,10,42000001,5
200601,4,60,领主达到60级,7,16800,0,0,0,0,99,1680000,0,42200604,6,42000001,9,0,0,42200604,16,42000001,11
200601,5,0,0,7,26700,0,0,0,0,99,2670000,0,0,0,0,0,0,0,42200604,22,42000001,20
200701,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42200704,1,42000001,1,0,0,0,0,0,0
200701,1,30,领主达到30级,9,11200,0,0,0,0,99,560000,0,42200704,3,42000001,3,0,0,42200704,1,42000001,1
200701,2,40,领主达到40级,9,22500,0,0,0,0,99,1125000,0,42200704,6,42000001,8,0,0,42200704,4,42000001,4
200701,3,50,领主达到50级,9,49900,0,0,0,0,99,2495000,0,42200704,6,42000001,15,0,0,42200704,10,42000001,12
200701,4,60,领主达到60级,9,90800,0,0,0,0,99,4540000,0,42200704,6,42000001,25,0,0,42200704,16,42000001,27
200701,5,0,0,9,144000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42200704,22,42000001,52
200801,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42200804,1,42000001,1,0,0,0,0,0,0
200801,1,30,领主达到30级,9,11200,0,0,0,0,99,560000,0,42200804,3,42000001,3,0,0,42200804,1,42000001,1
200801,2,40,领主达到40级,9,22500,0,0,0,0,99,1125000,0,42200804,6,42000001,8,0,0,42200804,4,42000001,4
200801,3,50,领主达到50级,9,49900,0,0,0,0,99,2495000,0,42200804,6,42000001,15,0,0,42200804,10,42000001,12
200801,4,60,领主达到60级,9,90800,0,0,0,0,99,4540000,0,42200804,6,42000001,25,0,0,42200804,16,42000001,27
200801,5,0,0,9,144000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42200804,22,42000001,52
200901,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42200904,1,42000001,1,0,0,0,0,0,0
200901,1,30,领主达到30级,9,11200,0,0,0,0,99,560000,0,42200904,3,42000001,3,0,0,42200904,1,42000001,1
200901,2,40,领主达到40级,9,22500,0,0,0,0,99,1125000,0,42200904,6,42000001,8,0,0,42200904,4,42000001,4
200901,3,50,领主达到50级,9,49900,0,0,0,0,99,2495000,0,42200904,6,42000001,15,0,0,42200904,10,42000001,12
200901,4,60,领主达到60级,9,90800,0,0,0,0,99,4540000,0,42200904,6,42000001,25,0,0,42200904,16,42000001,27
200901,5,0,0,9,144000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42200904,22,42000001,52
201001,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42201004,1,42000001,1,0,0,0,0,0,0
201001,1,30,领主达到30级,7,2500,0,0,0,0,99,250000,0,42201004,3,42000001,1,0,0,42201004,1,42000001,1
201001,2,40,领主达到40级,7,5000,0,0,0,0,99,500000,0,42201004,6,42000001,3,0,0,42201004,4,42000001,2
201001,3,50,领主达到50级,7,11100,0,0,0,0,99,1110000,0,42201004,6,42000001,6,0,0,42201004,10,42000001,5
201001,4,60,领主达到60级,7,20200,0,0,0,0,99,2020000,0,42201004,6,42000001,10,0,0,42201004,16,42000001,11
201001,5,0,0,7,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42201004,22,42000001,21
201101,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42201104,1,42000001,2,0,0,0,0,0,0
201101,1,30,领主达到30级,29,8400,0,0,0,0,99,840000,0,42201104,3,42000001,6,0,0,42201104,1,42000001,2
201101,2,40,领主达到40级,29,16900,0,0,0,0,99,1690000,0,42201104,6,42000001,12,0,0,42201104,4,42000001,8
201101,3,50,领主达到50级,29,37400,0,0,0,0,99,3740000,0,42201104,6,42000001,22,0,0,42201104,10,42000001,20
201101,4,60,领主达到60级,29,68100,0,0,0,0,99,6810000,0,42201104,6,42000001,33,0,0,42201104,16,42000001,42
201101,5,0,0,29,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42201104,22,42000001,75
300101,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42300104,1,42000001,1,0,0,0,0,0,0
300101,1,30,领主达到30级,7,3700,0,0,0,0,99,370000,0,42300104,3,42000001,2,0,0,42300104,1,42000001,1
300101,2,40,领主达到40级,7,7500,0,0,0,0,99,750000,0,42300104,6,42000001,5,0,0,42300104,4,42000001,3
300101,3,50,领主达到50级,7,16600,0,0,0,0,99,1660000,0,42300104,6,42000001,10,0,0,42300104,10,42000001,8
300101,4,60,领主达到60级,7,30300,0,0,0,0,99,3030000,0,42300104,6,42000001,16,0,0,42300104,16,42000001,18
300101,5,0,0,7,48000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42300104,22,42000001,34
300201,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42300204,1,42000001,1,0,0,0,0,0,0
300201,1,30,领主达到30级,7,3700,0,0,0,0,99,370000,0,42300204,3,42000001,2,0,0,42300204,1,42000001,1
300201,2,40,领主达到40级,7,7500,0,0,0,0,99,750000,0,42300204,6,42000001,5,0,0,42300204,4,42000001,3
300201,3,50,领主达到50级,7,16600,0,0,0,0,99,1660000,0,42300204,6,42000001,10,0,0,42300204,10,42000001,8
300201,4,60,领主达到60级,7,30300,0,0,0,0,99,3030000,0,42300204,6,42000001,16,0,0,42300204,16,42000001,18
300201,5,0,0,7,48000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42300204,22,42000001,34
300301,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42300304,1,42000001,1,0,0,0,0,0,0
300301,1,30,领主达到30级,9,7500,0,0,0,0,99,375000,0,42300304,3,42000001,2,0,0,42300304,1,42000001,1
300301,2,40,领主达到40级,9,15000,0,0,0,0,99,750000,0,42300304,6,42000001,5,0,0,42300304,4,42000001,3
300301,3,50,领主达到50级,9,33200,0,0,0,0,99,1660000,0,42300304,6,42000001,10,0,0,42300304,10,42000001,8
300301,4,60,领主达到60级,9,60500,0,0,0,0,99,3025000,0,42300304,6,42000001,16,0,0,42300304,16,42000001,18
300301,5,0,0,9,96000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42300304,22,42000001,34
300401,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42300404,1,42000001,1,0,0,0,0,0,0
300401,1,30,领主达到30级,9,4200,0,0,0,0,99,210000,0,42300404,3,42000001,1,0,0,42300404,1,42000001,1
300401,2,40,领主达到40级,9,8300,0,0,0,0,99,415000,0,42300404,6,42000001,3,0,0,42300404,4,42000001,2
300401,3,50,领主达到50级,9,18500,0,0,0,0,99,925000,0,42300404,6,42000001,6,0,0,42300404,10,42000001,5
300401,4,60,领主达到60级,9,33600,0,0,0,0,99,1680000,0,42300404,6,42000001,9,0,0,42300404,16,42000001,11
300401,5,0,0,9,53300,0,0,0,0,99,2665000,0,0,0,0,0,0,0,42300404,22,42000001,20
300501,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42300504,1,42000001,1,0,0,0,0,0,0
300501,1,30,领主达到30级,7,3700,0,0,0,0,99,370000,0,42300504,3,42000001,2,0,0,42300504,1,42000001,1
300501,2,40,领主达到40级,7,7500,0,0,0,0,99,750000,0,42300504,6,42000001,5,0,0,42300504,4,42000001,3
300501,3,50,领主达到50级,7,16600,0,0,0,0,99,1660000,0,42300504,6,42000001,10,0,0,42300504,10,42000001,8
300501,4,60,领主达到60级,7,30300,0,0,0,0,99,3030000,0,42300504,6,42000001,16,0,0,42300504,16,42000001,18
300501,5,0,0,7,48000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42300504,22,42000001,34
300601,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42300604,1,42000001,1,0,0,0,0,0,0
300601,1,30,领主达到30级,29,2500,0,0,0,0,99,250000,0,42300604,3,42000001,1,0,0,42300604,1,42000001,1
300601,2,40,领主达到40级,29,5000,0,0,0,0,99,500000,0,42300604,6,42000001,3,0,0,42300604,4,42000001,2
300601,3,50,领主达到50级,29,11100,0,0,0,0,99,1110000,0,42300604,6,42000001,6,0,0,42300604,10,42000001,5
300601,4,60,领主达到60级,29,20200,0,0,0,0,99,2020000,0,42300604,6,42000001,10,0,0,42300604,16,42000001,11
300601,5,0,0,29,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42300604,22,42000001,21
300701,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42300704,1,42000001,1,0,0,0,0,0,0
300701,1,30,领主达到30级,7,5600,0,0,0,0,99,560000,0,42300704,3,42000001,3,0,0,42300704,1,42000001,1
300701,2,40,领主达到40级,7,11200,0,0,0,0,99,1120000,0,42300704,6,42000001,8,0,0,42300704,4,42000001,4
300701,3,50,领主达到50级,7,24900,0,0,0,0,99,2490000,0,42300704,6,42000001,15,0,0,42300704,10,42000001,12
300701,4,60,领主达到60级,7,45400,0,0,0,0,99,4540000,0,42300704,6,42000001,25,0,0,42300704,16,42000001,27
300701,5,0,0,7,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42300704,22,42000001,52
300801,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42300804,1,42000001,1,0,0,0,0,0,0
300801,1,30,领主达到30级,7,2500,0,0,0,0,99,250000,0,42300804,3,42000001,1,0,0,42300804,1,42000001,1
300801,2,40,领主达到40级,7,5000,0,0,0,0,99,500000,0,42300804,6,42000001,3,0,0,42300804,4,42000001,2
300801,3,50,领主达到50级,7,11100,0,0,0,0,99,1110000,0,42300804,6,42000001,6,0,0,42300804,10,42000001,5
300801,4,60,领主达到60级,7,20200,0,0,0,0,99,2020000,0,42300804,6,42000001,10,0,0,42300804,16,42000001,11
300801,5,0,0,7,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42300804,22,42000001,21
300901,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42300904,1,42000001,1,0,0,0,0,0,0
300901,1,30,领主达到30级,9,7500,0,0,0,0,99,375000,0,42300904,3,42000001,2,0,0,42300904,1,42000001,1
300901,2,40,领主达到40级,9,15000,0,0,0,0,99,750000,0,42300904,6,42000001,5,0,0,42300904,4,42000001,3
300901,3,50,领主达到50级,9,33200,0,0,0,0,99,1660000,0,42300904,6,42000001,10,0,0,42300904,10,42000001,8
300901,4,60,领主达到60级,9,60500,0,0,0,0,99,3025000,0,42300904,6,42000001,16,0,0,42300904,16,42000001,18
300901,5,0,0,9,96000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42300904,22,42000001,34
301001,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42301004,1,42000001,2,0,0,0,0,0,0
301001,1,30,领主达到30级,29,8400,0,0,0,0,99,840000,0,42301004,3,42000001,6,0,0,42301004,1,42000001,2
301001,2,40,领主达到40级,29,16900,0,0,0,0,99,1690000,0,42301004,6,42000001,12,0,0,42301004,4,42000001,8
301001,3,50,领主达到50级,29,37400,0,0,0,0,99,3740000,0,42301004,6,42000001,22,0,0,42301004,10,42000001,20
301001,4,60,领主达到60级,29,68100,0,0,0,0,99,6810000,0,42301004,6,42000001,33,0,0,42301004,16,42000001,42
301001,5,0,0,29,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42301004,22,42000001,75
301101,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42301104,1,42000001,1,0,0,0,0,0,0
301101,1,30,领主达到30级,9,11200,0,0,0,0,99,560000,0,42301104,3,42000001,3,0,0,42301104,1,42000001,1
301101,2,40,领主达到40级,9,22500,0,0,0,0,99,1125000,0,42301104,6,42000001,8,0,0,42301104,4,42000001,4
301101,3,50,领主达到50级,9,49900,0,0,0,0,99,2495000,0,42301104,6,42000001,15,0,0,42301104,10,42000001,12
301101,4,60,领主达到60级,9,90800,0,0,0,0,99,4540000,0,42301104,6,42000001,25,0,0,42301104,16,42000001,27
301101,5,0,0,9,144000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42301104,22,42000001,52
301201,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42301204,1,42000001,1,0,0,0,0,0,0
301201,1,30,领主达到30级,7,2500,0,0,0,0,99,250000,0,42301204,3,42000001,1,0,0,42301204,1,42000001,1
301201,2,40,领主达到40级,7,5000,0,0,0,0,99,500000,0,42301204,6,42000001,3,0,0,42301204,4,42000001,2
301201,3,50,领主达到50级,7,11100,0,0,0,0,99,1110000,0,42301204,6,42000001,6,0,0,42301204,10,42000001,5
301201,4,60,领主达到60级,7,20200,0,0,0,0,99,2020000,0,42301204,6,42000001,10,0,0,42301204,16,42000001,11
301201,5,0,0,7,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42301204,22,42000001,21
400101,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42400104,1,42000001,1,0,0,0,0,0,0
400101,1,30,领主达到30级,7,2500,0,0,0,0,99,250000,0,42400104,3,42000001,1,0,0,42400104,1,42000001,1
400101,2,40,领主达到40级,7,5000,0,0,0,0,99,500000,0,42400104,6,42000001,3,0,0,42400104,4,42000001,2
400101,3,50,领主达到50级,7,11100,0,0,0,0,99,1110000,0,42400104,6,42000001,6,0,0,42400104,10,42000001,5
400101,4,60,领主达到60级,7,20200,0,0,0,0,99,2020000,0,42400104,6,42000001,10,0,0,42400104,16,42000001,11
400101,5,0,0,7,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42400104,22,42000001,21
400201,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42400204,1,42000001,1,0,0,0,0,0,0
400201,1,30,领主达到30级,9,11200,0,0,0,0,99,560000,0,42400204,3,42000001,3,0,0,42400204,1,42000001,1
400201,2,40,领主达到40级,9,22500,0,0,0,0,99,1125000,0,42400204,6,42000001,8,0,0,42400204,4,42000001,4
400201,3,50,领主达到50级,9,49900,0,0,0,0,99,2495000,0,42400204,6,42000001,15,0,0,42400204,10,42000001,12
400201,4,60,领主达到60级,9,90800,0,0,0,0,99,4540000,0,42400204,6,42000001,25,0,0,42400204,16,42000001,27
400201,5,0,0,9,144000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42400204,22,42000001,52
400301,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42400304,1,42000001,2,0,0,0,0,0,0
400301,1,30,领主达到30级,29,8400,0,0,0,0,99,840000,0,42400304,3,42000001,6,0,0,42400304,1,42000001,2
400301,2,40,领主达到40级,29,16900,0,0,0,0,99,1690000,0,42400304,6,42000001,12,0,0,42400304,4,42000001,8
400301,3,50,领主达到50级,29,37400,0,0,0,0,99,3740000,0,42400304,6,42000001,22,0,0,42400304,10,42000001,20
400301,4,60,领主达到60级,29,68100,0,0,0,0,99,6810000,0,42400304,6,42000001,33,0,0,42400304,16,42000001,42
400301,5,0,0,29,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42400304,22,42000001,75
400401,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42400404,1,42000001,1,0,0,0,0,0,0
400401,1,30,领主达到30级,7,5600,0,0,0,0,99,560000,0,42400404,3,42000001,3,0,0,42400404,1,42000001,1
400401,2,40,领主达到40级,7,11200,0,0,0,0,99,1120000,0,42400404,6,42000001,8,0,0,42400404,4,42000001,4
400401,3,50,领主达到50级,7,24900,0,0,0,0,99,2490000,0,42400404,6,42000001,15,0,0,42400404,10,42000001,12
400401,4,60,领主达到60级,7,45400,0,0,0,0,99,4540000,0,42400404,6,42000001,25,0,0,42400404,16,42000001,27
400401,5,0,0,7,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42400404,22,42000001,52
400501,0,20,领主达到20级,7,0,0,0,0,0,99,0,0,42400504,1,42000001,1,0,0,0,0,0,0
400501,1,30,领主达到30级,7,5600,0,0,0,0,99,560000,0,42400504,3,42000001,3,0,0,42400504,1,42000001,1
