boxid,groupid,type,item1,name1,num1,item2,name2,num2,item3,name3,num3
1003102,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003103,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003104,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003105,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003106,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003107,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003108,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003109,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003110,1003,1,91000001,金币,300000,0,1,0,0,1,0
1003111,1003,1,81000002,白银锻造币,4,0,1,0,0,1,0
1003112,1003,1,81000002,白银锻造币,4,0,1,0,0,1,0
1003113,1003,1,81000002,白银锻造币,5,0,1,0,0,1,0
1003114,1003,1,81000002,白银锻造币,5,0,1,0,0,1,0
1003201,1003,2,91000044,魔粉,450,60430050,威仪战甲,1,0,1,0
1003202,1003,2,91000002,钻石,30000,60310050,星辰之杖,1,0,1,0
1003203,1003,2,91000044,魔粉,450,42010002,阵营召唤卷,5,0,1,0
1003204,1003,2,60000002,神器·光辉之翼,1,0,1,0,0,1,0
1004101,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004102,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004103,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004104,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004105,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004106,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004107,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004108,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004109,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004110,1004,1,91000001,金币,400000,81000002,白银锻造币,3,0,1,0
1004111,1004,1,91000001,金币,400000,91000044,魔粉,600,0,1,0
1004112,1004,1,91000001,金币,400000,91000044,魔粉,600,0,1,0
1004201,1004,2,42010001,普通召唤卷,5,60520060,奥术巫帽,1,0,1,0
1004202,1004,2,91000002,钻石,40000,60620060,破空皮盔,1,0,1,0
1004203,1004,2,60000003,神器·神圣头盔,1,0,1,0,0,1,0
1005101,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005102,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005103,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005104,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005105,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005106,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005107,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005108,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005109,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005110,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005111,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005112,1005,1,91000001,金币,500000,0,1,0,0,1,0
1005113,1005,1,81000002,白银锻造币,5,0,1,0,0,1,0
1005114,1005,1,81000002,白银锻造币,5,0,1,0,0,1,0
1005115,1005,1,81000002,白银锻造币,5,0,1,0,0,1,0
1005116,1005,1,81000002,白银锻造币,5,0,1,0,0,1,0
1005117,1005,1,81000002,白银锻造币,5,0,1,0,0,1,0
1005118,1005,1,81000002,白银锻造币,5,0,1,0,0,1,0
1005119,1005,1,81000002,白银锻造币,5,0,1,0,0,1,0
1005120,1005,1,81000002,白银锻造币,5,0,1,0,0,1,0
1005121,1005,1,91000044,魔粉,800,0,1,0,0,1,0
1005122,1005,1,91000044,魔粉,800,0,1,0,0,1,0
1005201,1005,2,42010001,普通召唤卷,5,60430060,地恸板甲,1,0,1,0
1005202,1005,2,91000002,钻石,40000,60210060,地恸战锤,1,0,1,0
1005203,1005,2,60310060,奥术魔杖,1,60520060,奥术巫帽,1,60540063,奥术布靴,1
1006101,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006102,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006103,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006104,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006105,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006106,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006107,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006108,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006109,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006110,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006111,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006112,1006,1,91000001,金币,600000,0,1,0,0,1,0
1006113,1006,1,81000002,白银锻造币,5,0,1,0,0,1,0
1006114,1006,1,91000044,魔粉,1000,0,1,0,0,1,0
1006115,1006,1,91000044,魔粉,1000,0,1,0,0,1,0
1006201,1006,2,81000002,白银锻造币,40,60620060,破空皮盔,1,0,1,0
1006202,1006,2,91000002,钻石,40000,60630060,破空皮甲,1,0,1,0
1006203,1006,2,42010002,阵营召唤卷,5,60110060,破空黑剑,1,0,1,0
1006204,1006,2,60000004,神器·黎明王冠,1,0,1,0,0,1,0
1007101,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007102,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007103,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007104,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007105,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007106,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007107,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007108,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007109,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007110,1007,1,91000001,金币,800000,81000002,白银锻造币,6,0,1,0
1007201,1007,2,91000002,钻石,400,42010002,阵营召唤卷,5,0,1,0
1007202,1007,2,11300201,风雷魔巫,1,91000044,魔粉,2400,0,1,0
1008101,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008102,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008103,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008104,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008105,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008106,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008107,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008108,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008109,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008110,1008,1,91000001,金币,800000,0,1,0,0,1,0
1008111,1008,1,81000002,白银锻造币,12,0,1,0,0,1,0
1008112,1008,1,81000002,白银锻造币,12,0,1,0,0,1,0
1008113,1008,1,81000002,白银锻造币,12,0,1,0,0,1,0
1008114,1008,1,81000002,白银锻造币,12,0,1,0,0,1,0
1008115,1008,1,81000002,白银锻造币,12,0,1,0,0,1,0
1008201,1008,2,42010001,普通召唤卷,10,91000044,魔粉,1000,0,1,0
1008202,1008,2,91000002,钻石,400,91000044,魔粉,1000,0,1,0
1008203,1008,2,60630074,月影皮甲,1,91000044,魔粉,1000,0,1,0
1009101,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009102,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009103,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009104,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009105,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009106,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009107,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009108,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009109,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009110,1009,1,91000001,金币,1000000,0,1,0,0,1,0
1009111,1009,1,91000044,魔粉,500,0,1,0,0,1,0
1009112,1009,1,91000044,魔粉,500,0,1,0,0,1,0
1009113,1009,1,91000044,魔粉,500,0,1,0,0,1,0
1009114,1009,1,91000044,魔粉,500,0,1,0,0,1,0
1009115,1009,1,91000044,魔粉,500,0,1,0,0,1,0
1009116,1009,1,91000044,魔粉,500,0,1,0,0,1,0
1009117,1009,1,81000002,白银锻造币,20,0,1,0,0,1,0
1009118,1009,1,81000002,白银锻造币,20,0,1,0,0,1,0
1009119,1009,1,81000002,白银锻造币,20,0,1,0,0,1,0
1009201,1009,2,42010001,普通召唤卷,5,60110070,月影铸剑,1,0,1,0
1009202,1009,2,91000002,钻石,40000,60620070,月影皮盔,1,0,1,0
1009203,1009,2,42010001,普通召唤卷,5,60640072,月影皮靴,1,0,1,0
1009204,1009,2,60000005,神器·圣光十字,1,0,1,0,0,1,0
1010101,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010102,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010103,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010104,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010105,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010106,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010107,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010108,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010109,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010110,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010111,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010112,1010,1,91000001,金币,1000000,0,1,0,0,1,0
1010113,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010114,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010115,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010116,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010117,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010118,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010119,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010120,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010121,1010,1,91000044,魔粉,500,0,1,0,0,1,0
1010122,1010,1,81000002,白银锻造币,25,0,1,0,0,1,0
1010123,1010,1,81000002,白银锻造币,25,0,1,0,0,1,0
1010124,1010,1,81000002,白银锻造币,25,0,1,0,0,1,0
1010201,1010,2,42010002,阵营召唤卷,10,40000014,神圣神石,20,0,1,0
1010202,1010,2,91000002,钻石,40000,40000015,黎明神石,20,40000016,圣光神石,20
1011101,1011,1,91000001,金币,2000000,91000044,魔粉,600,0,1,0
1011102,1011,1,91000001,金币,2000000,91000044,魔粉,600,0,1,0
1011103,1011,1,91000001,金币,2000000,91000044,魔粉,600,0,1,0
1011104,1011,1,91000001,金币,2000000,91000044,魔粉,600,0,1,0
1011105,1011,1,91000001,金币,2000000,91000044,魔粉,600,0,1,0
1011106,1011,1,91000001,金币,2000000,91000044,魔粉,600,0,1,0
1011107,1011,1,91000001,金币,2000000,91000044,魔粉,600,0,1,0
1011108,1011,1,81000002,白银锻造币,20,0,1,0,0,1,0
1011109,1011,1,81000002,白银锻造币,20,0,1,0,0,1,0
1011110,1011,1,81000002,白银锻造币,20,0,1,0,0,1,0
1011111,1011,1,81000002,白银锻造币,20,0,1,0,0,1,0
1011112,1011,1,91000002,钻石,40000,0,1,0,0,1,0
1011201,1011,2,60000006,神器·古代晶石,1,60430072,天使的板甲,1,0,1,0
1011202,1011,2,42010002,阵营召唤卷,10,60420072,天使的战盔,1,0,0,0
1012101,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012102,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012103,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012104,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012105,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012106,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012107,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012108,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012109,1012,1,91000001,金币,2000000,0,1,0,0,1,0
1012110,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012111,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012112,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012113,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012114,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012115,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012116,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012117,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012118,1012,1,91000044,魔粉,500,0,1,0,0,1,0
1012119,1012,1,81000002,白银锻造币,15,0,1,0,0,1,0
1012120,1012,1,81000002,白银锻造币,15,0,1,0,0,1,0
1012121,1012,1,81000002,白银锻造币,15,0,1,0,0,1,0
1012122,1012,1,81000002,白银锻造币,15,0,1,0,0,1,0
1012123,1012,1,81000002,白银锻造币,15,0,1,0,0,1,0
1012124,1012,1,91000001,金币,2000000,0,0,0,0,0,0
1012125,1012,1,91000001,金币,2000000,0,0,0,0,0,0
1012126,1012,1,91000044,魔粉,500,0,0,0,0,0,0
1012127,1012,1,91000044,魔粉,500,0,0,0,0,0,0
1012128,1012,1,81000002,白银锻造币,15,0,0,0,0,0,0
1012129,1012,1,81000002,白银锻造币,15,0,0,0,0,0,0
1012201,1012,2,60000007,神器·真神之视,1,60530084,魔焰法袍,1,0,1,0
1012202,1012,2,42010002,阵营召唤卷,10,91000002,钻石,50000,0,1,0
1013101,1013,1,91000001,金币,6000000,0,1,0,0,1,0
1013102,1013,1,91000001,金币,6000000,0,1,0,0,1,0
1013103,1013,1,91000001,金币,6000000,0,1,0,0,1,0
1013104,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013105,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013106,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013107,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013108,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013109,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013110,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013111,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013112,1013,1,91000044,魔粉,500,0,1,0,0,1,0
1013113,1013,1,81000002,白银锻造币,75,0,1,0,0,1,0
1013201,1013,2,42010001,普通召唤卷,10,0,1,0,0,1,0
1013202,1013,2,60310083,魔焰巨杖,1,0,1,0,0,1,0
1014101,1014,1,91000001,金币,6000000,0,1,0,0,1,0
1014102,1014,1,91000001,金币,6000000,0,1,0,0,1,0
1014103,1014,1,91000001,金币,6000000,0,1,0,0,1,0
1014104,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014105,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014106,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014107,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014108,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014109,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014110,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014111,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014112,1014,1,81000002,白银锻造币,40,0,1,0,0,1,0
1014113,1014,1,91000044,魔粉,500,0,1,0,0,1,0
1014114,1014,1,81000002,白银锻造币,40,0,1,0,0,1,0
1014201,1014,2,60540083,魔焰布靴,1,0,1,0,0,1,0
1014202,1014,2,40000017,古代神石,30,0,1,0,0,1,0
1014203,1014,2,40000018,真神神石,30,0,0,0,0,0,0
1015101,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015102,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015103,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015104,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015105,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015106,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015107,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015108,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015109,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015110,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015111,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015112,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015113,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015114,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015115,1015,1,81000002,白银锻造币,5,0,1,0,0,1,0
1015116,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015117,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015118,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015119,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015120,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015121,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015122,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015123,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015124,1015,1,91000001,金币,2000000,0,1,0,0,1,0
1015125,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015126,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015127,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015128,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015129,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015130,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015131,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015132,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015133,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015134,1015,1,91000044,魔粉,500,0,1,0,0,1,0
1015201,1015,2,40000013,光辉神石,20,0,1,0,0,1,0
1015202,1015,2,60430083,崩山板甲,1,0,1,0,0,1,0
1015203,1015,2,40000014,神圣神石,20,0,1,0,0,1,0
1015204,1015,2,40000015,黎明神石,20,0,1,0,0,1,0
1015205,1015,2,40000016,圣光神石,20,0,1,0,0,1,0
1015206,1015,2,40000019,力量神石,1,0,1,0,0,1,0
1016101,1016,1,81000002,白银锻造币,7,0,1,0,0,1,0
1016102,1016,1,81000002,白银锻造币,8,0,1,0,0,1,0
1016103,1016,1,81000002,白银锻造币,15,0,1,0,0,1,0
1016104,1016,1,81000002,白银锻造币,15,0,1,0,0,1,0
1016105,1016,1,81000002,白银锻造币,15,0,1,0,0,1,0
1016106,1016,1,81000002,白银锻造币,15,0,1,0,0,1,0
1016107,1016,1,91000001,金币,3000000,0,1,0,0,1,0
1016108,1016,1,91000001,金币,3000000,0,1,0,0,1,0
1016109,1016,1,91000001,金币,3000000,0,1,0,0,1,0
1016110,1016,1,91000001,金币,3000000,0,1,0,0,1,0
1016111,1016,1,91000001,金币,3000000,0,1,0,0,1,0
1016112,1016,1,91000001,金币,3000000,0,1,0,0,1,0
1016113,1016,1,91000044,魔粉,500,0,1,0,0,1,0
1016114,1016,1,91000044,魔粉,500,0,1,0,0,1,0
1016115,1016,1,91000044,魔粉,500,0,1,0,0,1,0
1016116,1016,1,91000044,魔粉,500,0,1,0,0,1,0
1016117,1016,1,91000044,魔粉,500,0,1,0,0,1,0
1016201,1016,2,91000044,魔粉,2000,0,1,0,0,1,0
1016202,1016,2,40000020,敏捷神石,1,0,1,0,0,1,0
1016203,1016,2,40000021,智力神石,1,0,1,0,0,1,0
1016204,1016,2,42010001,普通召唤卷,10,0,0,0,0,0,0
1017101,1017,1,81000002,白银锻造币,10,0,0,0,0,0,0
1017102,1017,1,81000002,白银锻造币,10,0,0,0,0,0,0
1017103,1017,1,81000002,白银锻造币,10,0,0,0,0,0,0
1017104,1017,1,81000002,白银锻造币,10,0,0,0,0,0,0
1017105,1017,1,81000002,白银锻造币,10,0,0,0,0,0,0
1017106,1017,1,81000002,白银锻造币,10,0,0,0,0,0,0
1017107,1017,1,81000002,白银锻造币,10,0,0,0,0,0,0
1017108,1017,1,81000002,白银锻造币,10,0,0,0,0,0,0
1017109,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017110,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017111,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017112,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017113,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017114,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017115,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017116,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017117,1017,1,91000001,金币,3000000,0,0,0,0,0,0
1017118,1017,1,91000044,魔粉,500,0,0,0,0,0,0
1017119,1017,1,91000044,魔粉,500,0,0,0,0,0,0
1017120,1017,1,91000044,魔粉,500,0,0,0,0,0,0
1017121,1017,1,91000044,魔粉,500,0,0,0,0,0,0
1017122,1017,1,91000044,魔粉,500,0,0,0,0,0,0
1017123,1017,1,91000044,魔粉,500,0,0,0,0,0,0
1017124,1017,1,91000044,魔粉,500,0,0,0,0,0,0
1017125,1017,1,42010001,普通召唤卷,5,0,0,0,0,0,0
1017126,1017,1,42010001,普通召唤卷,5,0,0,0,0,0,0
1017201,1017,2,91000044,魔粉,2000,0,0,0,0,0,0
1017202,1017,2,42010002,阵营召唤卷,5,0,0,0,0,0,0
1017203,1017,2,42010002,阵营召唤卷,5,0,0,0,0,0,0
2001101,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001102,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001103,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001104,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001105,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001106,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001107,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001108,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001109,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001110,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001111,2001,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2001112,2001,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2001113,2001,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2001114,2001,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2001115,2001,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2001116,2001,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2001117,2001,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2001118,2001,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2001119,2001,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2001120,2001,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2001121,2001,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2001122,2001,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2001123,2001,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2001124,2001,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2001125,2001,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2001126,2001,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2001127,2001,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2001128,2001,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2001129,2001,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2001201,2001,2,91000002,钻石,77700,84100001,鞭炮,10,0,0,0
2001202,2001,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2001203,2001,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2001204,2001,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2001205,2001,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2002101,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002102,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002103,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002104,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002105,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002106,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002107,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002108,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002109,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002110,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002111,2002,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2002112,2002,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2002113,2002,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2002114,2002,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2002115,2002,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2002116,2002,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2002117,2002,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2002118,2002,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2002119,2002,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2002120,2002,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
