id,level,passid,name,Button_modle,islock,icon,storyid,index,arisetype,fly_x,fly_y,move_button_id,inclination,text,story_id,introduction_storyid
24,1,0,7日,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,7日,0,0
25,1,0,半月,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,半月,0,0
26,1,110104,首充,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,首充,0,0
27,1,0,聊天,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,聊天,0,0
28,1,0,变强,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,变强,0,0
29,1,110212,主塔,兼顾爬塔建筑开启,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,主塔,0,0
30,1,111140,塔1,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,塔1,0,0
31,1,111140,塔2,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,塔2,0,0
32,1,111140,塔3,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,塔3,0,0
33,1,111140,塔4,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,塔4,0,0
34,1,110312,悬赏,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,悬赏,0,0
35,1,110208,商店,兼顾商铺按钮开启,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,商铺,0,0
36,1,110220,公会商店,页签开启,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,公会商店,0,0
37,1,110208,遣散商店,页签开启,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,遣散商店,0,0
38,1,110208,地牢商店,页签开启,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,地牢商店,0,0
39,1,110920,高阶竞技场商店,页签开启,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,高阶竞技场商店,0,0
40,1,110701,佣兵,页签开启,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,佣兵,0,0
41,1,0,七日活动,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,七日活动,0,0
42,1,110220,公会,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,公会,0,0
43,1,0,玩家信息,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,玩家信息,0,0
44,1,110604,神器,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,神器,0,0
45,1,110604,神器强化,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,神器强化,0,0
46,1,110910,冒险通行证,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,勇者犒赏令,0,0
47,20,0,聊天打字,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,聊天打字,0,0
48,1,110101,自动功能,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,聊天打字,0,0
49,9999,0,加速,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,聊天打字,0,0
50,1,110104,暂停,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,聊天打字,0,0
51,1,111140,占星,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,占星【按钮显示】,0,0
52,1,111240,占星,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,占星【系统开启】,0,0
53,1,110540,编队,英雄的编队页签,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,英雄编组页签,0,0
54,1,110924,地牢困难模式开启,地牢困难模式开启,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,地牢困难模式开启,0,0
55,1,110112,集市/充值,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
56,1,110201,再次战斗,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
57,1,111740,周长任务最后一个奖励出现重铸卷,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
58,1,110201,下一关,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
59,1,110904,地牢关底奖励箭头消失条件,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
60,1,110324,快速挂机,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
61,1,111240,扭曲梦境,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
62,1,110840,生命之树,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
63,1,110840,职业分支,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
64,1,110228,地牢和爬塔弹人数不足提示，通过该关卡时就不弹提示了,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
65,1,110604,时光之巅,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
66,1,110620,奇境探险,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
67,1,110212,限时活动,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,限时活动,0,0
68,1,0,SVIP,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,限时活动,0,0
69,1,0,微信礼包,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,限时活动,0,0
70,1,119912,实名认证,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,限时活动,0,0
71,1,0,邀请好友,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,限时活动,0,0
72,1,110112,爵位,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,爵位,0,0
73,1,110108,我要变强,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,我要变强,0,0
74,1,0,转盘,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,转盘,0,0
75,1,110436,每日首充,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,每日首充,0,0
76,999,0,贵族福利,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,贵族福利,0,0
77,1,110104,特惠礼包,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,特惠礼包,0,0
78,1,0,冒险任务,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
79,1,0,爬塔任务,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
80,1,110212,郊外,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
81,1,110103,主城,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
82,1,110103,领主通行证,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
83,1,110103,新人有礼,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
84,1,110104,首充弹出,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
85,1,110104,热销礼包,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
86,1,110112,英雄集结,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
87,1,110112,新人有礼结束弹出,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,0,0,0
88,1,110306,特惠礼包弹出条件,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,特惠礼包弹出条件,0,0
89,50,0,特惠礼包特效消失,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,特惠礼包特效消失,0,0
90,1,0,主线战令,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,主线战令,0,0
91,1,110103,试炼之塔战令,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,试炼之塔战令,0,0
92,1,110103,英雄收藏家,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,英雄收藏家,0,0
93,1,110504,科技,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,科技,0,0
94,1,110112,2倍速功能开启条件,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,2倍速开启条件,0,0
95,1,110207,4倍速按钮显示在战斗中条件（仅仅显示，如果功能开了就开了）,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,4倍速显示条件,0,0
96,1,110103,月卡,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,图标显示,0,0
97,1,110112,暗域入侵,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,图标显示,0,0
98,1,0,登录送礼,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,图标显示,0,0
99,1,110112,星辰英雄,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,图标显示,0,0
100,1,110112,控制1023这个活动入口和相关广告弹出,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,控制1023这个活动入口和相关广告弹出,0,0
101,1,110216,控制羁绊一键激活按钮,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,控制羁绊一键激活按钮,0,0
102,1,110608,至尊竞技,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,仅用于判断是否可以加入,0,0
103,1,110224,四日登陆礼包,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,四日登陆礼包,0,0
104,1,110520,集合型活动,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,集合型活动,0,0
105,1,110112,次元召唤,主界面按钮,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,次元召唤,0,0
106,1,110304,关卡跳过,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,关卡跳过,0,0
107,1,110812,地牢随机商店,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,地牢随机商店,0,0
108,1,110604,荣誉商店,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,荣誉商店,0,0
109,1,110112,幻境时空,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,幻境时空（无双神将）,0,0
110,0,112003,魔宠契约,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,描述空,0,0
111,45,0,魔宠升星,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,描述空,0,0
112,50,0,魔宠洗练,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,描述空,0,0
113,55,0,魔宠进化,0,0,gnkq_zhengshou_hbss,0,0,0,0,0,0,0,描述空,0,0
