id,sort,mode,modetype,type,name,backicon,nameicon,dec,step,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,start,continued,cd,show,renovate,reset,status,button,buttontype,refresh,refresh_max,label,effect_show
101701,1,0,0,1017,新人有礼,0,新人有礼,0,1,0,42,12,0,0,0,11500601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1728000,0,0,0,0,1,4,0,0,0,0,0
101801,5,0,0,1018,贵族每日福利,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
101901,1,0,0,1019,特惠礼包,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86400000,0,0,0,0,1,4,0,0,0,0,0
102001,10,0,0,1020,主线令牌,0,0,购买后通关指定主线章节，可获得大量钻石奖励。,0,"46|45000",201,1,303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-03 05:00:00,691200,0,0,0,0,1,10,0,0,0,0,0
102101,15,0,0,1021,试炼之塔令牌,0,0,购买后通关指定塔层数，可获得大量钻石奖励。,0,"46|45000",201,1,304,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-03 05:00:00,691200,0,0,0,0,1,10,0,0,0,0,0
102701,19,8,8,1027,钻石累消,0,0,购买后消耗指定数量钻石，可获得钻石礼盒奖励。,0,"46|45000",201,1,305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-03 05:00:00,6912000,0,0,0,0,1,10,0,0,0,0,0
102201,1,0,0,1022,废弃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,691200,0,0,0,0,1,5,0,0,0,0,0
104001,22,0,0,1040,无敌小理财,0,0,充值领七天,0,充值领七天,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8553600,0,0,0,0,1,10,0,0,0,0,0
104002,22,0,0,1040,无敌理财,0,0,充值领七天,0,充值领七天,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8553600,0,0,0,0,1,10,0,0,0,0,0
104101,21,0,0,1041,福袋召唤,0,0,福袋召唤池,0,福袋召唤池,284,100,0,1,50100,30200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8553600,0,0,1,0,1,10,0,0,0,0,0
104102,21,0,0,1041,福袋召唤,0,0,福袋召唤池,0,福袋召唤池,284,500,0,1,0,30200101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8553600,0,0,1,0,1,10,0,0,0,0,0
104103,21,0,0,1041,福袋召唤,0,0,福袋召唤池,0,福袋召唤池,284,1000,0,1,0,30200101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8553600,0,0,1,0,1,10,0,0,0,0,0
110001,8,3,0,1100,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010001,1,42010002,1,0,0,0,0,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,0,1,0
110101,8,3,0,1101,限时礼包,box_public_mlys_02,0,30礼包,5,12,201,1,601,0,0,42010001,10,91000002,10000,13000002,60,0,0,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,0,1,0
110201,8,3,0,1102,限时礼包,box_public_mlys_02,0,30礼包,6,12,201,1,602,0,0,42010002,5,91000002,10000,13000002,60,0,0,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,1,1,0
110301,8,3,0,1103,限时礼包,box_public_mlys_02,0,30礼包,7,15,201,1,603,0,0,42010001,10,91000002,30000,30020028,1,30020029,1,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,1,1,0
110401,8,3,0,1104,限时礼包,box_public_mlys_02,0,30礼包,8,15,201,1,604,0,0,42010002,5,91000002,30000,30020030,1,30020031,1,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,1,1,0
110501,8,3,0,1105,限时礼包,box_public_mlys_02,0,68礼包,9,8,201,1,605,0,0,42010001,30,91000002,68000,91000041,100000,91000044,600,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,2,1,0
110601,8,3,0,1106,限时礼包,box_public_mlys_02,0,68礼包,10,10,201,1,611,0,0,42010002,10,91000002,68000,91000041,50000,91000044,1200,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,2,1,0
110701,8,3,0,1107,限时礼包,box_public_mlys_02,0,128礼包,11,7,201,1,612,0,0,42010001,50,91000002,128000,81000001,100,40000011,5,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,2,1,0
110801,8,3,0,1108,限时礼包,box_public_mlys_02,0,128礼包,12,7,201,1,613,0,0,42010002,30,91000002,128000,81000001,100,40000011,5,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,2,1,0
110901,8,3,0,1109,限时礼包,box_public_mlys_02,0,328礼包,13,7,201,1,614,0,0,42010001,100,91000002,198000,91000056,200,40000004,100,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,2,1,0
111001,8,3,0,1110,限时礼包,box_public_mlys_02,0,328礼包,14,8,201,1,615,0,0,42010002,50,91000002,198000,91000056,200,30020008,100,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,2,1,0
111101,8,3,0,1111,限时礼包,box_public_mlys_02,0,328礼包,15,6,201,1,621,0,0,42010001,100,91000002,328000,13000002,180,40000011,10,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,2,1,0
111201,8,3,0,1112,限时礼包,box_public_mlys_02,0,328礼包,16,6,201,1,622,0,0,42010002,50,91000002,328000,13000002,180,40000011,10,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,2,1,0
111301,8,3,0,1113,限时礼包,box_public_mlys_02,0,648礼包,17,6,201,1,623,0,0,42010003,30,91000002,648000,30200101,1,91000041,100000,0,0,0,0,0,0,0,0,2,518400,0,0,1,0,1,10,0,1,1,1,0
111401,8,3,0,1114,限时礼包,box_public_mlys_02,0,163礼包暗域精华礼包,2,0,201,1,631,0,0,83000001,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,432000,0,0,0,0,1,10,0,1,0,1,0
111501,8,3,0,1115,限时礼包,box_public_mlys_02,0,328礼包暗域精华礼包,3,0,201,1,632,0,0,83000001,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,432000,0,0,0,0,1,10,0,1,0,1,0
111601,8,3,0,1116,限时礼包,box_public_mlys_02,0,648礼包暗域精华礼包,4,0,201,1,633,0,0,83000001,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,432000,0,0,0,0,1,10,0,1,1,1,0
112001,8,3,0,1120,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010002,1,91000002,6000,0,0,0,0,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,0,1,0
112101,8,3,0,1121,限时礼包,box_public_mlys_02,0,648礼包,13,4,201,1,630,0,0,42010002,40,91000002,648000,0,0,0,0,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,14,1,0
112201,8,3,0,1122,限时礼包,box_public_mlys_02,0,30礼包,5,17,201,1,602,0,0,42010002,5,91000002,30000,40000003,20,0,0,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,0,1,0
112301,8,3,0,1123,限时礼包,box_public_mlys_02,0,68礼包,6,12,201,1,605,0,0,42010002,8,91000002,68000,40000003,60,0,0,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,2,1,0
112401,8,3,0,1124,限时礼包,box_public_mlys_02,0,128礼包,7,9,201,1,612,0,0,42010002,10,40000004,60,40000003,40,91000002,1280,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,0,1,0
112501,8,3,0,1125,限时礼包,box_public_mlys_02,0,168礼包,8,8,201,1,606,0,0,42010002,10,40000004,30,40000003,30,91000002,1680,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,2,1,0
112601,8,3,0,1126,限时礼包,box_public_mlys_02,0,198礼包,9,7,201,1,615,0,0,42010002,15,40000004,40,91000002,1980,0,0,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,2,1,0
112701,8,3,0,1127,限时礼包,box_public_mlys_02,0,328礼包,10,6,201,1,621,0,0,42010002,20,30020008,30,91000002,3280,0,0,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,9,1,0
112801,8,3,0,1128,限时礼包,box_public_mlys_02,0,648礼包,11,4,201,1,623,0,0,42010002,25,30020049,1,30020050,1,30020043,2,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,0,1,0
112901,8,3,0,1129,限时礼包,box_public_mlys_02,0,648礼包,12,4,201,1,629,0,0,42010002,50,30020051,1,30020052,1,30020043,2,0,0,0,0,0,0,0,0,8,604800,0,0,0,0,1,10,0,1,0,1,0
113001,8,3,0,1130,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010001,1,91000002,6000,0,0,0,0,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,0,1,0
113101,8,3,0,1131,限时礼包,box_public_mlys_02,0,30礼包,2,25,201,1,602,0,0,42010001,10,91000002,30000,81000002,16,81000001,500,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,0,1,0
113201,8,3,0,1132,限时礼包,box_public_mlys_02,0,68礼包,3,13,201,1,605,0,0,42010001,15,91000002,68000,30020038,1,30020039,1,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,1,1,0
113301,8,3,0,1133,限时礼包,box_public_mlys_02,0,128礼包,4,9,201,1,612,0,0,42010001,20,30020036,1,30020037,1,30000002,10,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,1,1,0
113401,8,3,0,1134,限时礼包,box_public_mlys_02,0,168礼包,5,7,201,1,606,0,0,42010001,20,91000002,168000,40000003,40,0,0,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,2,1,0
113501,8,3,0,1135,限时礼包,box_public_mlys_02,0,198礼包,6,6,201,1,615,0,0,42010001,25,91000002,198000,40000004,20,0,0,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,3,1,0
113601,8,3,0,1136,限时礼包,box_public_mlys_02,0,328礼包,7,5,201,1,621,0,0,42010001,40,91000056,200,40000004,20,0,0,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,3,1,0
113701,8,3,0,1137,限时礼包,box_public_mlys_02,0,648礼包,8,4,201,1,623,0,0,42010001,50,91000002,648000,30020045,5,30020008,30,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,4,1,0
113801,8,3,0,1138,限时礼包,box_public_mlys_02,0,648礼包,9,4,201,1,629,0,0,42010001,50,91000002,648000,30020044,1,91000056,400,0,0,0,0,0,0,0,0,15,604800,0,0,0,0,1,10,0,1,4,1,0
114001,8,3,0,1140,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010002,1,91000002,6000,0,0,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,0,1,0
114101,8,3,0,1141,限时礼包,box_public_mlys_02,0,648礼包,2,3,201,1,630,0,0,42010002,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,9,1,0
114201,8,3,0,1142,限时礼包,box_public_mlys_02,0,30礼包,3,22,201,1,602,0,0,42010002,5,81000002,15,30010002,6,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,0,1,0
114301,8,3,0,1143,限时礼包,box_public_mlys_02,0,68礼包,4,11,201,1,605,0,0,42010002,8,40000003,25,0,0,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,4,1,0
114401,8,3,0,1144,限时礼包,box_public_mlys_02,0,128礼包,5,8,201,1,612,0,0,42010002,10,40000004,30,0,0,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,4,1,0
114501,8,3,0,1145,限时礼包,box_public_mlys_02,0,168礼包,6,7,201,1,606,0,0,42010002,12,91000056,500,0,0,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,3,1,0
114601,8,3,0,1146,限时礼包,box_public_mlys_02,0,198礼包,7,7,201,1,615,0,0,42010002,10,82000001,5,0,0,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,3,1,0
114701,8,3,0,1147,限时礼包,box_public_mlys_02,0,328礼包,8,5,201,1,621,0,0,42010002,20,60310087,1,60520087,1,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,0,1,0
114801,8,3,0,1148,限时礼包,box_public_mlys_02,0,328礼包,9,5,201,1,628,0,0,42010002,20,60530087,1,60540087,1,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,0,1,0
114901,8,3,0,1149,限时礼包,box_public_mlys_02,0,648礼包,10,4,201,1,629,0,0,42010002,25,40000021,2,40000026,2,0,0,0,0,0,0,0,0,0,0,22,604800,0,0,0,0,1,10,0,1,0,1,0
115001,8,3,0,1150,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010001,1,91000002,6000,0,0,0,0,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,0,1,0
115101,8,3,0,1151,限时礼包,box_public_mlys_02,0,30礼包,2,25,201,1,602,0,0,42010001,10,91000002,30000,81000002,16,81000001,500,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,0,1,0
115201,8,3,0,1152,限时礼包,box_public_mlys_02,0,68礼包,3,13,201,1,605,0,0,42010001,15,91000002,68000,30020038,1,30020039,1,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,1,1,0
115301,8,3,0,1153,限时礼包,box_public_mlys_02,0,128礼包,4,9,201,1,612,0,0,42010001,20,30020036,1,30020037,1,30000002,10,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,1,1,0
115401,8,3,0,1154,限时礼包,box_public_mlys_02,0,168礼包,5,7,201,1,606,0,0,42010001,20,91000002,168000,40000003,40,0,0,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,2,1,0
115501,8,3,0,1155,限时礼包,box_public_mlys_02,0,198礼包,6,6,201,1,615,0,0,42010001,25,91000002,198000,40000004,20,0,0,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,3,1,0
115601,8,3,0,1156,限时礼包,box_public_mlys_02,0,328礼包,7,5,201,1,621,0,0,42010001,40,91000056,200,40000004,20,0,0,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,3,1,0
115701,8,3,0,1157,限时礼包,box_public_mlys_02,0,648礼包,8,4,201,1,623,0,0,42010001,50,91000002,648000,30020045,5,30020008,30,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,4,1,0
115801,8,3,0,1158,限时礼包,box_public_mlys_02,0,648礼包,9,4,201,1,629,0,0,42010001,50,91000002,648000,30020044,1,91000056,400,0,0,0,0,0,0,0,0,29,604800,0,0,0,0,1,10,0,1,4,1,0
116001,8,3,0,1160,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010002,1,91000002,6000,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,0,1,0
116101,8,3,0,1161,限时礼包,box_public_mlys_02,0,648礼包,2,3,201,1,630,0,0,42010002,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,9,1,0
116201,8,3,0,1162,限时礼包,box_public_mlys_02,0,30礼包,3,19,201,1,602,0,0,42010002,5,40000003,30,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,0,1,0
116301,8,3,0,1163,限时礼包,box_public_mlys_02,0,68礼包,4,12,201,1,605,0,0,42010002,8,40000003,40,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,4,1,0
116401,8,3,0,1164,限时礼包,box_public_mlys_02,0,128礼包,5,9,201,1,612,0,0,42010002,10,40000003,60,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,4,1,0
116501,8,3,0,1165,限时礼包,box_public_mlys_02,0,168礼包,6,7,201,1,606,0,0,42010002,10,91000056,700,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,3,1,0
116601,8,3,0,1166,限时礼包,box_public_mlys_02,0,198礼包,7,7,201,1,615,0,0,82000001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,3,1,0
116701,8,3,0,1167,限时礼包,box_public_mlys_02,0,328礼包,8,5,201,1,621,0,0,42010002,20,40000004,40,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,1,1,0
116801,8,3,0,1168,限时礼包,box_public_mlys_02,0,328礼包,9,5,201,1,628,0,0,42010002,20,30020008,32,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,1,1,0
116901,8,3,0,1169,限时礼包,box_public_mlys_02,0,648礼包,10,3,201,1,629,0,0,42010002,25,30020045,30,0,0,0,0,0,0,0,0,0,0,0,0,36,604800,0,0,0,0,1,10,0,1,1,1,0
117001,8,3,0,1170,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010001,1,91000002,6000,0,0,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,0,1,0
117101,8,3,0,1171,限时礼包,box_public_mlys_02,0,30礼包,2,23,201,1,602,0,0,42010001,8,91000002,30000,81000002,16,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,0,1,0
117201,8,3,0,1172,限时礼包,box_public_mlys_02,0,68礼包,3,13,201,1,605,0,0,42010001,15,40000003,50,0,0,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,0,1,0
117301,8,3,0,1173,限时礼包,box_public_mlys_02,0,128礼包,4,7,201,1,612,0,0,42010001,18,40000004,30,0,0,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,4,1,0
117401,8,3,0,1174,限时礼包,box_public_mlys_02,0,168礼包,5,6,201,1,606,0,0,42010001,20,91000002,168000,40000003,40,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,4,1,0
117501,8,3,0,1175,限时礼包,box_public_mlys_02,0,198礼包,6,6,201,1,615,0,0,42010001,25,91000002,198000,40000004,20,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,3,1,0
117601,8,3,0,1176,限时礼包,box_public_mlys_02,0,328礼包,7,5,201,1,621,0,0,42010001,40,91000056,600,0,0,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,3,1,0
117701,8,3,0,1177,限时礼包,box_public_mlys_02,0,648礼包,8,3,201,1,623,0,0,42010001,45,30020045,30,0,0,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,1,1,0
117801,8,3,0,1178,限时礼包,box_public_mlys_02,0,648礼包,9,4,201,1,629,0,0,42010001,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,604800,0,0,0,0,1,10,0,1,9,1,0
118001,8,3,0,1180,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010002,1,91000002,6000,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,0,1,0
118101,8,3,0,1181,限时礼包,box_public_mlys_02,0,648礼包,2,3,201,1,630,0,0,42010002,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,9,1,0
118201,8,3,0,1182,限时礼包,box_public_mlys_02,0,30礼包,3,19,201,1,602,0,0,42010002,5,40000003,30,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,0,1,0
118301,8,3,0,1183,限时礼包,box_public_mlys_02,0,68礼包,4,12,201,1,605,0,0,42010002,8,40000003,40,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,4,1,0
118401,8,3,0,1184,限时礼包,box_public_mlys_02,0,128礼包,5,9,201,1,612,0,0,42010002,10,40000003,60,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,4,1,0
118501,8,3,0,1185,限时礼包,box_public_mlys_02,0,168礼包,6,7,201,1,606,0,0,42010002,10,91000056,700,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,3,1,0
118601,8,3,0,1186,限时礼包,box_public_mlys_02,0,198礼包,7,7,201,1,615,0,0,42010002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,3,1,0
118701,8,3,0,1187,限时礼包,box_public_mlys_02,0,328礼包,8,5,201,1,621,0,0,42010002,20,40000004,40,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,1,1,0
118801,8,3,0,1188,限时礼包,box_public_mlys_02,0,328礼包,9,5,201,1,628,0,0,42010002,20,30020008,32,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,1,1,0
118901,8,3,0,1189,限时礼包,box_public_mlys_02,0,648礼包,10,3,201,1,629,0,0,42010002,25,30020045,30,0,0,0,0,0,0,0,0,0,0,0,0,50,604800,0,0,0,0,1,10,0,1,1,1,0
119001,8,3,0,1190,限时礼包,box_public_mlys_02,0,免费限时礼包,1,0,1,1,0,0,0,42010001,1,91000002,6000,0,0,0,0,0,0,0,0,0,0,0,0,57,604800,0,0,0,0,1,10,0,1,0,1,0
119101,8,3,0,1191,限时礼包,box_public_mlys_02,0,30礼包,2,23,201,1,602,0,0,42010001,8,91000002,30000,81000002,16,0,0,0,0,0,0,0,0,0,0,57,604800,0,0,0,0,1,10,0,1,0,1,0
119201,8,3,0,1192,限时礼包,box_public_mlys_02,0,68礼包,3,13,201,1,605,0,0,42010001,15,40000003,50,0,0,0,0,0,0,0,0,0,0,0,0,57,604800,0,0,0,0,1,10,0,1,0,1,0
119301,8,3,0,1193,限时礼包,box_public_mlys_02,0,128礼包,4,7,201,1,612,0,0,42010001,18,40000004,30,0,0,0,0,0,0,0,0,0,0,0,0,57,604800,0,0,0,0,1,10,0,1,4,1,0
119401,8,3,0,1194,限时礼包,box_public_mlys_02,0,168礼包,5,6,201,1,606,0,0,42010001,20,91000002,168000,40000003,40,0,0,0,0,0,0,0,0,0,0,57,604800,0,0,0,0,1,10,0,1,4,1,0
