id,gourp,level,type,parm1,parm2,parm3,parm4,attribute_type1,value1,attribute_type2,value2,player_level,cost_id,cost_num,complete_time,describe,label
131,361,2,0,0,0,0,0,108,150,99,75000,17,91000033,5000,1800,0,3
132,361,3,0,0,0,0,0,108,200,99,100000,19,91000033,12000,3600,0,3
133,361,4,0,0,0,0,0,108,250,99,125000,21,91000033,18000,5400,0,3
134,361,5,0,0,0,0,0,108,300,99,150000,23,91000033,0,0,0,3
135,461,0,0,0,0,0,0,108,0,99,0,0,91000033,24000,7200,0,4
136,461,1,0,0,0,0,0,108,50,99,25000,25,91000033,36000,10800,0,4
137,461,2,0,0,0,0,0,108,100,99,50000,27,91000033,48000,14400,0,4
138,461,3,0,0,0,0,0,108,150,99,75000,29,91000033,60000,18000,0,4
139,461,4,0,0,0,0,0,108,200,99,100000,31,91000033,72000,21600,0,4
140,461,5,0,0,0,0,0,108,270,99,135000,33,91000033,0,0,0,4
141,561,11,0,0,0,0,0,108,620,99,310000,35,91000033,120000,36000,0,5
142,561,12,0,0,0,0,0,108,670,99,335000,37,91000033,144000,43200,0,5
143,561,13,0,0,0,0,0,108,730,99,365000,39,91000033,168000,50400,0,5
144,561,14,0,0,0,0,0,108,790,99,395000,41,91000033,192000,57600,0,5
145,561,15,0,0,0,0,0,108,850,99,425000,43,91000033,228000,68400,0,5
146,561,16,0,0,0,0,0,108,910,99,455000,45,91000033,264000,79200,0,5
147,561,17,0,0,0,0,0,108,970,99,485000,47,91000033,300000,90000,0,5
148,561,18,0,0,0,0,0,108,1040,99,520000,49,91000033,336000,100800,0,5
149,561,19,0,0,0,0,0,108,1110,99,555000,51,91000033,372000,111600,0,5
150,561,20,0,0,0,0,0,108,1180,99,590000,53,91000033,420000,126000,0,5
151,561,21,0,0,0,0,0,108,1250,99,625000,55,91000033,468000,140400,0,5
152,561,22,0,0,0,0,0,108,1330,99,665000,57,91000033,516000,154800,0,5
153,561,23,0,0,0,0,0,108,1400,99,700000,59,91000033,564000,169200,0,5
154,561,24,0,0,0,0,0,108,1480,99,740000,61,91000033,612000,183600,0,5
155,561,25,0,0,0,0,0,108,1570,99,785000,63,91000033,660000,198000,0,5
156,561,26,0,0,0,0,0,108,1650,99,825000,65,91000033,708000,212400,0,5
157,561,27,0,0,0,0,0,108,1730,99,865000,67,91000033,756000,226800,0,5
158,561,28,0,0,0,0,0,108,1820,99,910000,69,91000033,804000,241200,0,5
159,561,29,0,0,0,0,0,108,1910,99,955000,71,91000033,852000,255600,0,5
160,561,30,0,0,0,0,0,108,2000,99,1000000,73,91000033,0,0,0,5
161,362,0,0,0,0,0,0,110,0,99,0,0,91000033,100,60,0,3
162,362,1,0,0,0,0,0,110,100,99,50000,0,91000033,500,600,0,3
163,362,2,0,0,0,0,0,110,150,99,75000,17,91000033,5000,1800,0,3
164,362,3,0,0,0,0,0,110,200,99,100000,19,91000033,12000,3600,0,3
165,362,4,0,0,0,0,0,110,250,99,125000,21,91000033,18000,5400,0,3
166,362,5,0,0,0,0,0,110,300,99,150000,23,91000033,0,0,0,3
167,462,0,0,0,0,0,0,110,0,99,0,0,91000033,24000,7200,0,4
168,462,1,0,0,0,0,0,110,50,99,25000,25,91000033,36000,10800,0,4
169,462,2,0,0,0,0,0,110,100,99,50000,27,91000033,48000,14400,0,4
170,462,3,0,0,0,0,0,110,150,99,75000,29,91000033,60000,18000,0,4
171,462,4,0,0,0,0,0,110,200,99,100000,31,91000033,72000,21600,0,4
172,462,5,0,0,0,0,0,110,270,99,135000,33,91000033,0,0,0,4
173,562,11,0,0,0,0,0,110,620,99,310000,35,91000033,120000,36000,0,5
174,562,12,0,0,0,0,0,110,670,99,335000,37,91000033,144000,43200,0,5
175,562,13,0,0,0,0,0,110,730,99,365000,39,91000033,168000,50400,0,5
176,562,14,0,0,0,0,0,110,790,99,395000,41,91000033,192000,57600,0,5
177,562,15,0,0,0,0,0,110,850,99,425000,43,91000033,228000,68400,0,5
178,562,16,0,0,0,0,0,110,910,99,455000,45,91000033,264000,79200,0,5
179,562,17,0,0,0,0,0,110,970,99,485000,47,91000033,300000,90000,0,5
180,562,18,0,0,0,0,0,110,1040,99,520000,49,91000033,336000,100800,0,5
181,562,19,0,0,0,0,0,110,1110,99,555000,51,91000033,372000,111600,0,5
182,562,20,0,0,0,0,0,110,1180,99,590000,53,91000033,420000,126000,0,5
183,562,21,0,0,0,0,0,110,1250,99,625000,55,91000033,468000,140400,0,5
184,562,22,0,0,0,0,0,110,1330,99,665000,57,91000033,516000,154800,0,5
185,562,23,0,0,0,0,0,110,1400,99,700000,59,91000033,564000,169200,0,5
186,562,24,0,0,0,0,0,110,1480,99,740000,61,91000033,612000,183600,0,5
187,562,25,0,0,0,0,0,110,1570,99,785000,63,91000033,660000,198000,0,5
188,562,26,0,0,0,0,0,110,1650,99,825000,65,91000033,708000,212400,0,5
189,562,27,0,0,0,0,0,110,1730,99,865000,67,91000033,756000,226800,0,5
190,562,28,0,0,0,0,0,110,1820,99,910000,69,91000033,804000,241200,0,5
191,562,29,0,0,0,0,0,110,1910,99,955000,71,91000033,852000,255600,0,5
192,562,30,0,0,0,0,0,110,2000,99,1000000,73,91000033,0,0,0,5
193,363,0,0,0,0,0,0,130,0,99,0,0,91000033,100,60,0,3
194,363,1,0,0,0,0,0,130,100,99,50000,0,91000033,500,600,0,3
195,363,2,0,0,0,0,0,130,150,99,75000,17,91000033,5000,1800,0,3
196,363,3,0,0,0,0,0,130,200,99,100000,19,91000033,12000,3600,0,3
197,363,4,0,0,0,0,0,130,250,99,125000,21,91000033,18000,5400,0,3
198,363,5,0,0,0,0,0,130,300,99,150000,23,91000033,0,0,0,3
199,463,0,0,0,0,0,0,130,0,99,0,0,91000033,24000,7200,0,4
200,463,1,0,0,0,0,0,130,50,99,25000,25,91000033,36000,10800,0,4
201,463,2,0,0,0,0,0,130,100,99,50000,27,91000033,48000,14400,0,4
202,463,3,0,0,0,0,0,130,150,99,75000,29,91000033,60000,18000,0,4
203,463,4,0,0,0,0,0,130,200,99,100000,31,91000033,72000,21600,0,4
204,463,5,0,0,0,0,0,130,270,99,135000,33,91000033,0,0,0,4
205,563,11,0,0,0,0,0,130,620,99,310000,35,91000033,120000,36000,0,5
206,563,12,0,0,0,0,0,130,670,99,335000,37,91000033,144000,43200,0,5
207,563,13,0,0,0,0,0,130,730,99,365000,39,91000033,168000,50400,0,5
208,563,14,0,0,0,0,0,130,790,99,395000,41,91000033,192000,57600,0,5
209,563,15,0,0,0,0,0,130,850,99,425000,43,91000033,228000,68400,0,5
210,563,16,0,0,0,0,0,130,910,99,455000,45,91000033,264000,79200,0,5
211,563,17,0,0,0,0,0,130,970,99,485000,47,91000033,300000,90000,0,5
212,563,18,0,0,0,0,0,130,1040,99,520000,49,91000033,336000,100800,0,5
213,563,19,0,0,0,0,0,130,1110,99,555000,51,91000033,372000,111600,0,5
214,563,20,0,0,0,0,0,130,1180,99,590000,53,91000033,420000,126000,0,5
215,563,21,0,0,0,0,0,130,1250,99,625000,55,91000033,468000,140400,0,5
216,563,22,0,0,0,0,0,130,1330,99,665000,57,91000033,516000,154800,0,5
217,563,23,0,0,0,0,0,130,1400,99,700000,59,91000033,564000,169200,0,5
218,563,24,0,0,0,0,0,130,1480,99,740000,61,91000033,612000,183600,0,5
219,563,25,0,0,0,0,0,130,1570,99,785000,63,91000033,660000,198000,0,5
220,563,26,0,0,0,0,0,130,1650,99,825000,65,91000033,708000,212400,0,5
221,563,27,0,0,0,0,0,130,1730,99,865000,67,91000033,756000,226800,0,5
222,563,28,0,0,0,0,0,130,1820,99,910000,69,91000033,804000,241200,0,5
223,563,29,0,0,0,0,0,130,1910,99,955000,71,91000033,852000,255600,0,5
224,563,30,0,0,0,0,0,130,2000,99,1000000,73,91000033,0,0,0,5
225,471,0,0,0,0,0,0,38,0,99,0,0,91000033,100,60,0,4
226,471,1,0,0,0,0,0,38,300,99,150000,0,91000033,500,600,0,4
227,471,2,0,0,0,0,0,38,400,99,200000,17,91000033,5000,1800,0,4
228,471,3,0,0,0,0,0,38,500,99,250000,19,91000033,12000,3600,0,4
229,471,4,0,0,0,0,0,38,600,99,300000,21,91000033,18000,5400,0,4
230,471,5,0,0,0,0,0,38,700,99,350000,23,91000033,0,0,0,4
231,471,6,0,0,0,0,0,38,800,99,400000,25,91000033,36000,10800,0,4
232,471,7,0,0,0,0,0,38,900,99,450000,27,91000033,48000,14400,0,4
233,471,8,0,0,0,0,0,38,1000,99,500000,29,91000033,60000,18000,0,4
234,471,9,0,0,0,0,0,38,1100,99,550000,31,91000033,72000,21600,0,4
235,471,10,0,0,0,0,0,38,1220,99,610000,33,91000033,0,0,0,4
236,571,11,0,0,0,0,0,38,1380,99,690000,35,91000033,120000,36000,0,5
237,571,12,0,0,0,0,0,38,1550,99,775000,37,91000033,144000,43200,0,5
238,571,13,0,0,0,0,0,38,1740,99,870000,39,91000033,168000,50400,0,5
239,571,14,0,0,0,0,0,38,1930,99,965000,41,91000033,192000,57600,0,5
240,571,15,0,0,0,0,0,38,2130,99,1065000,43,91000033,228000,68400,0,5
241,571,16,0,0,0,0,0,38,2340,99,1170000,45,91000033,264000,79200,0,5
242,571,17,0,0,0,0,0,38,2550,99,1275000,47,91000033,300000,90000,0,5
243,571,18,0,0,0,0,0,38,2780,99,1390000,49,91000033,336000,100800,0,5
244,571,19,0,0,0,0,0,38,3010,99,1505000,51,91000033,372000,111600,0,5
245,571,20,0,0,0,0,0,38,3250,99,1625000,53,91000033,420000,126000,0,5
246,571,21,0,0,0,0,0,38,3490,99,1745000,55,91000033,468000,140400,0,5
247,571,22,0,0,0,0,0,38,3740,99,1870000,57,91000033,516000,154800,0,5
248,571,23,0,0,0,0,0,38,4000,99,2000000,59,91000033,564000,169200,0,5
249,571,24,0,0,0,0,0,38,4270,99,2135000,61,91000033,612000,183600,0,5
250,571,25,0,0,0,0,0,38,4540,99,2270000,63,91000033,660000,198000,0,5
251,571,26,0,0,0,0,0,38,4820,99,2410000,65,91000033,708000,212400,0,5
252,571,27,0,0,0,0,0,38,5110,99,2555000,67,91000033,756000,226800,0,5
253,571,28,0,0,0,0,0,38,5400,99,2700000,69,91000033,804000,241200,0,5
254,571,29,0,0,0,0,0,38,5700,99,2850000,71,91000033,852000,255600,0,5
255,571,30,0,0,0,0,0,38,6000,99,3000000,73,91000033,0,0,0,5
256,472,0,0,0,0,0,0,39,0,99,0,0,91000033,100,60,0,4
257,472,1,0,0,0,0,0,39,300,99,150000,0,91000033,500,600,0,4
258,472,2,0,0,0,0,0,39,400,99,200000,17,91000033,5000,1800,0,4
259,472,3,0,0,0,0,0,39,500,99,250000,19,91000033,12000,3600,0,4
260,472,4,0,0,0,0,0,39,600,99,300000,21,91000033,18000,5400,0,4
261,472,5,0,0,0,0,0,39,700,99,350000,23,91000033,0,0,0,4
262,472,6,0,0,0,0,0,39,800,99,400000,25,91000033,36000,10800,0,4
263,472,7,0,0,0,0,0,39,900,99,450000,27,91000033,48000,14400,0,4
264,472,8,0,0,0,0,0,39,1000,99,500000,29,91000033,60000,18000,0,4
265,472,9,0,0,0,0,0,39,1100,99,550000,31,91000033,72000,21600,0,4
266,472,10,0,0,0,0,0,39,1220,99,610000,33,91000033,0,0,0,4
267,572,11,0,0,0,0,0,39,1380,99,690000,35,91000033,120000,36000,0,5
268,572,12,0,0,0,0,0,39,1550,99,775000,37,91000033,144000,43200,0,5
269,572,13,0,0,0,0,0,39,1740,99,870000,39,91000033,168000,50400,0,5
270,572,14,0,0,0,0,0,39,1930,99,965000,41,91000033,192000,57600,0,5
271,572,15,0,0,0,0,0,39,2130,99,1065000,43,91000033,228000,68400,0,5
272,572,16,0,0,0,0,0,39,2340,99,1170000,45,91000033,264000,79200,0,5
273,572,17,0,0,0,0,0,39,2550,99,1275000,47,91000033,300000,90000,0,5
274,572,18,0,0,0,0,0,39,2780,99,1390000,49,91000033,336000,100800,0,5
275,572,19,0,0,0,0,0,39,3010,99,1505000,51,91000033,372000,111600,0,5
276,572,20,0,0,0,0,0,39,3250,99,1625000,53,91000033,420000,126000,0,5
277,572,21,0,0,0,0,0,39,3490,99,1745000,55,91000033,468000,140400,0,5
278,572,22,0,0,0,0,0,39,3740,99,1870000,57,91000033,516000,154800,0,5
279,572,23,0,0,0,0,0,39,4000,99,2000000,59,91000033,564000,169200,0,5
280,572,24,0,0,0,0,0,39,4270,99,2135000,61,91000033,612000,183600,0,5
281,572,25,0,0,0,0,0,39,4540,99,2270000,63,91000033,660000,198000,0,5
282,572,26,0,0,0,0,0,39,4820,99,2410000,65,91000033,708000,212400,0,5
283,572,27,0,0,0,0,0,39,5110,99,2555000,67,91000033,756000,226800,0,5
284,572,28,0,0,0,0,0,39,5400,99,2700000,69,91000033,804000,241200,0,5
285,572,29,0,0,0,0,0,39,5700,99,2850000,71,91000033,852000,255600,0,5
286,572,30,0,0,0,0,0,39,6000,99,3000000,73,91000033,0,0,0,5
287,473,0,0,0,0,0,0,88,0,99,0,0,91000033,100,60,0,4
288,473,1,0,0,0,0,0,88,300,99,150000,0,91000033,500,600,0,4
289,473,2,0,0,0,0,0,88,400,99,200000,17,91000033,5000,1800,0,4
290,473,3,0,0,0,0,0,88,500,99,250000,19,91000033,12000,3600,0,4
291,473,4,0,0,0,0,0,88,600,99,300000,21,91000033,18000,5400,0,4
292,473,5,0,0,0,0,0,88,700,99,350000,23,91000033,0,0,0,4
293,473,6,0,0,0,0,0,88,800,99,400000,25,91000033,36000,10800,0,4
294,473,7,0,0,0,0,0,88,900,99,450000,27,91000033,48000,14400,0,4
295,473,8,0,0,0,0,0,88,1000,99,500000,29,91000033,60000,18000,0,4
296,473,9,0,0,0,0,0,88,1100,99,550000,31,91000033,72000,21600,0,4
297,473,10,0,0,0,0,0,88,1220,99,610000,33,91000033,0,0,0,4
298,573,11,0,0,0,0,0,88,1380,99,690000,35,91000033,120000,36000,0,5
299,573,12,0,0,0,0,0,88,1550,99,775000,37,91000033,144000,43200,0,5
300,573,13,0,0,0,0,0,88,1740,99,870000,39,91000033,168000,50400,0,5
301,573,14,0,0,0,0,0,88,1930,99,965000,41,91000033,192000,57600,0,5
302,573,15,0,0,0,0,0,88,2130,99,1065000,43,91000033,228000,68400,0,5
303,573,16,0,0,0,0,0,88,2340,99,1170000,45,91000033,264000,79200,0,5
304,573,17,0,0,0,0,0,88,2550,99,1275000,47,91000033,300000,90000,0,5
305,573,18,0,0,0,0,0,88,2780,99,1390000,49,91000033,336000,100800,0,5
306,573,19,0,0,0,0,0,88,3010,99,1505000,51,91000033,372000,111600,0,5
307,573,20,0,0,0,0,0,88,3250,99,1625000,53,91000033,420000,126000,0,5
308,573,21,0,0,0,0,0,88,3490,99,1745000,55,91000033,468000,140400,0,5
309,573,22,0,0,0,0,0,88,3740,99,1870000,57,91000033,516000,154800,0,5
310,573,23,0,0,0,0,0,88,4000,99,2000000,59,91000033,564000,169200,0,5
311,573,24,0,0,0,0,0,88,4270,99,2135000,61,91000033,612000,183600,0,5
312,573,25,0,0,0,0,0,88,4540,99,2270000,63,91000033,660000,198000,0,5
313,573,26,0,0,0,0,0,88,4820,99,2410000,65,91000033,708000,212400,0,5
314,573,27,0,0,0,0,0,88,5110,99,2555000,67,91000033,756000,226800,0,5
315,573,28,0,0,0,0,0,88,5400,99,2700000,69,91000033,804000,241200,0,5
316,573,29,0,0,0,0,0,88,5700,99,2850000,71,91000033,852000,255600,0,5
317,573,30,0,0,0,0,0,88,6000,99,3000000,73,91000033,0,0,0,5
318,481,0,0,0,0,0,0,41,0,99,0,0,91000033,100,60,0,4
319,481,1,0,0,0,0,0,41,300,99,150000,0,91000033,500,600,0,4
320,481,2,0,0,0,0,0,41,400,99,200000,17,91000033,5000,1800,0,4
321,481,3,0,0,0,0,0,41,500,99,250000,19,91000033,12000,3600,0,4
322,481,4,0,0,0,0,0,41,600,99,300000,21,91000033,18000,5400,0,4
323,481,5,0,0,0,0,0,41,700,99,350000,23,91000033,0,0,0,4
324,481,6,0,0,0,0,0,41,800,99,400000,25,91000033,36000,10800,0,4
325,481,7,0,0,0,0,0,41,900,99,450000,27,91000033,48000,14400,0,4
326,481,8,0,0,0,0,0,41,1000,99,500000,29,91000033,60000,18000,0,4
327,481,9,0,0,0,0,0,41,1100,99,550000,31,91000033,72000,21600,0,4
328,481,10,0,0,0,0,0,41,1220,99,610000,33,91000033,0,0,0,4
329,581,11,0,0,0,0,0,41,1380,99,690000,35,91000033,120000,36000,0,5
330,581,12,0,0,0,0,0,41,1550,99,775000,37,91000033,144000,43200,0,5
331,581,13,0,0,0,0,0,41,1740,99,870000,39,91000033,168000,50400,0,5
332,581,14,0,0,0,0,0,41,1930,99,965000,41,91000033,192000,57600,0,5
333,581,15,0,0,0,0,0,41,2130,99,1065000,43,91000033,228000,68400,0,5
334,581,16,0,0,0,0,0,41,2340,99,1170000,45,91000033,264000,79200,0,5
335,581,17,0,0,0,0,0,41,2550,99,1275000,47,91000033,300000,90000,0,5
