id,w,h,backdata,mapdata,scenedata,enemyplace,heropoint,pngid,mapdown,mapup
110304,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110304.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110305,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110305.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110306,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110306.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110307,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110307.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110308,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110308.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110309,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110309.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110310,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110310.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110401,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110401.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110402,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110402.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110403,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110403.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110404,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110404.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110405,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110405.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110406,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110406.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110407,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110407.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110408,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110408.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110409,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110409.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110410,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110410.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
110501,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110501.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110502,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110502.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110503,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110503.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110504,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110504.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110505,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110505.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110506,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110506.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110507,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110507.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110508,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110508.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110509,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110509.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110510,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110510.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110601,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110601.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110602,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110602.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110603,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110603.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110604,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110604.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110605,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110605.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110606,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110606.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110607,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110607.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110608,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110608.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110609,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110609.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110610,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110610.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110701,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110701.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110702,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110702.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110703,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110703.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110704,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110704.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110705,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110705.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110706,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110706.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110707,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110707.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110708,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110708.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110709,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110709.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110710,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110710.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
110801,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110801.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110802,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110802.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110803,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110803.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110804,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110804.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110805,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110805.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110806,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110806.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110807,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110807.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110808,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110808.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110809,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110809.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110810,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110810.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
110901,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110901.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110902,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110902.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110903,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110903.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110904,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110904.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110905,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110905.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110906,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110906.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110907,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110907.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110908,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110908.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110909,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110909.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
110910,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace110910.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
111001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111001.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111002,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111002.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111003,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111003.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111004,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111004.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111005,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111005.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111006,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111006.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111007,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111007.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111008,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111008.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111009,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111009.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111010,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111010.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111101,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111101.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111102,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111102.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111103,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111103.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111104,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111104.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111105,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111105.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111106,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111106.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111107,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111107.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111108,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111108.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111109,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111109.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111110,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111110.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111201,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111201.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111202,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111202.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111203,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111203.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111204,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111204.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111205,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111205.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111206,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111206.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111207,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111207.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111208,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111208.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111209,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111209.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111210,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111210.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111301,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111301.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111302,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111302.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111303,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111303.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111304,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111304.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111305,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111305.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111306,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111306.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111307,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111307.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111308,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111308.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111309,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111309.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111310,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111310.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
111401,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111401.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111402,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111402.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111403,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111403.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111404,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111404.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111405,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111405.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111406,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111406.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111407,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111407.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111408,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111408.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111409,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111409.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111410,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111410.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111501,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111501.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111502,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111502.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111503,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111503.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111504,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111504.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111505,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111505.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111506,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111506.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111507,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111507.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111508,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111508.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111509,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111509.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111510,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111510.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111601,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111601.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111602,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111602.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111603,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111603.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111604,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111604.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111605,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111605.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111606,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111606.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111607,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111607.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111608,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111608.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111609,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111609.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111610,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111610.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
111701,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111701.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111702,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111702.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111703,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111703.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111704,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111704.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111705,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111705.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111706,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111706.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111707,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111707.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111708,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111708.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111709,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111709.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111710,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111710.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111801,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111801.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111802,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111802.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111803,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111803.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111804,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111804.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111805,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111805.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111806,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111806.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111807,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111807.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111808,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111808.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111809,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111809.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111810,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111810.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111901,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111901.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111902,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111902.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111903,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111903.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111904,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111904.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111905,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111905.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111906,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111906.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111907,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111907.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111908,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111908.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111909,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111909.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
111910,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace111910.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
