mapid,column,numberofplies,difficulty,element,isshow,name,difficulty_coefficient,prize1,num1,prize2,num2,prize3,num3,prize4,num4,intr,intr2
1,4_1,3,2,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
1,4_2,3,2,5,1,商人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
1,5_1,3,2,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,5_2,3,2,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,5_3,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,6_1,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,6_2,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,7_1,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,7_2,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,7_3,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,8_1,3,2,10,1,宝藏守卫,180000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
1,8_2,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,9_1,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,9_2,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,9_3,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
1,10_1,3,2,8,1,神秘人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
1,10_2,3,2,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
1,11_1,3,2,4,1,BOSS,150000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,1_1,1,1,1,0,起点,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,2_1,1,1,6,1,灵魂马车,10000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,2_2,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_1,1,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_2,1,1,6,1,灵魂马车,10000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,3_3,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,4_1,1,1,6,1,灵魂马车,10000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,4_2,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,5_1,1,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,5_2,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,5_3,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,6_1,1,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,6_2,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_1,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_2,1,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_3,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,8_1,1,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,8_2,1,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,9_1,1,1,6,1,灵魂马车,11000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,9_2,1,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,9_3,1,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,10_1,1,1,8,1,神秘人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,10_2,1,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,11_1,1,1,4,1,BOSS,150000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,1_1,2,1,1,0,起点,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,2_1,2,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,2_2,2,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_1,2,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_2,2,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_3,2,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,4_1,2,1,6,1,灵魂马车,12000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,4_2,2,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,5_1,2,1,5,1,商人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,5_2,2,1,6,1,灵魂马车,12000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,5_3,2,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,6_1,2,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,6_2,2,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_1,2,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_2,2,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,7_3,2,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,8_1,2,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,8_2,2,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,9_1,2,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,9_2,2,1,6,1,灵魂马车,13000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,9_3,2,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,10_1,2,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,10_2,2,1,8,1,神秘人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,11_1,2,1,4,1,BOSS,150000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,1_1,3,1,1,0,起点,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,2_1,3,1,8,1,神秘人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,2_2,3,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,3_1,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_2,3,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_3,3,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,4_1,3,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,4_2,3,1,5,1,商人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,5_1,3,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,5_2,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,5_3,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,6_1,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,6_2,3,1,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_1,3,1,8,1,神秘人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,7_2,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_3,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,8_1,3,1,6,1,灵魂马车,15000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,8_2,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,9_1,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,9_2,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,9_3,3,1,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,10_1,3,1,8,1,神秘人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,10_2,3,1,7,1,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,11_1,3,1,4,1,BOSS,150000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,1_1,3,2,1,0,起点,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,2_1,3,2,8,0,神秘人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,2_2,3,2,7,0,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,3_1,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_2,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,3_3,3,2,9,0,邪恶马车,150000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,4_1,3,2,5,0,商人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,4_2,3,2,7,0,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,5_1,3,2,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,5_2,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,5_3,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,6_1,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,6_2,3,2,2,0,普通怪,8000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_1,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_2,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,7_3,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,8_1,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,8_2,3,2,10,0,宝藏守卫,180000,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,9_1,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,9_2,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,9_3,3,2,3,0,精英怪,12500,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
2,10_1,3,2,7,0,温泉,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,10_2,3,2,8,0,神秘人,0,0,0,0,0,0,0,0,0,这是一段描述,另外的描述
2,11_1,3,2,4,0,BOSS,150000,91000001,150,91000002,300,91000001,150,91000002,300,这是一段描述,另外的描述
