id,item1,num1,item2,num2,item3,num3,item4,num4
10032,91000002,10000,91000001,300000,76000003,50,42600106,1
10033,91000002,10000,91000001,300000,76000003,50,42600101,1
10034,91000002,10000,91000001,300000,76000003,50,42600104,1
10035,91000002,10000,91000001,300000,76000003,50,42600102,1
10036,91000002,10000,91000001,300000,76000003,50,42600105,1
10037,91000002,10000,91000001,300000,76000003,50,42600103,1
10038,91000002,10000,91000001,300000,76000003,50,42600106,1
10039,91000002,10000,91000001,300000,76000003,50,42600101,1
10040,91000002,10000,91000001,300000,76000003,50,42600104,1
10041,91000002,10000,91000001,300000,76000003,50,42600102,1
10042,91000002,10000,91000001,300000,76000003,50,42600105,1
10043,91000002,10000,91000001,300000,76000003,50,42600103,1
10044,91000002,10000,91000001,300000,76000003,50,42600106,1
10045,91000002,10000,91000001,300000,76000003,50,42600101,1
10046,91000002,10000,91000001,300000,76000003,50,42600104,1
10047,91000002,10000,91000001,300000,76000003,50,42600102,1
10048,91000002,10000,91000001,300000,76000003,50,42600105,1
10049,91000002,10000,91000001,300000,76000003,50,42600103,1
10050,91000002,10000,91000001,300000,76000003,50,42600106,1
10051,91000002,10000,91000001,300000,76000003,50,42600101,1
10052,91000002,10000,91000001,300000,76000003,50,42600104,1
10053,91000002,10000,91000001,300000,76000003,50,42600102,1
10054,91000002,10000,91000001,300000,76000003,50,42600105,1
10055,91000002,10000,91000001,300000,76000003,50,42600103,1
10056,91000002,10000,91000001,300000,76000003,50,42600106,1
10057,91000002,10000,91000001,300000,76000003,50,42600101,1
10058,91000002,10000,91000001,300000,76000003,50,42600104,1
10059,91000002,10000,91000001,300000,76000003,50,42600102,1
10060,91000002,10000,91000001,300000,76000003,50,42600105,1
10061,91000002,10000,91000001,300000,76000003,50,42600103,1
10062,91000002,10000,91000001,300000,76000003,50,42600106,1
10063,91000002,10000,91000001,300000,76000003,50,42600101,1
10064,91000002,10000,91000001,300000,76000003,50,42600104,1
10065,91000002,10000,91000001,300000,76000003,50,42600102,1
10066,91000002,10000,91000001,300000,76000003,50,42600105,1
10067,91000002,10000,91000001,300000,76000003,50,42600103,1
10068,91000002,10000,91000001,300000,76000003,50,42600106,1
10069,91000002,10000,91000001,300000,76000003,50,42600101,1
10070,91000002,10000,91000001,300000,76000003,50,42600104,1
10071,91000002,10000,91000001,300000,76000003,50,42600102,1
10072,91000002,10000,91000001,300000,76000003,50,42600105,1
10073,91000002,10000,91000001,300000,76000003,50,42600103,1
10074,91000002,10000,91000001,300000,76000003,50,42600106,1
10075,91000002,10000,91000001,300000,76000003,50,42600101,1
10076,91000002,10000,91000001,300000,76000003,50,42600104,1
10077,91000002,10000,91000001,300000,76000003,50,42600102,1
10078,91000002,10000,91000001,300000,76000003,50,42600105,1
10079,91000002,10000,91000001,300000,76000003,50,42600103,1
10080,91000002,10000,91000001,300000,76000003,50,42600106,1
10081,91000002,10000,91000001,300000,76000003,50,42600101,1
10082,91000002,10000,91000001,300000,76000003,50,42600104,1
10083,91000002,10000,91000001,300000,76000003,50,42600102,1
10084,91000002,10000,91000001,300000,76000003,50,42600105,1
10085,91000002,10000,91000001,300000,76000003,50,42600103,1
10086,91000002,10000,91000001,300000,76000003,50,42600106,1
10087,91000002,10000,91000001,300000,76000003,50,42600101,1
10088,91000002,10000,91000001,300000,76000003,50,42600104,1
10089,91000002,10000,91000001,300000,76000003,50,42600102,1
10090,91000002,10000,91000001,300000,76000003,50,42600105,1
30001,91000002,5000,91000001,50000,12400601,30,0,0
30002,91000002,10000,91000001,50000,12101001,30,0,0
30003,91000002,10000,91000001,100000,12400701,30,0,0
30004,91000002,15000,91000001,100000,12300801,60,0,0
30005,91000002,15000,91000001,150000,12400901,60,0,0
30006,91000002,20000,91000001,150000,12300301,60,0,0
30007,91000002,20000,91000001,200000,12100801,10,0,0
30008,91000002,30000,91000001,200000,12300501,10,0,0
30009,91000002,30000,91000001,250000,12100301,10,0,0
30010,91000002,40000,91000001,250000,12100101,10,0,0
30011,91000002,40000,91000001,300000,12100901,10,0,0
30012,91000002,50000,91000001,300000,12400801,10,0,0
30013,91000002,50000,91000001,350000,12100201,10,0,0
30014,91000002,60000,91000001,350000,12100701,10,0,0
30015,91000002,60000,91000001,400000,12100501,10,0,0
30016,91000002,70000,91000001,400000,12300601,10,0,0
30017,91000002,70000,91000001,450000,12400901,10,0,0
30018,91000002,80000,91000001,450000,12300301,10,0,0
30019,91000002,80000,91000001,500000,12100801,10,0,0
30020,91000002,90000,91000001,500000,12400901,10,0,0
30021,91000002,90000,91000001,600000,12300301,10,0,0
30022,91000002,100000,91000001,700000,12100801,10,0,0
130101,12100801,2,91000002,10,41000001,1,0,0
130102,12100801,2,91000002,10,41000001,1,0,0
130103,12100801,2,91000002,10,41000001,1,0,0
130201,12100801,2,91000002,10,41000001,1,0,0
130202,12100801,2,91000002,10,41000001,1,0,0
130203,12100801,2,91000002,10,41000001,1,0,0
130301,12100801,2,91000002,10,41000001,1,0,0
130302,12100801,2,91000002,10,41000001,1,0,0
130303,12100801,2,91000002,10,41000001,1,0,0
130401,12100801,2,91000002,10,41000001,1,0,0
130402,12100801,2,91000002,10,41000001,1,0,0
130403,12100801,2,91000002,10,41000001,1,0,0
130501,12100801,2,91000002,10,41000001,1,0,0
130502,12100801,2,91000002,10,41000001,1,0,0
130503,12100801,2,91000002,10,41000001,1,0,0
130601,12100801,2,91000002,10,41000001,1,0,0
130602,12100801,2,91000002,10,41000001,1,0,0
130603,12100801,2,91000002,10,41000001,1,0,0
130701,12100801,2,91000002,10,41000001,1,0,0
130702,12100801,2,91000002,10,41000001,1,0,0
130703,12100801,2,91000002,10,41000001,1,0,0
130801,12100801,2,91000002,10,41000001,1,0,0
130802,12100801,2,91000002,10,41000001,1,0,0
130803,12100801,2,91000002,10,41000001,1,0,0
130901,12100801,2,91000002,10,41000001,1,0,0
130902,12100801,2,91000002,10,41000001,1,0,0
130903,12100801,2,91000002,10,41000001,1,0,0
131001,12100801,2,91000002,10,41000001,1,0,0
131002,12100801,2,91000002,10,41000001,1,0,0
131003,12100801,2,91000002,10,41000001,1,0,0
131101,12100801,2,91000002,10,41000001,1,0,0
131102,12100801,2,91000002,10,41000001,1,0,0
131103,12100801,2,91000002,10,41000001,1,0,0
131201,12100801,2,91000002,10,41000001,1,0,0
131202,12100801,2,91000002,10,41000001,1,0,0
131203,12100801,2,91000002,10,41000001,1,0,0
510000,91000002,10000,23310001,15,23320001,15,23330001,15
510001,91000002,10000,23320001,10,0,0,0,0
510002,91000002,12000,0,0,0,0,0,0
510003,91000002,12000,23330002,20,23330001,10,23000002,10
510004,91000002,12000,0,0,0,0,0,0
510005,91000002,12000,0,0,0,0,0,0
510006,12101001,15,23320003,10,23320002,10,23000003,1
510007,12101001,15,23110003,10,23110002,10,23000003,1
510008,12101001,15,23230003,15,23230002,10,23000003,1
510009,12101001,15,23320004,10,23320003,15,23000004,1
510010,12101001,15,23210004,10,23210003,15,23000004,1
510011,12101001,15,23230004,10,23230003,15,23000004,1
510012,12101001,15,23210004,15,23210003,10,23000004,1
510013,12101001,15,23130004,15,23130003,10,23000004,1
510014,12101001,15,0,0,0,0,0,0
510015,12101001,15,0,0,0,0,0,0
520001,23310001,2,23320001,2,23330001,2,23000001,4
550001,91000002,10000,91000001,100000,60000214,3,0,0
550002,91000002,5000,91000001,50000,60000213,4,0,0
550003,91000002,2500,91000001,30000,60000212,6,0,0
600101,23310001,2,23320001,2,23330001,2,23000001,2
600102,23310001,3,23320001,3,23330001,3,23000001,3
600103,81400601,1,23310001,2,23320001,2,23330001,2
600104,23310001,3,23320001,3,23330001,3,23000001,3
600105,23310001,2,23320001,2,23330001,2,23000001,2
600106,23310001,2,23320001,2,23330001,2,23000001,25
600201,91000002,2000,81400601,1,23310002,20,23310001,20
600202,91000002,2000,81400601,1,23320002,20,23320001,20
600203,91000002,2000,81400601,1,23330002,20,23330001,20
600204,11200501,1,81400601,1,23210002,10,23210001,10
600205,91000002,2000,81400601,1,23220002,10,23220001,10
600206,91000002,2000,81400601,1,23230002,10,23230001,10
600207,11200601,1,81400601,1,23110002,10,23110001,10
600208,91000002,2000,81400601,1,23120002,10,23120001,10
600209,91000002,2000,81400601,1,23130002,10,23130001,10
600210,91000002,2000,81400601,1,23000002,10,23000001,10
600301,91000002,2000,81400601,1,23310002,10,23310001,10
600302,91000002,2000,81400601,1,23320002,10,23320001,10
600303,91000002,2000,81400601,1,23330002,10,23330001,10
600304,91000002,2000,81400601,1,23210002,10,23210001,10
600305,91000002,2000,81400601,1,23220002,10,23220001,10
600306,91000002,2000,81400601,1,23230002,10,23230001,10
600307,91000002,2000,81400601,1,23110002,10,23110001,10
600308,91000002,2000,81400601,1,23120002,10,23120001,10
600309,91000002,2000,81400601,1,23130002,10,23130001,10
600310,91000002,2000,81400601,1,23000003,10,23000002,10
600401,91000002,2000,81400601,1,23310003,10,23310002,10
600402,91000002,2000,81400601,1,23320003,10,23320002,10
600403,91000002,2000,81400601,1,23330003,10,23330002,10
600404,91000002,2000,81400601,1,23210003,10,23210002,10
600405,91000002,2000,81400601,1,23220003,10,23220002,10
600406,91000002,2000,81400601,1,23230003,10,23230002,10
600407,91000002,2000,81400601,1,23110003,10,23110002,10
600408,91000002,2000,81400601,1,23120003,10,23120002,10
600409,91000002,2000,81400601,1,23130003,10,23130002,10
600410,91000002,2000,81400601,1,23000004,10,23000003,10
600501,91000002,2000,81400601,1,23310003,10,23310002,10
600502,91000002,2000,81400601,1,23320003,10,23320002,10
600503,91000002,2000,81400601,1,23330003,10,23330002,10
600504,91000002,2000,81400601,1,23210003,10,23210002,10
600505,91000002,2000,81400601,1,23220003,10,23220002,10
600506,91000002,2000,81400601,1,23230003,10,23230002,10
600507,91000002,2000,81400601,1,23110003,10,23110002,10
600508,91000002,2000,81400601,1,23120003,10,23120002,10
600509,91000002,2000,81400601,1,23130003,10,23130002,10
600510,91000002,2000,81400601,1,23000005,10,23000004,10
600601,91000002,2000,81400601,1,23310004,10,23310003,10
600602,91000002,2000,81400601,1,23320004,10,23320003,10
600603,91000002,2000,81400601,1,23330004,10,23330003,10
600604,91000002,2000,81400601,1,23210004,10,23210003,10
600605,91000002,2000,81400601,1,23220004,10,23220003,10
600606,91000002,2000,81400601,1,23230004,10,23230003,10
600607,91000002,2000,81400601,1,23110004,10,23110003,10
600608,91000002,2000,81400601,1,23120004,10,23120003,10
600609,91000002,2000,81400601,1,23130004,10,23130003,10
600610,91000002,2000,81400601,1,23000006,10,23000005,10
600701,91000002,2000,81400601,1,23310004,10,23310003,10
600702,91000002,2000,81400601,1,23320004,10,23320003,10
600703,91000002,2000,81400601,1,23330004,10,23330003,10
600704,91000002,2000,81400601,1,23210004,10,23210003,10
600705,91000002,2000,81400601,1,23220004,10,23220003,10
600706,91000002,2000,81400601,1,23230004,10,23230003,10
600707,91000002,2000,81400601,1,23110004,10,23110003,10
600708,91000002,2000,81400601,1,23120004,10,23120003,10
600709,91000002,2000,81400601,1,23130004,10,23130003,10
600710,91000002,2000,81400601,1,23000007,10,23000006,10
600801,91000002,2000,81400601,1,23310005,10,23310004,10
600802,91000002,2000,81400601,1,23320005,10,23320004,10
600803,91000002,2000,81400601,1,23330005,10,23330004,10
600804,91000002,2000,81400601,1,23210005,10,23210004,10
600805,91000002,2000,81400601,1,23220005,10,23220004,10
600806,91000002,2000,81400601,1,23230005,10,23230004,10
600807,91000002,2000,81400601,1,23110005,10,23110004,10
600808,91000002,2000,81400601,1,23120005,10,23120004,10
600809,91000002,2000,81400601,1,23130005,10,23130004,10
600810,91000002,2000,81400601,1,23000008,10,23000007,10
600901,91000002,2000,81400601,1,23310005,10,23310004,10
600902,91000002,2000,81400601,1,23320005,10,23320004,10
600903,91000002,2000,81400601,1,23330005,10,23330004,10
600904,91000002,2000,81400601,1,23210005,10,23210004,10
600905,91000002,2000,81400601,1,23220005,10,23220004,10
600906,91000002,2000,81400601,1,23230005,10,23230004,10
600907,91000002,2000,81400601,1,23110005,10,23110004,10
600908,91000002,2000,81400601,1,23120005,10,23120004,10
600909,91000002,2000,81400601,1,23130005,10,23130004,10
600910,91000002,2000,81400601,1,23000009,10,23000008,10
601001,91000002,2000,81400601,1,23310006,10,23310005,10
601002,91000002,2000,81700001,1,23320006,10,23320005,10
601003,91000002,2000,81400601,1,23330006,10,23330005,10
601004,91000002,2000,81400601,1,23210006,10,23210005,10
601005,91000002,2000,81400601,1,23220006,10,23220005,10
601006,91000002,2000,81400601,1,23230006,10,23230005,10
601007,91000002,2000,81400601,1,23110006,10,23110005,10
601008,91000002,2000,81400601,1,23120006,10,23120005,10
601009,91000002,2000,81400601,1,23130006,10,23130005,10
601010,91000002,2000,81400601,1,23000010,10,23000009,10
601101,91000002,2000,81400601,1,23310006,10,23310005,10
601102,91000002,2000,81400601,1,23320006,10,23320005,10
601103,91000002,2000,81400601,1,23330006,10,23330005,10
601104,91000002,2000,81400601,1,23210006,10,23210005,10
601105,91000002,2000,81400601,1,23220006,10,23220005,10
601106,91000002,2000,81400601,1,23230006,10,23230005,10
601107,91000002,2000,81400601,1,23110006,10,23110005,10
601108,91000002,2000,81400601,1,23120006,10,23120005,10
601109,91000002,2000,81400601,1,23130006,10,23130005,10
601110,91000002,2000,81400601,1,23000011,10,23000010,10
601201,91000002,2000,81400601,1,23310006,10,23310005,10
601202,91000002,2000,81400601,1,23320006,10,23320005,10
601203,91000002,2000,81400601,1,23330006,10,23330005,10
601204,91000002,2000,81400601,1,23210006,10,23210005,10
601205,91000002,2000,81400601,1,23220006,10,23220005,10
601206,91000002,2000,81400601,1,23230006,10,23230005,10
601207,91000002,2000,81400601,1,23110006,10,23110005,10
601208,91000002,2000,81400601,1,23120006,10,23120005,10
601209,91000002,2000,81400601,1,23130006,10,23130005,10
601210,91000002,2000,81400601,1,23000011,10,23000010,10
601301,91000002,2000,81400601,1,23310007,10,23310006,10
601302,91000002,2000,81400601,1,23320007,10,23320006,10
601303,91000002,2000,81400601,1,23330007,10,23330006,10
601304,91000002,2000,81400601,1,23210007,10,23210006,10
601305,91000002,2000,81400601,1,23220007,10,23220006,10
601306,91000002,2000,81400601,1,23230007,10,23230006,10
601307,91000002,2000,81400601,1,23110007,10,23110006,10
601308,91000002,2000,81400601,1,23120007,10,23120006,10
601309,91000002,2000,81400601,1,23130007,10,23130006,10
601310,91000002,2000,81400601,1,23000012,10,23000011,10
601401,91000002,2000,81400601,1,23310007,10,23310006,10
601402,91000002,2000,81400601,1,23320007,10,23320006,10
601403,91000002,2000,81400601,1,23330007,10,23330006,10
601404,91000002,2000,81400601,1,23210007,10,23210006,10
601405,91000002,2000,81400601,1,23220007,10,23220006,10
601406,91000002,2000,81400601,1,23230007,10,23230006,10
601407,91000002,2000,81400601,1,23110007,10,23110006,10
601408,91000002,2000,81400601,1,23120007,10,23120006,10
601409,91000002,2000,81400601,1,23130007,10,23130006,10
601410,91000002,2000,81400601,1,23000012,10,23000011,10
601501,91000002,2000,81400601,1,23310007,10,23310006,10
601502,91000002,2000,81400601,1,23320007,10,23320006,10
601503,91000002,2000,81400601,1,23330007,10,23330006,10
601504,91000002,2000,81400601,1,23210007,10,23210006,10
601505,91000002,2000,81400601,1,23220007,10,23220006,10
601506,91000002,2000,81400601,1,23230007,10,23230006,10
601507,91000002,2000,81400601,1,23110007,10,23110006,10
601508,91000002,2000,81400601,1,23120007,10,23120006,10
601509,91000002,2000,81400601,1,23130007,10,23130006,10
601510,91000002,2000,81400601,1,23000013,10,23000012,10
601601,91000002,2000,81400601,1,23310007,10,23310006,10
601602,91000002,2000,81400601,1,23320007,10,23320006,10
601603,91000002,2000,81400601,1,23330007,10,23330006,10
601604,91000002,2000,81400601,1,23210007,10,23210006,10
601605,91000002,2000,81400601,1,23220007,10,23220006,10
601606,91000002,2000,81400601,1,23230007,10,23230006,10
601607,91000002,2000,81400601,1,23110007,10,23110006,10
601608,91000002,2000,81400601,1,23120007,10,23120006,10
601609,91000002,2000,81400601,1,23130007,10,23130006,10
601610,91000002,2000,81400601,1,23000013,10,23000012,10
601701,91000002,2000,81400601,1,23310008,10,23310007,10
601702,91000002,2000,81400601,1,23320008,10,23320007,10
601703,91000002,2000,81400601,1,23330008,10,23330007,10
601704,91000002,2000,81400601,1,23210008,10,23210007,10
601705,91000002,2000,81400601,1,23220008,10,23220007,10
601706,91000002,2000,81400601,1,23230008,10,23230007,10
601707,91000002,2000,81400601,1,23110008,10,23110007,10
601708,91000002,2000,81400601,1,23120008,10,23120007,10
601709,91000002,2000,81400601,1,23130008,10,23130007,10
601710,91000002,2000,81400601,1,23000014,10,23000013,10
601801,91000002,2000,81400601,1,23310008,10,23310007,10
601802,91000002,2000,81400601,1,23320008,10,23320007,10
601803,91000002,2000,81400601,1,23330008,10,23330007,10
601804,91000002,2000,81400601,1,23210008,10,23210007,10
601805,91000002,2000,81400601,1,23220008,10,23220007,10
601806,91000002,2000,81400601,1,23230008,10,23230007,10
601807,91000002,2000,81400601,1,23110008,10,23110007,10
601808,91000002,2000,81400601,1,23120008,10,23120007,10
601809,91000002,2000,81400601,1,23130008,10,23130007,10
601810,91000002,2000,81400601,1,23000014,10,23000013,10
601901,91000002,2000,81400601,1,23310008,10,23310007,10
601902,91000002,2000,81400601,1,23320008,10,23320007,10
601903,91000002,2000,81400601,1,23330008,10,23330007,10
601904,91000002,2000,81400601,1,23210008,10,23210007,10
601905,91000002,2000,81400601,1,23220008,10,23220007,10
601906,91000002,2000,81400601,1,23230008,10,23230007,10
601907,91000002,2000,81400601,1,23110008,10,23110007,10
601908,91000002,2000,81400601,1,23120008,10,23120007,10
601909,91000002,2000,81400601,1,23130008,10,23130007,10
601910,91000002,2000,81400601,1,23000015,10,23000014,10
602001,91000002,2000,81400601,1,23310008,10,23310007,10
602002,91000002,2000,81400601,1,23320008,10,23320007,10
602003,91000002,2000,81400601,1,23330008,10,23330007,10
602004,91000002,2000,81400601,1,23210008,10,23210007,10
602005,91000002,2000,81400601,1,23220008,10,23220007,10
602006,91000002,2000,81400601,1,23230008,10,23230007,10
602007,91000002,2000,81400601,1,23110008,10,23110007,10
602008,91000002,2000,81400601,1,23120008,10,23120007,10
602009,91000002,2000,81400601,1,23130008,10,23130007,10
602010,91000002,2000,81400601,1,23000015,10,23000014,10
602101,91000002,2000,81400601,1,23310009,10,44500101,5
602102,91000002,2000,81400601,1,23320009,10,44500104,5
602103,91000002,2000,81400601,1,23330009,10,23000015,10
602104,91000002,2000,81400601,1,23210009,10,44500102,5
602105,91000002,2000,81400601,1,23220009,10,44500105,5
602106,91000002,2000,81400601,1,23230009,10,23000015,10
602107,91000002,2000,81400601,1,23110009,10,44500103,5
602108,91000002,2000,81400601,1,23120009,10,44500106,5
602109,91000002,2000,81400601,1,23130009,10,23000015,10
602110,91000002,2000,81400601,1,23000016,10,44300504,5
602201,91000002,2000,81400601,1,23310009,10,44500101,5
602202,91000002,2000,81400601,1,23320009,10,44500104,5
602203,91000002,2000,81400601,1,23330009,10,23000015,10
602204,91000002,2000,81400601,1,23210009,10,44500102,5
602205,91000002,2000,81400601,1,23220009,10,44500105,5
602206,91000002,2000,81400601,1,23230009,10,23000015,10
602207,91000002,2000,81400601,1,23110009,10,44500103,5
602208,91000002,2000,81400601,1,23120009,10,44500106,5
602209,91000002,2000,81400601,1,23130009,10,23000015,10
602210,91000002,2000,81400601,1,23000016,10,44200604,5
602301,91000002,2000,81400601,1,23310009,10,44500101,5
602302,91000002,2000,81400601,1,23320009,10,44500104,5
602303,91000002,2000,81400601,1,23330009,10,23000015,10
602304,91000002,2000,81400601,1,23210009,10,44500102,5
602305,91000002,2000,81400601,1,23220009,10,44500105,5
602306,91000002,2000,81400601,1,23230009,10,23000015,10
602307,91000002,2000,81400601,1,23110009,10,44500103,5
602308,91000002,2000,81400601,1,23120009,10,44500106,5
602309,91000002,2000,81400601,1,23130009,10,23000015,10
