id,name,lv,needexp,getexp,fire,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,get_chance,get1,get2,get3,get4,get5,get6
50101013,卫兵·首领,9,24000,22380,26860,7,2304,107,240,99,230400,800,9800,190,10,0,0,0
50101013,卫兵·首领,10,0,35060,42070,7,2880,107,300,99,288000,800,9800,190,10,0,0,0
50101014,卫兵·首领,1,625,500,600,7,288,107,30,99,28800,10000,9800,190,10,0,0,0
50101014,卫兵·首领,2,1375,1120,1350,7,576,107,60,99,57600,800,9800,190,10,0,0,0
50101014,卫兵·首领,3,1750,2370,2850,7,864,107,90,99,86400,800,9800,190,10,0,0,0
50101014,卫兵·首领,4,2500,3820,4590,7,1152,107,120,99,115200,800,9800,190,10,0,0,0
50101014,卫兵·首领,5,5000,5730,6880,7,1728,107,180,99,172800,800,9800,190,10,0,0,0
50101014,卫兵·首领,6,10000,9400,11280,7,2304,107,240,99,230400,800,9800,190,10,0,0,0
50101014,卫兵·首领,7,20000,16310,19570,7,2880,107,300,99,288000,800,9800,190,10,0,0,0
50101014,卫兵·首领,8,30000,29220,35070,7,3456,107,360,99,345600,800,9800,190,10,0,0,0
50101014,卫兵·首领,9,50000,46630,55960,7,4608,107,480,99,460800,800,9800,190,10,0,0,0
50101014,卫兵·首领,10,0,73050,87660,7,5760,107,600,99,576000,800,9800,190,10,0,0,0
50101021,卫兵·核心,1,75,60,70,7,5,108,1,99,500,10000,9800,190,10,0,0,0
50101021,卫兵·核心,2,165,130,160,7,9,108,2,99,900,800,9800,190,10,0,0,0
50101021,卫兵·核心,3,210,280,340,7,14,108,2,99,1400,800,9800,190,10,0,0,0
50101021,卫兵·核心,4,300,450,550,7,18,108,3,99,1800,800,9800,190,10,0,0,0
50101021,卫兵·核心,5,600,680,820,7,27,108,5,99,2700,800,9800,190,10,0,0,0
50101021,卫兵·核心,6,1200,1120,1350,7,36,108,6,99,3600,800,9800,190,10,0,0,0
50101021,卫兵·核心,7,2400,1950,2340,7,45,108,8,99,4500,800,9800,190,10,0,0,0
50101021,卫兵·核心,8,3600,3500,4200,7,54,108,9,99,5400,800,9800,190,10,0,0,0
50101021,卫兵·核心,9,6000,5590,6710,7,72,108,12,99,7200,800,9800,190,10,0,0,0
50101021,卫兵·核心,10,0,8760,10510,7,90,108,15,99,9000,800,9800,190,10,0,0,0
50101022,卫兵·核心,1,150,120,140,7,9,108,2,99,900,10000,9800,190,10,0,0,0
50101022,卫兵·核心,2,330,270,320,7,18,108,3,99,1800,800,9800,190,10,0,0,0
50101022,卫兵·核心,3,420,570,680,7,27,108,5,99,2700,800,9800,190,10,0,0,0
50101022,卫兵·核心,4,600,910,1100,7,36,108,6,99,3600,800,9800,190,10,0,0,0
50101022,卫兵·核心,5,1200,1370,1650,7,54,108,9,99,5400,800,9800,190,10,0,0,0
50101022,卫兵·核心,6,2400,2250,2700,7,72,108,12,99,7200,800,9800,190,10,0,0,0
50101022,卫兵·核心,7,4800,3910,4690,7,90,108,15,99,9000,800,9800,190,10,0,0,0
50101022,卫兵·核心,8,7200,7010,8410,7,108,108,18,99,10800,800,9800,190,10,0,0,0
50101022,卫兵·核心,9,12000,11190,13430,7,144,108,24,99,14400,800,9800,190,10,0,0,0
50101022,卫兵·核心,10,0,17530,21030,7,180,108,30,99,18000,800,9800,190,10,0,0,0
50101023,卫兵·核心,1,300,240,280,7,18,108,3,99,1800,10000,9800,190,10,0,0,0
50101023,卫兵·核心,2,660,540,640,7,36,108,6,99,3600,800,9800,190,10,0,0,0
50101023,卫兵·核心,3,840,1140,1360,7,54,108,9,99,5400,800,9800,190,10,0,0,0
50101023,卫兵·核心,4,1200,1830,2200,7,72,108,12,99,7200,800,9800,190,10,0,0,0
50101023,卫兵·核心,5,2400,2750,3300,7,108,108,18,99,10800,800,9800,190,10,0,0,0
50101023,卫兵·核心,6,4800,4510,5410,7,144,108,24,99,14400,800,9800,190,10,0,0,0
50101023,卫兵·核心,7,9600,7830,9390,7,180,108,30,99,18000,800,9800,190,10,0,0,0
50101023,卫兵·核心,8,14400,14020,16830,7,216,108,36,99,21600,800,9800,190,10,0,0,0
50101023,卫兵·核心,9,24000,22380,26860,7,288,108,48,99,28800,800,9800,190,10,0,0,0
50101023,卫兵·核心,10,0,35060,42070,7,360,108,60,99,36000,800,9800,190,10,0,0,0
50101024,卫兵·核心,1,625,500,600,7,36,108,6,99,3600,10000,9800,190,10,0,0,0
50101024,卫兵·核心,2,1375,1120,1350,7,72,108,12,99,7200,800,9800,190,10,0,0,0
50101024,卫兵·核心,3,1750,2370,2850,7,108,108,18,99,10800,800,9800,190,10,0,0,0
50101024,卫兵·核心,4,2500,3820,4590,7,144,108,24,99,14400,800,9800,190,10,0,0,0
50101024,卫兵·核心,5,5000,5730,6880,7,216,108,36,99,21600,800,9800,190,10,0,0,0
50101024,卫兵·核心,6,10000,9400,11280,7,288,108,48,99,28800,800,9800,190,10,0,0,0
50101024,卫兵·核心,7,20000,16310,19570,7,360,108,60,99,36000,800,9800,190,10,0,0,0
50101024,卫兵·核心,8,30000,29220,35070,7,432,108,72,99,43200,800,9800,190,10,0,0,0
50101024,卫兵·核心,9,50000,46630,55960,7,576,108,96,99,57600,800,9800,190,10,0,0,0
50101024,卫兵·核心,10,0,73050,87660,7,720,108,120,99,72000,800,9800,190,10,0,0,0
50101031,卫兵·精锐,1,75,60,70,8,5,10,9,99,950,10000,9800,190,10,0,0,0
50101031,卫兵·精锐,2,165,130,160,8,9,10,18,99,1800,800,9800,190,10,0,0,0
50101031,卫兵·精锐,3,210,280,340,8,14,10,27,99,2750,800,9800,190,10,0,0,0
50101031,卫兵·精锐,4,300,450,550,8,18,10,36,99,3600,800,9800,190,10,0,0,0
50101031,卫兵·精锐,5,600,680,820,8,27,10,54,99,5400,800,9800,190,10,0,0,0
50101031,卫兵·精锐,6,1200,1120,1350,8,36,10,72,99,7200,800,9800,190,10,0,0,0
50101031,卫兵·精锐,7,2400,1950,2340,8,45,10,90,99,9000,800,9800,190,10,0,0,0
50101031,卫兵·精锐,8,3600,3500,4200,8,54,10,108,99,10800,800,9800,190,10,0,0,0
50101031,卫兵·精锐,9,6000,5590,6710,8,72,10,144,99,14400,800,9800,190,10,0,0,0
50101031,卫兵·精锐,10,0,8760,10510,8,90,10,180,99,18000,800,9800,190,10,0,0,0
50101032,卫兵·精锐,1,150,120,140,8,9,10,18,99,1800,10000,9800,190,10,0,0,0
50101032,卫兵·精锐,2,330,270,320,8,18,10,36,99,3600,800,9800,190,10,0,0,0
50101032,卫兵·精锐,3,420,570,680,8,27,10,54,99,5400,800,9800,190,10,0,0,0
50101032,卫兵·精锐,4,600,910,1100,8,36,10,72,99,7200,800,9800,190,10,0,0,0
50101032,卫兵·精锐,5,1200,1370,1650,8,54,10,108,99,10800,800,9800,190,10,0,0,0
50101032,卫兵·精锐,6,2400,2250,2700,8,72,10,144,99,14400,800,9800,190,10,0,0,0
50101032,卫兵·精锐,7,4800,3910,4690,8,90,10,180,99,18000,800,9800,190,10,0,0,0
50101032,卫兵·精锐,8,7200,7010,8410,8,108,10,216,99,21600,800,9800,190,10,0,0,0
50101032,卫兵·精锐,9,12000,11190,13430,8,144,10,288,99,28800,800,9800,190,10,0,0,0
50101032,卫兵·精锐,10,0,17530,21030,8,180,10,360,99,36000,800,9800,190,10,0,0,0
50101033,卫兵·精锐,1,300,240,280,8,18,10,36,99,3600,10000,9800,190,10,0,0,0
50101033,卫兵·精锐,2,660,540,640,8,36,10,72,99,7200,800,9800,190,10,0,0,0
50101033,卫兵·精锐,3,840,1140,1360,8,54,10,108,99,10800,800,9800,190,10,0,0,0
50101033,卫兵·精锐,4,1200,1830,2200,8,72,10,144,99,14400,800,9800,190,10,0,0,0
50101033,卫兵·精锐,5,2400,2750,3300,8,108,10,216,99,21600,800,9800,190,10,0,0,0
50101033,卫兵·精锐,6,4800,4510,5410,8,144,10,288,99,28800,800,9800,190,10,0,0,0
50101033,卫兵·精锐,7,9600,7830,9390,8,180,10,360,99,36000,800,9800,190,10,0,0,0
50101033,卫兵·精锐,8,14400,14020,16830,8,216,10,432,99,43200,800,9800,190,10,0,0,0
50101033,卫兵·精锐,9,24000,22380,26860,8,288,10,576,99,57600,800,9800,190,10,0,0,0
50101033,卫兵·精锐,10,0,35060,42070,8,360,10,720,99,72000,800,9800,190,10,0,0,0
50101034,卫兵·精锐,1,625,500,600,8,36,10,72,99,7200,10000,9800,190,10,0,0,0
50101034,卫兵·精锐,2,1375,1120,1350,8,72,10,144,99,14400,800,9800,190,10,0,0,0
50101034,卫兵·精锐,3,1750,2370,2850,8,108,10,216,99,21600,800,9800,190,10,0,0,0
50101034,卫兵·精锐,4,2500,3820,4590,8,144,10,288,99,28800,800,9800,190,10,0,0,0
50101034,卫兵·精锐,5,5000,5730,6880,8,216,10,432,99,43200,800,9800,190,10,0,0,0
50101034,卫兵·精锐,6,10000,9400,11280,8,288,10,576,99,57600,800,9800,190,10,0,0,0
50101034,卫兵·精锐,7,20000,16310,19570,8,360,10,720,99,72000,800,9800,190,10,0,0,0
50101034,卫兵·精锐,8,30000,29220,35070,8,432,10,864,99,86400,800,9800,190,10,0,0,0
50101034,卫兵·精锐,9,50000,46630,55960,8,576,10,1152,99,115200,800,9800,190,10,0,0,0
50101034,卫兵·精锐,10,0,73050,87660,8,720,10,1440,99,144000,800,9800,190,10,0,0,0
50101041,卫兵·特种,1,75,60,70,6,60,8,6,99,1800,10000,9800,190,10,0,0,0
50101041,卫兵·特种,2,165,130,160,6,120,8,12,99,3600,800,9800,190,10,0,0,0
50101041,卫兵·特种,3,210,280,340,6,180,8,18,99,5400,800,9800,190,10,0,0,0
50101041,卫兵·特种,4,300,450,550,6,240,8,24,99,7200,800,9800,190,10,0,0,0
50101041,卫兵·特种,5,600,680,820,6,360,8,36,99,10800,800,9800,190,10,0,0,0
50101041,卫兵·特种,6,1200,1120,1350,6,480,8,48,99,14400,800,9800,190,10,0,0,0
50101041,卫兵·特种,7,2400,1950,2340,6,600,8,60,99,18000,800,9800,190,10,0,0,0
50101041,卫兵·特种,8,3600,3500,4200,6,720,8,72,99,21600,800,9800,190,10,0,0,0
50101041,卫兵·特种,9,6000,5590,6710,6,960,8,96,99,28800,800,9800,190,10,0,0,0
50101041,卫兵·特种,10,0,8760,10510,6,1200,8,120,99,36000,800,9800,190,10,0,0,0
50101042,卫兵·特种,1,150,120,140,6,120,8,12,99,3600,10000,9800,190,10,0,0,0
50101042,卫兵·特种,2,330,270,320,6,240,8,24,99,7200,800,9800,190,10,0,0,0
50101042,卫兵·特种,3,420,570,680,6,360,8,36,99,10800,800,9800,190,10,0,0,0
50101042,卫兵·特种,4,600,910,1100,6,480,8,48,99,14400,800,9800,190,10,0,0,0
50101042,卫兵·特种,5,1200,1370,1650,6,720,8,72,99,21600,800,9800,190,10,0,0,0
50101042,卫兵·特种,6,2400,2250,2700,6,960,8,96,99,28800,800,9800,190,10,0,0,0
50101042,卫兵·特种,7,4800,3910,4690,6,1200,8,120,99,36000,800,9800,190,10,0,0,0
50101042,卫兵·特种,8,7200,7010,8410,6,1440,8,144,99,43200,800,9800,190,10,0,0,0
50101042,卫兵·特种,9,12000,11190,13430,6,1920,8,192,99,57600,800,9800,190,10,0,0,0
50101042,卫兵·特种,10,0,17530,21030,6,2400,8,240,99,72000,800,9800,190,10,0,0,0
50101043,卫兵·特种,1,300,240,280,6,240,8,24,99,7200,10000,9800,190,10,0,0,0
50101043,卫兵·特种,2,660,540,640,6,480,8,48,99,14400,800,9800,190,10,0,0,0
50101043,卫兵·特种,3,840,1140,1360,6,720,8,72,99,21600,800,9800,190,10,0,0,0
50101043,卫兵·特种,4,1200,1830,2200,6,960,8,96,99,28800,800,9800,190,10,0,0,0
50101043,卫兵·特种,5,2400,2750,3300,6,1440,8,144,99,43200,800,9800,190,10,0,0,0
50101043,卫兵·特种,6,4800,4510,5410,6,1920,8,192,99,57600,800,9800,190,10,0,0,0
50101043,卫兵·特种,7,9600,7830,9390,6,2400,8,240,99,72000,800,9800,190,10,0,0,0
50101043,卫兵·特种,8,14400,14020,16830,6,2880,8,288,99,86400,800,9800,190,10,0,0,0
50101043,卫兵·特种,9,24000,22380,26860,6,3840,8,384,99,115200,800,9800,190,10,0,0,0
50101043,卫兵·特种,10,0,35060,42070,6,4800,8,480,99,144000,800,9800,190,10,0,0,0
50101044,卫兵·特种,1,625,500,600,6,480,8,48,99,14400,10000,9800,190,10,0,0,0
50101044,卫兵·特种,2,1375,1120,1350,6,960,8,96,99,28800,800,9800,190,10,0,0,0
50101044,卫兵·特种,3,1750,2370,2850,6,1440,8,144,99,43200,800,9800,190,10,0,0,0
50101044,卫兵·特种,4,2500,3820,4590,6,1920,8,192,99,57600,800,9800,190,10,0,0,0
50101044,卫兵·特种,5,5000,5730,6880,6,2880,8,288,99,86400,800,9800,190,10,0,0,0
50101044,卫兵·特种,6,10000,9400,11280,6,3840,8,384,99,115200,800,9800,190,10,0,0,0
50101044,卫兵·特种,7,20000,16310,19570,6,4800,8,480,99,144000,800,9800,190,10,0,0,0
50101044,卫兵·特种,8,30000,29220,35070,6,5760,8,576,99,172800,800,9800,190,10,0,0,0
50101044,卫兵·特种,9,50000,46630,55960,6,7680,8,768,99,230400,800,9800,190,10,0,0,0
50101044,卫兵·特种,10,0,73050,87660,6,9600,8,960,99,288000,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,1,75,60,70,29,36,73,4,99,3600,10000,9800,190,10,0,0,0
50102011,骷髅兵·首领,2,165,130,160,29,72,73,8,99,7200,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,3,210,280,340,29,108,73,11,99,10800,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,4,300,450,550,29,144,73,15,99,14400,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,5,600,680,820,29,216,73,23,99,21600,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,6,1200,1120,1350,29,288,73,30,99,28800,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,7,2400,1950,2340,29,360,73,38,99,36000,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,8,3600,3500,4200,29,432,73,45,99,43200,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,9,6000,5590,6710,29,576,73,60,99,57600,800,9800,190,10,0,0,0
50102011,骷髅兵·首领,10,0,8760,10510,29,720,73,75,99,72000,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,1,150,120,140,29,72,73,8,99,7200,10000,9800,190,10,0,0,0
50102012,骷髅兵·首领,2,330,270,320,29,144,73,15,99,14400,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,3,420,570,680,29,216,73,23,99,21600,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,4,600,910,1100,29,288,73,30,99,28800,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,5,1200,1370,1650,29,432,73,45,99,43200,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,6,2400,2250,2700,29,576,73,60,99,57600,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,7,4800,3910,4690,29,720,73,75,99,72000,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,8,7200,7010,8410,29,864,73,90,99,86400,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,9,12000,11190,13430,29,1152,73,120,99,115200,800,9800,190,10,0,0,0
50102012,骷髅兵·首领,10,0,17530,21030,29,1440,73,150,99,144000,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,1,300,240,280,29,144,73,15,99,14400,10000,9800,190,10,0,0,0
50102013,骷髅兵·首领,2,660,540,640,29,288,73,30,99,28800,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,3,840,1140,1360,29,432,73,45,99,43200,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,4,1200,1830,2200,29,576,73,60,99,57600,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,5,2400,2750,3300,29,864,73,90,99,86400,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,6,4800,4510,5410,29,1152,73,120,99,115200,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,7,9600,7830,9390,29,1440,73,150,99,144000,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,8,14400,14020,16830,29,1728,73,180,99,172800,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,9,24000,22380,26860,29,2304,73,240,99,230400,800,9800,190,10,0,0,0
50102013,骷髅兵·首领,10,0,35060,42070,29,2880,73,300,99,288000,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,1,625,500,600,29,288,73,30,99,28800,10000,9800,190,10,0,0,0
50102014,骷髅兵·首领,2,1375,1120,1350,29,576,73,60,99,57600,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,3,1750,2370,2850,29,864,73,90,99,86400,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,4,2500,3820,4590,29,1152,73,120,99,115200,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,5,5000,5730,6880,29,1728,73,180,99,172800,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,6,10000,9400,11280,29,2304,73,240,99,230400,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,7,20000,16310,19570,29,2880,73,300,99,288000,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,8,30000,29220,35070,29,3456,73,360,99,345600,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,9,50000,46630,55960,29,4608,73,480,99,460800,800,9800,190,10,0,0,0
50102014,骷髅兵·首领,10,0,73050,87660,29,5760,73,600,99,576000,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,1,75,60,70,29,5,73,1,99,500,10000,9800,190,10,0,0,0
50102021,骷髅兵·核心,2,165,130,160,29,9,73,2,99,900,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,3,210,280,340,29,14,73,2,99,1400,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,4,300,450,550,29,18,73,3,99,1800,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,5,600,680,820,29,27,73,5,99,2700,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,6,1200,1120,1350,29,36,73,6,99,3600,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,7,2400,1950,2340,29,45,73,8,99,4500,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,8,3600,3500,4200,29,54,73,9,99,5400,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,9,6000,5590,6710,29,72,73,12,99,7200,800,9800,190,10,0,0,0
50102021,骷髅兵·核心,10,0,8760,10510,29,90,73,15,99,9000,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,1,150,120,140,29,9,73,2,99,900,10000,9800,190,10,0,0,0
50102022,骷髅兵·核心,2,330,270,320,29,18,73,3,99,1800,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,3,420,570,680,29,27,73,5,99,2700,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,4,600,910,1100,29,36,73,6,99,3600,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,5,1200,1370,1650,29,54,73,9,99,5400,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,6,2400,2250,2700,29,72,73,12,99,7200,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,7,4800,3910,4690,29,90,73,15,99,9000,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,8,7200,7010,8410,29,108,73,18,99,10800,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,9,12000,11190,13430,29,144,73,24,99,14400,800,9800,190,10,0,0,0
50102022,骷髅兵·核心,10,0,17530,21030,29,180,73,30,99,18000,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,1,300,240,280,29,18,73,3,99,1800,10000,9800,190,10,0,0,0
50102023,骷髅兵·核心,2,660,540,640,29,36,73,6,99,3600,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,3,840,1140,1360,29,54,73,9,99,5400,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,4,1200,1830,2200,29,72,73,12,99,7200,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,5,2400,2750,3300,29,108,73,18,99,10800,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,6,4800,4510,5410,29,144,73,24,99,14400,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,7,9600,7830,9390,29,180,73,30,99,18000,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,8,14400,14020,16830,29,216,73,36,99,21600,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,9,24000,22380,26860,29,288,73,48,99,28800,800,9800,190,10,0,0,0
50102023,骷髅兵·核心,10,0,35060,42070,29,360,73,60,99,36000,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,1,625,500,600,29,36,73,6,99,3600,10000,9800,190,10,0,0,0
50102024,骷髅兵·核心,2,1375,1120,1350,29,72,73,12,99,7200,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,3,1750,2370,2850,29,108,73,18,99,10800,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,4,2500,3820,4590,29,144,73,24,99,14400,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,5,5000,5730,6880,29,216,73,36,99,21600,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,6,10000,9400,11280,29,288,73,48,99,28800,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,7,20000,16310,19570,29,360,73,60,99,36000,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,8,30000,29220,35070,29,432,73,72,99,43200,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,9,50000,46630,55960,29,576,73,96,99,57600,800,9800,190,10,0,0,0
50102024,骷髅兵·核心,10,0,73050,87660,29,720,73,120,99,72000,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,1,75,60,70,30,5,8,5,99,1000,10000,9800,190,10,0,0,0
50102031,骷髅兵·精锐,2,165,130,160,30,9,8,9,99,1800,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,3,210,280,340,30,14,8,14,99,2800,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,4,300,450,550,30,18,8,18,99,3600,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,5,600,680,820,30,27,8,27,99,5400,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,6,1200,1120,1350,30,36,8,36,99,7200,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,7,2400,1950,2340,30,45,8,45,99,9000,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,8,3600,3500,4200,30,54,8,54,99,10800,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,9,6000,5590,6710,30,72,8,72,99,14400,800,9800,190,10,0,0,0
50102031,骷髅兵·精锐,10,0,8760,10510,30,90,8,90,99,18000,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,1,150,120,140,30,9,8,9,99,1800,10000,9800,190,10,0,0,0
50102032,骷髅兵·精锐,2,330,270,320,30,18,8,18,99,3600,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,3,420,570,680,30,27,8,27,99,5400,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,4,600,910,1100,30,36,8,36,99,7200,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,5,1200,1370,1650,30,54,8,54,99,10800,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,6,2400,2250,2700,30,72,8,72,99,14400,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,7,4800,3910,4690,30,90,8,90,99,18000,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,8,7200,7010,8410,30,108,8,108,99,21600,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,9,12000,11190,13430,30,144,8,144,99,28800,800,9800,190,10,0,0,0
50102032,骷髅兵·精锐,10,0,17530,21030,30,180,8,180,99,36000,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,1,300,240,280,30,18,8,18,99,3600,10000,9800,190,10,0,0,0
50102033,骷髅兵·精锐,2,660,540,640,30,36,8,36,99,7200,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,3,840,1140,1360,30,54,8,54,99,10800,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,4,1200,1830,2200,30,72,8,72,99,14400,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,5,2400,2750,3300,30,108,8,108,99,21600,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,6,4800,4510,5410,30,144,8,144,99,28800,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,7,9600,7830,9390,30,180,8,180,99,36000,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,8,14400,14020,16830,30,216,8,216,99,43200,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,9,24000,22380,26860,30,288,8,288,99,57600,800,9800,190,10,0,0,0
50102033,骷髅兵·精锐,10,0,35060,42070,30,360,8,360,99,72000,800,9800,190,10,0,0,0
