id,sort,chapter,type,dec,titlet,begin,txt,thingid,explore,item1,num1,item2,num2,item3,num3,item4,num4
46,3,6,1,        我们深入暗精灵的巢穴，似乎这里可以得到更多线索。,6-5 熔岩恶魔,尊敬的领主大人：,\n    多么响亮的名字啊，黑羽之箭。,605,0,0,0,0,0,0,0,0,0
47,4,6,1,        我们深入暗精灵的巢穴，似乎这里可以得到更多线索。,6-8 入侵恶魔,尊敬的领主大人：,\n    似乎是恶魔们入侵了暗精灵的巢穴。,608,0,0,0,0,0,0,0,0,0
48,5,6,1,        我们深入暗精灵的巢穴，似乎这里可以得到更多线索。,6-10 火焰领主,尊敬的领主大人：,\n    我们在这里遭遇了恶魔领主，当心。,610,0,0,0,0,0,0,0,0,0
49,1,6,2,6-2 遗迹,6-2 遗迹,0,0,602,20,91000001,100,0,0,0,0,0,0
50,2,6,2,6-4 黑暗侵袭,6-4 黑暗侵袭,0,0,604,20,91000001,100,0,0,0,0,0,0
51,3,6,2,6-6 九头蛇,6-6 九头蛇,0,0,606,20,91000001,100,0,0,0,0,0,0
52,4,6,2,6-7 遗迹,6-7 遗迹,0,0,607,20,91000001,100,0,0,0,0,0,0
53,5,6,2,6-9 熔岩巨剑,6-9 熔岩巨剑,0,0,609,20,91000001,100,0,0,0,0,0,0
54,1,7,1,        终于来到赫利海姆的荒原，却没想到遭到了人类蛮族的袭击。,7-1 蛮族之刃,尊敬的领主大人：,\n    蛮族小兵出现了。,701,0,0,0,0,0,0,0,0,0
55,2,7,1,        终于来到赫利海姆的荒原，却没想到遭到了人类蛮族的袭击。,7-3 荒漠之狼,尊敬的领主大人：,\n    他的刀比很快，比狼还快。,703,0,0,0,0,0,0,0,0,0
56,3,7,1,        终于来到赫利海姆的荒原，却没想到遭到了人类蛮族的袭击。,7-5 刀魂,尊敬的领主大人：,\n    骑士拦住了我们前行的道路。,705,0,0,0,0,0,0,0,0,0
57,4,7,1,        终于来到赫利海姆的荒原，却没想到遭到了人类蛮族的袭击。,7-8 荒野利刃,尊敬的领主大人：,\n    热情似火的火法师出现了。,708,0,0,0,0,0,0,0,0,0
58,5,7,1,        终于来到赫利海姆的荒原，却没想到遭到了人类蛮族的袭击。,7-10 蛮族之王,尊敬的领主大人：,\n    蛮族之王很少接见外客，他一年四季都忙着作战。,710,0,0,0,0,0,0,0,0,0
59,1,7,2,7-2 遗迹,7-2 遗迹,0,0,702,20,91000001,100,0,0,0,0,0,0
60,2,7,2,7-4 流浪法师,7-4 流浪法师,0,0,704,20,91000001,100,0,0,0,0,0,0
61,3,7,2,7-6 持剑之人,7-6 持剑之人,0,0,706,20,91000001,100,0,0,0,0,0,0
62,4,7,2,7-7 遗迹,7-7 遗迹,0,0,707,20,91000001,100,0,0,0,0,0,0
63,5,7,2,7-9 决斗,7-9 决斗,0,0,709,20,91000001,100,0,0,0,0,0,0
64,1,8,1,        我们发现了暗灵的前沿阵地，可以主动发起进攻。,8-1 收割者,尊敬的领主大人：,\n    暮光骑士出现了。,801,0,0,0,0,0,0,0,0,0
65,2,8,1,        我们发现了暗灵的前沿阵地，可以主动发起进攻。,8-3 暗灵祭司,尊敬的领主大人：,\n    暗灵祭司出现了。,803,0,0,0,0,0,0,0,0,0
66,3,8,1,        我们发现了暗灵的前沿阵地，可以主动发起进攻。,8-5 灵界大帝,尊敬的领主大人：,\n    暮光骑士原来和暮光骑士看起来一模一样。,805,0,0,0,0,0,0,0,0,0
67,4,8,1,        我们发现了暗灵的前沿阵地，可以主动发起进攻。,8-8 追魂,尊敬的领主大人：,\n    暗灵战士拦住了我们的去路。,808,0,0,0,0,0,0,0,0,0
68,5,8,1,        我们发现了暗灵的前沿阵地，可以主动发起进攻。,8-10 暗灵大帝,尊敬的领主大人：,\n    暗灵大帝愤怒了，但我们可以打败他。,810,0,0,0,0,0,0,0,0,0
69,1,8,2,8-2 遗迹,8-2 遗迹,0,0,802,20,91000001,100,0,0,0,0,0,0
70,2,8,2,8-4 暗灵战士,8-4 暗灵战士,0,0,804,20,91000001,100,0,0,0,0,0,0
71,3,8,2,8-6 三头犬,8-6 三头犬,0,0,806,20,91000001,100,0,0,0,0,0,0
72,4,8,2,8-7 遗迹,8-7 遗迹,0,0,807,20,91000001,100,0,0,0,0,0,0
73,5,8,2,8-9 恶魔复生,8-9 恶魔复生,0,0,809,20,91000001,100,0,0,0,0,0,0
74,1,9,1,        圣赫利已经被暗灵包围，我们要解救被控制住的人类。,9-1 手足之战,尊敬的领主大人：,\n    暮光骑士出现了，第一次。,901,0,0,0,0,0,0,0,0,0
75,2,9,1,        圣赫利已经被暗灵包围，我们要解救被控制住的人类。,9-3 恶魔之眼,尊敬的领主大人：,\n    暮光骑士出现了，第二次。,903,0,0,0,0,0,0,0,0,0
76,3,9,1,        圣赫利已经被暗灵包围，我们要解救被控制住的人类。,9-5 觅血恶魔,尊敬的领主大人：,\n    看来暮光骑士还真是对我们执着不休呀。,905,0,0,0,0,0,0,0,0,0
77,4,9,1,        圣赫利已经被暗灵包围，我们要解救被控制住的人类。,9-8 夺灵,尊敬的领主大人：,\n    这个士兵足够年轻足可以去牺牲自我了。,908,0,0,0,0,0,0,0,0,0
78,5,9,1,        圣赫利已经被暗灵包围，我们要解救被控制住的人类。,9-10 骑士之魂,尊敬的领主大人：,\n    面对他，夺得胜利吧。,910,0,0,0,0,0,0,0,0,0
79,1,9,2,9-2 遗迹,9-2 遗迹,0,0,902,20,91000001,100,0,0,0,0,0,0
80,2,9,2,9-4 年轻骑士,9-4 年轻骑士,0,0,904,20,91000001,100,0,0,0,0,0,0
81,3,9,2,9-6 亡者士兵,9-6 亡者士兵,0,0,906,20,91000001,100,0,0,0,0,0,0
82,4,9,2,9-7 遗迹,9-7 遗迹,0,0,907,20,91000001,100,0,0,0,0,0,0
83,5,9,2,9-9 亡者之怒,9-9 亡者之怒,0,0,909,20,91000001,100,0,0,0,0,0,0
84,1,10,1,        我们集结泰拉尔的援军向暗灵发起反攻，但圣物却已被腐化。,10-1 总攻,尊敬的领主大人：,\n    新的暗灵祭司出现了。,1001,0,0,0,0,0,0,0,0,0
85,2,10,1,        我们集结泰拉尔的援军向暗灵发起反攻，但圣物却已被腐化。,10-3 暮光之刃,尊敬的领主大人：,\n    暗灵法师出现了。,1003,0,0,0,0,0,0,0,0,0
86,3,10,1,        我们集结泰拉尔的援军向暗灵发起反攻，但圣物却已被腐化。,10-5 暗灵统帅,尊敬的领主大人：,\n    人类女法师出现了。,1005,0,0,0,0,0,0,0,0,0
87,4,10,1,        我们集结泰拉尔的援军向暗灵发起反攻，但圣物却已被腐化。,10-8 血之诅咒,尊敬的领主大人：,\n    暗灵祭司挡住了我们前行的道路。,1008,0,0,0,0,0,0,0,0,0
88,5,10,1,        我们集结泰拉尔的援军向暗灵发起反攻，但圣物却已被腐化。,10-10 猩红之王,尊敬的领主大人：,\n    她是祭司们的首领，她讲课很好所以带出了一大批优秀祭司。,1010,0,0,0,0,0,0,0,0,0
89,1,10,2,10-2 遗迹,10-2 遗迹,0,0,1002,20,91000001,100,0,0,0,0,0,0
90,2,10,2,10-4 暗灵法师,10-4 暗灵法师,0,0,1004,20,91000001,100,0,0,0,0,0,0
91,3,10,2,10-6 狮蝎,10-6 狮蝎,0,0,1006,20,91000001,100,0,0,0,0,0,0
92,4,10,2,10-7 遗迹,10-7 遗迹,0,0,1007,20,91000001,100,0,0,0,0,0,0
93,5,10,2,10-9 暗灵法师,10-9 暗灵法师,0,0,1009,20,91000001,100,0,0,0,0,0,0
94,1,11,1,        先知告诉我们五巨龙神器可以净化生物，我们来到炼狱山寻找红龙。,11-1 邪恶法师,尊敬的领主大人：,\n    邪恶的法师出现了。,1101,0,0,0,0,0,0,0,0,0
95,2,11,1,        先知告诉我们五巨龙神器可以净化生物，我们来到炼狱山寻找红龙。,11-3 邪恶兽人,尊敬的领主大人：,\n    邪恶的兽人出现了。,1103,0,0,0,0,0,0,0,0,0
96,3,11,1,        先知告诉我们五巨龙神器可以净化生物，我们来到炼狱山寻找红龙。,11-5 野蛮兽人,尊敬的领主大人：,\n    野蛮的兽人不给我们和平通过的选项。,1105,0,0,0,0,0,0,0,0,0
97,4,11,1,        先知告诉我们五巨龙神器可以净化生物，我们来到炼狱山寻找红龙。,11-8 野蛮战士,尊敬的领主大人：,\n    这位战士想要和我们打一场。,1108,0,0,0,0,0,0,0,0,0
98,5,11,1,        先知告诉我们五巨龙神器可以净化生物，我们来到炼狱山寻找红龙。,11-10 兽人英雄,尊敬的领主大人：,\n    由于打败了他的众多手下，兽人英雄决定亲自与我们战斗。,1110,0,0,0,0,0,0,0,0,0
99,1,11,2,11-2 遗迹,11-2 遗迹,0,0,1102,20,91000001,100,0,0,0,0,0,0
100,2,11,2,11-4 牛头人,11-4 牛头人,0,0,1104,20,91000001,100,0,0,0,0,0,0
101,3,11,2,11-6 邪恶祭司,11-6 邪恶祭司,0,0,1106,20,91000001,100,0,0,0,0,0,0
102,4,11,2,11-7 遗迹,11-7 遗迹,0,0,1107,20,91000001,100,0,0,0,0,0,0
103,5,11,2,11-9 野蛮兽人,11-9 野蛮兽人,0,0,1109,20,91000001,100,0,0,0,0,0,0
104,1,12,1,        到达壁垒之山，我们却遭遇了恶魔的袭击。,12-1 血魔,尊敬的领主大人：,\n    恶魔们决定先下手为强，派出了一个……小恶魔。,1201,0,0,0,0,0,0,0,0,0
105,2,12,1,        到达壁垒之山，我们却遭遇了恶魔的袭击。,12-3 恶魔法师,尊敬的领主大人：,\n    小恶魔失败了，所以他们派出了法师。,1203,0,0,0,0,0,0,0,0,0
106,3,12,1,        到达壁垒之山，我们却遭遇了恶魔的袭击。,12-5 恶魔祭司,尊敬的领主大人：,\n    恶魔法师也失败了，所以他们派出了祭司。,1205,0,0,0,0,0,0,0,0,0
107,4,12,1,        到达壁垒之山，我们却遭遇了恶魔的袭击。,12-8 恶魔祭司,尊敬的领主大人：,\n    虽然祭司失败过一次，但恶魔们决定再给他一次机会。,1208,0,0,0,0,0,0,0,0,0
108,5,12,1,        到达壁垒之山，我们却遭遇了恶魔的袭击。,12-10 恶魔领主,尊敬的领主大人：,\n    所有恶魔都败倒后，恶魔领主决定亲自上场打败我们。,1210,0,0,0,0,0,0,0,0,0
109,1,12,2,12-2 遗迹,12-2 遗迹,0,0,1202,20,91000001,100,0,0,0,0,0,0
110,2,12,2,12-4 小恶魔,12-4 小恶魔,0,0,1204,20,91000001,100,0,0,0,0,0,0
111,3,12,2,12-6 女法师,12-6 女法师,0,0,1206,20,91000001,100,0,0,0,0,0,0
112,4,12,2,12-7 遗迹,12-7 遗迹,0,0,1207,20,91000001,100,0,0,0,0,0,0
113,5,12,2,12-9 女祭司,12-9 女祭司,0,0,1209,20,91000001,100,0,0,0,0,0,0
114,1,13,1,        我们来到斯卡尔巨龙的巢穴，这会是场硬仗。,13-1 野蛮兽人,尊敬的领主大人：,\n    野蛮的兽人出现了。,1301,0,0,0,0,0,0,0,0,0
115,2,13,1,        我们来到斯卡尔巨龙的巢穴，这会是场硬仗。,13-3 兽人头目,尊敬的领主大人：,\n    兽人头目打算亲自会会我们。,1303,0,0,0,0,0,0,0,0,0
116,3,13,1,        我们来到斯卡尔巨龙的巢穴，这会是场硬仗。,13-5 恶魔祭司,尊敬的领主大人：,\n    恶魔祭司想要暗算我们，但他们不可能得逞。,1305,0,0,0,0,0,0,0,0,0
117,4,13,1,        我们来到斯卡尔巨龙的巢穴，这会是场硬仗。,13-8 牛头人,尊敬的领主大人：,\n    牛头人出现了。,1308,0,0,0,0,0,0,0,0,0
118,5,13,1,        我们来到斯卡尔巨龙的巢穴，这会是场硬仗。,13-10 斯卡尔,尊敬的领主大人：,\n    巨龙斯卡尔拥有巨大的力量，这会是场艰难、勇敢的战斗。,1310,0,0,0,0,0,0,0,0,0
119,1,13,2,13-2 遗迹,13-2 遗迹,0,0,1302,20,91000001,100,0,0,0,0,0,0
120,2,13,2,13-4 小恶魔,13-4 小恶魔,0,0,1304,20,91000001,100,0,0,0,0,0,0
121,3,13,2,13-6 恶魔祭司,13-6 恶魔祭司,0,0,1306,20,91000001,100,0,0,0,0,0,0
122,4,13,2,13-7 遗迹,13-7 遗迹,0,0,1307,20,91000001,100,0,0,0,0,0,0
123,5,13,2,13-9 恶魔法师,13-9 恶魔法师,0,0,1309,20,91000001,100,0,0,0,0,0,0
124,1,14,1,        我们来到天穹峰，据说这里有其他巨龙的线索。,14-1 矮人战士,尊敬的领主大人：,\n    矮人战士出现了。,1401,0,0,0,0,0,0,0,0,0
125,2,14,1,        我们来到天穹峰，据说这里有其他巨龙的线索。,14-3 矮人头目,尊敬的领主大人：,\n    矮人头目常常因为自己不够高而感觉与其他种族格格不入。,1403,0,0,0,0,0,0,0,0,0
126,3,14,1,        我们来到天穹峰，据说这里有其他巨龙的线索。,14-5 原力法师,尊敬的领主大人：,\n    他是小矮人，但不是白雪公主里的。,1405,0,0,0,0,0,0,0,0,0
127,4,14,1,        我们来到天穹峰，据说这里有其他巨龙的线索。,14-8 矮人战士,尊敬的领主大人：,\n    矮人战士说：你可真高。,1408,0,0,0,0,0,0,0,0,0
128,5,14,1,        我们来到天穹峰，据说这里有其他巨龙的线索。,14-10 矮人英雄,尊敬的领主大人：,\n    矮人英雄决定用自己的力量证明矮人一族的荣耀。,1410,0,0,0,0,0,0,0,0,0
129,1,14,2,14-2 遗迹,14-2 遗迹,0,0,1402,20,91000001,100,0,0,0,0,0,0
130,2,14,2,14-4 矮人士兵,14-4 矮人士兵,0,0,1404,20,91000001,100,0,0,0,0,0,0
131,3,14,2,14-6 矮人战士,14-6 矮人战士,0,0,1406,20,91000001,100,0,0,0,0,0,0
132,4,14,2,14-7 遗迹,14-7 遗迹,0,0,1407,20,91000001,100,0,0,0,0,0,0
133,5,14,2,14-9 矮人士兵,14-9 矮人士兵,0,0,1409,20,91000001,100,0,0,0,0,0,0
134,1,15,1,        我们千辛万苦到达龙爪半岛，暗灵们死灰复燃又来袭击我们了。,15-1 巫妖刺客,尊敬的领主大人：,\n    巫妖的刺客出现了。,1501,0,0,0,0,0,0,0,0,0
135,2,15,1,        我们千辛万苦到达龙爪半岛，暗灵们死灰复燃又来袭击我们了。,15-3 巫妖刺客,尊敬的领主大人：,\n    巫妖的刺客又出现了。,1503,0,0,0,0,0,0,0,0,0
136,3,15,1,        我们千辛万苦到达龙爪半岛，暗灵们死灰复燃又来袭击我们了。,15-5 混沌法师,尊敬的领主大人：,\n    巫妖的刺客又又又出现了。,1505,0,0,0,0,0,0,0,0,0
137,4,15,1,        我们千辛万苦到达龙爪半岛，暗灵们死灰复燃又来袭击我们了。,15-8 巫妖刺客,尊敬的领主大人：,\n    巫妖的刺客又又又又出现了。,1508,0,0,0,0,0,0,0,0,0
138,5,15,1,        我们千辛万苦到达龙爪半岛，暗灵们死灰复燃又来袭击我们了。,15-10 灵界大帝,尊敬的领主大人：,\n    巫妖王因你消灭了太多巫妖刺客而愤怒，亲自出马了。,1510,0,0,0,0,0,0,0,0,0
139,1,15,2,15-2 遗迹,15-2 遗迹,0,0,1502,20,91000001,100,0,0,0,0,0,0
140,2,15,2,15-4 巫妖祭司,15-4 巫妖祭司,0,0,1504,20,91000001,100,0,0,0,0,0,0
141,3,15,2,15-6 遗忘海岸,15-6 遗忘海岸,0,0,1506,20,91000001,100,0,0,0,0,0,0
142,4,15,2,15-7 遗迹,15-7 遗迹,0,0,1507,20,91000001,100,0,0,0,0,0,0
143,5,15,2,15-9 巫妖刺客,15-9 巫妖刺客,0,0,1509,20,91000001,100,0,0,0,0,0,0
144,1,16,1,        我们来到暗灵海岸，却发现巨龙已经被暗灵控制。,16-1 原生能量,尊敬的领主大人：,\n    暗灵的刺客身手矫捷，他们有专门的训练团队。,1601,0,0,0,0,0,0,0,0,0
145,2,16,1,        我们来到暗灵海岸，却发现巨龙已经被暗灵控制。,16-3 矮人战士,尊敬的领主大人：,\n    矮人与暗灵沆瀣一气，拦住了我们的去路。,1603,0,0,0,0,0,0,0,0,0
146,3,16,1,        我们来到暗灵海岸，却发现巨龙已经被暗灵控制。,16-5 混沌之力,尊敬的领主大人：,\n    上一个刺客失败了，新的刺客前赴后继。,1605,0,0,0,0,0,0,0,0,0
147,4,16,1,        我们来到暗灵海岸，却发现巨龙已经被暗灵控制。,16-8 矮人战士,尊敬的领主大人：,\n    矮人们想要成为新的掌权者，因为旧的太高了。,1608,0,0,0,0,0,0,0,0,0
148,5,16,1,        我们来到暗灵海岸，却发现巨龙已经被暗灵控制。,16-10 阿卡拉,尊敬的领主大人：,\n    巨龙已经被暗灵控制，击杀它我能就能得到一部分神器。,1610,0,0,0,0,0,0,0,0,0
149,1,16,2,16-2 遗迹,16-2 遗迹,0,0,1602,20,91000001,100,0,0,0,0,0,0
150,2,16,2,16-4 矮人士兵,16-4 矮人士兵,0,0,1604,20,91000001,100,0,0,0,0,0,0
151,3,16,2,16-6 暗灵祭司,16-6 暗灵祭司,0,0,1606,20,91000001,100,0,0,0,0,0,0
152,4,16,2,16-7 遗迹,16-7 遗迹,0,0,1607,20,91000001,100,0,0,0,0,0,0
153,5,16,2,16-9 暗灵祭司,16-9 暗灵祭司,0,0,1609,20,91000001,100,0,0,0,0,0,0
154,1,17,1,        我们来到弧光城，在这里可以寻找其他巨龙的下落。,17-1 职业杀手,尊敬的领主大人：,\n    神秘的刀客出现了。,1701,0,0,0,0,0,0,0,0,0
155,2,17,1,        我们来到弧光城，在这里可以寻找其他巨龙的下落。,17-3 年轻骑士,尊敬的领主大人：,\n    年轻的骑士出现了，他想要证明自己（送死）。,1703,0,0,0,0,0,0,0,0,0
156,3,17,1,        我们来到弧光城，在这里可以寻找其他巨龙的下落。,17-5 异界猎手,尊敬的领主大人：,\n    年轻的法师出现了，因为年轻的骑士被打败。,1705,0,0,0,0,0,0,0,0,0
157,4,17,1,        我们来到弧光城，在这里可以寻找其他巨龙的下落。,17-8 考验,尊敬的领主大人：,\n    冰系法师出现了，他觉得被打败的年轻法师法术修行不到家。,1708,0,0,0,0,0,0,0,0,0
158,5,17,1,        我们来到弧光城，在这里可以寻找其他巨龙的下落。,17-10 终战,尊敬的领主大人：,\n    暮光骑士一直都对你很有兴趣，来好好打一场吧。,1710,0,0,0,0,0,0,0,0,0
159,1,17,2,17-2 遗迹,17-2 遗迹,0,0,1702,20,91000001,100,0,0,0,0,0,0
160,2,17,2,17-4 刀客,17-4 刀客,0,0,1704,20,91000001,100,0,0,0,0,0,0
161,3,17,2,17-6 刀客,17-6 刀客,0,0,1706,20,91000001,100,0,0,0,0,0,0
162,4,17,2,17-7 遗迹,17-7 遗迹,0,0,1707,20,91000001,100,0,0,0,0,0,0
163,5,17,2,17-9 试炼,17-9 试炼,0,0,1709,20,91000001,100,0,0,0,0,0,0
164,1,18,1,        我们来到了奥克斯坦，却没想到加莱也在这里。,18-1 火焰刺客,尊敬的领主大人：,\n    暗灵刺客出现了，是加莱派来的。,1801,0,0,0,0,0,0,0,0,0
165,2,18,1,        我们来到了奥克斯坦，却没想到加莱也在这里。,18-3 暗灵祭司,尊敬的领主大人：,\n    暗灵祭司出现了，也是加莱派来的。,1803,0,0,0,0,0,0,0,0,0
166,3,18,1,        我们来到了奥克斯坦，却没想到加莱也在这里。,18-5 暗灵祭司,尊敬的领主大人：,\n    暗灵祭司出现了，这次是他自己来的。,1805,0,0,0,0,0,0,0,0,0
167,4,18,1,        我们来到了奥克斯坦，却没想到加莱也在这里。,18-8 死亡刺客,尊敬的领主大人：,\n    暗灵刺客等待着我们的光临。,1808,0,0,0,0,0,0,0,0,0
