boxid,groupid,type,item1,name1,num1,item2,name2,num2,item3,name3,num3
201102,1002001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
201103,1002001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
201104,1002001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
201105,1002001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
201106,1002001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
202101,1002002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
202102,1002002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
202103,1002002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
202104,1002002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
202105,1002002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
202106,1002002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
203101,1002003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
203102,1002003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
203103,1002003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
203104,1002003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
203105,1002003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
203106,1002003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
203107,1002003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
203108,1002003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204101,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204102,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204103,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204104,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204105,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204106,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204107,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204108,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204109,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
204110,1002004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205101,1002005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205102,1002005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205103,1002005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205104,1002005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205105,1002005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205106,1002005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205107,1002005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205108,1002005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
205201,1002005,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
205202,1002005,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
301101,1003001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
301102,1003001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
301103,1003001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
301104,1003001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
301105,1003001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
301106,1003001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
302101,1003002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
302102,1003002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
302103,1003002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
302104,1003002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
302105,1003002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
302106,1003002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
302107,1003002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
302108,1003002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
303101,1003003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
303102,1003003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
303103,1003003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
303104,1003003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
303105,1003003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
303106,1003003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
303107,1003003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
303108,1003003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304101,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304102,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304103,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304104,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304105,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304106,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304107,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304108,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304109,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
304110,1003004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305101,1003005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305102,1003005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305103,1003005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305104,1003005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305105,1003005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305106,1003005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305107,1003005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305108,1003005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
305201,1003005,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
305202,1003005,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
401101,1004001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
401102,1004001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
401103,1004001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
401104,1004001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
401105,1004001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
401106,1004001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
402101,1004002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
402102,1004002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
402103,1004002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
402104,1004002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
402105,1004002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
402106,1004002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
403101,1004003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
403102,1004003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
403103,1004003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
403104,1004003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
403105,1004003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
403106,1004003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
403107,1004003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
403108,1004003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
404101,1004004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
404102,1004004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
404103,1004004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
404104,1004004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
404105,1004004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
404106,1004004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
404107,1004004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
404108,1004004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405101,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405102,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405103,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405104,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405105,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405106,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405107,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405108,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405109,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
405110,1004005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
406101,1004006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
406102,1004006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
406103,1004006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
406104,1004006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
406105,1004006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
406106,1004006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
406201,1004006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
406202,1004006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
406203,1004006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
406204,1004006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
501101,1005001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
501102,1005001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
501103,1005001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
501104,1005001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
501105,1005001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
501106,1005001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
502101,1005002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
502102,1005002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
502103,1005002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
502104,1005002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
502105,1005002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
502106,1005002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
503101,1005003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
503102,1005003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
503103,1005003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
503104,1005003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
503105,1005003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
503106,1005003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
503107,1005003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
503108,1005003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
504101,1005004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
504102,1005004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
504103,1005004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
504104,1005004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
504105,1005004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
504106,1005004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
504107,1005004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
504108,1005004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505101,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505102,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505103,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505104,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505105,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505106,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505107,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505108,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505109,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
505110,1005005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
506101,1005006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
506102,1005006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
506103,1005006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
506104,1005006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
506105,1005006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
506106,1005006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
506201,1005006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
506202,1005006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
506203,1005006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
506204,1005006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
601101,1006001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
601102,1006001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
601103,1006001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
601104,1006001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
601105,1006001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
601106,1006001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
602101,1006002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
602102,1006002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
602103,1006002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
602104,1006002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
602105,1006002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
602106,1006002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
602107,1006002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
602108,1006002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
603101,1006003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
603102,1006003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
603103,1006003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
603104,1006003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
603105,1006003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
603106,1006003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
603107,1006003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
603108,1006003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604101,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604102,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604103,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604104,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604105,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604106,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604107,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604108,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604109,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
604110,1006004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605101,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605102,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605103,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605104,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605105,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605106,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605107,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605108,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605109,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
605110,1006005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606101,1006006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606102,1006006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606103,1006006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606104,1006006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606105,1006006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606106,1006006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606107,1006006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606108,1006006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
606201,1006006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
606202,1006006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
606203,1006006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
606204,1006006,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
701101,1007001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
701102,1007001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
701103,1007001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
701104,1007001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
701105,1007001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
701106,1007001,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
702101,1007002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
702102,1007002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
702103,1007002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
702104,1007002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
702105,1007002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
702106,1007002,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
703101,1007003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
703102,1007003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
703103,1007003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
703104,1007003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
703105,1007003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
703106,1007003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
703107,1007003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
703108,1007003,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
704101,1007004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
704102,1007004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
704103,1007004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
704104,1007004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
704105,1007004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
704106,1007004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
704107,1007004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
704108,1007004,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705101,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705102,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705103,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705104,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705105,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705106,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705107,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705108,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705109,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
705110,1007005,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706101,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706102,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706103,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706104,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706105,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706106,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706107,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706108,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706109,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
706110,1007006,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707101,1007007,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707102,1007007,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707103,1007007,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707104,1007007,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707105,1007007,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707106,1007007,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707107,1007007,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707108,1007007,1,13000001,稀有勇士魂石,15,0,0,0,0,0,0
707201,1007007,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
707202,1007007,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
707203,1007007,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
707204,1007007,2,13000002,精英勇士魂石,30,0,0,0,0,0,0
1001101,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001102,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001103,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001104,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001105,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001106,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001107,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001108,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001109,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001110,2001001,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1001201,2001001,2,42010002,阵营召唤卷,5,0,0,0,0,0,0
1001202,2001001,2,42010002,阵营召唤卷,5,0,0,0,0,0,0
1002101,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002102,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002103,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002104,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002105,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002106,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002107,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002108,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002109,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002110,2001002,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1002201,2001002,2,42010002,阵营召唤卷,5,0,0,0,0,0,0
1002202,2001002,2,42010002,阵营召唤卷,5,0,0,0,0,0,0
1003101,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003102,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003103,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003104,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003105,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003106,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003107,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003108,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003109,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003110,2001003,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1003201,2001003,2,42010002,阵营召唤卷,5,0,0,0,0,0,0
1003202,2001003,2,42010002,阵营召唤卷,5,0,0,0,0,0,0
1004101,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004102,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004103,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004104,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004105,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004106,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004107,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004108,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004109,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004110,2001004,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1004201,2001004,2,42010003,占卜劵,5,0,0,0,0,0,0
1004202,2001004,2,42010003,占卜劵,5,0,0,0,0,0,0
1005101,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1005102,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1005103,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1005104,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1005105,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1005106,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1005107,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1005108,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
1005109,2001005,1,13000002,精英勇士魂石,10,0,0,0,0,0,0
