id,type,category,officer,officernum,officertype,topmod,npclv,npcquality,npcstar,armquality,armlv,npctitle,heroweaponlv,npc1,armtype1,npc2,armtype2,npc3,armtype3,npc4,armtype4,npc5,armtype5,npc6,armtype6,npc7,armtype7,npc8,armtype8,npc9,armtype9,npc10,armtype10,tabletype1,tablevalue1,num1,tabletype2,tablevalue2,num2,tabletype3,tablevalue3,num3,tabletype4,tablevalue4,num4,tabletype5,tablevalue5,num5
24,1,2,8,3,1,2003,29,6,0,0,0,0,1,1009,22006,2009,22005,3006,22006,3004,21006,1001,21006,1003,21005,4009,21006,0,0,0,0,0,0,6,18007,5,7,1350,5,8,450,5,9,1350,5,10,450,5
25,1,2,9,3,3,2004,28,6,0,0,0,0,1,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,17271,5,7,1295,5,8,432,5,9,1295,5,10,432,5
26,1,2,9,3,2,2004,28,6,0,0,0,0,1,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,17271,5,7,1295,5,8,432,5,9,1295,5,10,432,5
27,1,2,9,3,1,2004,28,6,0,0,0,0,1,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,6,13121,5,7,984,5,8,328,5,9,984,5,10,328,5
28,1,2,10,3,3,2001,27,6,0,0,0,0,1,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,16035,5,7,1203,5,8,401,5,9,1203,5,10,401,5
29,1,2,10,3,2,2001,27,6,0,0,0,0,1,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,16035,5,7,1203,5,8,401,5,9,1203,5,10,401,5
30,1,2,10,3,1,2001,27,6,0,0,0,0,1,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,6,8035,5,7,603,5,8,201,5,9,603,5,10,201,5
31,1,2,11,2,3,2002,26,6,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,15300,5,7,1147,5,8,382,5,9,1147,5,10,382,5
32,1,2,11,2,2,2002,26,6,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,15300,5,7,1147,5,8,382,5,9,1147,5,10,382,5
33,1,2,11,2,1,2002,26,6,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,2,12,2,3,2003,25,6,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14496,5,7,1087,5,8,362,5,9,1087,5,10,362,5
35,1,2,12,2,2,2003,25,6,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14496,5,7,1087,5,8,362,5,9,1087,5,10,362,5
36,1,2,12,2,1,2003,25,6,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1,2,13,2,3,2004,24,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
38,1,2,13,2,2,2004,24,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
39,1,2,13,2,1,2004,24,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2,14,2,3,2001,23,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14820,5,7,1112,5,8,371,5,9,1112,5,10,371,5
41,1,2,14,2,2,2001,23,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14820,5,7,1112,5,8,371,5,9,1112,5,10,371,5
42,1,2,14,2,1,2001,23,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,15,2,3,2002,22,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
44,1,2,15,2,2,2002,22,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
45,1,2,15,2,1,2002,22,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,2,16,2,3,2003,21,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,11780,5,7,884,5,8,295,5,9,884,5,10,295,5
47,1,2,16,2,2,2003,21,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,11780,5,7,884,5,8,295,5,9,884,5,10,295,5
48,1,2,16,2,1,2003,21,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,2,17,2,3,2004,20,5,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,9898,5,7,742,5,8,247,5,9,742,5,10,247,5
50,1,2,17,2,2,2004,20,5,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,9898,5,7,742,5,8,247,5,9,742,5,10,247,5
51,1,2,17,2,1,2004,20,5,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,2,18,2,3,2001,19,4,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,10194,5,7,765,5,8,255,5,9,765,5,10,255,5
53,1,2,18,2,2,2001,19,4,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,10194,5,7,765,5,8,255,5,9,765,5,10,255,5
54,1,2,18,2,1,2001,19,4,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,2,19,2,3,2002,18,4,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,7924,5,7,594,5,8,198,5,9,594,5,10,198,5
56,1,2,19,2,2,2002,18,4,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,7924,5,7,594,5,8,198,5,9,594,5,10,198,5
57,1,2,19,2,1,2002,18,4,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,2,20,2,3,2003,17,4,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
59,1,2,20,2,2,2003,17,4,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
60,1,2,20,2,1,2003,17,4,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,2,21,2,3,2004,16,3,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
62,1,2,21,2,2,2004,16,3,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
63,1,2,21,2,1,2004,16,3,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,2,22,2,3,2001,15,3,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
65,1,2,22,2,2,2001,15,3,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
66,1,2,22,2,1,2001,15,3,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,2,23,2,3,2002,14,3,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,4841,5,7,363,5,8,121,5,9,363,5,10,121,5
68,1,2,23,2,2,2002,14,3,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,4841,5,7,363,5,8,121,5,9,363,5,10,121,5
69,1,2,23,2,1,2002,14,3,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,2,24,2,3,2003,13,3,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,3902,5,7,293,5,8,98,5,9,293,5,10,98,5
71,1,2,24,2,2,2003,13,3,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,3902,5,7,293,5,8,98,5,9,293,5,10,98,5
72,1,2,24,2,1,2003,13,3,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,2,25,2,3,2004,12,2,0,0,0,0,0,3001,31001,1002,31001,2002,31001,2006,31001,3007,31002,0,0,0,0,0,0,0,0,0,0,6,602,5,7,45,5,8,15,5,9,45,5,10,15,5
74,1,2,25,2,2,2004,12,2,0,0,0,0,0,4008,12001,1005,12001,3002,12001,2001,11001,2003,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,2,25,2,1,2004,12,2,0,0,0,0,0,4008,12001,1005,12001,3002,12001,2001,11001,2003,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,2,26,2,3,2001,11,2,0,0,0,0,0,3001,31001,4005,31001,1002,31001,2002,31001,2006,31001,0,0,0,0,0,0,0,0,0,0,6,693,5,7,52,5,8,17,5,9,52,5,10,17,5
77,1,2,26,2,2,2001,11,2,0,0,0,0,0,4008,12001,1008,11001,1005,12001,3002,12001,2001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,2,26,2,1,2001,11,2,0,0,0,0,0,4008,12001,1008,11001,1005,12001,3002,12001,2001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,2,27,1,3,2002,10,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,1002,31001,2002,31001,0,0,0,0,0,0,0,0,0,0,6,423,5,7,32,5,8,11,5,9,32,5,10,11,5
80,1,2,27,1,2,2002,10,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,1002,31001,2002,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,2,27,1,1,2002,10,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,1002,31001,2002,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,2,28,1,3,2003,9,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,1002,31001,0,0,0,0,0,0,0,0,0,0,6,1000,5,7,75,5,8,25,5,9,75,5,10,25,5
83,1,2,28,1,2,2003,9,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,1002,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,2,28,1,1,2003,9,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,1002,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,2,29,1,3,2004,8,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,6,851,5,7,64,5,8,21,5,9,64,5,10,21,5
86,1,2,29,1,2,2004,8,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,2,29,1,1,2004,8,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,2,30,1,3,2001,7,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,2,30,1,2,2001,7,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,2,30,1,1,2001,7,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,2,31,1,3,2004,6,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,2,31,1,2,2004,6,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,2,31,1,1,2004,6,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,2,32,1,3,2001,5,1,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,2,32,1,2,2001,5,1,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,2,32,1,1,2001,5,1,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,1,1,3,3,1009,36,8,0,0,0,0,1,4004,21006,3010,11006,1002,31006,2006,31005,3007,31006,0,0,0,0,0,0,0,0,0,0,6,24908,5,7,1868,5,8,623,5,9,1868,5,10,623,5
98,1,1,1,3,2,1009,36,8,0,0,0,0,1,1004,12006,4001,31006,1009,22006,2009,22005,3006,22006,0,0,0,0,0,0,0,0,0,0,6,24908,5,7,1868,5,8,623,5,9,1868,5,10,623,5
99,1,1,1,3,1,1009,36,8,0,0,0,0,1,2007,22006,1006,32006,1005,12005,3002,12006,2008,11006,0,0,0,0,0,0,0,0,0,0,6,24908,5,7,1868,5,8,623,5,9,1868,5,10,623,5
100,1,1,2,3,3,1006,35,8,0,0,0,0,1,4004,21006,3010,11006,2002,31005,2010,32006,3005,32006,0,0,0,0,0,0,0,0,0,0,6,23409,5,7,1756,5,8,585,5,9,1756,5,10,585,5
101,1,1,2,3,2,1006,35,8,0,0,0,0,1,1004,12006,4001,31006,1009,22006,3004,21006,3006,22006,0,0,0,0,0,0,0,0,0,0,6,23409,5,7,1756,5,8,585,5,9,1756,5,10,585,5
102,1,1,2,3,1,1006,35,8,0,0,0,0,1,2007,22006,1006,32006,1005,12005,3002,12006,2008,11006,0,0,0,0,0,0,0,0,0,0,6,23409,5,7,1756,5,8,585,5,9,1756,5,10,585,5
103,1,1,3,3,3,1001,34,7,0,0,0,0,1,4004,21006,3010,11006,3007,31006,2005,32006,4003,32005,0,0,0,0,0,0,0,0,0,0,6,21909,5,7,1643,5,8,548,5,9,1643,5,10,548,5
104,1,1,3,3,2,1001,34,7,0,0,0,0,1,1004,12006,4001,31006,1009,22006,1001,21006,3006,22006,0,0,0,0,0,0,0,0,0,0,6,21909,5,7,1643,5,8,548,5,9,1643,5,10,548,5
105,1,1,3,3,1,1001,34,7,0,0,0,0,1,2007,22006,1006,32006,1005,12005,3002,12006,2008,11006,0,0,0,0,0,0,0,0,0,0,6,21909,5,7,1643,5,8,548,5,9,1643,5,10,548,5
106,1,1,4,3,3,1002,33,7,0,0,0,0,1,4004,21006,3010,11006,1002,31006,2006,31005,4003,32005,0,0,0,0,0,0,0,0,0,0,6,20406,5,7,1530,5,8,510,5,9,1530,5,10,510,5
107,1,1,4,3,2,1002,33,7,0,0,0,0,1,1004,12006,4001,31006,3004,21006,1001,21006,1003,21005,0,0,0,0,0,0,0,0,0,0,6,20406,5,7,1530,5,8,510,5,9,1530,5,10,510,5
108,1,1,4,3,1,1002,33,7,0,0,0,0,1,2007,22006,1006,32006,3003,11005,3002,12006,2001,11005,0,0,0,0,0,0,0,0,0,0,6,20406,5,7,1530,5,8,510,5,9,1530,5,10,510,5
109,1,1,5,3,3,1003,32,7,0,0,0,0,1,4004,21006,3010,11006,3007,31006,2005,32006,2010,32006,0,0,0,0,0,0,0,0,0,0,6,19113,5,7,1433,5,8,478,5,9,1433,5,10,478,5
110,1,1,5,3,2,1003,32,7,0,0,0,0,1,1004,12006,4001,31006,1009,22006,1003,21005,3006,22006,0,0,0,0,0,0,0,0,0,0,6,19113,5,7,1433,5,8,478,5,9,1433,5,10,478,5
111,1,1,5,3,1,1003,32,7,0,0,0,0,1,2007,22006,1006,32006,3002,12006,2008,11006,3003,11005,0,0,0,0,0,0,0,0,0,0,6,19113,5,7,1433,5,8,478,5,9,1433,5,10,478,5
112,1,1,6,3,3,1004,31,7,0,0,0,0,1,1002,31006,2002,31005,2006,31005,3007,31006,2005,32006,2010,32006,3005,32006,4003,32005,0,0,0,0,6,17820,5,7,1337,5,8,446,5,9,1337,5,10,446,5
113,1,1,6,3,2,1004,31,7,0,0,0,0,1,1007,12006,4010,12006,1005,12005,3002,12006,2001,11005,2003,11006,2008,11006,3003,11005,3009,11004,0,0,6,17820,5,7,1337,5,8,446,5,9,1337,5,10,446,5
114,1,1,6,3,1,1004,31,7,0,0,0,0,1,1009,22006,2009,22005,3006,22006,3004,21006,1001,21006,1003,21005,4009,21006,0,0,0,0,0,0,6,17820,5,7,1337,5,8,446,5,9,1337,5,10,446,5
115,1,1,7,3,3,1005,30,7,0,0,0,0,1,1002,31006,2002,31005,2006,31005,3007,31006,2005,32006,2010,32006,3005,32006,4003,32005,0,0,0,0,6,16523,5,7,1239,5,8,413,5,9,1239,5,10,413,5
116,1,1,7,3,2,1005,30,7,0,0,0,0,1,1007,12006,4010,12006,1005,12005,3002,12006,2001,11005,2003,11006,2008,11006,3003,11005,3009,11004,0,0,6,16523,5,7,1239,5,8,413,5,9,1239,5,10,413,5
117,1,1,7,3,1,1005,30,7,0,0,0,0,1,1009,22006,2009,22005,3006,22006,3004,21006,1001,21006,1003,21005,4009,21006,0,0,0,0,0,0,6,16523,5,7,1239,5,8,413,5,9,1239,5,10,413,5
118,1,1,8,3,3,1006,29,6,0,0,0,0,1,1002,31006,2002,31005,2006,31005,3007,31006,2005,32006,2010,32006,3005,32006,4003,32005,0,0,0,0,6,18007,5,7,1350,5,8,450,5,9,1350,5,10,450,5
