skill_id,originalskill,skill_name,type_show,skill_level,consume_type1,consume_num1,consume_type2,consume_num2,rare,release_bout,count_down,upgrade,skill_china,skill_type,show,skill_description,buff_value_type,trigger_pro1,skill_effect1,finishjump1,unfinishjump1,trigger_pro2,skill_effect2,finishjump2,unfinishjump2,trigger_pro3,skill_effect3,finishjump3,unfinishjump3,trigger_pro4,skill_effect4,finishjump4,unfinishjump4,trigger_pro5,skill_effect5,finishjump5,unfinishjump5,trigger_pro6,skill_effect6,finishjump6,unfinishjump6,trigger_pro7,skill_effect7,finishjump7,unfinishjump7,trigger_pro8,skill_effect8,finishjump8,unfinishjump8,trigger_pro9,skill_effect9,finishjump9,unfinishjump9,trigger_pro10,skill_effect10,finishjump10,unfinishjump10,trigger_pro11,skill_effect11,finishjump11,unfinishjump11,trigger_pro12,skill_effect12,finishjump12,unfinishjump12,skill_add_type,skill_add_value,attack_before,attack_after,skill_range,skill_scope,skill_scope2,skill_object,skill_energy,lua_name,skill_icon,skill_sound,showpanel,blacktime,lighteffect,storageturn,showtop_effect,skill_Action_round
13002021,13002021,雪之心,被动技能,1,0,0,0,0,0,0,0,0,3,0,0,攻击提升10%，防御提升5%,9,10000,10012,2,2,10000,10031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,60,0,0,1,0,a100201,slogo13002021,0,0,0,0,0,4444,0
14001001,14001001,普攻,0,1,0,0,0,0,0,0,0,0,1,0,0,对目标进行一次物理上的打击,2,10000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slogo14001001,0,0,0,0,0,0,0
14001011,14001011,无序之雨,主动技能,1,0,0,0,0,0,1,2,0,2,0,0,挥舞法杖召唤无序之雨，对随机3个敌方单位造成90%魔法伤害，50%概率附加【减速】状态，持续2回合,2,10000,108,2,2,5000,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,60,500,0,1,0,a100202,slogo14001011,0,0,0,0,0,4444,0
14001021,14001021,水之力,被动技能,1,0,0,0,0,0,0,0,0,3,0,0,攻击提升10%，生命提升5%，暴击伤害提升10%,9,10000,10012,2,2,10000,10001,3,3,10000,10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,p100203,slogo14001021,0,0,0,0,0,4444,0
14001031,14001031,急速冰点,主动技能,1,0,0,0,0,0,2,4,0,2,0,0,迅速降温使水汽凝结，对敌方前中排造成130%魔法伤害，若目标处于【冰冻】状态，则伤害提升100%；若目标处于【减速】状态，则附加【冰冻】状态，持续1回合,2,10000,110,3,2,10000,111,4,4,10000,112,4,4,10000,113,5,0,10000,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,60,1000,0,1,0,a100204,slogo14001031,Hero/VO_1002_final,4,0,0,0,0,0
14002001,14002001,普攻,0,1,0,0,0,0,0,0,0,0,1,0,0,对目标进行一次物理上的打击,2,10000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slogo14002001,0,0,0,0,0,0,0
14002011,14002011,绝对零度,主动技能,1,0,0,0,0,0,1,4,0,2,0,0,寒冷使周围达到绝对零度，对随机4个敌方单位造成107%魔法伤害，25%概率附加【冰冻】状态，持续2回合,2,10000,114,2,2,2500,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,a100300,slogo14002011,0,0,0,0,0,0,0
14002021,14002021,水之心,被动技能,1,0,0,0,0,0,0,0,0,3,0,0,攻击提升10%，生命提升5%,9,10000,10012,2,2,10000,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,p100301,slogo14002021,0,0,0,0,0,0,0
14002031,14002031,寒冰掌握,被动技能,1,0,0,0,0,0,0,0,0,3,0,0,对处于【冰冻】状态的单位伤害提高20%,13,10000,116,2,0,10000,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,60,60,0,0,0,a100302,slogo14002031,0,0,0,0,0,4444,0
14003001,14003001,普攻,0,1,0,0,0,0,0,0,0,0,1,0,0,对目标进行一次物理上的打击,2,10000,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slogo14003001,0,0,0,0,0,0,0
14003011,14003011,寒冰斩,主动技能,1,0,0,0,0,0,1,2,0,2,0,0,挥动手中附带寒冰的斧头，对前方单体造成139%物理伤害，70%概率附加【冰冻】状态，持续2回合,2,10000,117,2,2,7000,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,0,0,a100303,slogo14003011,0,0,0,0,0,4444,0
14003021,14003021,海兽体,被动技能,1,0,0,0,0,0,0,0,0,3,0,0,攻击提升10%，防御提升5%,9,10000,10002,2,2,10000,10031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,a100304,slogo14003021,Hero/VO_1003_final,3,0,0,0,0,0
14003031,14003031,寒冰守护,主动技能,1,0,0,0,0,0,2,4,0,2,0,0,以海水化为冰甲，提升己方前排单位10%抗控，并提升自身20%的免伤，持续2回合,2,10000,118,2,2,10000,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,1000,0,0,0,p100305,slogo14003031,0,0,0,0,0,0,0
14004001,14004001,普攻,0,1,0,0,0,0,0,0,0,0,1,0,0,对目标进行一次物理上的打击,2,10000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slogo14004001,0,0,0,0,0,0,0
14004011,14004011,海水侵蚀,主动技能,1,0,0,0,0,0,1,4,0,2,0,0,海水进行侵蚀，对敌方单体造成162%魔法伤害，提升自身30%治疗效果，30%概率附加【破甲】状态，持续2回合,2,10000,120,2,2,10000,121,3,3,3000,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,a100400,slogo14004011,0,0,0,0,0,0,0
14004021,14004021,海浪掌控,被动技能,1,0,0,0,0,0,0,0,0,3,0,0,攻击提升10%，生命提升5%,9,10000,10002,2,2,10000,10031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,a100401,slogo14004021,0,0,0,0,0,4444,0
14004031,14004031,海水滋养,主动技能,1,0,0,0,0,0,2,4,0,2,1,0,海水滋养万物，对生命最低的己方单位回复等同普罗透斯攻击246%的生命，并提升目标30%攻击和10%暴击率，持续2回合,2,10000,123,2,2,10000,124,3,3,10000,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,a100402,slogo14004031,0,0,0,0,0,0,0
15001001,15001001,普攻,0,1,0,0,0,0,0,0,0,0,1,0,0,对目标进行一次物理上的打击,2,10000,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slogo15001001,0,0,0,0,0,0,0
15001011,15001011,水疗,主动技能,1,0,0,0,0,0,1,2,15001012,2,1,0,水是万物源泉，对生命最低的己方单位回复等同利维坦攻击189%的生命，30%概率驱散目标所有的负面状态,2,10000,123,2,2,10000,127,3,3,3000,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,p100403,slogo15001011,0,0,0,0,0,0,0
15001012,15001011,水疗,主动技能,2,0,0,0,0,0,1,2,15001013,2,1,0,水是万物源泉，对生命最低的己方单位回复等同利维坦攻击227%的生命，40%概率驱散目标所有的负面状态,2,10000,123,2,2,10000,128,3,3,4000,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100404,slogo15001012,Hero/VO_1004_final,5,0,0,0,0,0
15001013,15001011,水疗,主动技能,3,0,0,0,0,0,1,2,0,2,1,0,水是万物源泉，对生命最低的己方单位回复等同利维坦攻击272%的生命，50%概率驱散目标所有的负面状态,2,10000,123,2,2,10000,129,3,3,5000,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100404,slogo15001013,Hero/VO_1004_final,5,0,0,0,0,0
15001021,15001021,巨灵水体,被动技能,1,0,0,0,0,0,0,0,15001022,3,0,0,生命提升10%，攻击提升5%,9,10000,10002,2,2,10000,10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,0,0,0,1,0,p301001,slogo15001021,0,0,0,0,0,0,0
15001022,15001021,巨灵水体,被动技能,2,0,0,0,0,0,0,0,15001023,3,0,0,生命提升20%，攻击提升10%,9,10000,10004,2,2,10000,10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,a100500,slogo15001022,0,0,0,0,0,0,0
15001023,15001021,巨灵水体,被动技能,3,0,0,0,0,0,0,0,0,3,0,0,生命提升30%，攻击提升15%，治疗效果提升5%,9,10000,10006,2,2,10000,10013,3,3,10000,10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100404,slogo15001023,Hero/VO_1004_final,5,0,0,0,0,0
15001031,15001031,水之守护,主动技能,1,0,0,0,0,0,2,4,15001032,2,1,0,水无形可化为有形之盾，己方全体回复等同利维坦攻击109%的生命，并为所有己方法师职业单位附加1个【格挡盾】，持续2回合,2,10000,130,2,2,10000,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100501,slogo15001031,0,0,0,0,0,4444,0
15001032,15001031,水之守护,主动技能,2,0,0,0,0,0,2,4,15001033,2,1,0,水无形可化为有形之盾，己方全体回复等同利维坦攻击131%的生命，并为所有己方法师职业单位附加1个【格挡盾】，并提升其20%攻击，持续2回合,2,10000,131,2,2,10000,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100501,slogo15001032,0,0,0,0,0,4444,0
15001033,15001031,水之守护,主动技能,3,0,0,0,0,0,2,4,0,2,1,0,水无形可化为有形之盾，己方全体回复等同利维坦攻击157%的生命，并为所有己方法师职业单位附加1个【格挡盾】，并提升其30%攻击，持续2回合,2,10000,132,2,2,10000,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100501,slogo15001033,0,0,0,0,0,4444,0
15002001,15002001,普攻,0,1,0,0,0,0,0,0,0,0,1,0,0,对目标进行一次物理上的打击,2,10000,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slogo15002001,0,0,0,0,0,0,0
15002011,15002011,水蛇之咬,主动技能,1,0,0,0,0,0,1,2,15002012,2,0,0,召唤蛇形态的水进行攻击，对前方单位造成176%魔法伤害，35%概率附加【冰冻】状态，持续2回合；同时为自身附加【寒冰护甲】持续1回合和速度提升5%持续2回合,2,10000,136,2,2,3500,115,3,3,10000,9001,4,4,10000,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,0,0,a100503,slogo15002011,0,0,0,0,0,4444,0
15002012,15002011,水蛇之咬,主动技能,2,0,0,0,0,0,1,2,15002013,2,0,0,召唤蛇形态的水进行攻击，对前方单位造成210%魔法伤害，45%概率附加【冰冻】状态，持续2回合；同时为自身附加【寒冰护甲】持续1回合和速度提升10%持续2回合,2,10000,137,2,2,4500,115,3,3,10000,9002,4,4,10000,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100504,slogo15002012,Hero/VO_1005_final,5,0,0,0,0,0
15002013,15002011,水蛇之咬,主动技能,3,0,0,0,0,0,1,2,0,2,0,0,召唤蛇形态的水进行攻击，对前方单位造成248%魔法伤害，55%概率附加【冰冻】状态，持续2回合；同时为自身附加【寒冰护甲】持续1回合和速度提升15%持续2回合,2,10000,138,2,2,5500,115,3,3,10000,9003,4,4,10000,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,a100600,slogo15002013,0,0,0,0,0,0,0
15002021,15002021,海兽神体,被动技能,1,0,0,0,0,0,0,0,15002022,3,0,0,攻击提升20%，生命提升10%，速度提升5,9,10000,10014,2,2,10000,10002,3,3,10000,10061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100601,slogo15002021,0,0,0,0,0,4444,0
15002022,15002021,海兽神体,被动技能,2,0,0,0,0,0,0,0,15002023,3,0,0,攻击提升30%，生命提升15%，速度提升10,9,10000,10016,2,2,10000,10003,3,3,10000,10062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,0,0,a100602,slogo15002022,0,0,0,0,0,4444,0
15002023,15002021,海兽神体,被动技能,3,0,0,0,0,0,0,0,0,3,0,0,攻击提升40%，生命提升20%，速度提升15,9,10000,10018,2,2,10000,10004,3,3,10000,10063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,p100603,slogo15002023,0,0,0,0,0,0,0
15002031,15002031,刻托之怒,主动技能,1,0,0,0,0,0,2,4,15002032,2,0,0,刻托发怒搅动海水掀起滔天巨浪，对敌方全体造成104%魔法伤害，30%概率降低目标单位10%暴击率，持续2回合；若目标生命高于60%，则本次伤害提升20%,2,10000,140,2,3,10000,141,3,3,10000,143,4,4,3000,8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100604,slogo15002031,Hero/VO_1006_final,4,0,0,0,0,0
15002032,15002031,刻托之怒,主动技能,2,0,0,0,0,0,2,4,15002033,2,0,0,刻托发怒搅动海水掀起滔天巨浪，对敌方全体造成125%魔法伤害，40%概率降低目标单位10%暴击率，持续2回合；若目标生命高于60%，则本次伤害提升25%,2,10000,140,2,3,10000,141,3,3,10000,144,4,4,4000,8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,a100700,slogo15002032,0,0,0,0,0,0,0
15002033,15002031,刻托之怒,主动技能,3,0,0,0,0,0,2,4,0,2,0,0,刻托发怒搅动海水掀起滔天巨浪，对敌方全体造成150%魔法伤害，50%概率降低目标单位10%暴击率，持续2回合；若目标生命高于60%，则本次伤害提升30%,2,10000,140,2,3,10000,142,3,3,10000,145,4,4,5000,8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,0,0,a100701,slogo15002033,0,0,0,0,0,4444,0
15002041,15002041,海兽之心,被动技能,1,0,0,0,0,0,0,0,15002042,3,0,0,每回合开始时，若自身生命不低于30%，则自身暴击率提升10%，持续1回合；若低于30%，则自身闪避提升5%，持续1回合,14,10000,146,3,2,10000,9101,0,0,10000,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,0,0,p100702,slogo15002041,0,0,0,0,0,0,0
15002042,15002041,海兽之心,被动技能,2,0,0,0,0,0,0,0,15002043,3,0,0,每回合开始时，若自身生命不低于30%，则自身暴击率提升15%，持续1回合；若低于30%，则自身闪避提升10%，持续1回合,14,10000,146,3,2,10000,9102,0,0,10000,9202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,800,0,1,0,a100704,slogo15002042,Hero/VO_1007_final,5,0,0,0,0,0
15002043,15002041,海兽之心,被动技能,3,0,0,0,0,0,0,0,0,3,0,0,每回合开始时，若自身生命不低于30%，则自身暴击率提升20%，持续1回合；若低于30%，则自身闪避提升15%，持续1回合,14,10000,146,3,2,10000,9103,0,0,10000,9203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,a100800,slogo15002043,0,0,0,0,0,0,0
15003001,15003001,普攻,0,1,0,0,0,0,0,0,0,0,1,0,0,对目标进行一次物理上的打击,2,10000,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slogo15003001,0,0,0,0,0,0,0
15003011,15003011,尾击,主动技能,1,0,0,0,0,0,1,2,15003012,2,0,0,塞特斯甩动尾巴，对前方单位造成180%物理伤害，该伤害无视目标10%防御，并提升自身15%攻击，持续3回合,2,10000,148,3,3,10000,9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100801,slogo15003011,0,0,0,0,0,4444,0
15003012,15003011,尾击,主动技能,2,0,0,0,0,0,1,2,15003013,2,0,0,塞特斯甩动尾巴，对前方单位造成216%物理伤害，该伤害无视目标20%防御，并提升自身20%攻击，持续3回合,2,10000,149,3,3,10000,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100802,slogo15003012,0,0,0,0,0,4444,0
15003013,15003011,尾击,主动技能,3,0,0,0,0,0,1,2,0,2,0,0,塞特斯甩动尾巴，对前方单位造成259%物理伤害，该伤害无视目标30%防御，并提升自身25%攻击和30%暴击伤害，持续3回合,2,10000,150,3,3,10000,9306,3,3,10000,9601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,p100803,slogo15003013,0,0,0,0,0,0,0
15003021,15003021,海怪体,被动技能,1,0,0,0,0,0,0,0,15003022,3,0,0,攻击提升20%，生命提升10%，暴击率提升5%,9,10000,10014,2,2,10000,10002,3,3,10000,10021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,500,0,0,1,0,a100804,slogo15003021,Hero/VO_1008_final,3,0,0,0,0,0
15003022,15003021,海怪体,被动技能,2,0,0,0,0,0,0,0,15003023,3,0,0,攻击提升30%，生命提升15%，暴击率提升10%,9,10000,10016,2,2,10000,10003,3,3,10000,10022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,a100900,slogo15003022,0,0,0,0,0,0,0
