id,sort,step,tag_type,task_sort,activity,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,value,item_name,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,times,cost,sale,start,continued,cd,show,coctime,vip_limit,point,rebate_type,param1,describe,button,jump,backicon,nameicon
1010223,1,2,1,23,冒险历程,完成悬赏任务:10次,218,10,0,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010224,1,2,1,24,冒险历程,完成悬赏任务:15次,218,15,0,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010225,1,2,1,25,冒险历程,完成悬赏任务:20次,218,20,0,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010231,1,2,1,31,冒险历程,通关地牢第三层:1次,61,1,3,0,0,91000051,10000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010232,1,2,1,32,冒险历程,通关地牢第三层:2次,61,2,3,0,0,91000051,15000,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010233,1,2,1,33,冒险历程,通关地牢第三层:5次,61,5,3,0,0,91000051,20000,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010241,1,2,1,41,冒险历程,赠送友情点:10,112,10,0,0,0,60110020,1,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010242,1,2,1,42,冒险历程,赠送友情点:30,112,30,0,0,0,60420020,1,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010243,1,2,1,43,冒险历程,赠送友情点:60,112,60,0,0,0,60430020,1,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010244,1,2,1,44,冒险历程,赠送友情点:80,112,80,0,0,0,60520020,1,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010245,1,2,1,45,冒险历程,赠送友情点:100,112,100,0,0,0,60520040,1,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010301,1,3,1,1,英雄集结,获得英雄数量:10个,11,10,0,0,0,91000041,10000,91000044,40,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010302,1,3,1,2,英雄集结,获得英雄数量:20个,11,20,0,0,0,91000041,10000,91000044,40,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010303,1,3,1,3,英雄集结,获得英雄数量:30个,11,30,0,0,0,91000041,10000,91000044,100,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010304,1,3,1,4,英雄集结,获得英雄数量:40个,11,40,0,0,0,91000041,10000,91000044,100,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010305,1,3,1,5,英雄集结,获得英雄数量:60个,11,60,0,0,0,91000041,10000,91000044,200,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010311,1,3,1,11,英雄集结,拥有蓝色装备:2个,32,2,2,0,0,81000001,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010312,1,3,1,12,英雄集结,拥有蓝色装备:4个,32,4,2,0,0,81000001,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010313,1,3,1,13,英雄集结,拥有蓝色装备:8个,32,8,2,0,0,81000001,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010314,1,3,1,14,英雄集结,拥有蓝色装备:12个,32,12,2,0,0,81000001,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010315,1,3,1,15,英雄集结,拥有蓝色装备:16个,32,16,2,0,0,81000001,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010316,1,3,1,16,英雄集结,拥有蓝色装备:20个,32,20,2,0,0,81000001,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010317,1,3,1,17,英雄集结,获得活跃点数:100次,123,100,0,0,0,91000001,100000,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010318,1,3,1,18,英雄集结,获得活跃点数:200次,123,200,0,0,0,91000001,200000,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010319,1,3,1,19,英雄集结,获得活跃点数:300次,123,300,0,0,0,91000001,300000,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010320,1,3,1,20,英雄集结,获得活跃点数:400次,123,400,0,0,0,91000001,400000,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010321,1,3,1,21,英雄集结,获得活跃点数:500次,123,500,0,0,0,91000001,500000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010322,1,3,1,22,英雄集结,获得活跃点数:600次,123,600,0,0,0,91000001,600000,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010331,1,3,1,31,英雄集结,1个英雄达到30级,15,1,30,0,0,91000041,20000,91000044,100,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010332,1,3,1,32,英雄集结,3个英雄达到30级,15,3,30,0,0,91000041,20000,91000044,150,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010333,1,3,1,33,英雄集结,5个英雄达到30级,15,5,30,0,0,91000041,20000,91000044,200,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010401,1,4,2,1,特惠抢购,0,0,0,0,0,0,30020020,1,0,0,0,0,0,0,23000,稀有+武器箱,91000002,13800,0,0,0,0,0,0,1,23000,13800,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010402,1,4,2,2,特惠抢购,0,0,0,0,0,0,30020021,1,0,0,0,0,0,0,23000,稀有+头盔箱,91000002,13800,0,0,0,0,0,0,1,23000,13800,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010403,1,4,2,3,特惠抢购,0,0,0,0,0,0,30020022,1,0,0,0,0,0,0,23000,稀有+战甲箱,91000002,13800,0,0,0,0,0,0,1,23000,13800,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010404,1,4,2,4,特惠抢购,0,0,0,0,0,0,30020023,1,0,0,0,0,0,0,23000,稀有+战靴箱,91000002,13800,0,0,0,0,0,0,1,23000,13800,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010405,1,4,2,5,特惠抢购,0,0,0,0,0,0,91000044,200,0,0,0,0,0,0,20000,魔粉,91000002,16000,0,0,0,0,0,0,1,20000,16000,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010406,1,4,2,6,特惠抢购,0,0,0,0,0,0,91000041,10000,0,0,0,0,0,0,20000,勇士经验,91000002,16000,0,0,0,0,0,0,1,20000,16000,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010407,1,4,2,7,特惠抢购,0,0,0,0,0,0,91000001,1000000,0,0,0,0,0,0,20000,金币,91000002,16000,0,0,0,0,0,0,1,20000,16000,-1,604800,0,0,0,0,10,0,0,0,0,0,0,0
1010501,1,5,3,1,成长返利,0,0,0,0,0,0,13000002,120,0,0,0,0,0,0,360000,精英勇士魂石,91000002,288000,0,0,0,0,0,0,1,360000,288000,-1,604800,0,0,86400,0,0,1,0,购买主线战令，可免费领取,购买战令,"ui_mgr.openUI(""LimitGiftPackShopUI"",enOpenUIType.EUIT_ListType,{index_type=10,index=10})",0,0
1020101,2,1,1,1,今日目标,登录第2天,126,2,0,0,0,91000002,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,100,0,0,0,0,0,0,0
1020102,2,1,1,2,今日目标,领主等级达到:40,1,40,0,0,0,91000002,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,20,0,0,0,0,0,0,0
1020103,2,1,1,3,今日目标,法阵总战力达到:50000,2,50000,0,0,0,91000002,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,20,0,0,0,0,0,0,0
1020104,2,1,1,4,今日目标,命运核心等级达到:50,72,50,0,0,0,91000002,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,20,0,0,0,0,0,0,0
1020201,2,2,1,1,成长历练,铸时星域1章进度100%,221,1,1001,100,0,40000012,5,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,15,0,0,0,0,0,0,0
1020202,2,2,1,2,成长历练,铸时星域2章进度100%,221,1,1002,100,0,40000012,5,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,15,0,0,0,0,0,0,0
1020203,2,2,1,3,成长历练,铸时星域3章进度100%,221,1,1003,100,0,40000012,5,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,15,0,0,0,0,0,0,0
1020204,2,2,1,4,成长历练,铸时星域4章进度100%,221,1,1004,100,0,40000012,5,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,15,0,0,0,0,0,0,0
1020211,2,2,1,11,成长历练,参加公会狩猎:1次,91,1,1,0,0,91000001,40000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020212,2,2,1,12,成长历练,参加公会狩猎:3次,91,3,1,0,0,91000001,80000,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020213,2,2,1,13,成长历练,参加公会狩猎:5次,91,5,1,0,0,91000001,120000,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020214,2,2,1,14,成长历练,参加公会狩猎:7次,91,7,1,0,0,91000001,160000,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020215,2,2,1,15,成长历练,参加公会狩猎:9次,91,9,1,0,0,91000001,200000,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020216,2,2,1,16,成长历练,参加公会狩猎:11次,91,11,1,0,0,91000001,240000,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020221,2,2,1,21,成长历练,参与竞技场挑战:2次,51,2,0,0,0,91000002,2000,91000001,10000,0,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,5,0,0,0,0,0,0,0
1020222,2,2,1,22,成长历练,参与竞技场挑战:4次,51,4,0,0,0,91000002,2000,91000001,10000,0,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,5,0,0,0,0,0,0,0
1020223,2,2,1,23,成长历练,参与竞技场挑战:6次,51,6,0,0,0,91000002,2000,91000001,10000,0,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,5,0,0,0,0,0,0,0
1020224,2,2,1,24,成长历练,参与竞技场挑战:8次,51,8,0,0,0,91000002,4000,91000001,10000,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,5,0,0,0,0,0,0,0
1020225,2,2,1,25,成长历练,参与竞技场挑战:10次,51,10,0,0,0,91000002,4000,91000001,20000,0,0,0,0,4004,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,5,0,0,0,0,0,0,0
1020226,2,2,1,26,成长历练,参与竞技场挑战:12次,51,12,0,0,0,91000002,6000,91000001,20000,0,0,0,0,6004,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,5,0,0,0,0,0,0,0
1020227,2,2,1,27,成长历练,参与竞技场挑战:14次,51,14,0,0,0,91000002,6000,91000001,20000,0,0,0,0,6004,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,5,0,0,0,0,0,0,0
1020231,2,2,1,31,成长历练,在黎明教堂进阶英雄1次,14,1,0,0,0,42010001,2,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020232,2,2,1,32,成长历练,在黎明教堂进阶英雄3次,14,3,0,0,0,42010001,2,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020233,2,2,1,33,成长历练,在黎明教堂进阶英雄5次,14,5,0,0,0,42010001,3,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020234,2,2,1,34,成长历练,在黎明教堂进阶英雄7次,14,7,0,0,0,42010001,3,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020235,2,2,1,35,成长历练,在黎明教堂进阶英雄9次,14,9,0,0,0,42010001,5,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020236,2,2,1,36,成长历练,在黎明教堂进阶英雄15次,14,15,0,0,0,42010001,5,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020301,2,3,1,1,英雄集结,获得紫色英雄:3个,217,3,4,0,0,91000049,200,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020302,2,3,1,2,英雄集结,获得紫色英雄:5个,217,5,4,0,0,91000049,200,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020303,2,3,1,3,英雄集结,获得紫色英雄:7个,217,7,4,0,0,91000049,200,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020304,2,3,1,4,英雄集结,获得紫色英雄:9个,217,9,4,0,0,91000049,200,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020305,2,3,1,5,英雄集结,获得紫色英雄:11个,217,11,4,0,0,91000049,200,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020311,2,3,1,11,英雄集结,获得紫色+英雄:1个,217,1,5,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020312,2,3,1,12,英雄集结,获得紫色+英雄:2个,217,2,5,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020313,2,3,1,13,英雄集结,获得紫色+英雄:3个,217,3,5,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020314,2,3,1,14,英雄集结,获得紫色+英雄:4个,217,4,5,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020315,2,3,1,15,英雄集结,获得紫色+英雄:5个,217,5,5,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020316,2,3,1,16,英雄集结,获得紫色+英雄:6个,217,6,5,0,0,13000001,120,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020321,2,3,1,21,英雄集结,获得橙色英雄:1个,217,1,6,0,0,13000002,60,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,15,0,0,0,0,0,0,0
1020322,2,3,1,22,英雄集结,获得橙色英雄:2个,217,2,6,0,0,13000002,60,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,15,0,0,0,0,0,0,0
1020323,2,3,1,23,英雄集结,获得橙色英雄:3个,217,3,6,0,0,13000002,60,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,15,0,0,0,0,0,0,0
1020324,2,3,1,24,英雄集结,获得橙色英雄:4个,217,4,6,0,0,13000002,120,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,15,0,0,0,0,0,0,0
1020331,2,3,1,31,英雄集结,提升装备强化等级:1次,31,1,0,0,0,60310020,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020332,2,3,1,32,英雄集结,提升装备强化等级:3次,31,3,0,0,0,60520020,1,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020333,2,3,1,33,英雄集结,提升装备强化等级:5次,31,5,0,0,0,60530020,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020334,2,3,1,34,英雄集结,提升装备强化等级:7次,31,7,0,0,0,60540020,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020335,2,3,1,35,英雄集结,提升装备强化等级:9次,31,9,0,0,0,60640020,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020336,2,3,1,36,英雄集结,提升装备强化等级:11次,31,11,0,0,0,60210020,1,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020341,2,3,1,41,英雄集结,1个英雄达到45级,15,1,45,0,0,91000041,20000,91000044,200,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020342,2,3,1,42,英雄集结,3个英雄达到45级,15,3,45,0,0,91000041,20000,91000044,300,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020343,2,3,1,43,英雄集结,5个英雄达到45级,15,5,45,0,0,91000041,20000,91000044,400,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020401,2,4,2,1,特惠抢购,0,0,0,0,0,0,30020024,1,0,0,0,0,0,0,40000,精英武器箱,91000002,30000,0,0,0,0,0,0,1,40000,30000,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020402,2,4,2,2,特惠抢购,0,0,0,0,0,0,30020025,1,0,0,0,0,0,0,40000,精英头盔箱,91000002,30000,0,0,0,0,0,0,1,40000,30000,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020403,2,4,2,3,特惠抢购,0,0,0,0,0,0,30020026,1,0,0,0,0,0,0,40000,精英战甲箱,91000002,30000,0,0,0,0,0,0,1,40000,30000,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020404,2,4,2,4,特惠抢购,0,0,0,0,0,0,30020027,1,0,0,0,0,0,0,40000,精英战靴箱,91000002,30000,0,0,0,0,0,0,1,40000,30000,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020405,2,4,2,5,特惠抢购,0,0,0,0,0,0,81000001,300,0,0,0,0,0,0,60000,青铜锻造币,91000002,45000,0,0,0,0,0,0,1,60000,45000,-2,518400,0,0,0,0,10,0,0,0,0,0,0,0
1020501,2,5,3,1,成长返利,0,0,0,0,0,0,81000002,5,0,0,0,0,0,0,100000,白银锻造币,91000002,80000,0,0,0,0,0,0,1,100000,80000,-2,518400,0,0,86400,0,1,1,0,购买主线战令，可免费领取,购买战令,"ui_mgr.openUI(""LimitGiftPackShopUI"",enOpenUIType.EUIT_ListType,{index_type=10,index=10})",0,0
1030101,3,1,1,1,今日目标,登录第3天,126,3,0,0,0,91000002,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,-3,432000,0,0,0,0,100,0,0,0,0,0,0,0
1030102,3,1,1,2,今日目标,领主等级达到:50,1,50,0,0,0,91000002,8000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,-3,432000,0,0,0,0,10,0,0,0,0,0,0,0
1030103,3,1,1,3,今日目标,法阵总战力达到:60000,2,60000,0,0,0,91000002,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,-3,432000,0,0,0,0,10,0,0,0,0,0,0,0
1030104,3,1,1,4,今日目标,命运核心等级达到:60,72,60,0,0,0,91000002,15000,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,-3,432000,0,0,0,0,10,0,0,0,0,0,0,0
1030201,3,2,1,1,成长历练,通关冒险关卡第5章,43,5,0,0,0,91000002,6000,42010001,2,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,-3,432000,0,0,0,0,10,0,0,0,0,0,0,0
1030202,3,2,1,2,成长历练,通关冒险关卡第6章,43,6,0,0,0,91000002,6000,42010001,2,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,-3,432000,0,0,0,0,10,0,0,0,0,0,0,0
