id,heroid,hero_star,star_quality,star_num,grid,griditemtype1,griditemtypenum1,gridattribute1_type1,gridattribute1_num1,gridattribute1_type2,gridattribute1_num2,gridattribute2_type1,gridattribute2_num1,gridattribute2_type2,gridattribute2_num2,gridattribute3_type1,gridattribute3_num1,gridattribute3_type2,gridattribute3_num2,gridattribute4_type1,gridattribute4_num1,gridattribute4_type2,gridattribute4_num2,gridattribute5_type1,gridattribute5_num1,gridattribute5_type2,gridattribute5_num2,gridattribute6_type1,gridattribute6_num1,gridattribute6_type2,gridattribute6_num2,gridattribute7_type1,gridattribute7_num1,gridattribute7_type2,gridattribute7_num2,gridattribute8_type1,gridattribute8_num1,gridattribute8_type2,gridattribute8_num2,gridattribute9_type1,gridattribute9_num1,gridattribute9_type2,gridattribute9_num2,gridattribute10_type1,gridattribute10_num1,gridattribute10_type2,gridattribute10_num2,gridattribute11_type1,gridattribute11_num1,gridattribute11_type2,gridattribute11_num2,gridattribute12_type1,gridattribute12_num1,gridattribute12_type2,gridattribute12_num2,gridattribute13_type1,gridattribute13_num1,gridattribute13_type2,gridattribute13_num2,extraattribute_type1,extraattribute_num1,extraattribute_type2,extraattribute_num2,extraattribute_type3,extraattribute_num3,extraattribute_type4,extraattribute_num4,skillid,skillhave1,skillhave2,skillhave3,skillhave4,skillhave5,grid1_x,grid1_y,grid2_x,grid2_y,grid3_x,grid3_y,grid4_x,grid4_y,grid5_x,grid5_y,grid6_x,grid6_y,grid7_x,grid7_y,grid8_x,grid8_y,grid9_x,grid9_y,grid10_x,grid10_y,grid11_x,grid11_y,grid12_x,grid12_y,grid13_x,grid13_y,grid_picture1,grid_picture2,grid_picture3,grid_picture4,grid_picture5,grid_picture6,grid_picture7,grid_picture8,grid_picture9,grid_picture10,grid_picture11,grid_picture12,grid_picture13
11,1001,10,2,5,8,12100101,105,1,1382400,99,512000,2,138240,99,512000,3,648,99,512000,2,138240,99,512000,3,648,99,512000,1,1382400,99,1024000,2,138240,99,512000,3,648,99,512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51595,2,3122,3,615,99,2953450,0,10010001,10010403,10010104,10010203,10010303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
12,1001,11,3,1,8,12100101,125,1,2764800,99,1024000,2,276480,99,1024000,3,702,99,1024000,2,276480,99,1024000,3,702,99,1024000,1,2764800,99,2048000,2,276480,99,1024000,3,702,99,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61914,2,3746,3,738,99,3544100,0,10010001,10010403,10010104,10010203,10010303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
13,1001,12,3,2,8,12100101,145,1,5529600,99,2048000,2,552960,99,2048000,3,756,99,2048000,2,552960,99,2048000,3,756,99,2048000,1,5529600,99,4096000,2,552960,99,2048000,3,756,99,2048000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74296,2,4495,3,885,99,4252800,0,10010001,10010403,10010104,10010203,10010303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
14,1001,13,3,3,8,12100101,165,1,11059200,99,4096000,2,1105920,99,4096000,3,810,99,4096000,2,1105920,99,4096000,3,810,99,4096000,1,11059200,99,8192000,2,1105920,99,4096000,3,810,99,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89155,2,5394,3,1062,99,5103350,0,10010001,10010403,10010104,10010203,10010303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
15,1001,14,3,4,8,12100101,185,1,22118400,99,8192000,2,2211840,99,8192000,3,864,99,8192000,2,2211840,99,8192000,3,864,99,8192000,1,22118400,99,16384000,2,2211840,99,8192000,3,864,99,8192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106986,2,6472,3,1274,99,6123900,0,10010001,10010403,10010104,10010203,10010303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
16,1001,15,3,5,8,12100101,205,1,44236800,99,16384000,2,4423680,99,16384000,3,918,99,16384000,2,4423680,99,16384000,3,918,99,16384000,1,44236800,99,32768000,2,4423680,99,16384000,3,918,99,16384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128383,2,7766,3,1528,99,7348550,0,10010001,10010403,10010104,10010203,10010303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
17,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020001,10020401,10020101,10020201,10020301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1002,1,1,1,5,12100201,5,1,2700,99,1000,2,270,99,1000,3,162,99,1000,2,270,99,1000,3,162,99,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3037,2,607,3,121,99,224650,10020102,10020001,10020401,10020102,10020201,10020301,60,248,221,260,238,143,78,73,159,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0,0,0,0
19,1002,2,1,2,5,12100201,15,1,5400,99,2000,2,540,99,2000,3,216,99,2000,2,540,99,2000,3,216,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12000,2,728,3,145,99,687300,10020202,10020001,10020401,10020102,10020202,10020301,60,248,221,260,238,143,78,73,159,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0,0,0,0
20,1002,3,1,3,6,12100201,25,1,10800,99,4000,2,1080,99,4000,3,270,99,4000,2,1080,99,4000,3,270,99,4000,1,10800,99,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14400,2,873,3,174,99,824700,10020302,10020001,10020401,10020102,10020202,10020302,60,248,221,260,284,156,137,132,47,57,186,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,0,0,0,0,0,0,0
21,1002,4,1,4,6,12100201,35,1,21600,99,8000,2,2160,99,8000,3,324,99,8000,2,2160,99,8000,3,324,99,8000,1,21600,99,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17280,2,1047,3,208,99,989500,10020402,10020001,10020402,10020102,10020202,10020302,60,248,221,260,284,156,137,132,47,57,186,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,0,0,0,0,0,0,0
22,1002,5,1,5,7,12100201,40,1,43200,99,16000,2,4320,99,16000,3,378,99,16000,2,4320,99,16000,3,378,99,16000,1,43200,99,32000,2,4320,99,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20736,2,1256,3,249,99,1187300,10020103,10020001,10020402,10020103,10020202,10020302,60,248,221,260,284,156,160,123,36,97,131,-8,258,35,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,0,0,0,0,0,0
23,1002,6,2,1,7,12100201,50,1,86400,99,32000,2,8640,99,32000,3,432,99,32000,2,8640,99,32000,3,432,99,32000,1,86400,99,64000,2,8640,99,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24883,2,1507,3,298,99,1424650,10020203,10020001,10020402,10020103,10020203,10020302,60,248,221,260,284,156,160,123,36,97,131,-8,258,35,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,0,0,0,0,0,0
24,1002,7,2,2,8,12100201,55,1,172800,99,64000,2,17280,99,64000,3,486,99,64000,2,17280,99,64000,3,486,99,64000,1,172800,99,128000,2,17280,99,64000,3,486,99,64000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29859,2,1808,3,357,99,1709450,10020303,10020001,10020402,10020103,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
25,1002,8,2,3,8,12100201,65,1,345600,99,128000,2,34560,99,128000,3,540,99,128000,2,34560,99,128000,3,540,99,128000,1,345600,99,256000,2,34560,99,128000,3,540,99,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35830,2,2169,3,428,99,2051200,10020403,10020001,10020403,10020103,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
26,1002,9,2,4,8,12100201,85,1,691200,99,256000,2,69120,99,256000,3,594,99,256000,2,69120,99,256000,3,594,99,256000,1,691200,99,512000,2,69120,99,256000,3,594,99,256000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42996,2,2602,3,513,99,2461300,10020104,10020001,10020403,10020104,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
27,1002,10,2,5,8,12100201,105,1,1382400,99,512000,2,138240,99,512000,3,648,99,512000,2,138240,99,512000,3,648,99,512000,1,1382400,99,1024000,2,138240,99,512000,3,648,99,512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51595,2,3122,3,615,99,2953450,0,10020001,10020403,10020104,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
28,1002,11,3,1,8,12100201,125,1,2764800,99,1024000,2,276480,99,1024000,3,702,99,1024000,2,276480,99,1024000,3,702,99,1024000,1,2764800,99,2048000,2,276480,99,1024000,3,702,99,1024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61914,2,3746,3,738,99,3544100,0,10020001,10020403,10020104,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
29,1002,12,3,2,8,12100201,145,1,5529600,99,2048000,2,552960,99,2048000,3,756,99,2048000,2,552960,99,2048000,3,756,99,2048000,1,5529600,99,4096000,2,552960,99,2048000,3,756,99,2048000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74296,2,4495,3,885,99,4252800,0,10020001,10020403,10020104,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
30,1002,13,3,3,8,12100201,165,1,11059200,99,4096000,2,1105920,99,4096000,3,810,99,4096000,2,1105920,99,4096000,3,810,99,4096000,1,11059200,99,8192000,2,1105920,99,4096000,3,810,99,4096000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89155,2,5394,3,1062,99,5103350,0,10020001,10020403,10020104,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
31,1002,14,3,4,8,12100201,185,1,22118400,99,8192000,2,2211840,99,8192000,3,864,99,8192000,2,2211840,99,8192000,3,864,99,8192000,1,22118400,99,16384000,2,2211840,99,8192000,3,864,99,8192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106986,2,6472,3,1274,99,6123900,0,10020001,10020403,10020104,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
32,1002,15,3,5,8,12100201,205,1,44236800,99,16384000,2,4423680,99,16384000,3,918,99,16384000,2,4423680,99,16384000,3,918,99,16384000,1,44236800,99,32768000,2,4423680,99,16384000,3,918,99,16384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128383,2,7766,3,1528,99,7348550,0,10020001,10020403,10020104,10020203,10020303,60,248,221,260,284,156,151,133,22,147,90,41,261,41,169,-32,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0
33,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10030001,10030401,10030101,10030201,10030301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1003,1,1,1,5,12100301,5,1,2700,99,1000,2,270,99,1000,3,162,99,1000,2,270,99,1000,3,162,99,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3037,2,607,3,121,99,224650,10030102,10030001,10030401,10030102,10030201,10030301,60,248,221,260,238,143,78,73,159,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0,0,0,0
35,1003,2,1,2,5,12100301,15,1,5400,99,2000,2,540,99,2000,3,216,99,2000,2,540,99,2000,3,216,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12000,2,728,3,145,99,687300,10030202,10030001,10030401,10030102,10030202,10030301,60,248,221,260,238,143,78,73,159,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,0,0,0,0,0,0,0,0
36,1003,3,1,3,6,12100301,25,1,10800,99,4000,2,1080,99,4000,3,270,99,4000,2,1080,99,4000,3,270,99,4000,1,10800,99,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14400,2,873,3,174,99,824700,10030302,10030001,10030401,10030102,10030202,10030302,60,248,221,260,284,156,137,132,47,57,186,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,0,0,0,0,0,0,0
37,1003,4,1,4,6,12100301,35,1,21600,99,8000,2,2160,99,8000,3,324,99,8000,2,2160,99,8000,3,324,99,8000,1,21600,99,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17280,2,1047,3,208,99,989500,10030402,10030001,10030402,10030102,10030202,10030302,60,248,221,260,284,156,137,132,47,57,186,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_stardata_q3_05,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_01,icon_stardata_q3_02,icon_stardata_q3_05,0,0,0,0,0,0,0
