id,lv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11
8001,41,1,141480,2,24696,3,16464,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3087000
8001,42,1,151320,2,26664,3,17776,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3333000
8001,43,1,161940,2,28788,3,19192,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3598500
8001,44,1,173400,2,31080,3,20720,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3885000
8001,45,1,185820,2,33564,3,22376,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4195500
8001,46,1,199200,2,36240,3,24160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4530000
8001,47,1,213660,2,39132,3,26088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4891500
8001,48,1,229260,2,42252,3,28168,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,5281500
8001,49,1,246120,2,45624,3,30416,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,5703000
8001,50,1,264360,2,49272,3,32848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,6159000
8001,51,1,284040,2,53208,3,35472,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,6651000
8001,52,1,305280,2,57456,3,38304,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,7182000
8001,53,1,328260,2,62052,3,41368,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,7756500
8001,54,1,353040,2,67008,3,44672,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,8376000
8001,55,1,379800,2,72360,3,48240,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,9045000
8001,56,1,408720,2,78144,3,52096,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,9768000
8001,57,1,439920,2,84384,3,56256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,10548000
8001,58,1,473640,2,91128,3,60752,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,11391000
8001,59,1,510060,2,98412,3,65608,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,12301500
8001,60,1,549420,2,106284,3,70856,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,13285500
8001,61,1,591900,2,114780,3,76520,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,14347500
8001,62,1,637800,2,123960,3,82640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,15495000
8001,63,1,687360,2,133872,3,89248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,16734000
8001,64,1,740880,2,144576,3,96384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,18072000
8001,65,1,798660,2,156132,3,104088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,19516500
8001,66,1,861060,2,168612,3,112408,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,21076500
8001,67,1,928500,2,182100,3,121400,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,22762500
8001,68,1,1001340,2,196668,3,131112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,24583500
8001,69,1,1080000,2,212400,3,141600,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,26550000
8001,70,1,1164960,2,229392,3,152928,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,28674000
8001,71,1,1256700,2,247740,3,165160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,30967500
8001,72,1,1308720,2,258144,3,172096,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,32268000
8001,73,1,1362900,2,268980,3,179320,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,33622500
8001,74,1,1419360,2,280272,3,186848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,35034000
8001,75,1,1478160,2,292032,3,194688,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,36504000
8001,76,1,1539480,2,304296,3,202864,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,38037000
8001,77,1,1603380,2,317076,3,211384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,39634500
8001,78,1,1669920,2,330384,3,220256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,41298000
8001,79,1,1739280,2,344256,3,229504,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,43032000
8001,80,1,1811520,2,358704,3,239136,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,44838000
8001,81,1,1886820,2,373764,3,249176,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,46720500
8001,82,1,1965300,2,389460,3,259640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,48682500
8001,83,1,2047080,2,405816,3,270544,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,50727000
8001,84,1,2132280,2,422856,3,281904,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,52857000
8001,85,1,2221020,2,440604,3,293736,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,55075500
8001,86,1,2313540,2,459108,3,306072,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,57388500
8001,87,1,2409900,2,478380,3,318920,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,59797500
8001,88,1,2510340,2,498468,3,332312,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,62308500
8001,89,1,2614980,2,519396,3,346264,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,64924500
8001,90,1,2724000,2,541200,3,360800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,67650000
8001,91,1,2837640,2,563928,3,375952,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,70491000
8001,92,1,2956020,2,587604,3,391736,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,73450500
8001,93,1,3079380,2,612276,3,408184,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,76534500
8001,94,1,3202740,2,636948,3,424632,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,79747500
8001,95,1,3326100,2,661620,3,441080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,83095500
8001,96,1,3449460,2,686292,3,457528,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,86584500
8001,97,1,3572820,2,710964,3,473976,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,90220500
8001,98,1,3696180,2,735636,3,490424,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,94009500
8001,99,1,3819540,2,760308,3,506872,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,97957500
8001,100,1,3942900,2,784980,3,523320,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,101905500
8001,101,1,4066260,2,809652,3,539768,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,105853500
8001,102,1,4189620,2,834324,3,556216,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,109801500
8001,103,1,4312980,2,858996,3,572664,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,113749500
8001,104,1,4436340,2,883668,3,589112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,117697500
8001,105,1,4559700,2,908340,3,605560,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,121645500
8001,106,1,4683060,2,933012,3,622008,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,125593500
8001,107,1,4806420,2,957684,3,638456,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,129541500
8001,108,1,4929780,2,982356,3,654904,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,133489500
8001,109,1,5053140,2,1007028,3,671352,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,137437500
8001,110,1,5176500,2,1031700,3,687800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,141385500
8001,111,1,5299860,2,1056372,3,704248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,145333500
8001,112,1,5423220,2,1081044,3,720696,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,149281500
8001,113,1,5546580,2,1105716,3,737144,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,153229500
8001,114,1,5669940,2,1130388,3,753592,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,157177500
8001,115,1,5793300,2,1155060,3,770040,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,161125500
8001,116,1,5916660,2,1179732,3,786488,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,165073500
8001,117,1,6040020,2,1204404,3,802936,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,169021500
8001,118,1,6163380,2,1229076,3,819384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,172969500
8001,119,1,6286740,2,1253748,3,835832,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,176917500
8001,120,1,6410100,2,1278420,3,852280,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,180865500
8002,1,1,26400,2,1320,3,800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,162000
8002,2,1,26900,2,1430,3,864,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,176400
8002,3,1,27500,2,1530,3,928,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,188300
8002,4,1,28100,2,1650,3,1000,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,203000
8002,5,1,28700,2,1790,3,1080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,220000
8002,6,1,29400,2,1920,3,1160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,235500
8002,7,1,30100,2,2050,3,1248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,251300
8002,8,1,30900,2,2210,3,1344,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,271400
8002,9,1,31700,2,2390,3,1448,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,294300
8002,10,1,32700,2,2570,3,1560,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,315500
8002,11,1,33700,2,2770,3,1680,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,339000
8002,12,1,34700,2,2990,3,1808,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,367300
8002,13,1,35900,2,3230,3,1952,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,396700
8002,14,1,37200,2,3480,3,2104,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,426900
8002,15,1,38500,2,3750,3,2272,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,459700
8002,16,1,40000,2,4040,3,2448,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,495300
8002,17,1,41600,2,4360,3,2640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,535500
8002,18,1,43300,2,4690,3,2848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,575300
8002,19,1,45100,2,5070,3,3072,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,621700
8002,20,1,47100,2,5470,3,3312,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,671200
8002,21,1,49300,2,5910,3,3576,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,724600
8002,22,1,51600,2,6360,3,3856,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,780600
8002,23,1,54100,2,6870,3,4160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,842500
8002,24,1,56800,2,7400,3,4488,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,907800
8002,25,1,59700,2,7990,3,4840,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,980500
8002,26,1,62900,2,8610,3,5224,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1057400
8002,27,1,66300,2,9310,3,5640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1142500
8002,28,1,70000,2,10040,3,6088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1231800
8002,29,1,74000,2,10840,3,6568,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1330800
8002,30,1,78300,2,11690,3,7088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1434800
8002,31,1,82900,2,12610,3,7648,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1547300
8002,32,1,87900,2,13630,3,8256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1672600
8002,33,1,93300,2,14710,3,8912,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1805200
8002,34,1,99200,2,15880,3,9624,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1949400
8002,35,1,105500,2,17150,3,10392,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2105700
8002,36,1,112300,2,18510,3,11216,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2271100
8002,37,1,119700,2,19990,3,12112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2453200
8002,38,1,127700,2,21590,3,13080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2650000
8002,39,1,136300,2,23290,3,14120,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2858000
8002,40,1,145600,2,25160,3,15248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3087300
8002,41,1,155600,2,27160,3,16464,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3334400
8002,42,1,166500,2,29330,3,17776,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3599600
8002,43,1,178100,2,31670,3,19192,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3887700
8002,44,1,190700,2,34190,3,20720,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4197000
8002,45,1,204400,2,36920,3,22376,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4530600
8002,46,1,219100,2,39870,3,24160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4892500
8002,47,1,235000,2,43040,3,26088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,5281800
8002,48,1,252200,2,46480,3,28168,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,5704800
8002,49,1,270700,2,50190,3,30416,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,6159100
8002,50,1,290800,2,54200,3,32848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,6651300
8002,51,1,312400,2,58520,3,35472,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,7181700
8002,52,1,335800,2,63200,3,38304,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,7755900
8002,53,1,361100,2,68250,3,41368,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,8376800
8002,54,1,388300,2,73710,3,44672,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,9045700
8002,55,1,417800,2,79600,3,48240,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,9769500
8002,56,1,449600,2,85960,3,52096,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,10550100
8002,57,1,483900,2,92830,3,56256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,11392600
8002,58,1,521000,2,100240,3,60752,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,12302700
8002,59,1,561100,2,108250,3,65608,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,13284300
8002,60,1,604400,2,116920,3,70856,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,14349600
8002,61,1,651100,2,126250,3,76520,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,15494000
8002,62,1,701600,2,136360,3,82640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,16735500
8002,63,1,756100,2,147250,3,89248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,18071300
8002,64,1,815000,2,159040,3,96384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,19518900
8002,65,1,878500,2,171750,3,104088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,21077800
8002,66,1,947200,2,185480,3,112408,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,22762300
8002,67,1,1021400,2,200320,3,121400,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,24585000
8002,68,1,1101500,2,216330,3,131112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,26550200
8002,69,1,1188000,2,233640,3,141600,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,28674000
8002,70,1,1281500,2,252330,3,152928,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,30968300
8002,71,1,1382400,2,272520,3,165160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,33445500
8002,72,1,1439600,2,283960,3,172096,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,34850100
8002,73,1,1499200,2,295880,3,179320,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,36312000
8002,74,1,1561300,2,308290,3,186848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,37835300
8002,75,1,1626000,2,321240,3,194688,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,39424800
8002,76,1,1693400,2,334720,3,202864,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,41080400
8002,77,1,1763700,2,348790,3,211384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,42805900
8002,78,1,1836900,2,363430,3,220256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,44602600
8002,79,1,1913200,2,378680,3,229504,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,46473900
8002,80,1,1992700,2,394570,3,239136,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,48423600
8002,81,1,2075500,2,411150,3,249176,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,50458600
8002,82,1,2161800,2,428400,3,259640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,52576500
8002,83,1,2251800,2,446400,3,270544,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,54785400
8002,84,1,2345500,2,465150,3,281904,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,57085900
8002,85,1,2443100,2,484670,3,293736,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,59482600
8002,86,1,2544900,2,505010,3,306072,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,61978700
8002,87,1,2650900,2,526210,3,318920,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,64580000
8002,88,1,2761400,2,548320,3,332312,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,67294200
8002,89,1,2876500,2,571330,3,346264,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,70117400
8002,90,1,2996400,2,595320,3,360800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,73062000
8002,91,1,3121400,2,620320,3,375952,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,76130700
8002,92,1,3251600,2,646360,3,391736,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,79326600
8002,93,1,3387300,2,673510,3,408184,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,82657900
8002,94,1,3523000,2,700640,3,424632,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,86126000
8002,95,1,3658700,2,727790,3,441080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,89742600
8002,96,1,3794400,2,754920,3,457528,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,93511900
8002,97,1,3930100,2,782070,3,473976,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,97438600
8002,98,1,4065800,2,809200,3,490424,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,101529900
8002,99,1,4201500,2,836330,3,506872,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,105794500
8002,100,1,4337200,2,863480,3,523320,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,110236600
8002,101,1,4472900,2,890610,3,539768,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,114678700
8002,102,1,4608600,2,917760,3,556216,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,119120800
8002,103,1,4744300,2,944890,3,572664,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,123562900
8002,104,1,4880000,2,972040,3,589112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,128005000
8002,105,1,5015700,2,999170,3,605560,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,132447100
8002,106,1,5151400,2,1026320,3,622008,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,136889200
8002,107,1,5287100,2,1053450,3,638456,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,141331300
8002,108,1,5422800,2,1080600,3,654904,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,145773400
8002,109,1,5558500,2,1107730,3,671352,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,150215500
8002,110,1,5694200,2,1134880,3,687800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,154657600
8002,111,1,5829800,2,1162000,3,704248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,159099700
8002,112,1,5965500,2,1189150,3,720696,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,163541800
8002,113,1,6101200,2,1216280,3,737144,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,167983900
8002,114,1,6236900,2,1243430,3,753592,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,172426000
8002,115,1,6372600,2,1270560,3,770040,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,176868100
8002,116,1,6508300,2,1297710,3,786488,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,181310200
8002,117,1,6644000,2,1324840,3,802936,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,185752300
8002,118,1,6779700,2,1351990,3,819384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,190194400
8002,119,1,6915400,2,1379120,3,835832,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,194636500
8002,120,1,7051100,2,1406270,3,852280,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,199078600
8003,1,1,29000,2,1450,3,800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,174000
8003,2,1,29600,2,1580,3,864,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,190900
8003,3,1,30300,2,1690,3,928,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,204800
8003,4,1,30900,2,1810,3,1000,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,220000
8003,5,1,31600,2,1980,3,1080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,239000
8003,6,1,32300,2,2120,3,1160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,254500
8003,7,1,33100,2,2250,3,1248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,270800
8003,8,1,34000,2,2440,3,1344,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,294900
8003,9,1,34900,2,2630,3,1448,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,318300
