id,sort,mode,modetype,type,name,backicon,nameicon,dec,step,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,start,continued,cd,show,renovate,reset,status,button,buttontype,buttoncolour
200110,3,2,1,2001,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,10,累计充值20000元宝,60,20000,0,0,0,60000278,50,60000262,50,91000001,1000000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200111,3,2,1,2001,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,11,累计充值30000元宝,60,30000,0,0,0,60000278,50,60000262,50,91000001,1500000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200112,3,2,1,2001,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,12,累计充值60000元宝,60,60000,0,0,0,60000248,100,60000263,50,91000001,2000000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200113,3,2,1,2001,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,13,累计充值120000元宝,60,120000,0,0,0,60000248,100,60000263,50,91000001,3000000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200114,3,2,1,2001,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,14,累计充值200000元宝,60,200000,0,0,0,60000248,100,60000264,50,91000001,5000000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200201,2,2,1,2002,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),1,购买1次6元充值档,73,1,6,0,0,72000004,1,81400602,1,91000001,500000,0,0,0,0,0,0,0,0,0,0,1,345600,0,0,1,0,1,2,3,1
200202,2,2,1,2002,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),2,购买1次30元充值档,73,1,5,0,0,72000004,1,81400602,2,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,0,1,0,1,2,3,1
200203,2,2,1,2002,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),3,购买1次98元充值档,73,1,4,0,0,72000004,2,81400602,3,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,0,1,0,1,2,3,1
200204,2,2,1,2002,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),4,购买1次198元充值档,73,1,3,0,0,72000004,3,81400602,5,91000001,3000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,0,1,0,1,2,3,1
200205,2,2,1,2002,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),5,购买1次328元充值档,73,1,2,0,0,72000004,5,81400602,8,91000001,4000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,0,1,0,1,2,3,1
200206,2,2,1,2002,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),6,购买1次648元充值档,73,1,1,0,0,72000004,8,81400602,15,91000001,5000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,0,1,0,1,2,3,1
200301,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,1,累计充值60元宝,60,60,0,0,0,91000002,300,91000001,10000,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200302,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,2,累计充值300元宝,60,300,0,0,0,91000002,600,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200303,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,3,累计充值600元宝,60,600,0,0,0,91000002,1000,91000001,30000,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200304,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,4,累计充值1000元宝,60,1000,0,0,0,91000002,1000,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200305,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,5,累计充值2000元宝,60,2000,0,0,0,91000002,1500,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200306,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,6,累计充值3000元宝,60,3000,0,0,0,91000002,1500,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200307,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,7,累计充值6000元宝,60,6000,0,0,0,91000002,3000,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200308,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,8,累计充值10000元宝,60,10000,0,0,0,91000002,4000,60000200,15,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200309,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,9,累计充值15000元宝,60,15000,0,0,0,91000002,5000,60000200,20,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200310,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,10,累计充值20000元宝,60,20000,0,0,0,91000002,5000,60000200,25,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200311,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,11,累计充值30000元宝,60,30000,0,0,0,91000002,10000,60000200,30,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200312,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,12,累计充值60000元宝,60,60000,0,0,0,91000002,30000,60000200,50,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200313,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,13,累计充值120000元宝,60,120000,0,0,0,91000002,60000,60000200,100,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200314,3,2,1,2003,累充送礼,bg_activity_43,充值好礼,累计充值有福利，赠送元宝不计入活动。,14,累计充值200000元宝,60,200000,0,0,0,91000002,80000,60000200,200,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,345600,0,0,0,0,1,2,3,1
200401,2,2,1,2004,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),1,购买1次6元充值档,73,1,6,0,0,91000002,500,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,5,345600,0,0,1,0,1,2,3,1
200402,2,2,1,2004,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),2,购买1次30元充值档,73,1,5,0,0,91000002,980,91000001,75000,0,0,0,0,0,0,0,0,0,0,0,0,5,345600,0,0,1,0,1,2,3,1
200403,2,2,1,2004,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),3,购买1次98元充值档,73,1,4,0,0,91000002,1980,91000001,100000,0,0,0,0,0,0,0,0,0,0,0,0,5,345600,0,0,1,0,1,2,3,1
200404,2,2,1,2004,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),4,购买1次198元充值档,73,1,3,0,0,91000002,1980,91000001,100000,0,0,0,0,0,0,0,0,0,0,0,0,5,345600,0,0,1,0,1,2,3,1
200405,2,2,1,2004,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),5,购买1次328元充值档,73,1,2,0,0,91000002,3280,91000001,125000,0,0,0,0,0,0,0,0,0,0,0,0,5,345600,0,0,1,0,1,2,3,1
200406,2,2,1,2004,超值单充,bg_activity_15,充值好礼,在充值界面充值指定充值档位得奖励(不包含幸运礼包),6,购买1次648元充值档,73,1,1,0,0,91000002,6480,91000001,150000,0,0,0,0,0,0,0,0,0,0,0,0,5,345600,0,0,1,0,1,2,3,1
200501,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,1,高级召唤10次,59,10,2,0,2002,81400602,2,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200502,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,2,高级召唤20次,59,20,2,0,2002,81400602,3,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200503,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,3,高级召唤30次,59,30,2,0,2002,81400602,5,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200504,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,4,高级召唤40次,59,40,2,0,2002,12200501,30,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200505,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,5,高级召唤50次,59,50,2,0,2002,12200501,30,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200506,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,6,高级召唤60次,59,60,2,0,2002,12200501,40,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200507,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,7,高级召唤70次,59,70,2,0,2002,12200501,40,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200508,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,8,高级召唤80次,59,80,2,0,2002,12200501,50,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200509,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,9,高级召唤100次,59,100,2,0,2002,42200504,1,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200510,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,10,高级召唤200次,59,200,2,0,2002,81400602,20,12200201,10,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200511,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,11,高级召唤300次,59,300,2,0,2002,81400602,20,12200201,10,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200512,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,12,高级召唤400次,59,400,2,0,2002,81400602,20,12200201,15,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200513,1,2,1,2005,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,13,高级召唤500次,59,500,2,0,2002,81400602,20,12200201,20,91000031,10000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,4,0
200601,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,1,高级召唤10次,59,10,2,0,2002,81400602,2,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200602,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,2,高级召唤20次,59,20,2,0,2002,81400602,3,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200603,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,3,高级召唤30次,59,30,2,0,2002,81400602,5,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200604,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,4,高级召唤40次,59,40,2,0,2002,12200501,30,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200605,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,5,高级召唤50次,59,50,2,0,2002,12200501,30,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200606,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,6,高级召唤60次,59,60,2,0,2002,12200501,40,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200607,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,7,高级召唤70次,59,70,2,0,2002,12200501,40,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200608,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,8,高级召唤80次,59,80,2,0,2002,12200501,50,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200609,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,9,高级召唤100次,59,100,2,0,2002,42100504,1,12200201,5,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200610,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,10,高级召唤200次,59,200,2,0,2002,81400602,20,12200201,10,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200611,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,11,高级召唤300次,59,300,2,0,2002,81400602,20,12200201,10,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200612,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,12,高级召唤400次,59,400,2,0,2002,81400602,20,12200201,15,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200613,1,2,1,2006,诸将召唤,bg_activity_24,战力飙升,限时召唤返神级武将,13,高级召唤500次,59,500,2,0,2002,81400602,20,12200201,20,91000031,10000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,4,0
200701,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,1,累计消费1000元宝,42,1000,0,0,0,91000031,2000,60000214,1,91000001,100000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200702,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,2,累计消费2000元宝,42,2000,0,0,0,91000031,4000,60000214,2,91000001,150000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200703,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,3,累计消费3000元宝,42,3000,0,0,0,91000031,6000,60000214,3,91000001,200000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200704,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,4,累计消费5000元宝,42,5000,0,0,0,91000031,10000,60000214,5,91000001,250000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200705,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,5,累计消费7000元宝,42,7000,0,0,0,91000031,14000,60000214,7,91000001,300000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200706,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,6,累计消费10000元宝,42,10000,0,0,0,91000031,20000,60000214,10,91000001,350000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200707,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,7,累计消费15000元宝,42,15000,0,0,0,60000201,10,80500101,10,91000001,400000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200708,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,8,累计消费20000元宝,42,20000,0,0,0,60000202,20,80500201,10,91000001,500000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200709,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,9,累计消费30000元宝,42,30000,0,0,0,60000203,25,80500301,10,91000001,600000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
