id,hero_name,fullname,hsrostar,stage_type,star_group,star_stage,talent_group,stage_mode,hsrolvmax,finallevel,hero_type,fight_index,index_icon,boost_frame,hero_camp,attribute,hero_gender,positioning,deblock_type1,deblock_value1,debris_type1,debris_value1,attacktype,hero_arms,hero_sort,hidden,hero_main_skill,hero_attack,ragerate,cablerange,first_arm,growth_type1,growth_value1,growth_type2,growth_value2,growth_type3,growth_value3,growth_type4,growth_value4,growth_type5,growth_value5,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11,base_type20,base_value20,base_type21,base_value21,base_type22,base_value22,getsound,posesound,attacksound,gethitsound,deadsound,png,spine,size,core_equip_type1,core_equip_type2,core_equip_type3,initialanger,divinity_mode,divinity_awaken,point1,point2,point3,point4,point5,Surviv,Damage,Auxiliary,quatype1,quavalue1,quatype2,quavalue2,quatype3,quavalue3,quatype4,quavalue4,quatype5,quavalue5,career,career_info,rune_skill1,rune_skill2,rune_skill3,rune_skill4,max_rage,type1,star1,num1,type2,star2,num2,type3,star3,num3,disband_id1,disband_num1,disband_id2,disband_num2,back_item1,back_num1,back_item2,back_num2,newherolable,wishhero,mod,wishshow,tree_id,tree_num,Crystal_level
1001,艾尔温,天命骑士,15,2,0,0,2,3,240,300,1,15,icon_heroqualitys_mlyl_015,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,232312,2,17643,3,3528,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,11409580,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,432,11100101,30,0,1,0,1,91000055,2,0
1001,艾尔温,天命骑士,16,2,0,1,2,3,240,300,1,15,icon_heroqualitys_mlyl_015,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,254437,2,19323,3,3864,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,12496180,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,5,1,0,0,0,0,0,0,0,0,0,0,30100101,432,11100101,32,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,17,2,0,2,2,3,240,300,1,15,icon_heroqualitys_mlyl_015,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,276562,2,21004,3,4200,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,13582880,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,2,7,1,0,0,0,0,0,0,0,0,0,0,30100101,504,11100101,32,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,18,2,0,3,2,3,240,300,1,15,icon_heroqualitys_mlyl_015,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,298687,2,22684,3,4536,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,14669480,0,0,0,0,0,0,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,540,11100101,36,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,19,2,1,0,2,3,250,300,1,16,icon_heroqualitys_mlyl_016,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,298687,2,22684,3,4536,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,14819480,501,500,502,500,503,500,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,30100101,540,11100101,36,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,20,2,1,1,2,3,250,300,1,16,icon_heroqualitys_mlyl_016,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,320812,2,24364,3,4872,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,15906080,501,500,502,500,503,500,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,5,1,0,0,0,0,0,0,0,0,0,0,30100101,540,11100101,38,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,21,2,1,2,2,3,250,300,1,16,icon_heroqualitys_mlyl_016,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,342937,2,26045,3,5208,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,16992780,501,500,502,500,503,500,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,2,7,1,0,0,0,0,0,0,0,0,0,0,30100101,612,11100101,38,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,22,2,1,3,2,3,250,300,1,16,icon_heroqualitys_mlyl_016,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,365062,2,27725,3,5544,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,18079380,501,500,502,500,503,500,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,648,11100101,42,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,23,2,2,0,2,3,260,300,1,17,icon_heroqualitys_mlyl_017,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,365062,2,27725,3,5544,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,18229380,501,1000,502,1000,503,1000,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,30100101,648,11100101,42,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,24,2,2,1,2,3,260,300,1,17,icon_heroqualitys_mlyl_017,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,387187,2,29405,3,5880,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,19315980,501,1000,502,1000,503,1000,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,5,1,0,0,0,0,0,0,0,0,0,0,30100101,648,11100101,44,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,25,2,2,2,2,3,260,300,1,17,icon_heroqualitys_mlyl_017,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,409312,2,31086,3,6216,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,20402680,501,1000,502,1000,503,1000,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,2,7,1,0,0,0,0,0,0,0,0,0,0,30100101,720,11100101,44,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,26,2,2,3,2,3,260,300,1,17,icon_heroqualitys_mlyl_017,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,431437,2,32766,3,6552,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,21489280,501,1000,502,1000,503,1000,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,756,11100101,48,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,27,2,3,0,2,3,270,300,1,18,icon_heroqualitys_mlyl_018,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,431437,2,32766,3,6552,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,21639280,501,1500,502,1500,503,1500,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,30100101,756,11100101,48,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,28,2,3,1,2,3,270,300,1,18,icon_heroqualitys_mlyl_018,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,453562,2,34446,3,6888,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,22725880,501,1500,502,1500,503,1500,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,5,1,0,0,0,0,0,0,0,0,0,0,30100101,756,11100101,50,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,29,2,3,2,2,3,270,300,1,18,icon_heroqualitys_mlyl_018,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,475687,2,36127,3,7224,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,23812580,501,1500,502,1500,503,1500,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,2,7,1,0,0,0,0,0,0,0,0,0,0,30100101,828,11100101,50,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,30,2,3,3,2,3,270,300,1,18,icon_heroqualitys_mlyl_018,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,497812,2,37807,3,7560,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,24899180,501,1500,502,1500,503,1500,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,7,1,0,0,0,0,0,0,0,0,0,0,30100101,864,11100101,54,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,31,2,4,0,2,5,280,300,1,19,icon_heroqualitys_mlyl_019,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,497812,2,37807,3,7560,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,25049180,501,2000,502,2000,503,2000,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,30100101,864,11100101,54,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,32,2,4,1,2,5,280,300,1,19,icon_heroqualitys_mlyl_019,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,519937,2,39487,3,7896,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,26135780,501,2000,502,2000,503,2000,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,1,5,1,0,0,0,0,0,0,0,0,0,0,30100101,864,11100101,56,0,1,0,1,0,0,0
1001,艾尔温,天命骑士,33,2,4,2,2,5,280,300,1,19,icon_heroqualitys_mlyl_019,0,1,1,1,42,12100101,24,12100101,24,1,1,1,1,0,1001,1000,5000,0,1,2432,2,184,3,36,99,138900,0,0,1,542062,2,41168,3,8232,6,200,0,0,0,0,0,0,21,10000,22,250,0,0,99,27222480,501,2000,502,2000,503,2000,Hero/VO_1001_Get,Hero/1001_pose,0,0,Hero/1001_die,bg_wujiangjiemian_01,bg_hero_yxhq_05,100,1,0,0,0,2,1,100101,600003,800003,1000003,3000003,5,5,2.666667,1,21000,2,21000,3,21000,99,21000,0,0,0,1,510101,520101,500501,500503,1000,2,7,1,0,0,0,0,0,0,0,0,0,0,30100101,936,11100101,56,0,1,0,1,0,0,0
