skill_id,skill_name,type_show,skill_level,skill_levelmax,skill_china,skilllevel,skillcooldown,skill_description,skill_description2,skill_description3,skill_description4,skill_value_type1,skill_count1,skill_value_type2,skill_count2,skill_value_type3,skill_count3,skill_value_type4,skill_count4,skill_add_type,skill_add_value,skill_type,skill_sub_type,attack_before,attack_after,skill_range,skill_range1,skill_scope,skill_scope2,skill_object,skill_energy,buff_type1,buff_pro1,buff_type2,buff_pro2,buff_type3,buff_pro3,lua_name,skill_icon,storageeffect,sound,hit_sound,skill_sound,showpanel,blacktime,lighteffect,storageturn,army_effecttype_skill,army_effect_skill,army_effect_skill_speed,army_effect_hit,showtop_effect,attack_chant
10010303,半月斩,物理,3,3,物理技能,221,0,艾尔温横扫巨剑对目标造成[1]200%[0]攻击力的伤害并使其造成的伤害降低[1]50%[0]，持续[1]8[0]秒,其他敌人也会被降低伤害,锋利的巨剑使伤害增强至250%攻击力,0,1001,15000,0,0,0,0,0,0,0,0,3,0,300,0,100,0,0,0,1,100,100104,10000,0,0,0,0,a10010303,100103,0,Skill/1001_skill03,0,0,0,0,0,0,0,0,0,0,0,0
10010401,正义击,物理,1,3,物理技能,1,0,艾尔温对目标进行多次挥击后并将其击倒,如果击败目标，则在一段时间内增强自己的攻击力和攻击速度,如果击败目标，则在一段时间内增强己方所有人的攻击力和攻击速度,0,1001,0,0,0,0,0,0,0,0,0,3,0,300,0,100,0,0,0,1,0,0,0,0,0,0,0,a10010401,100104,3333,Skill/1001_final,0,Skill/VO_1001_final,0,0,0,0,0,0,0,0,0,0
10010402,正义击,物理,2,3,物理技能,81,0,艾尔温对目标进行多次挥击后并将其击倒,如果击败目标，则在一段时间内增强自己的攻击力和攻击速度,如果击败目标，则在一段时间内增强己方所有人的攻击力和攻击速度,0,1001,0,0,0,0,0,0,0,0,0,3,0,300,0,100,0,0,0,1,0,100105,10000,0,0,0,0,a10010402,100104,3333,Skill/1001_final,0,Skill/VO_1001_final,0,0,0,0,0,0,0,0,0,0
10010403,正义击,物理,3,3,物理技能,161,0,艾尔温对目标进行多次挥击后并将其击倒,如果击败目标，则在一段时间内增强自己的攻击力和攻击速度,如果击败目标，则在一段时间内增强己方所有人的攻击力和攻击速度,0,1001,0,0,0,0,0,0,0,0,0,3,0,300,0,100,0,0,0,1,0,100105,10000,0,0,0,0,a10010403,100104,3333,Skill/1001_final,0,Skill/VO_1001_final,0,0,0,0,0,0,0,0,0,0
10020001,普攻,魔法,1,1,魔法技能,1,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a10020001,100200,0,Weapon/Weapon_1002,0,0,0,0,0,0,0,0,0,0,0,0
10020101,圣光球,魔法,1,4,魔法技能,11,0,爱奎尔引导威力强力的圣光球，对目标及其周围单位造成[1]140%[0]攻击力的爆炸伤害,更纯粹的光芒使伤害增强至160%攻击力,耀眼的光芒使被击中的敌人命中率会降低50%持续8秒,更纯粹的光芒使伤害增强至200%攻击力,1001,4000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,50,0,1,100,0,0,0,0,0,0,a10020101,100201,0,Skill/1002_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
10020102,圣光球,魔法,2,4,魔法技能,21,0,爱奎尔引导威力强力的圣光球，对目标及其周围单位造成[1]140%[0]攻击力的爆炸伤害,更纯粹的光芒使伤害增强至160%攻击力,耀眼的光芒使被击中的敌人命中率会降低50%持续8秒,更纯粹的光芒使伤害增强至200%攻击力,1001,6000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,50,0,1,100,0,0,0,0,0,0,a10020102,100201,0,Skill/1002_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
10020103,圣光球,魔法,3,4,魔法技能,101,0,爱奎尔引导威力强力的圣光球，对目标及其周围单位造成[1]140%[0]攻击力的爆炸伤害,更纯粹的光芒使伤害增强至160%攻击力,耀眼的光芒使被击中的敌人命中率会降低50%持续8秒,更纯粹的光芒使伤害增强至200%攻击力,1001,6000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,50,0,1,100,100204,10000,0,0,0,0,a10020103,100201,0,Skill/1002_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
10020104,圣光球,魔法,4,4,魔法技能,181,0,爱奎尔引导威力强力的圣光球，对目标及其周围单位造成[1]140%[0]攻击力的爆炸伤害,更纯粹的光芒使伤害增强至160%攻击力,耀眼的光芒使被击中的敌人命中率会降低50%持续8秒,更纯粹的光芒使伤害增强至200%攻击力,1001,10000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,50,0,1,100,100204,10000,0,0,0,0,a10020104,100201,0,Skill/1002_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
10020201,圣洁祝福,被动,1,3,被动天赋加成,41,0,给自身施加圣洁祝福使自己在战斗中提高[1]12%[0]暴击率,每次爱奎尔造成暴击后，使目标获得易伤效果在本场战斗中受到的后续伤害增强3%，至多叠加8次.,神力加持使暴击率提高至18%,0,6,1200,0,0,0,0,0,0,0,0,1,0,300,0,480,0,0,0,1,0,0,0,0,0,0,0,p10020201,100202,0,Skill/1002_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10020202,圣洁祝福,被动,2,3,被动天赋加成,121,0,给自身施加圣洁祝福使自己在战斗中提高[1]12%[0]暴击率,每次爱奎尔造成暴击后，使目标获得易伤效果在本场战斗中受到的后续伤害增强3%，至多叠加8次.,神力加持使暴击率提高至18%,0,6,1200,0,0,0,0,0,0,0,0,1,0,300,0,480,0,0,0,1,0,100203,10000,0,0,0,0,p10020202,100202,0,Skill/1002_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10020203,圣洁祝福,被动,3,3,被动天赋加成,201,0,给自身施加圣洁祝福使自己在战斗中提高[1]12%[0]暴击率,每次爱奎尔造成暴击后，使目标获得易伤效果在本场战斗中受到的后续伤害增强3%，至多叠加8次.,神力加持使暴击率提高至18%,0,6,1800,0,0,0,0,0,0,0,0,1,0,300,0,480,0,0,0,1,0,0,0,0,0,0,0,p10020203,100202,0,Skill/1002_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10020204,圣洁祝福,被动,3,3,被动触发技能,41,0,给自身施加圣洁祝福使自己在战斗中提高[1]12%[0]暴击率,每次爱奎尔造成暴击后，使目标获得易伤效果在本场战斗中受到的后续伤害增强3%，至多叠加8次.,神力加持使暴击率提高至18%,0,8,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,1,0,0,0,0,0,0,0,p10020204,100202,0,Skill/1002_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10020301,力量加持,魔法,1,3,魔法技能,61,0,攻击力最高的己方英雄将受到力量加持，增加其[1]15%[0]的攻击力与[1]15%[0]的暴击率,力量加持会增益攻击力最高的两名己方英雄,力量加持可以进一步增强其20%的攻击力与20%的暴击率,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,100201,10000,0,0,0,0,a10020301,100203,0,Skill/1002_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
10020302,力量加持,魔法,2,3,魔法技能,141,0,攻击力最高的己方英雄将受到力量加持，增加其[1]15%[0]的攻击力与[1]15%[0]的暴击率,力量加持会增益攻击力最高的两名己方英雄,力量加持可以进一步增强其20%的攻击力与20%的暴击率,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,100201,10000,0,0,0,0,a10020302,100203,0,Skill/1002_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
10020303,力量加持,魔法,3,3,魔法技能,221,0,攻击力最高的己方英雄将受到力量加持，增加其[1]15%[0]的攻击力与[1]15%[0]的暴击率,力量加持会增益攻击力最高的两名己方英雄,力量加持可以进一步增强其20%的攻击力与20%的暴击率,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,100202,10000,0,0,0,0,a10020303,100203,0,Skill/1002_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
10020401,光能闪电,魔法,1,3,魔法技能,1,0,爱奎尔召唤光能闪电对范围内敌人造成[1]90%[0]攻击力的伤害[1]4[0]次,光能闪电的伤害会逐渐提高,光能闪电增强至5次,0,1001,-1000,0,0,0,0,0,0,0,0,4,0,300,0,999,0,200,0,1,0,0,0,0,0,0,0,a10020401,100204,3333,Skill/1002_final,Skill/1002_final_hit,Hero/VO_final_female,0,0,0,0,0,0,0,0,0,0
10020402,光能闪电,魔法,2,3,魔法技能,81,0,爱奎尔召唤光能闪电对范围内敌人造成[1]90%[0]攻击力的伤害[1]4[0]次,光能闪电的伤害会逐渐提高,光能闪电增强至5次,0,1001,-1000,0,0,0,0,0,0,0,0,4,0,300,0,999,0,200,0,1,0,0,0,0,0,0,0,a10020402,100204,3333,Skill/1002_final,Skill/1002_final_hit,Hero/VO_final_female,0,0,0,0,0,0,0,0,0,0
10020403,光能闪电,魔法,3,3,魔法技能,161,0,爱奎尔召唤光能闪电对范围内敌人造成[1]90%[0]攻击力的伤害[1]4[0]次,光能闪电的伤害会逐渐提高,光能闪电增强至5次,0,1001,-1000,0,0,0,0,0,0,0,0,4,0,300,0,999,0,200,0,1,0,0,0,0,0,0,0,a10020403,100204,3333,Skill/1002_final,Skill/1002_final_hit,Hero/VO_final_female,0,0,0,0,0,0,0,0,0,0
10030001,普攻,物理,1,1,物理技能,1,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a10030001,100300,0,Weapon/Weapon_1003,0,Skill/VO_1003_weapon,0,0,0,0,0,0,0,0,0,0
10030101,能量吸收,物理,1,4,物理技能,11,0,佛诺赛克召唤出秘银之手吸收目标[1]35%[0]的攻速，持续[1]6[0]秒,会吸收45%的攻速,能量吸收还将降低目标60%能量转化率,效果延长至7.5秒,1001,7500,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,100309,10000,100308,10000,0,0,a10030101,100301,0,Skill/1003_skill01,0,0,0,0,0,0,0,0,0,0,0,0
10030102,能量吸收,物理,2,4,物理技能,21,0,佛诺赛克召唤出秘银之手吸收目标[1]35%[0]的攻速，持续[1]6[0]秒,会吸收45%的攻速,能量吸收还将降低目标60%能量转化率,效果延长至7.5秒,1001,7500,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,100311,10000,100310,10000,0,0,a10030102,100301,0,Skill/1003_skill01,0,0,0,0,0,0,0,0,0,0,0,0
10030103,能量吸收,物理,3,4,物理技能,101,0,佛诺赛克召唤出秘银之手吸收目标[1]35%[0]的攻速，持续[1]6[0]秒,会吸收45%的攻速,能量吸收还将降低目标60%能量转化率,效果延长至7.5秒,1001,7500,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,100311,10000,100310,10000,100301,10000,a10030103,100301,0,Skill/1003_skill01,0,0,0,0,0,0,0,0,0,0,0,0
10030104,能量吸收,物理,4,远古战技,物理技能,181,0,佛诺赛克召唤出秘银之手吸收目标[1]35%[0]的攻速，持续[1]6[0]秒,会吸收45%的攻速,能量吸收还将降低目标60%能量转化率,效果延长至7.5秒,1001,7500,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,100313,10000,100312,10000,100302,10000,a10030104,100301,0,Skill/1003_skill01,0,0,0,0,0,0,0,0,0,0,0,0
10030201,移除,物理,1,3,物理技能,41,0,将场上攻击力最高的敌人移除战场，持续[1]7[0]秒，该敌人无法攻击也不会受到伤害.,移除效果延长至8秒,移除效果延长至9秒,0,1001,-5000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,100303,10000,0,0,0,0,a10030201,100302,0,Skill/1003_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10030202,移除,物理,2,3,物理技能,121,0,将场上攻击力最高的敌人移除战场，持续[1]7[0]秒，该敌人无法攻击也不会受到伤害.,移除效果延长至8秒,移除效果延长至9秒,0,1001,-5000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,100304,10000,0,0,0,0,a10030202,100302,0,Skill/1003_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10030203,移除,物理,3,3,物理技能,201,0,将场上攻击力最高的敌人移除战场，持续[1]7[0]秒，该敌人无法攻击也不会受到伤害.,移除效果延长至8秒,移除效果延长至9秒,0,1001,-5000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,100305,10000,0,0,0,0,a10030203,100302,0,Skill/1003_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10030301,秘银箭,物理,1,3,物理技能,61,0,佛诺赛克换上秘银箭矢，提高[1]20%[0]普攻伤害，对有负面状态的敌人伤害提高[1]40%[0].,普攻还会回复40点能量.,普攻伤害增强至30%,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,0,0,0,0,0,0,0,a10030301,100303,0,Skill/1003_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
10030302,秘银箭,物理,2,3,物理技能,141,0,佛诺赛克换上秘银箭矢，提高[1]20%[0]普攻伤害，对有负面状态的敌人伤害提高[1]40%[0].,普攻还会回复40点能量.,普攻伤害增强至30%,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,0,0,0,0,0,0,0,a10030302,100303,0,Skill/1003_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
10030303,秘银箭,物理,3,3,物理技能,221,0,佛诺赛克换上秘银箭矢，提高[1]20%[0]普攻伤害，对有负面状态的敌人伤害提高[1]40%[0].,普攻还会回复40点能量.,普攻伤害增强至30%,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,0,0,0,0,0,0,0,a10030303,100303,0,Skill/1003_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
10030401,群体驱散,物理,1,3,物理技能,1,0,佛诺赛克施放群体驱散将所有敌人的正面状态驱散并造成[1]130%[0]攻击力的伤害,群体驱散现在可以将友军大部分的负面状态驱散掉,更强的力量，伤害增强至140%攻击力,0,1001,4000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,0,100306,10000,0,0,0,0,a10030401,100304,3333,Skill/1003_final,0,Skill/VO_1003_final,0,0,0,0,0,0,0,0,0,0
10030402,群体驱散,物理,2,3,物理技能,81,0,佛诺赛克施放群体驱散将所有敌人的正面状态驱散并造成[1]130%[0]攻击力的伤害,群体驱散现在可以将友军大部分的负面状态驱散掉,更强的力量，伤害增强至140%攻击力,0,1001,4000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,0,100306,10000,100307,10000,0,0,a10030402,100304,3333,Skill/1003_final,0,Skill/VO_1003_final,0,0,0,0,0,0,0,0,0,0
10030403,群体驱散,物理,3,3,物理技能,161,0,佛诺赛克施放群体驱散将所有敌人的正面状态驱散并造成[1]130%[0]攻击力的伤害,群体驱散现在可以将友军大部分的负面状态驱散掉,更强的力量，伤害增强至140%攻击力,0,1001,5000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,0,100306,10000,100307,10000,0,0,a10030403,100304,3333,Skill/1003_final,0,Skill/VO_1003_final,0,0,0,0,0,0,0,0,0,0
10040001,普攻,物理,1,1,物理技能,1,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a10040001,100400,0,Weapon/Weapon_1004,0,Skill/VO_1004_weapon,0,0,0,0,0,0,0,0,0,0
10040101,子弹连击,物理,1,4,物理技能,11,0,玛祖凯特填充子弹进行快速连击，对目标造成多次[1]30%[0]攻击力的伤害，强大的最后一击必定暴击击倒目标.,高品质的子弹，每发子弹伤害增加至38%攻击力,高品质的子弹每发子弹伤害增加至48%攻击力,高品质的子弹每发子弹伤害增加至60%攻击力,1001,-7000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a10040101,100401,0,Skill/1004_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
10040102,子弹连击,物理,2,4,物理技能,21,0,玛祖凯特填充子弹进行快速连击，对目标造成多次[1]30%[0]攻击力的伤害，强大的最后一击必定暴击击倒目标.,高品质的子弹，每发子弹伤害增加至38%攻击力,高品质的子弹每发子弹伤害增加至48%攻击力,高品质的子弹每发子弹伤害增加至60%攻击力,1001,-6200,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a10040102,100401,0,Skill/1004_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
10040103,子弹连击,物理,3,4,物理技能,101,0,玛祖凯特填充子弹进行快速连击，对目标造成多次[1]30%[0]攻击力的伤害，强大的最后一击必定暴击击倒目标.,高品质的子弹，每发子弹伤害增加至38%攻击力,高品质的子弹每发子弹伤害增加至48%攻击力,高品质的子弹每发子弹伤害增加至60%攻击力,1001,-5200,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a10040103,100401,0,Skill/1004_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
10040104,子弹连击,物理,4,4,物理技能,181,0,玛祖凯特填充子弹进行快速连击，对目标造成多次[1]30%[0]攻击力的伤害，强大的最后一击必定暴击击倒目标.,高品质的子弹，每发子弹伤害增加至38%攻击力,高品质的子弹每发子弹伤害增加至48%攻击力,高品质的子弹每发子弹伤害增加至60%攻击力,1001,-4000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a10040104,100401,0,Skill/1004_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
10040201,锁定,物理,1,3,物理技能,41,0,玛祖凯特发现有生命值低于[1]50%[0]的敌人时，他会获得[1]40%[0]急速效果并将其锁定为目标,目标战败后自己恢复100点能量，急速效果提高至50%,恢复120点能量，急速效果提高至60%,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,0,100401,10000,100402,10000,0,0,a10040201,100402,0,Skill/1004_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10040202,锁定,物理,2,3,物理技能,121,0,玛祖凯特发现有生命值低于[1]50%[0]的敌人时，他会获得[1]40%[0]急速效果并将其锁定为目标,目标战败后自己恢复100点能量，急速效果提高至50%,恢复120点能量，急速效果提高至60%,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,0,100401,10000,100403,10000,0,0,a10040202,100402,0,Skill/1004_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10040203,锁定,物理,3,3,物理技能,201,0,玛祖凯特发现有生命值低于[1]50%[0]的敌人时，他会获得[1]40%[0]急速效果并将其锁定为目标,目标战败后自己恢复100点能量，急速效果提高至50%,恢复120点能量，急速效果提高至60%,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,0,100401,10000,100404,10000,0,0,a10040203,100402,0,Skill/1004_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10040204,锁定,被动,3,3,被动触发技能,121,0,玛祖凯特发现有生命值低于[1]50%[0]的敌人时，他会获得[1]40%[0]急速效果并将其锁定为目标,目标战败后自己恢复100点能量，急速效果提高至50%,恢复120点能量，急速效果提高至60%,0,20,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,0,0,0,0,0,0,0,0,p10040204,100402,0,Skill/1004_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
10040301,恃强凌弱,被动,1,3,被动触发技能,61,0,玛祖凯特对生命值越低的敌人造成的伤害越高，最多提高[1]20%[0]伤害.,群体增益，友方也能获得效果，但队友最多提高12%伤害,群体增益，自己最多提高25%伤害，而队友至多提高15%伤害,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,p10040301,100403,0,Skill/1004_skill03,0,0,0,0,0,0,0,0,0,0,0,0
10040302,恃强凌弱,被动,2,3,被动触发技能,141,0,玛祖凯特对生命值越低的敌人造成的伤害越高，最多提高[1]20%[0]伤害.,群体增益，友方也能获得效果，但队友最多提高12%伤害,群体增益，自己最多提高25%伤害，而队友至多提高15%伤害,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,p10040302,100403,0,Skill/1004_skill03,0,0,0,0,0,0,0,0,0,0,0,0
10040303,恃强凌弱,被动,3,3,被动触发技能,221,0,玛祖凯特对生命值越低的敌人造成的伤害越高，最多提高[1]20%[0]伤害.,群体增益，友方也能获得效果，但队友最多提高12%伤害,群体增益，自己最多提高25%伤害，而队友至多提高15%伤害,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,p10040303,100403,0,Skill/1004_skill03,0,0,0,0,0,0,0,0,0,0,0,0
10040304,恃强凌弱,被动,3,3,被动触发技能,61,0,玛祖凯特对生命值越低的敌人造成的伤害越高，最多提高[1]20%[0]伤害.,群体增益，友方也能获得效果，但队友最多提高12%伤害,群体增益，自己最多提高25%伤害，而队友至多提高15%伤害,0,18,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,p10040304,100403,0,Skill/1004_skill03,0,0,0,0,0,0,0,0,0,0,0,0
10040401,赏金标记,物理,1,3,物理技能,1,0,使敌人受到[1]15%[0]的额外伤害持续[1]8[0]秒.在时限内击败敌人，击败者还可以快速回复能量.,友军击败目标后获得暴击率增强效果，减益时间增强至10秒，额外受到的伤害增强至20%,减益时间增强至12秒,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,50,1,0,100405,10000,0,0,0,0,a10040401,100404,3333,Skill/1004_final,0,Skill/VO_1004_final,0,0,0,0,0,0,0,0,0,0
10040402,赏金标记,物理,2,3,物理技能,81,0,使敌人受到[1]15%[0]的额外伤害持续[1]8[0]秒.在时限内击败敌人，击败者还可以快速回复能量.,友军击败目标后获得暴击率增强效果，减益时间增强至10秒，额外受到的伤害增强至20%,减益时间增强至12秒,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,50,1,0,100406,10000,0,0,0,0,a10040402,100404,3333,Skill/1004_final,0,Skill/VO_1004_final,0,0,0,0,0,0,0,0,0,0
10040403,赏金标记,物理,3,3,物理技能,161,0,使敌人受到[1]15%[0]的额外伤害持续[1]8[0]秒.在时限内击败敌人，击败者还可以快速回复能量.,友军击败目标后获得暴击率增强效果，减益时间增强至10秒，额外受到的伤害增强至20%,减益时间增强至12秒,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,50,1,0,100407,10000,0,0,0,0,a10040403,100404,3333,Skill/1004_final,0,Skill/VO_1004_final,0,0,0,0,0,0,0,0,0,0
