id,mapid,line,row,numberofplies,difficulty,isshow,element,name,limit_param,upper_param,limit_Robot,minimum_limit,limit_min,upper_min,limitrobot_min,minimum_min,param1,param2,select1,select2,select3,select4,cart_lv,cart_quality,showprize,showprizenum,treasure_item1,treasure_num1,treasure_item2,treasure_num2,treasure_item3,treasure_num3,prize1,num1,prize2,num2,prize3,num3,prize4,num4,prize5,num5,lottery1,lottery2,lottery3,brave_item,brave_num,intr,intr2,relique_p1,relique_p2,relique_p3,first_robot_quality,first_robot_lv,first_robot_group,vshop_p1,vshop_p2,vshop_p3,vshop_p4
110010841,1,8,4,1,1,0,3,精英怪,6600,7200,4100,5100,4600,5200,3600,3600,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,135,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,19|19|19|19|19,11|11|11|13|13,0,1,0,9
110010911,1,9,1,1,1,0,2,普通怪,5900,6300,3400,4400,3900,4300,2900,2900,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,140,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,14|14|14|14|14,11|11|11|13|13,2,0,0,8
110010931,1,9,3,1,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110010951,1,9,5,1,1,0,3,精英怪,7200,7800,4700,5700,5200,5800,4200,4200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,140,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,0,1,0,9
110011021,1,10,2,1,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110011041,1,10,4,1,1,1,8,神使,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神使降临能祝福战败的英雄。随机使一名战败的英雄重生，并回复一半能量。如果无人战败，那么血量最低的英雄获得此恢复。,随机复活一名已经阵亡的英雄，并回复一半能量。如果无人阵亡，那么血量最低的英雄获得此回复。,0,0,0,0,0,0,0,0,0,0
110011131,1,11,3,1,1,1,4,BOSS,8000,10000,4500,6500,6000,8000,4500,5000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,150,91000002,50,0,0,0,0,0,0,0,0,0,91000054,300,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,0,10000,2|1|1|1|1,21|21|21|21|21,11|11|11|13|13,0,0,1,19
110011231,1,12,3,1,1,1,11,奖励,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010132,1,1,3,2,1,0,1,起点,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010222,1,2,2,2,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110010242,1,2,4,2,1,0,3,精英怪,7200,8000,4700,5700,4700,5500,3700,3700,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,155,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,18|18|18|18|18,11|11|11|13|13,0,1,0,9
110010312,1,3,1,2,1,0,2,普通怪,5900,6500,3400,4400,3400,4000,2400,2400,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,160,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,2,0,0,8
110010332,1,3,3,2,1,0,3,精英怪,8000,8800,5500,6500,5500,6300,4500,4500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,160,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,0,1,0,9
110010352,1,3,5,2,1,0,3,精英怪,8000,8800,5500,6500,5500,6300,4500,4500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,160,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,0,1,0,9
110010422,1,4,2,2,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110010442,1,4,4,2,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110010512,1,5,1,2,1,1,5,地牢商人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,走过路过不要错过,走过路过不要错过,0,0,0,0,0,0,0,0,0,0
110010532,1,5,3,2,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110010552,1,5,5,2,1,0,2,普通怪,6500,7100,4000,5000,4000,4600,3000,3000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,170,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,2,0,0,8
110010622,1,6,2,2,1,0,3,精英怪,8800,9600,6300,7300,6300,7100,5300,5300,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,175,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,0,1,0,9
110010642,1,6,4,2,1,0,2,普通怪,7100,7700,4600,5600,4600,5200,3600,3600,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,175,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,2,0,0,8
110010712,1,7,1,2,1,0,2,普通怪,7700,8300,5200,6200,5200,5800,4200,4200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,180,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,22|22|22|22|22,11|11|11|13|13,2,0,0,8
110010732,1,7,3,2,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110010752,1,7,5,2,1,0,3,精英怪,9600,10400,7100,8100,7100,7900,6100,6100,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,180,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,22|22|22|22|22,11|11|11|13|13,0,1,0,9
110010822,1,8,2,2,1,0,2,普通怪,8300,8900,5800,6800,5800,6400,4800,4800,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,185,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,2|1|2|1|1,22|22|22|22|22,21|11|22|13|13,2,0,0,8
110010842,1,8,4,2,1,0,3,精英怪,10400,11200,7900,8900,7900,8700,6900,6900,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,185,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|1|2|1|1,22|22|22|22|22,21|11|22|13|13,0,1,0,9
110010912,1,9,1,2,1,0,2,普通怪,8900,9500,6400,7400,6400,7000,5400,5400,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,190,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,2|1|2|1|1,22|22|22|22|22,21|11|22|13|13,2,0,0,8
110010932,1,9,3,2,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110010952,1,9,5,2,1,0,3,精英怪,11200,12000,8700,9700,8700,9500,7700,7700,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,190,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|1|2|1|1,22|22|22|22|22,21|11|22|13|13,0,1,0,9
110011022,1,10,2,2,1,1,8,神使,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神使降临能祝福战败的英雄。随机使一名战败的英雄重生，并回复一半能量。如果无人战败，那么血量最低的英雄获得此恢复。,随机复活一名已经阵亡的英雄，并回复一半能量。如果无人阵亡，那么血量最低的英雄获得此回复。,0,0,0,0,0,0,0,0,0,0
110011042,1,10,4,2,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110011132,1,11,3,2,1,1,4,BOSS,12500,14000,9000,11000,8000,10000,6500,7000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,200,91000002,100,0,0,0,0,0,0,0,0,0,91000054,250,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,0,10000,2|2|2|2|2,26|26|26|26|26,21|22|23|23|23,0,0,1,19
110011232,1,12,3,2,1,1,11,奖励,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010133,1,1,3,3,1,0,1,起点,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110010223,1,2,2,3,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110010243,1,2,4,3,1,1,8,神使,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神使降临能祝福战败的英雄。随机使一名战败的英雄重生，并回复一半能量。如果无人战败，那么血量最低的英雄获得此恢复。,随机复活一名已经阵亡的英雄，并回复一半能量。如果无人阵亡，那么血量最低的英雄获得此回复。,0,0,0,0,0,0,0,0,0,0
110010313,1,3,1,3,1,0,2,普通怪,8900,9700,6400,7400,5900,6700,4900,4900,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,210,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,2|1|2|1|1,22|22|22|22|22,11|11|11|13|13,2,0,0,8
110010333,1,3,3,3,1,0,2,普通怪,8900,9700,6400,7400,5900,6700,4900,4900,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,210,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,2|1|2|1|1,22|22|22|22|22,11|11|11|13|13,2,0,0,8
110010353,1,3,5,3,1,0,3,精英怪,11200,12000,8700,9700,8200,9000,7200,7200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,210,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,26|26|26|26|26,11|11|11|13|13,0,1,0,9
110010423,1,4,2,3,1,1,5,地牢商人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,走过路过不要错过,走过路过不要错过,0,0,0,0,0,0,0,0,0,0
110010443,1,4,4,3,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110010513,1,5,1,3,1,0,3,精英怪,12000,12800,9500,10500,9000,9800,8000,8000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,220,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,30|30|30|30|30,21|22|23|23|23,0,1,0,9
110010533,1,5,3,3,1,0,3,精英怪,12000,12800,9500,10500,9000,9800,8000,8000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,220,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,30|30|30|30|30,21|22|23|23|23,0,1,0,9
110010553,1,5,5,3,1,0,2,普通怪,9700,10500,7200,8200,6700,7500,5700,5700,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,220,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,2|2|2|2|2,26|26|26|26|26,21|22|23|23|23,2,0,0,8
110010623,1,6,2,3,1,0,2,普通怪,10500,11300,8000,9000,7500,8300,6500,6500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,225,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,2|2|2|2|2,27|27|27|27|27,21|22|23|23|23,2,0,0,8
110010643,1,6,4,3,1,0,3,精英怪,12800,13600,10300,11300,9800,10600,8800,8800,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,225,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,31|31|31|31|31,21|22|23|23|23,0,1,0,9
110010713,1,7,1,3,1,0,3,精英怪,13600,14400,11100,12100,10600,11400,9600,9600,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,230,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,35|35|35|35|35,21|22|23|23|23,0,1,0,9
110010733,1,7,3,3,1,0,3,精英怪,13600,14400,11100,12100,10600,11400,9600,9600,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,230,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,35|35|35|35|35,21|22|23|23|23,0,1,0,9
110010753,1,7,5,3,1,1,8,神使,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神使降临能祝福战败的英雄。随机使一名战败的英雄重生，并回复一半能量。如果无人战败，那么血量最低的英雄获得此恢复。,随机复活一名已经阵亡的英雄，并回复一半能量。如果无人阵亡，那么血量最低的英雄获得此回复。,0,0,0,0,0,0,0,0,0,0
110010823,1,8,2,3,1,0,3,精英怪,14400,15200,11900,12900,11400,12200,10400,10400,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,235,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,35|35|35|35|35,21|22|23|23|23,0,1,0,9
110010843,1,8,4,3,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110010913,1,9,1,3,1,0,3,精英怪,15200,16000,12700,13700,12200,13000,11200,11200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,240,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,37|37|37|37|37,21|22|23|23|23,0,1,0,9
