id,group,rank_min,rank_max,normal_award1,normal_num1,normal_award2,normal_num2,normal_award3,normal_num3,normal_award4,normal_num4,normal_award5,normal_num5,need_point,extra_award1,extra_num1,extra_award2,extra_num2,extra_award3,extra_num3,mail_title,mail_txt1,mail_txt2,mail_txt3
23,10001,9,9,12500701,60,40000004,40,91000056,240,91000001,300000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
24,10001,10,10,12500701,60,40000004,40,91000056,220,91000001,280000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
25,10001,11,20,13000002,240,40000003,80,91000056,200,91000001,260000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
26,10001,21,30,13000002,180,40000003,60,91000056,150,91000001,240000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
27,10001,31,50,13000002,120,40000003,40,91000056,100,91000001,220000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
28,10001,51,500,13000002,60,40000003,20,91000056,50,91000001,200000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
29,10002,1,1,12600701,120,40000004,200,91000056,800,91000002,300000,0,0,6000,12600701,120,40000006,300,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
30,10002,2,2,12600701,60,40000004,150,91000056,600,91000002,200000,0,0,6000,12600701,60,40000006,150,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
31,10002,3,3,12600701,60,40000004,100,91000056,400,91000002,100000,0,0,6000,12600701,60,40000006,50,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
32,10002,4,4,12600701,60,40000004,40,91000056,350,91000001,400000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
33,10002,5,5,12600701,60,40000004,40,91000056,320,91000001,380000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
34,10002,6,6,12600701,60,40000004,40,91000056,300,91000001,360000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
35,10002,7,7,12600701,60,40000004,40,91000056,280,91000001,340000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
36,10002,8,8,12600701,60,40000004,40,91000056,260,91000001,320000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
37,10002,9,9,12600701,60,40000004,40,91000056,240,91000001,300000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
38,10002,10,10,12600701,60,40000004,40,91000056,220,91000001,280000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
39,10002,11,20,13000002,240,40000003,80,91000056,200,91000001,260000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
40,10002,21,30,13000002,180,40000003,60,91000056,150,91000001,240000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
41,10002,31,50,13000002,120,40000003,40,91000056,100,91000001,220000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
42,10002,51,500,13000002,60,40000003,20,91000056,50,91000001,200000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
43,10003,1,1,12600301,120,40000004,200,91000056,800,91000002,300000,0,0,6000,12600301,120,40000006,300,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
44,10003,2,2,12600301,60,40000004,150,91000056,600,91000002,200000,0,0,6000,12600301,60,40000006,150,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
45,10003,3,3,12600301,60,40000004,100,91000056,400,91000002,100000,0,0,6000,12600301,60,40000006,50,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
46,10003,4,4,12600301,60,40000004,40,91000056,350,91000001,400000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
47,10003,5,5,12600301,60,40000004,40,91000056,320,91000001,380000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
48,10003,6,6,12600301,60,40000004,40,91000056,300,91000001,360000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
49,10003,7,7,12600301,60,40000004,40,91000056,280,91000001,340000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
50,10003,8,8,12600301,60,40000004,40,91000056,260,91000001,320000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
51,10003,9,9,12600301,60,40000004,40,91000056,240,91000001,300000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
52,10003,10,10,12600301,60,40000004,40,91000056,220,91000001,280000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
53,10003,11,20,13000002,240,40000003,80,91000056,200,91000001,260000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
54,10003,21,30,13000002,180,40000003,60,91000056,150,91000001,240000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
55,10003,31,50,13000002,120,40000003,40,91000056,100,91000001,220000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
56,10003,51,500,13000002,60,40000003,20,91000056,50,91000001,200000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
57,10004,1,1,12600901,120,40000004,200,91000056,800,91000002,300000,0,0,6000,12600901,120,40000006,300,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
58,10004,2,2,12600901,60,40000004,150,91000056,600,91000002,200000,0,0,6000,12600901,60,40000006,150,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
59,10004,3,3,12600901,60,40000004,100,91000056,400,91000002,100000,0,0,6000,12600901,60,40000006,50,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
60,10004,4,4,12600901,60,40000004,40,91000056,350,91000001,400000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
61,10004,5,5,12600901,60,40000004,40,91000056,320,91000001,380000,0,0,0,0,0,0,0,0,0,次元召唤活动排行第{%d}名奖励,"恭喜你，在次元召唤积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在次元召唤互动积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在次元召唤活动积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
