id,type,txt,level,item_id,item_num,open_skill1,open_skill2,open_skill3,value1,num1,increase1,value2,num2,increase2,value3,num3,increase3,value4,num4,increase4,value5,num5,increase5,value6,num6,increase6,value7,num7,increase7,value8,num8,increase8,value9,num9,increase9
41000021,41,坦克-不朽毅力,21,91000056,550,94004102,94004202,0,1,17936,0,2,1112,0,3,241,0,501,720,90,502,520,70,503,760,100,19,200,100,0,0,0,99,42000,2000
41000022,41,坦克-不朽毅力,22,91000056,600,94004102,94004202,0,1,17936,3952,2,1112,245,3,241,53,501,810,0,502,590,0,503,860,0,19,300,0,0,0,0,99,44000,2000
41000023,41,坦克-不朽毅力,23,91000056,650,94004102,94004202,0,1,21888,4256,2,1357,264,3,294,58,501,810,0,502,590,0,503,860,0,19,300,0,0,0,0,99,46000,2000
41000024,41,坦克-不朽毅力,24,91000056,700,94004102,94004202,0,1,26144,0,2,1621,0,3,352,0,501,810,0,502,590,0,503,860,0,19,300,0,0,0,0,99,48000,2000
41000025,41,坦克-不朽毅力,25,91000056,750,94004102,94004202,94004301,1,26144,4560,2,1621,283,3,352,61,501,810,0,502,590,0,503,860,0,19,300,0,0,0,0,99,50000,2000
41000026,41,坦克-不朽毅力,26,91000056,800,94004102,94004202,94004301,1,30704,0,2,1904,0,3,413,0,501,810,90,502,590,70,503,860,100,19,300,100,0,0,0,99,52000,2000
41000027,41,坦克-不朽毅力,27,91000056,850,94004102,94004202,94004301,1,30704,4864,2,1904,302,3,413,65,501,900,0,502,660,0,503,960,0,19,400,0,0,0,0,99,54000,2000
41000028,41,坦克-不朽毅力,28,91000056,900,94004102,94004202,94004301,1,35568,5168,2,2206,321,3,478,70,501,900,0,502,660,0,503,960,0,19,400,0,0,0,0,99,56000,2000
41000029,41,坦克-不朽毅力,29,91000056,950,94004102,94004202,94004301,1,40736,0,2,2527,0,3,548,0,501,900,0,502,660,0,503,960,0,19,400,0,0,0,0,99,58000,2000
41000030,41,坦克-不朽毅力,30,91000056,1000,94004102,94004202,94004302,1,40736,5472,2,2527,340,3,548,73,501,900,0,502,660,0,503,960,0,19,400,0,0,0,0,99,60000,2000
41000031,41,坦克-不朽毅力,31,91000056,1050,94004102,94004202,94004302,1,46208,0,2,2867,0,3,621,0,501,900,90,502,660,70,503,960,100,19,400,0,0,0,0,99,62000,2000
41000032,41,坦克-不朽毅力,32,91000056,1100,94004102,94004202,94004302,1,46208,5776,2,2867,359,3,621,77,501,990,0,502,730,0,503,1060,0,19,400,0,0,0,0,99,64000,2000
41000033,41,坦克-不朽毅力,33,91000056,1150,94004102,94004202,94004302,1,51984,6080,2,3226,378,3,698,82,501,990,0,502,730,0,503,1060,0,19,400,0,0,0,0,99,66000,2000
41000034,41,坦克-不朽毅力,34,91000056,1200,94004102,94004202,94004302,1,58064,0,2,3604,0,3,780,0,501,990,0,502,730,0,503,1060,0,19,400,0,0,0,0,99,68000,2000
41000035,41,坦克-不朽毅力,35,91000056,1250,94004103,94004202,94004302,1,58064,6384,2,3604,397,3,780,85,501,990,0,502,730,0,503,1060,0,19,400,0,0,0,0,99,70000,2000
41000036,41,坦克-不朽毅力,36,91000056,1300,94004103,94004202,94004302,1,64448,0,2,4001,0,3,865,0,501,990,90,502,730,70,503,1060,100,19,400,100,0,0,0,99,72000,2000
41000037,41,坦克-不朽毅力,37,91000056,1350,94004103,94004202,94004302,1,64448,6688,2,4001,416,3,865,89,501,1080,0,502,800,0,503,1160,0,19,500,0,0,0,0,99,74000,2000
41000038,41,坦克-不朽毅力,38,91000056,1400,94004103,94004202,94004302,1,71136,6992,2,4417,435,3,954,94,501,1080,0,502,800,0,503,1160,0,19,500,0,0,0,0,99,76000,2000
41000039,41,坦克-不朽毅力,39,91000056,1450,94004103,94004202,94004302,1,78128,0,2,4852,0,3,1048,0,501,1080,0,502,800,0,503,1160,0,19,500,0,0,0,0,99,78000,2000
41000040,41,坦克-不朽毅力,40,91000056,1500,94004103,94004203,94004302,1,78128,7296,2,4852,454,3,1048,97,501,1080,0,502,800,0,503,1160,0,19,500,0,0,0,0,99,80000,2000
41000041,41,坦克-不朽毅力,41,91000056,1550,94004103,94004203,94004302,1,85424,0,2,5306,0,3,1145,0,501,1080,90,502,800,70,503,1160,100,19,500,0,0,0,0,99,82000,2000
41000042,41,坦克-不朽毅力,42,91000056,1600,94004103,94004203,94004302,1,85424,7600,2,5306,473,3,1145,101,501,1170,0,502,870,0,503,1260,0,19,500,0,0,0,0,99,84000,2000
41000043,41,坦克-不朽毅力,43,91000056,1650,94004103,94004203,94004302,1,93024,7904,2,5779,492,3,1246,106,501,1170,0,502,870,0,503,1260,0,19,500,0,0,0,0,99,86000,2000
41000044,41,坦克-不朽毅力,44,91000056,1700,94004103,94004203,94004302,1,100928,0,2,6271,0,3,1352,0,501,1170,0,502,870,0,503,1260,0,19,500,0,0,0,0,99,88000,2000
41000045,41,坦克-不朽毅力,45,91000056,1750,94004103,94004203,94004303,1,100928,8208,2,6271,511,3,1352,109,501,1170,0,502,870,0,503,1260,0,19,500,0,0,0,0,99,90000,2000
41000046,41,坦克-不朽毅力,46,91000056,1800,94004103,94004203,94004303,1,109136,0,2,6782,0,3,1461,0,501,1170,90,502,870,70,503,1260,100,19,500,100,0,0,0,99,92000,2000
41000047,41,坦克-不朽毅力,47,91000056,1850,94004103,94004203,94004303,1,109136,8512,2,6782,530,3,1461,113,501,1260,0,502,940,0,503,1360,0,19,600,0,0,0,0,99,94000,2000
41000048,41,坦克-不朽毅力,48,91000056,1900,94004103,94004203,94004303,1,117648,8816,2,7312,549,3,1574,118,501,1260,0,502,940,0,503,1360,0,19,600,0,0,0,0,99,96000,2000
41000049,41,坦克-不朽毅力,49,91000056,1950,94004103,94004203,94004303,1,126464,0,2,7861,0,3,1692,0,501,1260,0,502,940,0,503,1360,0,19,600,0,0,0,0,99,98000,2000
41000050,41,坦克-不朽毅力,50,91000056,2000,94004104,94004203,94004303,1,126464,9120,2,7861,568,3,1692,121,501,1260,0,502,940,0,503,1360,0,19,600,0,0,0,0,99,100000,2000
41000051,41,坦克-不朽毅力,51,91000056,2050,94004104,94004203,94004303,1,135584,0,2,8429,0,3,1813,0,501,1260,90,502,940,70,503,1360,100,19,600,100,0,0,0,99,102000,2000
41000052,41,坦克-不朽毅力,52,91000056,2100,94004104,94004203,94004303,1,135584,9424,2,8429,587,3,1813,125,501,1350,0,502,1010,0,503,1460,0,19,700,0,0,0,0,99,104000,2000
41000053,41,坦克-不朽毅力,53,91000056,2150,94004104,94004203,94004303,1,145008,9728,2,9016,606,3,1938,130,501,1350,0,502,1010,0,503,1460,0,19,700,0,0,0,0,99,106000,2000
41000054,41,坦克-不朽毅力,54,91000056,2200,94004104,94004203,94004303,1,154736,0,2,9622,0,3,2068,0,501,1350,0,502,1010,0,503,1460,0,19,700,0,0,0,0,99,108000,2000
41000055,41,坦克-不朽毅力,55,91000056,2250,94004104,94004204,94004303,1,154736,10032,2,9622,625,3,2068,133,501,1350,0,502,1010,0,503,1460,0,19,700,0,0,0,0,99,110000,2000
41000056,41,坦克-不朽毅力,56,91000056,2300,94004104,94004204,94004303,1,164768,0,2,10247,0,3,2201,0,501,1350,90,502,1010,70,503,1460,100,19,700,0,0,0,0,99,112000,2000
41000057,41,坦克-不朽毅力,57,91000056,2350,94004104,94004204,94004303,1,164768,10336,2,10247,644,3,2201,137,501,1440,0,502,1080,0,503,1560,0,19,700,0,0,0,0,99,114000,2000
41000058,41,坦克-不朽毅力,58,91000056,2400,94004104,94004204,94004303,1,175104,10640,2,10891,663,3,2338,142,501,1440,0,502,1080,0,503,1560,0,19,700,0,0,0,0,99,116000,2000
41000059,41,坦克-不朽毅力,59,91000056,2450,94004104,94004204,94004303,1,185744,0,2,11554,0,3,2480,0,501,1440,0,502,1080,0,503,1560,0,19,700,0,0,0,0,99,118000,2000
41000060,41,坦克-不朽毅力,60,91000056,2500,94004104,94004204,94004304,1,185744,10944,2,11554,682,3,2480,145,501,1440,0,502,1080,0,503,1560,0,19,700,0,0,0,0,99,120000,2000
41000061,41,坦克-不朽毅力,61,91000056,2550,94004104,94004204,94004304,1,196688,0,2,12236,0,3,2625,0,501,1440,90,502,1080,70,503,1560,100,19,700,100,0,0,0,99,122000,2000
41000062,41,坦克-不朽毅力,62,91000056,2600,94004104,94004204,94004304,1,196688,11248,2,12236,701,3,2625,149,501,1530,0,502,1150,0,503,1660,0,19,800,0,0,0,0,99,124000,2000
41000063,41,坦克-不朽毅力,63,91000056,2650,94004104,94004204,94004304,1,207936,11552,2,12937,720,3,2774,154,501,1530,0,502,1150,0,503,1660,0,19,800,0,0,0,0,99,126000,2000
41000064,41,坦克-不朽毅力,64,91000056,2700,94004104,94004204,94004304,1,219488,0,2,13657,0,3,2928,0,501,1530,0,502,1150,0,503,1660,0,19,800,0,0,0,0,99,128000,2000
41000065,41,坦克-不朽毅力,65,91000056,2750,94004105,94004204,94004304,1,219488,11856,2,13657,739,3,2928,157,501,1530,0,502,1150,0,503,1660,0,19,800,0,0,0,0,99,130000,2000
41000066,41,坦克-不朽毅力,66,91000056,2800,94004105,94004204,94004304,1,231344,0,2,14396,0,3,3085,0,501,1530,90,502,1150,70,503,1660,100,19,800,0,0,0,0,99,132000,2000
41000067,41,坦克-不朽毅力,67,91000056,2850,94004105,94004204,94004304,1,231344,12160,2,14396,758,3,3085,161,501,1620,0,502,1220,0,503,1760,0,19,800,0,0,0,0,99,134000,2000
41000068,41,坦克-不朽毅力,68,91000056,2900,94004105,94004204,94004304,1,243504,12464,2,15154,777,3,3246,166,501,1620,0,502,1220,0,503,1760,0,19,800,0,0,0,0,99,136000,2000
41000069,41,坦克-不朽毅力,69,91000056,2950,94004105,94004204,94004304,1,255968,0,2,15931,0,3,3412,0,501,1620,0,502,1220,0,503,1760,0,19,800,0,0,0,0,99,138000,2000
41000070,41,坦克-不朽毅力,70,91000056,3000,94004105,94004205,94004304,1,255968,12768,2,15931,796,3,3412,169,501,1620,0,502,1220,0,503,1760,0,19,800,0,0,0,0,99,140000,2000
41000071,41,坦克-不朽毅力,71,91000056,3050,94004105,94004205,94004304,1,268736,0,2,16727,0,3,3581,0,501,1620,90,502,1220,70,503,1760,100,19,800,100,0,0,0,99,142000,2000
41000072,41,坦克-不朽毅力,72,91000056,3100,94004105,94004205,94004304,1,268736,13072,2,16727,815,3,3581,173,501,1710,0,502,1290,0,503,1860,0,19,900,0,0,0,0,99,144000,2000
41000073,41,坦克-不朽毅力,73,91000056,3150,94004105,94004205,94004304,1,281808,13376,2,17542,834,3,3754,178,501,1710,0,502,1290,0,503,1860,0,19,900,0,0,0,0,99,146000,2000
41000074,41,坦克-不朽毅力,74,91000056,3200,94004105,94004205,94004304,1,295184,0,2,18376,0,3,3932,0,501,1710,0,502,1290,0,503,1860,0,19,900,0,0,0,0,99,148000,2000
41000075,41,坦克-不朽毅力,75,91000056,3250,94004105,94004205,94004305,1,295184,13680,2,18376,853,3,3932,181,501,1710,0,502,1290,0,503,1860,0,19,900,0,0,0,0,99,150000,2000
41000076,41,坦克-不朽毅力,76,91000056,3300,94004105,94004205,94004305,1,308864,0,2,19229,0,3,4113,0,501,1710,90,502,1290,70,503,1860,100,19,900,100,0,0,0,99,152000,2000
41000077,41,坦克-不朽毅力,77,91000056,3350,94004105,94004205,94004305,1,308864,13984,2,19229,872,3,4113,185,501,1800,0,502,1360,0,503,1960,0,19,1000,0,0,0,0,99,154000,2000
41000078,41,坦克-不朽毅力,78,91000056,3400,94004105,94004205,94004305,1,322848,14288,2,20101,891,3,4298,190,501,1800,0,502,1360,0,503,1960,0,19,1000,0,0,0,0,99,156000,2000
41000079,41,坦克-不朽毅力,79,91000056,3450,94004105,94004205,94004305,1,337136,0,2,20992,0,3,4488,0,501,1800,0,502,1360,0,503,1960,0,19,1000,0,0,0,0,99,158000,2000
41000080,41,坦克-不朽毅力,80,91000056,3500,94004106,94004205,94004305,1,337136,14592,2,20992,910,3,4488,193,501,1800,0,502,1360,0,503,1960,0,19,1000,0,0,0,0,99,160000,2000
41000081,41,坦克-不朽毅力,81,91000056,3550,94004106,94004205,94004305,1,351728,0,2,21902,0,3,4681,0,501,1800,90,502,1360,70,503,1960,100,19,1000,0,0,0,0,99,162000,2000
41000082,41,坦克-不朽毅力,82,91000056,3600,94004106,94004205,94004305,1,351728,14896,2,21902,929,3,4681,197,501,1890,0,502,1430,0,503,2060,0,19,1000,0,0,0,0,99,164000,2000
41000083,41,坦克-不朽毅力,83,91000056,3650,94004106,94004205,94004305,1,366624,15200,2,22831,948,3,4878,202,501,1890,0,502,1430,0,503,2060,0,19,1000,0,0,0,0,99,166000,2000
41000084,41,坦克-不朽毅力,84,91000056,3700,94004106,94004205,94004305,1,381824,0,2,23779,0,3,5080,0,501,1890,0,502,1430,0,503,2060,0,19,1000,0,0,0,0,99,168000,2000
41000085,41,坦克-不朽毅力,85,91000056,3750,94004106,94004206,94004305,1,381824,15504,2,23779,967,3,5080,205,501,1890,0,502,1430,0,503,2060,0,19,1000,0,0,0,0,99,170000,2000
41000086,41,坦克-不朽毅力,86,91000056,3800,94004106,94004206,94004305,1,397328,0,2,24746,0,3,5285,0,501,1890,90,502,1430,70,503,2060,100,19,1000,100,0,0,0,99,172000,2000
41000087,41,坦克-不朽毅力,87,91000056,3850,94004106,94004206,94004305,1,397328,15808,2,24746,986,3,5285,209,501,1980,0,502,1500,0,503,2160,0,19,1100,0,0,0,0,99,174000,2000
41000088,41,坦克-不朽毅力,88,91000056,3900,94004106,94004206,94004305,1,413136,16112,2,25732,1005,3,5494,214,501,1980,0,502,1500,0,503,2160,0,19,1100,0,0,0,0,99,176000,2000
41000089,41,坦克-不朽毅力,89,91000056,3950,94004106,94004206,94004305,1,429248,0,2,26737,0,3,5708,0,501,1980,0,502,1500,0,503,2160,0,19,1100,0,0,0,0,99,178000,2000
41000090,41,坦克-不朽毅力,90,91000056,4000,94004107,94004206,94004305,1,429248,16416,2,26737,1024,3,5708,217,501,1980,0,502,1500,0,503,2160,0,19,1100,0,0,0,0,99,180000,2000
41000091,41,坦克-不朽毅力,91,91000056,4050,94004107,94004206,94004305,1,445664,0,2,27761,0,3,5925,0,501,1980,90,502,1500,70,503,2160,100,19,1100,0,0,0,0,99,182000,2000
41000092,41,坦克-不朽毅力,92,91000056,4100,94004107,94004206,94004305,1,445664,16720,2,27761,1043,3,5925,221,501,2070,0,502,1570,0,503,2260,0,19,1100,0,0,0,0,99,184000,2000
41000093,41,坦克-不朽毅力,93,91000056,4150,94004107,94004206,94004305,1,462384,17024,2,28804,1062,3,6146,226,501,2070,0,502,1570,0,503,2260,0,19,1100,0,0,0,0,99,186000,2000
41000094,41,坦克-不朽毅力,94,91000056,4200,94004107,94004206,94004305,1,479408,0,2,29866,0,3,6372,0,501,2070,0,502,1570,0,503,2260,0,19,1100,0,0,0,0,99,188000,2000
41000095,41,坦克-不朽毅力,95,91000056,4250,94004107,94004207,94004305,1,479408,17328,2,29866,1081,3,6372,229,501,2070,0,502,1570,0,503,2260,0,19,1100,0,0,0,0,99,190000,2000
41000096,41,坦克-不朽毅力,96,91000056,4300,94004107,94004207,94004305,1,496736,0,2,30947,0,3,6601,0,501,2070,90,502,1570,70,503,2260,100,19,1100,100,0,0,0,99,192000,2000
41000097,41,坦克-不朽毅力,97,91000056,4350,94004107,94004207,94004305,1,496736,17632,2,30947,1100,3,6601,233,501,2160,0,502,1640,0,503,2360,0,19,1200,0,0,0,0,99,194000,2000
41000098,41,坦克-不朽毅力,98,91000056,4400,94004107,94004207,94004305,1,514368,17936,2,32047,1119,3,6834,238,501,2160,0,502,1640,0,503,2360,0,19,1200,0,0,0,0,99,196000,2000
41000099,41,坦克-不朽毅力,99,91000056,4450,94004107,94004207,94004305,1,532304,0,2,33166,0,3,7072,0,501,2160,0,502,1640,0,503,2360,0,19,1200,0,0,0,0,99,198000,2000
41000100,41,坦克-不朽毅力,100,91000056,0,94004107,94004207,94004306,1,532304,0,2,33166,0,3,7072,0,501,2160,0,502,1640,0,503,2360,0,19,1200,0,0,0,0,99,200000,2000
42000000,42,战士-不屈斗志,0,91000056,50,0,0,0,1,0,585,2,0,39,3,0,8,501,0,0,502,0,0,503,0,0,19,0,0,0,0,0,0,0,2000
42000001,42,战士-不屈斗志,1,91000056,60,0,0,0,1,585,0,2,39,0,3,8,0,501,0,80,502,0,80,503,0,80,19,0,100,0,0,0,99,2000,2000
42000002,42,战士-不屈斗志,2,91000056,70,0,0,0,1,585,878,2,39,60,3,8,12,501,80,0,502,80,0,503,80,0,19,100,0,0,0,0,99,4000,2000
42000003,42,战士-不屈斗志,3,91000056,80,0,0,0,1,1463,0,2,99,0,3,20,0,501,80,80,502,80,80,503,80,80,19,100,0,0,0,0,99,6000,2000
42000004,42,战士-不屈斗志,4,91000056,100,0,0,0,1,1463,0,2,99,0,3,20,0,501,160,0,502,160,0,503,160,0,19,100,0,0,0,0,99,8000,2000
42000005,42,战士-不屈斗志,5,91000056,120,94003101,0,0,1,1463,1170,2,99,78,3,20,16,501,160,0,502,160,0,503,160,0,19,100,0,0,0,0,99,10000,2000
42000006,42,战士-不屈斗志,6,91000056,140,94003101,0,0,1,2633,0,2,177,0,3,36,0,501,160,80,502,160,80,503,160,80,19,100,0,0,0,0,99,12000,2000
42000007,42,战士-不屈斗志,7,91000056,160,94003101,0,0,1,2633,1462,2,177,99,3,36,20,501,240,0,502,240,0,503,240,0,19,100,0,0,0,0,99,14000,2000
42000008,42,战士-不屈斗志,8,91000056,180,94003101,0,0,1,4095,0,2,276,0,3,56,0,501,240,80,502,240,80,503,240,80,19,100,0,0,0,0,99,16000,2000
42000009,42,战士-不屈斗志,9,91000056,200,94003101,0,0,1,4095,0,2,276,0,3,56,0,501,320,0,502,320,0,503,320,0,19,100,0,0,0,0,99,18000,2000
42000010,42,战士-不屈斗志,10,91000056,220,94003102,0,0,1,4095,1755,2,276,118,3,56,24,501,320,0,502,320,0,503,320,0,19,100,0,0,0,0,99,20000,2000
42000011,42,战士-不屈斗志,11,91000056,240,94003102,0,0,1,5850,0,2,394,0,3,80,0,501,320,80,502,320,80,503,320,80,19,100,50,0,0,0,99,22000,2000
42000012,42,战士-不屈斗志,12,91000056,260,94003102,0,0,1,5850,2048,2,394,138,3,80,28,501,400,0,502,400,0,503,400,0,19,150,0,0,0,0,99,24000,2000
42000013,42,战士-不屈斗志,13,91000056,280,94003102,0,0,1,7898,0,2,532,0,3,108,0,501,400,80,502,400,80,503,400,80,19,150,0,0,0,0,99,26000,2000
42000014,42,战士-不屈斗志,14,91000056,300,94003102,0,0,1,7898,0,2,532,0,3,108,0,501,480,0,502,480,0,503,480,0,19,150,0,0,0,0,99,28000,2000
42000015,42,战士-不屈斗志,15,91000056,330,94003102,94003201,0,1,7898,2632,2,532,177,3,108,36,501,480,0,502,480,0,503,480,0,19,150,0,0,0,0,99,30000,2000
42000016,42,战士-不屈斗志,16,91000056,360,94003102,94003201,0,1,10530,0,2,709,0,3,144,0,501,480,80,502,480,80,503,480,80,19,150,50,0,0,0,99,32000,2000
42000017,42,战士-不屈斗志,17,91000056,390,94003102,94003201,0,1,10530,3218,2,709,217,3,144,44,501,560,0,502,560,0,503,560,0,19,200,0,0,0,0,99,34000,2000
42000018,42,战士-不屈斗志,18,91000056,420,94003102,94003201,0,1,13748,0,2,926,0,3,188,0,501,560,80,502,560,80,503,560,80,19,200,0,0,0,0,99,36000,2000
42000019,42,战士-不屈斗志,19,91000056,450,94003102,94003201,0,1,13748,0,2,926,0,3,188,0,501,640,0,502,640,0,503,640,0,19,200,0,0,0,0,99,38000,2000
42000020,42,战士-不屈斗志,20,91000056,500,94003102,94003202,0,1,13748,3510,2,926,236,3,188,48,501,640,0,502,640,0,503,640,0,19,200,0,0,0,0,99,40000,2000
42000021,42,战士-不屈斗志,21,91000056,550,94003102,94003202,0,1,17258,0,2,1162,0,3,236,0,501,640,80,502,640,80,503,640,80,19,200,50,0,0,0,99,42000,2000
42000022,42,战士-不屈斗志,22,91000056,600,94003102,94003202,0,1,17258,3802,2,1162,256,3,236,52,501,720,0,502,720,0,503,720,0,19,250,0,0,0,0,99,44000,2000
42000023,42,战士-不屈斗志,23,91000056,650,94003102,94003202,0,1,21060,4095,2,1418,276,3,288,56,501,720,0,502,720,0,503,720,0,19,250,0,0,0,0,99,46000,2000
42000024,42,战士-不屈斗志,24,91000056,700,94003102,94003202,0,1,25155,0,2,1694,0,3,344,0,501,720,0,502,720,0,503,720,0,19,250,0,0,0,0,99,48000,2000
42000025,42,战士-不屈斗志,25,91000056,750,94003102,94003202,94003301,1,25155,4387,2,1694,294,3,344,60,501,720,0,502,720,0,503,720,0,19,250,0,0,0,0,99,50000,2000
42000026,42,战士-不屈斗志,26,91000056,800,94003102,94003202,94003301,1,29542,0,2,1988,0,3,404,0,501,720,80,502,720,80,503,720,80,19,250,50,0,0,0,99,52000,2000
42000027,42,战士-不屈斗志,27,91000056,850,94003102,94003202,94003301,1,29542,4679,2,1988,314,3,404,64,501,800,0,502,800,0,503,800,0,19,300,0,0,0,0,99,54000,2000
42000028,42,战士-不屈斗志,28,91000056,900,94003102,94003202,94003301,1,34221,4972,2,2302,334,3,468,68,501,800,0,502,800,0,503,800,0,19,300,0,0,0,0,99,56000,2000
42000029,42,战士-不屈斗志,29,91000056,950,94003102,94003202,94003301,1,39193,0,2,2636,0,3,536,0,501,800,0,502,800,0,503,800,0,19,300,0,0,0,0,99,58000,2000
42000030,42,战士-不屈斗志,30,91000056,1000,94003102,94003202,94003302,1,39193,5264,2,2636,352,3,536,72,501,800,0,502,800,0,503,800,0,19,300,0,0,0,0,99,60000,2000
42000031,42,战士-不屈斗志,31,91000056,1050,94003102,94003202,94003302,1,44457,0,2,2988,0,3,608,0,501,800,80,502,800,80,503,800,80,19,300,50,0,0,0,99,62000,2000
42000032,42,战士-不屈斗志,32,91000056,1100,94003102,94003202,94003302,1,44457,5556,2,2988,372,3,608,76,501,880,0,502,880,0,503,880,0,19,350,0,0,0,0,99,64000,2000
42000033,42,战士-不屈斗志,33,91000056,1150,94003102,94003202,94003302,1,50013,5849,2,3360,392,3,684,80,501,880,0,502,880,0,503,880,0,19,350,0,0,0,0,99,66000,2000
42000034,42,战士-不屈斗志,34,91000056,1200,94003102,94003202,94003302,1,55862,0,2,3752,0,3,764,0,501,880,0,502,880,0,503,880,0,19,350,0,0,0,0,99,68000,2000
42000035,42,战士-不屈斗志,35,91000056,1250,94003103,94003202,94003302,1,55862,6141,2,3752,410,3,764,84,501,880,0,502,880,0,503,880,0,19,350,0,0,0,0,99,70000,2000
42000036,42,战士-不屈斗志,36,91000056,1300,94003103,94003202,94003302,1,62003,0,2,4162,0,3,848,0,501,880,80,502,880,80,503,880,80,19,350,50,0,0,0,99,72000,2000
42000037,42,战士-不屈斗志,37,91000056,1350,94003103,94003202,94003302,1,62003,6433,2,4162,430,3,848,88,501,960,0,502,960,0,503,960,0,19,400,0,0,0,0,99,74000,2000
42000038,42,战士-不屈斗志,38,91000056,1400,94003103,94003202,94003302,1,68436,6726,2,4592,450,3,936,92,501,960,0,502,960,0,503,960,0,19,400,0,0,0,0,99,76000,2000
42000039,42,战士-不屈斗志,39,91000056,1450,94003103,94003202,94003302,1,75162,0,2,5042,0,3,1028,0,501,960,0,502,960,0,503,960,0,19,400,0,0,0,0,99,78000,2000
42000040,42,战士-不屈斗志,40,91000056,1500,94003103,94003203,94003302,1,75162,7018,2,5042,468,3,1028,96,501,960,0,502,960,0,503,960,0,19,400,0,0,0,0,99,80000,2000
42000041,42,战士-不屈斗志,41,91000056,1550,94003103,94003203,94003302,1,82180,0,2,5510,0,3,1124,0,501,960,80,502,960,80,503,960,80,19,400,50,0,0,0,99,82000,2000
