id,group,money,item1,num1,item2,num2,item3,num3,item4,num4,item5,num5,money_id,rebate_show,sale,money_reduce
11402,14,20,91000002,30000,13000002,60,91000044,300,0,0,0,0,711,999％+,30,0
11403,14,100,91000002,68000,13000002,120,91000044,600,0,0,0,0,712,900％+,68,30
11404,14,200,91000002,98000,13000002,180,91000044,800,0,0,0,0,713,800％+,98,30
11405,14,300,91000002,128000,13000002,180,13000001,120,91000044,1000,0,0,714,600％+,128,30
11406,14,500,91000002,168000,13000002,240,13000001,180,91000044,1000,0,0,715,600％+,168,60
11407,14,1000,91000002,198000,60210050,1,13000002,240,91000044,1200,0,0,716,600％+,198,180
11408,14,1500,91000002,328000,60210060,1,13000002,240,91000044,1500,0,0,717,600％+,328,180
11409,14,3000,91000002,648000,60210070,1,30200000,1,91000044,3000,0,0,718,600％+,648,300
11501,15,0,91000002,6000,13000002,60,0,0,0,0,0,0,710,999％+,6,0
11502,15,20,91000002,30000,42010001,10,0,0,0,0,0,0,711,999％+,30,0
11503,15,100,91000002,68000,60210040,1,81000001,300,0,0,0,0,712,900％+,68,30
11504,15,200,91000002,98000,60210040,1,81000001,600,0,0,0,0,713,800％+,98,30
11505,15,300,91000002,128000,60210050,1,81000001,800,0,0,0,0,714,600％+,128,30
11506,15,500,91000002,168000,60210050,1,81000002,10,0,0,0,0,715,600％+,168,60
11507,15,1000,91000002,198000,60210060,1,81000002,20,0,0,0,0,716,600％+,198,180
11508,15,1500,91000002,328000,60210060,1,81000002,50,0,0,0,0,717,600％+,328,180
11509,15,3000,91000002,648000,60210070,1,30200000,1,81000002,50,0,0,718,600％+,648,300
11601,16,0,91000002,6000,13000002,60,0,0,0,0,0,0,710,999％+,6,0
11602,16,20,91000002,30000,13000002,60,91000044,300,0,0,0,0,711,999％+,30,0
11603,16,100,91000002,68000,42010001,10,91000044,600,0,0,0,0,712,900％+,68,30
11604,16,200,91000002,98000,42010001,20,91000044,1000,0,0,0,0,713,800％+,98,30
11605,16,300,91000002,128000,42010001,20,91000044,1500,0,0,0,0,714,600％+,128,30
11606,16,500,91000002,168000,30200000,1,91000044,2000,0,0,0,0,715,600％+,168,60
11607,16,1000,91000002,198000,30200000,1,13000002,120,0,0,0,0,716,600％+,198,180
11608,16,1500,91000002,328000,42010002,20,30200000,1,0,0,0,0,717,600％+,328,180
11609,16,3000,91000002,648000,42010002,30,30200000,2,0,0,0,0,718,600％+,648,300
11701,17,0,91000002,6000,13000002,60,0,0,0,0,0,0,710,999％+,6,0
11702,17,20,91000002,30000,60210080,1,13000002,60,0,0,0,0,711,999％+,30,0
11703,17,100,91000002,68000,60210080,1,13000002,120,0,0,0,0,712,900％+,68,30
11704,17,200,91000002,98000,60210080,1,81000002,20,0,0,0,0,713,800％+,98,30
11705,17,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,714,600％+,128,30
11706,17,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,715,600％+,168,60
11707,17,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,716,600％+,198,180
11708,17,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,717,600％+,328,180
11709,17,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,718,600％+,648,300
11801,18,0,91000002,6000,13000002,60,0,0,0,0,0,0,719,999％+,6,0
11802,18,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,720,999％+,30,0
11803,18,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,721,900％+,68,30
11804,18,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,722,800％+,98,30
11805,18,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,723,600％+,128,30
11806,18,500,91000002,168000,42010002,10,81000002,40,0,0,0,0,724,600％+,168,60
11807,18,1000,91000002,198000,30200000,1,13000002,120,0,0,0,0,725,600％+,198,180
11808,18,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,726,600％+,328,180
11809,18,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,727,600％+,648,300
11901,19,0,91000002,6000,13000002,60,0,0,0,0,0,0,719,999％+,6,0
11902,19,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,720,999％+,30,0
11903,19,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,721,900％+,68,30
11904,19,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,722,800％+,98,30
11905,19,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,723,600％+,128,30
11906,19,500,91000002,168000,42010002,10,81000002,40,0,0,0,0,724,600％+,168,60
11907,19,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,725,600％+,198,180
11908,19,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,726,600％+,328,180
11909,19,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,727,600％+,648,300
12001,20,0,91000002,6000,13000002,60,0,0,0,0,0,0,719,999％+,6,0
12002,20,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,720,999％+,30,0
12003,20,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,721,900％+,68,30
12004,20,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,722,800％+,98,30
12005,20,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,723,600％+,128,30
12006,20,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,724,600％+,168,60
12007,20,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,725,600％+,198,180
12008,20,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,726,600％+,328,180
12009,20,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,727,600％+,648,300
12101,21,0,91000002,6000,13000002,60,0,0,0,0,0,0,719,999％+,6,0
12102,21,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,720,999％+,30,0
12103,21,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,721,900％+,68,30
12104,21,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,722,800％+,98,30
12105,21,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,723,600％+,128,30
12106,21,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,724,600％+,168,60
12107,21,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,725,600％+,198,180
12108,21,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,726,600％+,328,180
12109,21,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,727,600％+,648,300
12201,22,0,91000002,6000,13000002,60,0,0,0,0,0,0,719,999％+,6,0
12202,22,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,720,999％+,30,0
12203,22,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,721,900％+,68,30
12204,22,200,91000002,98000,60210080,1,81000002,20,0,0,0,0,722,800％+,98,30
12205,22,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,723,600％+,128,30
12206,22,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,724,600％+,168,60
12207,22,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,725,600％+,198,180
12208,22,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,726,600％+,328,180
12209,22,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,727,600％+,648,300
12301,23,0,91000002,6000,13000002,60,0,0,0,0,0,0,728,999％+,6,0
12302,23,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,729,999％+,30,0
12303,23,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,730,900％+,68,30
12304,23,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,731,800％+,98,30
12305,23,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,732,600％+,128,30
12306,23,500,91000002,168000,42010002,10,81000002,40,0,0,0,0,733,600％+,168,60
12307,23,1000,91000002,198000,30200000,1,13000002,120,0,0,0,0,734,600％+,198,180
12308,23,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,735,600％+,328,180
12309,23,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,736,600％+,648,300
12401,24,0,91000002,6000,13000002,60,0,0,0,0,0,0,728,999％+,6,0
12402,24,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,729,999％+,30,0
12403,24,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,730,900％+,68,30
12404,24,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,731,800％+,98,30
12405,24,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,732,600％+,128,30
12406,24,500,91000002,168000,42010002,10,81000002,40,0,0,0,0,733,600％+,168,60
12407,24,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,734,600％+,198,180
12408,24,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,735,600％+,328,180
12409,24,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,736,600％+,648,300
12501,25,0,91000002,6000,13000002,60,0,0,0,0,0,0,728,999％+,6,0
12502,25,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,729,999％+,30,0
12503,25,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,730,900％+,68,30
12504,25,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,731,800％+,98,30
12505,25,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,732,600％+,128,30
12506,25,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,733,600％+,168,60
12507,25,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,734,600％+,198,180
12508,25,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,735,600％+,328,180
12509,25,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,736,600％+,648,300
12601,26,0,91000002,6000,13000002,60,0,0,0,0,0,0,728,999％+,6,0
12602,26,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,729,999％+,30,0
12603,26,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,730,900％+,68,30
12604,26,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,731,800％+,98,30
12605,26,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,732,600％+,128,30
12606,26,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,733,600％+,168,60
12607,26,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,734,600％+,198,180
12608,26,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,735,600％+,328,180
12609,26,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,736,600％+,648,300
12701,27,0,91000002,6000,13000002,60,0,0,0,0,0,0,728,999％+,6,0
12702,27,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,729,999％+,30,0
12703,27,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,730,900％+,68,30
12704,27,200,91000002,98000,60210080,1,81000002,20,0,0,0,0,731,800％+,98,30
12705,27,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,732,600％+,128,30
12706,27,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,733,600％+,168,60
12707,27,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,734,600％+,198,180
12708,27,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,735,600％+,328,180
12709,27,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,736,600％+,648,300
12801,28,0,91000002,6000,13000002,60,0,0,0,0,0,0,737,999％+,6,0
12802,28,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,738,999％+,30,0
12803,28,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,739,900％+,68,30
12804,28,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,740,800％+,98,30
12805,28,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,741,600％+,128,30
12806,28,500,91000002,168000,42010002,10,81000002,40,0,0,0,0,742,600％+,168,60
12807,28,1000,91000002,198000,30200000,1,13000002,120,0,0,0,0,743,600％+,198,180
12808,28,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,744,600％+,328,180
12809,28,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,745,600％+,648,300
12901,29,0,91000002,6000,13000002,60,0,0,0,0,0,0,737,999％+,6,0
12902,29,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,738,999％+,30,0
12903,29,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,739,900％+,68,30
12904,29,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,740,800％+,98,30
12905,29,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,741,600％+,128,30
12906,29,500,91000002,168000,42010002,10,81000002,40,0,0,0,0,742,600％+,168,60
12907,29,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,743,600％+,198,180
12908,29,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,744,600％+,328,180
12909,29,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,745,600％+,648,300
13001,30,0,91000002,6000,13000002,60,0,0,0,0,0,0,737,999％+,6,0
13002,30,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,738,999％+,30,0
13003,30,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,739,900％+,68,30
13004,30,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,740,800％+,98,30
13005,30,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,741,600％+,128,30
13006,30,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,742,600％+,168,60
13007,30,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,743,600％+,198,180
13008,30,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,744,600％+,328,180
13009,30,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,745,600％+,648,300
13101,31,0,91000002,6000,13000002,60,0,0,0,0,0,0,737,999％+,6,0
13102,31,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,738,999％+,30,0
13103,31,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,739,900％+,68,30
13104,31,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,740,800％+,98,30
13105,31,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,741,600％+,128,30
13106,31,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,742,600％+,168,60
13107,31,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,743,600％+,198,180
13108,31,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,744,600％+,328,180
13109,31,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,745,600％+,648,300
13201,32,0,91000002,6000,13000002,60,0,0,0,0,0,0,737,999％+,6,0
13202,32,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,738,999％+,30,0
13203,32,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,739,900％+,68,30
13204,32,200,91000002,98000,60210080,1,81000002,20,0,0,0,0,740,800％+,98,30
13205,32,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,741,600％+,128,30
13206,32,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,742,600％+,168,60
13207,32,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,743,600％+,198,180
13208,32,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,744,600％+,328,180
13209,32,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,745,600％+,648,300
13301,33,0,91000002,6000,13000002,60,0,0,0,0,0,0,746,999％+,6,0
13302,33,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,747,999％+,30,0
13303,33,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,748,900％+,68,30
13304,33,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,749,800％+,98,30
13305,33,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,750,600％+,128,30
13306,33,500,91000002,168000,42010002,10,81000002,40,0,0,0,0,751,600％+,168,60
13307,33,1000,91000002,198000,30200000,1,13000002,120,0,0,0,0,752,600％+,198,180
13308,33,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,753,600％+,328,180
13309,33,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,754,600％+,648,300
13401,34,0,91000002,6000,13000002,60,0,0,0,0,0,0,746,999％+,6,0
13402,34,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,747,999％+,30,0
13403,34,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,748,900％+,68,30
13404,34,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,749,800％+,98,30
13405,34,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,750,600％+,128,30
13406,34,500,91000002,168000,42010002,10,81000002,40,0,0,0,0,751,600％+,168,60
13407,34,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,752,600％+,198,180
13408,34,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,753,600％+,328,180
13409,34,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,754,600％+,648,300
13501,35,0,91000002,6000,13000002,60,0,0,0,0,0,0,746,999％+,6,0
13502,35,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,747,999％+,30,0
13503,35,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,748,900％+,68,30
13504,35,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,749,800％+,98,30
13505,35,300,91000002,128000,42010001,20,13000002,120,0,0,0,0,750,600％+,128,30
13506,35,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,751,600％+,168,60
13507,35,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,752,600％+,198,180
