id,hero_id,initial_quality,element_type,attacktype,first_robot_group,robot_group,attribute,hero_star,artifact_type,artifact_id,artifact_lv,exclusiveequip,exclusivelv,cart,group_attribute
35,1001,4,1,1,41,41,1,35,0,0,0,0,0,1,1
36,1001,4,1,1,41,41,1,36,0,0,0,0,0,1,1
37,1001,4,1,1,41,41,1,37,0,0,0,0,0,1,1
38,1002,4,1,3,43,43,1,1,0,0,0,0,0,1,1
39,1002,4,1,3,43,43,1,2,0,0,0,0,0,1,1
40,1002,4,1,3,43,43,1,3,0,0,0,0,0,1,1
41,1002,4,1,3,43,43,1,4,0,0,0,0,0,1,1
42,1002,4,1,3,43,43,1,5,0,0,0,0,0,1,1
43,1002,4,1,3,43,43,1,6,0,0,0,0,0,1,1
44,1002,4,1,3,43,43,1,7,0,0,0,0,0,1,1
45,1002,4,1,3,43,43,1,8,0,0,0,0,0,1,1
46,1002,4,1,3,43,43,1,9,0,0,0,0,0,1,1
47,1002,4,1,3,43,43,1,10,0,0,0,0,0,1,1
48,1002,4,1,3,43,43,1,11,0,0,0,0,0,1,1
49,1002,4,1,3,43,43,1,12,0,0,0,0,0,1,1
50,1002,4,1,3,43,43,1,13,0,0,0,0,0,1,1
51,1002,4,1,3,43,43,1,14,0,0,0,0,0,1,1
52,1002,4,1,3,43,43,1,15,0,0,0,0,0,1,1
53,1002,4,1,3,43,43,1,16,0,0,0,0,0,1,1
54,1002,4,1,3,43,43,1,17,0,0,0,0,0,1,1
55,1002,4,1,3,43,43,1,18,0,0,0,0,0,1,1
56,1002,4,1,3,43,43,1,19,0,0,0,0,0,1,1
57,1002,4,1,3,43,43,1,20,0,0,0,0,0,1,1
58,1002,4,1,3,43,43,1,21,0,0,0,0,0,1,1
59,1002,4,1,3,43,43,1,22,0,0,0,0,0,1,1
60,1002,4,1,3,43,43,1,23,0,0,0,0,0,1,1
61,1002,4,1,3,43,43,1,24,0,0,0,0,0,1,1
62,1002,4,1,3,43,43,1,25,0,0,0,0,0,1,1
63,1002,4,1,3,43,43,1,26,0,0,0,0,0,1,1
64,1002,4,1,3,43,43,1,27,0,0,0,0,0,1,1
65,1002,4,1,3,43,43,1,28,0,0,0,0,0,1,1
66,1002,4,1,3,43,43,1,29,0,0,0,0,0,1,1
67,1002,4,1,3,43,43,1,30,0,0,0,0,0,1,1
68,1002,4,1,3,43,43,1,31,0,0,0,0,0,1,1
69,1002,4,1,3,43,43,1,32,0,0,0,0,0,1,1
70,1002,4,1,3,43,43,1,33,0,0,0,0,0,1,1
71,1002,4,1,3,43,43,1,34,0,0,0,0,0,1,1
72,1002,4,1,3,43,43,1,35,0,0,0,0,0,1,1
73,1002,4,1,3,43,43,1,36,0,0,0,0,0,1,1
74,1002,4,1,3,43,43,1,37,0,0,0,0,0,1,1
75,1003,4,1,2,42,42,1,1,0,0,0,0,0,1,1
76,1003,4,1,2,42,42,1,2,0,0,0,0,0,1,1
77,1003,4,1,2,42,42,1,3,0,0,0,0,0,1,1
78,1003,4,1,2,42,42,1,4,0,0,0,0,0,1,1
79,1003,4,1,2,42,42,1,5,0,0,0,0,0,1,1
80,1003,4,1,2,42,42,1,6,0,0,0,0,0,1,1
81,1003,4,1,2,42,42,1,7,0,0,0,0,0,1,1
82,1003,4,1,2,42,42,1,8,0,0,0,0,0,1,1
83,1003,4,1,2,42,42,1,9,0,0,0,0,0,1,1
84,1003,4,1,2,42,42,1,10,0,0,0,0,0,1,1
85,1003,4,1,2,42,42,1,11,0,0,0,0,0,1,1
86,1003,4,1,2,42,42,1,12,0,0,0,0,0,1,1
87,1003,4,1,2,42,42,1,13,0,0,0,0,0,1,1
88,1003,4,1,2,42,42,1,14,0,0,0,0,0,1,1
89,1003,4,1,2,42,42,1,15,0,0,0,0,0,1,1
90,1003,4,1,2,42,42,1,16,0,0,0,0,0,1,1
91,1003,4,1,2,42,42,1,17,0,0,0,0,0,1,1
92,1003,4,1,2,42,42,1,18,0,0,0,0,0,1,1
93,1003,4,1,2,42,42,1,19,0,0,0,0,0,1,1
94,1003,4,1,2,42,42,1,20,0,0,0,0,0,1,1
95,1003,4,1,2,42,42,1,21,0,0,0,0,0,1,1
96,1003,4,1,2,42,42,1,22,0,0,0,0,0,1,1
97,1003,4,1,2,42,42,1,23,0,0,0,0,0,1,1
98,1003,4,1,2,42,42,1,24,0,0,0,0,0,1,1
99,1003,4,1,2,42,42,1,25,0,0,0,0,0,1,1
100,1003,4,1,2,42,42,1,26,0,0,0,0,0,1,1
101,1003,4,1,2,42,42,1,27,0,0,0,0,0,1,1
102,1003,4,1,2,42,42,1,28,0,0,0,0,0,1,1
103,1003,4,1,2,42,42,1,29,0,0,0,0,0,1,1
104,1003,4,1,2,42,42,1,30,0,0,0,0,0,1,1
105,1003,4,1,2,42,42,1,31,0,0,0,0,0,1,1
106,1003,4,1,2,42,42,1,32,0,0,0,0,0,1,1
107,1003,4,1,2,42,42,1,33,0,0,0,0,0,1,1
108,1003,4,1,2,42,42,1,34,0,0,0,0,0,1,1
109,1003,4,1,2,42,42,1,35,0,0,0,0,0,1,1
110,1003,4,1,2,42,42,1,36,0,0,0,0,0,1,1
111,1003,4,1,2,42,42,1,37,0,0,0,0,0,1,1
112,1004,4,1,2,42,42,1,1,0,0,0,0,0,1,1
113,1004,4,1,2,42,42,1,2,0,0,0,0,0,1,1
114,1004,4,1,2,42,42,1,3,0,0,0,0,0,1,1
115,1004,4,1,2,42,42,1,4,0,0,0,0,0,1,1
116,1004,4,1,2,42,42,1,5,0,0,0,0,0,1,1
117,1004,4,1,2,42,42,1,6,0,0,0,0,0,1,1
118,1004,4,1,2,42,42,1,7,0,0,0,0,0,1,1
119,1004,4,1,2,42,42,1,8,0,0,0,0,0,1,1
120,1004,4,1,2,42,42,1,9,0,0,0,0,0,1,1
121,1004,4,1,2,42,42,1,10,0,0,0,0,0,1,1
122,1004,4,1,2,42,42,1,11,0,0,0,0,0,1,1
123,1004,4,1,2,42,42,1,12,0,0,0,0,0,1,1
124,1004,4,1,2,42,42,1,13,0,0,0,0,0,1,1
125,1004,4,1,2,42,42,1,14,0,0,0,0,0,1,1
126,1004,4,1,2,42,42,1,15,0,0,0,0,0,1,1
127,1004,4,1,2,42,42,1,16,0,0,0,0,0,1,1
128,1004,4,1,2,42,42,1,17,0,0,0,0,0,1,1
129,1004,4,1,2,42,42,1,18,0,0,0,0,0,1,1
130,1004,4,1,2,42,42,1,19,0,0,0,0,0,1,1
131,1004,4,1,2,42,42,1,20,0,0,0,0,0,1,1
132,1004,4,1,2,42,42,1,21,0,0,0,0,0,1,1
133,1004,4,1,2,42,42,1,22,0,0,0,0,0,1,1
134,1004,4,1,2,42,42,1,23,0,0,0,0,0,1,1
135,1004,4,1,2,42,42,1,24,0,0,0,0,0,1,1
136,1004,4,1,2,42,42,1,25,0,0,0,0,0,1,1
137,1004,4,1,2,42,42,1,26,0,0,0,0,0,1,1
138,1004,4,1,2,42,42,1,27,0,0,0,0,0,1,1
139,1004,4,1,2,42,42,1,28,0,0,0,0,0,1,1
140,1004,4,1,2,42,42,1,29,0,0,0,0,0,1,1
141,1004,4,1,2,42,42,1,30,0,0,0,0,0,1,1
142,1004,4,1,2,42,42,1,31,0,0,0,0,0,1,1
143,1004,4,1,2,42,42,1,32,0,0,0,0,0,1,1
144,1004,4,1,2,42,42,1,33,0,0,0,0,0,1,1
145,1004,4,1,2,42,42,1,34,0,0,0,0,0,1,1
146,1004,4,1,2,42,42,1,35,0,0,0,0,0,1,1
147,1004,4,1,2,42,42,1,36,0,0,0,0,0,1,1
148,1004,4,1,2,42,42,1,37,0,0,0,0,0,1,1
149,1005,4,1,1,41,41,1,1,0,0,0,0,0,1,1
150,1005,4,1,1,41,41,1,2,0,0,0,0,0,1,1
151,1005,4,1,1,41,41,1,3,0,0,0,0,0,1,1
152,1005,4,1,1,41,41,1,4,0,0,0,0,0,1,1
153,1005,4,1,1,41,41,1,5,0,0,0,0,0,1,1
154,1005,4,1,1,41,41,1,6,0,0,0,0,0,1,1
155,1005,4,1,1,41,41,1,7,0,0,0,0,0,1,1
156,1005,4,1,1,41,41,1,8,0,0,0,0,0,1,1
157,1005,4,1,1,41,41,1,9,0,0,0,0,0,1,1
158,1005,4,1,1,41,41,1,10,0,0,0,0,0,1,1
159,1005,4,1,1,41,41,1,11,0,0,0,0,0,1,1
160,1005,4,1,1,41,41,1,12,0,0,0,0,0,1,1
161,1005,4,1,1,41,41,1,13,0,0,0,0,0,1,1
162,1005,4,1,1,41,41,1,14,0,0,0,0,0,1,1
163,1005,4,1,1,41,41,1,15,0,0,0,0,0,1,1
164,1005,4,1,1,41,41,1,16,0,0,0,0,0,1,1
165,1005,4,1,1,41,41,1,17,0,0,0,0,0,1,1
166,1005,4,1,1,41,41,1,18,0,0,0,0,0,1,1
167,1005,4,1,1,41,41,1,19,0,0,0,0,0,1,1
168,1005,4,1,1,41,41,1,20,0,0,0,0,0,1,1
169,1005,4,1,1,41,41,1,21,0,0,0,0,0,1,1
170,1005,4,1,1,41,41,1,22,0,0,0,0,0,1,1
171,1005,4,1,1,41,41,1,23,0,0,0,0,0,1,1
172,1005,4,1,1,41,41,1,24,0,0,0,0,0,1,1
173,1005,4,1,1,41,41,1,25,0,0,0,0,0,1,1
174,1005,4,1,1,41,41,1,26,0,0,0,0,0,1,1
175,1005,4,1,1,41,41,1,27,0,0,0,0,0,1,1
176,1005,4,1,1,41,41,1,28,0,0,0,0,0,1,1
177,1005,4,1,1,41,41,1,29,0,0,0,0,0,1,1
178,1005,4,1,1,41,41,1,30,0,0,0,0,0,1,1
179,1005,4,1,1,41,41,1,31,0,0,0,0,0,1,1
180,1005,4,1,1,41,41,1,32,0,0,0,0,0,1,1
181,1005,4,1,1,41,41,1,33,0,0,0,0,0,1,1
182,1005,4,1,1,41,41,1,34,0,0,0,0,0,1,1
183,1005,4,1,1,41,41,1,35,0,0,0,0,0,1,1
184,1005,4,1,1,41,41,1,36,0,0,0,0,0,1,1
185,1005,4,1,1,41,41,1,37,0,0,0,0,0,1,1
186,1006,4,1,2,42,42,1,1,0,0,0,0,0,1,1
187,1006,4,1,2,42,42,1,2,0,0,0,0,0,1,1
188,1006,4,1,2,42,42,1,3,0,0,0,0,0,1,1
189,1006,4,1,2,42,42,1,4,0,0,0,0,0,1,1
190,1006,4,1,2,42,42,1,5,0,0,0,0,0,1,1
191,1006,4,1,2,42,42,1,6,0,0,0,0,0,1,1
192,1006,4,1,2,42,42,1,7,0,0,0,0,0,1,1
193,1006,4,1,2,42,42,1,8,0,0,0,0,0,1,1
194,1006,4,1,2,42,42,1,9,0,0,0,0,0,1,1
195,1006,4,1,2,42,42,1,10,0,0,0,0,0,1,1
196,1006,4,1,2,42,42,1,11,0,0,0,0,0,1,1
197,1006,4,1,2,42,42,1,12,0,0,0,0,0,1,1
198,1006,4,1,2,42,42,1,13,0,0,0,0,0,1,1
199,1006,4,1,2,42,42,1,14,0,0,0,0,0,1,1
200,1006,4,1,2,42,42,1,15,0,0,0,0,0,1,1
201,1006,4,1,2,42,42,1,16,0,0,0,0,0,1,1
202,1006,4,1,2,42,42,1,17,0,0,0,0,0,1,1
203,1006,4,1,2,42,42,1,18,0,0,0,0,0,1,1
204,1006,4,1,2,42,42,1,19,0,0,0,0,0,1,1
205,1006,4,1,2,42,42,1,20,0,0,0,0,0,1,1
206,1006,4,1,2,42,42,1,21,0,0,0,0,0,1,1
207,1006,4,1,2,42,42,1,22,0,0,0,0,0,1,1
208,1006,4,1,2,42,42,1,23,0,0,0,0,0,1,1
209,1006,4,1,2,42,42,1,24,0,0,0,0,0,1,1
210,1006,4,1,2,42,42,1,25,0,0,0,0,0,1,1
211,1006,4,1,2,42,42,1,26,0,0,0,0,0,1,1
212,1006,4,1,2,42,42,1,27,0,0,0,0,0,1,1
213,1006,4,1,2,42,42,1,28,0,0,0,0,0,1,1
214,1006,4,1,2,42,42,1,29,0,0,0,0,0,1,1
215,1006,4,1,2,42,42,1,30,0,0,0,0,0,1,1
216,1006,4,1,2,42,42,1,31,0,0,0,0,0,1,1
217,1006,4,1,2,42,42,1,32,0,0,0,0,0,1,1
218,1006,4,1,2,42,42,1,33,0,0,0,0,0,1,1
219,1006,4,1,2,42,42,1,34,0,0,0,0,0,1,1
220,1006,4,1,2,42,42,1,35,0,0,0,0,0,1,1
221,1006,4,1,2,42,42,1,36,0,0,0,0,0,1,1
222,1006,4,1,2,42,42,1,37,0,0,0,0,0,1,1
223,1007,4,1,1,41,41,1,1,0,0,0,0,0,1,1
224,1007,4,1,1,41,41,1,2,0,0,0,0,0,1,1
225,1007,4,1,1,41,41,1,3,0,0,0,0,0,1,1
226,1007,4,1,1,41,41,1,4,0,0,0,0,0,1,1
227,1007,4,1,1,41,41,1,5,0,0,0,0,0,1,1
228,1007,4,1,1,41,41,1,6,0,0,0,0,0,1,1
229,1007,4,1,1,41,41,1,7,0,0,0,0,0,1,1
230,1007,4,1,1,41,41,1,8,0,0,0,0,0,1,1
231,1007,4,1,1,41,41,1,9,0,0,0,0,0,1,1
232,1007,4,1,1,41,41,1,10,0,0,0,0,0,1,1
233,1007,4,1,1,41,41,1,11,0,0,0,0,0,1,1
234,1007,4,1,1,41,41,1,12,0,0,0,0,0,1,1
235,1007,4,1,1,41,41,1,13,0,0,0,0,0,1,1
236,1007,4,1,1,41,41,1,14,0,0,0,0,0,1,1
237,1007,4,1,1,41,41,1,15,0,0,0,0,0,1,1
238,1007,4,1,1,41,41,1,16,0,0,0,0,0,1,1
239,1007,4,1,1,41,41,1,17,0,0,0,0,0,1,1
240,1007,4,1,1,41,41,1,18,0,0,0,0,0,1,1
241,1007,4,1,1,41,41,1,19,0,0,0,0,0,1,1
242,1007,4,1,1,41,41,1,20,0,0,0,0,0,1,1
243,1007,4,1,1,41,41,1,21,0,0,0,0,0,1,1
244,1007,4,1,1,41,41,1,22,0,0,0,0,0,1,1
245,1007,4,1,1,41,41,1,23,0,0,0,0,0,1,1
246,1007,4,1,1,41,41,1,24,0,0,0,0,0,1,1
247,1007,4,1,1,41,41,1,25,0,0,0,0,0,1,1
248,1007,4,1,1,41,41,1,26,0,0,0,0,0,1,1
249,1007,4,1,1,41,41,1,27,0,0,0,0,0,1,1
250,1007,4,1,1,41,41,1,28,0,0,0,0,0,1,1
251,1007,4,1,1,41,41,1,29,0,0,0,0,0,1,1
252,1007,4,1,1,41,41,1,30,0,0,0,0,0,1,1
253,1007,4,1,1,41,41,1,31,0,0,0,0,0,1,1
254,1007,4,1,1,41,41,1,32,0,0,0,0,0,1,1
255,1007,4,1,1,41,41,1,33,0,0,0,0,0,1,1
256,1007,4,1,1,41,41,1,34,0,0,0,0,0,1,1
257,1007,4,1,1,41,41,1,35,0,0,0,0,0,1,1
258,1007,4,1,1,41,41,1,36,0,0,0,0,0,1,1
259,1007,4,1,1,41,41,1,37,0,0,0,0,0,1,1
260,1008,4,1,3,43,43,1,1,0,0,0,0,0,1,1
261,1008,4,1,3,43,43,1,2,0,0,0,0,0,1,1
262,1008,4,1,3,43,43,1,3,0,0,0,0,0,1,1
263,1008,4,1,3,43,43,1,4,0,0,0,0,0,1,1
264,1008,4,1,3,43,43,1,5,0,0,0,0,0,1,1
265,1008,4,1,3,43,43,1,6,0,0,0,0,0,1,1
266,1008,4,1,3,43,43,1,7,0,0,0,0,0,1,1
267,1008,4,1,3,43,43,1,8,0,0,0,0,0,1,1
268,1008,4,1,3,43,43,1,9,0,0,0,0,0,1,1
269,1008,4,1,3,43,43,1,10,0,0,0,0,0,1,1
270,1008,4,1,3,43,43,1,11,0,0,0,0,0,1,1
271,1008,4,1,3,43,43,1,12,0,0,0,0,0,1,1
272,1008,4,1,3,43,43,1,13,0,0,0,0,0,1,1
273,1008,4,1,3,43,43,1,14,0,0,0,0,0,1,1
274,1008,4,1,3,43,43,1,15,0,0,0,0,0,1,1
275,1008,4,1,3,43,43,1,16,0,0,0,0,0,1,1
276,1008,4,1,3,43,43,1,17,0,0,0,0,0,1,1
277,1008,4,1,3,43,43,1,18,0,0,0,0,0,1,1
278,1008,4,1,3,43,43,1,19,0,0,0,0,0,1,1
279,1008,4,1,3,43,43,1,20,0,0,0,0,0,1,1
280,1008,4,1,3,43,43,1,21,0,0,0,0,0,1,1
281,1008,4,1,3,43,43,1,22,0,0,0,0,0,1,1
282,1008,4,1,3,43,43,1,23,0,0,0,0,0,1,1
283,1008,4,1,3,43,43,1,24,0,0,0,0,0,1,1
284,1008,4,1,3,43,43,1,25,0,0,0,0,0,1,1
285,1008,4,1,3,43,43,1,26,0,0,0,0,0,1,1
286,1008,4,1,3,43,43,1,27,0,0,0,0,0,1,1
287,1008,4,1,3,43,43,1,28,0,0,0,0,0,1,1
288,1008,4,1,3,43,43,1,29,0,0,0,0,0,1,1
289,1008,4,1,3,43,43,1,30,0,0,0,0,0,1,1
290,1008,4,1,3,43,43,1,31,0,0,0,0,0,1,1
291,1008,4,1,3,43,43,1,32,0,0,0,0,0,1,1
292,1008,4,1,3,43,43,1,33,0,0,0,0,0,1,1
293,1008,4,1,3,43,43,1,34,0,0,0,0,0,1,1
294,1008,4,1,3,43,43,1,35,0,0,0,0,0,1,1
295,1008,4,1,3,43,43,1,36,0,0,0,0,0,1,1
296,1008,4,1,3,43,43,1,37,0,0,0,0,0,1,1
297,1009,4,1,1,41,41,1,1,0,0,0,0,0,1,1
298,1009,4,1,1,41,41,1,2,0,0,0,0,0,1,1
299,1009,4,1,1,41,41,1,3,0,0,0,0,0,1,1
300,1009,4,1,1,41,41,1,4,0,0,0,0,0,1,1
301,1009,4,1,1,41,41,1,5,0,0,0,0,0,1,1
302,1009,4,1,1,41,41,1,6,0,0,0,0,0,1,1
303,1009,4,1,1,41,41,1,7,0,0,0,0,0,1,1
304,1009,4,1,1,41,41,1,8,0,0,0,0,0,1,1
305,1009,4,1,1,41,41,1,9,0,0,0,0,0,1,1
306,1009,4,1,1,41,41,1,10,0,0,0,0,0,1,1
307,1009,4,1,1,41,41,1,11,0,0,0,0,0,1,1
308,1009,4,1,1,41,41,1,12,0,0,0,0,0,1,1
309,1009,4,1,1,41,41,1,13,0,0,0,0,0,1,1
310,1009,4,1,1,41,41,1,14,0,0,0,0,0,1,1
311,1009,4,1,1,41,41,1,15,0,0,0,0,0,1,1
312,1009,4,1,1,41,41,1,16,0,0,0,0,0,1,1
313,1009,4,1,1,41,41,1,17,0,0,0,0,0,1,1
314,1009,4,1,1,41,41,1,18,0,0,0,0,0,1,1
315,1009,4,1,1,41,41,1,19,0,0,0,0,0,1,1
316,1009,4,1,1,41,41,1,20,0,0,0,0,0,1,1
317,1009,4,1,1,41,41,1,21,0,0,0,0,0,1,1
318,1009,4,1,1,41,41,1,22,0,0,0,0,0,1,1
319,1009,4,1,1,41,41,1,23,0,0,0,0,0,1,1
320,1009,4,1,1,41,41,1,24,0,0,0,0,0,1,1
321,1009,4,1,1,41,41,1,25,0,0,0,0,0,1,1
322,1009,4,1,1,41,41,1,26,0,0,0,0,0,1,1
323,1009,4,1,1,41,41,1,27,0,0,0,0,0,1,1
324,1009,4,1,1,41,41,1,28,0,0,0,0,0,1,1
325,1009,4,1,1,41,41,1,29,0,0,0,0,0,1,1
326,1009,4,1,1,41,41,1,30,0,0,0,0,0,1,1
327,1009,4,1,1,41,41,1,31,0,0,0,0,0,1,1
328,1009,4,1,1,41,41,1,32,0,0,0,0,0,1,1
329,1009,4,1,1,41,41,1,33,0,0,0,0,0,1,1
330,1009,4,1,1,41,41,1,34,0,0,0,0,0,1,1
331,1009,4,1,1,41,41,1,35,0,0,0,0,0,1,1
332,1009,4,1,1,41,41,1,36,0,0,0,0,0,1,1
333,1009,4,1,1,41,41,1,37,0,0,0,0,0,1,1
334,1010,4,1,3,43,43,1,1,0,0,0,0,0,1,1
335,1010,4,1,3,43,43,1,2,0,0,0,0,0,1,1
336,1010,4,1,3,43,43,1,3,0,0,0,0,0,1,1
337,1010,4,1,3,43,43,1,4,0,0,0,0,0,1,1
338,1010,4,1,3,43,43,1,5,0,0,0,0,0,1,1
339,1010,4,1,3,43,43,1,6,0,0,0,0,0,1,1
340,1010,4,1,3,43,43,1,7,0,0,0,0,0,1,1
341,1010,4,1,3,43,43,1,8,0,0,0,0,0,1,1
342,1010,4,1,3,43,43,1,9,0,0,0,0,0,1,1
343,1010,4,1,3,43,43,1,10,0,0,0,0,0,1,1
344,1010,4,1,3,43,43,1,11,0,0,0,0,0,1,1
345,1010,4,1,3,43,43,1,12,0,0,0,0,0,1,1
346,1010,4,1,3,43,43,1,13,0,0,0,0,0,1,1
347,1010,4,1,3,43,43,1,14,0,0,0,0,0,1,1
348,1010,4,1,3,43,43,1,15,0,0,0,0,0,1,1
349,1010,4,1,3,43,43,1,16,0,0,0,0,0,1,1
350,1010,4,1,3,43,43,1,17,0,0,0,0,0,1,1
351,1010,4,1,3,43,43,1,18,0,0,0,0,0,1,1
352,1010,4,1,3,43,43,1,19,0,0,0,0,0,1,1
353,1010,4,1,3,43,43,1,20,0,0,0,0,0,1,1
354,1010,4,1,3,43,43,1,21,0,0,0,0,0,1,1
355,1010,4,1,3,43,43,1,22,0,0,0,0,0,1,1
356,1010,4,1,3,43,43,1,23,0,0,0,0,0,1,1
357,1010,4,1,3,43,43,1,24,0,0,0,0,0,1,1
358,1010,4,1,3,43,43,1,25,0,0,0,0,0,1,1
359,1010,4,1,3,43,43,1,26,0,0,0,0,0,1,1
360,1010,4,1,3,43,43,1,27,0,0,0,0,0,1,1
361,1010,4,1,3,43,43,1,28,0,0,0,0,0,1,1
362,1010,4,1,3,43,43,1,29,0,0,0,0,0,1,1
363,1010,4,1,3,43,43,1,30,0,0,0,0,0,1,1
364,1010,4,1,3,43,43,1,31,0,0,0,0,0,1,1
365,1010,4,1,3,43,43,1,32,0,0,0,0,0,1,1
366,1010,4,1,3,43,43,1,33,0,0,0,0,0,1,1
367,1010,4,1,3,43,43,1,34,0,0,0,0,0,1,1
368,1010,4,1,3,43,43,1,35,0,0,0,0,0,1,1
369,1010,4,1,3,43,43,1,36,0,0,0,0,0,1,1
370,1010,4,1,3,43,43,1,37,0,0,0,0,0,1,1
371,1011,4,1,1,41,41,1,1,0,0,0,0,0,1,1
372,1011,4,1,1,41,41,1,2,0,0,0,0,0,1,1
373,1011,4,1,1,41,41,1,3,0,0,0,0,0,1,1
374,1011,4,1,1,41,41,1,4,0,0,0,0,0,1,1
375,1011,4,1,1,41,41,1,5,0,0,0,0,0,1,1
376,1011,4,1,1,41,41,1,6,0,0,0,0,0,1,1
377,1011,4,1,1,41,41,1,7,0,0,0,0,0,1,1
378,1011,4,1,1,41,41,1,8,0,0,0,0,0,1,1
379,1011,4,1,1,41,41,1,9,0,0,0,0,0,1,1
380,1011,4,1,1,41,41,1,10,0,0,0,0,0,1,1
381,1011,4,1,1,41,41,1,11,0,0,0,0,0,1,1
382,1011,4,1,1,41,41,1,12,0,0,0,0,0,1,1
383,1011,4,1,1,41,41,1,13,0,0,0,0,0,1,1
384,1011,4,1,1,41,41,1,14,0,0,0,0,0,1,1
385,1011,4,1,1,41,41,1,15,0,0,0,0,0,1,1
386,1011,4,1,1,41,41,1,16,0,0,0,0,0,1,1
387,1011,4,1,1,41,41,1,17,0,0,0,0,0,1,1
388,1011,4,1,1,41,41,1,18,0,0,0,0,0,1,1
389,1011,4,1,1,41,41,1,19,0,0,0,0,0,1,1
390,1011,4,1,1,41,41,1,20,0,0,0,0,0,1,1
391,1011,4,1,1,41,41,1,21,0,0,0,0,0,1,1
392,1011,4,1,1,41,41,1,22,0,0,0,0,0,1,1
393,1011,4,1,1,41,41,1,23,0,0,0,0,0,1,1
394,1011,4,1,1,41,41,1,24,0,0,0,0,0,1,1
395,1011,4,1,1,41,41,1,25,0,0,0,0,0,1,1
396,1011,4,1,1,41,41,1,26,0,0,0,0,0,1,1
397,1011,4,1,1,41,41,1,27,0,0,0,0,0,1,1
398,1011,4,1,1,41,41,1,28,0,0,0,0,0,1,1
399,1011,4,1,1,41,41,1,29,0,0,0,0,0,1,1
400,1011,4,1,1,41,41,1,30,0,0,0,0,0,1,1
401,1011,4,1,1,41,41,1,31,0,0,0,0,0,1,1
402,1011,4,1,1,41,41,1,32,0,0,0,0,0,1,1
403,1011,4,1,1,41,41,1,33,0,0,0,0,0,1,1
404,1011,4,1,1,41,41,1,34,0,0,0,0,0,1,1
405,1011,4,1,1,41,41,1,35,0,0,0,0,0,1,1
406,1011,4,1,1,41,41,1,36,0,0,0,0,0,1,1
407,1011,4,1,1,41,41,1,37,0,0,0,0,0,1,1
408,1012,2,1,1,21,21,1,1,0,0,0,0,0,0,0
409,1012,2,1,1,21,21,1,2,0,0,0,0,0,0,0
410,1012,2,1,1,21,21,1,3,0,0,0,0,0,0,0
411,1012,2,1,1,21,21,1,4,0,0,0,0,0,0,0
412,1012,2,1,1,21,21,1,5,0,0,0,0,0,0,0
413,1012,2,1,1,21,21,1,6,0,0,0,0,0,0,0
414,1012,2,1,1,21,21,1,7,0,0,0,0,0,0,0
415,1012,2,1,1,21,21,1,8,0,0,0,0,0,0,0
416,1012,2,1,1,21,21,1,9,0,0,0,0,0,0,0
417,1012,2,1,1,21,21,1,10,0,0,0,0,0,0,0
418,1012,2,1,1,21,21,1,11,0,0,0,0,0,0,0
419,1012,2,1,1,21,21,1,12,0,0,0,0,0,0,0
