id,level,cost,item1,num1,item2,num2,item3,num3
151,151,50000,91000028,50000,91000029,5000,91000001,50000
152,152,50000,91000028,50000,91000029,5000,91000001,50000
153,153,50000,91000028,50000,91000029,5000,91000001,50000
154,154,50000,91000028,50000,91000029,5000,91000001,50000
155,155,50000,91000028,50000,91000029,5000,91000001,50000
156,156,50000,91000028,50000,91000029,5000,91000001,50000
157,157,50000,91000028,50000,91000029,5000,91000001,50000
158,158,50000,91000028,50000,91000029,5000,91000001,50000
159,159,50000,91000028,50000,91000029,5000,91000001,50000
160,160,50000,91000028,50000,91000029,5000,91000001,50000
161,161,50000,91000028,50000,91000029,5000,91000001,50000
162,162,50000,91000028,50000,91000029,5000,91000001,50000
163,163,50000,91000028,50000,91000029,5000,91000001,50000
164,164,50000,91000028,50000,91000029,5000,91000001,50000
165,165,50000,91000028,50000,91000029,5000,91000001,50000
166,166,50000,91000028,50000,91000029,5000,91000001,50000
167,167,50000,91000028,50000,91000029,5000,91000001,50000
168,168,50000,91000028,50000,91000029,5000,91000001,50000
169,169,50000,91000028,50000,91000029,5000,91000001,50000
170,170,50000,91000028,50000,91000029,5000,91000001,50000
171,171,50000,91000028,50000,91000029,5000,91000001,50000
172,172,50000,91000028,50000,91000029,5000,91000001,50000
173,173,50000,91000028,50000,91000029,5000,91000001,50000
174,174,50000,91000028,50000,91000029,5000,91000001,50000
175,175,50000,91000028,50000,91000029,5000,91000001,50000
176,176,50000,91000028,50000,91000029,5000,91000001,50000
177,177,50000,91000028,50000,91000029,5000,91000001,50000
178,178,50000,91000028,50000,91000029,5000,91000001,50000
179,179,50000,91000028,50000,91000029,5000,91000001,50000
180,180,50000,91000028,50000,91000029,5000,91000001,50000
181,181,50000,91000028,50000,91000029,5000,91000001,50000
182,182,50000,91000028,50000,91000029,5000,91000001,50000
183,183,50000,91000028,50000,91000029,5000,91000001,50000
184,184,50000,91000028,50000,91000029,5000,91000001,50000
185,185,50000,91000028,50000,91000029,5000,91000001,50000
186,186,50000,91000028,50000,91000029,5000,91000001,50000
187,187,50000,91000028,50000,91000029,5000,91000001,50000
188,188,50000,91000028,50000,91000029,5000,91000001,50000
189,189,50000,91000028,50000,91000029,5000,91000001,50000
190,190,50000,91000028,50000,91000029,5000,91000001,50000
191,191,50000,91000028,50000,91000029,5000,91000001,50000
192,192,50000,91000028,50000,91000029,5000,91000001,50000
193,193,50000,91000028,50000,91000029,5000,91000001,50000
194,194,50000,91000028,50000,91000029,5000,91000001,50000
195,195,50000,91000028,50000,91000029,5000,91000001,50000
196,196,50000,91000028,50000,91000029,5000,91000001,50000
197,197,50000,91000028,50000,91000029,5000,91000001,50000
198,198,50000,91000028,50000,91000029,5000,91000001,50000
199,199,50000,91000028,50000,91000029,5000,91000001,50000
200,200,50000,91000028,50000,91000029,5000,91000001,50000
201,201,50000,91000028,50000,91000029,5000,91000001,100000
202,202,50000,91000028,50000,91000029,5000,91000001,100000
203,203,50000,91000028,50000,91000029,5000,91000001,100000
204,204,50000,91000028,50000,91000029,5000,91000001,100000
205,205,50000,91000028,50000,91000029,5000,91000001,100000
206,206,50000,91000028,50000,91000029,5000,91000001,100000
207,207,50000,91000028,50000,91000029,5000,91000001,100000
208,208,50000,91000028,50000,91000029,5000,91000001,100000
209,209,50000,91000028,50000,91000029,5000,91000001,100000
210,210,50000,91000028,50000,91000029,5000,91000001,100000
211,211,50000,91000028,50000,91000029,5000,91000001,100000
212,212,50000,91000028,50000,91000029,5000,91000001,100000
213,213,50000,91000028,50000,91000029,5000,91000001,100000
214,214,50000,91000028,50000,91000029,5000,91000001,100000
215,215,50000,91000028,50000,91000029,5000,91000001,100000
216,216,50000,91000028,50000,91000029,5000,91000001,100000
217,217,50000,91000028,50000,91000029,5000,91000001,100000
218,218,50000,91000028,50000,91000029,5000,91000001,100000
219,219,50000,91000028,50000,91000029,5000,91000001,100000
220,220,50000,91000028,50000,91000029,5000,91000001,100000
221,221,50000,91000028,50000,91000029,5000,91000001,100000
222,222,50000,91000028,50000,91000029,5000,91000001,100000
223,223,50000,91000028,50000,91000029,5000,91000001,100000
224,224,50000,91000028,50000,91000029,5000,91000001,100000
225,225,50000,91000028,50000,91000029,5000,91000001,100000
226,226,50000,91000028,50000,91000029,5000,91000001,100000
227,227,50000,91000028,50000,91000029,5000,91000001,100000
228,228,50000,91000028,50000,91000029,5000,91000001,100000
229,229,50000,91000028,50000,91000029,5000,91000001,100000
230,230,50000,91000028,50000,91000029,5000,91000001,100000
231,231,50000,91000028,50000,91000029,5000,91000001,100000
232,232,50000,91000028,50000,91000029,5000,91000001,100000
233,233,50000,91000028,50000,91000029,5000,91000001,100000
234,234,50000,91000028,50000,91000029,5000,91000001,100000
235,235,50000,91000028,50000,91000029,5000,91000001,100000
236,236,50000,91000028,50000,91000029,5000,91000001,100000
237,237,50000,91000028,50000,91000029,5000,91000001,100000
238,238,50000,91000028,50000,91000029,5000,91000001,100000
239,239,50000,91000028,50000,91000029,5000,91000001,100000
240,240,50000,91000028,50000,91000029,5000,91000001,100000
241,241,50000,91000028,50000,91000029,5000,91000001,100000
242,242,50000,91000028,50000,91000029,5000,91000001,100000
243,243,50000,91000028,50000,91000029,5000,91000001,100000
244,244,50000,91000028,50000,91000029,5000,91000001,100000
245,245,50000,91000028,50000,91000029,5000,91000001,100000
246,246,50000,91000028,50000,91000029,5000,91000001,100000
247,247,50000,91000028,50000,91000029,5000,91000001,100000
248,248,50000,91000028,50000,91000029,5000,91000001,100000
249,249,50000,91000028,50000,91000029,5000,91000001,100000
250,250,50000,91000028,50000,91000029,5000,91000001,100000
251,251,50000,91000028,50000,91000029,5000,91000001,100000
252,252,50000,91000028,50000,91000029,5000,91000001,100000
253,253,50000,91000028,50000,91000029,5000,91000001,100000
254,254,50000,91000028,50000,91000029,5000,91000001,100000
255,255,50000,91000028,50000,91000029,5000,91000001,100000
256,256,50000,91000028,50000,91000029,5000,91000001,100000
257,257,50000,91000028,50000,91000029,5000,91000001,100000
258,258,50000,91000028,50000,91000029,5000,91000001,100000
259,259,50000,91000028,50000,91000029,5000,91000001,100000
260,260,50000,91000028,50000,91000029,5000,91000001,100000
261,261,50000,91000028,50000,91000029,5000,91000001,100000
262,262,50000,91000028,50000,91000029,5000,91000001,100000
263,263,50000,91000028,50000,91000029,5000,91000001,100000
264,264,50000,91000028,50000,91000029,5000,91000001,100000
265,265,50000,91000028,50000,91000029,5000,91000001,100000
266,266,50000,91000028,50000,91000029,5000,91000001,100000
267,267,50000,91000028,50000,91000029,5000,91000001,100000
268,268,50000,91000028,50000,91000029,5000,91000001,100000
269,269,50000,91000028,50000,91000029,5000,91000001,100000
270,270,50000,91000028,50000,91000029,5000,91000001,100000
271,271,50000,91000028,50000,91000029,5000,91000001,100000
272,272,50000,91000028,50000,91000029,5000,91000001,100000
273,273,50000,91000028,50000,91000029,5000,91000001,100000
274,274,50000,91000028,50000,91000029,5000,91000001,100000
275,275,50000,91000028,50000,91000029,5000,91000001,100000
276,276,50000,91000028,50000,91000029,5000,91000001,100000
277,277,50000,91000028,50000,91000029,5000,91000001,100000
278,278,50000,91000028,50000,91000029,5000,91000001,100000
279,279,50000,91000028,50000,91000029,5000,91000001,100000
280,280,50000,91000028,50000,91000029,5000,91000001,100000
281,281,50000,91000028,50000,91000029,5000,91000001,100000
282,282,50000,91000028,50000,91000029,5000,91000001,100000
283,283,50000,91000028,50000,91000029,5000,91000001,100000
284,284,50000,91000028,50000,91000029,5000,91000001,100000
285,285,50000,91000028,50000,91000029,5000,91000001,100000
286,286,50000,91000028,50000,91000029,5000,91000001,100000
287,287,50000,91000028,50000,91000029,5000,91000001,100000
288,288,50000,91000028,50000,91000029,5000,91000001,100000
289,289,50000,91000028,50000,91000029,5000,91000001,100000
290,290,50000,91000028,50000,91000029,5000,91000001,100000
291,291,50000,91000028,50000,91000029,5000,91000001,100000
292,292,50000,91000028,50000,91000029,5000,91000001,100000
293,293,50000,91000028,50000,91000029,5000,91000001,100000
294,294,50000,91000028,50000,91000029,5000,91000001,100000
295,295,50000,91000028,50000,91000029,5000,91000001,100000
296,296,50000,91000028,50000,91000029,5000,91000001,100000
297,297,50000,91000028,50000,91000029,5000,91000001,100000
298,298,50000,91000028,50000,91000029,5000,91000001,100000
299,299,50000,91000028,50000,91000029,5000,91000001,100000
300,300,50000,91000028,50000,91000029,5000,91000001,100000
301,301,50000,91000028,50000,91000029,5000,91000001,200000
302,302,50000,91000028,50000,91000029,5000,91000001,200000
303,303,50000,91000028,50000,91000029,5000,91000001,200000
304,304,50000,91000028,50000,91000029,5000,91000001,200000
305,305,50000,91000028,50000,91000029,5000,91000001,200000
306,306,50000,91000028,50000,91000029,5000,91000001,200000
307,307,50000,91000028,50000,91000029,5000,91000001,200000
308,308,50000,91000028,50000,91000029,5000,91000001,200000
309,309,50000,91000028,50000,91000029,5000,91000001,200000
310,310,50000,91000028,50000,91000029,5000,91000001,200000
311,311,50000,91000028,50000,91000029,5000,91000001,200000
312,312,50000,91000028,50000,91000029,5000,91000001,200000
313,313,50000,91000028,50000,91000029,5000,91000001,200000
314,314,50000,91000028,50000,91000029,5000,91000001,200000
315,315,50000,91000028,50000,91000029,5000,91000001,200000
316,316,50000,91000028,50000,91000029,5000,91000001,200000
317,317,50000,91000028,50000,91000029,5000,91000001,200000
318,318,50000,91000028,50000,91000029,5000,91000001,200000
319,319,50000,91000028,50000,91000029,5000,91000001,200000
320,320,50000,91000028,50000,91000029,5000,91000001,200000
321,321,50000,91000028,50000,91000029,5000,91000001,200000
322,322,50000,91000028,50000,91000029,5000,91000001,200000
323,323,50000,91000028,50000,91000029,5000,91000001,200000
324,324,50000,91000028,50000,91000029,5000,91000001,200000
325,325,50000,91000028,50000,91000029,5000,91000001,200000
326,326,50000,91000028,50000,91000029,5000,91000001,200000
327,327,50000,91000028,50000,91000029,5000,91000001,200000
328,328,50000,91000028,50000,91000029,5000,91000001,200000
329,329,50000,91000028,50000,91000029,5000,91000001,200000
330,330,50000,91000028,50000,91000029,5000,91000001,200000
331,331,50000,91000028,50000,91000029,5000,91000001,200000
332,332,50000,91000028,50000,91000029,5000,91000001,200000
333,333,50000,91000028,50000,91000029,5000,91000001,200000
334,334,50000,91000028,50000,91000029,5000,91000001,200000
335,335,50000,91000028,50000,91000029,5000,91000001,200000
336,336,50000,91000028,50000,91000029,5000,91000001,200000
337,337,50000,91000028,50000,91000029,5000,91000001,200000
338,338,50000,91000028,50000,91000029,5000,91000001,200000
339,339,50000,91000028,50000,91000029,5000,91000001,200000
340,340,50000,91000028,50000,91000029,5000,91000001,200000
341,341,50000,91000028,50000,91000029,5000,91000001,200000
342,342,50000,91000028,50000,91000029,5000,91000001,200000
343,343,50000,91000028,50000,91000029,5000,91000001,200000
344,344,50000,91000028,50000,91000029,5000,91000001,200000
345,345,50000,91000028,50000,91000029,5000,91000001,200000
346,346,50000,91000028,50000,91000029,5000,91000001,200000
347,347,50000,91000028,50000,91000029,5000,91000001,200000
348,348,50000,91000028,50000,91000029,5000,91000001,200000
349,349,50000,91000028,50000,91000029,5000,91000001,200000
350,350,50000,91000028,50000,91000029,5000,91000001,200000
351,351,50000,91000028,50000,91000029,5000,91000001,200000
352,352,50000,91000028,50000,91000029,5000,91000001,200000
353,353,50000,91000028,50000,91000029,5000,91000001,200000
354,354,50000,91000028,50000,91000029,5000,91000001,200000
355,355,50000,91000028,50000,91000029,5000,91000001,200000
356,356,50000,91000028,50000,91000029,5000,91000001,200000
357,357,50000,91000028,50000,91000029,5000,91000001,200000
358,358,50000,91000028,50000,91000029,5000,91000001,200000
359,359,50000,91000028,50000,91000029,5000,91000001,200000
360,360,50000,91000028,50000,91000029,5000,91000001,200000
361,361,50000,91000028,50000,91000029,5000,91000001,200000
362,362,50000,91000028,50000,91000029,5000,91000001,200000
363,363,50000,91000028,50000,91000029,5000,91000001,200000
364,364,50000,91000028,50000,91000029,5000,91000001,200000
365,365,50000,91000028,50000,91000029,5000,91000001,200000
366,366,50000,91000028,50000,91000029,5000,91000001,200000
367,367,50000,91000028,50000,91000029,5000,91000001,200000
368,368,50000,91000028,50000,91000029,5000,91000001,200000
369,369,50000,91000028,50000,91000029,5000,91000001,200000
370,370,50000,91000028,50000,91000029,5000,91000001,200000
371,371,50000,91000028,50000,91000029,5000,91000001,200000
372,372,50000,91000028,50000,91000029,5000,91000001,200000
373,373,50000,91000028,50000,91000029,5000,91000001,200000
374,374,50000,91000028,50000,91000029,5000,91000001,200000
375,375,50000,91000028,50000,91000029,5000,91000001,200000
376,376,50000,91000028,50000,91000029,5000,91000001,200000
377,377,50000,91000028,50000,91000029,5000,91000001,200000
378,378,50000,91000028,50000,91000029,5000,91000001,200000
379,379,50000,91000028,50000,91000029,5000,91000001,200000
380,380,50000,91000028,50000,91000029,5000,91000001,200000
381,381,50000,91000028,50000,91000029,5000,91000001,200000
382,382,50000,91000028,50000,91000029,5000,91000001,200000
383,383,50000,91000028,50000,91000029,5000,91000001,200000
384,384,50000,91000028,50000,91000029,5000,91000001,200000
385,385,50000,91000028,50000,91000029,5000,91000001,200000
386,386,50000,91000028,50000,91000029,5000,91000001,200000
387,387,50000,91000028,50000,91000029,5000,91000001,200000
388,388,50000,91000028,50000,91000029,5000,91000001,200000
389,389,50000,91000028,50000,91000029,5000,91000001,200000
390,390,50000,91000028,50000,91000029,5000,91000001,200000
391,391,50000,91000028,50000,91000029,5000,91000001,200000
392,392,50000,91000028,50000,91000029,5000,91000001,200000
393,393,50000,91000028,50000,91000029,5000,91000001,200000
394,394,50000,91000028,50000,91000029,5000,91000001,200000
395,395,50000,91000028,50000,91000029,5000,91000001,200000
396,396,50000,91000028,50000,91000029,5000,91000001,200000
397,397,50000,91000028,50000,91000029,5000,91000001,200000
398,398,50000,91000028,50000,91000029,5000,91000001,200000
399,399,50000,91000028,50000,91000029,5000,91000001,200000
400,400,50000,91000028,50000,91000029,5000,91000001,200000
401,401,50000,91000028,50000,91000029,5000,91000001,200000
402,402,50000,91000028,50000,91000029,5000,91000001,200000
403,403,50000,91000028,50000,91000029,5000,91000001,200000
404,404,50000,91000028,50000,91000029,5000,91000001,200000
405,405,50000,91000028,50000,91000029,5000,91000001,200000
406,406,50000,91000028,50000,91000029,5000,91000001,200000
407,407,50000,91000028,50000,91000029,5000,91000001,200000
408,408,50000,91000028,50000,91000029,5000,91000001,200000
409,409,50000,91000028,50000,91000029,5000,91000001,200000
410,410,50000,91000028,50000,91000029,5000,91000001,200000
411,411,50000,91000028,50000,91000029,5000,91000001,200000
412,412,50000,91000028,50000,91000029,5000,91000001,200000
413,413,50000,91000028,50000,91000029,5000,91000001,200000
414,414,50000,91000028,50000,91000029,5000,91000001,200000
415,415,50000,91000028,50000,91000029,5000,91000001,200000
416,416,50000,91000028,50000,91000029,5000,91000001,200000
417,417,50000,91000028,50000,91000029,5000,91000001,200000
418,418,50000,91000028,50000,91000029,5000,91000001,200000
419,419,50000,91000028,50000,91000029,5000,91000001,200000
420,420,50000,91000028,50000,91000029,5000,91000001,200000
421,421,50000,91000028,50000,91000029,5000,91000001,200000
422,422,50000,91000028,50000,91000029,5000,91000001,200000
423,423,50000,91000028,50000,91000029,5000,91000001,200000
424,424,50000,91000028,50000,91000029,5000,91000001,200000
425,425,50000,91000028,50000,91000029,5000,91000001,200000
426,426,50000,91000028,50000,91000029,5000,91000001,200000
427,427,50000,91000028,50000,91000029,5000,91000001,200000
428,428,50000,91000028,50000,91000029,5000,91000001,200000
429,429,50000,91000028,50000,91000029,5000,91000001,200000
430,430,50000,91000028,50000,91000029,5000,91000001,200000
431,431,50000,91000028,50000,91000029,5000,91000001,200000
432,432,50000,91000028,50000,91000029,5000,91000001,200000
433,433,50000,91000028,50000,91000029,5000,91000001,200000
434,434,50000,91000028,50000,91000029,5000,91000001,200000
435,435,50000,91000028,50000,91000029,5000,91000001,200000
436,436,50000,91000028,50000,91000029,5000,91000001,200000
437,437,50000,91000028,50000,91000029,5000,91000001,200000
438,438,50000,91000028,50000,91000029,5000,91000001,200000
439,439,50000,91000028,50000,91000029,5000,91000001,200000
440,440,50000,91000028,50000,91000029,5000,91000001,200000
441,441,50000,91000028,50000,91000029,5000,91000001,200000
442,442,50000,91000028,50000,91000029,5000,91000001,200000
443,443,50000,91000028,50000,91000029,5000,91000001,200000
444,444,50000,91000028,50000,91000029,5000,91000001,200000
445,445,50000,91000028,50000,91000029,5000,91000001,200000
446,446,50000,91000028,50000,91000029,5000,91000001,200000
447,447,50000,91000028,50000,91000029,5000,91000001,200000
448,448,50000,91000028,50000,91000029,5000,91000001,200000
449,449,50000,91000028,50000,91000029,5000,91000001,200000
450,450,50000,91000028,50000,91000029,5000,91000001,200000
451,451,50000,91000028,50000,91000029,5000,91000001,200000
452,452,50000,91000028,50000,91000029,5000,91000001,200000
453,453,50000,91000028,50000,91000029,5000,91000001,200000
454,454,50000,91000028,50000,91000029,5000,91000001,200000
455,455,50000,91000028,50000,91000029,5000,91000001,200000
456,456,50000,91000028,50000,91000029,5000,91000001,200000
457,457,50000,91000028,50000,91000029,5000,91000001,200000
458,458,50000,91000028,50000,91000029,5000,91000001,200000
459,459,50000,91000028,50000,91000029,5000,91000001,200000
460,460,50000,91000028,50000,91000029,5000,91000001,200000
461,461,50000,91000028,50000,91000029,5000,91000001,200000
462,462,50000,91000028,50000,91000029,5000,91000001,200000
463,463,50000,91000028,50000,91000029,5000,91000001,200000
464,464,50000,91000028,50000,91000029,5000,91000001,200000
465,465,50000,91000028,50000,91000029,5000,91000001,200000
466,466,50000,91000028,50000,91000029,5000,91000001,200000
467,467,50000,91000028,50000,91000029,5000,91000001,200000
468,468,50000,91000028,50000,91000029,5000,91000001,200000
469,469,50000,91000028,50000,91000029,5000,91000001,200000
470,470,50000,91000028,50000,91000029,5000,91000001,200000
471,471,50000,91000028,50000,91000029,5000,91000001,200000
472,472,50000,91000028,50000,91000029,5000,91000001,200000
473,473,50000,91000028,50000,91000029,5000,91000001,200000
474,474,50000,91000028,50000,91000029,5000,91000001,200000
475,475,50000,91000028,50000,91000029,5000,91000001,200000
476,476,50000,91000028,50000,91000029,5000,91000001,200000
477,477,50000,91000028,50000,91000029,5000,91000001,200000
478,478,50000,91000028,50000,91000029,5000,91000001,200000
479,479,50000,91000028,50000,91000029,5000,91000001,200000
480,480,50000,91000028,50000,91000029,5000,91000001,200000
481,481,50000,91000028,50000,91000029,5000,91000001,200000
482,482,50000,91000028,50000,91000029,5000,91000001,200000
483,483,50000,91000028,50000,91000029,5000,91000001,200000
484,484,50000,91000028,50000,91000029,5000,91000001,200000
485,485,50000,91000028,50000,91000029,5000,91000001,200000
486,486,50000,91000028,50000,91000029,5000,91000001,200000
487,487,50000,91000028,50000,91000029,5000,91000001,200000
488,488,50000,91000028,50000,91000029,5000,91000001,200000
489,489,50000,91000028,50000,91000029,5000,91000001,200000
490,490,50000,91000028,50000,91000029,5000,91000001,200000
491,491,50000,91000028,50000,91000029,5000,91000001,200000
492,492,50000,91000028,50000,91000029,5000,91000001,200000
493,493,50000,91000028,50000,91000029,5000,91000001,200000
494,494,50000,91000028,50000,91000029,5000,91000001,200000
495,495,50000,91000028,50000,91000029,5000,91000001,200000
496,496,50000,91000028,50000,91000029,5000,91000001,200000
497,497,50000,91000028,50000,91000029,5000,91000001,200000
498,498,50000,91000028,50000,91000029,5000,91000001,200000
499,499,50000,91000028,50000,91000029,5000,91000001,200000
500,500,50000,91000028,50000,91000029,5000,91000001,200000
501,501,50000,91000028,50000,91000029,5000,91000001,200000
