id,type,limit,weight,item,num,time,min,max
10502,5,0,100,91000027,100000,16,1200,1800
10502,5,0,100,91000027,100000,17,1400,2000
10502,5,0,100,91000027,100000,18,1800,2300
10502,5,0,100,91000027,100000,19,2300,2800
10502,5,0,100,91000027,100000,20,10000,10000
10601,6,0,500,15100101,100,1,2000,4000
10601,6,0,500,15100101,100,2,400,2000
10601,6,0,500,15100101,100,3,500,1100
10601,6,0,500,15100101,100,4,600,1200
10601,6,0,500,15100101,100,5,700,1300
10601,6,0,500,15100101,100,6,800,1400
10601,6,0,500,15100101,100,7,900,1500
10601,6,0,500,15100101,100,8,1000,1500
10601,6,0,500,15100101,100,9,1100,1600
10601,6,0,500,15100101,100,10,1200,1700
10601,6,0,500,15100101,100,11,1500,2000
10601,6,0,500,15100101,100,12,1800,2300
10601,6,0,500,15100101,100,13,2300,2800
10601,6,0,500,15100101,100,14,3200,3700
10601,6,0,500,15100101,100,15,10000,10000
10602,6,0,100,15100101,200,1,2000,4000
10602,6,0,100,15100101,200,2,200,2000
10602,6,0,100,15100101,200,3,300,1000
10602,6,0,100,15100101,200,4,300,1000
10602,6,0,100,15100101,200,5,300,1100
10602,6,0,100,15100101,200,6,300,1100
10602,6,0,100,15100101,200,7,400,1100
10602,6,0,100,15100101,200,8,400,1200
10602,6,0,100,15100101,200,9,500,1200
10602,6,0,100,15100101,200,10,500,1200
10602,6,0,100,15100101,200,11,600,1300
10602,6,0,100,15100101,200,12,700,1300
10602,6,0,100,15100101,200,13,800,1400
10602,6,0,100,15100101,200,14,900,1500
10602,6,0,100,15100101,200,15,1000,1600
10602,6,0,100,15100101,200,16,1200,1800
10602,6,0,100,15100101,200,17,1400,2000
10602,6,0,100,15100101,200,18,1800,2300
10602,6,0,100,15100101,200,19,2300,2800
10602,6,0,100,15100101,200,20,10000,10000
