taskid,system,group,preposegroup,condition,position,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,prepose,itemlv1,numlv1,itemlv2,numlv2,itemlv3,numlv3,itemlv4,numlv4,itemlv5,numlv5
101106,1,1011,1010,0,2,通关冒险关卡11-20,42,372,0,0,0,91000002,20000,60530050,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101107,1,1011,1010,0,2,通关冒险关卡11-24,42,376,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101108,1,1011,1010,0,2,通关冒险关卡11-28,42,380,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101109,1,1011,1010,0,2,通关冒险关卡11-32,42,384,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101110,1,1011,1010,0,2,通关冒险关卡11-36,42,388,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101111,1,1011,1010,0,2,通关冒险关卡11-40,42,392,0,0,0,91000002,20000,60110050,0,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101201,1,1012,1011,0,1,通关冒险关卡第12章,43,12,0,0,0,91000022,100,42010002,10,11300201,1,0,0,0,91000002,85000,0,0,0,0,0,0,0,0
101202,1,1012,1011,0,2,通关冒险关卡12-4,42,396,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101203,1,1012,1011,0,2,通关冒险关卡12-8,42,400,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101204,1,1012,1011,0,2,通关冒险关卡12-12,42,404,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101205,1,1012,1011,0,2,通关冒险关卡12-16,42,408,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101206,1,1012,1011,0,2,通关冒险关卡12-20,42,412,0,0,0,91000002,20000,60540050,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101207,1,1012,1011,0,2,通关冒险关卡12-24,42,416,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101208,1,1012,1011,0,2,通关冒险关卡12-28,42,420,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101209,1,1012,1011,0,2,通关冒险关卡12-32,42,424,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101210,1,1012,1011,0,2,通关冒险关卡12-36,42,428,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101211,1,1012,1011,0,2,通关冒险关卡12-40,42,432,0,0,0,91000002,20000,60310060,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101301,1,1013,1012,0,1,通关冒险关卡第13章,43,13,0,0,0,91000022,120,42010002,10,11100301,1,0,0,0,91000002,90000,0,0,0,0,0,0,0,0
101302,1,1013,1012,0,2,通关冒险关卡13-4,42,436,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101303,1,1013,1012,0,2,通关冒险关卡13-8,42,440,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101304,1,1013,1012,0,2,通关冒险关卡13-12,42,444,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101305,1,1013,1012,0,2,通关冒险关卡13-16,42,448,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101306,1,1013,1012,0,2,通关冒险关卡13-20,42,452,0,0,0,91000002,20000,60210060,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101307,1,1013,1012,0,2,通关冒险关卡13-24,42,456,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101308,1,1013,1012,0,2,通关冒险关卡13-28,42,460,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101309,1,1013,1012,0,2,通关冒险关卡13-32,42,464,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101310,1,1013,1012,0,2,通关冒险关卡13-36,42,468,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101311,1,1013,1012,0,2,通关冒险关卡13-40,42,472,0,0,0,91000002,20000,60530060,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101401,1,1014,1013,0,1,通关冒险关卡第14章,43,14,0,0,0,91000022,120,42010002,10,11200301,1,0,0,0,91000002,95000,0,0,0,0,0,0,0,0
101402,1,1014,1013,0,2,通关冒险关卡14-4,42,476,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101403,1,1014,1013,0,2,通关冒险关卡14-8,42,480,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101404,1,1014,1013,0,2,通关冒险关卡14-12,42,484,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101405,1,1014,1013,0,2,通关冒险关卡14-16,42,488,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101406,1,1014,1013,0,2,通关冒险关卡14-20,42,492,0,0,0,91000002,20000,60420060,1,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101407,1,1014,1013,0,2,通关冒险关卡14-24,42,496,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101408,1,1014,1013,0,2,通关冒险关卡14-28,42,500,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101409,1,1014,1013,0,2,通关冒险关卡14-32,42,504,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101410,1,1014,1013,0,2,通关冒险关卡14-36,42,508,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101411,1,1014,1013,0,2,通关冒险关卡14-40,42,512,0,0,0,91000002,20000,60620060,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101501,1,1015,1014,0,1,通关冒险关卡第15章,43,15,0,0,0,91000022,120,42010002,12,11400301,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
101502,1,1015,1014,0,2,通关冒险关卡15-4,42,516,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101503,1,1015,1014,0,2,通关冒险关卡15-8,42,520,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101504,1,1015,1014,0,2,通关冒险关卡15-12,42,524,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101505,1,1015,1014,0,2,通关冒险关卡15-16,42,528,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101506,1,1015,1014,0,2,通关冒险关卡15-20,42,532,0,0,0,91000002,20000,60640060,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101507,1,1015,1014,0,2,通关冒险关卡15-24,42,536,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101508,1,1015,1014,0,2,通关冒险关卡15-28,42,540,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101509,1,1015,1014,0,2,通关冒险关卡15-32,42,544,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101510,1,1015,1014,0,2,通关冒险关卡15-36,42,548,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101511,1,1015,1014,0,2,通关冒险关卡15-40,42,552,0,0,0,91000002,20000,60110060,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101601,1,1016,1015,0,1,通关冒险关卡第16章,43,16,0,0,0,91000022,120,42010002,12,11300301,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
101602,1,1016,1015,0,2,通关冒险关卡16-4,42,556,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101603,1,1016,1015,0,2,通关冒险关卡16-8,42,560,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101604,1,1016,1015,0,2,通关冒险关卡16-12,42,564,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101605,1,1016,1015,0,2,通关冒险关卡16-16,42,568,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101606,1,1016,1015,0,2,通关冒险关卡16-20,42,572,0,0,0,91000002,20000,60310060,1,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101607,1,1016,1015,0,2,通关冒险关卡16-24,42,576,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101608,1,1016,1015,0,2,通关冒险关卡16-28,42,580,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101609,1,1016,1015,0,2,通关冒险关卡16-32,42,584,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101610,1,1016,1015,0,2,通关冒险关卡16-36,42,588,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101611,1,1016,1015,0,2,通关冒险关卡16-40,42,592,0,0,0,91000002,20000,60520070,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101701,1,1017,1016,0,1,通关冒险关卡第17章,43,17,0,0,0,91000022,120,42010002,16,11100401,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
101702,1,1017,1016,0,2,通关冒险关卡17-4,42,596,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
