id,sort,mode,modetype,type,name,backicon,nameicon,dec,step,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,start,continued,cd,show,renovate,reset,status,button,buttontype
901401,999,0,0,9014,砸金蛋,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,4,0
901501,1,4,0,9015,开工福利,bg_activity_60,name_activity_80,活动期间奖励不重置,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,172800,0,0,0,0,1,2,2
901601,1,8,0,9016,连续充值,0,name_activity_70,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,432000,0,0,0,0,1,2,4
901701,1,8,0,9017,连续充值,0,name_activity_70,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,432000,0,0,0,0,1,2,4
901801,1,8,0,9018,幸运礼包,0,name_activity_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
200101,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,1,通关泰拉之谜 第2章,186,1,110210,0,0,30101000,30,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200102,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,2,通关泰拉之谜 第3章,186,1,110310,0,0,30101000,40,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200103,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,3,通关泰拉之谜 第4章,186,1,110410,0,0,30101000,50,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200104,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,4,通关泰拉之谜 第5章,186,1,110510,0,0,30101000,60,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200105,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,5,通关泰拉之谜 第6章,186,1,110610,0,0,30101000,70,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200106,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,6,通关泰拉之谜 第7章,186,1,110710,0,0,30101000,80,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200107,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,7,通关泰拉之谜 第8章,186,1,110810,0,0,30101000,90,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200108,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,8,通关泰拉之谜 第9章,186,1,110910,0,0,30101000,100,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200109,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,9,通关泰拉之谜 第10章,186,1,111010,0,0,30101000,110,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200110,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,10,通关泰拉之谜 第11章,186,1,111110,0,0,30101000,120,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200111,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,11,通关泰拉之谜 第12章,186,1,111210,0,0,30101000,130,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200112,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,12,通关泰拉之谜 第13章,186,1,111310,0,0,30101000,140,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200113,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,13,通关泰拉之谜 第14章,186,1,111410,0,0,30101000,150,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200114,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,14,通关泰拉之谜 第15章,186,1,111510,0,0,30101000,160,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
200115,6,2,1,2001,限时通关,bg_activity_28,开服狂欢,通关指定关卡，即可领取奖励。,15,通关泰拉之谜 第16章,186,1,111610,0,0,30101000,200,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,604800,0,0,0,0,1,2,1
100701,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,1,第一名：,134,1,1,1,0,12200201,100,42200204,1,91000001,10000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100702,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,2,第二名：,134,1,2,1,0,12200201,100,60000231,10,91000001,8000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100703,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,3,第三名：,134,1,3,1,0,12200201,100,60000231,10,91000001,5000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100704,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,4,第四名：,134,1,4,1,0,12200201,70,60000231,8,91000001,3000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100705,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,5,第五名：,134,1,5,1,0,12200201,70,60000231,8,91000001,3000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100706,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,6,第六名：,134,1,6,1,0,12200201,50,60000231,6,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100707,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,7,第七名：,134,1,7,1,0,12200201,50,60000231,6,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100708,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,8,第八名：,134,1,8,1,0,12200201,50,60000231,5,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100709,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,9,第九名：,134,1,9,1,0,12200201,50,60000231,5,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100710,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,10,第十名：,134,1,10,1,0,12200201,50,60000231,5,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100711,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,1,第十一名：,134,1,11,1,0,12200201,30,60000231,3,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100712,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,2,第十二名：,134,1,12,1,0,12200201,30,60000231,3,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100713,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,3,第十三名：,134,1,13,1,0,12200201,30,60000231,3,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100714,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,4,第十四名：,134,1,14,1,0,12200201,30,60000231,3,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100715,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,5,第十五名：,134,1,15,1,0,12200201,30,60000231,3,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100716,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,6,第十六名：,134,1,16,1,0,12200201,20,60000231,2,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100717,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,7,第十七名：,134,1,17,1,0,12200201,20,60000231,2,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100718,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,8,第十八名：,134,1,18,1,0,12200201,20,60000231,2,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100719,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,9,第十九名：,134,1,19,1,0,12200201,20,60000231,2,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
100720,3,2,2,1007,战力排名,bg_activity_21,开服狂欢,单只队伍最高战力排行，活动结束后奖励发送至邮箱,10,第二十名：,134,1,20,1,0,12200201,20,60000231,2,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,604800,0,86400,0,0,1,2,1
200301,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,1,第一名：,167,1,1,1,0,60000231,20,30101000,5000,91000001,10000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200302,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,2,第二名：,167,1,2,1,0,60000231,15,30101000,4000,91000001,8000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200303,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,3,第三名：,167,1,3,1,0,60000231,12,30101000,4000,91000001,5000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200304,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,4,第四名：,167,1,4,1,0,60000231,10,30101000,3000,91000001,3000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200305,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,5,第五名：,167,1,5,1,0,60000231,10,30101000,3000,91000001,3000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200306,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,6,第六名：,167,1,6,1,0,60000231,8,30101000,2000,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200307,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,7,第七名：,167,1,7,1,0,60000231,8,30101000,2000,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200308,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,8,第八名：,167,1,8,1,0,60000231,8,30101000,2000,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200309,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,9,第九名：,167,1,9,1,0,60000231,8,30101000,2000,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200310,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,10,第十名：,167,1,10,1,0,60000231,8,30101000,2000,91000001,2000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200311,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,11,第十一名：,167,1,11,1,0,60000231,5,30101000,1500,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200312,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,12,第十二名：,167,1,12,1,0,60000231,5,30101000,1500,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200313,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,13,第十三名：,167,1,13,1,0,60000231,5,30101000,1500,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200314,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,14,第十四名：,167,1,14,1,0,60000231,5,30101000,1500,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200315,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,15,第十五名：,167,1,15,1,0,60000231,5,30101000,1500,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200316,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,16,第十六名：,167,1,16,1,0,60000231,5,30101000,1000,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200317,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,17,第十七名：,167,1,17,1,0,60000231,5,30101000,1000,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200318,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,18,第十八名：,167,1,18,1,0,60000231,5,30101000,1000,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200319,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,19,第十九名：,167,1,19,1,0,60000231,5,30101000,1000,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200320,3,2,2,2003,英雄星级排行,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,20,第二十名：,167,1,20,1,0,60000231,5,30101000,1000,91000001,1000000,0,0,0,0,0,0,0,0,0,0,1,345600,0,86400,0,0,2,2,1
200401,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,1,第一名：,202,1,1,2,0,91000007,8000,60000224,200,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200402,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,2,第二名：,202,1,2,2,0,91000007,6000,60000224,180,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200403,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,3,第三名：,202,1,3,2,0,91000007,5000,60000224,160,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200404,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,4,第四名：,202,1,4,2,0,91000007,4800,60000224,120,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200405,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,5,第五名：,202,1,5,2,0,91000007,4600,60000224,110,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200406,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,6,第六名：,202,1,6,2,0,91000007,4400,60000224,100,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200407,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,7,第七名：,202,1,7,2,0,91000007,4200,60000224,100,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200408,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,8,第八名：,202,1,8,2,0,91000007,4000,60000224,90,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200409,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,9,第九名：,202,1,9,2,0,91000007,3800,60000224,90,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200410,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,10,第十名：,202,1,10,2,0,91000007,3600,60000224,80,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200411,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,11,第十一名：,202,1,11,2,0,91000007,3400,60000224,80,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200412,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,12,第十二名：,202,1,12,2,0,91000007,3200,60000224,70,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200413,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,13,第十三名：,202,1,13,2,0,91000007,3000,60000224,70,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200414,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,14,第十四名：,202,1,14,2,0,91000007,2800,60000224,70,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200415,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,15,第十五名：,202,1,15,2,0,91000007,2600,60000224,60,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200416,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,16,第十六名：,202,1,16,2,0,91000007,2400,60000224,60,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200417,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,17,第十七名：,202,1,17,2,0,91000007,2200,60000224,60,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200418,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,18,第十八名：,202,1,18,2,0,91000007,2000,60000224,55,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200419,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,19,第十九名：,202,1,19,2,0,91000007,1800,60000224,50,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200420,3,2,2,2004,斗技场排名,bg_activity_34,开服狂欢,拥有所有武将总星数排行，活动结束后奖励发送至邮箱,20,第二十名：,202,1,20,2,0,91000007,1600,60000224,50,0,0,0,0,0,0,0,0,0,0,0,0,1,518400,0,86400,0,0,2,2,1
200501,7,2,1,2005,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,1,累计登录1天,129,1,0,0,0,81400602,1,91000002,50,91000001,100000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1
200502,7,2,1,2005,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,2,累计登录2天,129,2,0,0,0,81400602,1,91000002,50,91000001,100000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1
200503,7,2,1,2005,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,3,累计登录3天,129,3,0,0,0,81400602,1,91000002,50,91000001,100000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1
200504,7,2,1,2005,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,4,累计登录4天,129,4,0,0,0,81400602,1,91000002,50,91000001,100000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1
200505,7,2,1,2005,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,5,累计登录5天,129,5,0,0,0,81400602,1,91000002,50,91000001,100000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1
200506,7,2,1,2005,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,6,累计登录6天,129,6,0,0,0,81400602,1,91000002,50,91000001,100000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1
200507,7,2,1,2005,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,7,累计登录7天,129,7,0,0,0,81400602,1,91000002,50,91000001,100000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1
200508,7,2,1,2005,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,7,累计登录8天,129,8,0,0,0,81400602,1,91000002,50,91000001,100000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1
