attribute_list_group,weight_attribute,attribute_type,lv,odds_lv1,odds_lv2,attribute_valve,quality,icon,name
10102,1000,7,10,0,0,500,9,elogo14300201.png,近战攻击
10102,1000,8,1,10000,10000,50,9,elogo14300301.png,近战防御
10102,1000,8,2,5000,8000,100,9,elogo14300301.png,近战防御
10102,1000,8,3,2500,5000,150,9,elogo14300301.png,近战防御
10102,1000,8,4,1000,3000,200,9,elogo14300301.png,近战防御
10102,1000,8,5,500,1500,250,9,elogo14300301.png,近战防御
10102,1000,8,6,200,700,300,9,elogo14300301.png,近战防御
10102,1000,8,7,100,410,350,9,elogo14300301.png,近战防御
10102,1000,8,8,50,240,400,9,elogo14300301.png,近战防御
10102,1000,8,9,50,240,450,9,elogo14300301.png,近战防御
10102,1000,8,10,0,0,500,9,elogo14300301.png,近战防御
10102,1000,9,1,10000,10000,50,9,elogo14300401.png,远程攻击
10102,1000,9,2,5000,8000,100,9,elogo14300401.png,远程攻击
10102,1000,9,3,2500,5000,150,9,elogo14300401.png,远程攻击
10102,1000,9,4,1000,3000,200,9,elogo14300401.png,远程攻击
10102,1000,9,5,500,1500,250,9,elogo14300401.png,远程攻击
10102,1000,9,6,200,700,300,9,elogo14300401.png,远程攻击
10102,1000,9,7,100,410,350,9,elogo14300401.png,远程攻击
10102,1000,9,8,50,240,400,9,elogo14300401.png,远程攻击
10102,1000,9,9,50,240,450,9,elogo14300401.png,远程攻击
10102,1000,9,10,0,0,500,9,elogo14300401.png,远程攻击
10102,1000,10,1,10000,10000,50,9,elogo14300501.png,远程防御
10102,1000,10,2,5000,8000,100,9,elogo14300501.png,远程防御
10102,1000,10,3,2500,5000,150,9,elogo14300501.png,远程防御
10102,1000,10,4,1000,3000,200,9,elogo14300501.png,远程防御
10102,1000,10,5,500,1500,250,9,elogo14300501.png,远程防御
10102,1000,10,6,200,700,300,9,elogo14300501.png,远程防御
10102,1000,10,7,100,410,350,9,elogo14300501.png,远程防御
10102,1000,10,8,50,240,400,9,elogo14300501.png,远程防御
10102,1000,10,9,50,240,450,9,elogo14300501.png,远程防御
10102,1000,10,10,0,0,500,9,elogo14300501.png,远程防御
10103,1000,6,1,10000,10000,500,9,elogo14300101.png,兵力
10103,1000,6,2,5000,8000,1000,9,elogo14300101.png,兵力
10103,1000,6,3,2500,5000,1500,9,elogo14300101.png,兵力
10103,1000,6,4,1000,3000,2000,9,elogo14300101.png,兵力
10103,1000,6,5,500,1500,2500,9,elogo14300101.png,兵力
10103,1000,6,6,200,700,3000,9,elogo14300101.png,兵力
10103,1000,6,7,100,410,3500,9,elogo14300101.png,兵力
10103,1000,6,8,50,240,4000,9,elogo14300101.png,兵力
10103,1000,6,9,50,240,4500,9,elogo14300101.png,兵力
10103,1000,6,10,0,0,5000,9,elogo14300101.png,兵力
10103,1000,7,1,10000,10000,50,9,elogo14300201.png,近战攻击
10103,1000,7,2,5000,8000,100,9,elogo14300201.png,近战攻击
10103,1000,7,3,2500,5000,150,9,elogo14300201.png,近战攻击
10103,1000,7,4,1000,3000,200,9,elogo14300201.png,近战攻击
10103,1000,7,5,500,1500,250,9,elogo14300201.png,近战攻击
10103,1000,7,6,200,700,300,9,elogo14300201.png,近战攻击
10103,1000,7,7,100,410,350,9,elogo14300201.png,近战攻击
10103,1000,7,8,50,240,400,9,elogo14300201.png,近战攻击
10103,1000,7,9,50,240,450,9,elogo14300201.png,近战攻击
10103,1000,7,10,0,0,500,9,elogo14300201.png,近战攻击
10103,1000,8,1,10000,10000,50,9,elogo14300301.png,近战防御
10103,1000,8,2,5000,8000,100,9,elogo14300301.png,近战防御
10103,1000,8,3,2500,5000,150,9,elogo14300301.png,近战防御
10103,1000,8,4,1000,3000,200,9,elogo14300301.png,近战防御
10103,1000,8,5,500,1500,250,9,elogo14300301.png,近战防御
10103,1000,8,6,200,700,300,9,elogo14300301.png,近战防御
10103,1000,8,7,100,410,350,9,elogo14300301.png,近战防御
10103,1000,8,8,50,240,400,9,elogo14300301.png,近战防御
10103,1000,8,9,50,240,450,9,elogo14300301.png,近战防御
10103,1000,8,10,0,0,500,9,elogo14300301.png,近战防御
10103,1000,9,1,10000,10000,50,9,elogo14300401.png,远程攻击
10103,1000,9,2,5000,8000,100,9,elogo14300401.png,远程攻击
10103,1000,9,3,2500,5000,150,9,elogo14300401.png,远程攻击
10103,1000,9,4,1000,3000,200,9,elogo14300401.png,远程攻击
10103,1000,9,5,500,1500,250,9,elogo14300401.png,远程攻击
10103,1000,9,6,200,700,300,9,elogo14300401.png,远程攻击
10103,1000,9,7,100,410,350,9,elogo14300401.png,远程攻击
10103,1000,9,8,50,240,400,9,elogo14300401.png,远程攻击
10103,1000,9,9,50,240,450,9,elogo14300401.png,远程攻击
10103,1000,9,10,0,0,500,9,elogo14300401.png,远程攻击
10103,1000,10,1,10000,10000,50,9,elogo14300501.png,远程防御
10103,1000,10,2,5000,8000,100,9,elogo14300501.png,远程防御
10103,1000,10,3,2500,5000,150,9,elogo14300501.png,远程防御
10103,1000,10,4,1000,3000,200,9,elogo14300501.png,远程防御
10103,1000,10,5,500,1500,250,9,elogo14300501.png,远程防御
10103,1000,10,6,200,700,300,9,elogo14300501.png,远程防御
10103,1000,10,7,100,410,350,9,elogo14300501.png,远程防御
10103,1000,10,8,50,240,400,9,elogo14300501.png,远程防御
10103,1000,10,9,50,240,450,9,elogo14300501.png,远程防御
10103,1000,10,10,0,0,500,9,elogo14300501.png,远程防御
20101,1000,6,1,10000,10000,500,9,elogo14300101.png,兵力
20101,1000,6,2,5000,8000,1000,9,elogo14300101.png,兵力
20101,1000,6,3,2500,5000,1500,9,elogo14300101.png,兵力
20101,1000,6,4,1000,3000,2000,9,elogo14300101.png,兵力
20101,1000,6,5,500,1500,2500,9,elogo14300101.png,兵力
20101,1000,6,6,200,700,3000,9,elogo14300101.png,兵力
20101,1000,6,7,100,410,3500,9,elogo14300101.png,兵力
20101,1000,6,8,50,240,4000,9,elogo14300101.png,兵力
20101,1000,6,9,50,240,4500,9,elogo14300101.png,兵力
20101,1000,6,10,50,240,5000,9,elogo14300101.png,兵力
20101,1000,6,11,50,240,5750,9,elogo14400101.png,兵力
20101,1000,6,12,50,240,6500,9,elogo14400101.png,兵力
20101,1000,6,13,50,240,7250,9,elogo14400101.png,兵力
20101,1000,6,14,50,240,8000,9,elogo14400101.png,兵力
20101,1000,6,15,50,240,8750,9,elogo14400101.png,兵力
20101,1000,6,16,50,240,9500,9,elogo14400101.png,兵力
20101,1000,6,17,50,240,10250,9,elogo14400101.png,兵力
20101,1000,6,18,50,240,11000,9,elogo14400101.png,兵力
20101,1000,6,19,50,240,11750,9,elogo14400101.png,兵力
20101,1000,6,20,0,0,12500,9,elogo14400101.png,兵力
20101,1000,7,1,10000,10000,50,9,elogo14300201.png,近战攻击
20101,1000,7,2,5000,8000,100,9,elogo14300201.png,近战攻击
20101,1000,7,3,2500,5000,150,9,elogo14300201.png,近战攻击
20101,1000,7,4,1000,3000,200,9,elogo14300201.png,近战攻击
20101,1000,7,5,500,1500,250,9,elogo14300201.png,近战攻击
20101,1000,7,6,200,700,300,9,elogo14300201.png,近战攻击
20101,1000,7,7,100,410,350,9,elogo14300201.png,近战攻击
20101,1000,7,8,50,240,400,9,elogo14300201.png,近战攻击
20101,1000,7,9,50,240,450,9,elogo14300201.png,近战攻击
20101,1000,7,10,50,240,500,9,elogo14300201.png,近战攻击
20101,1000,7,11,50,240,575,9,elogo14400201.png,近战攻击
20101,1000,7,12,50,240,650,9,elogo14400201.png,近战攻击
20101,1000,7,13,50,240,725,9,elogo14400201.png,近战攻击
20101,1000,7,14,50,240,800,9,elogo14400201.png,近战攻击
20101,1000,7,15,50,240,875,9,elogo14400201.png,近战攻击
20101,1000,7,16,50,240,950,9,elogo14400201.png,近战攻击
20101,1000,7,17,50,240,1025,9,elogo14400201.png,近战攻击
20101,1000,7,18,50,240,1100,9,elogo14400201.png,近战攻击
20101,1000,7,19,50,240,1175,9,elogo14400201.png,近战攻击
20101,1000,7,20,0,0,1250,9,elogo14400201.png,近战攻击
20101,1000,8,1,10000,10000,50,9,elogo14300301.png,近战防御
20101,1000,8,2,5000,8000,100,9,elogo14300301.png,近战防御
20101,1000,8,3,2500,5000,150,9,elogo14300301.png,近战防御
20101,1000,8,4,1000,3000,200,9,elogo14300301.png,近战防御
20101,1000,8,5,500,1500,250,9,elogo14300301.png,近战防御
20101,1000,8,6,200,700,300,9,elogo14300301.png,近战防御
20101,1000,8,7,100,410,350,9,elogo14300301.png,近战防御
20101,1000,8,8,50,240,400,9,elogo14300301.png,近战防御
20101,1000,8,9,50,240,450,9,elogo14300301.png,近战防御
20101,1000,8,10,50,240,500,9,elogo14300301.png,近战防御
20101,1000,8,11,50,240,575,9,elogo14400301.png,近战防御
20101,1000,8,12,50,240,650,9,elogo14400301.png,近战防御
20101,1000,8,13,50,240,725,9,elogo14400301.png,近战防御
20101,1000,8,14,50,240,800,9,elogo14400301.png,近战防御
20101,1000,8,15,50,240,875,9,elogo14400301.png,近战防御
20101,1000,8,16,50,240,950,9,elogo14400301.png,近战防御
20101,1000,8,17,50,240,1025,9,elogo14400301.png,近战防御
20101,1000,8,18,50,240,1100,9,elogo14400301.png,近战防御
20101,1000,8,19,50,240,1175,9,elogo14400301.png,近战防御
20101,1000,8,20,0,0,1250,9,elogo14400301.png,近战防御
20101,1000,9,1,10000,10000,50,9,elogo14300401.png,远程攻击
20101,1000,9,2,5000,8000,100,9,elogo14300401.png,远程攻击
20101,1000,9,3,2500,5000,150,9,elogo14300401.png,远程攻击
20101,1000,9,4,1000,3000,200,9,elogo14300401.png,远程攻击
20101,1000,9,5,500,1500,250,9,elogo14300401.png,远程攻击
20101,1000,9,6,200,700,300,9,elogo14300401.png,远程攻击
20101,1000,9,7,100,410,350,9,elogo14300401.png,远程攻击
20101,1000,9,8,50,240,400,9,elogo14300401.png,远程攻击
20101,1000,9,9,50,240,450,9,elogo14300401.png,远程攻击
20101,1000,9,10,50,240,500,9,elogo14300401.png,远程攻击
20101,1000,9,11,50,240,575,9,elogo14400401.png,远程攻击
20101,1000,9,12,50,240,650,9,elogo14400401.png,远程攻击
20101,1000,9,13,50,240,725,9,elogo14400401.png,远程攻击
20101,1000,9,14,50,240,800,9,elogo14400401.png,远程攻击
20101,1000,9,15,50,240,875,9,elogo14400401.png,远程攻击
20101,1000,9,16,50,240,950,9,elogo14400401.png,远程攻击
20101,1000,9,17,50,240,1025,9,elogo14400401.png,远程攻击
20101,1000,9,18,50,240,1100,9,elogo14400401.png,远程攻击
20101,1000,9,19,50,240,1175,9,elogo14400401.png,远程攻击
20101,1000,9,20,0,0,1250,9,elogo14400401.png,远程攻击
20101,1000,10,1,10000,10000,50,9,elogo14300501.png,远程防御
20101,1000,10,2,5000,8000,100,9,elogo14300501.png,远程防御
20101,1000,10,3,2500,5000,150,9,elogo14300501.png,远程防御
20101,1000,10,4,1000,3000,200,9,elogo14300501.png,远程防御
20101,1000,10,5,500,1500,250,9,elogo14300501.png,远程防御
20101,1000,10,6,200,700,300,9,elogo14300501.png,远程防御
20101,1000,10,7,100,410,350,9,elogo14300501.png,远程防御
20101,1000,10,8,50,240,400,9,elogo14300501.png,远程防御
20101,1000,10,9,50,240,450,9,elogo14300501.png,远程防御
20101,1000,10,10,50,240,500,9,elogo14300501.png,远程防御
20101,1000,10,11,50,240,575,9,elogo14400501.png,远程防御
20101,1000,10,12,50,240,650,9,elogo14400501.png,远程防御
20101,1000,10,13,50,240,725,9,elogo14400501.png,远程防御
20101,1000,10,14,50,240,800,9,elogo14400501.png,远程防御
20101,1000,10,15,50,240,875,9,elogo14400501.png,远程防御
20101,1000,10,16,50,240,950,9,elogo14400501.png,远程防御
20101,1000,10,17,50,240,1025,9,elogo14400501.png,远程防御
20101,1000,10,18,50,240,1100,9,elogo14400501.png,远程防御
20101,1000,10,19,50,240,1175,9,elogo14400501.png,远程防御
20101,1000,10,20,0,0,1250,9,elogo14400501.png,远程防御
20101,1000,19,1,10000,10000,50,9,elogo14301001.png,近战穿透
20101,1000,19,2,5000,8000,100,9,elogo14301001.png,近战穿透
20101,1000,19,3,2500,5000,150,9,elogo14301001.png,近战穿透
20101,1000,19,4,1000,3000,200,9,elogo14301001.png,近战穿透
20101,1000,19,5,500,1500,250,9,elogo14301001.png,近战穿透
20101,1000,19,6,200,700,300,9,elogo14301001.png,近战穿透
20101,1000,19,7,100,410,350,9,elogo14301001.png,近战穿透
20101,1000,19,8,50,240,400,9,elogo14301001.png,近战穿透
20101,1000,19,9,50,240,450,9,elogo14301001.png,近战穿透
20101,1000,19,10,50,240,500,9,elogo14301001.png,近战穿透
20101,1000,19,11,50,240,575,9,elogo14401001.png,近战穿透
20101,1000,19,12,50,240,650,9,elogo14401001.png,近战穿透
20101,1000,19,13,50,240,725,9,elogo14401001.png,近战穿透
20101,1000,19,14,50,240,800,9,elogo14401001.png,近战穿透
20101,1000,19,15,50,240,875,9,elogo14401001.png,近战穿透
20101,1000,19,16,50,240,950,9,elogo14401001.png,近战穿透
20101,1000,19,17,50,240,1025,9,elogo14401001.png,近战穿透
20101,1000,19,18,50,240,1100,9,elogo14401001.png,近战穿透
20101,1000,19,19,50,240,1175,9,elogo14401001.png,近战穿透
20101,1000,19,20,0,0,1250,9,elogo14401001.png,近战穿透
20101,1000,20,1,10000,10000,50,9,elogo14301101.png,远程穿透
20101,1000,20,2,5000,8000,100,9,elogo14301101.png,远程穿透
20101,1000,20,3,2500,5000,150,9,elogo14301101.png,远程穿透
20101,1000,20,4,1000,3000,200,9,elogo14301101.png,远程穿透
20101,1000,20,5,500,1500,250,9,elogo14301101.png,远程穿透
20101,1000,20,6,200,700,300,9,elogo14301101.png,远程穿透
20101,1000,20,7,100,410,350,9,elogo14301101.png,远程穿透
20101,1000,20,8,50,240,400,9,elogo14301101.png,远程穿透
20101,1000,20,9,50,240,450,9,elogo14301101.png,远程穿透
20101,1000,20,10,50,240,500,9,elogo14301101.png,远程穿透
20101,1000,20,11,50,240,575,9,elogo14401101.png,远程穿透
20101,1000,20,12,50,240,650,9,elogo14401101.png,远程穿透
20101,1000,20,13,50,240,725,9,elogo14401101.png,远程穿透
20101,1000,20,14,50,240,800,9,elogo14401101.png,远程穿透
20101,1000,20,15,50,240,875,9,elogo14401101.png,远程穿透
20101,1000,20,16,50,240,950,9,elogo14401101.png,远程穿透
20101,1000,20,17,50,240,1025,9,elogo14401101.png,远程穿透
20101,1000,20,18,50,240,1100,9,elogo14401101.png,远程穿透
20101,1000,20,19,50,240,1175,9,elogo14401101.png,远程穿透
20101,1000,20,20,0,0,1250,9,elogo14401101.png,远程穿透
20102,1000,6,1,10000,10000,500,9,elogo14300101.png,兵力
20102,1000,6,2,5000,8000,1000,9,elogo14300101.png,兵力
20102,1000,6,3,2500,5000,1500,9,elogo14300101.png,兵力
20102,1000,6,4,1000,3000,2000,9,elogo14300101.png,兵力
20102,1000,6,5,500,1500,2500,9,elogo14300101.png,兵力
20102,1000,6,6,200,700,3000,9,elogo14300101.png,兵力
20102,1000,6,7,100,410,3500,9,elogo14300101.png,兵力
20102,1000,6,8,50,240,4000,9,elogo14300101.png,兵力
20102,1000,6,9,50,240,4500,9,elogo14300101.png,兵力
20102,1000,6,10,50,240,5000,9,elogo14300101.png,兵力
20102,1000,6,11,50,240,5750,9,elogo14400101.png,兵力
20102,1000,6,12,50,240,6500,9,elogo14400101.png,兵力
20102,1000,6,13,50,240,7250,9,elogo14400101.png,兵力
20102,1000,6,14,50,240,8000,9,elogo14400101.png,兵力
20102,1000,6,15,50,240,8750,9,elogo14400101.png,兵力
20102,1000,6,16,50,240,9500,9,elogo14400101.png,兵力
20102,1000,6,17,50,240,10250,9,elogo14400101.png,兵力
20102,1000,6,18,50,240,11000,9,elogo14400101.png,兵力
20102,1000,6,19,50,240,11750,9,elogo14400101.png,兵力
20102,1000,6,20,0,0,12500,9,elogo14400101.png,兵力
20102,1000,7,1,10000,10000,50,9,elogo14300201.png,近战攻击
20102,1000,7,2,5000,8000,100,9,elogo14300201.png,近战攻击
20102,1000,7,3,2500,5000,150,9,elogo14300201.png,近战攻击
20102,1000,7,4,1000,3000,200,9,elogo14300201.png,近战攻击
20102,1000,7,5,500,1500,250,9,elogo14300201.png,近战攻击
20102,1000,7,6,200,700,300,9,elogo14300201.png,近战攻击
20102,1000,7,7,100,410,350,9,elogo14300201.png,近战攻击
20102,1000,7,8,50,240,400,9,elogo14300201.png,近战攻击
20102,1000,7,9,50,240,450,9,elogo14300201.png,近战攻击
20102,1000,7,10,50,240,500,9,elogo14300201.png,近战攻击
20102,1000,7,11,50,240,575,9,elogo14400201.png,近战攻击
20102,1000,7,12,50,240,650,9,elogo14400201.png,近战攻击
20102,1000,7,13,50,240,725,9,elogo14400201.png,近战攻击
20102,1000,7,14,50,240,800,9,elogo14400201.png,近战攻击
20102,1000,7,15,50,240,875,9,elogo14400201.png,近战攻击
20102,1000,7,16,50,240,950,9,elogo14400201.png,近战攻击
20102,1000,7,17,50,240,1025,9,elogo14400201.png,近战攻击
20102,1000,7,18,50,240,1100,9,elogo14400201.png,近战攻击
20102,1000,7,19,50,240,1175,9,elogo14400201.png,近战攻击
20102,1000,7,20,0,0,1250,9,elogo14400201.png,近战攻击
20102,1000,8,1,10000,10000,50,9,elogo14300301.png,近战防御
20102,1000,8,2,5000,8000,100,9,elogo14300301.png,近战防御
20102,1000,8,3,2500,5000,150,9,elogo14300301.png,近战防御
20102,1000,8,4,1000,3000,200,9,elogo14300301.png,近战防御
20102,1000,8,5,500,1500,250,9,elogo14300301.png,近战防御
20102,1000,8,6,200,700,300,9,elogo14300301.png,近战防御
20102,1000,8,7,100,410,350,9,elogo14300301.png,近战防御
20102,1000,8,8,50,240,400,9,elogo14300301.png,近战防御
20102,1000,8,9,50,240,450,9,elogo14300301.png,近战防御
20102,1000,8,10,50,240,500,9,elogo14300301.png,近战防御
20102,1000,8,11,50,240,575,9,elogo14400301.png,近战防御
20102,1000,8,12,50,240,650,9,elogo14400301.png,近战防御
20102,1000,8,13,50,240,725,9,elogo14400301.png,近战防御
20102,1000,8,14,50,240,800,9,elogo14400301.png,近战防御
20102,1000,8,15,50,240,875,9,elogo14400301.png,近战防御
20102,1000,8,16,50,240,950,9,elogo14400301.png,近战防御
20102,1000,8,17,50,240,1025,9,elogo14400301.png,近战防御
20102,1000,8,18,50,240,1100,9,elogo14400301.png,近战防御
20102,1000,8,19,50,240,1175,9,elogo14400301.png,近战防御
20102,1000,8,20,0,0,1250,9,elogo14400301.png,近战防御
20102,1000,9,1,10000,10000,50,9,elogo14300401.png,远程攻击
20102,1000,9,2,5000,8000,100,9,elogo14300401.png,远程攻击
20102,1000,9,3,2500,5000,150,9,elogo14300401.png,远程攻击
20102,1000,9,4,1000,3000,200,9,elogo14300401.png,远程攻击
20102,1000,9,5,500,1500,250,9,elogo14300401.png,远程攻击
20102,1000,9,6,200,700,300,9,elogo14300401.png,远程攻击
20102,1000,9,7,100,410,350,9,elogo14300401.png,远程攻击
20102,1000,9,8,50,240,400,9,elogo14300401.png,远程攻击
20102,1000,9,9,50,240,450,9,elogo14300401.png,远程攻击
20102,1000,9,10,50,240,500,9,elogo14300401.png,远程攻击
20102,1000,9,11,50,240,575,9,elogo14400401.png,远程攻击
20102,1000,9,12,50,240,650,9,elogo14400401.png,远程攻击
20102,1000,9,13,50,240,725,9,elogo14400401.png,远程攻击
20102,1000,9,14,50,240,800,9,elogo14400401.png,远程攻击
20102,1000,9,15,50,240,875,9,elogo14400401.png,远程攻击
20102,1000,9,16,50,240,950,9,elogo14400401.png,远程攻击
20102,1000,9,17,50,240,1025,9,elogo14400401.png,远程攻击
20102,1000,9,18,50,240,1100,9,elogo14400401.png,远程攻击
20102,1000,9,19,50,240,1175,9,elogo14400401.png,远程攻击
20102,1000,9,20,0,0,1250,9,elogo14400401.png,远程攻击
20102,1000,10,1,10000,10000,50,9,elogo14300501.png,远程防御
20102,1000,10,2,5000,8000,100,9,elogo14300501.png,远程防御
20102,1000,10,3,2500,5000,150,9,elogo14300501.png,远程防御
20102,1000,10,4,1000,3000,200,9,elogo14300501.png,远程防御
20102,1000,10,5,500,1500,250,9,elogo14300501.png,远程防御
20102,1000,10,6,200,700,300,9,elogo14300501.png,远程防御
20102,1000,10,7,100,410,350,9,elogo14300501.png,远程防御
20102,1000,10,8,50,240,400,9,elogo14300501.png,远程防御
20102,1000,10,9,50,240,450,9,elogo14300501.png,远程防御
20102,1000,10,10,50,240,500,9,elogo14300501.png,远程防御
20102,1000,10,11,50,240,575,9,elogo14400501.png,远程防御
20102,1000,10,12,50,240,650,9,elogo14400501.png,远程防御
20102,1000,10,13,50,240,725,9,elogo14400501.png,远程防御
20102,1000,10,14,50,240,800,9,elogo14400501.png,远程防御
20102,1000,10,15,50,240,875,9,elogo14400501.png,远程防御
20102,1000,10,16,50,240,950,9,elogo14400501.png,远程防御
20102,1000,10,17,50,240,1025,9,elogo14400501.png,远程防御
20102,1000,10,18,50,240,1100,9,elogo14400501.png,远程防御
20102,1000,10,19,50,240,1175,9,elogo14400501.png,远程防御
20102,1000,10,20,0,0,1250,9,elogo14400501.png,远程防御
20102,1000,19,1,10000,10000,50,9,elogo14301001.png,近战穿透
20102,1000,19,2,5000,8000,100,9,elogo14301001.png,近战穿透
20102,1000,19,3,2500,5000,150,9,elogo14301001.png,近战穿透
20102,1000,19,4,1000,3000,200,9,elogo14301001.png,近战穿透
20102,1000,19,5,500,1500,250,9,elogo14301001.png,近战穿透
20102,1000,19,6,200,700,300,9,elogo14301001.png,近战穿透
20102,1000,19,7,100,410,350,9,elogo14301001.png,近战穿透
20102,1000,19,8,50,240,400,9,elogo14301001.png,近战穿透
20102,1000,19,9,50,240,450,9,elogo14301001.png,近战穿透
20102,1000,19,10,50,240,500,9,elogo14301001.png,近战穿透
20102,1000,19,11,50,240,575,9,elogo14401001.png,近战穿透
20102,1000,19,12,50,240,650,9,elogo14401001.png,近战穿透
20102,1000,19,13,50,240,725,9,elogo14401001.png,近战穿透
20102,1000,19,14,50,240,800,9,elogo14401001.png,近战穿透
20102,1000,19,15,50,240,875,9,elogo14401001.png,近战穿透
20102,1000,19,16,50,240,950,9,elogo14401001.png,近战穿透
20102,1000,19,17,50,240,1025,9,elogo14401001.png,近战穿透
20102,1000,19,18,50,240,1100,9,elogo14401001.png,近战穿透
20102,1000,19,19,50,240,1175,9,elogo14401001.png,近战穿透
20102,1000,19,20,0,0,1250,9,elogo14401001.png,近战穿透
20102,1000,20,1,10000,10000,50,9,elogo14301101.png,远程穿透
20102,1000,20,2,5000,8000,100,9,elogo14301101.png,远程穿透
20102,1000,20,3,2500,5000,150,9,elogo14301101.png,远程穿透
20102,1000,20,4,1000,3000,200,9,elogo14301101.png,远程穿透
20102,1000,20,5,500,1500,250,9,elogo14301101.png,远程穿透
20102,1000,20,6,200,700,300,9,elogo14301101.png,远程穿透
20102,1000,20,7,100,410,350,9,elogo14301101.png,远程穿透
20102,1000,20,8,50,240,400,9,elogo14301101.png,远程穿透
