id,level,cost,item1,num1,item2,num2,item3,num3
153,153,5000,91000028,50000,91000029,5000,91000001,50000
154,154,5000,91000028,50000,91000029,5000,91000001,50000
155,155,5000,91000028,50000,91000029,5000,91000001,50000
156,156,5000,91000028,50000,91000029,5000,91000001,50000
157,157,5000,91000028,50000,91000029,5000,91000001,50000
158,158,5000,91000028,50000,91000029,5000,91000001,50000
159,159,5000,91000028,50000,91000029,5000,91000001,50000
160,160,5000,91000028,50000,91000029,5000,91000001,50000
161,161,5000,91000028,50000,91000029,5000,91000001,50000
162,162,5000,91000028,50000,91000029,5000,91000001,50000
163,163,5000,91000028,50000,91000029,5000,91000001,50000
164,164,5000,91000028,50000,91000029,5000,91000001,50000
165,165,5000,91000028,50000,91000029,5000,91000001,50000
166,166,5000,91000028,50000,91000029,5000,91000001,50000
167,167,5000,91000028,50000,91000029,5000,91000001,50000
168,168,5000,91000028,50000,91000029,5000,91000001,50000
169,169,5000,91000028,50000,91000029,5000,91000001,50000
170,170,5000,91000028,50000,91000029,5000,91000001,50000
171,171,5000,91000028,50000,91000029,5000,91000001,50000
172,172,5000,91000028,50000,91000029,5000,91000001,50000
173,173,5000,91000028,50000,91000029,5000,91000001,50000
174,174,5000,91000028,50000,91000029,5000,91000001,50000
175,175,5000,91000028,50000,91000029,5000,91000001,50000
176,176,5000,91000028,50000,91000029,5000,91000001,50000
177,177,5000,91000028,50000,91000029,5000,91000001,50000
178,178,5000,91000028,50000,91000029,5000,91000001,50000
179,179,5000,91000028,50000,91000029,5000,91000001,50000
180,180,5000,91000028,50000,91000029,5000,91000001,50000
181,181,5000,91000028,50000,91000029,5000,91000001,50000
182,182,5000,91000028,50000,91000029,5000,91000001,50000
183,183,5000,91000028,50000,91000029,5000,91000001,50000
184,184,5000,91000028,50000,91000029,5000,91000001,50000
185,185,5000,91000028,50000,91000029,5000,91000001,50000
186,186,5000,91000028,50000,91000029,5000,91000001,50000
187,187,5000,91000028,50000,91000029,5000,91000001,50000
188,188,5000,91000028,50000,91000029,5000,91000001,50000
189,189,5000,91000028,50000,91000029,5000,91000001,50000
190,190,5000,91000028,50000,91000029,5000,91000001,50000
191,191,5000,91000028,50000,91000029,5000,91000001,50000
192,192,5000,91000028,50000,91000029,5000,91000001,50000
193,193,5000,91000028,50000,91000029,5000,91000001,50000
194,194,5000,91000028,50000,91000029,5000,91000001,50000
195,195,5000,91000028,50000,91000029,5000,91000001,50000
196,196,5000,91000028,50000,91000029,5000,91000001,50000
197,197,5000,91000028,50000,91000029,5000,91000001,50000
198,198,5000,91000028,50000,91000029,5000,91000001,50000
199,199,5000,91000028,50000,91000029,5000,91000001,50000
200,200,5000,91000028,50000,91000029,5000,91000001,50000
201,201,5000,91000028,50000,91000029,5000,91000001,100000
202,202,5000,91000028,50000,91000029,5000,91000001,100000
203,203,5000,91000028,50000,91000029,5000,91000001,100000
204,204,5000,91000028,50000,91000029,5000,91000001,100000
205,205,5000,91000028,50000,91000029,5000,91000001,100000
206,206,5000,91000028,50000,91000029,5000,91000001,100000
207,207,5000,91000028,50000,91000029,5000,91000001,100000
208,208,5000,91000028,50000,91000029,5000,91000001,100000
209,209,5000,91000028,50000,91000029,5000,91000001,100000
210,210,5000,91000028,50000,91000029,5000,91000001,100000
211,211,5000,91000028,50000,91000029,5000,91000001,100000
212,212,5000,91000028,50000,91000029,5000,91000001,100000
213,213,5000,91000028,50000,91000029,5000,91000001,100000
214,214,5000,91000028,50000,91000029,5000,91000001,100000
215,215,5000,91000028,50000,91000029,5000,91000001,100000
216,216,5000,91000028,50000,91000029,5000,91000001,100000
217,217,5000,91000028,50000,91000029,5000,91000001,100000
218,218,5000,91000028,50000,91000029,5000,91000001,100000
219,219,5000,91000028,50000,91000029,5000,91000001,100000
220,220,5000,91000028,50000,91000029,5000,91000001,100000
221,221,5000,91000028,50000,91000029,5000,91000001,100000
222,222,5000,91000028,50000,91000029,5000,91000001,100000
223,223,5000,91000028,50000,91000029,5000,91000001,100000
224,224,5000,91000028,50000,91000029,5000,91000001,100000
225,225,5000,91000028,50000,91000029,5000,91000001,100000
226,226,5000,91000028,50000,91000029,5000,91000001,100000
227,227,5000,91000028,50000,91000029,5000,91000001,100000
228,228,5000,91000028,50000,91000029,5000,91000001,100000
229,229,5000,91000028,50000,91000029,5000,91000001,100000
230,230,5000,91000028,50000,91000029,5000,91000001,100000
231,231,5000,91000028,50000,91000029,5000,91000001,100000
232,232,5000,91000028,50000,91000029,5000,91000001,100000
233,233,5000,91000028,50000,91000029,5000,91000001,100000
234,234,5000,91000028,50000,91000029,5000,91000001,100000
235,235,5000,91000028,50000,91000029,5000,91000001,100000
236,236,5000,91000028,50000,91000029,5000,91000001,100000
237,237,5000,91000028,50000,91000029,5000,91000001,100000
238,238,5000,91000028,50000,91000029,5000,91000001,100000
239,239,5000,91000028,50000,91000029,5000,91000001,100000
240,240,5000,91000028,50000,91000029,5000,91000001,100000
241,241,5000,91000028,50000,91000029,5000,91000001,100000
242,242,5000,91000028,50000,91000029,5000,91000001,100000
243,243,5000,91000028,50000,91000029,5000,91000001,100000
244,244,5000,91000028,50000,91000029,5000,91000001,100000
245,245,5000,91000028,50000,91000029,5000,91000001,100000
246,246,5000,91000028,50000,91000029,5000,91000001,100000
247,247,5000,91000028,50000,91000029,5000,91000001,100000
248,248,5000,91000028,50000,91000029,5000,91000001,100000
249,249,5000,91000028,50000,91000029,5000,91000001,100000
250,250,5000,91000028,50000,91000029,5000,91000001,100000
251,251,5000,91000028,50000,91000029,5000,91000001,100000
252,252,5000,91000028,50000,91000029,5000,91000001,100000
253,253,5000,91000028,50000,91000029,5000,91000001,100000
254,254,5000,91000028,50000,91000029,5000,91000001,100000
255,255,5000,91000028,50000,91000029,5000,91000001,100000
256,256,5000,91000028,50000,91000029,5000,91000001,100000
257,257,5000,91000028,50000,91000029,5000,91000001,100000
258,258,5000,91000028,50000,91000029,5000,91000001,100000
259,259,5000,91000028,50000,91000029,5000,91000001,100000
260,260,5000,91000028,50000,91000029,5000,91000001,100000
261,261,5000,91000028,50000,91000029,5000,91000001,100000
262,262,5000,91000028,50000,91000029,5000,91000001,100000
263,263,5000,91000028,50000,91000029,5000,91000001,100000
264,264,5000,91000028,50000,91000029,5000,91000001,100000
265,265,5000,91000028,50000,91000029,5000,91000001,100000
266,266,5000,91000028,50000,91000029,5000,91000001,100000
267,267,5000,91000028,50000,91000029,5000,91000001,100000
268,268,5000,91000028,50000,91000029,5000,91000001,100000
269,269,5000,91000028,50000,91000029,5000,91000001,100000
270,270,5000,91000028,50000,91000029,5000,91000001,100000
271,271,5000,91000028,50000,91000029,5000,91000001,100000
272,272,5000,91000028,50000,91000029,5000,91000001,100000
273,273,5000,91000028,50000,91000029,5000,91000001,100000
274,274,5000,91000028,50000,91000029,5000,91000001,100000
275,275,5000,91000028,50000,91000029,5000,91000001,100000
276,276,5000,91000028,50000,91000029,5000,91000001,100000
277,277,5000,91000028,50000,91000029,5000,91000001,100000
278,278,5000,91000028,50000,91000029,5000,91000001,100000
279,279,5000,91000028,50000,91000029,5000,91000001,100000
280,280,5000,91000028,50000,91000029,5000,91000001,100000
281,281,5000,91000028,50000,91000029,5000,91000001,100000
282,282,5000,91000028,50000,91000029,5000,91000001,100000
283,283,5000,91000028,50000,91000029,5000,91000001,100000
284,284,5000,91000028,50000,91000029,5000,91000001,100000
285,285,5000,91000028,50000,91000029,5000,91000001,100000
286,286,5000,91000028,50000,91000029,5000,91000001,100000
287,287,5000,91000028,50000,91000029,5000,91000001,100000
288,288,5000,91000028,50000,91000029,5000,91000001,100000
289,289,5000,91000028,50000,91000029,5000,91000001,100000
290,290,5000,91000028,50000,91000029,5000,91000001,100000
291,291,5000,91000028,50000,91000029,5000,91000001,100000
292,292,5000,91000028,50000,91000029,5000,91000001,100000
293,293,5000,91000028,50000,91000029,5000,91000001,100000
294,294,5000,91000028,50000,91000029,5000,91000001,100000
295,295,5000,91000028,50000,91000029,5000,91000001,100000
296,296,5000,91000028,50000,91000029,5000,91000001,100000
297,297,5000,91000028,50000,91000029,5000,91000001,100000
298,298,5000,91000028,50000,91000029,5000,91000001,100000
299,299,5000,91000028,50000,91000029,5000,91000001,100000
300,300,5000,91000028,50000,91000029,5000,91000001,100000
301,301,5000,91000028,50000,91000029,5000,91000001,200000
302,302,5000,91000028,50000,91000029,5000,91000001,200000
303,303,5000,91000028,50000,91000029,5000,91000001,200000
304,304,5000,91000028,50000,91000029,5000,91000001,200000
305,305,5000,91000028,50000,91000029,5000,91000001,200000
306,306,5000,91000028,50000,91000029,5000,91000001,200000
307,307,5000,91000028,50000,91000029,5000,91000001,200000
308,308,5000,91000028,50000,91000029,5000,91000001,200000
309,309,5000,91000028,50000,91000029,5000,91000001,200000
310,310,5000,91000028,50000,91000029,5000,91000001,200000
311,311,5000,91000028,50000,91000029,5000,91000001,200000
312,312,5000,91000028,50000,91000029,5000,91000001,200000
313,313,5000,91000028,50000,91000029,5000,91000001,200000
314,314,5000,91000028,50000,91000029,5000,91000001,200000
315,315,5000,91000028,50000,91000029,5000,91000001,200000
316,316,5000,91000028,50000,91000029,5000,91000001,200000
317,317,5000,91000028,50000,91000029,5000,91000001,200000
318,318,5000,91000028,50000,91000029,5000,91000001,200000
319,319,5000,91000028,50000,91000029,5000,91000001,200000
320,320,5000,91000028,50000,91000029,5000,91000001,200000
321,321,5000,91000028,50000,91000029,5000,91000001,200000
322,322,5000,91000028,50000,91000029,5000,91000001,200000
323,323,5000,91000028,50000,91000029,5000,91000001,200000
324,324,5000,91000028,50000,91000029,5000,91000001,200000
325,325,5000,91000028,50000,91000029,5000,91000001,200000
326,326,5000,91000028,50000,91000029,5000,91000001,200000
327,327,5000,91000028,50000,91000029,5000,91000001,200000
328,328,5000,91000028,50000,91000029,5000,91000001,200000
329,329,5000,91000028,50000,91000029,5000,91000001,200000
330,330,5000,91000028,50000,91000029,5000,91000001,200000
331,331,5000,91000028,50000,91000029,5000,91000001,200000
332,332,5000,91000028,50000,91000029,5000,91000001,200000
333,333,5000,91000028,50000,91000029,5000,91000001,200000
334,334,5000,91000028,50000,91000029,5000,91000001,200000
335,335,5000,91000028,50000,91000029,5000,91000001,200000
336,336,5000,91000028,50000,91000029,5000,91000001,200000
337,337,5000,91000028,50000,91000029,5000,91000001,200000
338,338,5000,91000028,50000,91000029,5000,91000001,200000
339,339,5000,91000028,50000,91000029,5000,91000001,200000
340,340,5000,91000028,50000,91000029,5000,91000001,200000
341,341,5000,91000028,50000,91000029,5000,91000001,200000
342,342,5000,91000028,50000,91000029,5000,91000001,200000
343,343,5000,91000028,50000,91000029,5000,91000001,200000
344,344,5000,91000028,50000,91000029,5000,91000001,200000
345,345,5000,91000028,50000,91000029,5000,91000001,200000
346,346,5000,91000028,50000,91000029,5000,91000001,200000
347,347,5000,91000028,50000,91000029,5000,91000001,200000
348,348,5000,91000028,50000,91000029,5000,91000001,200000
349,349,5000,91000028,50000,91000029,5000,91000001,200000
350,350,5000,91000028,50000,91000029,5000,91000001,200000
351,351,5000,91000028,50000,91000029,5000,91000001,200000
352,352,5000,91000028,50000,91000029,5000,91000001,200000
353,353,5000,91000028,50000,91000029,5000,91000001,200000
354,354,5000,91000028,50000,91000029,5000,91000001,200000
355,355,5000,91000028,50000,91000029,5000,91000001,200000
356,356,5000,91000028,50000,91000029,5000,91000001,200000
357,357,5000,91000028,50000,91000029,5000,91000001,200000
358,358,5000,91000028,50000,91000029,5000,91000001,200000
359,359,5000,91000028,50000,91000029,5000,91000001,200000
360,360,5000,91000028,50000,91000029,5000,91000001,200000
361,361,5000,91000028,50000,91000029,5000,91000001,200000
362,362,5000,91000028,50000,91000029,5000,91000001,200000
363,363,5000,91000028,50000,91000029,5000,91000001,200000
364,364,5000,91000028,50000,91000029,5000,91000001,200000
365,365,5000,91000028,50000,91000029,5000,91000001,200000
366,366,5000,91000028,50000,91000029,5000,91000001,200000
367,367,5000,91000028,50000,91000029,5000,91000001,200000
368,368,5000,91000028,50000,91000029,5000,91000001,200000
369,369,5000,91000028,50000,91000029,5000,91000001,200000
370,370,5000,91000028,50000,91000029,5000,91000001,200000
371,371,5000,91000028,50000,91000029,5000,91000001,200000
372,372,5000,91000028,50000,91000029,5000,91000001,200000
373,373,5000,91000028,50000,91000029,5000,91000001,200000
374,374,5000,91000028,50000,91000029,5000,91000001,200000
375,375,5000,91000028,50000,91000029,5000,91000001,200000
376,376,5000,91000028,50000,91000029,5000,91000001,200000
377,377,5000,91000028,50000,91000029,5000,91000001,200000
378,378,5000,91000028,50000,91000029,5000,91000001,200000
379,379,5000,91000028,50000,91000029,5000,91000001,200000
380,380,5000,91000028,50000,91000029,5000,91000001,200000
381,381,5000,91000028,50000,91000029,5000,91000001,200000
382,382,5000,91000028,50000,91000029,5000,91000001,200000
383,383,5000,91000028,50000,91000029,5000,91000001,200000
384,384,5000,91000028,50000,91000029,5000,91000001,200000
385,385,5000,91000028,50000,91000029,5000,91000001,200000
386,386,5000,91000028,50000,91000029,5000,91000001,200000
387,387,5000,91000028,50000,91000029,5000,91000001,200000
388,388,5000,91000028,50000,91000029,5000,91000001,200000
389,389,5000,91000028,50000,91000029,5000,91000001,200000
390,390,5000,91000028,50000,91000029,5000,91000001,200000
391,391,5000,91000028,50000,91000029,5000,91000001,200000
392,392,5000,91000028,50000,91000029,5000,91000001,200000
393,393,5000,91000028,50000,91000029,5000,91000001,200000
394,394,5000,91000028,50000,91000029,5000,91000001,200000
395,395,5000,91000028,50000,91000029,5000,91000001,200000
396,396,5000,91000028,50000,91000029,5000,91000001,200000
397,397,5000,91000028,50000,91000029,5000,91000001,200000
398,398,5000,91000028,50000,91000029,5000,91000001,200000
399,399,5000,91000028,50000,91000029,5000,91000001,200000
400,400,5000,91000028,50000,91000029,5000,91000001,200000
401,401,5000,91000028,50000,91000029,5000,91000001,200000
402,402,5000,91000028,50000,91000029,5000,91000001,200000
403,403,5000,91000028,50000,91000029,5000,91000001,200000
404,404,5000,91000028,50000,91000029,5000,91000001,200000
405,405,5000,91000028,50000,91000029,5000,91000001,200000
406,406,5000,91000028,50000,91000029,5000,91000001,200000
407,407,5000,91000028,50000,91000029,5000,91000001,200000
408,408,5000,91000028,50000,91000029,5000,91000001,200000
409,409,5000,91000028,50000,91000029,5000,91000001,200000
410,410,5000,91000028,50000,91000029,5000,91000001,200000
411,411,5000,91000028,50000,91000029,5000,91000001,200000
412,412,5000,91000028,50000,91000029,5000,91000001,200000
413,413,5000,91000028,50000,91000029,5000,91000001,200000
414,414,5000,91000028,50000,91000029,5000,91000001,200000
415,415,5000,91000028,50000,91000029,5000,91000001,200000
416,416,5000,91000028,50000,91000029,5000,91000001,200000
417,417,5000,91000028,50000,91000029,5000,91000001,200000
418,418,5000,91000028,50000,91000029,5000,91000001,200000
419,419,5000,91000028,50000,91000029,5000,91000001,200000
420,420,5000,91000028,50000,91000029,5000,91000001,200000
421,421,5000,91000028,50000,91000029,5000,91000001,200000
422,422,5000,91000028,50000,91000029,5000,91000001,200000
423,423,5000,91000028,50000,91000029,5000,91000001,200000
424,424,5000,91000028,50000,91000029,5000,91000001,200000
425,425,5000,91000028,50000,91000029,5000,91000001,200000
426,426,5000,91000028,50000,91000029,5000,91000001,200000
427,427,5000,91000028,50000,91000029,5000,91000001,200000
428,428,5000,91000028,50000,91000029,5000,91000001,200000
429,429,5000,91000028,50000,91000029,5000,91000001,200000
430,430,5000,91000028,50000,91000029,5000,91000001,200000
431,431,5000,91000028,50000,91000029,5000,91000001,200000
432,432,5000,91000028,50000,91000029,5000,91000001,200000
433,433,5000,91000028,50000,91000029,5000,91000001,200000
434,434,5000,91000028,50000,91000029,5000,91000001,200000
435,435,5000,91000028,50000,91000029,5000,91000001,200000
436,436,5000,91000028,50000,91000029,5000,91000001,200000
437,437,5000,91000028,50000,91000029,5000,91000001,200000
438,438,5000,91000028,50000,91000029,5000,91000001,200000
439,439,5000,91000028,50000,91000029,5000,91000001,200000
440,440,5000,91000028,50000,91000029,5000,91000001,200000
441,441,5000,91000028,50000,91000029,5000,91000001,200000
442,442,5000,91000028,50000,91000029,5000,91000001,200000
443,443,5000,91000028,50000,91000029,5000,91000001,200000
444,444,5000,91000028,50000,91000029,5000,91000001,200000
445,445,5000,91000028,50000,91000029,5000,91000001,200000
446,446,5000,91000028,50000,91000029,5000,91000001,200000
447,447,5000,91000028,50000,91000029,5000,91000001,200000
448,448,5000,91000028,50000,91000029,5000,91000001,200000
449,449,5000,91000028,50000,91000029,5000,91000001,200000
450,450,5000,91000028,50000,91000029,5000,91000001,200000
451,451,5000,91000028,50000,91000029,5000,91000001,200000
452,452,5000,91000028,50000,91000029,5000,91000001,200000
453,453,5000,91000028,50000,91000029,5000,91000001,200000
454,454,5000,91000028,50000,91000029,5000,91000001,200000
455,455,5000,91000028,50000,91000029,5000,91000001,200000
456,456,5000,91000028,50000,91000029,5000,91000001,200000
457,457,5000,91000028,50000,91000029,5000,91000001,200000
458,458,5000,91000028,50000,91000029,5000,91000001,200000
459,459,5000,91000028,50000,91000029,5000,91000001,200000
460,460,5000,91000028,50000,91000029,5000,91000001,200000
461,461,5000,91000028,50000,91000029,5000,91000001,200000
462,462,5000,91000028,50000,91000029,5000,91000001,200000
463,463,5000,91000028,50000,91000029,5000,91000001,200000
464,464,5000,91000028,50000,91000029,5000,91000001,200000
465,465,5000,91000028,50000,91000029,5000,91000001,200000
466,466,5000,91000028,50000,91000029,5000,91000001,200000
467,467,5000,91000028,50000,91000029,5000,91000001,200000
468,468,5000,91000028,50000,91000029,5000,91000001,200000
469,469,5000,91000028,50000,91000029,5000,91000001,200000
470,470,5000,91000028,50000,91000029,5000,91000001,200000
471,471,5000,91000028,50000,91000029,5000,91000001,200000
472,472,5000,91000028,50000,91000029,5000,91000001,200000
473,473,5000,91000028,50000,91000029,5000,91000001,200000
474,474,5000,91000028,50000,91000029,5000,91000001,200000
475,475,5000,91000028,50000,91000029,5000,91000001,200000
476,476,5000,91000028,50000,91000029,5000,91000001,200000
477,477,5000,91000028,50000,91000029,5000,91000001,200000
478,478,5000,91000028,50000,91000029,5000,91000001,200000
479,479,5000,91000028,50000,91000029,5000,91000001,200000
480,480,5000,91000028,50000,91000029,5000,91000001,200000
481,481,5000,91000028,50000,91000029,5000,91000001,200000
482,482,5000,91000028,50000,91000029,5000,91000001,200000
483,483,5000,91000028,50000,91000029,5000,91000001,200000
484,484,5000,91000028,50000,91000029,5000,91000001,200000
485,485,5000,91000028,50000,91000029,5000,91000001,200000
486,486,5000,91000028,50000,91000029,5000,91000001,200000
487,487,5000,91000028,50000,91000029,5000,91000001,200000
488,488,5000,91000028,50000,91000029,5000,91000001,200000
489,489,5000,91000028,50000,91000029,5000,91000001,200000
490,490,5000,91000028,50000,91000029,5000,91000001,200000
491,491,5000,91000028,50000,91000029,5000,91000001,200000
492,492,5000,91000028,50000,91000029,5000,91000001,200000
493,493,5000,91000028,50000,91000029,5000,91000001,200000
494,494,5000,91000028,50000,91000029,5000,91000001,200000
495,495,5000,91000028,50000,91000029,5000,91000001,200000
496,496,5000,91000028,50000,91000029,5000,91000001,200000
497,497,5000,91000028,50000,91000029,5000,91000001,200000
498,498,5000,91000028,50000,91000029,5000,91000001,200000
499,499,5000,91000028,50000,91000029,5000,91000001,200000
500,500,5000,91000028,50000,91000029,5000,91000001,200000
501,501,5000,91000028,50000,91000029,5000,91000001,200000
502,502,5000,91000028,50000,91000029,5000,91000001,200000
