id,sort,step,activity,backicon,nameicon,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,cost,sale,fund,power,start,continued,cd,show,coctime,renovate,reset,status,touch
100040001,1,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,91000032,6000,0,0,0,0,0,0,91000002,1200,0,0,0,0,0,0,1200,600,0,0,8,604800,0,86400,86400,0,0,1,0
100050001,1,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,91000001,2000000,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,1,8,604800,0,86400,86400,0,0,1,0
200010001,2,1,每日福利,bg_huodong_qr2.png,开服狂欢,累计充值60元宝,60,60,0,0,0,91000001,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,1,1,1
200010002,2,1,每日福利,bg_huodong_qr2.png,开服狂欢,登录游戏,129,1,0,0,0,60000214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,1,1,1
200020005,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关经验试炼 第1关,155,1,1,1,0,91000001,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020006,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关经验试炼 第2关,155,1,1,2,0,91000001,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020007,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关经验试炼 第3关,155,1,1,3,0,91000001,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020008,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关经验试炼 第4关,155,1,1,4,0,91000001,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020009,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关步兵试炼 第1关,155,1,2,1,0,91000001,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020010,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关步兵试炼 第2关,155,1,2,2,0,91000001,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020011,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关步兵试炼 第3关,155,1,2,3,0,91000001,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020012,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关步兵试炼 第4关,155,1,2,4,0,91000001,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020013,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关弓兵试炼 第1关,155,1,3,1,0,91000001,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020014,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关弓兵试炼 第2关,155,1,3,2,0,91000001,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020015,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关弓兵试炼 第3关,155,1,3,3,0,91000001,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020016,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关弓兵试炼 第4关,155,1,3,4,0,91000001,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020017,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关骑兵试炼 第1关,155,1,4,1,0,91000001,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020018,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关骑兵试炼 第2关,155,1,4,2,0,91000001,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020019,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关骑兵试炼 第3关,155,1,4,3,0,91000001,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200020020,2,2,日常试炼,bg_huodong_qr2.png,开服狂欢,通关骑兵试炼 第4关,155,1,4,4,0,91000001,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200030001,2,3,神器升星,bg_huodong_qr2.png,开服狂欢,单个武将神器累计 2星,141,1,2,0,0,91000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200030002,2,3,神器升星,bg_huodong_qr2.png,开服狂欢,单个武将神器累计 4星,141,1,4,0,0,91000002,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200030003,2,3,神器升星,bg_huodong_qr2.png,开服狂欢,单个武将神器累计 6星,141,1,6,0,0,91000002,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200030004,2,3,神器升星,bg_huodong_qr2.png,开服狂欢,单个武将神器累计 8星,141,1,8,0,0,91000002,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200030005,2,3,神器升星,bg_huodong_qr2.png,开服狂欢,单个武将神器累计 10星,141,1,10,0,0,91000002,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200030006,2,3,神器升星,bg_huodong_qr2.png,开服狂欢,单个武将神器累计 11星,141,1,11,0,0,91000002,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200030007,2,3,神器升星,bg_huodong_qr2.png,开服狂欢,单个武将神器累计 12星,141,1,12,0,0,91000002,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,518400,0,86400,86400,0,0,1,1
200040001,2,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,60000231,50000,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,0,9,518400,0,86400,86400,0,0,1,0
200050001,2,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,60000215,2,0,0,0,0,0,0,91000002,1620,0,0,0,0,0,0,1620,810,0,1,9,518400,0,86400,86400,0,0,1,0
300010001,3,1,每日福利,bg_huodong_qr2.png,开服狂欢,充值1次30元档(不含幸运礼包),73,1,5,0,0,91000001,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300010002,3,1,每日福利,bg_huodong_qr2.png,开服狂欢,登录游戏,129,1,0,0,0,91000032,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020001,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 50次,2,50,0,0,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020002,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 100次,2,100,0,0,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020003,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 120次,2,120,0,0,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020004,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 150次,2,150,0,0,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020005,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 200次,2,200,0,0,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020006,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 300次,2,300,0,0,0,91000002,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020007,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 400次,2,400,0,0,0,91000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020008,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 500次,2,500,0,0,0,91000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300020009,3,2,剧情通关,bg_huodong_qr2.png,开服狂欢,剧情副本通关 600次,2,600,0,0,0,91000002,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030001,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 30次,128,30,0,0,0,91000001,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030002,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 50次,128,50,0,0,0,91000001,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030003,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 80次,128,80,0,0,0,91000001,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030004,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 100次,128,100,0,0,0,91000001,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030005,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 150次,128,150,0,0,0,91000001,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030006,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 200次,128,200,0,0,0,91000001,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030007,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 250次,128,250,0,0,0,91000001,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030008,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 300次,128,300,0,0,0,91000001,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030009,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 350次,128,350,0,0,0,91000001,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030010,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 400次,128,400,0,0,0,91000001,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030011,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 450次,128,450,0,0,0,91000001,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300030012,3,3,统兵练兵,bg_huodong_qr2.png,开服狂欢,任意武将统兵练兵 500次,128,500,0,0,0,91000001,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,432000,0,86400,86400,0,1,1,1
300040001,3,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,91000027,10000,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,0,10,432000,0,86400,86400,0,0,1,0
300050001,3,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,91000032,5000,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,1,10,432000,0,86400,86400,0,0,1,0
400010001,4,1,每日福利,bg_huodong_qr2.png,开服狂欢,累计充值500元宝,60,500,0,0,0,91000001,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,1,1,1
400010002,4,1,每日福利,bg_huodong_qr2.png,开服狂欢,登录游戏,129,1,0,0,0,91000033,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,1,1,1
400020001,4,2,军团副本,bg_huodong_qr2.png,开服狂欢,参与军团副本 3次,137,3,0,0,0,91000025,60,91000001,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400020002,4,2,军团副本,bg_huodong_qr2.png,开服狂欢,参与军团副本 6次,137,6,0,0,0,91000025,120,91000001,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400020003,4,2,军团副本,bg_huodong_qr2.png,开服狂欢,参与军团副本 9次,137,9,0,0,0,91000025,180,91000001,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400020004,4,2,军团副本,bg_huodong_qr2.png,开服狂欢,参与军团副本 12次,137,12,0,0,0,91000025,240,91000001,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400020005,4,2,军团副本,bg_huodong_qr2.png,开服狂欢,参与军团副本 15次,137,15,0,0,0,91000025,300,91000001,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400020006,4,2,军团副本,bg_huodong_qr2.png,开服狂欢,参与军团副本 18次,137,18,0,0,0,91000025,360,91000001,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400020007,4,2,军团副本,bg_huodong_qr2.png,开服狂欢,参与军团副本 21次,137,21,0,0,0,91000025,420,91000001,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,1,86400,86400,0,0,1,1
400030001,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 1名5星武将,5,1,0,0,5,91000002,50,30101000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030002,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 2名5星武将,5,2,0,0,5,91000002,50,30101000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030003,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 3名5星武将,5,3,0,0,5,91000002,50,30101000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030004,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 4名5星武将,5,4,0,0,5,91000002,50,30101000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030005,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 5名5星武将,5,5,0,0,5,91000002,50,30101000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030006,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 1名6星武将,5,1,0,0,6,91000002,100,30101000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030007,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 2名6星武将,5,2,0,0,6,91000002,100,30101000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030008,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 3名6星武将,5,3,0,0,6,91000002,100,30101000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030009,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 4名6星武将,5,4,0,0,6,91000002,100,30101000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030010,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 5名6星武将,5,5,0,0,6,91000002,100,30101000,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030011,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 1名7星武将,5,1,0,0,7,91000002,200,30101000,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030012,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 2名7星武将,5,2,0,0,7,91000002,200,30101000,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030013,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 3名7星武将,5,3,0,0,7,91000002,200,30101000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030014,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 4名7星武将,5,4,0,0,7,91000002,200,30101000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400030015,4,3,武将升星,bg_huodong_qr2.png,开服狂欢,拥有 5名7星武将,5,5,0,0,7,91000002,200,30101000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,345600,0,86400,86400,0,0,1,1
400040001,4,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,60000222,10,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,0,11,345600,0,86400,86400,0,0,1,0
400050001,4,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,30101000,400,0,0,0,0,0,0,91000002,1200,0,0,0,0,0,0,1200,600,0,1,11,345600,0,86400,86400,0,0,1,0
500010001,5,1,每日福利,bg_huodong_qr2.png,开服狂欢,充值1次98元档(不含幸运礼包),73,1,4,0,0,91000001,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500010002,5,1,每日福利,bg_huodong_qr2.png,开服狂欢,登录游戏,129,1,0,0,0,60000231,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020001,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 7个敌军,152,7,1,0,0,91000023,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020002,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 13个敌军,152,13,1,0,0,91000023,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020003,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 20个敌军,152,20,1,0,0,91000023,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020004,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 26个敌军,152,26,1,0,0,91000023,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020005,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 33个敌军,152,33,1,0,0,91000023,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020006,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 39个敌军,152,39,1,0,0,91000023,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020007,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 45个敌军,152,45,1,0,0,91000023,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020008,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 50个敌军,152,50,1,0,0,91000023,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
