skill_id,skill_name,type_show,skill_level,skill_mer,skill_china,skill_description,skill_value_type1,skill_count1,skill_value_type2,skill_count2,skill_value_type3,skill_count3,skill_value_type4,skill_count4,skill_add_type,skill_add_value,skill_type,skill_sub_type,attack_before,attack_after,skill_range,skill_scope,skill_scope2,skill_object,skill_energy,buff_type1,buff_pro1,buff_type2,buff_pro2,buff_type3,buff_pro3,lua_name,skill_icon,storageeffect,sound,hit_sound,skill_sound,showpanel,blacktime,lighteffect,storageturn,army_effecttype_skill,army_effect_skill,army_effect_skill_speed,showtop_effect,attack_chant
100302,天堂之戟,神术,1,1,神术技能,对前方近战范围内目标造成300%神术伤害,1001,20000,0,0,0,0,0,0,0,0,8,0,300,500,60,60,0,0,0,0,0,0,0,0,0,a100302,100302,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
100303,针锋相对,神术,1,1,神术技能,嘲讽目标攻击自己，并使双方受到的所有伤害提高100%,0,0,0,0,0,0,0,0,0,0,8,0,300,500,300,0,0,0,0,11032,10000,21034,10000,11033,10000,a100303,100303,0,0,0,0,0,0,0,0,0,0,0,4444,0
100304,神格降临,神术,1,1,神术技能,变身成为复仇天使，防御提升100%，持续10秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,300,0,0,1,0,21031,10000,0,0,0,0,a100304,100304,3333,Skill/1003_final,0,Hero/VO_1003_final,3,0,0,0,0,0,0,0,0
100305,真身现世,被动,1,1,被动触发技能,变身时，对自身周围1000码范围内所有敌方单位造成100%神术伤害,0,0,0,0,0,0,0,0,0,0,2,0,300,500,300,1000,0,0,0,0,0,0,0,0,0,p100305,100303,0,0,0,0,0,0,0,0,0,0,0,0,0
100400,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a100400,100400,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
100401,虚荣,神术,1,1,神术技能,移除本方全体负面增益效果,0,0,0,0,0,0,0,0,0,0,8,0,300,500,0,0,0,0,0,0,0,0,0,0,0,a100401,100401,0,0,0,0,0,0,0,0,0,0,0,4444,0
100402,蔑视,神术,1,1,神术技能,自身所有伤害提高50%，持续8秒。,0,0,0,0,0,0,0,0,0,0,8,0,300,500,0,0,0,0,0,21042,10000,0,0,0,0,a100402,100402,0,0,0,0,0,0,0,0,0,0,0,0,0
100403,神圣之躯,光环,1,1,光环,本方全体受到的物理伤害降低20%,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,0,0,3001,10000,0,0,0,0,p100403,100403,0,0,0,0,0,0,0,0,0,0,0,0,0
100404,神光普照,神术,1,1,神术技能,提升本方全体单位40%物理、魔法伤害加深，持续8秒，并敌方全体部队造成300%神术伤害,1001,20000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,11041,10000,0,0,0,0,a100404,100404,3333,Skill/1004_final,0,Hero/VO_1004_final,5,0,0,0,0,0,0,0,0
100405,化身,被动,1,1,被动触发技能,当一个己方目标受到致命伤时，损失自己一半的生命值，恢复其全部生命值,0,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,1,0,0,0,0,0,0,0,p301001,100403,0,0,0,0,0,0,0,0,0,0,0,0,0
100500,射击,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a100500,100500,0,Skill/fire,0,0,0,0,0,0,0,0,0,0,0
100501,开花弹,物理,1,1,物理技能,对目标部队造成三次70%物理伤害,1001,-3000,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a100501,100501,0,Skill/fire,0,0,0,0,0,0,0,0,0,4444,0
100502,快速装填,物理,1,1,物理技能,提高自身200%攻击速度，持续4秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,0,0,21051,10000,0,0,0,0,a100502,100502,0,0,0,0,0,0,0,0,0,0,0,4444,0
100503,火药加倍,物理,1,1,物理技能,提高自身50%物理暴击率，持续4秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,0,0,21052,10000,0,0,0,0,a100503,100503,0,0,0,0,0,0,0,0,0,0,0,4444,0
100504,拿手好戏,物理,1,1,物理技能,对敌方生命最低的部队，造成300%物理伤害,1001,20000,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a100504,100504,3333,Skill/1005_final,0,Hero/VO_1005_final,5,0,0,0,0,0,0,0,0
100600,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a100600,100600,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
100601,毁灭一指,魔法,1,1,魔法技能,你发出负能量使目标部队承受痛苦，造成190%魔法伤害,1001,9000,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a100601,100601,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
100602,生命分流,魔法,1,1,魔法技能,自己失去一部分生命，增加100能量,0,0,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,0,0,0,0,0,0,0,0,a100602,100602,0,0,0,0,0,0,0,0,0,0,0,4444,0
100603,腐化,光环,1,1,光环,降低敌方全体10%物理伤害减免,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,0,0,3002,10000,0,0,0,0,p100603,100603,0,0,0,0,0,0,0,0,0,0,0,0,0
100604,灵魂链接,魔法,1,1,魔法技能,链接本方全体部队，共同分摊受到的伤害，并增加20%物理伤害减伤，持续10秒,0,0,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,11063,10000,11064,10000,0,0,a100604,100604,3333,Skill/1006_final,0,Hero/VO_1006_final,4,0,0,0,0,0,0,0,2000
100700,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a100700,100700,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
100701,恶魔之力,魔法,1,1,魔法技能,自身每秒回复50点能量，持续6秒,0,0,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,0,0,21071,10000,0,0,0,0,a100701,100701,0,0,0,0,0,0,0,0,0,0,0,4444,0
100702,异教徒,被动,1,1,被动天赋加成,魔法伤害提高10%,33,1000,0,0,0,0,0,0,0,0,1,0,300,500,500,0,0,0,0,21072,10000,0,0,0,0,p100702,100702,0,0,0,0,0,0,0,0,0,0,0,0,0
100704,末日陨石,魔法,1,1,魔法技能,召唤3波陨石雨攻击敌方目标，每波造成150%魔法伤害，持续6秒,1001,2000,0,0,0,0,0,0,0,0,4,0,300,500,500,800,0,1,0,0,0,0,0,0,0,a100704,100704,3333,Skill/1007_final,0,Hero/VO_1007_final,5,0,0,0,0,0,0,0,2000
100800,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a100800,100800,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
100801,梦魇,神术,1,1,神术技能,对目标造成100%神术伤害，并有20%几率回复自身200点能量,1001,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a100801,100801,0,0,0,0,0,0,0,0,0,0,0,4444,0
100802,灵能窃取,神术,1,1,神术技能,偷取目标200点能量,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a100802,100802,0,0,0,0,0,0,0,0,0,0,0,4444,0
100803,灵能光环,光环,1,1,光环,所有伤害减免提高10%,25,1000,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,0,0,3003,10000,0,0,0,0,p100803,100803,0,0,0,0,0,0,0,0,0,0,0,0,0
100804,灵能灌注,神术,1,1,神术技能,给予己方魔法攻击最大的部队，增加1000点能量，并提升20%魔法伤害加深，持续4秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,11083,10000,0,0,0,0,a100804,100804,3333,Skill/1008_final,0,Hero/VO_1008_final,3,0,0,0,0,0,0,0,0
100900,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a100900,100900,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
100901,空间扭曲,神术,1,1,神术技能,对目标造成220%神术伤害，并降低目标100%攻击速度，持续10秒,1001,12000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,11092,10000,0,0,0,0,a100901,100901,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
100902,末日嚎叫,神术,1,1,神术技能,降低敌方全体物防魔防20%持续10秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,11093,10000,0,0,0,0,a100902,100902,0,0,0,0,0,0,0,0,0,0,0,0,0
100903,邪恶光环,光环,1,1,光环,降低敌方10%伤害，并提高己方10%伤害,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,0,0,3004,10000,3005,10000,0,0,p100903,100903,0,0,0,0,0,0,0,0,0,0,0,0,0
100904,安魂曲,神术,1,1,神术技能,恐惧敌方全体部队，驱散其所有增益效果并造成300%神术伤害，持续4秒,1001,20000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,11091,10000,0,0,0,0,a100904,100904,3333,Skill/1009_final,0,Hero/VO_1009_final,5,0,0,0,0,0,0,0,0
100905,抚魂曲,被动,1,1,被动触发技能,释放安魂曲时同时增加一个100%伤害加深效果,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p301001,100903,0,0,0,0,0,0,0,0,0,0,0,0,0
101000,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a101000,101000,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
101001,致残,物理,1,1,物理技能,对目标造成1次160%物理伤害，使其在6秒内受到的物理伤害增加30%,1001,6000,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,11101,10000,0,0,0,0,a101001,101001,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
101002,破甲,被动,1,1,被动天赋加成,增加500点物理穿透,19,500,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,21102,10000,0,0,0,0,p101002,101002,0,0,0,0,0,0,0,0,0,0,0,0,0
101004,暗杀,物理,1,1,物理技能,瞬移至敌方生命最低部队后方，并对其造成300%物理伤害,1001,20000,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a101004,101004,3333,Skill/1010_final,0,Hero/VO_1010_final,5,0,0,0,0,0,0,0,0
101100,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a101100,101100,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
101101,佯攻,魔法,1,1,魔法技能,对目标发动一次佯攻造成190%魔法伤害，并增加自身20%魔法伤害，持续7秒,1001,9000,0,0,0,0,0,0,0,0,4,0,300,500,300,0,0,1,0,21111,10000,0,0,0,0,a101101,101101,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
101102,控影大师,被动,1,1,被动天赋加成,影杀阵无视目标20%的魔法防御,0,0,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,11112,10000,0,0,0,0,p101102,101102,0,0,0,0,0,0,0,0,0,0,0,0,0
101103,华丽谢幕,被动,1,1,被动触发技能,死亡时自动触发一次影杀阵,5,1,0,0,0,0,0,0,0,0,2,0,300,500,0,500,0,0,0,0,0,0,0,0,0,p101103,101103,0,0,0,0,0,0,0,0,0,0,0,0,0
101104,影杀阵,魔法,1,1,魔法技能,召唤多个分身对范围内的敌方部队造成250%魔法伤害,1001,15000,0,0,0,0,0,0,0,0,4,0,300,500,300,500,0,1,0,0,0,0,0,0,0,a101104,101104,3333,Skill/1011_final,0,Hero/VO_1011_final,5,0,0,0,0,0,0,0,0
200100,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a200100,200100,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
200101,破甲,物理,1,1,物理技能,重创目标护甲使其受到的物理伤害增加40%，持续8秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,12011,10000,0,0,0,0,a200101,200101,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
200102,恶咒附身,物理,1,1,物理技能,降低目标2%基础属性，效果可叠加5次,0,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,12012,10000,0,0,0,0,a200102,200102,0,0,0,0,0,0,0,0,0,0,0,4444,0
200103,欺凌,被动,1,1,被动触发技能,对生命值低于30%的目标造成的伤害增加60%,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p200103,200103,0,0,0,0,0,0,0,0,0,0,0,0,0
200104,黄昏一击,物理,1,1,物理技能,对目标部队造成400%物理伤害，如果击杀目标，则恐惧其周围部队，持续6秒,1001,30000,0,0,0,0,0,0,0,0,3,0,300,500,60,300,0,1,0,12014,10000,0,0,0,0,a200104,200104,3333,Skill/2001_final,0,Hero/VO_2001_final,5,0,0,0,0,0,0,0,0
200200,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a200200,200200,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
200201,米迦勒之剑,神术,1,1,神术技能,召唤星屑之刃攻击对方全体，每把星屑之刃造成220%神术伤害,1001,12000,0,0,0,0,0,0,0,0,8,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a200201,200201,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
200202,众神眷顾,被动,1,1,被动天赋加成,受到的所有伤害降低30%,25,3000,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p200202,200202,0,0,0,0,0,0,0,0,0,0,0,0,0
200203,净化光环,光环,1,1,光环,受到的神术伤害提高30%,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,0,0,3006,10000,0,0,0,0,p200203,200203,0,0,0,0,0,0,0,0,0,0,0,0,0
200204,净世,神术,1,1,神术技能,对周围敌方造成300%神术伤害，并给予周围己方单位无敌效果，同时提升50%伤害加深，100%移速，持续4秒,1001,20000,0,0,0,0,0,0,0,0,8,0,300,500,300,200,0,1,0,22021,10000,0,0,0,0,a200204,200204,3333,Skill/2002_final,0,Hero/VO_2002_final,5,0,0,0,0,0,0,0,0
200205,神格,被动,1,1,被动天赋加成,净世的增益效果时间延长2秒,0,0,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p301001,200203,0,0,0,0,0,0,0,0,0,0,0,0,0
200300,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a200300,200300,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
200301,灵能冲击,神术,1,1,神术技能,对敌方单体目标造成190%神术伤害,1001,9000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a200301,200301,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
200302,净化,神术,1,1,神术技能,随机净化一个己方单位，驱散一个减益效果,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a200302,200302,0,0,0,0,0,0,0,0,0,0,0,4444,0
200303,预知,被动,1,1,被动触发技能,生命值首次降低到30%以下时，触发无敌效果，持续5秒，一场战斗只能触发一次,2,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,22032,10000,0,0,0,0,p200303,200303,0,0,0,0,0,0,0,0,0,0,0,0,0
200304,灵能转移,神术,1,1,神术技能,提升本方全体200点能量，并降低敌方全体200点能量,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,12033,10000,0,0,0,0,a200304,200304,3333,Skill/2003_final,0,Hero/VO_2003_final,2,0,0,0,0,0,0,0,0
200400,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a200400,200400,0,Skill/bowshot,0,0,0,0,0,0,0,0,0,0,0
200401,赐福,被动,1,1,被动天赋加成,自然恢复的治疗效果增加1000点,0,0,0,0,0,0,0,0,0,0,1,0,300,0,0,0,0,0,0,0,0,0,0,0,0,p200401,200401,0,0,0,0,0,0,0,0,0,0,0,0,0
200404,自然恢复,神术,1,1,神术技能,治疗本方生命最低的部队4次每次恢复50%神术生命,1001,10000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a200404,200404,3333,Skill/2004_final,0,Hero/VO_2004_final,6,0,0,0,0,0,0,0,0
200500,顺劈斩,物理,1,1,普通攻击,对周围敌方部队造成物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a200500,200500,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
200501,血战到底,被动,1,1,被动触发技能,当生命低于5%时，获得无敌持续6秒，每场战斗可用一次,2,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,22051,10000,0,0,0,0,p200501,200501,0,0,0,0,0,0,0,0,0,0,0,0,0
200502,战舞,物理,1,1,物理技能,增加自身50%攻速，持续4秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,0,0,22052,10000,0,0,0,0,a200502,200502,0,0,0,0,0,0,0,0,0,0,0,4444,0
200503,战斗专家,被动,1,1,被动触发技能,每10秒一次，增加自身5%物理伤害加深，可叠加20次,6,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,22053,10000,0,0,0,0,p200503,200503,0,0,0,0,0,0,0,0,0,0,0,0,0
200504,愤怒咆哮,物理,1,1,物理技能,连续怒吼3次，每次对周围敌方造成100%物理伤害，每次怒吼有几率昏迷目标1秒,1001,0,0,0,0,0,0,0,0,0,3,0,300,500,60,200,0,1,0,12054,3000,0,0,0,0,a200504,200504,3333,Skill/2005_final,0,Hero/VO_2005_final,5,0,0,0,0,0,0,0,0
200600,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,20,0,0,1,0,0,0,0,0,0,0,a200600,200600,0,Skill/hammer,0,0,0,0,0,0,0,0,0,0,0
200601,战锤对决,物理,1,1,物理技能,召唤神锤对目标造成130%物理伤害,1001,3000,0,0,0,0,0,0,0,0,3,0,300,500,250,0,0,1,0,0,0,0,0,0,0,a200601,200601,0,Skill/hammer,0,0,0,0,0,0,0,0,0,4444,0
200604,勇气护盾,物理,1,1,物理技能,给予自身一个100%物理格挡的护盾，持续8秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,0,0,22061,10000,0,0,0,0,a200604,200604,3333,Skill/2006_final,0,Hero/VO_2006_final,3,0,0,0,0,0,0,0,0
200700,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a200700,200700,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
200701,夜魔飞袭,被动,1,1,被动触发技能,战斗开始时，冲锋对手对其造成400%魔法伤害,6,1,1001,30000,0,0,0,0,0,0,2,0,300,500,1000,0,0,1,0,0,0,0,0,0,0,p200701,200701,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
200702,汲取,被动,1,1,被动触发技能,造成伤害的10%转变为对自身治疗生命,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p200702,200702,0,0,0,0,0,0,0,0,0,0,0,0,0
200703,无光之盾,被动,1,1,被动天赋加成,增加自身15%物理、魔法伤害减免,23,1500,24,1500,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,22071,10000,0,0,0,0,p200703,200703,0,0,0,0,0,0,0,0,0,0,0,0,0
200704,暗月,魔法,1,1,魔法技能,快速的冲击面前的敌人三次，每次对其造成200%魔法伤害，并击退目标,1001,10000,0,0,0,0,0,0,0,0,4,0,300,500,60,0,0,1,0,0,0,0,0,0,0,a200704,200704,3333,Skill/2007_final,0,Hero/VO_2007_final,5,0,0,0,0,0,0,0,2000
200800,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a200800,200800,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
200801,冰锥术,魔法,1,1,魔法技能,一片冷空气从你手中发出，对范围内敌方造成190%魔法伤害，并降低其25%攻速，持续6秒,1001,9000,0,0,0,0,0,0,0,0,4,0,300,500,500,800,500,1,0,12081,10000,0,0,0,0,a200801,200801,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,2000
200802,寒冰甲,被动,1,1,被动触发技能,微薄的冰霜环绕在部队周围。每次受到攻击时，对目标反伤5%魔法伤害,2,1,0,0,0,0,0,0,0,0,2,0,300,500,500,0,0,0,0,22082,10000,0,0,0,0,p200802,200802,0,0,0,0,0,0,0,0,0,0,0,4444,0
200803,辉煌光环,光环,1,1,光环,每10秒回复10点能量。,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,0,0,3007,10000,0,0,0,0,p200803,200803,0,0,0,0,0,0,0,0,0,0,0,0,0
200804,冰霜风暴,魔法,1,1,魔法技能,召唤冰雹对周围敌方部队造成325%魔法伤害，并有75%几率冰冻目标2个部队，持续2秒,1001,22500,0,0,0,0,0,0,0,0,4,0,300,500,500,800,0,1,0,12084,7500,0,0,0,0,a200804,200804,3333,Skill/2008_final,0,Hero/VO_2008_final,5,0,0,0,0,0,0,0,2000
200900,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a200900,200900,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
200901,原力闪电,魔法,1,1,魔法技能,召唤一道闪电攻击敌方部队，造成190%魔法伤害，并昏迷2秒,1001,9000,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,12091,1000,0,0,0,0,a200901,200901,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
200902,原力精通,被动,1,1,被动触发技能,原力释放召唤的闪电增加2道,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p200902,200902,0,0,0,0,0,0,0,0,0,0,0,0,0
200903,原力光环,光环,1,1,光环,增加500点魔法伤害,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,0,0,3008,10000,0,0,0,0,p200903,200903,0,0,0,0,0,0,0,0,0,0,0,0,0
200904,原力释放,魔法,1,1,魔法技能,召唤8道闪电轰击敌方部队，闪电造成140%魔法伤害，并有50%、20%、10%几率造成2倍、3倍、4倍伤害,1001,4000,0,0,0,0,0,0,0,0,4,0,300,500,500,500,0,1,0,0,0,0,0,0,0,a200904,200904,3333,Skill/2009_final,0,Hero/VO_2009_final,5,0,0,0,0,0,0,0,2000
