upgrad_id,equip_lv,cost_type1,cost_num1,reborn_item,reborn_num
100002,124,91000001,8470,91000001,344670
100002,125,91000001,8610,91000001,353140
100002,126,91000001,8750,91000001,361750
100002,127,91000001,8890,91000001,370500
100002,128,91000001,9030,91000001,379390
100002,129,91000001,9180,91000001,388420
100002,130,91000001,9320,91000001,397600
100002,131,91000001,9460,91000001,406920
100002,132,91000001,9610,91000001,416380
100002,133,91000001,9760,91000001,425990
100002,134,91000001,9910,91000001,435750
100002,135,91000001,10060,91000001,445660
100002,136,91000001,10210,91000001,455720
100002,137,91000001,10360,91000001,465930
100002,138,91000001,10510,91000001,476290
100002,139,91000001,10660,91000001,486800
100002,140,91000001,10820,91000001,497460
100002,141,91000001,10980,91000001,508280
100002,142,91000001,11130,91000001,519260
100002,143,91000001,11290,91000001,530390
100002,144,91000001,11450,91000001,541680
100002,145,91000001,11610,91000001,553130
100002,146,91000001,11770,91000001,564740
100002,147,91000001,11940,91000001,576510
100002,148,91000001,12100,91000001,588450
100002,149,91000001,12270,91000001,600550
100002,150,91000001,12430,91000001,612820
100002,151,91000001,12600,91000001,625250
100002,152,91000001,12770,91000001,637850
100002,153,91000001,12940,91000001,650620
100002,154,91000001,13110,91000001,663560
100002,155,91000001,13280,91000001,676670
100002,156,91000001,13450,91000001,689950
100002,157,91000001,13630,91000001,703400
100002,158,91000001,13800,91000001,717030
100002,159,91000001,13980,91000001,730830
100002,160,91000001,14160,91000001,744810
100002,161,91000001,14330,91000001,758970
100002,162,91000001,14510,91000001,773300
100002,163,91000001,14690,91000001,787810
100002,164,91000001,14880,91000001,802500
100002,165,91000001,15060,91000001,817380
100002,166,91000001,15240,91000001,832440
100002,167,91000001,15430,91000001,847680
100002,168,91000001,15620,91000001,863110
100002,169,91000001,15800,91000001,878730
100002,170,91000001,15990,91000001,894530
100002,171,91000001,16180,91000001,910520
100002,172,91000001,16370,91000001,926700
100002,173,91000001,16560,91000001,943070
100002,174,91000001,16760,91000001,959630
100002,175,91000001,16950,91000001,976390
100002,176,91000001,17150,91000001,993340
100002,177,91000001,17340,91000001,1010490
100002,178,91000001,17540,91000001,1027830
100002,179,91000001,17740,91000001,1045370
100002,180,91000001,17940,91000001,1063110
100002,181,91000001,18140,91000001,1081050
100002,182,91000001,18340,91000001,1099190
100002,183,91000001,18550,91000001,1117530
100002,184,91000001,18750,91000001,1136080
100002,185,91000001,18950,91000001,1154830
100002,186,91000001,19160,91000001,1173780
100002,187,91000001,19370,91000001,1192940
100002,188,91000001,19580,91000001,1212310
100002,189,91000001,19790,91000001,1231890
100002,190,91000001,20000,91000001,1251680
100002,191,91000001,20210,91000001,1271680
100002,192,91000001,20420,91000001,1291890
100002,193,91000001,20640,91000001,1312310
100002,194,91000001,20850,91000001,1332950
100002,195,91000001,21070,91000001,1353800
100002,196,91000001,21290,91000001,1374870
100002,197,91000001,21510,91000001,1396160
100002,198,91000001,21730,91000001,1417670
100002,199,91000001,21950,91000001,1439400
100002,200,91000001,22170,91000001,1461350
100003,1,91000001,10,91000001,10000
100003,2,91000001,10,91000001,10010
100003,3,91000001,10,91000001,10020
100003,4,91000001,10,91000001,10030
100003,5,91000001,20,91000001,10040
100003,6,91000001,30,91000001,10060
100003,7,91000001,40,91000001,10090
100003,8,91000001,50,91000001,10130
100003,9,91000001,60,91000001,10180
100003,10,91000001,70,91000001,10240
100003,11,91000001,90,91000001,10310
100003,12,91000001,110,91000001,10400
100003,13,91000001,130,91000001,10510
100003,14,91000001,150,91000001,10640
100003,15,91000001,170,91000001,10790
100003,16,91000001,190,91000001,10960
100003,17,91000001,220,91000001,11150
100003,18,91000001,250,91000001,11370
100003,19,91000001,280,91000001,11620
100003,20,91000001,310,91000001,11900
100003,21,91000001,340,91000001,12210
100003,22,91000001,380,91000001,12550
100003,23,91000001,410,91000001,12930
100003,24,91000001,450,91000001,13340
100003,25,91000001,490,91000001,13790
100003,26,91000001,530,91000001,14280
100003,27,91000001,570,91000001,14810
100003,28,91000001,620,91000001,15380
100003,29,91000001,660,91000001,16000
100003,30,91000001,710,91000001,16660
100003,31,91000001,760,91000001,17370
100003,32,91000001,810,91000001,18130
100003,33,91000001,870,91000001,18940
100003,34,91000001,920,91000001,19810
100003,35,91000001,980,91000001,20730
100003,36,91000001,1030,91000001,21710
100003,37,91000001,1090,91000001,22740
100003,38,91000001,1160,91000001,23830
100003,39,91000001,1220,91000001,24990
100003,40,91000001,1280,91000001,26210
100003,41,91000001,1350,91000001,27490
100003,42,91000001,1420,91000001,28840
100003,43,91000001,1490,91000001,30260
100003,44,91000001,1560,91000001,31750
100003,45,91000001,1630,91000001,33310
100003,46,91000001,1710,91000001,34940
100003,47,91000001,1780,91000001,36650
100003,48,91000001,1860,91000001,38430
100003,49,91000001,1940,91000001,40290
100003,50,91000001,2020,91000001,42230
100003,51,91000001,2100,91000001,44250
100003,52,91000001,2190,91000001,46350
100003,53,91000001,2280,91000001,48540
100003,54,91000001,2360,91000001,50820
100003,55,91000001,2450,91000001,53180
100003,56,91000001,2550,91000001,55630
100003,57,91000001,2640,91000001,58180
100003,58,91000001,2730,91000001,60820
100003,59,91000001,2830,91000001,63550
100003,60,91000001,2930,91000001,66380
100003,61,91000001,3030,91000001,69310
100003,62,91000001,3130,91000001,72340
100003,63,91000001,3230,91000001,75470
100003,64,91000001,3340,91000001,78700
100003,65,91000001,3440,91000001,82040
100003,66,91000001,3550,91000001,85480
100003,67,91000001,3660,91000001,89030
100003,68,91000001,3770,91000001,92690
100003,69,91000001,3890,91000001,96460
100003,70,91000001,4000,91000001,100350
100003,71,91000001,4120,91000001,104350
100003,72,91000001,4240,91000001,108470
100003,73,91000001,4360,91000001,112710
100003,74,91000001,4480,91000001,117070
100003,75,91000001,4600,91000001,121550
100003,76,91000001,4730,91000001,126150
100003,77,91000001,4860,91000001,130880
100003,78,91000001,4980,91000001,135740
100003,79,91000001,5110,91000001,140720
100003,80,91000001,5250,91000001,145830
100003,81,91000001,5380,91000001,151080
100003,82,91000001,5510,91000001,156460
100003,83,91000001,5650,91000001,161970
100003,84,91000001,5790,91000001,167620
100003,85,91000001,5930,91000001,173410
100003,86,91000001,6070,91000001,179340
100003,87,91000001,6220,91000001,185410
100003,88,91000001,6360,91000001,191630
100003,89,91000001,6510,91000001,197990
100003,90,91000001,6660,91000001,204500
100003,91,91000001,6810,91000001,211160
100003,92,91000001,6960,91000001,217970
100003,93,91000001,7110,91000001,224930
100003,94,91000001,7270,91000001,232040
100003,95,91000001,7420,91000001,239310
100003,96,91000001,7580,91000001,246730
100003,97,91000001,7740,91000001,254310
100003,98,91000001,7910,91000001,262050
100003,99,91000001,8070,91000001,269960
100003,100,91000001,8230,91000001,278030
100003,101,91000001,8400,91000001,286260
100003,102,91000001,8570,91000001,294660
100003,103,91000001,8740,91000001,303230
100003,104,91000001,8910,91000001,311970
100003,105,91000001,9090,91000001,320880
100003,106,91000001,9260,91000001,329970
100003,107,91000001,9440,91000001,339230
100003,108,91000001,9620,91000001,348670
100003,109,91000001,9800,91000001,358290
100003,110,91000001,9980,91000001,368090
100003,111,91000001,10160,91000001,378070
100003,112,91000001,10350,91000001,388230
100003,113,91000001,10540,91000001,398580
100003,114,91000001,10730,91000001,409120
100003,115,91000001,10920,91000001,419850
100003,116,91000001,11110,91000001,430770
100003,117,91000001,11300,91000001,441880
100003,118,91000001,11500,91000001,453180
100003,119,91000001,11700,91000001,464680
100003,120,91000001,11890,91000001,476380
100003,121,91000001,12100,91000001,488270
100003,122,91000001,12300,91000001,500370
100003,123,91000001,12500,91000001,512670
100003,124,91000001,12710,91000001,525170
100003,125,91000001,12910,91000001,537880
100003,126,91000001,13120,91000001,550790
100003,127,91000001,13330,91000001,563910
100003,128,91000001,13550,91000001,577240
100003,129,91000001,13760,91000001,590790
100003,130,91000001,13980,91000001,604550
100003,131,91000001,14190,91000001,618530
100003,132,91000001,14410,91000001,632720
100003,133,91000001,14630,91000001,647130
100003,134,91000001,14860,91000001,661760
100003,135,91000001,15080,91000001,676620
100003,136,91000001,15310,91000001,691700
100003,137,91000001,15530,91000001,707010
100003,138,91000001,15760,91000001,722540
100003,139,91000001,15990,91000001,738300
100003,140,91000001,16230,91000001,754290
100003,141,91000001,16460,91000001,770520
100003,142,91000001,16700,91000001,786980
100003,143,91000001,16930,91000001,803680
100003,144,91000001,17170,91000001,820610
100003,145,91000001,17410,91000001,837780
100003,146,91000001,17660,91000001,855190
100003,147,91000001,17900,91000001,872850
100003,148,91000001,18150,91000001,890750
100003,149,91000001,18400,91000001,908900
100003,150,91000001,18640,91000001,927300
100003,151,91000001,18900,91000001,945940
100003,152,91000001,19150,91000001,964840
100003,153,91000001,19400,91000001,983990
100003,154,91000001,19660,91000001,1003390
100003,155,91000001,19920,91000001,1023050
100003,156,91000001,20180,91000001,1042970
100003,157,91000001,20440,91000001,1063150
100003,158,91000001,20700,91000001,1083590
100003,159,91000001,20960,91000001,1104290
100003,160,91000001,21230,91000001,1125250
100003,161,91000001,21500,91000001,1146480
100003,162,91000001,21770,91000001,1167980
100003,163,91000001,22040,91000001,1189750
100003,164,91000001,22310,91000001,1211790
100003,165,91000001,22590,91000001,1234100
100003,166,91000001,22860,91000001,1256690
100003,167,91000001,23140,91000001,1279550
100003,168,91000001,23420,91000001,1302690
100003,169,91000001,23700,91000001,1326110
100003,170,91000001,23980,91000001,1349810
100003,171,91000001,24270,91000001,1373790
100003,172,91000001,24560,91000001,1398060
100003,173,91000001,24840,91000001,1422620
100003,174,91000001,25130,91000001,1447460
100003,175,91000001,25420,91000001,1472590
100003,176,91000001,25720,91000001,1498010
100003,177,91000001,26010,91000001,1523730
100003,178,91000001,26310,91000001,1549740
100003,179,91000001,26610,91000001,1576050
100003,180,91000001,26910,91000001,1602660
100003,181,91000001,27210,91000001,1629570
100003,182,91000001,27510,91000001,1656780
100003,183,91000001,27820,91000001,1684290
100003,184,91000001,28120,91000001,1712110
100003,185,91000001,28430,91000001,1740230
100003,186,91000001,28740,91000001,1768660
100003,187,91000001,29050,91000001,1797400
100003,188,91000001,29360,91000001,1826450
100003,189,91000001,29680,91000001,1855810
100003,190,91000001,30000,91000001,1885490
100003,191,91000001,30310,91000001,1915490
100003,192,91000001,30630,91000001,1945800
100003,193,91000001,30960,91000001,1976430
100003,194,91000001,31280,91000001,2007390
100003,195,91000001,31600,91000001,2038670
100003,196,91000001,31930,91000001,2070270
100003,197,91000001,32260,91000001,2102200
100003,198,91000001,32590,91000001,2134460
100003,199,91000001,32920,91000001,2167050
100003,200,91000001,33250,91000001,2199970
100004,1,91000001,10,91000001,50000
100004,2,91000001,10,91000001,50010
100004,3,91000001,10,91000001,50020
100004,4,91000001,20,91000001,50030
100004,5,91000001,30,91000001,50050
100004,6,91000001,40,91000001,50080
100004,7,91000001,50,91000001,50120
100004,8,91000001,70,91000001,50170
100004,9,91000001,90,91000001,50240
100004,10,91000001,110,91000001,50330
100004,11,91000001,130,91000001,50440
100004,12,91000001,160,91000001,50570
100004,13,91000001,190,91000001,50730
100004,14,91000001,220,91000001,50920
100004,15,91000001,250,91000001,51140
100004,16,91000001,290,91000001,51390
100004,17,91000001,330,91000001,51680
100004,18,91000001,370,91000001,52010
100004,19,91000001,410,91000001,52380
100004,20,91000001,460,91000001,52790
100004,21,91000001,510,91000001,53250
100004,22,91000001,560,91000001,53760
100004,23,91000001,620,91000001,54320
100004,24,91000001,670,91000001,54940
100004,25,91000001,730,91000001,55610
100004,26,91000001,790,91000001,56340
100004,27,91000001,860,91000001,57130
100004,28,91000001,920,91000001,57990
100004,29,91000001,990,91000001,58910
100004,30,91000001,1070,91000001,59900
100004,31,91000001,1140,91000001,60970
100004,32,91000001,1220,91000001,62110
100004,33,91000001,1300,91000001,63330
100004,34,91000001,1380,91000001,64630
100004,35,91000001,1460,91000001,66010
100004,36,91000001,1550,91000001,67470
100004,37,91000001,1640,91000001,69020
100004,38,91000001,1730,91000001,70660
100004,39,91000001,1820,91000001,72390
100004,40,91000001,1920,91000001,74210
100004,41,91000001,2020,91000001,76130
100004,42,91000001,2120,91000001,78150
100004,43,91000001,2230,91000001,80270
100004,44,91000001,2330,91000001,82500
100004,45,91000001,2440,91000001,84830
100004,46,91000001,2560,91000001,87270
100004,47,91000001,2670,91000001,89830
100004,48,91000001,2790,91000001,92500
100004,49,91000001,2910,91000001,95290
100004,50,91000001,3030,91000001,98200
100004,51,91000001,3150,91000001,101230
100004,52,91000001,3280,91000001,104380
100004,53,91000001,3410,91000001,107660
100004,54,91000001,3540,91000001,111070
100004,55,91000001,3680,91000001,114610
100004,56,91000001,3820,91000001,118290
100004,57,91000001,3960,91000001,122110
100004,58,91000001,4100,91000001,126070
100004,59,91000001,4240,91000001,130170
100004,60,91000001,4390,91000001,134410
100004,61,91000001,4540,91000001,138800
100004,62,91000001,4690,91000001,143340
100004,63,91000001,4850,91000001,148030
100004,64,91000001,5000,91000001,152880
100004,65,91000001,5160,91000001,157880
100004,66,91000001,5330,91000001,163040
100004,67,91000001,5490,91000001,168370
100004,68,91000001,5660,91000001,173860
100004,69,91000001,5830,91000001,179520
100004,70,91000001,6000,91000001,185350
100004,71,91000001,6180,91000001,191350
100004,72,91000001,6350,91000001,197530
100004,73,91000001,6530,91000001,203880
100004,74,91000001,6720,91000001,210410
100004,75,91000001,6900,91000001,217130
100004,76,91000001,7090,91000001,224030
100004,77,91000001,7280,91000001,231120
100004,78,91000001,7470,91000001,238400
100004,79,91000001,7670,91000001,245870
100004,80,91000001,7870,91000001,253540
100004,81,91000001,8070,91000001,261410
100004,82,91000001,8270,91000001,269480
100004,83,91000001,8470,91000001,277750
100004,84,91000001,8680,91000001,286220
100004,85,91000001,8890,91000001,294900
100004,86,91000001,9100,91000001,303790
100004,87,91000001,9320,91000001,312890
100004,88,91000001,9540,91000001,322210
100004,89,91000001,9760,91000001,331750
100004,90,91000001,9980,91000001,341510
100004,91,91000001,10210,91000001,351490
100004,92,91000001,10430,91000001,361700
100004,93,91000001,10670,91000001,372130
100004,94,91000001,10900,91000001,382800
100004,95,91000001,11130,91000001,393700
100004,96,91000001,11370,91000001,404830
100004,97,91000001,11610,91000001,416200
100004,98,91000001,11860,91000001,427810
100004,99,91000001,12100,91000001,439670
100004,100,91000001,12350,91000001,451770
100004,101,91000001,12600,91000001,464120
100004,102,91000001,12850,91000001,476720
100004,103,91000001,13110,91000001,489570
100004,104,91000001,13370,91000001,502680
100004,105,91000001,13630,91000001,516050
100004,106,91000001,13890,91000001,529680
100004,107,91000001,14160,91000001,543570
100004,108,91000001,14420,91000001,557730
100004,109,91000001,14700,91000001,572150
100004,110,91000001,14970,91000001,586850
100004,111,91000001,15240,91000001,601820
100004,112,91000001,15520,91000001,617060
100004,113,91000001,15800,91000001,632580
100004,114,91000001,16090,91000001,648380
100004,115,91000001,16370,91000001,664470
100004,116,91000001,16660,91000001,680840
100004,117,91000001,16950,91000001,697500
100004,118,91000001,17250,91000001,714450
100004,119,91000001,17540,91000001,731700
100004,120,91000001,17840,91000001,749240
100004,121,91000001,18140,91000001,767080
100004,122,91000001,18440,91000001,785220
100004,123,91000001,18750,91000001,803660
100004,124,91000001,19060,91000001,822410
100004,125,91000001,19370,91000001,841470
100004,126,91000001,19680,91000001,860840
100004,127,91000001,20000,91000001,880520
100004,128,91000001,20320,91000001,900520
100004,129,91000001,20640,91000001,920840
100004,130,91000001,20960,91000001,941480
100004,131,91000001,21290,91000001,962440
100004,132,91000001,21620,91000001,983730
100004,133,91000001,21950,91000001,1005350
100004,134,91000001,22280,91000001,1027300
100004,135,91000001,22620,91000001,1049580
100004,136,91000001,22960,91000001,1072200
100004,137,91000001,23300,91000001,1095160
100004,138,91000001,23640,91000001,1118460
