base_id,group,level_name,level_index,level,item1,num1,item2,num2,item3,num3,describe,descriptiont,picture
97,500301,冰雪女神,1,903101,79500301,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
98,500301,阴影谷,2,903102,79500302,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
99,500301,乌塔欧神殿,3,903103,79500303,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
100,500301,重见天日,4,903104,79500304,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
101,500301,冰霜教派,5,903105,79500305,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
102,500301,旅居,6,903106,79500306,3,80000011,3,80500301,2,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
103,500302,冰雪女神,1,903201,79500301,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
104,500302,阴影谷,2,903202,79500302,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
105,500302,乌塔欧神殿,3,903203,79500303,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
106,500302,重见天日,4,903204,79500304,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
107,500302,冰霜教派,5,903205,79500305,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
108,500302,旅居,6,903206,79500306,4,80000011,5,80500301,4,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
109,500303,冰雪女神,1,903301,79500301,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
110,500303,阴影谷,2,903302,79500302,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
111,500303,乌塔欧神殿,3,903303,79500303,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
112,500303,重见天日,4,903304,79500304,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
113,500303,冰霜教派,5,903305,79500305,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
114,500303,旅居,6,903306,79500306,7,80000011,8,80500301,6,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
115,500304,冰雪女神,1,903401,79500301,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
116,500304,阴影谷,2,903402,79500302,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
117,500304,乌塔欧神殿,3,903403,79500303,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
118,500304,重见天日,4,903404,79500304,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
119,500304,冰霜教派,5,903405,79500305,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
120,500304,旅居,6,903406,79500306,8,80000011,11,80500301,7,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
121,500305,冰雪女神,1,903501,79500301,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
122,500305,阴影谷,2,903502,79500302,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
123,500305,乌塔欧神殿,3,903503,79500303,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
124,500305,重见天日,4,903504,79500304,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
125,500305,冰霜教派,5,903505,79500305,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
126,500305,旅居,6,903506,79500306,11,80000011,14,80500301,10,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
127,500306,冰雪女神,1,903601,79500301,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
128,500306,阴影谷,2,903602,79500302,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
129,500306,乌塔欧神殿,3,903603,79500303,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
130,500306,重见天日,4,903604,79500304,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
131,500306,冰霜教派,5,903605,79500305,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
132,500306,旅居,6,903606,79500306,14,80000011,18,80500301,13,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
133,500307,冰雪女神,1,903701,79500301,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
134,500307,阴影谷,2,903702,79500302,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
135,500307,乌塔欧神殿,3,903703,79500303,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
136,500307,重见天日,4,903704,79500304,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
137,500307,冰霜教派,5,903705,79500305,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
138,500307,旅居,6,903706,79500306,18,80000011,23,80500301,16,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
139,500308,冰雪女神,1,903801,79500301,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
140,500308,阴影谷,2,903802,79500302,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
141,500308,乌塔欧神殿,3,903803,79500303,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
142,500308,重见天日,4,903804,79500304,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
143,500308,冰霜教派,5,903805,79500305,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
144,500308,旅居,6,903806,79500306,23,80000011,29,80500301,21,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
145,500401,巫妖拉洛克,1,904101,79500401,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
146,500401,战巫堡垒,2,904102,79500402,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
147,500401,红袍法师,3,904103,79500403,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
148,500401,隐层之主,4,904104,79500404,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
149,500401,死月之灾,5,904105,79500405,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
150,500401,湮灭,6,904106,79500406,3,80000011,3,80500401,2,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
151,500402,巫妖拉洛克,1,904201,79500401,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
152,500402,战巫堡垒,2,904202,79500402,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
153,500402,红袍法师,3,904203,79500403,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
154,500402,隐层之主,4,904204,79500404,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
155,500402,死月之灾,5,904205,79500405,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
156,500402,湮灭,6,904206,79500406,4,80000011,5,80500401,4,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
157,500403,巫妖拉洛克,1,904301,79500401,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
158,500403,战巫堡垒,2,904302,79500402,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
159,500403,红袍法师,3,904303,79500403,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
160,500403,隐层之主,4,904304,79500404,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
161,500403,死月之灾,5,904305,79500405,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
162,500403,湮灭,6,904306,79500406,7,80000011,8,80500401,6,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
163,500404,巫妖拉洛克,1,904401,79500401,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
164,500404,战巫堡垒,2,904402,79500402,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
165,500404,红袍法师,3,904403,79500403,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
166,500404,隐层之主,4,904404,79500404,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
167,500404,死月之灾,5,904405,79500405,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
168,500404,湮灭,6,904406,79500406,8,80000011,11,80500401,7,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
169,500405,巫妖拉洛克,1,904501,79500401,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
170,500405,战巫堡垒,2,904502,79500402,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
171,500405,红袍法师,3,904503,79500403,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
172,500405,隐层之主,4,904504,79500404,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
173,500405,死月之灾,5,904505,79500405,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
174,500405,湮灭,6,904506,79500406,11,80000011,14,80500401,10,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
175,500406,巫妖拉洛克,1,904601,79500401,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
176,500406,战巫堡垒,2,904602,79500402,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
177,500406,红袍法师,3,904603,79500403,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
178,500406,隐层之主,4,904604,79500404,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
179,500406,死月之灾,5,904605,79500405,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
180,500406,湮灭,6,904606,79500406,14,80000011,18,80500401,13,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
181,500407,巫妖拉洛克,1,904701,79500401,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
182,500407,战巫堡垒,2,904702,79500402,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
183,500407,红袍法师,3,904703,79500403,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
184,500407,隐层之主,4,904704,79500404,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
185,500407,死月之灾,5,904705,79500405,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
186,500407,湮灭,6,904706,79500406,18,80000011,23,80500401,16,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
187,500408,巫妖拉洛克,1,904801,79500401,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
188,500408,战巫堡垒,2,904802,79500402,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
189,500408,红袍法师,3,904803,79500403,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
190,500408,隐层之主,4,904804,79500404,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
191,500408,死月之灾,5,904805,79500405,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
192,500408,湮灭,6,904806,79500406,23,80000011,29,80500401,21,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
193,500501,尘封的秘密,1,905101,79500501,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
194,500501,上古法师,2,905102,79500502,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
195,500501,覆亡,3,905103,79500503,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
196,500501,旅法师,4,905104,79500504,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
197,500501,黄铜之城,5,905105,79500505,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
198,500501,位面流浪,6,905106,79500506,3,80000011,3,80500501,2,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
199,500502,尘封的秘密,1,905201,79500501,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
200,500502,上古法师,2,905202,79500502,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
201,500502,覆亡,3,905203,79500503,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
202,500502,旅法师,4,905204,79500504,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
203,500502,黄铜之城,5,905205,79500505,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
204,500502,位面流浪,6,905206,79500506,4,80000011,5,80500501,4,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
205,500503,尘封的秘密,1,905301,79500501,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
206,500503,上古法师,2,905302,79500502,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
207,500503,覆亡,3,905303,79500503,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
208,500503,旅法师,4,905304,79500504,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
209,500503,黄铜之城,5,905305,79500505,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
210,500503,位面流浪,6,905306,79500506,7,80000011,8,80500501,6,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
211,500504,尘封的秘密,1,905401,79500501,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
