id,group,rank_min,rank_max,normal_award1,normal_num1,normal_award2,normal_num2,normal_award3,normal_num3,normal_award4,normal_num4,normal_award5,normal_num5,need_point,extra_award1,extra_num1,extra_award2,extra_num2,extra_award3,extra_num3,mail_title,mail_txt1,mail_txt2,mail_txt3
14,1,51,100,12200201,5,15100101,30,91000027,10000,91000031,10000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
15,10001,1,1,12200201,100,15100101,200,91000027,80000,91000031,100000,0,0,3000,42200204,1,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
16,10001,2,2,12200201,80,15100101,150,91000027,60000,91000031,80000,0,0,3000,12200201,20,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
17,10001,3,3,12200201,70,15100101,100,91000027,50000,91000031,60000,0,0,3000,12200201,20,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
18,10001,4,4,12200201,60,15100101,80,91000027,40000,91000031,60000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
19,10001,5,5,12200201,50,15100101,80,91000027,40000,91000031,50000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
20,10001,6,6,12200201,45,15100101,80,91000027,40000,91000031,50000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
21,10001,7,7,12200201,40,15100101,80,91000027,40000,91000031,40000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
22,10001,8,8,12200201,35,15100101,80,91000027,40000,91000031,40000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
23,10001,9,9,12200201,30,15100101,80,91000027,40000,91000031,30000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
24,10001,10,10,12200201,25,15100101,80,91000027,40000,91000031,30000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
25,10001,11,20,12200201,20,15100101,50,91000027,30000,91000031,20000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
26,10001,21,30,12200201,15,15100101,50,91000027,30000,91000031,20000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
27,10001,31,50,12200201,10,15100101,50,91000027,20000,91000031,10000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
28,10001,51,500,12200201,5,15100101,30,91000027,10000,91000031,10000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
29,10002,1,1,12100301,100,15100101,200,91000027,80000,91000031,100000,0,0,3000,42100304,1,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
30,10002,2,2,12100301,80,15100101,150,91000027,60000,91000031,80000,0,0,3000,12100301,20,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
31,10002,3,3,12100301,70,15100101,100,91000027,50000,91000031,60000,0,0,3000,12100301,20,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
32,10002,4,4,12100301,60,15100101,80,91000027,40000,91000031,60000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
33,10002,5,5,12100301,50,15100101,80,91000027,40000,91000031,50000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
34,10002,6,6,12100301,45,15100101,80,91000027,40000,91000031,50000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
35,10002,7,7,12100301,40,15100101,80,91000027,40000,91000031,40000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
36,10002,8,8,12100301,35,15100101,80,91000027,40000,91000031,40000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
37,10002,9,9,12100301,30,15100101,80,91000027,40000,91000031,30000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
38,10002,10,10,12100301,25,15100101,80,91000027,40000,91000031,30000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
39,10002,11,20,12100301,20,15100101,50,91000027,30000,91000031,20000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
40,10002,21,30,12100301,15,15100101,50,91000027,30000,91000031,20000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
41,10002,31,50,12100301,10,15100101,50,91000027,20000,91000031,10000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
42,10002,51,500,12100301,5,15100101,30,91000027,10000,91000031,10000,0,0,0,0,0,0,0,0,0,限时神将排行第{%d}名奖励,"恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},但未能达到{%d},获得了固定奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了固定奖励和额外奖励。","恭喜你，在限时神将积分排行中获得第{%d}名，总积分{%d},获得了如下奖励。"
