id,type,limit,weight,item,num,time,min,max
10501,5,0,100,91000027,100000,5,700,1300
10501,5,0,100,91000027,100000,6,800,1400
10501,5,0,100,91000027,100000,7,900,1500
10501,5,0,100,91000027,100000,8,1000,1500
10501,5,0,100,91000027,100000,9,1100,1600
10501,5,0,100,91000027,100000,10,1200,1700
10501,5,0,100,91000027,100000,11,1500,2000
10501,5,0,100,91000027,100000,12,1800,2300
10501,5,0,100,91000027,100000,13,2300,2800
10501,5,0,100,91000027,100000,14,3200,3700
10501,5,0,100,91000027,100000,15,10000,10000
10502,5,0,500,91000027,50000,1,2000,4000
10502,5,0,500,91000027,50000,2,200,2000
10502,5,0,500,91000027,50000,3,300,1000
10502,5,0,500,91000027,50000,4,300,1000
10502,5,0,500,91000027,50000,5,300,1100
10502,5,0,500,91000027,50000,6,300,1100
10502,5,0,500,91000027,50000,7,400,1100
10502,5,0,500,91000027,50000,8,400,1200
10502,5,0,500,91000027,50000,9,500,1200
10502,5,0,500,91000027,50000,10,500,1200
10502,5,0,500,91000027,50000,11,600,1300
10502,5,0,500,91000027,50000,12,700,1300
10502,5,0,500,91000027,50000,13,800,1400
10502,5,0,500,91000027,50000,14,900,1500
10502,5,0,500,91000027,50000,15,1000,1600
10502,5,0,500,91000027,50000,16,1200,1800
10502,5,0,500,91000027,50000,17,1400,2000
10502,5,0,500,91000027,50000,18,1800,2300
10502,5,0,500,91000027,50000,19,2300,2800
10502,5,0,500,91000027,50000,20,10000,10000
10601,6,0,100,15100101,200,1,2000,4000
10601,6,0,100,15100101,200,2,400,2000
10601,6,0,100,15100101,200,3,500,1100
10601,6,0,100,15100101,200,4,600,1200
10601,6,0,100,15100101,200,5,700,1300
10601,6,0,100,15100101,200,6,800,1400
10601,6,0,100,15100101,200,7,900,1500
10601,6,0,100,15100101,200,8,1000,1500
10601,6,0,100,15100101,200,9,1100,1600
10601,6,0,100,15100101,200,10,1200,1700
10601,6,0,100,15100101,200,11,1500,2000
10601,6,0,100,15100101,200,12,1800,2300
10601,6,0,100,15100101,200,13,2300,2800
10601,6,0,100,15100101,200,14,3200,3700
10601,6,0,100,15100101,200,15,10000,10000
10602,6,0,500,15100101,100,1,2000,4000
10602,6,0,500,15100101,100,2,200,2000
10602,6,0,500,15100101,100,3,300,1000
10602,6,0,500,15100101,100,4,300,1000
10602,6,0,500,15100101,100,5,300,1100
10602,6,0,500,15100101,100,6,300,1100
10602,6,0,500,15100101,100,7,400,1100
10602,6,0,500,15100101,100,8,400,1200
10602,6,0,500,15100101,100,9,500,1200
10602,6,0,500,15100101,100,10,500,1200
10602,6,0,500,15100101,100,11,600,1300
10602,6,0,500,15100101,100,12,700,1300
10602,6,0,500,15100101,100,13,800,1400
10602,6,0,500,15100101,100,14,900,1500
10602,6,0,500,15100101,100,15,1000,1600
10602,6,0,500,15100101,100,16,1200,1800
10602,6,0,500,15100101,100,17,1400,2000
10602,6,0,500,15100101,100,18,1800,2300
10602,6,0,500,15100101,100,19,2300,2800
10602,6,0,500,15100101,100,20,10000,10000
