sequence,id,type,num,name
77,79500602,2,999,权杖部件Ⅱ
78,79500603,2,999,权杖部件Ⅲ
79,79500604,2,999,权杖部件Ⅳ
80,79500605,2,999,权杖部件Ⅴ
81,79500606,2,999,权杖部件Ⅵ
82,79500701,2,999,卷轴部件Ⅰ
83,79500702,2,999,卷轴部件Ⅱ
84,79500703,2,999,卷轴部件Ⅲ
85,79500704,2,999,卷轴部件Ⅳ
86,79500705,2,999,卷轴部件Ⅴ
87,79500706,2,999,卷轴部件Ⅵ
88,79500801,2,999,血瓶部件Ⅰ
89,79500802,2,999,血瓶部件Ⅱ
90,79500803,2,999,血瓶部件Ⅲ
91,79500804,2,999,血瓶部件Ⅳ
92,79500805,2,999,血瓶部件Ⅴ
93,79500806,2,999,血瓶部件Ⅵ
94,80500101,2,999,夏梵之魂
95,80500201,2,999,圣光之核
96,80500301,2,999,寒冬符印
97,80500401,2,999,法珠核心
98,80500501,2,999,位面晶核
99,80500601,2,999,贤者之石
100,80500701,2,999,耐瑟之魂
101,80500801,2,999,神血精华
102,80000011,2,999,圣水
103,13405501,2,5,孢子龟
104,13404501,2,5,蝴蝶龙
105,13403501,2,5,光灵
106,13402501,2,5,以太蜥
107,13401501,2,5,深渊蟹
108,13405501,2,5,孢子龟
109,15100101,2,999,魔灵碎片
110,15100103,2,999,进化石
111,15100104,2,999,橙宠星石
112,20001001,2,5,深渊重剑
113,20001002,2,5,深渊铠甲
114,20001003,2,5,深渊魔眼
115,20001004,2,5,深渊护腿
116,20001005,2,5,深渊拳套
117,20001006,2,5,深渊战靴
118,20010001,2,5,水晶战刃
119,20010002,2,5,水晶板甲
120,20010003,2,5,水晶之心
121,20010004,2,5,水晶护腿
122,20010005,2,5,水晶拳套
123,20010006,2,5,水晶战靴
124,20100001,2,5,圣者巨刃
125,20100002,2,5,圣者重铠
126,20100003,2,5,圣者之泪
127,20100004,2,5,圣者护腿
128,20100005,2,5,圣者拳套
129,20100006,2,5,圣者战靴
130,10101006,2,500,6级血精石
131,10101007,2,500,7级血精石
132,10101008,2,500,8级血精石
133,10101009,2,500,9级血精石
134,10101010,2,500,10级血精石
135,10102006,2,500,6级锋锐石
136,10102007,2,500,7级锋锐石
137,10102008,2,500,8级锋锐石
138,10102009,2,500,9级锋锐石
139,10102010,2,500,10级锋锐石
140,10102006,2,500,6级锋锐石
141,10102007,2,500,7级锋锐石
142,10102008,2,500,8级锋锐石
143,10102009,2,500,9级锋锐石
144,10102010,2,500,10级锋锐石
145,10103006,2,500,6级金刚石
146,10103007,2,500,7级金刚石
147,10103008,2,500,8级金刚石
148,10103009,2,500,9级金刚石
149,10103010,2,500,10级金刚石
150,10103006,2,500,6级金刚石
151,10103007,2,500,7级金刚石
152,10103008,2,500,8级金刚石
153,10103009,2,500,9级金刚石
154,10103010,2,500,10级金刚石
155,10104006,2,500,6级日冕石
156,10104007,2,500,7级日冕石
157,10104008,2,500,8级日冕石
158,10104009,2,500,9级日冕石
159,10104010,2,500,10级日冕石
160,10104006,2,500,6级日冕石
161,10104007,2,500,7级日冕石
162,10104008,2,500,8级日冕石
163,10104009,2,500,9级日冕石
164,10104010,2,500,10级日冕石
165,10105006,2,500,6级月光石
166,10105007,2,500,7级月光石
167,10105008,2,500,8级月光石
168,10105009,2,500,9级月光石
169,10105010,2,500,10级月光石
170,10105006,2,500,6级月光石
171,10105007,2,500,7级月光石
172,10105008,2,500,8级月光石
173,10105009,2,500,9级月光石
174,10105010,2,500,10级月光石
175,10106006,2,500,6级荧光石
176,10106007,2,500,7级荧光石
177,10106008,2,500,8级荧光石
178,10106009,2,500,9级荧光石
179,10106010,2,500,10级荧光石
180,10106006,2,500,6级荧光石
181,10106007,2,500,7级荧光石
182,10106008,2,500,8级荧光石
183,10106009,2,500,9级荧光石
184,10106010,2,500,10级荧光石
185,10107006,2,500,6级曲光石
186,10107007,2,500,7级曲光石
187,10107008,2,500,8级曲光石
188,10107009,2,500,9级曲光石
189,10107010,2,500,10级曲光石
190,10107006,2,500,6级曲光石
191,10107007,2,500,7级曲光石
192,10107008,2,500,8级曲光石
193,10107009,2,500,9级曲光石
194,10107010,2,500,10级曲光石
195,10108006,2,500,6级黄水晶
196,10108007,2,500,7级黄水晶
197,10108008,2,500,8级黄水晶
198,10108009,2,500,9级黄水晶
199,10108010,2,500,10级黄水晶
200,10108006,2,500,6级黄水晶
201,10108007,2,500,7级黄水晶
202,10108008,2,500,8级黄水晶
203,10108009,2,500,9级黄水晶
204,10108010,2,500,10级黄水晶
205,10109006,2,500,6级红水晶
206,10109007,2,500,7级红水晶
207,10109008,2,500,8级红水晶
208,10109009,2,500,9级红水晶
209,10109010,2,500,10级红水晶
210,10109006,2,500,6级红水晶
211,10109007,2,500,7级红水晶
212,10109008,2,500,8级红水晶
213,10109009,2,500,9级红水晶
214,10109010,2,500,10级红水晶
215,10110006,2,500,6级鹰眼石
216,10110007,2,500,7级鹰眼石
217,10110008,2,500,8级鹰眼石
218,10110009,2,500,9级鹰眼石
219,10110010,2,500,10级鹰眼石
220,10110006,2,500,6级鹰眼石
221,10110007,2,500,7级鹰眼石
222,10110008,2,500,8级鹰眼石
223,10110009,2,500,9级鹰眼石
224,10110010,2,500,10级鹰眼石
225,10111006,2,500,6级猫眼石
226,10111007,2,500,7级猫眼石
227,10111008,2,500,8级猫眼石
228,10111009,2,500,9级猫眼石
229,10111010,2,500,10级猫眼石
230,10111006,2,500,6级猫眼石
231,10111007,2,500,7级猫眼石
232,10111008,2,500,8级猫眼石
233,10111009,2,500,9级猫眼石
234,10111010,2,500,10级猫眼石
235,10112006,2,500,6级黑曜石
236,10112007,2,500,7级黑曜石
237,10112008,2,500,8级黑曜石
238,10112009,2,500,9级黑曜石
239,10112010,2,500,10级黑曜石
240,10112006,2,500,6级黑曜石
241,10112007,2,500,7级黑曜石
242,10112008,2,500,8级黑曜石
243,10112009,2,500,9级黑曜石
244,10112010,2,500,10级黑曜石
245,10113006,2,500,6级虚空石
246,10113007,2,500,7级虚空石
247,10113008,2,500,8级虚空石
248,10113009,2,500,9级虚空石
249,10113010,2,500,10级虚空石
250,10113006,2,500,6级虚空石
251,10113007,2,500,7级虚空石
252,10113008,2,500,8级虚空石
253,10113009,2,500,9级虚空石
254,10113010,2,500,10级虚空石
255,30101000,2,99999,星魂
256,30101001,2,999,地元素粉尘
257,30101002,2,999,地元素粉尘+1
258,30101003,2,999,地元素粉尘+2
259,30101004,2,999,地元素碎片
260,30101005,2,999,地元素碎片+1
261,30101006,2,999,地元素碎片+2
262,30101007,2,999,地元素碎块
263,30101008,2,999,地元素碎块+1
264,30101009,2,999,地元素碎块+2
265,30101010,2,999,地元素晶体
266,30101011,2,999,地元素晶体+1
267,30101012,2,999,地元素晶体+2
268,30101013,2,999,地元素原石
269,30101014,2,999,地元素原石+1
270,30101015,2,999,地元素原石+2
271,30101016,2,999,地元素宝石
272,30101017,2,999,地元素宝石+1
273,30101018,2,999,地元素宝石+2
274,30102001,2,999,水元素粉尘
275,30102002,2,999,水元素粉尘+1
276,30102003,2,999,水元素粉尘+2
277,30102004,2,999,水元素碎片
278,30102005,2,999,水元素碎片+1
279,30102006,2,999,水元素碎片+2
280,30102007,2,999,水元素碎块
281,30102008,2,999,水元素碎块+1
282,30102009,2,999,水元素碎块+2
283,30102010,2,999,水元素晶体
284,30102011,2,999,水元素晶体+1
285,30102012,2,999,水元素晶体+2
286,30102013,2,999,水元素原石
287,30102014,2,999,水元素原石+1
288,30102015,2,999,水元素原石+2
289,30102016,2,999,水元素宝石
290,30102017,2,999,水元素宝石+1
291,30102018,2,999,水元素宝石+2
292,30103001,2,999,火元素粉尘
293,30103002,2,999,火元素粉尘+1
294,30103003,2,999,火元素粉尘+2
295,30103004,2,999,火元素碎片
296,30103005,2,999,火元素碎片+1
297,30103006,2,999,火元素碎片+2
298,30103007,2,999,火元素碎块
299,30103008,2,999,火元素碎块+1
300,30103009,2,999,火元素碎块+2
301,30103010,2,999,火元素晶体
302,30103011,2,999,火元素晶体+1
303,30103012,2,999,火元素晶体+2
304,30103013,2,999,火元素原石
305,30103014,2,999,火元素原石+1
306,30103015,2,999,火元素原石+2
307,30103016,2,999,火元素宝石
308,30103017,2,999,火元素宝石+1
309,30103018,2,999,火元素宝石+2
310,30104001,2,999,风元素粉尘
311,30104002,2,999,风元素粉尘+1
312,30104003,2,999,风元素粉尘+2
313,30104004,2,999,风元素碎片
314,30104005,2,999,风元素碎片+1
315,30104006,2,999,风元素碎片+2
316,30104007,2,999,风元素碎块
317,30104008,2,999,风元素碎块+1
318,30104009,2,999,风元素碎块+2
319,30104010,2,999,风元素晶体
320,30104011,2,999,风元素晶体+1
321,30104012,2,999,风元素晶体+2
322,30104013,2,999,风元素原石
323,30104014,2,999,风元素原石+1
324,30104015,2,999,风元素原石+2
325,30104016,2,999,风元素宝石
326,30104017,2,999,风元素宝石+1
327,30104018,2,999,风元素宝石+2
328,30105001,2,999,光元素粉尘
329,30105002,2,999,光元素粉尘+1
330,30105003,2,999,光元素粉尘+2
331,30105004,2,999,光元素碎片
332,30105005,2,999,光元素碎片+1
333,30105006,2,999,光元素碎片+2
334,30105007,2,999,光元素碎块
335,30105008,2,999,光元素碎块+1
336,30105009,2,999,光元素碎块+2
337,30105010,2,999,光元素晶体
338,30105011,2,999,光元素晶体+1
339,30105012,2,999,光元素晶体+2
340,30105013,2,999,光元素原石
341,30105014,2,999,光元素原石+1
342,30105015,2,999,光元素原石+2
343,30105016,2,999,光元素宝石
344,30105017,2,999,光元素宝石+1
345,30105018,2,999,光元素宝石+2
346,30106001,2,999,暗元素粉尘
347,30106002,2,999,暗元素粉尘+1
348,30106003,2,999,暗元素粉尘+2
349,30106004,2,999,暗元素碎片
350,30106005,2,999,暗元素碎片+1
351,30106006,2,999,暗元素碎片+2
352,30106007,2,999,暗元素碎块
353,30106008,2,999,暗元素碎块+1
354,30106009,2,999,暗元素碎块+2
355,30106010,2,999,暗元素晶体
356,30106011,2,999,暗元素晶体+1
357,30106012,2,999,暗元素晶体+2
358,30106013,2,999,暗元素原石
359,30106014,2,999,暗元素原石+1
360,30106015,2,999,暗元素原石+2
361,30106016,2,999,暗元素宝石
362,30106017,2,999,暗元素宝石+1
363,30106018,2,999,暗元素宝石+2
364,31000101,2,999,幽暗碎片
365,31000102,2,999,微光碎片
366,31000103,2,999,闪耀碎片
367,31000104,2,999,炽热碎片
368,31000105,2,999,魔能碎片
369,31000106,2,999,圣光碎片
370,52010101,2,999,步兵
371,52010201,2,999,近卫军
372,52010102,2,999,弩手
373,52010202,2,999,神射手
374,52010103,2,999,法师
375,52010203,2,999,大法师
376,52010104,2,999,十字军
377,52010204,2,999,圣堂武士
378,52020101,2,999,骷髅战士
379,52020201,2,999,骷髅勇士
380,52020102,2,999,骸骨弓手
381,52020202,2,999,骸骨猎手
382,52020103,2,999,幽魂
383,52020203,2,999,恶灵
384,52020104,2,999,吸血鬼
385,52020204,2,999,吸血男爵
386,52030101,2,999,火枪手
387,52030201,2,999,狙击手
388,52030102,2,999,堡垒战士
389,52030202,2,999,堡垒卫士
390,52030103,2,999,战熊
391,52030203,2,999,精锐战熊
392,52030104,2,999,地神像
393,52030204,2,999,地神兵
394,53100001,2,9999,力量军旗
395,53200001,2,9999,神力军旗
396,53100002,2,9999,魔力军旗
397,53200002,2,9999,魔能军旗
398,53100003,2,9999,闪耀军旗
399,53200003,2,9999,光辉军旗
400,53100004,2,9999,坚固军旗
401,53200004,2,9999,磬石军旗
402,53100005,2,9999,抵挡军旗
403,53200005,2,9999,抗性军旗
404,53100006,2,9999,保护军旗
405,53200006,2,9999,怜悯军旗
406,53100007,2,9999,兵力军旗
407,53200007,2,9999,统帅军旗
408,91000001,2,100000000,金币
409,91000002,2,100000000,钻石
410,91000007,2,100000,比武币
411,91000023,2,100000,秘境之石
412,91000027,2,1000000,符文经验
413,91000030,2,100000,符文碎片
414,91000031,2,1000000,纹章晶石
415,91000032,2,100000,英雄勋章
416,91000033,2,1000000,贤者水晶
417,91000034,2,100000,财富值
418,91000035,2,100000,镇魂币
419,72000001,2,999,面包
420,72000002,2,999,鸡腿
421,72000003,2,999,牛排
422,72000004,2,999,龙虾
