id,lv,needlv,txt,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,skill,item1,num1,item2,num2,item3,num3,return_type1,return_value1,return_type2,return_value2
101004,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42100404,5,42000001,24,0,0,42100404,19,42000001,46
101005,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
101005,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42100504,1,42000001,1,0,0,42100504,1,42000001,1
101005,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42100504,3,42000001,3,0,0,42100504,4,42000001,4
101005,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42100504,5,42000001,6,0,0,42100504,9,42000001,10
101005,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42100504,5,42000001,12,0,0,42100504,14,42000001,22
101005,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42100504,5,42000001,24,0,0,42100504,19,42000001,46
101006,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
101006,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42100604,1,42000001,1,0,0,42100604,1,42000001,1
101006,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42100604,3,42000001,3,0,0,42100604,4,42000001,4
101006,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42100604,5,42000001,6,0,0,42100604,9,42000001,10
101006,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42100604,5,42000001,12,0,0,42100604,14,42000001,22
101006,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42100604,5,42000001,24,0,0,42100604,19,42000001,46
101007,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
101007,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42100704,1,42000001,1,0,0,42100704,1,42000001,1
101007,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42100704,3,42000001,3,0,0,42100704,4,42000001,4
101007,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42100704,5,42000001,6,0,0,42100704,9,42000001,10
101007,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42100704,5,42000001,12,0,0,42100704,14,42000001,22
101007,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42100704,5,42000001,24,0,0,42100704,19,42000001,46
101008,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
101008,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42100804,1,42000001,1,0,0,42100804,1,42000001,1
101008,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42100804,3,42000001,3,0,0,42100804,4,42000001,4
101008,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42100804,5,42000001,6,0,0,42100804,9,42000001,10
101008,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42100804,5,42000001,12,0,0,42100804,14,42000001,22
101008,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42100804,5,42000001,24,0,0,42100804,19,42000001,46
101009,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
101009,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42100904,1,42000001,1,0,0,42100904,1,42000001,1
101009,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42100904,3,42000001,3,0,0,42100904,4,42000001,4
101009,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42100904,5,42000001,6,0,0,42100904,9,42000001,10
101009,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42100904,5,42000001,12,0,0,42100904,14,42000001,22
101009,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42100904,5,42000001,24,0,0,42100904,19,42000001,46
101010,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
101010,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42101004,1,42000001,1,0,0,42101004,1,42000001,1
101010,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42101004,3,42000001,3,0,0,42101004,4,42000001,4
101010,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42101004,5,42000001,6,0,0,42101004,9,42000001,10
101010,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42101004,5,42000001,12,0,0,42101004,14,42000001,22
101010,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42101004,5,42000001,24,0,0,42101004,19,42000001,46
101011,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
101011,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42101104,1,42000001,1,0,0,42101104,1,42000001,1
101011,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42101104,3,42000001,3,0,0,42101104,4,42000001,4
101011,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42101104,5,42000001,6,0,0,42101104,9,42000001,10
101011,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42101104,5,42000001,12,0,0,42101104,14,42000001,22
101011,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42101104,5,42000001,24,0,0,42101104,19,42000001,46
102001,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102001,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200104,1,42000001,1,0,0,42200104,1,42000001,1
102001,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200104,3,42000001,3,0,0,42200104,4,42000001,4
102001,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200104,5,42000001,6,0,0,42200104,9,42000001,10
102001,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200104,5,42000001,12,0,0,42200104,14,42000001,22
102001,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200104,5,42000001,24,0,0,42200104,19,42000001,46
102002,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102002,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200204,1,42000001,1,0,0,42200204,1,42000001,1
102002,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200204,3,42000001,3,0,0,42200204,4,42000001,4
102002,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200204,5,42000001,6,0,0,42200204,9,42000001,10
102002,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200204,5,42000001,12,0,0,42200204,14,42000001,22
102002,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200204,5,42000001,24,0,0,42200204,19,42000001,46
102003,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102003,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200304,1,42000001,1,0,0,42200304,1,42000001,1
102003,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200304,3,42000001,3,0,0,42200304,4,42000001,4
102003,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200304,5,42000001,6,0,0,42200304,9,42000001,10
102003,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200304,5,42000001,12,0,0,42200304,14,42000001,22
102003,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200304,5,42000001,24,0,0,42200304,19,42000001,46
102004,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102004,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200404,1,42000001,1,0,0,42200404,1,42000001,1
102004,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200404,3,42000001,3,0,0,42200404,4,42000001,4
102004,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200404,5,42000001,6,0,0,42200404,9,42000001,10
102004,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200404,5,42000001,12,0,0,42200404,14,42000001,22
102004,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200404,5,42000001,24,0,0,42200404,19,42000001,46
102005,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102005,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200504,1,42000001,1,0,0,42200504,1,42000001,1
102005,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200504,3,42000001,3,0,0,42200504,4,42000001,4
102005,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200504,5,42000001,6,0,0,42200504,9,42000001,10
102005,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200504,5,42000001,12,0,0,42200504,14,42000001,22
102005,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200504,5,42000001,24,0,0,42200504,19,42000001,46
102006,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102006,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200604,1,42000001,1,0,0,42200604,1,42000001,1
102006,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200604,3,42000001,3,0,0,42200604,4,42000001,4
102006,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200604,5,42000001,6,0,0,42200604,9,42000001,10
102006,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200604,5,42000001,12,0,0,42200604,14,42000001,22
102006,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200604,5,42000001,24,0,0,42200604,19,42000001,46
102007,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102007,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200704,1,42000001,1,0,0,42200704,1,42000001,1
102007,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200704,3,42000001,3,0,0,42200704,4,42000001,4
102007,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200704,5,42000001,6,0,0,42200704,9,42000001,10
102007,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200704,5,42000001,12,0,0,42200704,14,42000001,22
102007,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200704,5,42000001,24,0,0,42200704,19,42000001,46
102008,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102008,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200804,1,42000001,1,0,0,42200804,1,42000001,1
102008,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200804,3,42000001,3,0,0,42200804,4,42000001,4
102008,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200804,5,42000001,6,0,0,42200804,9,42000001,10
102008,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200804,5,42000001,12,0,0,42200804,14,42000001,22
102008,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200804,5,42000001,24,0,0,42200804,19,42000001,46
102009,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102009,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42200904,1,42000001,1,0,0,42200904,1,42000001,1
102009,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42200904,3,42000001,3,0,0,42200904,4,42000001,4
102009,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42200904,5,42000001,6,0,0,42200904,9,42000001,10
102009,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42200904,5,42000001,12,0,0,42200904,14,42000001,22
102009,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42200904,5,42000001,24,0,0,42200904,19,42000001,46
102010,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102010,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42201004,1,42000001,1,0,0,42201004,1,42000001,1
102010,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42201004,3,42000001,3,0,0,42201004,4,42000001,4
102010,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42201004,5,42000001,6,0,0,42201004,9,42000001,10
102010,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42201004,5,42000001,12,0,0,42201004,14,42000001,22
102010,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42201004,5,42000001,24,0,0,42201004,19,42000001,46
102011,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
102011,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42201104,1,42000001,1,0,0,42201104,1,42000001,1
102011,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42201104,3,42000001,3,0,0,42201104,4,42000001,4
102011,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42201104,5,42000001,6,0,0,42201104,9,42000001,10
102011,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42201104,5,42000001,12,0,0,42201104,14,42000001,22
102011,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42201104,5,42000001,24,0,0,42201104,19,42000001,46
103001,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103001,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300104,1,42000001,1,0,0,42300104,1,42000001,1
103001,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300104,3,42000001,3,0,0,42300104,4,42000001,4
103001,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300104,5,42000001,6,0,0,42300104,9,42000001,10
103001,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300104,5,42000001,12,0,0,42300104,14,42000001,22
103001,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300104,5,42000001,24,0,0,42300104,19,42000001,46
103002,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103002,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300204,1,42000001,1,0,0,42300204,1,42000001,1
103002,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300204,3,42000001,3,0,0,42300204,4,42000001,4
103002,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300204,5,42000001,6,0,0,42300204,9,42000001,10
103002,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300204,5,42000001,12,0,0,42300204,14,42000001,22
103002,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300204,5,42000001,24,0,0,42300204,19,42000001,46
103003,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103003,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300304,1,42000001,1,0,0,42300304,1,42000001,1
103003,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300304,3,42000001,3,0,0,42300304,4,42000001,4
103003,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300304,5,42000001,6,0,0,42300304,9,42000001,10
103003,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300304,5,42000001,12,0,0,42300304,14,42000001,22
103003,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300304,5,42000001,24,0,0,42300304,19,42000001,46
103004,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103004,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300404,1,42000001,1,0,0,42300404,1,42000001,1
103004,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300404,3,42000001,3,0,0,42300404,4,42000001,4
103004,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300404,5,42000001,6,0,0,42300404,9,42000001,10
103004,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300404,5,42000001,12,0,0,42300404,14,42000001,22
103004,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300404,5,42000001,24,0,0,42300404,19,42000001,46
103005,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103005,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300504,1,42000001,1,0,0,42300504,1,42000001,1
103005,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300504,3,42000001,3,0,0,42300504,4,42000001,4
103005,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300504,5,42000001,6,0,0,42300504,9,42000001,10
103005,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300504,5,42000001,12,0,0,42300504,14,42000001,22
103005,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300504,5,42000001,24,0,0,42300504,19,42000001,46
103006,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103006,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300604,1,42000001,1,0,0,42300604,1,42000001,1
103006,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300604,3,42000001,3,0,0,42300604,4,42000001,4
103006,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300604,5,42000001,6,0,0,42300604,9,42000001,10
103006,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300604,5,42000001,12,0,0,42300604,14,42000001,22
103006,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300604,5,42000001,24,0,0,42300604,19,42000001,46
103007,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103007,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300704,1,42000001,1,0,0,42300704,1,42000001,1
103007,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300704,3,42000001,3,0,0,42300704,4,42000001,4
103007,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300704,5,42000001,6,0,0,42300704,9,42000001,10
103007,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300704,5,42000001,12,0,0,42300704,14,42000001,22
103007,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300704,5,42000001,24,0,0,42300704,19,42000001,46
103008,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103008,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300804,1,42000001,1,0,0,42300804,1,42000001,1
103008,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300804,3,42000001,3,0,0,42300804,4,42000001,4
103008,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300804,5,42000001,6,0,0,42300804,9,42000001,10
103008,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300804,5,42000001,12,0,0,42300804,14,42000001,22
103008,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300804,5,42000001,24,0,0,42300804,19,42000001,46
103009,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103009,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42300904,1,42000001,1,0,0,42300904,1,42000001,1
103009,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42300904,3,42000001,3,0,0,42300904,4,42000001,4
103009,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42300904,5,42000001,6,0,0,42300904,9,42000001,10
103009,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42300904,5,42000001,12,0,0,42300904,14,42000001,22
103009,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42300904,5,42000001,24,0,0,42300904,19,42000001,46
103010,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103010,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42301004,1,42000001,1,0,0,42301004,1,42000001,1
103010,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42301004,3,42000001,3,0,0,42301004,4,42000001,4
103010,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42301004,5,42000001,6,0,0,42301004,9,42000001,10
103010,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42301004,5,42000001,12,0,0,42301004,14,42000001,22
103010,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42301004,5,42000001,24,0,0,42301004,19,42000001,46
103011,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103011,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42301104,1,42000001,1,0,0,42301104,1,42000001,1
103011,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42301104,3,42000001,3,0,0,42301104,4,42000001,4
103011,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42301104,5,42000001,6,0,0,42301104,9,42000001,10
103011,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42301104,5,42000001,12,0,0,42301104,14,42000001,22
103011,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42301104,5,42000001,24,0,0,42301104,19,42000001,46
103012,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
103012,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42301204,1,42000001,1,0,0,42301204,1,42000001,1
103012,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42301204,3,42000001,3,0,0,42301204,4,42000001,4
103012,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42301204,5,42000001,6,0,0,42301204,9,42000001,10
103012,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42301204,5,42000001,12,0,0,42301204,14,42000001,22
103012,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42301204,5,42000001,24,0,0,42301204,19,42000001,46
104001,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104001,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400104,1,42000001,1,0,0,42400104,1,42000001,1
104001,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400104,3,42000001,3,0,0,42400104,4,42000001,4
104001,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400104,5,42000001,6,0,0,42400104,9,42000001,10
104001,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400104,5,42000001,12,0,0,42400104,14,42000001,22
104001,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400104,5,42000001,24,0,0,42400104,19,42000001,46
104002,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104002,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400204,1,42000001,1,0,0,42400204,1,42000001,1
104002,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400204,3,42000001,3,0,0,42400204,4,42000001,4
104002,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400204,5,42000001,6,0,0,42400204,9,42000001,10
104002,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400204,5,42000001,12,0,0,42400204,14,42000001,22
104002,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400204,5,42000001,24,0,0,42400204,19,42000001,46
104003,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104003,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400304,1,42000001,1,0,0,42400304,1,42000001,1
104003,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400304,3,42000001,3,0,0,42400304,4,42000001,4
104003,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400304,5,42000001,6,0,0,42400304,9,42000001,10
104003,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400304,5,42000001,12,0,0,42400304,14,42000001,22
104003,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400304,5,42000001,24,0,0,42400304,19,42000001,46
104004,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104004,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400404,1,42000001,1,0,0,42400404,1,42000001,1
104004,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400404,3,42000001,3,0,0,42400404,4,42000001,4
104004,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400404,5,42000001,6,0,0,42400404,9,42000001,10
104004,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400404,5,42000001,12,0,0,42400404,14,42000001,22
104004,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400404,5,42000001,24,0,0,42400404,19,42000001,46
104005,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104005,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400504,1,42000001,1,0,0,42400504,1,42000001,1
104005,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400504,3,42000001,3,0,0,42400504,4,42000001,4
104005,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400504,5,42000001,6,0,0,42400504,9,42000001,10
104005,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400504,5,42000001,12,0,0,42400504,14,42000001,22
