id,pub_tpye,pub_name,cards_vip_min,cards_vip_max,pay_pub_type,pay_item,pay_item_num,drop_cards_num,drop_group1,drop_group_id1,drop_group2,drop_group_id2,drop_group3,drop_group_id3,drop_group4,chance,certain_times_drop_type,additem_type,additem_num
105,10043,比武-单抽-大R-中军,10,15,8,91000007,300,6,1010,0,1013,0,1032,6,1006,1,120,0,0
106,10044,比武-单抽-大R-中军,10,15,8,91000007,300,6,1010,0,1013,0,1032,6,1006,1,120,0,0
107,10045,觉醒宝箱-免费-单抽,0,15,115,0,0,1,1029,1,1035,0,1014,0,1035,30,10,0,0
108,10046,觉醒宝箱-免费-单抽,0,15,115,0,0,1,1029,0,1035,0,1014,1,1035,1,10,0,0
109,10047,觉醒宝箱-钻石-单抽,0,15,215,91000002,200,1,1029,1,1035,0,1014,0,1035,20,10,0,0
110,10048,觉醒宝箱-钻石-单抽,0,15,215,91000002,200,1,1029,0,1035,0,1014,1,1035,1,10,0,0
111,10049,觉醒宝箱-道具-单抽,0,15,15,50000004,1,1,1029,1,1035,0,1014,0,1035,10,10,0,0
112,10050,觉醒宝箱-道具-单抽,0,15,15,50000004,1,1,1029,0,1035,0,1014,1,1035,1,10,0,0
113,10051,觉醒宝箱-道具-10连抽-小R,0,3,16,50000004,10,10,1029,8,1035,1,1014,1,0,100,0,0,0
114,10052,觉醒宝箱-道具-10连抽-小R,0,3,16,50000004,10,10,1029,7,1035,1,1014,2,0,5,0,0,0
115,10053,觉醒宝箱-道具-10连抽-中R,4,9,16,50000004,10,10,1029,7,1035,1,1014,2,0,1,0,0,0
116,10054,觉醒宝箱-道具-10连抽-中R,4,9,16,50000004,10,10,1029,8,1035,1,1014,1,0,300,0,0,0
117,10055,觉醒宝箱-道具-10连抽-大R,10,15,16,50000004,10,10,1029,7,1035,1,1014,2,0,1,0,0,0
118,10056,觉醒宝箱-道具-10连抽-大R,10,15,16,50000004,10,10,1029,8,1035,1,1014,1,0,150,0,0,0
119,10057,觉醒宝箱-钻石-10连抽-小R,0,3,116,91000002,1800,10,1029,8,1035,1,1014,1,0,100,0,0,0
120,10058,觉醒宝箱-钻石-10连抽-小R,0,3,116,91000002,1800,10,1029,7,1035,1,1014,2,0,5,0,0,0
121,10059,觉醒宝箱-钻石-10连抽-中R,4,9,116,91000002,1800,10,1029,7,1035,1,1014,2,0,1,0,0,0
122,10060,觉醒宝箱-钻石-10连抽-中R,4,9,116,91000002,1800,10,1029,8,1035,1,1014,1,0,300,0,0,0
123,10061,觉醒宝箱-钻石-10连抽-大R,10,15,116,91000002,1800,10,1029,7,1035,1,1014,2,0,1,0,0,0
124,10062,觉醒宝箱-钻石-10连抽-大R,10,15,116,91000002,1800,10,1029,8,1035,1,1014,1,0,150,0,0,0
125,10063,后宫-免费-单抽,0,15,117,0,0,1,1017,1,1018,0,1018,0,1018,1,5,0,0
126,10064,后宫-免费-单抽,0,15,117,0,0,1,1017,1,1018,0,1018,0,1018,1,5,0,0
127,10065,后宫-钻石-单抽,0,15,17,91000002,200,1,1017,1,1018,0,1018,0,1018,1,5,0,0
128,10066,后宫-钻石-单抽,0,15,17,91000002,200,1,1017,1,1018,0,1018,0,1018,1,5,0,0
129,10067,后宫-钻石-5连抽-小R,0,3,19,91000002,900,5,1017,4,1018,1,1019,0,0,1,0,0,0
130,10068,后宫-钻石-5连抽-小R,0,3,19,91000002,900,5,1017,3,1018,1,1019,1,0,1,0,0,0
131,10069,后宫-钻石-5连抽-中R,4,9,19,91000002,900,5,1017,4,1018,1,1019,0,0,1,0,0,0
132,10070,后宫-钻石-5连抽-中R,4,9,19,91000002,900,5,1017,3,1018,1,1019,1,0,1,0,0,0
133,10071,后宫-钻石-5连抽-大R,10,15,19,91000002,900,5,1017,4,1018,1,1019,0,0,1,0,0,0
134,10072,后宫-钻石-5连抽-大R,10,15,19,91000002,900,5,1017,3,1018,1,1019,1,0,1,0,0,0
