id,type,grid,itemid,itemname,itemnumber,weightfunction,currency,cost_item1,cost_num1,teamlvmax,guild_limit,prestige_limit,item_id,recommend,discount
51,1,2,30105010,光元素晶体,5,1,1,91000032,300,0,0,0,91000032,0,0
52,1,2,30106001,暗元素粉尘,5,2,1,91000032,75,0,0,0,91000032,0,0
53,1,2,30106002,暗元素粉尘+1,5,2,1,91000032,100,0,0,0,91000032,0,0
54,1,2,30106003,暗元素粉尘+2,5,2,1,91000032,125,0,0,0,91000032,0,0
55,1,2,30106004,暗元素碎片,5,2,1,91000032,150,0,0,0,91000032,0,0
56,1,2,30106005,暗元素碎片+1,5,2,1,91000032,175,0,0,0,91000032,0,0
57,1,2,30106006,暗元素碎片+2,5,1,1,91000032,200,0,0,0,91000032,0,0
58,1,2,30106007,暗元素碎块,5,1,1,91000032,225,0,0,0,91000032,0,0
59,1,2,30106008,暗元素碎块+1,5,1,1,91000032,250,0,0,0,91000032,0,0
60,1,2,30106009,暗元素碎块+2,5,1,1,91000032,275,0,0,0,91000032,0,0
61,1,2,30106010,暗元素晶体,5,1,1,91000032,300,0,0,0,91000032,0,0
62,1,3,12200601,圣殿统帅,5,300,1,91000032,25,0,0,0,91000032,0,0
63,1,3,12101001,灵翼刺客,5,120,1,91000032,50,0,0,0,91000032,0,0
64,1,3,12201001,熔岩斗士,5,120,1,91000032,50,0,0,0,91000032,0,0
65,1,3,12300801,觅血恶魔,5,120,1,91000032,50,0,0,0,91000032,0,0
66,1,3,12400101,幻影猎人,5,120,1,91000032,50,0,0,0,91000032,0,0
67,1,3,12301201,冰霜射手,5,120,1,91000032,50,0,0,0,91000032,0,0
68,1,3,12300101,火焰领主,5,400,1,91000032,500,0,0,0,91000032,0,0
69,1,3,12300201,黑羽游侠,5,400,1,91000032,500,0,0,0,91000032,0,0
70,1,3,12300501,刀魂,5,400,1,91000032,500,0,0,0,91000032,0,0
71,1,3,12200101,暮光骑士,5,225,1,91000032,1250,0,0,0,91000032,0,0
72,1,3,12200501,部族勇士,5,225,1,91000032,1250,0,0,0,91000032,0,0
73,1,3,12300701,灵界大帝,5,225,1,91000032,1250,0,0,0,91000032,0,0
74,1,3,12400401,巫毒之手,5,225,1,91000032,1250,0,0,0,91000032,0,0
75,1,3,12200601,圣殿统帅,10,200,1,91000032,50,0,0,0,91000032,0,0
76,1,3,12101001,灵翼刺客,10,80,1,91000032,100,0,0,0,91000032,0,0
77,1,3,12201001,熔岩斗士,10,80,1,91000032,100,0,0,0,91000032,0,0
78,1,3,12300801,觅血恶魔,10,80,1,91000032,100,0,0,0,91000032,0,0
79,1,3,12400101,幻影猎人,10,80,1,91000032,100,0,0,0,91000032,0,0
80,1,3,12301201,冰霜射手,10,80,1,91000032,100,0,0,0,91000032,0,0
81,1,3,12300101,火焰领主,10,266,1,91000032,1000,0,0,0,91000032,0,0
82,1,3,12300201,黑羽游侠,10,266,1,91000032,1000,0,0,0,91000032,0,0
83,1,3,12300501,刀魂,10,266,1,91000032,1000,0,0,0,91000032,0,0
84,1,3,12200101,暮光骑士,10,150,1,91000032,2500,0,0,0,91000032,0,0
85,1,3,12200501,部族勇士,10,150,1,91000032,2500,0,0,0,91000032,0,0
86,1,3,12300701,灵界大帝,10,150,1,91000032,2500,0,0,0,91000032,0,0
87,1,3,12400401,巫毒之手,10,150,1,91000032,2500,0,0,0,91000032,0,0
88,1,3,12200601,圣殿统帅,20,100,1,91000032,100,0,0,0,91000032,0,0
89,1,3,12101001,灵翼刺客,40,40,1,91000032,400,0,0,0,91000032,0,0
90,1,3,12201001,熔岩斗士,40,40,1,91000032,400,0,0,0,91000032,0,0
91,1,3,12300801,觅血恶魔,40,40,1,91000032,400,0,0,0,91000032,0,0
92,1,3,12400101,幻影猎人,40,40,1,91000032,400,0,0,0,91000032,0,0
93,1,3,12301201,冰霜射手,40,40,1,91000032,400,0,0,0,91000032,0,0
94,1,3,12300101,火焰领主,60,133,1,91000032,6000,0,0,0,91000032,0,0
95,1,3,12300201,黑羽游侠,60,133,1,91000032,6000,0,0,0,91000032,0,0
96,1,3,12300501,刀魂,60,133,1,91000032,6000,0,0,0,91000032,0,0
97,1,3,12200101,暮光骑士,60,75,1,91000032,15000,0,0,0,91000032,0,0
98,1,3,12200501,部族勇士,60,75,1,91000032,15000,0,0,0,91000032,0,0
99,1,3,12300701,灵界大帝,60,75,1,91000032,15000,0,0,0,91000032,0,0
100,1,3,12400401,巫毒之手,60,75,1,91000032,15000,0,0,0,91000032,0,0
101,1,4,12300401,凤凰之心,5,300,1,91000032,25,0,0,0,91000032,0,0
102,1,4,12100701,灾祸使者,5,300,1,91000032,50,0,0,0,91000032,0,0
103,1,4,12400901,女伯爵,5,300,1,91000032,50,0,0,0,91000032,0,0
104,1,4,12101101,影之牙,5,300,1,91000032,500,0,0,0,91000032,0,0
105,1,4,12300301,魅魔女王,5,300,1,91000032,500,0,0,0,91000032,0,0
106,1,4,12300901,夺灵者,5,300,1,91000032,500,0,0,0,91000032,0,0
107,1,4,12401001,元素魔女,5,300,1,91000032,500,0,0,0,91000032,0,0
108,1,4,12301101,烈火精灵,5,450,1,91000032,1250,0,0,0,91000032,0,0
109,1,4,12400201,雷霆之王,5,450,1,91000032,1250,0,0,0,91000032,0,0
110,1,4,12300401,凤凰之心,10,200,1,91000032,50,0,0,0,91000032,0,0
111,1,4,12100701,灾祸使者,10,200,1,91000032,100,0,0,0,91000032,0,0
112,1,4,12400901,女伯爵,10,200,1,91000032,100,0,0,0,91000032,0,0
113,1,4,12101101,影之牙,10,200,1,91000032,1000,0,0,0,91000032,0,0
114,1,4,12300301,魅魔女王,10,200,1,91000032,1000,0,0,0,91000032,0,0
115,1,4,12300901,夺灵者,10,200,1,91000032,1000,0,0,0,91000032,0,0
116,1,4,12401001,元素魔女,10,200,1,91000032,1000,0,0,0,91000032,0,0
117,1,4,12301101,烈火精灵,10,300,1,91000032,2500,0,0,0,91000032,0,0
118,1,4,12400201,雷霆之王,10,300,1,91000032,2500,0,0,0,91000032,0,0
119,1,4,12300401,凤凰之心,20,100,1,91000032,100,0,0,0,91000032,0,0
120,1,4,12100701,灾祸使者,40,100,1,91000032,400,0,0,0,91000032,0,0
121,1,4,12400901,女伯爵,40,100,1,91000032,400,0,0,0,91000032,0,0
122,1,4,12101101,影之牙,60,100,1,91000032,6000,0,0,0,91000032,0,0
123,1,4,12300301,魅魔女王,60,100,1,91000032,6000,0,0,0,91000032,0,0
124,1,4,12300901,夺灵者,60,100,1,91000032,6000,0,0,0,91000032,0,0
125,1,4,12401001,元素魔女,60,100,1,91000032,6000,0,0,0,91000032,0,0
126,1,4,12301101,烈火精灵,60,150,1,91000032,15000,0,0,0,91000032,0,0
127,1,4,12400201,雷霆之王,60,150,1,91000032,15000,0,0,0,91000032,0,0
128,1,5,12200401,精灵妖狐,5,300,1,91000032,25,0,0,0,91000032,0,0
129,1,5,12300601,部族贤者,5,300,1,91000032,50,0,0,0,91000032,0,0
130,1,5,12400801,仙林女神,5,300,1,91000032,50,0,0,0,91000032,0,0
131,1,5,12100201,仲裁官,5,1200,1,91000032,500,0,0,0,91000032,0,0
132,1,5,12100801,唤魂妖姬,5,900,1,91000032,1250,0,0,0,91000032,0,0
133,1,5,12200401,精灵妖狐,10,200,1,91000032,50,0,0,0,91000032,0,0
134,1,5,12300601,部族贤者,10,200,1,91000032,100,0,0,0,91000032,0,0
135,1,5,12400801,仙林女神,10,200,1,91000032,100,0,0,0,91000032,0,0
136,1,5,12100201,仲裁官,10,800,1,91000032,1000,0,0,0,91000032,0,0
137,1,5,12100801,唤魂妖姬,10,600,1,91000032,2500,0,0,0,91000032,0,0
138,1,5,12200401,精灵妖狐,20,100,1,91000032,100,0,0,0,91000032,0,0
139,1,5,12300601,部族贤者,40,100,1,91000032,400,0,0,0,91000032,0,0
140,1,5,12400801,仙林女神,40,100,1,91000032,400,0,0,0,91000032,0,0
141,1,5,12100201,仲裁官,60,400,1,91000032,6000,0,0,0,91000032,0,0
142,1,5,12100801,唤魂妖姬,60,300,1,91000032,15000,0,0,0,91000032,0,0
143,1,6,30101000,星魂,20,1,1,91000032,300,0,0,0,91000032,0,0
144,1,6,30101000,星魂,50,1,1,91000032,750,0,0,0,91000032,0,0
145,1,6,30101000,星魂,100,1,1,91000032,1500,0,0,0,91000032,0,0
146,1,7,30101001,地元素粉尘,5,2,1,91000032,75,0,0,0,91000032,0,0
147,1,7,30101002,地元素粉尘+1,5,2,1,91000032,100,0,0,0,91000032,0,0
148,1,7,30101003,地元素粉尘+2,5,2,1,91000032,125,0,0,0,91000032,0,0
149,1,7,30101004,地元素碎片,5,2,1,91000032,150,0,0,0,91000032,0,0
150,1,7,30101005,地元素碎片+1,5,2,1,91000032,175,0,0,0,91000032,0,0
151,1,7,30101006,地元素碎片+2,5,1,1,91000032,200,0,0,0,91000032,0,0
152,1,7,30101007,地元素碎块,5,1,1,91000032,225,0,0,0,91000032,0,0
153,1,7,30101008,地元素碎块+1,5,1,1,91000032,250,0,0,0,91000032,0,0
154,1,7,30101009,地元素碎块+2,5,1,1,91000032,275,0,0,0,91000032,0,0
155,1,7,30101010,地元素晶体,5,1,1,91000032,300,0,0,0,91000032,0,0
156,1,7,30102001,水元素粉尘,5,2,1,91000032,75,0,0,0,91000032,0,0
157,1,7,30102002,水元素粉尘+1,5,2,1,91000032,100,0,0,0,91000032,0,0
158,1,7,30102003,水元素粉尘+2,5,2,1,91000032,125,0,0,0,91000032,0,0
159,1,7,30102004,水元素碎片,5,2,1,91000032,150,0,0,0,91000032,0,0
160,1,7,30102005,水元素碎片+1,5,2,1,91000032,175,0,0,0,91000032,0,0
161,1,7,30102006,水元素碎片+2,5,1,1,91000032,200,0,0,0,91000032,0,0
162,1,7,30102007,水元素碎块,5,1,1,91000032,225,0,0,0,91000032,0,0
163,1,7,30102008,水元素碎块+1,5,1,1,91000032,250,0,0,0,91000032,0,0
164,1,7,30102009,水元素碎块+2,5,1,1,91000032,275,0,0,0,91000032,0,0
165,1,7,30102010,水元素晶体,5,1,1,91000032,300,0,0,0,91000032,0,0
166,1,7,30103001,火元素粉尘,5,2,1,91000032,75,0,0,0,91000032,0,0
167,1,7,30103002,火元素粉尘+1,5,2,1,91000032,100,0,0,0,91000032,0,0
168,1,7,30103003,火元素粉尘+2,5,2,1,91000032,125,0,0,0,91000032,0,0
169,1,7,30103004,火元素碎片,5,2,1,91000032,150,0,0,0,91000032,0,0
170,1,7,30103005,火元素碎片+1,5,2,1,91000032,175,0,0,0,91000032,0,0
171,1,7,30103006,火元素碎片+2,5,1,1,91000032,200,0,0,0,91000032,0,0
172,1,7,30103007,火元素碎块,5,1,1,91000032,225,0,0,0,91000032,0,0
173,1,7,30103008,火元素碎块+1,5,1,1,91000032,250,0,0,0,91000032,0,0
174,1,7,30103009,火元素碎块+2,5,1,1,91000032,275,0,0,0,91000032,0,0
175,1,7,30103010,火元素晶体,5,1,1,91000032,300,0,0,0,91000032,0,0
176,1,7,30104001,风元素粉尘,5,2,1,91000032,75,0,0,0,91000032,0,0
177,1,7,30104002,风元素粉尘+1,5,2,1,91000032,100,0,0,0,91000032,0,0
178,1,7,30104003,风元素粉尘+2,5,2,1,91000032,125,0,0,0,91000032,0,0
179,1,7,30104004,风元素碎片,5,2,1,91000032,150,0,0,0,91000032,0,0
180,1,7,30104005,风元素碎片+1,5,2,1,91000032,175,0,0,0,91000032,0,0
181,1,7,30104006,风元素碎片+2,5,1,1,91000032,200,0,0,0,91000032,0,0
182,1,7,30104007,风元素碎块,5,1,1,91000032,225,0,0,0,91000032,0,0
183,1,7,30104008,风元素碎块+1,5,1,1,91000032,250,0,0,0,91000032,0,0
184,1,7,30104009,风元素碎块+2,5,1,1,91000032,275,0,0,0,91000032,0,0
185,1,7,30104010,风元素晶体,5,1,1,91000032,300,0,0,0,91000032,0,0
186,1,7,30105001,光元素粉尘,5,2,1,91000032,75,0,0,0,91000032,0,0
187,1,7,30105002,光元素粉尘+1,5,2,1,91000032,100,0,0,0,91000032,0,0
188,1,7,30105003,光元素粉尘+2,5,2,1,91000032,125,0,0,0,91000032,0,0
189,1,7,30105004,光元素碎片,5,2,1,91000032,150,0,0,0,91000032,0,0
190,1,7,30105005,光元素碎片+1,5,2,1,91000032,175,0,0,0,91000032,0,0
191,1,7,30105006,光元素碎片+2,5,1,1,91000032,200,0,0,0,91000032,0,0
192,1,7,30105007,光元素碎块,5,1,1,91000032,225,0,0,0,91000032,0,0
193,1,7,30105008,光元素碎块+1,5,1,1,91000032,250,0,0,0,91000032,0,0
194,1,7,30105009,光元素碎块+2,5,1,1,91000032,275,0,0,0,91000032,0,0
195,1,7,30105010,光元素晶体,5,1,1,91000032,300,0,0,0,91000032,0,0
196,1,7,30106001,暗元素粉尘,5,2,1,91000032,75,0,0,0,91000032,0,0
197,1,7,30106002,暗元素粉尘+1,5,2,1,91000032,100,0,0,0,91000032,0,0
198,1,7,30106003,暗元素粉尘+2,5,2,1,91000032,125,0,0,0,91000032,0,0
199,1,7,30106004,暗元素碎片,5,2,1,91000032,150,0,0,0,91000032,0,0
200,1,7,30106005,暗元素碎片+1,5,2,1,91000032,175,0,0,0,91000032,0,0
201,1,7,30106006,暗元素碎片+2,5,1,1,91000032,200,0,0,0,91000032,0,0
202,1,7,30106007,暗元素碎块,5,1,1,91000032,225,0,0,0,91000032,0,0
203,1,7,30106008,暗元素碎块+1,5,1,1,91000032,250,0,0,0,91000032,0,0
204,1,7,30106009,暗元素碎块+2,5,1,1,91000032,275,0,0,0,91000032,0,0
205,1,7,30106010,暗元素晶体,5,1,1,91000032,300,0,0,0,91000032,0,0
206,1,8,12200601,圣殿统帅,5,300,1,91000032,25,0,0,0,91000032,0,0
207,1,8,12101001,灵翼刺客,5,120,1,91000032,50,0,0,0,91000032,0,0
208,1,8,12201001,熔岩斗士,5,120,1,91000032,50,0,0,0,91000032,0,0
209,1,8,12300801,觅血恶魔,5,120,1,91000032,50,0,0,0,91000032,0,0
210,1,8,12400101,幻影猎人,5,120,1,91000032,50,0,0,0,91000032,0,0
211,1,8,12301201,冰霜射手,5,120,1,91000032,50,0,0,0,91000032,0,0
212,1,8,12300101,火焰领主,5,400,1,91000032,500,0,0,0,91000032,0,0
213,1,8,12300201,黑羽游侠,5,400,1,91000032,500,0,0,0,91000032,0,0
214,1,8,12300501,刀魂,5,400,1,91000032,500,0,0,0,91000032,0,0
215,1,8,12200101,暮光骑士,5,225,1,91000032,1250,0,0,0,91000032,0,0
216,1,8,12200501,部族勇士,5,225,1,91000032,1250,0,0,0,91000032,0,0
217,1,8,12300701,灵界大帝,5,225,1,91000032,1250,0,0,0,91000032,0,0
218,1,8,12400401,巫毒之手,5,225,1,91000032,1250,0,0,0,91000032,0,0
219,1,8,12200601,圣殿统帅,10,200,1,91000032,50,0,0,0,91000032,0,0
220,1,8,12101001,灵翼刺客,10,80,1,91000032,100,0,0,0,91000032,0,0
221,1,8,12201001,熔岩斗士,10,80,1,91000032,100,0,0,0,91000032,0,0
222,1,8,12300801,觅血恶魔,10,80,1,91000032,100,0,0,0,91000032,0,0
223,1,8,12400101,幻影猎人,10,80,1,91000032,100,0,0,0,91000032,0,0
224,1,8,12301201,冰霜射手,10,80,1,91000032,100,0,0,0,91000032,0,0
225,1,8,12300101,火焰领主,10,266,1,91000032,1000,0,0,0,91000032,0,0
226,1,8,12300201,黑羽游侠,10,266,1,91000032,1000,0,0,0,91000032,0,0
227,1,8,12300501,刀魂,10,266,1,91000032,1000,0,0,0,91000032,0,0
228,1,8,12200101,暮光骑士,10,150,1,91000032,2500,0,0,0,91000032,0,0
229,1,8,12200501,部族勇士,10,150,1,91000032,2500,0,0,0,91000032,0,0
230,1,8,12300701,灵界大帝,10,150,1,91000032,2500,0,0,0,91000032,0,0
231,1,8,12400401,巫毒之手,10,150,1,91000032,2500,0,0,0,91000032,0,0
232,1,8,12200601,圣殿统帅,20,100,1,91000032,100,0,0,0,91000032,0,0
233,1,8,12101001,灵翼刺客,40,40,1,91000032,400,0,0,0,91000032,0,0
234,1,8,12201001,熔岩斗士,40,40,1,91000032,400,0,0,0,91000032,0,0
235,1,8,12300801,觅血恶魔,40,40,1,91000032,400,0,0,0,91000032,0,0
236,1,8,12400101,幻影猎人,40,40,1,91000032,400,0,0,0,91000032,0,0
237,1,8,12301201,冰霜射手,40,40,1,91000032,400,0,0,0,91000032,0,0
238,1,8,12300101,火焰领主,60,133,1,91000032,6000,0,0,0,91000032,0,0
239,1,8,12300201,黑羽游侠,60,133,1,91000032,6000,0,0,0,91000032,0,0
240,1,8,12300501,刀魂,60,133,1,91000032,6000,0,0,0,91000032,0,0
241,1,8,12200101,暮光骑士,60,75,1,91000032,15000,0,0,0,91000032,0,0
242,1,8,12200501,部族勇士,60,75,1,91000032,15000,0,0,0,91000032,0,0
243,1,8,12300701,灵界大帝,60,75,1,91000032,15000,0,0,0,91000032,0,0
244,1,8,12400401,巫毒之手,60,75,1,91000032,15000,0,0,0,91000032,0,0
245,1,9,12300401,凤凰之心,5,300,1,91000032,25,0,0,0,91000032,0,0
246,1,9,12100701,灾祸使者,5,300,1,91000032,50,0,0,0,91000032,0,0
247,1,9,12400901,女伯爵,5,300,1,91000032,50,0,0,0,91000032,0,0
248,1,9,12101101,影之牙,5,300,1,91000032,500,0,0,0,91000032,0,0
249,1,9,12300301,魅魔女王,5,300,1,91000032,500,0,0,0,91000032,0,0
250,1,9,12300901,夺灵者,5,300,1,91000032,500,0,0,0,91000032,0,0
251,1,9,12401001,元素魔女,5,300,1,91000032,500,0,0,0,91000032,0,0
252,1,9,12301101,烈火精灵,5,450,1,91000032,1250,0,0,0,91000032,0,0
253,1,9,12400201,雷霆之王,5,450,1,91000032,1250,0,0,0,91000032,0,0
254,1,9,12300401,凤凰之心,10,200,1,91000032,50,0,0,0,91000032,0,0
255,1,9,12100701,灾祸使者,10,200,1,91000032,100,0,0,0,91000032,0,0
256,1,9,12400901,女伯爵,10,200,1,91000032,100,0,0,0,91000032,0,0
257,1,9,12101101,影之牙,10,200,1,91000032,1000,0,0,0,91000032,0,0
258,1,9,12300301,魅魔女王,10,200,1,91000032,1000,0,0,0,91000032,0,0
259,1,9,12300901,夺灵者,10,200,1,91000032,1000,0,0,0,91000032,0,0
260,1,9,12401001,元素魔女,10,200,1,91000032,1000,0,0,0,91000032,0,0
261,1,9,12301101,烈火精灵,10,300,1,91000032,2500,0,0,0,91000032,0,0
262,1,9,12400201,雷霆之王,10,300,1,91000032,2500,0,0,0,91000032,0,0
263,1,9,12300401,凤凰之心,20,100,1,91000032,100,0,0,0,91000032,0,0
264,1,9,12100701,灾祸使者,40,100,1,91000032,400,0,0,0,91000032,0,0
265,1,9,12400901,女伯爵,40,100,1,91000032,400,0,0,0,91000032,0,0
266,1,9,12101101,影之牙,60,100,1,91000032,6000,0,0,0,91000032,0,0
267,1,9,12300301,魅魔女王,60,100,1,91000032,6000,0,0,0,91000032,0,0
268,1,9,12300901,夺灵者,60,100,1,91000032,6000,0,0,0,91000032,0,0
269,1,9,12401001,元素魔女,60,100,1,91000032,6000,0,0,0,91000032,0,0
270,1,9,12301101,烈火精灵,60,150,1,91000032,15000,0,0,0,91000032,0,0
271,1,9,12400201,雷霆之王,60,150,1,91000032,15000,0,0,0,91000032,0,0
272,1,10,12200401,精灵妖狐,5,300,1,91000032,25,0,0,0,91000032,0,0
273,1,10,12300601,部族贤者,5,300,1,91000032,50,0,0,0,91000032,0,0
274,1,10,12400801,仙林女神,5,300,1,91000032,50,0,0,0,91000032,0,0
275,1,10,12100201,仲裁官,5,1200,1,91000032,500,0,0,0,91000032,0,0
276,1,10,12100801,唤魂妖姬,5,900,1,91000032,1250,0,0,0,91000032,0,0
277,1,10,12200401,精灵妖狐,10,200,1,91000032,50,0,0,0,91000032,0,0
278,1,10,12300601,部族贤者,10,200,1,91000032,100,0,0,0,91000032,0,0
279,1,10,12400801,仙林女神,10,200,1,91000032,100,0,0,0,91000032,0,0
280,1,10,12100201,仲裁官,10,800,1,91000032,1000,0,0,0,91000032,0,0
281,1,10,12100801,唤魂妖姬,10,600,1,91000032,2500,0,0,0,91000032,0,0
282,1,10,12200401,精灵妖狐,20,100,1,91000032,100,0,0,0,91000032,0,0
283,1,10,12300601,部族贤者,40,100,1,91000032,400,0,0,0,91000032,0,0
284,1,10,12400801,仙林女神,40,100,1,91000032,400,0,0,0,91000032,0,0
285,1,10,12100201,仲裁官,60,400,1,91000032,6000,0,0,0,91000032,0,0
286,1,10,12100801,唤魂妖姬,60,300,1,91000032,15000,0,0,0,91000032,0,0
287,6,1,10101001,1级血精石,5,1,11,91000002,50,0,0,0,91000002,0,0
288,6,1,10101002,2级血精石,5,1,11,91000002,100,0,0,0,91000002,0,0
289,6,1,10101003,3级血精石,5,1,11,91000002,300,0,0,0,91000002,0,0
290,6,2,10102001,1级锋锐石,5,1,11,91000002,50,0,0,0,91000002,0,0
291,6,2,10102002,2级锋锐石,5,1,11,91000002,100,0,0,0,91000002,0,0
292,6,2,10102003,3级锋锐石,5,1,11,91000002,300,0,0,0,91000002,0,0
293,6,3,10103001,1级金刚石,1,1,11,91000002,50,0,0,0,91000002,0,0
294,6,3,10103002,2级金刚石,1,1,11,91000002,100,0,0,0,91000002,0,0
295,6,3,10103003,3级金刚石,1,1,11,91000002,300,0,0,0,91000002,0,0
296,6,4,10104001,1级日冕石,1,1,11,91000002,50,0,0,0,91000002,0,0
297,6,4,10104002,2级日冕石,1,1,11,91000002,100,0,0,0,91000002,0,0
298,6,4,10104003,3级日冕石,1,1,11,91000002,300,0,0,0,91000002,0,0
299,6,5,10105001,1级月光石,1,1,11,91000002,50,0,0,0,91000002,0,0
300,6,5,10105002,2级月光石,1,1,11,91000002,100,0,0,0,91000002,0,0
301,6,5,10105003,3级月光石,1,1,11,91000002,300,0,0,0,91000002,0,0
302,6,6,79500401,法珠部件Ⅰ,1,1,11,91000002,200,0,0,0,91000002,0,0
303,6,6,79500402,法珠部件Ⅱ,1,1,11,91000002,200,0,0,0,91000002,0,0
304,6,6,79500403,法珠部件Ⅲ,1,1,11,91000002,200,0,0,0,91000002,0,0
305,6,7,79500501,法典部件Ⅰ,1,1,11,91000002,200,0,0,0,91000002,0,0
306,6,7,79500502,法典部件Ⅱ,1,1,11,91000002,200,0,0,0,91000002,0,0
307,6,7,79500503,法典部件Ⅲ,1,1,11,91000002,200,0,0,0,91000002,0,0
308,6,8,79500601,权杖部件Ⅰ,1,1,11,91000002,200,0,0,0,91000002,0,0
309,6,8,79500602,权杖部件Ⅱ,1,1,11,91000002,200,0,0,0,91000002,0,0
310,6,8,79500603,权杖部件Ⅲ,1,1,11,91000002,200,0,0,0,91000002,0,0
311,6,9,79500701,卷轴部件Ⅰ,1,1,11,91000002,200,0,0,0,91000002,0,0
312,6,9,79500702,卷轴部件Ⅱ,1,1,11,91000002,200,0,0,0,91000002,0,0
313,6,9,79500703,卷轴部件Ⅲ,1,1,11,91000002,200,0,0,0,91000002,0,0
314,6,10,79500801,血瓶部件Ⅰ,1,1,11,91000002,200,0,0,0,91000002,0,0
