mercenary_id,mercenary_name,mercenary_icon,mercenary_level,mercenary_camp,mercenary_type,mercenary_hole,mercenary_index,mercenary_txt,base_type,base_value,base_txt,value_txt1,value_txt2,mercenary_speed,mercenary_attack,mercenary_skill1,mercenary_skill2,mercenary_skill3,mercenary_skill4,mercenary_model,flyeffect,sort,show
50105012,小恶魔·首领,mercenary_1010,1,5,1,1,2,主属性为心智防御，副属性为心智减免,0,0,激活属性：无,心智防御,心智减免,2000,10001,100001,200001,0,0,2101,0,17,1
50105013,小恶魔·首领,mercenary_1010,1,5,1,1,3,主属性为心智防御，副属性为心智减免,0,0,激活属性：无,心智防御,心智减免,2000,10001,100001,200001,0,0,2101,0,17,1
50105014,小恶魔·首领,mercenary_1010,1,5,1,1,4,主属性为心智防御，副属性为心智减免,0,0,激活属性：无,心智防御,心智减免,2000,10001,100001,200001,0,0,2101,0,17,1
50105021,小恶魔·核心,mercenary_1010,1,5,1,2,1,主属性为心智攻击，副属性为心智减免,73,38,激活属性：心智伤害,心智攻击,心智减免,0,0,0,0,0,0,0,0,18,1
50105022,小恶魔·核心,mercenary_1010,1,5,1,2,2,主属性为心智攻击，副属性为心智减免,73,75,激活属性：心智伤害,心智攻击,心智减免,0,0,0,0,0,0,0,0,18,1
50105023,小恶魔·核心,mercenary_1010,1,5,1,2,3,主属性为心智攻击，副属性为心智减免,73,150,激活属性：心智伤害,心智攻击,心智减免,0,0,0,0,0,0,0,0,18,1
50105024,小恶魔·核心,mercenary_1010,1,5,1,2,4,主属性为心智攻击，副属性为心智减免,73,300,激活属性：心智伤害,心智攻击,心智减免,0,0,0,0,0,0,0,0,18,1
50105031,小恶魔·精锐,mercenary_1010,1,5,1,3,1,主属性为心智防御，副属性为活力等级,74,38,激活属性：心智减免,心智防御,活力等级,0,0,0,0,0,0,0,0,19,1
50105032,小恶魔·精锐,mercenary_1010,1,5,1,3,2,主属性为心智防御，副属性为活力等级,74,75,激活属性：心智减免,心智防御,活力等级,0,0,0,0,0,0,0,0,19,1
50105033,小恶魔·精锐,mercenary_1010,1,5,1,3,3,主属性为心智防御，副属性为活力等级,74,150,激活属性：心智减免,心智防御,活力等级,0,0,0,0,0,0,0,0,19,1
50105034,小恶魔·精锐,mercenary_1010,1,5,1,3,4,主属性为心智防御，副属性为活力等级,74,300,激活属性：心智减免,心智防御,活力等级,0,0,0,0,0,0,0,0,19,1
50105041,小恶魔·特种,mercenary_1010,1,5,1,4,1,主属性为活力等级，副属性为物理防御,106,38,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,20,1
50105042,小恶魔·特种,mercenary_1010,1,5,1,4,2,主属性为活力等级，副属性为物理防御,106,75,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,20,1
50105043,小恶魔·特种,mercenary_1010,1,5,1,4,3,主属性为活力等级，副属性为物理防御,106,150,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,20,1
50105044,小恶魔·特种,mercenary_1010,1,5,1,4,4,主属性为活力等级，副属性为物理防御,106,300,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,20,1
50106011,地精·首领,mercenary_1010,1,6,1,1,1,主属性为魔法防御，副属性为魔法防御,0,0,激活属性：无,魔法防御,魔法防御,1000,10002,100001,200001,0,0,2101,0,21,1
50106012,地精·首领,mercenary_1010,1,6,1,1,2,主属性为魔法防御，副属性为魔法防御,0,0,激活属性：无,魔法防御,魔法防御,1000,10002,100001,200001,0,0,2101,0,21,1
50106013,地精·首领,mercenary_1010,1,6,1,1,3,主属性为魔法防御，副属性为魔法防御,0,0,激活属性：无,魔法防御,魔法防御,1000,10002,100001,200001,0,0,2101,0,21,1
50106014,地精·首领,mercenary_1010,1,6,1,1,4,主属性为魔法防御，副属性为魔法防御,0,0,激活属性：无,魔法防御,魔法防御,1000,10002,100001,200001,0,0,2101,0,21,1
50106021,地精·核心,mercenary_1010,1,6,1,2,1,主属性为魔法攻击，副属性为魔法防御,109,38,激活属性：魔法攻击,魔法攻击,魔法防御,0,0,0,0,0,0,0,0,22,1
50106022,地精·核心,mercenary_1010,1,6,1,2,2,主属性为魔法攻击，副属性为魔法防御,109,75,激活属性：魔法攻击,魔法攻击,魔法防御,0,0,0,0,0,0,0,0,22,1
50106023,地精·核心,mercenary_1010,1,6,1,2,3,主属性为魔法攻击，副属性为魔法防御,109,150,激活属性：魔法攻击,魔法攻击,魔法防御,0,0,0,0,0,0,0,0,22,1
50106024,地精·核心,mercenary_1010,1,6,1,2,4,主属性为魔法攻击，副属性为魔法防御,109,300,激活属性：魔法攻击,魔法攻击,魔法防御,0,0,0,0,0,0,0,0,22,1
50106031,地精·精锐,mercenary_1010,1,6,1,3,1,主属性为魔法防御，副属性为活力等级,110,38,激活属性：魔法防御,魔法防御,活力等级,0,0,0,0,0,0,0,0,23,1
50106032,地精·精锐,mercenary_1010,1,6,1,3,2,主属性为魔法防御，副属性为活力等级,110,75,激活属性：魔法防御,魔法防御,活力等级,0,0,0,0,0,0,0,0,23,1
50106033,地精·精锐,mercenary_1010,1,6,1,3,3,主属性为魔法防御，副属性为活力等级,110,150,激活属性：魔法防御,魔法防御,活力等级,0,0,0,0,0,0,0,0,23,1
50106034,地精·精锐,mercenary_1010,1,6,1,3,4,主属性为魔法防御，副属性为活力等级,110,300,激活属性：魔法防御,魔法防御,活力等级,0,0,0,0,0,0,0,0,23,1
50106041,地精·特种,mercenary_1010,1,6,1,4,1,主属性为活力等级，副属性为魔法防御,106,38,激活属性：生命总量,活力等级,魔法防御,0,0,0,0,0,0,0,0,24,1
50106042,地精·特种,mercenary_1010,1,6,1,4,2,主属性为活力等级，副属性为魔法防御,106,75,激活属性：生命总量,活力等级,魔法防御,0,0,0,0,0,0,0,0,24,1
50106043,地精·特种,mercenary_1010,1,6,1,4,3,主属性为活力等级，副属性为魔法防御,106,150,激活属性：生命总量,活力等级,魔法防御,0,0,0,0,0,0,0,0,24,1
50106044,地精·特种,mercenary_1010,1,6,1,4,4,主属性为活力等级，副属性为魔法防御,106,300,激活属性：生命总量,活力等级,魔法防御,0,0,0,0,0,0,0,0,24,1
50201011,弩兵·首领,mercenary_2010,2,1,2,1,1,主属性为活力等级，副属性为物理攻击,0,0,激活属性：无,活力等级,物理攻击,2000,10001,100001,0,0,0,1102,0,25,1
50201012,弩兵·首领,mercenary_2010,2,1,2,1,2,主属性为活力等级，副属性为物理攻击,0,0,激活属性：无,活力等级,物理攻击,2000,10001,100001,0,0,0,1102,0,25,1
50201013,弩兵·首领,mercenary_2010,2,1,2,1,3,主属性为活力等级，副属性为物理攻击,0,0,激活属性：无,活力等级,物理攻击,2000,10001,100001,0,0,0,1102,0,25,1
50201014,弩兵·首领,mercenary_2010,2,1,2,1,4,主属性为活力等级，副属性为物理攻击,0,0,激活属性：无,活力等级,物理攻击,2000,10001,100001,0,0,0,1102,0,25,1
50201021,弩兵·核心,mercenary_2010,2,1,2,2,1,主属性为物理攻击，副属性为心智防御,107,38,激活属性：物理攻击,物理攻击,心智防御,0,0,0,0,0,0,0,0,26,1
50201022,弩兵·核心,mercenary_2010,2,1,2,2,2,主属性为物理攻击，副属性为心智防御,107,75,激活属性：物理攻击,物理攻击,心智防御,0,0,0,0,0,0,0,0,26,1
50201023,弩兵·核心,mercenary_2010,2,1,2,2,3,主属性为物理攻击，副属性为心智防御,107,150,激活属性：物理攻击,物理攻击,心智防御,0,0,0,0,0,0,0,0,26,1
50201024,弩兵·核心,mercenary_2010,2,1,2,2,4,主属性为物理攻击，副属性为心智防御,107,300,激活属性：物理攻击,物理攻击,心智防御,0,0,0,0,0,0,0,0,26,1
50201031,弩兵·精锐,mercenary_2010,2,1,2,3,1,主属性为物理防御，副属性为物理防御,108,38,激活属性：物理防御,物理防御,物理防御,0,0,0,0,0,0,0,0,27,1
50201032,弩兵·精锐,mercenary_2010,2,1,2,3,2,主属性为物理防御，副属性为物理防御,108,75,激活属性：物理防御,物理防御,物理防御,0,0,0,0,0,0,0,0,27,1
50201033,弩兵·精锐,mercenary_2010,2,1,2,3,3,主属性为物理防御，副属性为物理防御,108,150,激活属性：物理防御,物理防御,物理防御,0,0,0,0,0,0,0,0,27,1
50201034,弩兵·精锐,mercenary_2010,2,1,2,3,4,主属性为物理防御，副属性为物理防御,108,300,激活属性：物理防御,物理防御,物理防御,0,0,0,0,0,0,0,0,27,1
50201041,弩兵·特种,mercenary_2010,2,1,2,4,1,主属性为活力等级，副属性为心智防御,106,38,激活属性：生命总量,活力等级,心智防御,0,0,0,0,0,0,0,0,28,1
50201042,弩兵·特种,mercenary_2010,2,1,2,4,2,主属性为活力等级，副属性为心智防御,106,75,激活属性：生命总量,活力等级,心智防御,0,0,0,0,0,0,0,0,28,1
50201043,弩兵·特种,mercenary_2010,2,1,2,4,3,主属性为活力等级，副属性为心智防御,106,150,激活属性：生命总量,活力等级,心智防御,0,0,0,0,0,0,0,0,28,1
50201044,弩兵·特种,mercenary_2010,2,1,2,4,4,主属性为活力等级，副属性为心智防御,106,300,激活属性：生命总量,活力等级,心智防御,0,0,0,0,0,0,0,0,28,1
50202011,骷髅弓箭手·首领,mercenary_2010,2,2,2,1,1,主属性为活力等级，副属性为心智伤害,0,0,激活属性：无,活力等级,心智伤害,1000,10002,200001,0,0,0,2102,0,29,1
50202012,骷髅弓箭手·首领,mercenary_2010,2,2,2,1,2,主属性为活力等级，副属性为心智伤害,0,0,激活属性：无,活力等级,心智伤害,1000,10002,200001,0,0,0,2102,0,29,1
50202013,骷髅弓箭手·首领,mercenary_2010,2,2,2,1,3,主属性为活力等级，副属性为心智伤害,0,0,激活属性：无,活力等级,心智伤害,1000,10002,200001,0,0,0,2102,0,29,1
50202014,骷髅弓箭手·首领,mercenary_2010,2,2,2,1,4,主属性为活力等级，副属性为心智伤害,0,0,激活属性：无,活力等级,心智伤害,1000,10002,200001,0,0,0,2102,0,29,1
50202021,骷髅弓箭手·核心,mercenary_2010,2,2,2,2,1,主属性为心智攻击，副属性为心智防御,73,38,激活属性：心智伤害,心智攻击,心智防御,0,0,0,0,0,0,0,0,30,1
50202022,骷髅弓箭手·核心,mercenary_2010,2,2,2,2,2,主属性为心智攻击，副属性为心智防御,73,75,激活属性：心智伤害,心智攻击,心智防御,0,0,0,0,0,0,0,0,30,1
50202023,骷髅弓箭手·核心,mercenary_2010,2,2,2,2,3,主属性为心智攻击，副属性为心智防御,73,150,激活属性：心智伤害,心智攻击,心智防御,0,0,0,0,0,0,0,0,30,1
50202024,骷髅弓箭手·核心,mercenary_2010,2,2,2,2,4,主属性为心智攻击，副属性为心智防御,73,300,激活属性：心智伤害,心智攻击,心智防御,0,0,0,0,0,0,0,0,30,1
50202031,骷髅弓箭手·精锐,mercenary_2010,2,2,2,3,1,主属性为心智防御，副属性为心智伤害,74,38,激活属性：心智减免,心智防御,心智伤害,0,0,0,0,0,0,0,0,31,1
50202032,骷髅弓箭手·精锐,mercenary_2010,2,2,2,3,2,主属性为心智防御，副属性为心智伤害,74,75,激活属性：心智减免,心智防御,心智伤害,0,0,0,0,0,0,0,0,31,1
50202033,骷髅弓箭手·精锐,mercenary_2010,2,2,2,3,3,主属性为心智防御，副属性为心智伤害,74,150,激活属性：心智减免,心智防御,心智伤害,0,0,0,0,0,0,0,0,31,1
50202034,骷髅弓箭手·精锐,mercenary_2010,2,2,2,3,4,主属性为心智防御，副属性为心智伤害,74,300,激活属性：心智减免,心智防御,心智伤害,0,0,0,0,0,0,0,0,31,1
50202041,骷髅弓箭手·特种,mercenary_2010,2,2,2,4,1,主属性为活力等级，副属性为心智攻击,106,38,激活属性：生命总量,活力等级,心智攻击,0,0,0,0,0,0,0,0,32,1
50202042,骷髅弓箭手·特种,mercenary_2010,2,2,2,4,2,主属性为活力等级，副属性为心智攻击,106,75,激活属性：生命总量,活力等级,心智攻击,0,0,0,0,0,0,0,0,32,1
50202043,骷髅弓箭手·特种,mercenary_2010,2,2,2,4,3,主属性为活力等级，副属性为心智攻击,106,150,激活属性：生命总量,活力等级,心智攻击,0,0,0,0,0,0,0,0,32,1
50202044,骷髅弓箭手·特种,mercenary_2010,2,2,2,4,4,主属性为活力等级，副属性为心智攻击,106,300,激活属性：生命总量,活力等级,心智攻击,0,0,0,0,0,0,0,0,32,1
50203011,矮人火枪·首领,mercenary_2010,2,3,2,1,1,主属性为物理攻击，副属性为物理防御,0,0,激活属性：无,物理攻击,物理防御,2000,10002,200001,0,0,0,3102,0,33,1
50203012,矮人火枪·首领,mercenary_2010,2,3,2,1,2,主属性为物理攻击，副属性为物理防御,0,0,激活属性：无,物理攻击,物理防御,2000,10002,200001,0,0,0,3102,0,33,1
50203013,矮人火枪·首领,mercenary_2010,2,3,2,1,3,主属性为物理攻击，副属性为物理防御,0,0,激活属性：无,物理攻击,物理防御,2000,10002,200001,0,0,0,3102,0,33,1
50203014,矮人火枪·首领,mercenary_2010,2,3,2,1,4,主属性为物理攻击，副属性为物理防御,0,0,激活属性：无,物理攻击,物理防御,2000,10002,200001,0,0,0,3102,0,33,1
50203021,矮人火枪·核心,mercenary_2010,2,3,2,2,1,主属性为物理攻击，副属性为魔法防御,107,38,激活属性：物理攻击,物理攻击,魔法防御,0,0,0,0,0,0,0,0,34,1
50203022,矮人火枪·核心,mercenary_2010,2,3,2,2,2,主属性为物理攻击，副属性为魔法防御,107,75,激活属性：物理攻击,物理攻击,魔法防御,0,0,0,0,0,0,0,0,34,1
50203023,矮人火枪·核心,mercenary_2010,2,3,2,2,3,主属性为物理攻击，副属性为魔法防御,107,150,激活属性：物理攻击,物理攻击,魔法防御,0,0,0,0,0,0,0,0,34,1
50203024,矮人火枪·核心,mercenary_2010,2,3,2,2,4,主属性为物理攻击，副属性为魔法防御,107,300,激活属性：物理攻击,物理攻击,魔法防御,0,0,0,0,0,0,0,0,34,1
50203031,矮人火枪·精锐,mercenary_2010,2,3,2,3,1,主属性为物理防御，副属性为活力等级,108,38,激活属性：物理防御,物理防御,活力等级,0,0,0,0,0,0,0,0,35,1
50203032,矮人火枪·精锐,mercenary_2010,2,3,2,3,2,主属性为物理防御，副属性为活力等级,108,75,激活属性：物理防御,物理防御,活力等级,0,0,0,0,0,0,0,0,35,1
50203033,矮人火枪·精锐,mercenary_2010,2,3,2,3,3,主属性为物理防御，副属性为活力等级,108,150,激活属性：物理防御,物理防御,活力等级,0,0,0,0,0,0,0,0,35,1
50203034,矮人火枪·精锐,mercenary_2010,2,3,2,3,4,主属性为物理防御，副属性为活力等级,108,300,激活属性：物理防御,物理防御,活力等级,0,0,0,0,0,0,0,0,35,1
