id,powername,power,powerid,type,page,place,holdreward,hourget,icon1,title1,txt1,icon2,title2,txt2,icon3,title3,txt3,kingadd,officerclass
4050202,font_wqzd_06,4,三品伯爵,4,2,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050203,font_wqzd_06,4,三品伯爵,4,2,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050204,font_wqzd_07,5,四品子爵,4,2,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050205,font_wqzd_07,5,四品子爵,4,2,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050301,font_wqzd_05,3,二品侯爵,4,3,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4050302,font_wqzd_06,4,三品伯爵,4,3,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050303,font_wqzd_06,4,三品伯爵,4,3,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050304,font_wqzd_07,5,四品子爵,4,3,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050305,font_wqzd_07,5,四品子爵,4,3,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050401,font_wqzd_05,3,二品侯爵,4,4,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4050402,font_wqzd_06,4,三品伯爵,4,4,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050403,font_wqzd_06,4,三品伯爵,4,4,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050404,font_wqzd_07,5,四品子爵,4,4,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050405,font_wqzd_07,5,四品子爵,4,4,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050501,font_wqzd_05,3,二品侯爵,4,5,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4050502,font_wqzd_06,4,三品伯爵,4,5,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050503,font_wqzd_06,4,三品伯爵,4,5,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4050504,font_wqzd_07,5,四品子爵,4,5,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4050505,font_wqzd_07,5,四品子爵,4,5,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060101,font_wqzd_05,3,二品侯爵,5,1,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4060102,font_wqzd_06,4,三品伯爵,5,1,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060103,font_wqzd_06,4,三品伯爵,5,1,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060104,font_wqzd_07,5,四品子爵,5,1,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060105,font_wqzd_07,5,四品子爵,5,1,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060201,font_wqzd_05,3,二品侯爵,5,2,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4060202,font_wqzd_06,4,三品伯爵,5,2,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060203,font_wqzd_06,4,三品伯爵,5,2,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060204,font_wqzd_07,5,四品子爵,5,2,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060205,font_wqzd_07,5,四品子爵,5,2,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060301,font_wqzd_05,3,二品侯爵,5,3,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4060302,font_wqzd_06,4,三品伯爵,5,3,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060303,font_wqzd_06,4,三品伯爵,5,3,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060304,font_wqzd_07,5,四品子爵,5,3,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060305,font_wqzd_07,5,四品子爵,5,3,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060401,font_wqzd_05,3,二品侯爵,5,4,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4060402,font_wqzd_06,4,三品伯爵,5,4,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060403,font_wqzd_06,4,三品伯爵,5,4,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060404,font_wqzd_07,5,四品子爵,5,4,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060405,font_wqzd_07,5,四品子爵,5,4,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060501,font_wqzd_05,3,二品侯爵,5,5,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4060502,font_wqzd_06,4,三品伯爵,5,5,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060503,font_wqzd_06,4,三品伯爵,5,5,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4060504,font_wqzd_07,5,四品子爵,5,5,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4060505,font_wqzd_07,5,四品子爵,5,5,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070101,font_wqzd_05,3,二品侯爵,6,1,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4070102,font_wqzd_06,4,三品伯爵,6,1,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070103,font_wqzd_06,4,三品伯爵,6,1,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070104,font_wqzd_07,5,四品子爵,6,1,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070105,font_wqzd_07,5,四品子爵,6,1,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070201,font_wqzd_05,3,二品侯爵,6,2,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4070202,font_wqzd_06,4,三品伯爵,6,2,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070203,font_wqzd_06,4,三品伯爵,6,2,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070204,font_wqzd_07,5,四品子爵,6,2,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070205,font_wqzd_07,5,四品子爵,6,2,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070301,font_wqzd_05,3,二品侯爵,6,3,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4070302,font_wqzd_06,4,三品伯爵,6,3,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070303,font_wqzd_06,4,三品伯爵,6,3,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070304,font_wqzd_07,5,四品子爵,6,3,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070305,font_wqzd_07,5,四品子爵,6,3,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070401,font_wqzd_05,3,二品侯爵,6,4,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4070402,font_wqzd_06,4,三品伯爵,6,4,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070403,font_wqzd_06,4,三品伯爵,6,4,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070404,font_wqzd_07,5,四品子爵,6,4,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070405,font_wqzd_07,5,四品子爵,6,4,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070501,font_wqzd_05,3,二品侯爵,6,5,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4070502,font_wqzd_06,4,三品伯爵,6,5,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070503,font_wqzd_06,4,三品伯爵,6,5,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4070504,font_wqzd_07,5,四品子爵,6,5,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4070505,font_wqzd_07,5,四品子爵,6,5,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080101,font_wqzd_05,3,二品侯爵,7,1,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4080102,font_wqzd_06,4,三品伯爵,7,1,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080103,font_wqzd_06,4,三品伯爵,7,1,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080104,font_wqzd_07,5,四品子爵,7,1,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080105,font_wqzd_07,5,四品子爵,7,1,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080201,font_wqzd_05,3,二品侯爵,7,2,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4080202,font_wqzd_06,4,三品伯爵,7,2,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080203,font_wqzd_06,4,三品伯爵,7,2,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080204,font_wqzd_07,5,四品子爵,7,2,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080205,font_wqzd_07,5,四品子爵,7,2,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080301,font_wqzd_05,3,二品侯爵,7,3,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4080302,font_wqzd_06,4,三品伯爵,7,3,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080303,font_wqzd_06,4,三品伯爵,7,3,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080304,font_wqzd_07,5,四品子爵,7,3,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080305,font_wqzd_07,5,四品子爵,7,3,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080401,font_wqzd_05,3,二品侯爵,7,4,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4080402,font_wqzd_06,4,三品伯爵,7,4,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080403,font_wqzd_06,4,三品伯爵,7,4,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080404,font_wqzd_07,5,四品子爵,7,4,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080405,font_wqzd_07,5,四品子爵,7,4,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080501,font_wqzd_05,3,二品侯爵,7,5,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4080502,font_wqzd_06,4,三品伯爵,7,5,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080503,font_wqzd_06,4,三品伯爵,7,5,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4080504,font_wqzd_07,5,四品子爵,7,5,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4080505,font_wqzd_07,5,四品子爵,7,5,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090101,font_wqzd_05,3,二品侯爵,8,1,1,91000034,3,0,0,0,0,0,0,0,0,0,1,106
4090102,font_wqzd_06,4,三品伯爵,8,1,2,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4090103,font_wqzd_06,4,三品伯爵,8,1,3,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4090104,font_wqzd_07,5,四品子爵,8,1,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090105,font_wqzd_07,5,四品子爵,8,1,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090201,font_wqzd_06,4,三品伯爵,8,2,1,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4090202,font_wqzd_07,5,四品子爵,8,2,2,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090203,font_wqzd_07,5,四品子爵,8,2,3,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090204,font_wqzd_07,5,四品子爵,8,2,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090205,font_wqzd_07,5,四品子爵,8,2,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090301,font_wqzd_06,4,三品伯爵,8,3,1,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4090302,font_wqzd_07,5,四品子爵,8,3,2,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090303,font_wqzd_07,5,四品子爵,8,3,3,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090304,font_wqzd_07,5,四品子爵,8,3,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090305,font_wqzd_07,5,四品子爵,8,3,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090401,font_wqzd_06,4,三品伯爵,8,4,1,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4090402,font_wqzd_07,5,四品子爵,8,4,2,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090403,font_wqzd_07,5,四品子爵,8,4,3,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090404,font_wqzd_07,5,四品子爵,8,4,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090405,font_wqzd_07,5,四品子爵,8,4,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090501,font_wqzd_06,4,三品伯爵,8,5,1,91000034,2,0,0,0,0,0,0,0,0,0,1,108
4090502,font_wqzd_07,5,四品子爵,8,5,2,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090503,font_wqzd_07,5,四品子爵,8,5,3,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090504,font_wqzd_07,5,四品子爵,8,5,4,91000034,1,0,0,0,0,0,0,0,0,0,1,109
4090505,font_wqzd_07,5,四品子爵,8,5,5,91000034,1,0,0,0,0,0,0,0,0,0,1,109
