drop_id,drop_group,item_id,role_name,drop_name,drop_cards_num,chance,alert
51,1004,12100701,庞统武魂,招募武魂S组,1,1,0
52,1004,12100501,黄忠武魂,招募武魂S组,1,1,0
53,1004,12400801,华佗武魂,招募武魂S组,1,1,0
54,1004,12301201,步练师武魂,招募武魂S组,2,1,0
55,1004,12200601,曹仁武魂,招募武魂S组,2,1,0
56,1004,12200501,张辽武魂,招募武魂S组,2,1,0
57,1004,12300401,陆逊武魂,招募武魂S组,2,1,0
58,1004,12101001,孙尚香武魂,招募武魂S组,2,1,0
59,1004,12200101,甄姬武魂,招募武魂S组,2,1,0
60,1004,12200301,荀彧武魂,招募武魂S组,2,1,0
61,1004,12300301,吕蒙武魂,招募武魂S组,2,1,0
62,1004,12100701,庞统武魂,招募武魂S组,2,1,0
63,1004,12100501,黄忠武魂,招募武魂S组,2,1,0
64,1004,12400801,华佗武魂,招募武魂S组,2,1,0
65,1031,12400501,孟获武魂,招募武魂A组,1,1,0
66,1031,12300101,高顺武魂,招募武魂A组,1,1,0
67,1031,12400201,祝融武魂,招募武魂A组,1,1,0
68,1031,12300801,韩当武魂,招募武魂A组,1,1,0
69,1031,12400701,华雄武魂,招募武魂A组,1,1,0
70,1031,12200401,蔡文姬武魂,招募武魂A组,1,1,0
71,1031,12100801,黄月英武魂,招募武魂A组,1,1,0
72,1031,12400601,贾诩武魂,招募武魂A组,1,1,0
73,1031,12400501,孟获武魂,招募武魂A组,2,1,0
74,1031,12300101,高顺武魂,招募武魂A组,2,1,0
75,1031,12400201,祝融武魂,招募武魂A组,2,1,0
76,1031,12300801,韩当武魂,招募武魂A组,2,1,0
77,1031,12400701,华雄武魂,招募武魂A组,2,1,0
78,1031,12200401,蔡文姬武魂,招募武魂A组,2,1,0
79,1031,12100801,黄月英武魂,招募武魂A组,2,1,0
80,1031,12400601,贾诩武魂,招募武魂A组,2,1,0
81,1005,11200201,许褚,前排名将,1,1,1
82,1005,11100201,张飞,前排名将,1,3,1
83,1005,11400701,华雄,前排名将,1,5,0
84,1006,11200801,郭嘉,中排名将,1,1,1
85,1006,11300301,吕蒙,中排名将,1,3,1
86,1006,11300801,韩当,中排名将,1,5,0
87,1007,11300601,孙权,后排名将,1,1,1
88,1007,11100501,黄忠,后排名将,1,3,1
89,1007,11100701,庞统,后排名将,1,5,0
90,1008,12200201,许褚武魂,前排名将,1,1,0
91,1008,12100201,张飞武魂,前排名将,1,1,0
92,1008,12400701,华雄武魂,前排名将,1,1,0
93,1009,12200801,郭嘉武魂,中排名将,1,1,0
94,1009,12300301,吕蒙武魂,中排名将,1,1,0
95,1009,12300801,韩当武魂,中排名将,1,1,0
96,1010,12300601,孙权武魂,后排名将,1,1,0
97,1010,12100501,黄忠武魂,后排名将,1,1,0
98,1010,12400801,华佗武魂,后排名将,1,1,0
99,1011,12200201,许褚武魂,前排名将,2,1,0
100,1011,12100201,张飞武魂,前排名将,2,1,0
101,1011,12400701,华雄武魂,前排名将,2,1,0
102,1012,12200801,郭嘉武魂,中排名将,2,1,0
103,1012,12300301,吕蒙武魂,中排名将,2,1,0
104,1012,12300801,韩当武魂,中排名将,2,1,0
105,1013,12300601,孙权武魂,后排名将,2,1,0
106,1013,12100501,黄忠武魂,后排名将,2,1,0
107,1013,12100701,庞统武魂,后排名将,2,1,0
108,1014,42000001,升星石,装备升星石,1,1,0
109,1016,81900021,神器进阶石,觉醒宝箱进阶石组,1,5,0
110,1016,81900021,神器进阶石,觉醒宝箱进阶石组,2,4,0
111,1016,81900021,神器进阶石,觉醒宝箱进阶石组,3,3,0
112,1016,81900021,神器进阶石,觉醒宝箱进阶石组,4,2,0
113,1016,81900021,神器进阶石,觉醒宝箱进阶石组,5,1,0
114,1016,81900021,神器进阶石,觉醒宝箱进阶石组,6,1,0
115,1017,79500101,墨羽头巾,墨羽头巾,1,1,0
116,1017,79500102,赤羽项链,赤羽项链,1,1,0
117,1017,79500103,腾蛇手链,腾蛇手链,1,1,0
118,1017,79500104,独灼耳环,独灼耳环,1,1,0
119,1017,79500105,玄武书卷,玄晶虎皮衣,1,1,0
120,1017,79500106,日月仙笔,地煞戒,1,1,0
121,1017,79500201,绮罗梦钗,绮罗梦钗,1,1,0
122,1017,79500202,凤翎项链,凤翎项链,1,1,0
123,1017,79500203,银月镯,银月镯,1,1,0
124,1017,79500204,舞风耳环,舞风耳环,1,1,0
125,1017,79500205,青花圆珠,青花裙,1,1,0
126,1017,79500206,金虹花绳,金虹羽扇,1,1,0
127,1017,79500301,凤翎发簪,凤翎发簪,1,1,0
128,1017,79500302,飞花项链,飞花项链,1,1,0
129,1017,79500303,玄冰镯,玄冰镯,1,1,0
130,1017,79500304,赤霞耳环,赤霞耳环,1,1,0
131,1017,79500305,月冷玉佩,月冷纱裙,1,1,0
132,1017,79500306,天蝉伞,天蝉羽扇,1,1,0
133,1017,79500401,点星钗,点星钗,1,1,0
134,1017,79500402,苍羽项链,苍羽项链,1,1,0
135,1017,79500403,月裳铃,月裳铃,1,1,0
136,1017,79500404,水灵耳环,水灵耳环,1,1,0
137,1017,79500405,青冥书卷,丹霞仙裙,1,1,0
138,1017,79500406,天幻羽扇,天幻羽扇,1,1,0
139,1017,79500501,寒梅簪,寒梅簪,1,1,0
140,1017,79500502,白光项链,白光项链,1,1,0
141,1017,79500503,银光手环,银光手环,1,1,0
142,1017,79500504,紫光耳环,紫光耳环,1,1,0
143,1017,79500505,血玉石,雪雾裳,1,1,0
144,1017,79500506,日月琴,日月琴,1,1,0
145,1017,79500601,翼轸凤冠,翼轸凤冠,1,1,0
146,1017,79500602,白凤项链,白凤项链,1,1,0
147,1017,79500603,凤羽手环,凤羽手环,1,1,0
148,1017,79500604,龙腾耳环,龙腾凰耳环,1,1,0
149,1017,79500605,阳灵书卷,阳灵凤裳,1,1,0
150,1017,79500606,飞凤琵琶,飞凤琴,1,1,0
151,1017,79500701,天舞钗,天舞钗,1,1,0
152,1017,79500702,蝴蝶项链,蝴蝶项链,1,1,0
153,1017,79500703,水灵镯,水灵镯,1,1,0
154,1017,79500704,紫羽耳环,紫羽耳环,1,1,0
155,1017,79500705,凌霄玉佩,凌霄裳,1,1,0
156,1017,79500706,绯雨伞,白月扇,1,1,0
157,1017,79500801,满月钗,满月钗,1,1,0
158,1017,79500802,梅月项链,梅月项链,1,1,0
159,1017,79500803,月卷手环,月卷手环,1,1,0
160,1017,79500804,飞星耳环,飞星耳环,1,1,0
161,1017,79500805,燕影书卷,燕影纱裙,1,1,0
162,1017,79500806,玉女伞,玉女扇,1,1,0
163,1017,80000011,灵光石,灵光石,5,2,0
164,1018,80500101,野性之魂,野性之魂,1,1,0
165,1018,80500201,娇虎之魂,娇虎之魂,1,1,0
166,1018,80500301,闭月之魂,闭月之魂,1,1,0
167,1018,80500401,才貌之魂,才貌之魂,1,1,0
168,1018,80500501,琴音之魂,琴音之魂,1,1,0
169,1018,80500601,洛神之魂,洛神之魂,1,1,0
170,1018,80500701,琉璃之魂,琉璃之魂,1,1,0
171,1018,80500801,玲珑之魂,玲珑之魂,1,1,0
172,1019,80500101,野性之魂,野性之魂,1,2,0
173,1019,80500201,娇虎之魂,娇虎之魂,1,2,0
174,1019,80500301,闭月之魂,闭月之魂,1,2,0
175,1019,80500401,才貌之魂,才貌之魂,1,2,0
176,1019,80500501,琴音之魂,琴音之魂,1,2,0
177,1019,80500601,洛神之魂,洛神之魂,1,2,0
178,1019,80500701,琉璃之魂,琉璃之魂,1,2,0
179,1019,80500801,玲珑之魂,玲珑之魂,1,2,0
180,1019,80000011,灵光石,灵光石,1,4,0
181,1020,11400601,贾诩,招募单次首抽组,1,1,0
182,1021,11400201,祝融,元宝单次首抽组,1,1,0
183,1023,42000001,升星石,觉醒宝箱单次首抽组,1,1,0
184,1024,11300501,太史慈,元宝10连1次组,1,1,0
185,1025,11300401,陆逊,废弃组,1,1,0
186,1026,11100201,张飞,名将前锋首次,1,1,0
187,1027,11300301,吕蒙,名将中军首次,1,1,0
188,1028,11100501,黄忠,名将后援首次,1,1,0
189,1029,44100104,关羽魂器碎片,觉醒碎片组,1,10,0
190,1029,44100204,张飞魂器碎片,觉醒碎片组,1,10,0
191,1029,44100304,马超魂器碎片,觉醒碎片组,1,10,0
192,1029,44100404,赵云魂器碎片,觉醒碎片组,1,1,0
193,1029,44100504,黄忠魂器碎片,觉醒碎片组,1,10,0
194,1029,44100604,诸葛亮魂器碎片,觉醒碎片组,1,1,0
195,1029,44100704,庞统魂器碎片,觉醒碎片组,1,10,0
196,1029,44100804,黄月英魂器碎片,觉醒碎片组,1,20,0
197,1029,44100904,刘备魂器碎片,觉醒碎片组,1,10,0
198,1029,44101004,孙尚香魂器碎片,觉醒碎片组,1,10,0
199,1029,44200104,甄姬魂器碎片,觉醒碎片组,1,10,0
200,1029,44200204,许褚魂器碎片,觉醒碎片组,1,10,0
201,1029,44200304,荀彧魂器碎片,觉醒碎片组,1,10,0
202,1029,44200404,蔡文姬魂器碎片,觉醒碎片组,1,20,0
203,1029,44200504,张辽魂器碎片,觉醒碎片组,1,10,0
204,1029,44200604,曹仁魂器碎片,觉醒碎片组,1,10,0
205,1029,44200704,司马懿魂器碎片,觉醒碎片组,1,1,0
206,1029,44200804,郭嘉魂器碎片,觉醒碎片组,1,10,0
207,1029,44200904,曹操魂器碎片,觉醒碎片组,1,10,0
208,1029,44201004,夏侯惇魂器碎片,觉醒碎片组,1,10,0
209,1029,44300104,高顺魂器碎片,觉醒碎片组,1,20,0
210,1029,44300204,小乔魂器碎片,觉醒碎片组,1,10,0
211,1029,44300304,吕蒙魂器碎片,觉醒碎片组,1,10,0
212,1029,44300404,陆逊魂器碎片,觉醒碎片组,1,10,0
213,1029,44300504,太史慈魂器碎片,觉醒碎片组,1,10,0
214,1029,44300604,孙权魂器碎片,觉醒碎片组,1,10,0
215,1029,44300704,周泰魂器碎片,觉醒碎片组,1,10,0
216,1029,44300804,韩当魂器碎片,觉醒碎片组,1,20,0
217,1029,44300904,大乔魂器碎片,觉醒碎片组,1,10,0
218,1029,44301004,周瑜魂器碎片,觉醒碎片组,1,1,0
219,1029,44400104,吕布魂器碎片,觉醒碎片组,1,1,0
220,1029,44400204,祝融魂器碎片,觉醒碎片组,1,20,0
221,1029,44400304,貂蝉魂器碎片,觉醒碎片组,1,10,0
222,1029,44400404,董卓魂器碎片,觉醒碎片组,1,1,0
223,1029,44400504,孟获魂器碎片,觉醒碎片组,1,20,0
224,1029,44400604,贾诩魂器碎片,觉醒碎片组,1,20,0
225,1029,44400704,华雄魂器碎片,觉醒碎片组,1,20,0
226,1029,44400804,华佗魂器碎片,觉醒碎片组,1,10,0
227,1029,44400904,庞德魂器碎片,觉醒碎片组,1,10,0
228,1029,44401004,张角魂器碎片,觉醒碎片组,1,10,0
229,1029,44301204,步练师魂器碎片,觉醒碎片组,1,10,0
230,1029,44301104,孙策魂器碎片,觉醒碎片组,1,1,0
231,1029,44500101,霸王铠碎片,觉醒碎片组,1,100,0
232,1029,44500102,白银甲碎片,觉醒碎片组,1,100,0
233,1029,44500103,羽日袍碎片,觉醒碎片组,1,100,0
234,1029,44500104,统御坠碎片,觉醒碎片组,1,100,0
235,1029,44500105,金石坠碎片,觉醒碎片组,1,100,0
236,1029,44500106,石吊坠碎片,觉醒碎片组,1,100,0
237,1035,42600101,霸王铠,觉醒成品组,1,100,0
238,1035,42600102,白银甲,觉醒成品组,1,100,0
239,1035,42600103,羽日袍,觉醒成品组,1,100,0
240,1035,42600104,统御坠,觉醒成品组,1,100,0
241,1035,42600105,金石坠,觉醒成品组,1,100,0
242,1035,42600106,石吊坠,觉醒成品组,1,100,0
243,1035,42100104,关羽魂器,觉醒成品组,1,10,0
244,1035,42100204,张飞魂器,觉醒成品组,1,10,0
245,1035,42100304,马超魂器,觉醒成品组,1,10,0
246,1035,42100404,赵云魂器,觉醒成品组,1,0,0
247,1035,42100504,黄忠魂器,觉醒成品组,1,10,0
248,1035,42100604,诸葛亮魂器,觉醒成品组,1,0,0
249,1035,42100704,庞统魂器,觉醒成品组,1,10,0
250,1035,42100804,黄月英魂器,觉醒成品组,1,20,0
251,1035,42100904,刘备魂器,觉醒成品组,1,10,0
252,1035,42101004,孙尚香魂器,觉醒成品组,1,10,0
253,1035,42200104,甄姬魂器,觉醒成品组,1,10,0
254,1035,42200204,许褚魂器,觉醒成品组,1,10,0
255,1035,42200304,荀彧魂器,觉醒成品组,1,10,0
256,1035,42200404,蔡文姬魂器,觉醒成品组,1,20,0
257,1035,42200504,张辽魂器,觉醒成品组,1,10,0
258,1035,42200604,曹仁魂器,觉醒成品组,1,10,0
259,1035,42200704,司马懿魂器,觉醒成品组,1,0,0
260,1035,42200804,郭嘉魂器,觉醒成品组,1,10,0
261,1035,42200904,曹操魂器,觉醒成品组,1,10,0
262,1035,42201004,夏侯惇魂器,觉醒成品组,1,10,0
263,1035,42300104,高顺魂器,觉醒成品组,1,20,0
264,1035,42300204,小乔魂器,觉醒成品组,1,10,0
265,1035,42300304,吕蒙魂器,觉醒成品组,1,10,0
266,1035,42300404,陆逊魂器,觉醒成品组,1,10,0
267,1035,42300504,太史慈魂器,觉醒成品组,1,10,0
268,1035,42300604,孙权魂器,觉醒成品组,1,10,0
269,1035,42300704,周泰魂器,觉醒成品组,1,10,0
270,1035,42300804,韩当魂器,觉醒成品组,1,20,0
271,1035,42300904,大乔魂器,觉醒成品组,1,10,0
272,1035,42301004,周瑜魂器,觉醒成品组,1,0,0
273,1035,42400104,吕布魂器,觉醒成品组,1,0,0
274,1035,42400204,祝融魂器,觉醒成品组,1,20,0
275,1035,42400304,貂蝉魂器,觉醒成品组,1,10,0
276,1035,42400404,董卓魂器,觉醒成品组,1,0,0
277,1035,42400504,孟获魂器,觉醒成品组,1,20,0
278,1035,42400604,贾诩魂器,觉醒成品组,1,20,0
279,1035,42400704,华雄魂器,觉醒成品组,1,20,0
280,1035,42400804,华佗魂器,觉醒成品组,1,10,0
281,1035,42400904,庞德魂器,觉醒成品组,1,10,0
282,1035,42401004,张角魂器,觉醒成品组,1,10,0
283,1030,12400401,董卓武魂,神将魂组,1,2,0
284,1030,12301001,周瑜武魂,神将魂组,1,2,0
285,1030,12400101,吕布武魂,神将魂组,1,2,0
286,1030,12100401,赵云武魂,神将魂组,1,2,0
287,1030,12100601,诸葛亮武魂,神将魂组,1,2,0
288,1030,12200701,司马懿武魂,神将魂组,1,2,0
289,1030,12301101,孙策武魂,神将魂组,1,2,0
290,1030,12301101,孙策武魂,神将魂组,2,1,0
291,1030,12400401,董卓武魂,神将魂组,2,1,0
292,1030,12301001,周瑜武魂,神将魂组,2,1,0
293,1030,12400101,吕布武魂,神将魂组,2,1,0
294,1030,12100401,赵云武魂,神将魂组,2,1,0
295,1030,12100601,诸葛亮武魂,神将魂组,2,1,0
296,1030,12200701,司马懿武魂,神将魂组,2,1,0
297,1032,12400301,貂蝉武魂,10连武魂混合组,1,1,0
298,1032,12200601,曹仁武魂,10连武魂混合组,1,1,0
299,1032,12200501,张辽武魂,10连武魂混合组,1,1,0
300,1032,12300401,陆逊武魂,10连武魂混合组,1,1,0
301,1032,12101001,孙尚香武魂,10连武魂混合组,1,1,0
302,1032,12200101,甄姬武魂,10连武魂混合组,1,1,0
303,1032,12200301,荀彧武魂,10连武魂混合组,1,1,0
304,1032,12300301,吕蒙武魂,10连武魂混合组,1,1,0
305,1032,12100701,庞统武魂,10连武魂混合组,1,1,0
306,1032,12100501,黄忠武魂,10连武魂混合组,1,1,0
307,1032,12400801,华佗武魂,10连武魂混合组,1,1,0
308,1032,12400301,貂蝉武魂,10连武魂混合组,2,1,0
309,1032,12200601,曹仁武魂,10连武魂混合组,2,1,0
310,1032,12200501,张辽武魂,10连武魂混合组,2,1,0
311,1032,12300401,陆逊武魂,10连武魂混合组,2,1,0
312,1032,12101001,孙尚香武魂,10连武魂混合组,2,1,0
313,1032,12200101,甄姬武魂,10连武魂混合组,2,1,0
314,1032,12200301,荀彧武魂,10连武魂混合组,2,1,0
315,1032,12300301,吕蒙武魂,10连武魂混合组,2,1,0
316,1032,12100701,庞统武魂,10连武魂混合组,2,1,0
317,1032,12100501,黄忠武魂,10连武魂混合组,2,1,0
318,1032,12400801,华佗武魂,10连武魂混合组,2,1,0
319,1032,12400501,孟获武魂,10连武魂混合组,1,1,0
320,1032,12300101,高顺武魂,10连武魂混合组,1,1,0
321,1032,12400201,祝融武魂,10连武魂混合组,1,1,0
322,1032,12300801,韩当武魂,10连武魂混合组,1,1,0
323,1032,12400701,华雄武魂,10连武魂混合组,1,1,0
324,1032,12200401,蔡文姬武魂,10连武魂混合组,1,1,0
325,1032,12100801,黄月英武魂,10连武魂混合组,1,1,0
326,1032,12400601,贾诩武魂,10连武魂混合组,1,1,0
327,1032,12400501,孟获武魂,10连武魂混合组,2,1,0
328,1032,12300101,高顺武魂,10连武魂混合组,2,1,0
329,1032,12400201,祝融武魂,10连武魂混合组,2,1,0
330,1032,12300801,韩当武魂,10连武魂混合组,2,1,0
331,1032,12400701,华雄武魂,10连武魂混合组,2,1,0
332,1032,12200401,蔡文姬武魂,10连武魂混合组,2,1,0
333,1032,12100801,黄月英武魂,10连武魂混合组,2,1,0
334,1032,12400601,贾诩武魂,10连武魂混合组,2,1,0
335,1033,11300701,周泰,橙色卡组,1,0,1
336,1033,11200201,许褚,橙色卡组,1,0,1
337,1033,11100201,张飞,橙色卡组,1,0,1
338,1033,11201001,夏侯惇,橙色卡组,1,1,1
339,1033,11300501,太史慈,橙色卡组,1,0,1
340,1033,11100301,马超,橙色卡组,1,0,1
341,1033,11100101,关羽,橙色卡组,1,0,1
342,1033,11400901,庞德,橙色卡组,1,1,1
343,1033,11200901,曹操,橙色卡组,1,0,1
344,1033,11100901,刘备,橙色卡组,1,0,1
345,1033,11300601,孙权,橙色卡组,1,0,1
346,1033,11200801,郭嘉,橙色卡组,1,0,1
347,1033,11300901,大乔,橙色卡组,1,0,1
348,1033,11401001,张角,橙色卡组,1,0,1
349,1033,11300201,小乔,橙色卡组,1,0,1
350,1034,11300701,周泰,橙色卡组,1,0,1
351,1034,11200201,许褚,橙色卡组,1,0,1
352,1034,11100201,张飞,橙色卡组,1,0,1
353,1034,11201001,夏侯惇,橙色卡组,1,0,1
354,1034,11300501,太史慈,橙色卡组,1,0,1
355,1034,11100301,马超,橙色卡组,1,0,1
356,1034,11100101,关羽,橙色卡组,1,1,1
357,1034,11400901,庞德,橙色卡组,1,1,1
358,1034,11200901,曹操,橙色卡组,1,0,1
359,1034,11100901,刘备,橙色卡组,1,0,1
360,1034,11300601,孙权,橙色卡组,1,0,1
361,1034,11200801,郭嘉,橙色卡组,1,0,1
362,1034,11300901,大乔,橙色卡组,1,0,1
363,1034,11401001,张角,橙色卡组,1,0,1
364,1034,11300201,小乔,橙色卡组,1,0,1
365,1036,42600101,霸王铠,首次掉落神器,1,1,1
366,1037,11400701,华雄,单抽保护1组钻石,1,1,0
367,1038,12200601,曹仁武魂,单抽保护2组钻石,5,1,0
368,1039,12100201,张飞武魂,单抽保护3组钻石,5,1,0
369,1040,42200504,张辽魂器,觉醒宝箱10连保护1,1,1,0
370,1041,42600101,霸王铠,觉醒宝箱10连保护2,1,1,0
371,1042,42600104,统御坠,觉醒宝箱10连保护3,1,1,0
372,1043,11301201,步练师,限时神将,1,1,0
373,1043,11200601,曹仁,限时神将,1,1,0
374,1043,11100201,张飞,限时神将,1,1,0
375,1043,11101001,孙尚香,限时神将,1,1,0
376,1043,11200801,郭嘉,限时神将,1,1,0
377,1043,11200101,甄姬,限时神将,1,1,0
378,1043,11100501,黄忠,限时神将,1,1,0
379,1044,12301201,步练师武魂,限时神将武魂,1,1,0
380,1044,12200601,曹仁武魂,限时神将武魂,1,1,0
381,1044,12200501,张辽武魂,限时神将武魂,1,1,0
382,1044,12300401,陆逊武魂,限时神将武魂,1,1,0
383,1044,12101001,孙尚香武魂,限时神将武魂,1,1,0
384,1044,12200101,甄姬武魂,限时神将武魂,1,1,0
385,1044,12200301,荀彧武魂,限时神将武魂,1,1,0
386,1044,12300301,吕蒙武魂,限时神将武魂,1,1,0
387,1044,12100701,庞统武魂,限时神将武魂,1,1,0
388,1044,12100501,黄忠武魂,限时神将武魂,1,1,0
389,1044,12400801,华佗武魂,限时神将武魂,1,1,0
390,1044,12301201,步练师武魂,限时神将武魂,2,1,0
391,1044,12200601,曹仁武魂,限时神将武魂,2,1,0
392,1044,12200501,张辽武魂,限时神将武魂,2,1,0
393,1044,12300401,陆逊武魂,限时神将武魂,2,1,0
394,1044,12101001,孙尚香武魂,限时神将武魂,2,1,0
395,1044,12200101,甄姬武魂,限时神将武魂,2,1,0
396,1044,12200301,荀彧武魂,限时神将武魂,2,1,0
397,1044,12300301,吕蒙武魂,限时神将武魂,2,1,0
398,1044,12100701,庞统武魂,限时神将武魂,2,1,0
399,1044,12100501,黄忠武魂,限时神将武魂,2,1,0
400,1044,12400801,华佗武魂,限时神将武魂,2,1,0
401,1045,11301001,周瑜,限时神将彩蛋,1,1,0
402,1046,11301301,甘宁,限时神将彩蛋,1,1,0
403,1047,11401001,张角,限时神将彩蛋,1,1,0
404,1047,11300601,孙权,限时神将彩蛋,1,1,0
405,1047,11100501,黄忠,限时神将彩蛋,1,1,0
406,1047,11400901,庞德,限时神将彩蛋,1,1,0
407,1047,11300501,太史慈,限时神将彩蛋,1,1,0
408,1047,11100101,关羽,限时神将彩蛋,1,1,0
409,1047,11200301,荀彧,限时神将彩蛋,1,1,0
410,1048,11201101,邓艾,限时神将彩蛋,1,1,0
411,1049,11400801,华佗,限时神将彩蛋,1,1,0
412,1049,11100201,张飞,限时神将彩蛋,1,1,0
413,1049,11200101,甄姬,限时神将彩蛋,1,1,0
414,1049,11100901,刘备,限时神将彩蛋,1,1,0
415,1049,11201001,夏侯惇,限时神将彩蛋,1,1,0
416,1049,11100101,关羽,限时神将彩蛋,1,1,0
417,1049,11200801,郭嘉,限时神将彩蛋,1,1,0
418,2001,11100301,天怒战姬,红色卡组,1,1,0
419,2001,11100401,雷天使,红色卡组,1,1,0
420,2001,11100901,黑暗主教,红色卡组,1,1,0
421,2001,11200201,众神之剑,红色卡组,1,1,0
422,2001,11201101,疗天使,红色卡组,1,1,0
423,2001,11301001,堕落天使,红色卡组,1,1,0
424,2001,11400301,圣光祭司,红色卡组,1,1,0
425,2001,11400701,猎魔人,红色卡组,1,1,0
426,2001,11401101,水天使,红色卡组,1,1,0
427,2002,11100101,海军总帅,橙色卡组,1,0,0
428,2002,11100201,仲裁官,橙色卡组,1,1,0
429,2002,11100501,爆裂队长,橙色卡组,1,0,0
430,2002,11100601,收割者,橙色卡组,1,0,0
431,2002,11100801,唤魂妖姬,橙色卡组,1,1,0
432,2002,11101101,影之牙,橙色卡组,1,1,0
433,2002,11200101,暮光骑士,橙色卡组,1,1,0
434,2002,11200301,通灵师,橙色卡组,1,0,0
435,2002,11200501,部族勇士,橙色卡组,1,1,0
436,2002,11200701,力天使,橙色卡组,1,0,0
437,2002,11200801,风暴之眼,橙色卡组,1,0,0
438,2002,11200901,影术士,橙色卡组,1,0,0
439,2002,11300101,火焰领主,橙色卡组,1,1,0
440,2002,11300201,黑羽游侠,橙色卡组,1,1,0
441,2002,11300301,魅魔女王,橙色卡组,1,1,0
442,2002,11300501,刀魂,橙色卡组,1,1,0
443,2002,11300701,灵界大帝,橙色卡组,1,1,0
444,2002,11300901,夺灵者,橙色卡组,1,1,0
445,2002,11301101,烈火精灵,橙色卡组,1,1,0
446,2002,11400201,雷霆之王,橙色卡组,1,1,0
447,2002,11400401,巫毒之手,橙色卡组,1,1,0
448,2002,11400501,兽群领主,橙色卡组,1,0,0
449,2002,11400601,混沌法师,橙色卡组,1,0,0
450,2002,11401001,元素魔女,橙色卡组,1,1,0
451,2003,11100701,灾祸使者,紫色卡组,1,1,0
452,2003,11101001,灵翼刺客,紫色卡组,1,1,0
453,2003,11201001,熔岩斗士,紫色卡组,1,1,0
454,2003,11300601,部族贤者,紫色卡组,1,1,0
455,2003,11300801,觅血恶魔,紫色卡组,1,1,0
456,2003,11400101,幻影猎人,紫色卡组,1,1,0
457,2003,11400801,仙林女神,紫色卡组,1,1,0
458,2003,11400901,女伯爵,紫色卡组,1,1,0
459,2003,11301201,冰霜射手,紫色卡组,1,1,0
460,2004,11200401,精灵妖狐,蓝色卡组,1,1,0
461,2004,11200601,圣殿统帅,蓝色卡组,1,1,0
462,2004,11300401,凤凰之心,蓝色卡组,1,1,0
463,2005,12100301,天怒战姬魂石,红色卡组碎片,1,1,0
464,2005,12100401,雷天使魂石,红色卡组碎片,1,1,0
465,2005,12100901,黑暗主教魂石,红色卡组碎片,1,1,0
466,2005,12200201,众神之剑魂石,红色卡组碎片,1,1,0
467,2005,12201101,疗天使魂石,红色卡组碎片,1,1,0
468,2005,12301001,堕落天使魂石,红色卡组碎片,1,1,0
