id,type,jjccategory,jjcrankmin,jjcrankmax,robotlevel,robotstar,showfight,showfight1,optionhero1,armtype1,optionhero2,armtype2,optionhero3,armtype3,optionhero4,armtype4,optionhero5,armtype5,optionhero6,armtype6,optionhero7,armtype7,optionhero8,armtype8,optionhero9,armtype9,optionhero10,armtype10,hydraoption,ragevalue,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11,base_type12,base_value12,base_type13,base_value13
31,1,1,1501,2000,20,4,4480000,4256000,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,32000,7,1600,8,320,9,1600,10,320,29,1600,30,320,0,0,0,0,0,0,0,0
32,1,1,2001,4000,20,4,4480000,4256000,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,32000,7,1600,8,320,9,1600,10,320,29,1600,30,320,0,0,0,0,0,0,0,0
33,1,1,4001,6000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
34,1,1,6001,8000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
35,1,1,8001,10000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
36,1,1,10001,12000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
37,1,1,12001,14000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
38,1,1,14001,16000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
39,1,1,16001,18000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
40,1,1,18001,20000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
41,1,1,20001,22000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
42,1,1,22001,24000,16,3,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
43,1,1,24001,26000,16,2,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
44,1,1,26001,28000,16,2,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
45,1,1,28001,30000,15,2,1890000,1795500,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,13500,7,675,8,135,9,675,10,135,29,675,30,135,0,0,0,0,0,0,0,0
46,1,1,30001,30001,15,1,1890000,1795500,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,13500,7,675,8,135,9,675,10,135,29,675,30,135,0,0,0,0,0,0,0,0
47,1,2,1,1,35,7,24010000,22809500,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,171500,7,8575,8,1715,9,8575,10,1715,29,8575,30,1715,0,0,0,0,0,0,0,0
48,1,2,2,2,34,7,22009600,20909120,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,157216,7,7860,8,1572,9,7860,10,1572,29,7860,30,1572,0,0,0,0,0,0,0,0
49,1,2,3,3,33,7,20123800,19117610,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,143748,7,7187,8,1437,9,7187,10,1437,29,7187,30,1437,0,0,0,0,0,0,0,0
50,1,2,4,4,32,6,18348700,17431265,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,131072,7,6553,8,1310,9,6553,10,1310,29,6553,30,1310,0,0,0,0,0,0,0,0
51,1,2,5,5,31,6,16681900,15847805,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,119164,7,5958,8,1191,9,5958,10,1191,29,5958,30,1191,0,0,0,0,0,0,0,0
52,1,2,6,6,30,6,15120000,14364000,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,108000,7,5400,8,1080,9,5400,10,1080,29,5400,30,1080,0,0,0,0,0,0,0,0
53,1,2,7,7,29,6,13656600,12973770,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,97556,7,4877,8,975,9,4877,10,975,29,4877,30,975,0,0,0,0,0,0,0,0
54,1,2,8,8,28,6,12292800,11678160,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,87808,7,4390,8,878,9,4390,10,878,29,4390,30,878,0,0,0,0,0,0,0,0
55,1,2,9,9,27,6,11021700,10470615,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,78732,7,3936,8,787,9,3936,10,787,29,3936,30,787,0,0,0,0,0,0,0,0
56,1,2,10,10,27,5,11021700,10470615,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,78732,7,3936,8,787,9,3936,10,787,29,3936,30,787,0,0,0,0,0,0,0,0
57,1,2,11,11,27,5,11021700,10470615,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5003,0,11,20000,12,90,6,78732,7,3936,8,787,9,3936,10,787,29,3936,30,787,0,0,0,0,0,0,0,0
58,1,2,12,12,26,5,9842400,9350280,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,70304,7,3515,8,703,9,3515,10,703,29,3515,30,703,0,0,0,0,0,0,0,0
59,1,2,13,13,26,5,9842400,9350280,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,70304,7,3515,8,703,9,3515,10,703,29,3515,30,703,0,0,0,0,0,0,0,0
60,1,2,14,14,26,5,9842400,9350280,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,70304,7,3515,8,703,9,3515,10,703,29,3515,30,703,0,0,0,0,0,0,0,0
61,1,2,15,15,25,5,8750000,8312500,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,62500,7,3125,8,625,9,3125,10,625,29,3125,30,625,0,0,0,0,0,0,0,0
62,1,2,16,16,25,5,8750000,8312500,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,62500,7,3125,8,625,9,3125,10,625,29,3125,30,625,0,0,0,0,0,0,0,0
63,1,2,17,17,25,5,8750000,8312500,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,62500,7,3125,8,625,9,3125,10,625,29,3125,30,625,0,0,0,0,0,0,0,0
64,1,2,18,18,24,5,7739600,7352620,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,55296,7,2764,8,552,9,2764,10,552,29,2764,30,552,0,0,0,0,0,0,0,0
65,1,2,19,19,24,5,7739600,7352620,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,55296,7,2764,8,552,9,2764,10,552,29,2764,30,552,0,0,0,0,0,0,0,0
66,1,2,20,20,24,5,7739600,7352620,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5003,0,11,20000,12,90,6,55296,7,2764,8,552,9,2764,10,552,29,2764,30,552,0,0,0,0,0,0,0,0
67,1,2,21,40,23,5,6812300,6471685,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5003,0,11,20000,12,90,6,48668,7,2433,8,486,9,2433,10,486,29,2433,30,486,0,0,0,0,0,0,0,0
68,1,2,41,80,23,5,6812300,6471685,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5003,0,11,20000,12,90,6,48668,7,2433,8,486,9,2433,10,486,29,2433,30,486,0,0,0,0,0,0,0,0
69,1,2,81,100,23,4,6812300,6471685,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,48668,7,2433,8,486,9,2433,10,486,29,2433,30,486,0,0,0,0,0,0,0,0
70,1,2,101,150,22,4,5961200,5663140,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,42592,7,2129,8,425,9,2129,10,425,29,2129,30,425,0,0,0,0,0,0,0,0
71,1,2,151,200,22,4,5961200,5663140,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,42592,7,2129,8,425,9,2129,10,425,29,2129,30,425,0,0,0,0,0,0,0,0
72,1,2,201,300,22,4,5961200,5663140,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,42592,7,2129,8,425,9,2129,10,425,29,2129,30,425,0,0,0,0,0,0,0,0
73,1,2,301,400,21,4,5185400,4926130,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,37044,7,1852,8,370,9,1852,10,370,29,1852,30,370,0,0,0,0,0,0,0,0
74,1,2,401,500,21,4,5185400,4926130,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,37044,7,1852,8,370,9,1852,10,370,29,1852,30,370,0,0,0,0,0,0,0,0
75,1,2,501,1000,21,4,5185400,4926130,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,37044,7,1852,8,370,9,1852,10,370,29,1852,30,370,0,0,0,0,0,0,0,0
76,1,2,1001,1500,20,4,4480000,4256000,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,32000,7,1600,8,320,9,1600,10,320,29,1600,30,320,0,0,0,0,0,0,0,0
77,1,2,1501,2000,20,4,4480000,4256000,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,32000,7,1600,8,320,9,1600,10,320,29,1600,30,320,0,0,0,0,0,0,0,0
78,1,2,2001,4000,20,4,4480000,4256000,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,32000,7,1600,8,320,9,1600,10,320,29,1600,30,320,0,0,0,0,0,0,0,0
79,1,2,4001,6000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
80,1,2,6001,8000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
81,1,2,8001,10000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
82,1,2,10001,12000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
83,1,2,12001,14000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
84,1,2,14001,16000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
85,1,2,16001,18000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
86,1,2,18001,20000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
87,1,2,20001,22000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
88,1,2,22001,24000,16,3,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
89,1,2,24001,26000,16,2,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
90,1,2,26001,28000,16,2,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
91,1,2,28001,30000,15,2,1890000,1795500,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,13500,7,675,8,135,9,675,10,135,29,675,30,135,0,0,0,0,0,0,0,0
92,1,2,30001,30001,15,1,1890000,1795500,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,13500,7,675,8,135,9,675,10,135,29,675,30,135,0,0,0,0,0,0,0,0
93,1,3,1,1,35,7,24010000,22809500,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,171500,7,8575,8,1715,9,8575,10,1715,29,8575,30,1715,0,0,0,0,0,0,0,0
94,1,3,2,2,34,7,22009600,20909120,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,157216,7,7860,8,1572,9,7860,10,1572,29,7860,30,1572,0,0,0,0,0,0,0,0
95,1,3,3,3,33,7,20123800,19117610,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,143748,7,7187,8,1437,9,7187,10,1437,29,7187,30,1437,0,0,0,0,0,0,0,0
96,1,3,4,4,32,6,18348700,17431265,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,131072,7,6553,8,1310,9,6553,10,1310,29,6553,30,1310,0,0,0,0,0,0,0,0
97,1,3,5,5,31,6,16681900,15847805,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,119164,7,5958,8,1191,9,5958,10,1191,29,5958,30,1191,0,0,0,0,0,0,0,0
98,1,3,6,6,30,6,15120000,14364000,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,108000,7,5400,8,1080,9,5400,10,1080,29,5400,30,1080,0,0,0,0,0,0,0,0
99,1,3,7,7,29,6,13656600,12973770,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,97556,7,4877,8,975,9,4877,10,975,29,4877,30,975,0,0,0,0,0,0,0,0
100,1,3,8,8,28,6,12292800,11678160,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,87808,7,4390,8,878,9,4390,10,878,29,4390,30,878,0,0,0,0,0,0,0,0
