cityid,cityname,size,cityicon,npcoccupy,occupy1,occupy2,occupy3,sequence1,sequence2,sequence3,buff1,buff2,buff3,debuff1,debuff2,debuff3,npcpaly1,npcpaly2,npcpaly3,npcpaly4,npcpaly5,npcpaly6,npcpaly7,npcpaly8,npcpaly9,npcpaly10,npcpaly11,npcpaly12,npcpaly13,npcpaly14,npcpaly15,attackplay1,attackplay2,attackplay3,attackplay4,attackplay5,attackplay6,attackplay7,attackplay8,attackplay9,attackplay10,attackplay11,attackplay12,attackplay13,attackplay14,attackplay15,defenseplay1,defenseplay2,defenseplay3,defenseplay4,defenseplay5,defenseplay6,defenseplay7,defenseplay8,defenseplay9,defenseplay10,defenseplay11,defenseplay12,defenseplay13,defenseplay14,defenseplay15,citypng,name1,icon1,stronghold1,influence1,name2,icon2,stronghold2,influence2,name3,icon3,stronghold3,influence3,name4,icon4,stronghold4,influence4,name5,icon5,stronghold5,influence5
1011,南昌,4,warcity_1001,30000,30000,30000,3000000,23,23,23,0,0,30002,20002,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1012,潘阳,4,warcity_1001,30000,30000,30000,3000000,24,24,24,0,0,30003,20003,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1013,余杭,4,warcity_1001,30000,30000,30000,3000000,25,25,25,0,0,30001,20003,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1014,东阳,4,warcity_1001,30000,30000,30000,30000,26,26,26,0,0,0,20003,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1015,会稽,2,warcity_1001,30000,30000,30000,3000000,27,27,27,0,0,30001,20003,20003,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1016,吴郡,4,warcity_1001,30000,30000,30000,3000000,28,28,28,0,0,30002,20003,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1017,建邺东,4,warcity_1001,30000,30000,30000,3000000,29,29,29,0,0,30003,20003,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1018,建邺,1,warcity_1001,30000,30000,30000,3000000,30,30,30,0,0,0,20003,20003,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1019,柴桑南,4,warcity_1001,30000,30000,30000,3000000,31,31,31,0,0,30003,20002,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1020,庐江,4,warcity_1001,30000,30000,30000,3000000,32,32,32,0,0,30003,20003,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1021,柴桑,4,warcity_1001,30000,30000,30000,3000000,33,33,33,0,0,30002,20003,20003,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1022,黄州,4,warcity_1001,30000,30000,30000,3000000,34,34,34,0,0,30001,20003,20002,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1023,合肥,4,warcity_1001,30000,30000,30000,3000000,35,35,35,0,0,30003,20003,20002,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1024,广陵,4,warcity_1001,30000,30000,30000,3000000,36,36,36,0,0,30002,20003,20002,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1025,扬州,2,warcity_1001,30000,30000,30000,3000000,37,37,37,0,0,30002,20003,20002,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1026,临淮,4,warcity_1001,30000,30000,30000,3000000,38,38,38,0,0,30001,20003,20002,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1027,曲阿,4,warcity_1001,30000,30000,30000,3000000,39,39,39,0,0,30001,20003,20002,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1028,淮阴,4,warcity_1001,30000,30000,30000,30000,40,40,40,0,0,0,20003,20002,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1029,彭城,2,warcity_1001,30000,30000,30000,30000,41,41,41,0,0,0,20003,20001,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1030,灵璧,4,warcity_1001,30000,30000,30000,30000,42,42,42,0,0,0,20003,20001,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1031,下蔡,4,warcity_1001,30000,30000,30000,3000000,43,43,43,0,0,30001,20003,20001,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1032,武平,2,warcity_1001,30000,30000,30000,30000,44,44,44,0,0,0,20003,20001,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1033,小沛,4,warcity_1001,30000,30000,30000,30000,45,45,45,0,0,0,20003,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1034,下邳,3,warcity_1001,30000,30000,30000,30000,46,46,46,0,0,0,20003,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1035,东海,2,warcity_1001,30000,30000,30000,30000,47,47,47,0,0,0,20003,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1036,利城,4,warcity_1001,30000,30000,30000,30000,48,48,48,0,0,0,20003,20001,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1037,蓬莱,4,warcity_1001,30000,30000,30000,30000,49,49,49,0,0,0,20003,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1038,北海,4,warcity_1001,30000,30000,30000,30000,50,50,50,0,0,0,20003,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1039,任城,4,warcity_1001,30000,30000,30000,30000,51,51,51,0,0,0,20003,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1040,博阳,4,warcity_1001,30000,30000,30000,30000,52,52,52,0,0,0,20003,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1041,泰山,2,warcity_1001,30000,30000,30000,30000,53,53,53,0,0,0,20003,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1042,钜平,4,warcity_1001,30000,30000,30000,30000,54,54,54,0,0,0,20003,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1043,济南,2,warcity_1001,30000,30000,30000,30000,55,55,55,0,0,0,20003,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1044,光州,2,warcity_1001,60000,30000,30000,30000,56,56,1,0,0,0,20002,20002,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1045,汝阴,4,warcity_1001,30000,30000,30000,3000000,57,57,56,0,0,30001,20003,20001,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1046,东郡,4,warcity_1001,30000,30000,30000,30000,58,58,57,0,0,0,20003,0,20001,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1047,济北,3,warcity_1001,30000,30000,30000,30000,59,59,58,0,0,0,20003,0,20001,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1048,新都,2,warcity_1001,30000,30000,3000000,30000,60,60,59,0,30001,0,20003,0,20001,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1049,河间,4,warcity_1001,30000,30000,3000000,30000,61,61,60,0,30001,0,20003,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1050,辽西,4,warcity_1001,30000,30000,30000,30000,62,62,61,0,0,0,20003,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1051,辽东,4,warcity_1001,30000,30000,30000,30000,63,63,62,0,0,0,20003,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1052,范阳,4,warcity_1001,30000,30000,30000,30000,64,64,63,0,0,0,20003,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1053,涿郡,2,warcity_1001,30000,30000,3000000,30000,65,65,64,0,30001,0,20003,0,20002,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1054,任丘,4,warcity_1001,30000,30000,3000000,30000,66,66,65,0,30002,0,20003,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
