itembag1,item1,num1,weight1,item2,num2,weight2,item3,num3,weight3,item4,num4,weight4,item5,num5,weight5,item6,num6,weight6,item7,num7,weight7,item8,num8,weight8,item9,num9,weight9
128,23230001,1,1,23230001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,23130001,1,1,23130001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,23310002,1,1,23310002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,23210002,1,1,23210002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,23110002,1,1,23110002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,23320002,1,1,23320002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,23220002,1,1,23220002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,23120002,1,1,23120002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,23330002,1,1,23330002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,23230002,1,1,23230002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,23130002,1,1,23130002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,23310003,1,1,23310003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,23210003,1,1,23210003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,23110003,1,1,23110003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,23320003,1,1,23320003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,23220003,1,1,23220003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,23120003,1,1,23120003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,23330003,1,1,23330003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,23230003,1,1,23230003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,23130003,1,1,23130003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,23230003,1,1,23230003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,23310003,1,1,23310003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,23210003,1,1,23210003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,23110003,1,1,23110003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,23320003,1,1,23320003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,23220003,1,1,23220003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,23120003,1,1,23120003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,23330003,1,1,23330003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,23230003,1,1,23230003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,23130003,1,1,23130003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,23310004,1,1,23310004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,23210004,1,1,23210004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,23110004,1,1,23110004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,23320004,1,1,23320004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,23220004,1,1,23220004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,23120004,1,1,23120004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,23330004,1,1,23330004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,23230004,1,1,23230004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,23130004,1,1,23130004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,23310004,1,1,23310004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,23310004,1,1,23310004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,23210004,1,1,23210004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,23110004,1,1,23110004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,23320004,1,1,23320004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,23220004,1,1,23220004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,23120004,1,1,23120004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,23330004,1,1,23330004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,23230004,1,1,23230004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,23130004,1,1,23130004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,23310004,1,1,23310004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
202,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
203,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
301,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
302,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
303,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
401,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
402,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
403,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
501,23000001,1,10,23000001,2,5,23000001,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,71000001,1,10,71000001,2,5,71000001,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,71000002,1,10,71000002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1012,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1013,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1021,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1022,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1023,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1031,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1032,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1033,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1041,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1042,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1043,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,76000001,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2011,66100104,1,5,66100204,1,5,66100404,1,5,66100504,1,5,66100804,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2012,66100904,1,5,66200304,1,5,66200404,1,5,66200704,1,5,66200804,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2013,66300104,1,5,66300204,1,5,66300304,1,5,66300504,1,5,66300704,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2014,66300804,1,5,66301004,1,5,66400404,1,5,66400504,1,5,66400604,1,5,0,0,0,0,0,0,0,0,0,0,0,0
3011,73000101,1,5,73000201,1,5,73000301,1,5,73000401,1,5,73000501,1,5,73000601,1,5,73000701,1,5,73000801,1,5,73000901,1,5
3012,73000102,1,5,73000202,1,5,73000302,1,5,73000402,1,5,73000502,1,5,73000602,1,5,73000702,1,5,73000802,1,5,73000902,1,5
3013,73000103,1,5,73000203,1,5,73000303,1,5,73000403,1,5,73000503,1,5,73000603,1,5,73000703,1,5,73000803,1,5,73000903,1,5
3101,73000101,1,5,73000102,1,3,73000103,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,73000201,1,5,73000202,1,3,73000203,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,73000301,1,5,73000302,1,3,73000303,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,73000401,1,5,73000402,1,3,73000403,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3105,73000501,1,5,73000502,1,3,73000503,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,73000601,1,5,73000602,1,3,73000603,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,73000701,1,5,73000702,1,3,73000703,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,73000801,1,5,73000802,1,3,73000803,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,23310001,1,5,23320001,1,5,23330001,1,5,23210001,1,5,23220001,1,5,23230001,1,5,23110001,1,5,23120001,1,5,23130001,1,5
4012,23310002,1,5,23320002,1,5,23330002,1,5,23210002,1,5,23220002,1,5,23230002,1,5,23110002,1,5,23120002,1,5,23130002,1,5
4013,23310003,1,5,23320003,1,5,23330003,1,5,23210003,1,5,23220003,1,5,23230003,1,5,23110003,1,5,23120003,1,5,23130003,1,5
4014,23310004,1,5,23320004,1,5,23330004,1,5,23210004,1,5,23220004,1,5,23230004,1,5,23110004,1,5,23120004,1,5,23130004,1,5
4015,23310005,1,5,23320005,1,5,23330005,1,5,23210005,1,5,23220005,1,5,23230005,1,5,23110005,1,5,23120005,1,5,23130005,1,5
4016,23310006,1,5,23320006,1,5,23330006,1,5,23210006,1,5,23220006,1,5,23230006,1,5,23110006,1,5,23120006,1,5,23130006,1,5
4017,23310007,1,5,23320007,1,5,23330007,1,5,23210007,1,5,23220007,1,5,23230007,1,5,23110007,1,5,23120007,1,5,23130007,1,5
4018,23310008,1,5,23320008,1,5,23330008,1,5,23210008,1,5,23220008,1,5,23230008,1,5,23110008,1,5,23120008,1,5,23130008,1,5
4019,23310009,1,5,23320009,1,5,23330009,1,5,23210009,1,5,23220009,1,5,23230009,1,5,23110009,1,5,23120009,1,5,23130009,1,5
4020,23310010,1,5,23320010,1,5,23330010,1,5,23210010,1,5,23220010,1,5,23230010,1,5,23110010,1,5,23120010,1,5,23130010,1,5
4021,23310011,1,5,23320011,1,5,23330011,1,5,23210011,1,5,23220011,1,5,23230011,1,5,23110011,1,5,23120011,1,5,23130011,1,5
4022,23310012,1,5,23320012,1,5,23330012,1,5,23210012,1,5,23220012,1,5,23230012,1,5,23110012,1,5,23120012,1,5,23130012,1,5
4023,23310013,1,5,23320013,1,5,23330013,1,5,23210013,1,5,23220013,1,5,23230013,1,5,23110013,1,5,23120013,1,5,23130013,1,5
4024,23310014,1,5,23320014,1,5,23330014,1,5,23210014,1,5,23220014,1,5,23230014,1,5,23110014,1,5,23120014,1,5,23130014,1,5
4025,23310015,1,5,23320015,1,5,23330015,1,5,23210015,1,5,23220015,1,5,23230015,1,5,23110015,1,5,23120015,1,5,23130015,1,5
4026,23310016,1,5,23320016,1,5,23330016,1,5,23210016,1,5,23220016,1,5,23230016,1,5,23110016,1,5,23120016,1,5,23130016,1,5
4027,23310017,1,5,23320017,1,5,23330017,1,5,23210017,1,5,23220017,1,5,23230017,1,5,23110017,1,5,23120017,1,5,23130017,1,5
4028,23310018,1,5,23320018,1,5,23330018,1,5,23210018,1,5,23220018,1,5,23230018,1,5,23110018,1,5,23120018,1,5,23130018,1,5
4029,23310019,1,5,23320019,1,5,23330019,1,5,23210019,1,5,23220019,1,5,23230019,1,5,23110019,1,5,23120019,1,5,23130019,1,5
4030,23310020,1,5,23320020,1,5,23330020,1,5,23210020,1,5,23220020,1,5,23230020,1,5,23110020,1,5,23120020,1,5,23130020,1,5
4031,23310021,1,5,23320021,1,5,23330021,1,5,23210021,1,5,23220021,1,5,23230021,1,5,23110021,1,5,23120021,1,5,23130021,1,5
4032,23310022,1,5,23320022,1,5,23330022,1,5,23210022,1,5,23220022,1,5,23230022,1,5,23110022,1,5,23120022,1,5,23130022,1,5
4033,23310023,1,5,23320023,1,5,23330023,1,5,23210023,1,5,23220023,1,5,23230023,1,5,23110023,1,5,23120023,1,5,23130023,1,5
4034,23310024,1,5,23320024,1,5,23330024,1,5,23210024,1,5,23220024,1,5,23230024,1,5,23110024,1,5,23120024,1,5,23130024,1,5
4035,23310025,1,5,23320025,1,5,23330025,1,5,23210025,1,5,23220025,1,5,23230025,1,5,23110025,1,5,23120025,1,5,23130025,1,5
4036,23310026,1,5,23320026,1,5,23330026,1,5,23210026,1,5,23220026,1,5,23230026,1,5,23110026,1,5,23120026,1,5,23130026,1,5
4037,23310027,1,5,23320027,1,5,23330027,1,5,23210027,1,5,23220027,1,5,23230027,1,5,23110027,1,5,23120027,1,5,23130027,1,5
4038,23310028,1,5,23320028,1,5,23330028,1,5,23210028,1,5,23220028,1,5,23230028,1,5,23110028,1,5,23120028,1,5,23130028,1,5
4039,23310029,1,5,23320029,1,5,23330029,1,5,23210029,1,5,23220029,1,5,23230029,1,5,23110029,1,5,23120029,1,5,23130029,1,5
4040,23310030,1,5,23320030,1,5,23330030,1,5,23210030,1,5,23220030,1,5,23230030,1,5,23110030,1,5,23120030,1,5,23130030,1,5
5001,91000010,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,91000010,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,91000010,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5004,91000010,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,91000010,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,91000010,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,91000010,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,91000010,700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,91000010,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,91000010,900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,41000001,1,1,41000002,1,1,41000003,1,1,41000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102,41000005,1,1,41000006,1,1,41000007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,41000008,1,1,41000009,1,1,41000010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,41000011,1,1,41000012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,41000013,1,1,41000014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,76000001,1,1,76000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,76000002,1,1,76000003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,76000003,1,1,76000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,76000004,1,1,76000005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,76000005,1,1,76000006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5301,91000001,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302,91000001,30000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5303,91000001,40000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5304,91000001,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,91000001,60000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,91000001,70000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,91000001,80000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5308,91000001,90000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309,91000001,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,91000001,110000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311,91000001,120000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,91000001,130000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,91000001,140000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5314,91000001,150000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,91000001,160000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316,91000001,170000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5401,23000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5402,23000001,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5403,23000001,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5501,77000001,1,1,77000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,77000002,1,1,77000002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503,77000003,1,1,77000003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,75000001,1,1,75000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5602,75000002,1,1,75000003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,75000003,1,1,75000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5604,75000004,1,1,75000005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5701,11400601,1,1,11200301,1,1,11400801,1,1,11100501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5702,11400301,1,1,11400701,1,1,11100801,1,1,11200601,1,1,11200401,1,1,11300801,1,1,0,0,0,0,0,0,0,0,0
5703,11200501,1,1,11100201,1,1,11201001,1,1,11300501,1,1,11200801,1,1,11400401,1,1,11100701,1,1,11300301,1,1,11400501,1,1
5704,11301001,1,1,11100101,1,1,11100901,1,1,11100301,1,1,11300101,1,1,11200701,1,1,11200901,1,1,11300601,1,1,11300701,1,1
5801,12400601,1,1,12200301,1,1,12400801,1,1,12100501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5802,12400301,1,1,12400701,1,1,12100801,1,1,12200601,1,1,12200401,1,1,12300801,1,1,0,0,0,0,0,0,0,0,0
5803,12200501,1,1,12100201,1,1,12201001,1,1,12300501,1,1,12200801,1,1,12400401,1,1,12100701,1,1,12300301,1,1,12400501,1,1
5804,12301001,1,1,12100101,1,1,12100901,1,1,12100301,1,1,12300101,1,1,12200701,1,1,12200901,1,1,12300601,1,1,12300701,1,1
5805,12400601,2,2,12200301,2,2,12400801,2,2,12100501,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5806,12400301,2,2,12400701,2,2,12100801,2,2,12200601,2,2,12200401,2,2,12300801,2,2,0,0,0,0,0,0,0,0,0
5807,12200501,2,2,12100201,2,2,12201001,2,2,12300501,2,2,12200801,2,2,12400401,2,2,12100701,2,2,12300301,2,2,12400501,2,2
5808,12301001,2,2,12100101,2,2,12100901,2,2,12100301,2,2,12300101,2,2,12200701,2,2,12200901,2,2,12300601,2,2,12300701,2,2
6001,91000001,2000,1,91000001,5000,1,91000001,10000,1,91000001,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,76000001,1,1,76000001,2,1,76000001,3,1,76000001,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,23000001,1,1,23000001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6004,91000001,25000,1,91000001,40000,1,91000001,55000,1,91000001,70000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,76000002,1,1,76000002,2,1,76000002,3,1,76000002,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6006,23000001,3,1,23000001,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,11300101,1,1,11300801,1,1,11400201,1,1,11400701,1,1,11101001,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6008,11400601,1,1,11400901,1,1,11400801,1,1,11100801,1,1,11300301,1,1,11400501,1,1,11201001,1,1,0,0,0,0,0,0
6009,91000001,100000,1,91000001,120000,1,91000001,150000,1,91000001,200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,23000001,5,1,23000001,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,76000003,1,1,76000003,2,1,76000003,3,1,76000003,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
