id,nextid,dec,toucheffect,record,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12
260,0,2-5搜索,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 11} )",110207,0,0,0,0,0,0,0,0,0
265,0,搜索完毕,8,1,1465,0,0,0,0,0,0,0,0,0,0,0
270,0,2-6战斗,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 12} )",110208,0,0,0,0,0,0,0,0,0
280,0,2-7谈判,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 13} )",110209,0,0,0,0,0,0,0,0,0
290,295,2-8打BOSS,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 14} )",110210,0,0,0,0,0,0,0,0,0
209,0,2-1主城宝物,15,0,201,0,0,0,0,0,0,0,0,0,0,0
229,0,2-2宝物,15,0,203,0,0,0,0,0,0,0,0,0,0,0
239,0,2-3谈判宝物,15,0,204,0,0,0,0,0,0,0,0,0,0,0
249,0,2-4宝物,15,0,205,0,0,0,0,0,0,0,0,0,0,0
259,0,第六关BOSS宝物,15,0,206,0,0,0,0,0,0,0,0,0,0,0
279,0,第八关宝物,15,0,208,0,0,0,0,0,0,0,0,0,0,0
289,0,第九关宝物,15,0,209,0,0,0,0,0,0,0,0,0,0,0
200,0,入场剧情,8,1,1400,0,0,0,0,0,0,0,0,0,0,0
295,0,章节完成剧情,8,1,1495,0,0,0,0,0,0,0,0,0,0,0
297,298,走进传送门,2,0,64,33,0,0,0,0,0,0,0,0,0,0
298,0,章节完成,16,0,1,levelMapUI,0,第二章完成,0,0,0,0,0,0,0,0
300,0,入场剧情,8,1,3010001,0,0,0,0,0,0,0,0,0,0,0
301,0,3-1,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110301,0,0,0,0,0,0,0,0,0
302,0,3-2,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110302,0,0,0,0,0,0,0,0,0
303,0,3-2完成,8,1,303,0,0,0,0,0,0,0,0,0,0,0
304,0,3-3,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110303,0,0,0,0,0,0,0,0,0
305,0,3-4,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110304,0,0,0,0,0,0,0,0,0
306,0,3-5,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110305,0,0,0,0,0,0,0,0,0
307,0,3-6,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110306,0,0,0,0,0,0,0,0,0
308,0,3-7,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110307,0,0,0,0,0,0,0,0,0
309,0,3-7完成,8,1,309,0,0,0,0,0,0,0,0,0,0,0
310,0,3-8,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110308,0,0,0,0,0,0,0,0,0
311,0,3-9,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110309,0,0,0,0,0,0,0,0,0
312,0,3-10,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110310,0,0,0,0,0,0,0,0,0
313,0,第一关宝物,15,0,301,0,0,0,0,0,0,0,0,0,0,0
314,0,第三关宝物,15,0,303,0,0,0,0,0,0,0,0,0,0,0
315,0,第四关宝物,15,0,304,0,0,0,0,0,0,0,0,0,0,0
316,0,第五关宝物,15,0,305,0,0,0,0,0,0,0,0,0,0,0
317,0,第六关BOSS宝物,15,0,306,0,0,0,0,0,0,0,0,0,0,0
318,0,第八关宝物,15,0,308,0,0,0,0,0,0,0,0,0,0,0
319,0,第九关宝物,15,0,309,0,0,0,0,0,0,0,0,0,0,0
320,322,走进传送门,2,0,31,26,0,0,0,0,0,0,0,0,0,0
322,321,过场剧情,8,0,3100301,0,0,0,0,0,0,0,0,0,0,0
321,0,章节完成,16,0,1,levelMapUI,0,第三章完成,0,0,0,0,0,0,0,0
400,0,入场剧情,8,1,4010001,0,0,0,0,0,0,0,0,0,0,0
401,0,4-1,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110401,0,0,0,0,0,0,0,0,0
402,0,4-2,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110402,0,0,0,0,0,0,0,0,0
403,0,4-2完成,8,1,403,0,0,0,0,0,0,0,0,0,0,0
404,0,4-3,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110403,0,0,0,0,0,0,0,0,0
405,0,4-4,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110404,0,0,0,0,0,0,0,0,0
406,0,4-5,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110405,0,0,0,0,0,0,0,0,0
407,0,4-6,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110406,0,0,0,0,0,0,0,0,0
408,0,4-7,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110407,0,0,0,0,0,0,0,0,0
409,0,4-7完成,8,1,409,0,0,0,0,0,0,0,0,0,0,0
410,0,4-8,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110408,0,0,0,0,0,0,0,0,0
411,0,4-9,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110409,0,0,0,0,0,0,0,0,0
412,422,4-10,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110410,0,0,0,0,0,0,0,0,0
413,0,第一关宝物,15,0,401,0,0,0,0,0,0,0,0,0,0,0
414,0,第三关宝物,15,0,403,0,0,0,0,0,0,0,0,0,0,0
415,0,第四关宝物,15,0,404,0,0,0,0,0,0,0,0,0,0,0
416,0,第五关宝物,15,0,405,0,0,0,0,0,0,0,0,0,0,0
417,0,第六关BOSS宝物,15,0,406,0,0,0,0,0,0,0,0,0,0,0
418,0,第八关宝物,15,0,408,0,0,0,0,0,0,0,0,0,0,0
419,0,第九关宝物,15,0,409,0,0,0,0,0,0,0,0,0,0,0
422,0,章节完成剧情,8,1,4100201,0,0,0,0,0,0,0,0,0,0,0
420,421,走进传送门,2,0,61,31,0,0,0,0,0,0,0,0,0,0
421,0,章节完成,16,0,1,levelMapUI,0,第四章完成,0,0,0,0,0,0,0,0
501,0,5-1,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110501,0,0,0,0,0,0,0,0,0
502,0,5-2,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110502,0,0,0,0,0,0,0,0,0
503,0,5-2完成,8,1,503,0,0,0,0,0,0,0,0,0,0,0
504,0,5-3,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110503,0,0,0,0,0,0,0,0,0
505,0,5-4,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110504,0,0,0,0,0,0,0,0,0
506,0,5-5,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110505,0,0,0,0,0,0,0,0,0
507,0,5-6,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110506,0,0,0,0,0,0,0,0,0
508,0,5-7,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110507,0,0,0,0,0,0,0,0,0
509,0,5-7完成,8,1,509,0,0,0,0,0,0,0,0,0,0,0
510,0,5-8,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110508,0,0,0,0,0,0,0,0,0
511,0,5-9,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110509,0,0,0,0,0,0,0,0,0
512,0,5-10,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110510,0,0,0,0,0,0,0,0,0
513,0,第一关宝物,15,0,501,0,0,0,0,0,0,0,0,0,0,0
514,0,第三关宝物,15,0,503,0,0,0,0,0,0,0,0,0,0,0
515,0,第四关宝物,15,0,504,0,0,0,0,0,0,0,0,0,0,0
516,0,第五关宝物,15,0,505,0,0,0,0,0,0,0,0,0,0,0
517,0,第六关BOSS宝物,15,0,506,0,0,0,0,0,0,0,0,0,0,0
518,0,第八关宝物,15,0,508,0,0,0,0,0,0,0,0,0,0,0
519,0,第九关宝物,15,0,509,0,0,0,0,0,0,0,0,0,0,0
520,521,走进传送门,2,0,64,28,0,0,0,0,0,0,0,0,0,0
521,0,章节完成,16,0,1,levelMapUI,0,第五章完成,0,0,0,0,0,0,0,0
601,0,6-1,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110601,0,0,0,0,0,0,0,0,0
602,0,6-2,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110602,0,0,0,0,0,0,0,0,0
603,0,6-2完成,8,1,603,0,0,0,0,0,0,0,0,0,0,0
604,0,6-3,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110603,0,0,0,0,0,0,0,0,0
605,0,6-4,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110604,0,0,0,0,0,0,0,0,0
606,0,6-5,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110605,0,0,0,0,0,0,0,0,0
607,0,6-6,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110606,0,0,0,0,0,0,0,0,0
608,0,6-7,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110607,0,0,0,0,0,0,0,0,0
609,0,6-7完成,8,1,609,0,0,0,0,0,0,0,0,0,0,0
610,0,6-8,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110608,0,0,0,0,0,0,0,0,0
611,0,6-9,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110609,0,0,0,0,0,0,0,0,0
612,0,6-10,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110610,0,0,0,0,0,0,0,0,0
613,0,第一关宝物,15,0,601,0,0,0,0,0,0,0,0,0,0,0
614,0,第三关宝物,15,0,603,0,0,0,0,0,0,0,0,0,0,0
615,0,第四关宝物,15,0,604,0,0,0,0,0,0,0,0,0,0,0
616,0,第五关宝物,15,0,605,0,0,0,0,0,0,0,0,0,0,0
617,0,第六关BOSS宝物,15,0,606,0,0,0,0,0,0,0,0,0,0,0
618,0,第八关宝物,15,0,608,0,0,0,0,0,0,0,0,0,0,0
619,0,第九关宝物,15,0,609,0,0,0,0,0,0,0,0,0,0,0
620,621,走进传送门,2,0,64,28,0,0,0,0,0,0,0,0,0,0
621,0,章节完成,16,0,1,levelMapUI,0,第六章完成,0,0,0,0,0,0,0,0
701,0,7-1,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110701,0,0,0,0,0,0,0,0,0
702,0,7-2,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110702,0,0,0,0,0,0,0,0,0
703,0,7-2完成,8,1,703,0,0,0,0,0,0,0,0,0,0,0
704,0,7-3,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110703,0,0,0,0,0,0,0,0,0
705,0,7-4,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110704,0,0,0,0,0,0,0,0,0
706,0,7-5,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110705,0,0,0,0,0,0,0,0,0
707,0,7-6,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110706,0,0,0,0,0,0,0,0,0
708,0,7-7,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110707,0,0,0,0,0,0,0,0,0
709,0,7-7完成,8,1,709,0,0,0,0,0,0,0,0,0,0,0
710,0,7-8,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110708,0,0,0,0,0,0,0,0,0
711,0,7-9,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110709,0,0,0,0,0,0,0,0,0
712,0,7-10,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110710,0,0,0,0,0,0,0,0,0
713,0,第一关宝物,15,0,701,0,0,0,0,0,0,0,0,0,0,0
714,0,第三关宝物,15,0,703,0,0,0,0,0,0,0,0,0,0,0
715,0,第四关宝物,15,0,704,0,0,0,0,0,0,0,0,0,0,0
716,0,第五关宝物,15,0,705,0,0,0,0,0,0,0,0,0,0,0
717,0,第六关BOSS宝物,15,0,706,0,0,0,0,0,0,0,0,0,0,0
718,0,第八关宝物,15,0,708,0,0,0,0,0,0,0,0,0,0,0
719,0,第九关宝物,15,0,709,0,0,0,0,0,0,0,0,0,0,0
720,721,走进传送门,2,0,33,20,0,0,0,0,0,0,0,0,0,0
721,0,章节完成,16,0,1,levelMapUI,0,第七章完成,0,0,0,0,0,0,0,0
801,0,8-1,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110801,0,0,0,0,0,0,0,0,0
802,0,8-2,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110802,0,0,0,0,0,0,0,0,0
803,0,8-2完成,8,1,803,0,0,0,0,0,0,0,0,0,0,0
804,0,8-3,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110803,0,0,0,0,0,0,0,0,0
805,0,8-4,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110804,0,0,0,0,0,0,0,0,0
806,0,8-5,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110805,0,0,0,0,0,0,0,0,0
807,0,8-6,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110806,0,0,0,0,0,0,0,0,0
808,0,8-7,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110807,0,0,0,0,0,0,0,0,0
809,0,8-7完成,8,1,809,0,0,0,0,0,0,0,0,0,0,0
810,0,8-8,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110808,0,0,0,0,0,0,0,0,0
811,0,8-9,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110809,0,0,0,0,0,0,0,0,0
812,0,8-10,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110810,0,0,0,0,0,0,0,0,0
813,0,第一关宝物,15,0,801,0,0,0,0,0,0,0,0,0,0,0
814,0,第三关宝物,15,0,803,0,0,0,0,0,0,0,0,0,0,0
815,0,第四关宝物,15,0,804,0,0,0,0,0,0,0,0,0,0,0
816,0,第五关宝物,15,0,805,0,0,0,0,0,0,0,0,0,0,0
817,0,第六关BOSS宝物,15,0,806,0,0,0,0,0,0,0,0,0,0,0
818,0,第八关宝物,15,0,808,0,0,0,0,0,0,0,0,0,0,0
819,0,第九关宝物,15,0,809,0,0,0,0,0,0,0,0,0,0,0
820,821,走进传送门,2,0,62,38,0,0,0,0,0,0,0,0,0,0
821,0,章节完成,16,0,1,levelMapUI,0,第八章完成,0,0,0,0,0,0,0,0
901,0,9-1,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110901,0,0,0,0,0,0,0,0,0
902,0,9-2,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110902,0,0,0,0,0,0,0,0,0
903,0,9-2完成,8,1,903,0,0,0,0,0,0,0,0,0,0,0
904,0,9-3,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110903,0,0,0,0,0,0,0,0,0
905,0,9-4,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110904,0,0,0,0,0,0,0,0,0
906,0,9-5,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110905,0,0,0,0,0,0,0,0,0
907,0,9-6,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110906,0,0,0,0,0,0,0,0,0
908,0,9-7,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110907,0,0,0,0,0,0,0,0,0
909,0,9-7完成,8,1,909,0,0,0,0,0,0,0,0,0,0,0
910,0,9-8,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110908,0,0,0,0,0,0,0,0,0
911,0,9-9,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110909,0,0,0,0,0,0,0,0,0
912,0,9-10,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",110910,0,0,0,0,0,0,0,0,0
913,0,第一关宝物,15,0,901,0,0,0,0,0,0,0,0,0,0,0
914,0,第三关宝物,15,0,903,0,0,0,0,0,0,0,0,0,0,0
915,0,第四关宝物,15,0,904,0,0,0,0,0,0,0,0,0,0,0
916,0,第五关宝物,15,0,905,0,0,0,0,0,0,0,0,0,0,0
917,0,第六关BOSS宝物,15,0,906,0,0,0,0,0,0,0,0,0,0,0
918,0,第八关宝物,15,0,908,0,0,0,0,0,0,0,0,0,0,0
919,0,第九关宝物,15,0,909,0,0,0,0,0,0,0,0,0,0,0
920,921,走进传送门,2,0,67,15,0,0,0,0,0,0,0,0,0,0
921,0,章节完成,16,0,1,levelMapUI,0,第九章完成,0,0,0,0,0,0,0,0
1001,0,10-1,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",111001,0,0,0,0,0,0,0,0,0
1002,0,10-2,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",111002,0,0,0,0,0,0,0,0,0
1003,0,10-2完成,8,1,1003,0,0,0,0,0,0,0,0,0,0,0
1004,0,10-3,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",111003,0,0,0,0,0,0,0,0,0
1005,0,10-4,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",111004,0,0,0,0,0,0,0,0,0
1006,0,10-5,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",111005,0,0,0,0,0,0,0,0,0
1007,0,10-6,9,1,2," ui_mgr.openUI( ""hero_systemUI"",enOpenUIType.EUIT_ListType,{_viewFlag = 5} )",111006,0,0,0,0,0,0,0,0,0
