id,hero_star,star_quality,star_num,qualification1_id1,qualification1_num1,qualification1_id2,qualification1_num2,qualification2_id1,qualification2_num1,qualification2_id2,qualification2_num2,qualification3_id1,qualification3_num1,qualification3_id2,qualification3_num2,qualification4_id1,qualification4_num1,qualification4_id2,qualification4_num2,qualification5_id1,qualification5_num1,qualification5_id2,qualification5_num2,qualification6_id1,qualification6_num1,qualification6_id2,qualification6_num2,starlv_id1,starid_num1,starlv_id2,starid_num2,starlv_id3,starid_num3,starlv_id4,starid_num4,qualification1_type1,qualification1_value1,qualification1_type2,qualification1_value2,qualification1_type3,qualification1_value3,qualification2_type1,qualification2_value1,qualification2_type2,qualification2_value2,qualification2_type3,qualification2_value3,qualification3_type1,qualification3_value1,qualification3_type2,qualification3_value2,qualification3_type3,qualification3_value3,qualification4_type1,qualification4_value1,qualification4_type2,qualification4_value2,qualification4_type3,qualification4_value3,qualification5_type1,qualification5_value1,qualification5_type2,qualification5_value2,qualification5_type3,qualification5_value3,qualification6_type1,qualification6_value1,qualification6_type2,qualification6_value2,qualification6_type3,qualification6_value3,starlv_type1,starlv_value1,starlv_type2,starlv_value2,starlv_type3,starlv_value3,skillid1,skillid2,skillid3,skillid4,skillid5,skillid6,skillid7,skillid0,skillopen,qualification1,qualification2,qualification3,qualification4,qualification5,qualification6,starlv,qualification_icon1,qualification_icon2,qualification_icon3,qualification_icon4,qualification_icon5,qualification_icon6,starlv_icon
1002,1,2,1,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,30101000,0,12100201,0,0,0,29,0,8,0,99,0,10,0,7,0,99,0,29,0,8,0,99,0,10,0,7,0,99,0,29,0,8,0,99,0,10,0,7,0,99,0,6,0,30,0,99,0,100200,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,2,2,2,91000001,500,30101001,5,91000001,500,30102001,5,91000001,500,30103001,5,91000001,500,30104001,5,91000001,500,30105001,5,91000001,500,30106001,5,91000001,1000,30101000,20,12100201,0,0,0,29,40,8,20,99,9113,10,40,7,40,99,9113,29,40,8,20,99,9113,10,40,7,40,99,9113,29,40,8,20,99,9113,10,40,7,40,99,9113,6,2330,30,90,99,36454,100200,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,3,2,3,91000001,2000,30101002,5,91000001,2000,30102002,5,91000001,2000,30103002,5,91000001,2000,30104002,5,91000001,2000,30105002,5,91000001,2000,30106002,5,91000001,3000,30101000,50,12100201,0,0,0,29,110,8,50,99,25062,10,100,7,110,99,25062,29,110,8,50,99,25062,10,100,7,110,99,25062,29,110,8,50,99,25062,10,100,7,110,99,25062,6,6410,30,240,99,100249,100200,0,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,4,3,1,91000001,10000,30101003,10,91000001,10000,30102003,10,91000001,10000,30103003,10,91000001,10000,30104003,10,91000001,10000,30105003,10,91000001,10000,30106003,10,91000001,19000,30101000,100,12100201,0,0,0,29,230,8,100,99,51264,10,210,7,230,99,51264,29,230,8,100,99,51264,10,210,7,230,99,51264,29,230,8,100,99,51264,10,210,7,230,99,51264,6,13120,30,490,99,205056,100200,100201,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,5,3,2,91000001,32000,30101004,10,91000001,32000,30102004,10,91000001,32000,30103004,10,91000001,32000,30104004,10,91000001,32000,30105004,10,91000001,32000,30106004,10,91000001,64000,30101000,200,12100201,30,0,0,29,410,8,170,99,91136,10,380,7,410,99,91136,29,410,8,170,99,91136,10,380,7,410,99,91136,29,410,8,170,99,91136,10,380,7,410,99,91136,6,23330,30,870,99,364544,100200,100201,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,6,3,3,91000001,78000,30101005,15,91000001,78000,30102005,15,91000001,78000,30103005,15,91000001,78000,30104005,15,91000001,78000,30105005,15,91000001,78000,30106005,15,91000001,155000,30101000,500,12100201,30,0,0,29,650,8,280,99,145817,10,600,7,660,99,145817,29,650,8,280,99,145817,10,600,7,660,99,145817,29,650,8,280,99,145817,10,600,7,660,99,145817,6,37320,30,1390,99,583270,100200,100201,0,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,7,4,1,91000001,155000,30101006,20,91000001,155000,30102006,20,91000001,155000,30103006,20,91000001,155000,30104006,20,91000001,155000,30105006,20,91000001,155000,30106006,20,91000001,311000,30101000,1000,12100201,60,0,0,29,1020,8,430,99,227840,10,940,7,1030,99,227840,29,1020,8,430,99,227840,10,940,7,1030,99,227840,29,1020,8,430,99,227840,10,940,7,1030,99,227840,6,58320,30,2180,99,911360,100200,100201,100202,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,8,4,2,91000001,277000,30101007,40,91000001,277000,30102007,40,91000001,277000,30103007,40,91000001,277000,30104007,40,91000001,277000,30105007,40,91000001,277000,30106007,40,91000001,553000,30101000,3000,12100201,90,0,0,29,1640,8,690,99,364544,10,1510,7,1650,99,364544,29,1640,8,690,99,364544,10,1510,7,1650,99,364544,29,1640,8,690,99,364544,10,1510,7,1650,99,364544,6,93310,30,3480,99,1458176,100200,100201,100202,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,9,4,3,91000001,453000,30101008,60,91000001,453000,30102008,60,91000001,453000,30103008,60,91000001,453000,30104008,60,91000001,453000,30105008,60,91000001,453000,30106008,60,91000001,906000,30101000,5000,12100201,120,0,0,29,2450,8,1030,99,546816,10,2260,7,2470,99,546816,29,2450,8,1030,99,546816,10,2260,7,2470,99,546816,29,2450,8,1030,99,546816,10,2260,7,2470,99,546816,6,139960,30,5220,99,2187264,100200,100201,100202,0,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,10,5,1,91000001,699000,30101009,100,91000001,699000,30102009,100,91000001,699000,30103009,100,91000001,699000,30104009,100,91000001,699000,30105009,100,91000001,699000,30106009,100,91000001,1397000,30101000,8000,12100201,150,0,0,29,3530,8,1490,99,786048,10,3250,7,3560,99,786048,29,3530,8,1490,99,786048,10,3250,7,3560,99,786048,29,3530,8,1490,99,786048,10,3250,7,3560,99,786048,6,201190,30,7510,99,3144192,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,11,5,2,91000001,1029000,30101010,180,91000001,1029000,30102010,180,91000001,1029000,30103010,180,91000001,1029000,30104010,180,91000001,1029000,30105010,180,91000001,1029000,30106010,180,91000001,2057000,30101000,12000,12100201,180,0,0,29,4700,8,1980,99,1048064,10,4330,7,4740,99,1048064,29,4700,8,1980,99,1048064,10,4330,7,4740,99,1048064,29,4700,8,1980,99,1048064,10,4330,7,4740,99,1048064,6,268260,30,10010,99,4192256,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,12,5,3,91000001,1461000,30101011,240,91000001,1461000,30102011,240,91000001,1461000,30103011,240,91000001,1461000,30104011,240,91000001,1461000,30105011,240,91000001,1461000,30106011,240,91000001,2922000,30101000,16000,12100201,210,0,0,29,5930,8,2500,99,1321472,10,5460,7,5980,99,1321472,29,5930,8,2500,99,1321472,10,5460,7,5980,99,1321472,29,5930,8,2500,99,1321472,10,5460,7,5980,99,1321472,6,338240,30,12620,99,5285888,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,13,6,1,91000001,2015000,30101012,320,91000001,2015000,30102012,320,91000001,2015000,30103012,320,91000001,2015000,30104012,320,91000001,2015000,30105012,320,91000001,2015000,30106012,320,91000001,4030000,30101000,22000,12100201,240,0,0,29,7260,8,3060,99,1617664,10,6690,7,7320,99,1617664,29,7260,8,3060,99,1617664,10,6690,7,7320,99,1617664,29,7260,8,3060,99,1617664,10,6690,7,7320,99,1617664,6,414050,30,15450,99,6470656,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,14,6,2,91000001,2712000,30101013,400,91000001,2712000,30102013,400,91000001,2712000,30103013,400,91000001,2712000,30104013,400,91000001,2712000,30105013,400,91000001,2712000,30106013,400,91000001,5425000,30101000,28000,12100201,270,0,0,29,8690,8,3660,99,1936640,10,8010,7,8760,99,1936640,29,8690,8,3660,99,1936640,10,8010,7,8760,99,1936640,29,8690,8,3660,99,1936640,10,8010,7,8760,99,1936640,6,495700,30,18490,99,7746560,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1002,15,6,3,91000001,3578000,30101014,500,91000001,3578000,30102014,500,91000001,3578000,30103014,500,91000001,3578000,30104014,500,91000001,3578000,30105014,500,91000001,3578000,30106014,500,91000001,7157000,30101000,36000,12100201,300,0,0,29,10220,8,4310,99,2278400,10,9420,7,10310,99,2278400,29,10220,8,4310,99,2278400,10,9420,7,10310,99,2278400,29,10220,8,4310,99,2278400,10,9420,7,10310,99,2278400,6,583170,30,21760,99,9113600,100200,100201,100202,100203,0,0,0,2001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1003,1,2,1,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,0,0,91000001,0,30101000,0,12100301,0,0,0,29,0,8,0,99,0,10,0,7,0,99,0,29,0,8,0,99,0,10,0,7,0,99,0,29,0,8,0,99,0,10,0,7,0,99,0,6,0,30,0,99,0,100300,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1003,2,2,2,91000001,500,30101001,5,91000001,500,30102001,5,91000001,500,30103001,5,91000001,500,30104001,5,91000001,500,30105001,5,91000001,500,30106001,5,91000001,1000,30101000,20,12100301,0,0,0,29,90,8,40,99,20505,10,80,7,90,99,20505,29,90,8,40,99,20505,10,80,7,90,99,20505,29,90,8,40,99,20505,10,80,7,90,99,20505,6,5440,30,230,99,82022,100300,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1003,3,2,3,91000001,2000,30101002,5,91000001,2000,30102002,5,91000001,2000,30103002,5,91000001,2000,30104002,5,91000001,2000,30105002,5,91000001,2000,30106002,5,91000001,3000,30101000,50,12100301,0,0,0,29,250,8,110,99,56390,10,210,7,250,99,56390,29,250,8,110,99,56390,10,210,7,250,99,56390,29,250,8,110,99,56390,10,210,7,250,99,56390,6,14960,30,620,99,225561,100300,0,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1003,4,3,1,91000001,10000,30101003,10,91000001,10000,30102003,10,91000001,10000,30103003,10,91000001,10000,30104003,10,91000001,10000,30105003,10,91000001,10000,30106003,10,91000001,19000,30101000,100,12100301,0,0,0,29,520,8,220,99,115344,10,430,7,510,99,115344,29,520,8,220,99,115344,10,430,7,510,99,115344,29,520,8,220,99,115344,10,430,7,510,99,115344,6,30600,30,1270,99,461376,100300,100301,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1003,5,3,2,91000001,32000,30101004,10,91000001,32000,30102004,10,91000001,32000,30103004,10,91000001,32000,30104004,10,91000001,32000,30105004,10,91000001,32000,30106004,10,91000001,64000,30101000,200,12100301,50,0,0,29,920,8,390,99,205056,10,760,7,900,99,205056,29,920,8,390,99,205056,10,760,7,900,99,205056,29,920,8,390,99,205056,10,760,7,900,99,205056,6,54400,30,2260,99,820224,100300,100301,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1003,6,3,3,91000001,78000,30101005,15,91000001,78000,30102005,15,91000001,78000,30103005,15,91000001,78000,30104005,15,91000001,78000,30105005,15,91000001,78000,30106005,15,91000001,155000,30101000,500,12100301,50,0,0,29,1470,8,620,99,328089,10,1220,7,1440,99,328089,29,1470,8,620,99,328089,10,1220,7,1440,99,328089,29,1470,8,620,99,328089,10,1220,7,1440,99,328089,6,87040,30,3610,99,1312358,100300,100301,0,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1003,7,4,1,91000001,155000,30101006,20,91000001,155000,30102006,20,91000001,155000,30103006,20,91000001,155000,30104006,20,91000001,155000,30105006,20,91000001,155000,30106006,20,91000001,311000,30101000,1000,12100301,100,0,0,29,2290,8,970,99,512640,10,1900,7,2260,99,512640,29,2290,8,970,99,512640,10,1900,7,2260,99,512640,29,2290,8,970,99,512640,10,1900,7,2260,99,512640,6,136000,30,5640,99,2050560,100300,100301,100302,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
1003,8,4,2,91000001,277000,30101007,40,91000001,277000,30102007,40,91000001,277000,30103007,40,91000001,277000,30104007,40,91000001,277000,30105007,40,91000001,277000,30106007,40,91000001,553000,30101000,3000,12100301,150,0,0,29,3660,8,1550,99,820224,10,3040,7,3610,99,820224,29,3660,8,1550,99,820224,10,3040,7,3610,99,820224,29,3660,8,1550,99,820224,10,3040,7,3610,99,820224,6,217600,30,9030,99,3280896,100300,100301,100302,0,0,0,0,3001,0,资质：力量,资质：敏捷,资质：智力,资质：精神,资质：体力,资质：幸运,升星,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png,yxwd.png
