levelid,firstitem1,num1,firstitem2,num2,firstitem3,num3,firstitem4,num4,firstitem5,num5,firstitem6,num6,teamexp,heroexp,icon1,icon2,icon3,icon4,icon5,icon6,item1,item2,item3,item4,item5,item6,bossicon1,icon7
110209,91000002,10,91000001,500,30106001,5,30101000,20,30103001,5,0,0,30,1196,100001,100001,100001,100001,100001,100001,91000002,81400601,23230002,23230001,23000002,76000001,0,0
110210,91000002,10,91000001,500,30106001,5,30101000,20,12200401,1,12200101,10,30,1313,100001,100001,100001,100001,100001,100001,11200601,81400601,23110002,23110001,23000002,76000001,0,0
110301,20000011,1,91000001,500,30101002,10,30101000,20,12100501,10,0,0,30,1430,100001,100001,100001,100001,100001,100001,91000002,81400601,23120002,23120001,23000002,76000001,0,0
110302,91000002,10,91000001,500,30101002,10,30101000,20,0,0,0,0,30,1547,100001,100001,100001,100001,100001,100001,91000002,81400601,23130002,23130001,23000002,12300101,0,0
110303,20000012,1,91000001,500,30101002,10,30101000,20,0,0,0,0,30,1664,100001,100001,100001,100001,100001,100001,91000002,81400601,23000002,23000001,0,0,0,0
110304,91000002,10,91000001,500,30102002,10,30101000,20,0,0,0,0,30,1781,100001,100001,100001,100001,100001,100001,91000002,81400601,23310002,23310001,0,0,0,0
110305,20000013,1,91000001,500,30102002,10,30101000,20,0,0,0,0,30,1898,100001,100001,100001,100001,100001,100001,91000002,81400601,23320002,23320001,0,0,0,0
110306,91000002,10,91000001,500,30102002,10,30101000,20,0,0,0,0,30,2015,100001,100001,100001,100001,100001,100001,91000002,81400601,23330002,23330001,0,0,0,0
110307,20000014,1,91000001,500,30103002,10,30101000,20,0,0,0,0,30,2132,100001,100001,100001,100001,100001,100001,91000002,81400601,23210002,23210001,0,0,0,0
110308,91000002,10,91000001,500,30103002,10,30101000,20,12200601,40,0,0,30,2222,100001,100001,100001,100001,100001,100001,91000002,81400601,23220002,23220001,0,0,0,0
110309,20000015,1,91000001,500,30103002,10,30101000,20,0,0,0,0,30,2312,100001,100001,100001,100001,100001,100001,91000002,81400601,23230002,23230001,0,0,0,0
110310,20000016,1,91000001,500,30103002,10,30101000,20,12200601,1,12400201,10,30,2402,100001,100001,100001,100001,100001,100001,91000002,81400601,23110002,23110001,0,0,0,0
110401,91000002,10,91000001,500,30104002,10,30101000,20,0,0,0,0,30,2492,100001,100001,100001,100001,100001,100001,91000002,81400601,23120002,23120001,0,0,0,0
110402,91000002,10,91000001,500,30104002,10,30101000,20,0,0,0,0,30,2582,100001,100001,100001,100001,100001,100001,91000002,81400601,23130002,23130001,0,0,0,0
110403,91000002,10,91000001,500,30104002,10,30101000,20,91000033,2000,12200801,10,30,2672,100001,100001,100001,100001,100001,100001,91000002,81400601,23000003,23000002,0,0,0,0
110404,91000002,10,91000001,500,30105002,10,30101000,20,0,0,0,0,30,2700,100001,100001,100001,100001,100001,100001,91000002,81400601,23310003,23310002,0,76000002,0,0
110405,91000002,10,91000001,500,30105002,10,30101000,20,12400501,10,0,0,30,2730,100001,100001,100001,100001,100001,100001,91000002,81400601,23320003,23320002,0,76000002,0,0
110406,91000002,10,91000001,500,30105002,10,30101000,20,0,0,0,0,30,2760,100001,100001,100001,100001,100001,100001,91000002,81400601,23330003,23330002,0,76000002,0,0
110407,91000002,10,91000001,500,30106002,10,30101000,20,0,0,0,0,30,2790,100001,100001,100001,100001,100001,100001,91000002,81400601,23210003,23210002,23000004,76000002,0,0
110408,91000002,10,91000001,500,30106002,10,30101000,20,12100801,10,0,0,30,2820,100001,100001,100001,100001,100001,100001,91000002,81400601,23220003,23220002,23000004,76000002,0,0
110409,91000002,10,91000001,500,30106002,10,30101000,20,0,0,0,0,30,2850,100001,100001,100001,100001,100001,100001,91000002,81400601,23230003,23230002,23000004,76000002,0,0
110410,91000002,10,91000001,500,30106002,10,30101000,20,12201001,1,12300601,10,30,2880,100001,100001,100001,100001,100001,100001,91000002,81400601,23110003,23110002,23000004,76000002,0,0
110501,91000002,10,91000001,500,30101003,10,30101000,10,12200401,10,0,0,30,2910,100001,100001,100001,100001,100001,100001,91000002,81400601,23120003,23120002,23000004,76000002,0,0
110502,91000002,10,91000001,500,30101003,10,30101000,10,0,0,0,0,30,2940,100001,100001,100001,100001,100001,100001,91000002,81400601,23130003,23130002,23000004,76000002,0,0
110503,91000002,10,91000001,500,30101003,10,30101000,10,12300201,10,0,0,30,2970,100001,100001,100001,100001,100001,100001,91000002,81400601,23000004,23000003,0,0,0,0
110504,91000002,10,91000001,500,30102003,10,30101000,10,0,0,0,0,30,3000,100001,100001,100001,100001,100001,100001,91000002,81400601,23310003,23310002,0,0,0,0
110505,91000002,10,91000001,500,30102003,10,30101000,10,12400801,10,0,0,30,3030,100001,100001,100001,100001,100001,100001,91000002,81400601,23320003,23320002,0,0,0,0
110506,91000002,10,91000001,500,30102003,10,30101000,10,12301201,10,0,0,30,3060,100001,100001,100001,100001,100001,100001,91000002,81400601,23330003,23330002,0,0,0,0
110507,91000002,10,91000001,500,30103003,10,30101000,10,0,0,0,0,30,3090,100001,100001,100001,100001,100001,100001,91000002,81400601,23210003,23210002,0,0,0,0
110508,91000002,10,91000001,500,30103003,10,30101000,10,0,0,0,0,30,3120,100001,100001,100001,100001,100001,100001,91000002,81400601,23220003,23220002,0,0,0,0
110509,91000002,10,91000001,500,30103003,10,30101000,10,0,0,0,0,30,3150,100001,100001,100001,100001,100001,100001,91000002,81400601,23230003,23230002,0,0,0,0
110510,91000002,10,91000001,500,30103003,10,30101000,10,12301201,1,0,0,30,3180,100001,100001,100001,100001,100001,100001,91000002,81400601,23110003,23110002,0,0,0,0
110601,91000002,10,91000001,500,30104003,10,30101000,10,0,0,0,0,30,3210,100001,100001,100001,100001,100001,100001,91000002,81400601,23120003,23120002,0,0,0,0
110602,91000002,10,91000001,500,30104003,10,30101000,10,0,0,0,0,30,3240,100001,100001,100001,100001,100001,100001,91000002,81400601,23130003,23130002,0,0,0,0
110603,91000002,10,91000001,500,30104003,10,30101000,10,0,0,0,0,30,3270,100001,100001,100001,100001,100001,100001,91000002,81400601,23000005,23000004,0,0,0,0
110604,91000002,10,91000001,500,30105003,10,30101000,10,0,0,0,0,30,3300,100001,100001,100001,100001,100001,100001,91000002,81400601,23310004,23310003,0,0,0,0
110605,91000002,10,91000001,500,30105003,10,30101000,10,12201001,10,0,0,30,3330,100001,100001,100001,100001,100001,100001,91000002,81400601,23320004,23320003,0,0,0,0
110606,91000002,10,91000001,500,30105003,10,30101000,10,0,0,0,0,30,3360,100001,100001,100001,100001,100001,100001,91000002,81400601,23330004,23330003,0,0,0,0
110607,91000002,10,91000001,500,30106003,10,30101000,10,0,0,0,0,30,3390,100001,100001,100001,100001,100001,100001,91000002,81400601,23210004,23210003,0,0,0,0
110608,91000002,10,91000001,500,30106003,10,30101000,10,0,0,0,0,30,3420,100001,100001,100001,100001,100001,100001,91000002,81400601,23220004,23220003,0,0,0,0
110609,91000002,10,91000001,500,30106003,10,30101000,10,0,0,0,0,30,3450,100001,100001,100001,100001,100001,100001,91000002,81400601,23230004,23230003,0,0,0,0
110610,91000002,10,91000001,500,30106003,10,30101000,10,12400101,1,12300101,10,30,3480,100001,100001,100001,100001,100001,100001,91000002,81400601,23110004,23110003,0,0,0,0
110701,91000002,10,91000001,500,30101004,5,30101000,10,0,0,0,0,30,3510,100001,100001,100001,100001,100001,100001,91000002,81400601,23120004,23120003,0,0,0,0
110702,91000002,10,91000001,500,30101004,5,30101000,10,0,0,0,0,30,3540,100001,100001,100001,100001,100001,100001,91000002,81400601,23130004,23130003,0,0,0,0
110703,91000002,10,91000001,500,30101004,5,30101000,10,0,0,0,0,30,3570,100001,100001,100001,100001,100001,100001,91000002,81400601,23000006,23000005,0,0,0,0
110704,91000002,10,91000001,500,30102004,5,30101000,10,0,0,0,0,30,3600,100001,100001,100001,100001,100001,100001,91000002,81400601,23310004,23310003,0,0,0,0
110705,91000002,10,91000001,500,30102004,5,30101000,10,0,0,0,0,30,3630,100001,100001,100001,100001,100001,100001,91000002,81400601,23320004,23320003,0,0,0,0
110706,91000002,10,91000001,500,30102004,5,30101000,10,0,0,0,0,30,3660,100001,100001,100001,100001,100001,100001,91000002,81400601,23330004,23330003,0,0,0,0
110707,91000002,10,91000001,500,30103004,5,30101000,10,0,0,0,0,30,3690,100001,100001,100001,100001,100001,100001,91000002,81400601,23210004,23210003,0,0,0,0
110708,91000002,10,91000001,500,30103004,5,30101000,10,0,0,0,0,30,3720,100001,100001,100001,100001,100001,100001,91000002,81400601,23220004,23220003,0,0,0,0
110709,91000002,10,91000001,500,30103004,5,30101000,10,0,0,0,0,30,3750,100001,100001,100001,100001,100001,100001,91000002,81400601,23230004,23230003,0,0,0,0
110710,91000002,10,91000001,500,30103004,5,30101000,10,12300401,1,0,0,30,3780,100001,100001,100001,100001,100001,100001,91000002,81400601,23110004,23110003,0,0,0,0
110801,91000002,10,91000001,500,30104004,5,30101000,10,0,0,0,0,30,3810,100001,100001,100001,100001,100001,100001,91000002,81400601,23120004,23120003,0,0,0,0
110802,91000002,10,91000001,500,30104004,5,30101000,10,0,0,0,0,30,3840,100001,100001,100001,100001,100001,100001,91000002,81400601,23130004,23130003,0,0,0,0
110803,91000002,10,91000001,500,30104004,5,30101000,10,0,0,0,0,30,3870,100001,100001,100001,100001,100001,100001,91000002,81400601,23000007,23000006,0,0,0,0
110804,91000002,10,91000001,500,30105004,5,30101000,10,0,0,0,0,30,3900,100001,100001,100001,100001,100001,100001,91000002,81400601,23310005,23310004,0,0,0,0
110805,91000002,10,91000001,500,30105004,5,30101000,10,0,0,0,0,30,3930,100001,100001,100001,100001,100001,100001,91000002,81400601,23320005,23320004,0,0,0,0
110806,91000002,10,91000001,500,30105004,5,30101000,10,0,0,0,0,30,3960,100001,100001,100001,100001,100001,100001,91000002,81400601,23330005,23330004,0,0,0,0
110807,91000002,10,91000001,500,30106004,5,30101000,10,0,0,0,0,30,3990,100001,100001,100001,100001,100001,100001,91000002,81400601,23210005,23210004,0,0,0,0
110808,91000002,10,91000001,500,30106004,5,30101000,10,0,0,0,0,30,4020,100001,100001,100001,100001,100001,100001,91000002,81400601,23220005,23220004,0,0,0,0
110809,91000002,10,91000001,500,30106004,5,30101000,10,0,0,0,0,30,4050,100001,100001,100001,100001,100001,100001,91000002,81400601,23230005,23230004,0,0,0,0
110810,91000002,10,91000001,500,30106004,5,30101000,10,12200401,1,0,0,30,4080,100001,100001,100001,100001,100001,100001,91000002,81400601,23110005,23110004,0,0,0,0
110901,91000002,10,91000001,500,30101005,5,30101000,10,0,0,0,0,30,4110,100001,100001,100001,100001,100001,100001,91000002,81400601,23120005,23120004,0,0,0,0
110902,91000002,10,91000001,500,30101005,5,30101000,10,0,0,0,0,30,4140,100001,100001,100001,100001,100001,100001,91000002,81400601,23130005,23130004,0,0,0,0
110903,91000002,10,91000001,500,30101005,5,30101000,10,0,0,0,0,30,4170,100001,100001,100001,100001,100001,100001,91000002,81400601,23000008,23000007,0,0,0,0
110904,91000002,10,91000001,500,30102005,5,30101000,10,0,0,0,0,30,4200,100001,100001,100001,100001,100001,100001,91000002,81400601,23310005,23310004,0,0,0,0
110905,91000002,10,91000001,500,30102005,5,30101000,10,0,0,0,0,30,4230,100001,100001,100001,100001,100001,100001,91000002,81400601,23320005,23320004,0,0,0,0
110906,91000002,10,91000001,500,30102005,5,30101000,10,0,0,0,0,30,4260,100001,100001,100001,100001,100001,100001,91000002,81400601,23330005,23330004,0,0,0,0
110907,91000002,10,91000001,500,30103005,5,30101000,10,0,0,0,0,30,4290,100001,100001,100001,100001,100001,100001,91000002,81400601,23210005,23210004,0,0,0,0
110908,91000002,10,91000001,500,30103005,5,30101000,10,0,0,0,0,30,4320,100001,100001,100001,100001,100001,100001,91000002,81400601,23220005,23220004,0,0,0,0
110909,91000002,10,91000001,500,30103005,5,30101000,10,0,0,0,0,30,4350,100001,100001,100001,100001,100001,100001,91000002,81400601,23230005,23230004,0,0,0,0
110910,91000002,10,91000001,500,30103005,5,30101000,10,12200601,1,0,0,30,4380,100001,100001,100001,100001,100001,100001,91000002,81400601,23110005,23110004,0,0,0,0
111001,91000002,10,91000001,500,30104005,5,30101000,10,0,0,0,0,30,4410,100001,100001,100001,100001,100001,100001,91000002,81400601,23120005,23120004,0,0,0,0
111002,91000002,10,91000001,500,30104005,5,30101000,10,0,0,0,0,30,4440,100001,100001,100001,100001,100001,100001,91000002,81400601,23130005,23130004,0,0,0,0
111003,91000002,10,91000001,500,30104005,5,30101000,10,0,0,0,0,30,4470,100001,100001,100001,100001,100001,100001,91000002,81400601,23000009,23000008,0,0,0,0
111004,91000002,10,91000001,500,30105005,5,30101000,10,0,0,0,0,30,4500,100001,100001,100001,100001,100001,100001,91000002,81400601,23310006,23310005,0,0,0,0
111005,91000002,10,91000001,500,30105005,5,30101000,10,0,0,0,0,30,4530,100001,100001,100001,100001,100001,100001,91000002,81400601,23320006,23320005,0,0,0,0
111006,91000002,10,91000001,500,30105005,5,30101000,10,0,0,0,0,30,4560,100001,100001,100001,100001,100001,100001,91000002,81400601,23330006,23330005,0,0,0,0
111007,91000002,10,91000001,500,30106005,5,30101000,10,0,0,0,0,30,4590,100001,100001,100001,100001,100001,100001,91000002,81400601,23210006,23210005,0,0,0,0
111008,91000002,10,91000001,500,30106005,5,30101000,10,0,0,0,0,30,4620,100001,100001,100001,100001,100001,100001,91000002,81400601,23220006,23220005,0,0,0,0
111009,91000002,10,91000001,500,30106005,5,30101000,10,0,0,0,0,30,4650,100001,100001,100001,100001,100001,100001,91000002,81400601,23230006,23230005,0,0,0,0
111010,91000002,10,91000001,500,30106005,5,30101000,10,12101001,1,0,0,30,4680,100001,100001,100001,100001,100001,100001,91000002,81400601,23110006,23110005,0,0,0,0
111101,91000002,10,91000001,500,30101006,5,30101000,10,0,0,0,0,30,4710,100001,100001,100001,100001,100001,100001,91000002,81400601,23120006,23120005,0,0,0,0
111102,91000002,10,91000001,500,30101006,5,30101000,10,0,0,0,0,30,4740,100001,100001,100001,100001,100001,100001,91000002,81400601,23130006,23130005,0,0,0,0
111103,91000002,10,91000001,500,30101006,5,30101000,10,0,0,0,0,30,4770,100001,100001,100001,100001,100001,100001,91000002,81400601,23000010,23000009,0,0,0,0
111104,91000002,10,91000001,500,30102006,5,30101000,10,0,0,0,0,30,4800,100001,100001,100001,100001,100001,100001,91000002,81400601,23310006,23310005,0,0,0,0
111105,91000002,10,91000001,500,30102006,5,30101000,10,0,0,0,0,30,4830,100001,100001,100001,100001,100001,100001,91000002,81400601,23320006,23320005,0,0,0,0
111106,91000002,10,91000001,500,30102006,5,30101000,10,0,0,0,0,30,4860,100001,100001,100001,100001,100001,100001,91000002,81400601,23330006,23330005,0,0,0,0
111107,91000002,10,91000001,500,30103006,5,30101000,10,0,0,0,0,30,4890,100001,100001,100001,100001,100001,100001,91000002,81400601,23210006,23210005,0,0,0,0
111108,91000002,10,91000001,500,30103006,5,30101000,10,0,0,0,0,30,4920,100001,100001,100001,100001,100001,100001,91000002,81400601,23220006,23220005,0,0,0,0
111109,91000002,10,91000001,500,30103006,5,30101000,10,0,0,0,0,30,4950,100001,100001,100001,100001,100001,100001,91000002,81400601,23230006,23230005,0,0,0,0
111110,91000002,10,91000001,500,30103006,5,30101000,10,12400901,1,0,0,30,4980,100001,100001,100001,100001,100001,100001,91000002,81400601,23110006,23110005,0,0,0,0
111201,91000002,10,91000001,500,30104006,5,30101000,10,0,0,0,0,30,5010,100001,100001,100001,100001,100001,100001,91000002,81400601,23120006,23120005,0,0,0,0
111202,91000002,10,91000001,500,30104006,5,30101000,10,0,0,0,0,30,5040,100001,100001,100001,100001,100001,100001,91000002,81400601,23130006,23130005,0,0,0,0
111203,91000002,10,91000001,500,30104006,5,30101000,10,0,0,0,0,30,5070,100001,100001,100001,100001,100001,100001,91000002,81400601,23000011,23000010,0,0,0,0
111204,91000002,10,91000001,500,30105006,5,30101000,10,0,0,0,0,30,5100,100001,100001,100001,100001,100001,100001,91000002,81400601,23310006,23310005,0,0,0,0
111205,91000002,10,91000001,500,30105006,5,30101000,10,0,0,0,0,30,5130,100001,100001,100001,100001,100001,100001,91000002,81400601,23320006,23320005,0,0,0,0
111206,91000002,10,91000001,500,30105006,5,30101000,10,0,0,0,0,30,5160,100001,100001,100001,100001,100001,100001,91000002,81400601,23330006,23330005,0,0,0,0
111207,91000002,10,91000001,500,30106006,5,30101000,10,0,0,0,0,30,5190,100001,100001,100001,100001,100001,100001,91000002,81400601,23210006,23210005,0,0,0,0
111208,91000002,10,91000001,500,30106006,5,30101000,10,0,0,0,0,30,5220,100001,100001,100001,100001,100001,100001,91000002,81400601,23220006,23220005,0,0,0,0
111209,91000002,10,91000001,500,30106006,5,30101000,10,0,0,0,0,30,5250,100001,100001,100001,100001,100001,100001,91000002,81400601,23230006,23230005,0,0,0,0
111210,91000002,10,91000001,500,30106006,5,30101000,10,12300601,1,0,0,30,5280,100001,100001,100001,100001,100001,100001,91000002,81400601,23110006,23110005,0,0,0,0
111301,91000002,10,91000001,500,30101006,5,30101000,10,0,0,0,0,30,5310,100001,100001,100001,100001,100001,100001,91000002,81400601,23120006,23120005,0,0,0,0
111302,91000002,10,91000001,500,30101006,5,30101000,10,0,0,0,0,30,5340,100001,100001,100001,100001,100001,100001,91000002,81400601,23130006,23130005,0,0,0,0
111303,91000002,10,91000001,500,30101006,5,30101000,10,0,0,0,0,30,5370,100001,100001,100001,100001,100001,100001,91000002,81400601,23000011,23000010,0,0,0,0
111304,91000002,10,91000001,500,30102006,5,30101000,10,0,0,0,0,30,5400,100001,100001,100001,100001,100001,100001,91000002,81400601,23310007,23310006,0,0,0,0
111305,91000002,10,91000001,500,30102006,5,30101000,10,0,0,0,0,30,5430,100001,100001,100001,100001,100001,100001,91000002,81400601,23320007,23320006,0,0,0,0
111306,91000002,10,91000001,500,30102006,5,30101000,10,0,0,0,0,30,5460,100001,100001,100001,100001,100001,100001,91000002,81400601,23330007,23330006,0,0,0,0
111307,91000002,10,91000001,500,30103006,5,30101000,10,0,0,0,0,30,5490,100001,100001,100001,100001,100001,100001,91000002,81400601,23210007,23210006,0,0,0,0
111308,91000002,10,91000001,500,30103006,5,30101000,10,0,0,0,0,30,5520,100001,100001,100001,100001,100001,100001,91000002,81400601,23220007,23220006,0,0,0,0
111309,91000002,10,91000001,500,30103006,5,30101000,10,0,0,0,0,30,5550,100001,100001,100001,100001,100001,100001,91000002,81400601,23230007,23230006,0,0,0,0
111310,91000002,10,91000001,500,30103006,5,30101000,10,12300801,1,0,0,30,5580,100001,100001,100001,100001,100001,100001,91000002,81400601,23110007,23110006,0,0,0,0
111401,91000002,10,91000001,500,30104006,5,30101000,10,0,0,0,0,30,5610,100001,100001,100001,100001,100001,100001,91000002,81400601,23120007,23120006,0,0,0,0
111402,91000002,10,91000001,500,30104006,5,30101000,10,0,0,0,0,30,5640,100001,100001,100001,100001,100001,100001,91000002,81400601,23130007,23130006,0,0,0,0
111403,91000002,10,91000001,500,30104006,5,30101000,10,0,0,0,0,30,5670,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111404,91000002,10,91000001,500,30105006,5,30101000,10,0,0,0,0,30,5700,100001,100001,100001,100001,100001,100001,91000002,81400601,23310007,23310006,0,0,0,0
111405,91000002,10,91000001,500,30105006,5,30101000,10,0,0,0,0,30,5730,100001,100001,100001,100001,100001,100001,91000002,81400601,23320007,23320006,0,0,0,0
111406,91000002,10,91000001,500,30105006,5,30101000,10,0,0,0,0,30,5760,100001,100001,100001,100001,100001,100001,91000002,81400601,23330007,23330006,0,0,0,0
111407,91000002,10,91000001,500,30106006,5,30101000,10,0,0,0,0,30,5790,100001,100001,100001,100001,100001,100001,91000002,81400601,23210007,23210006,0,0,0,0
111408,91000002,10,91000001,500,30106006,5,30101000,10,0,0,0,0,30,5820,100001,100001,100001,100001,100001,100001,91000002,81400601,23220007,23220006,0,0,0,0
111409,91000002,10,91000001,500,30106006,5,30101000,10,0,0,0,0,30,5850,100001,100001,100001,100001,100001,100001,91000002,81400601,23230007,23230006,0,0,0,0
111410,91000002,10,91000001,500,30106006,5,30101000,10,12100701,1,0,0,30,5880,100001,100001,100001,100001,100001,100001,91000002,81400601,23110007,23110006,0,0,0,0
111501,91000002,10,91000001,500,30101007,5,30101000,10,0,0,0,0,30,5910,100001,100001,100001,100001,100001,100001,91000002,81400601,23120007,23120006,0,0,0,0
111502,91000002,10,91000001,500,30101007,5,30101000,10,0,0,0,0,30,5940,100001,100001,100001,100001,100001,100001,91000002,81400601,23130007,23130006,0,0,0,0
111503,91000002,10,91000001,500,30101007,5,30101000,10,0,0,0,0,30,5970,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111504,91000002,10,91000001,500,30102007,5,30101000,10,0,0,0,0,30,6000,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111505,91000002,10,91000001,500,30102007,5,30101000,10,0,0,0,0,30,6030,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111506,91000002,10,91000001,500,30102007,5,30101000,10,0,0,0,0,30,6060,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111507,91000002,10,91000001,500,30103007,5,30101000,10,0,0,0,0,30,6090,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111508,91000002,10,91000001,500,30103007,5,30101000,10,0,0,0,0,30,6120,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111509,91000002,10,91000001,500,30103007,5,30101000,10,0,0,0,0,30,6150,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111510,91000002,10,91000001,500,30103007,5,30101000,10,12400801,1,0,0,30,6180,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111601,91000002,10,91000001,500,30104007,5,30101000,10,0,0,0,0,30,6210,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111602,91000002,10,91000001,500,30104007,5,30101000,10,0,0,0,0,30,6240,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111603,91000002,10,91000001,500,30104007,5,30101000,10,0,0,0,0,30,6270,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111604,91000002,10,91000001,500,30105007,5,30101000,10,0,0,0,0,30,6300,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111605,91000002,10,91000001,100000,30105007,5,30101000,10,0,0,0,0,30,6330,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111606,91000002,10,91000001,500,30105007,5,30101000,10,0,0,0,0,30,6360,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111607,91000002,10,91000001,500,30106007,5,30101000,10,0,0,0,0,30,6390,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111608,91000002,10,91000001,500,30106007,5,30101000,10,0,0,0,0,30,6420,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111609,91000002,10,91000001,500,30106007,5,30101000,10,0,0,0,0,30,6450,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111610,91000002,10,91000001,500,30106007,5,30101000,10,12101101,1,0,0,30,6480,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111701,91000002,10,91000001,500,30101007,5,30101000,10,0,0,0,0,30,6510,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111702,91000002,10,91000001,500,30101007,5,30101000,10,0,0,0,0,30,6540,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111703,91000002,10,91000001,500,30101007,5,30101000,10,0,0,0,0,30,6570,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
111704,91000002,10,91000001,500,30102007,5,30101000,10,0,0,0,0,30,6600,100001,100001,100001,100001,100001,100001,91000002,81400601,23000012,23000011,0,0,0,0
