levelid,item1,probability1,protection1,item2,probability2,protection2,item3,num3,probability3,item4,num4,probability4,item5,num5,probability5,item6,num6,probability6,lotteryid1,lotteryid2,lotteryid3,bag1,bagprobability1,bag2,bagprobability2,bag3,bagprobability3,bag4,bagprobability4,bag5,bagprobability5,indexes1,indexes2,condition1,condition2
110401,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4002,4001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203010),return mod_base.getPassLv(12)
110402,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4002,4001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203020),return mod_base.getPassLv(12)
110403,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4002,4001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203030),return mod_base.getPassLv(12)
110404,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5002,5001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203040),return mod_base.getPassLv(14)
110405,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5002,5001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203050),return mod_base.getPassLv(14)
110406,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5002,5001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203060),return mod_base.getPassLv(14)
110407,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6002,6001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203070),return mod_base.getPassLv(16)
110408,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6002,6001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203080),return mod_base.getPassLv(16)
110409,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6002,6001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203090),return mod_base.getPassLv(16)
110410,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,12201001,1,2500,0,0,0,8002,8001,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1203100),return mod_base.getPassLv(18)
110501,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1003,1002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204010),return mod_base.getPassLv(18)
110502,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1003,1002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204020),return mod_base.getPassLv(18)
110503,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1003,1002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204030),return mod_base.getPassLv(20)
110504,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2003,2002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204040),return mod_base.getPassLv(20)
110505,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2003,2002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204050),return mod_base.getPassLv(20)
110506,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2003,2002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204060),return mod_base.getPassLv(22)
110507,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3003,3002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204070),return mod_base.getPassLv(22)
110508,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3003,3002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204080),return mod_base.getPassLv(22)
110509,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3003,3002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204090),return mod_base.getPassLv(24)
110510,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,12301201,1,2500,0,0,0,7003,7002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1204100),return mod_base.getPassLv(24)
110601,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4003,4002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205010),return mod_base.getPassLv(24)
110602,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4003,4002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205020),return mod_base.getPassLv(24)
110603,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4003,4002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205030),return mod_base.getPassLv(24)
110604,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5003,5002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205040),return mod_base.getPassLv(24)
110605,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5003,5002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205050),return mod_base.getPassLv(24)
110606,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5003,5002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205060),return mod_base.getPassLv(24)
110607,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6003,6002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205070),return mod_base.getPassLv(24)
110608,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6003,6002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205080),return mod_base.getPassLv(24)
110609,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6003,6002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205090),return mod_base.getPassLv(24)
110610,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,12400101,1,2500,0,0,0,8003,8002,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1205100),return mod_base.getPassLv(24)
110701,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1004,1003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206010),return mod_base.getPassLv(24)
110702,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1004,1003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206020),return mod_base.getPassLv(24)
110703,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1004,1003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206030),return mod_base.getPassLv(24)
110704,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2004,2003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206040),return mod_base.getPassLv(24)
110705,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2004,2003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206050),return mod_base.getPassLv(24)
110706,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2004,2003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206060),return mod_base.getPassLv(24)
110707,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3004,3003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206070),return mod_base.getPassLv(24)
110708,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3004,3003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206080),return mod_base.getPassLv(24)
110709,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3004,3003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206090),return mod_base.getPassLv(24)
110710,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,12300401,1,2500,0,0,0,7004,7003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1206100),return mod_base.getPassLv(24)
110801,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4004,4003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207010),return mod_base.getPassLv(24)
110802,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4004,4003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207020),return mod_base.getPassLv(24)
110803,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4004,4003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207030),return mod_base.getPassLv(24)
110804,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5004,5003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207040),return mod_base.getPassLv(24)
110805,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5004,5003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207050),return mod_base.getPassLv(24)
110806,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5004,5003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207060),return mod_base.getPassLv(24)
110807,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6004,6003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207070),return mod_base.getPassLv(24)
110808,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6004,6003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207080),return mod_base.getPassLv(24)
110809,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6004,6003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207090),return mod_base.getPassLv(24)
110810,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,12200401,1,2500,0,0,0,8004,8003,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1207100),return mod_base.getPassLv(24)
110901,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1005,1004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208010),return mod_base.getPassLv(24)
110902,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1005,1004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208020),return mod_base.getPassLv(24)
110903,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1005,1004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208030),return mod_base.getPassLv(24)
110904,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2005,2004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208040),return mod_base.getPassLv(24)
110905,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2005,2004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208050),return mod_base.getPassLv(24)
110906,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,2005,2004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208060),return mod_base.getPassLv(24)
110907,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3005,3004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208070),return mod_base.getPassLv(24)
110908,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3005,3004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208080),return mod_base.getPassLv(24)
110909,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,3005,3004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208090),return mod_base.getPassLv(24)
110910,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,12200601,1,2500,0,0,0,7005,7004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1208100),return mod_base.getPassLv(24)
111001,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4005,4004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209010),return mod_base.getPassLv(24)
111002,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4005,4004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209020),return mod_base.getPassLv(24)
111003,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,4005,4004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209030),return mod_base.getPassLv(24)
111004,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5005,5004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209040),return mod_base.getPassLv(24)
111005,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5005,5004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209050),return mod_base.getPassLv(24)
111006,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,5005,5004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209060),return mod_base.getPassLv(24)
111007,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6005,6004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209070),return mod_base.getPassLv(24)
111008,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6005,6004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209080),return mod_base.getPassLv(24)
111009,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,6005,6004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209090),return mod_base.getPassLv(24)
111010,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,12101001,1,2500,0,0,0,8005,8004,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1209100),return mod_base.getPassLv(24)
111101,0,0,0,0,0,0,91000001,500,10000,30101000,1,5000,0,0,0,0,0,0,1006,1005,0,0,0,0,0,0,0,0,0,0,0,src/ui/newPathWayUI,newPathWayUI.Open_FengDi(),return mod_pass.isPassLevel(1210010),return mod_base.getPassLv(24)
