id,name,thingtype,x,y,icon,model,size,radius,effect,dir,hide,traffic,touchtype,condition1,condition2,condition3,condition4,condition5,condition6,event1,pop1,event2,pop2,event3,pop3,endhide,sweep
432,第六关BOSS宝物,3,36,30,C_qianbi_01.png,0,8,20,7,4,0,1,5,40600407,0,0,0,0,0,101,0,417,0,0,0,1,0
433,第六关BOSS宝物,3,38,30,C_qianbi_01.png,0,8,20,7,4,0,1,5,40600407,0,0,0,0,0,101,0,417,0,0,0,1,0
434,第六关BOSS宝物,3,38,31,C_qianbi_01.png,0,8,20,7,4,0,1,5,40600407,0,0,0,0,0,101,0,417,0,0,0,1,0
435,第六关BOSS宝物,3,37,30,C_qianbi_03.png,0,8,20,7,4,0,1,5,40600407,0,0,0,0,0,103,0,417,0,0,0,1,0
436,第六关BOSS宝物,3,37,31,C_qianbi_01.png,0,8,20,7,4,0,1,5,40600407,0,0,0,0,0,101,0,417,0,0,0,1,0
437,第六关BOSS宝物,3,35,30,C_qianbi_01.png,0,8,20,7,4,0,1,5,40600407,0,0,0,0,0,101,0,417,0,0,0,1,0
438,第八关宝物,3,46,25,C_qianbi_01.png,0,8,20,7,4,0,1,5,40800410,0,0,0,0,0,101,0,418,0,0,0,1,0
439,第八关宝物,3,47,25,C_qianbi_01.png,0,8,20,7,4,0,1,5,40800410,0,0,0,0,0,101,0,418,0,0,0,1,0
440,第八关宝物,3,46,23,C_qianbi_01.png,0,8,20,7,4,0,1,5,40800410,0,0,0,0,0,101,0,418,0,0,0,1,0
441,第九关宝物,3,58,23,C_gouhuo_01.png,0,10,20,4,4,0,1,5,40900411,0,0,0,0,0,116,0,419,0,0,0,1,0
442,第九关宝物,3,57,20,C_qianbi_01.png,0,8,20,7,4,0,1,5,40900411,0,0,0,0,0,101,0,419,0,0,0,1,0
443,第九关宝物,3,55,20,C_qianbi_01.png,0,8,20,7,4,0,1,5,40900411,0,0,0,0,0,101,0,419,0,0,0,1,0
444,第九关宝物,3,58,21,C_zuanshi_02.png,0,8,20,10,4,0,1,5,40900411,0,0,0,0,0,112,0,419,0,0,0,1,0
